"rownum","QuestKey","i32","QuestStates","[i32]","Text","bool","Message","MapPinsKeys1","i32","MapPinsTexts","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect"
136,19,10,"[256,0]",[],"Kill the Vaal Oversoul atop the Ancient Pyramid to banish the darkness.","","Kill the Vaal Oversoul",[32],25000,"[""Kill the Vaal Oversoul""]",[32],[],"",[],[],10,""
137,19,11,"[234,0]",[84],"Obtain the amulets of the Bandit Lords Oak, Kraityn and Alira to find a clue to activating the Dark Altar.","","Obtain the amulets from the Bandit Lords",[],0,"[""Obtain the amulets from the Bandit Lords""]",[],[],"",[],[],10,""
138,19,12,"[234,0]",[],"Activate the Dark Altar at the top of the Ancient Pyramid to banish the darkness.","","Activate the Dark Altar",[32],0,"[""Activate the Dark Altar""]",[32],[],"",[],[],10,""
139,19,13,[234],[],"Talk to Eramir about the Dark Altar atop the Ancient Pyramid.","","Ask Eramir about the Dark Altar",[17],0,"[""Talk to Eramir""]",[17],[],"",[],[],10,""
140,19,14,"[257,0,0]",[],"You have found the ancient, buried Vaal pyramid. Climb to the top and find the creature of shadow.","","Ascend the Ancient Pyramid",[32],0,"[""Ascend the Ancient Pyramid""]",[32],[],"",[],[],10,""
141,19,15,[254],[],"Eramir believes the creature of shadow may be residing atop an ancient Vaal pyramid in a Cavern in the Northern Forest. Find it.","","Find the Ancient Pyramid",[32],0,"[""Find the Ancient Pyramid""]",[32],[],"",[],[],10,""
142,19,16,[253],[],"Yeena has asked you to banish the darkness that now pervades the land. Perhaps someone in the Forest Encampment might be able to help?","","Banish the Darkness",[17],0,"[""Talk to Eramir""]",[17],[],"",[],[],10,""
143,19,17,"[84,0]",[],"You have combined the Bandit Lord amulets into the Apex. Show it to Yeena for a clue to help with banishing the darkness.","","Show the Apex to Yeena",[17],0,"[""Show the Apex to Yeena""]",[17],[],"",[],[],10,""
144,19,18,[819],[],"You must complete the Lords of Larceny quest and deal with the Bandit Lords to continue.","","Deal with the Bandit Lords",[17],0,"[""Deal with the Bandit Lords""]",[],[],"",[],[],10,""
145,19,19,[88],[],"You have unleashed a terrible darkness upon the land. Find a way to lift it.","","Find a way to lift the Darkness",[17],5250,[],[],[],"",[],[],10,""
146,14,0,"[140,0]",[],"Quest Complete - You have poisoned the Ancient Tree and found a way through the Vaal Ruins.",1,"",[],0,[],[],[],"",[],[],10,""
147,14,1,"[140,0]",[],"Quest Complete - You have poisoned the Ancient Tree and found a way through the Vaal Ruins.",1,"",[],0,[],[],[],"",[],[],10,""
148,14,2,"[145,0]",[],"Quest Complete - You have poisoned the Ancient Tree and found a way through the Vaal Ruins.",1,"",[],0,[],[],[],"",[],[],10,""
149,14,3,[140],[],"Quest Complete - You have poisoned the Ancient Tree and found a way through the Vaal Ruins.",1,"Quest Complete",[],0,[],[],[],"",[],[],10,""
150,14,4,[145],[],"Quest Complete - You have poisoned the Ancient Tree and found a way through the Vaal Ruins.",1,"Quest Complete",[],0,[],[],[],"",[],[],10,""
151,14,5,[146],[],"Quest Complete - You have poisoned the Ancient Tree and found a way through the Vaal Ruins.",1,"Quest Complete",[],0,[],[],[],"",[],[],10,""
152,14,6,[99],[],"You have poisoned the ancient tree. Enter The Vaal Ruins and find a way to the other side.","","Enter the Vaal Ruins",[29],0,"[""Find a way through the Vaal Ruins""]",[29],[],"",[],[],10,""
153,14,7,"[112,0,0]",[],"Use Maligaro's Spike and the Baleful Gem to poison the tree blocking your way in the Wetlands to gain access to the Vaal Ruins.","","Poison the ancient tree",[30],0,"[""Poison the ancient tree""]",[30],[],"",[],[],10,""
154,14,8,"[109,0]","[94,0]","Get the Baleful Gem from the Chamber of Sins and Maligaro's Spike from the Weaver's Chambers.","","Find the Baleful Gem and Maligaro's Spike","[23,28]",0,"[""Find the Baleful Gem"",""Find Maligaro's Spike""]","[23,28]",[],"",[],[],10,""
155,14,9,[109],[94],"Get Maligaro's Spike from the Weaver's Chambers.","","Find Maligaro's Spike",[28],0,"[""Find Maligaro's Spike""]",[28],[],"",[],[],10,""
156,14,10,[250],[98],"Get the Baleful Gem from the Chamber of Sins.","","Find the Baleful Gem",[23],0,"[""Find the Baleful Gem""]",[23],[],"",[],[],10,""
157,14,11,[100],[],"There is a large, overgrown tree blocking the path into the Vaal Ruins. Perhaps there will be a way to gain entrance at a later time.","","Find a way into The Vaal Ruins",[],0,[],[],[],"",[],[],10,""
158,13,0,"[106,0]",[],"Quest Complete - You have found Maligaro's Spike and have been rewarded by Silk.",1,"Quest Complete",[],0,[],[],[],"",[],[],10,""
159,13,1,[106],[],"Quest Complete - You have found Maligaro's Spike and have been rewarded by Silk.\r\n\r\nYou need to keep Maligaro's spike with you for another quest.",1,"Quest Complete",[],0,[],[],[],"",[],[],10,""
160,13,2,"[109,0]",[],"Quest Complete - You have found Maligaro's Spike. Talk to Silk for a reward.","","",[17],0,"[""Talk to Silk for your reward""]",[],[],"",[],[],10,""
161,13,3,[109],[],"Quest Complete - You have found Maligaro's Spike. Talk to Silk for a reward.\r\n\r\nYou need to keep Maligaro's Spike with you for another quest.","","",[17],0,"[""Talk to Silk for your reward""]",[],[],"",[],[],10,""
162,13,4,[94],[],"You have found Maligaro's Spike. Show it to Silk in the Forest Encampment.","","Talk to Silk",[17],0,"[""Talk to Silk""]",[17],[],"",[],[],10,""
163,13,5,[99],[],"You have found Maligaro's Spike. Show it to Silk in the Forest Encampment.","","",[17],0,"[""Talk to Silk""]",[17],[],"",[],[],10,""
164,13,6,[259],[],"Kill the Weaver and retrieve Maligaro's Spike from its corpse.","","Kill the Weaver and get Maligaro's Spike",[28],0,"[""Get Maligaro's Spike""]",[28],[],"",[],[],10,""
165,13,7,[258],[],"Silk found Maligaro's Spike but lost it in the Weaver's Chambers. Go there and recover it.","","Recover Maligaro's Spike from the Weaver's Chambers",[28],0,"[""Find Maligaro's Spike""]",[28],[],"",[],[],10,""
166,13,8,[95],[],"Helena has asked you to find Maligaro's Spike, which was missing from the Chamber of Sins. Ask around town to find a clue as to its whereabouts.","","Find Maligaro's Spike",[17],0,"[""Talk to Silk""]",[17],[],"",[],[],10,""
167,10,0,[103],[],"Quest Complete - You have returned the golden hand relic to Yeena. She has rewarded you with two Passive Respec Points.",1,"Quest Complete",[],0,[],[],[],"",[],[],10,""
168,10,1,[510],[],"Quest Complete - You have returned the golden hand relic to Yeena. She has rewarded you with a Skill Book. Use it to gain two Passive Respec Points.","","",[],0,[],[],[],"",[],[],10,""
169,10,2,[87],[],"You have brought the golden hand relic that Yeena dreamt of to her. Talk with her for a reward.","","",[17],0,"[""Talk to Yeena for your reward""]",[],[],"",[],[],10,""
170,10,3,[86],[],"You have found the golden hand relic that Yeena dreamt of. Bring it to her in the Forest Encampment.","","Bring the Golden Hand to Yeena",[17],0,"[""Talk to Yeena for your reward""]",[17],[],"",[],[],10,""
171,10,4,[96],[],"Yeena has asked you to locate the Hand of the 'good man' in the Crypt to the south of the Crossroads which lie to the east of the Forest Encampment.","","Find the Golden Hand",[22],0,"[""Find the Golden Hand""]",[22],[],"",[],[],10,""
172,11,0,[108],[],"Quest Complete - You have rescued Helena from the Chamber of Sins and have been rewarded by Greust.",1,"Quest Complete",[],0,[],[],[],"",[],[],10,""
173,11,1,[250],[],"Quest Complete - You have rescued Helena from the Chamber of Sins. Talk to Greust for a reward.","","",[17],0,[],[],[],"",[],[],10,""
174,11,2,"[242,0]",[],"Meet Helena back in the Forest Encampment, and bring the Baleful Gem with you.","","Meet Helena in Town",[17],0,"[""Talk to Helena""]",[17],[],"",[],[],10,""
175,11,3,[242],[99],"Get the Baleful Gem from the Strange Device in the Chamber of Sins.","","Get the Baleful Gem",[23],0,"[""Get the Baleful Gem""]",[23],[],"",[],[],10,""
176,11,4,[252],[],"Talk to Helena, who was hiding from Fidelitas and the other monsters in the Chamber of Sins.","","Talk to Helena",[23],0,"[""Talk to Helena""]",[23],[],"",[],[],10,""
177,11,5,[251],[],"Kill Fidelitas and rescue Helena from the monsters in the Chamber of Sins.","","Kill Fidelitas to rescue Helena",[23],0,"[""Kill Fidelitas""]",[23],[],"",[],[],10,""
178,11,6,[97],[],"Investigate the Blackguards that are searching the Chamber of Sins.","","Investigate the Chamber of Sins",[23],0,"[""Explore the Chamber of Sins""]",[23],[],"",[],[],10,""
179,12,0,[248],[],"Quest Complete - You have killed the Great White Beast and have been rewarded by Yeena.",1,"Quest Complete",[],0,[],[],[],"",[],[],10,""
180,12,1,[247],[],"Quest Complete - You have killed the Great White Beast. Talk to Yeena for a reward.","","",[17],0,"[""Talk to Yeena for your reward""]",[],[],"",[],[],10,""
181,12,2,[246],[],"You have killed the Great White Beast in the Den. Talk to Yeena in the Forest Encampment for a reward.","","Talk to Yeena for a reward",[17],0,"[""Talk to Yeena for your reward""]",[17],[],"",[],[],10,""
182,12,3,[245],[],"Kill the Great White Beast in the Den located in the Old Fields.","","Kill the Great White Beast",[20],0,"[""Kill the Great White Beast""]",[20],[],"",[],[],10,""
183,12,4,[244],[],"Hunt down the Great White Beast in the Den located in the Old Fields.","","Hunt down the Great White Beast",[20],0,"[""Find the Great White Beast""]",[20],[],"",[],[],10,""
184,20,0,"[473,0]",[150],"Quest Complete - You have vanquished the Vaal Oversoul. You are now able to travel to Act 3.",1,"Find the Sarn encampment",[34],0,"[""Find the Sarn encampment""]",[],[],"",[],[],10,""
185,21,0,"[173,0]",[],"Quest Complete - You have rescued Clarissa and returned Tolman's bracelet to her.",1,"",[],0,[],[],[],"",[],[],10,""
186,21,1,"[173,0]",[],"Quest Complete - You have rescued Clarissa and returned Tolman's bracelet to her.",1,"Quest Complete",[],0,[],[],[],"",[],[],10,""
187,21,2,"[173,0]",[],"Quest Complete - You have rescued Clarissa and returned Tolman's bracelet to her. Speak with her for a reward.","","",[34],0,[],[],[],"",[],[],10,""
188,21,3,"[170,0]",[],"Quest Complete - You have rescued Clarissa and brought her Tolman's bracelet. Talk to Maramoa in town for a reward.","","",[34],0,"[""Talk to Maramoa for your reward""]",[],[],"",[],[],10,""
189,21,4,"[170,0]",[],"Quest Complete - You have rescued Clarissa and brought her Tolman's bracelet. Talk to Maramoa in town for a reward.","","",[34],0,"[""Talk to Maramoa for your reward""]",[],[],"",[],[],10,""
190,21,5,"[170,0]",[],"Quest Complete - You have rescued Clarissa and brought her Tolman's bracelet. Talk to Clarissa and Maramoa in town for rewards.","","",[34],0,"[""Talk to Maramoa"",""Talk to Clarissa""]",[],[],"",[],[],10,""
191,21,6,[174],[175],"Get Tolman's bracelet from the Crematorium.","","Get Tolman's bracelet",[37],0,"[""Get Tolman's bracelet""]",[37],[],"",[],[],10,""
192,21,7,"[170,0]",[],"You have rescued Clarissa and found Tolman. Bring his bracelet to her in the Sarn Encampment.","","Bring Tolman's bracelet to Clarissa",[34],0,"[""Talk to Clarissa""]",[34],[],"",[],[],10,""
193,21,8,"[170,0]",[],"You have rescued Clarissa and found Tolman in the Crematorium. Defeat the guards and rescue him.","","Defeat the guards and rescue Tolman",[37],0,"[""Kill Piety and her guards""]",[37],[],"",[],[],10,""
194,21,9,[170],[],"You have rescued Clarissa but still need to find Tolman in the Crematorium.","","Find Tolman in the Crematorium",[37],0,"[""Find Tolman in the Crematorium""]",[],[],"",[],[],10,""
195,21,10,"[169,0]",[],"You have found Tolman in the Crematorium and taken his bracelet. You have also found Clarissa in the City of Sarn. Defeat the guards and rescue her.","","Defeat the guards and rescue Clarissa",[35],0,"[""Kill Clarissa's guards""]",[35],[],"",[],[],10,""
196,21,11,"[169,0]",[],"You have found Tolman in the Crematorium and Clarissa in the City of Sarn. Defeat the guards and rescue them.","","Defeat the guards","[35,37]",0,"[""Kill Clarissa's guards"",""Kill Piety and her guards""]","[35,37]",[],"",[],[],10,""
197,21,12,[169],[168],"You have found a girl in the City of Sarn tied up by some Blackguards. Defeat them and free her.","","Defeat the guards and rescue the girl",[35],0,"[""Defeat the guards and rescue the girl""]",[35],[],"",[],[],10,""
198,21,13,"[169,0]",[],"You have found Clarissa in the City of Sarn but not Tolman. Defeat the guards and rescue her.","","Defeat the guards and rescue Clarissa",[35],0,"[""Kill Clarissa's guards""]",[35],[],"",[],[],10,""
199,21,14,"[168,0]",[],"You have found Tolman in the Crematorium and taken his bracelet. Find Clarissa in the City of Sarn.","","Find Clarissa",[35],0,"[""Find Clarissa""]",[35],[],"",[],[],10,""
200,21,15,"[168,0]",[],"You have found Tolman in the Crematorium but not Clarissa. Defeat the guards and rescue him.","","Defeat the guards and rescue Tolman",[37],0,"[""Kill Piety and her guards""]",[37],[],"",[],[],10,""
201,21,16,[168],[],"Clarissa and Tolman have gone missing in the City of Sarn. Find them.","","Find Clarissa and Tolman",[35],0,"[""Find Clarissa and Tolman""]",[35],[],"",[],[],10,""
202,21,17,[175],[],"You have found a bracelet belonging to Tolman, who is now dead. Return to town and find out more information about him.","","Bring Tolman's bracelet to town",[34],0,"[""Talk to Maramoa""]",[34],[],"",[],[],10,""
203,21,18,[267],[],"Defeat Piety and her guards in the Crematorium.","","Defeat the guards",[37],0,"[""Kill Piety and her guards""]",[37],[],"",[],[],10,""
204,24,0,[181],[],"Quest Complete - You have found the Gemling Queen, Lady Dialla.",1,"Quest Complete",[],0,[],[],[],"",[],[],10,""
205,24,1,[180],[],"Find the tomb of the Gemling Queen in the Solaris Temple.","","Find the tomb of the Gemling Queen",[42],0,"[""Find the tomb of the Gemling Queen""]",[42],[],"",[],[],10,""
206,25,0,[189],[],"Quest Complete - You have delivered the Ribbon Spool to Lady Dialla.",1,"Quest Complete",[],0,[],[],[],"",[],[],10,""
207,25,1,[187],[],"You have returned the Ribbon Spool to Lady Dialla. Talk to her for a reward.","","",[42],0,"[""Talk to Lady Dialla for your reward""]",[],[],"",[],[],10,""
208,25,2,"[186,0]",[],"You have recovered the Ribbon Spool from the Blackguards, now return it to Lady Dialla in the Solaris Temple.","","Return the Ribbon Spool to Lady Dialla",[42],0,"[""Talk to Lady Dialla for your reward""]",[42],[],"",[],[],10,""
209,25,3,[186],[],"Search the Solaris Temple for a use for the Ribbon Spool.","","You have obtained the Ribbon Spool",[42],0,"[""Search the Solaris Temple""]",[42],[],"",[],[],10,""
210,25,4,[185],[],"The Ebony Legion has stolen the Ribbon Spool. Recover it from the Battlefront and return it to Dialla in the Solaris Temple.","","Recover the Ribbon Spool",[40],0,"[""Find the Ribbon Spool""]",[40],[],"",[],[],10,""
211,26,0,[434],[],"Quest Complete - You have used the Infernal Talc to destroy the Undying blockage in the Sewers. You can now get past and access the Ebony Barracks.",1,"Quest Complete",[],1000,[],[],[],"",[],[],10,""
212,26,1,"[433,0]",[],"Burn the Undying blockage in the Sewers with the Infernal Talc.","","Burn the Undying blockage with the Infernal Talc",[44],0,"[""Destroy the Undying Blockage""]",[44],[],"",[],[],10,""
213,26,2,"[433,0]","[423,0]","Get the keys to the Sewers from Clarissa.","","Get Clarissa's keys to the Sewers",[34],0,"[""Talk to Clarissa""]",[34],[],"",[],[],10,""
214,26,3,[433],[],"Find a way through the Sewers. The Infernal Talc may be useful.","","Find a way through the Sewers",[44],0,"[""Find a way through the Sewers""]",[44],[],"",[],[],10,""
215,26,4,[192],[],"Take the Infernal Talc from Lady Dialla.","","",[42],0,"[""Talk to Lady Dialla""]",[42],[],"",[],[],10,""
216,26,5,"[191,0]",[],"Bring the Thaumetic Sulphite to Lady Dialla in the Solaris Temple.","","Bring the Thaumetic Sulphite to Lady Dialla",[42],0,"[""Talk to Lady Dialla""]",[42],[],"",[],[],10,""
217,26,6,"[191,0]",[],"Help Lady Dialla find the Ribbon Spool and perhaps she will shed some light on the Thaumetic Sulphite.","","",[],0,[],[],[],"",[],[],10,""
218,26,7,[191],[],"Search the Solaris Temple for a use for the Thaumetic Sulphite.","","You have found the Thaumetic Sulphite",[42],0,"[""Search the Solaris Temple""]",[42],[],"",[],[],10,""
219,26,8,[190],[],"Dialla wants you to bring her the Thaumetic Sulphite. Search the Docks for it and bring it to her.","","Find the Thaumetic Sulphite",[43],0,"[""Find the Thaumetic Sulphite""]",[43],[],"",[],[],10,""
