"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","[string]","IgnoreQuantBonus","bool","rid"
112,"Metadata/Items/Currency/CurrencyEssenceSorrow4",30,1,1,"Screaming Essence of Sorrow","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12453,1066624914,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
113,"Metadata/Items/Currency/CurrencyEssenceSorrow5",30,1,1,"Shrieking Essence of Sorrow","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12454,993214565,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
114,"Metadata/Items/Currency/CurrencyEssenceSorrow6",30,1,1,"Deafening Essence of Sorrow","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12455,-558420537,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
115,"Metadata/Items/Currency/CurrencyEssenceAnger1",30,1,1,"Muttering Essence of Anger","Metadata/Items/Currency/StackableCurrency",10,"",[],1,34,[302],38,1,12456,-36091224,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
116,"Metadata/Items/Currency/CurrencyEssenceAnger2",30,1,1,"Weeping Essence of Anger","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],38,1,12457,-1327428615,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
117,"Metadata/Items/Currency/CurrencyEssenceAnger3",30,1,1,"Wailing Essence of Anger","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12458,891153638,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
118,"Metadata/Items/Currency/CurrencyEssenceAnger4",30,1,1,"Screaming Essence of Anger","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12459,128783824,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
119,"Metadata/Items/Currency/CurrencyEssenceAnger5",30,1,1,"Shrieking Essence of Anger","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12460,-452117587,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
120,"Metadata/Items/Currency/CurrencyEssenceAnger6",30,1,1,"Deafening Essence of Anger","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12461,1536872438,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
121,"Metadata/Items/Currency/CurrencyEssenceTorment1",30,1,1,"Muttering Essence of Torment","Metadata/Items/Currency/StackableCurrency",10,"",[],1,34,[302],38,1,12462,-475311494,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
122,"Metadata/Items/Currency/CurrencyEssenceTorment2",30,1,1,"Weeping Essence of Torment","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],38,1,12463,1008794806,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
123,"Metadata/Items/Currency/CurrencyEssenceTorment3",30,1,1,"Wailing Essence of Torment","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12464,-1179354155,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
124,"Metadata/Items/Currency/CurrencyEssenceTorment4",30,1,1,"Screaming Essence of Torment","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12465,747230036,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
125,"Metadata/Items/Currency/CurrencyEssenceTorment5",30,1,1,"Shrieking Essence of Torment","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12466,-826006652,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
126,"Metadata/Items/Currency/CurrencyEssenceTorment6",30,1,1,"Deafening Essence of Torment","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12467,-1551618851,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
127,"Metadata/Items/Currency/CurrencyEssenceFear1",30,1,1,"Muttering Essence of Fear","Metadata/Items/Currency/StackableCurrency",10,"",[],1,34,[302],38,1,12468,697488794,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
128,"Metadata/Items/Currency/CurrencyEssenceFear2",30,1,1,"Weeping Essence of Fear","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],38,1,12469,-185991819,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
129,"Metadata/Items/Currency/CurrencyEssenceFear3",30,1,1,"Wailing Essence of Fear","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12470,2034631909,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
130,"Metadata/Items/Currency/CurrencyEssenceFear4",30,1,1,"Screaming Essence of Fear","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12471,-575837846,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
131,"Metadata/Items/Currency/CurrencyEssenceFear5",30,1,1,"Shrieking Essence of Fear","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12472,117284401,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
132,"Metadata/Items/Currency/CurrencyEssenceFear6",30,1,1,"Deafening Essence of Fear","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12473,-779044208,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
133,"Metadata/Items/Currency/CurrencyEssenceSuffering1",30,1,1,"Weeping Essence of Suffering","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],38,1,12474,836789809,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
134,"Metadata/Items/Currency/CurrencyEssenceSuffering2",30,1,1,"Wailing Essence of Suffering","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12475,-1267169214,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
135,"Metadata/Items/Currency/CurrencyEssenceSuffering3",30,1,1,"Screaming Essence of Suffering","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12476,-1833058895,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
136,"Metadata/Items/Currency/CurrencyEssenceSuffering4",30,1,1,"Shrieking Essence of Suffering","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12477,864068417,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
137,"Metadata/Items/Currency/CurrencyEssenceSuffering5",30,1,1,"Deafening Essence of Suffering","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12478,222024053,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
138,"Metadata/Items/Currency/CurrencyEssenceRage1",30,1,1,"Weeping Essence of Rage","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],38,1,12479,-1583709973,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
139,"Metadata/Items/Currency/CurrencyEssenceRage2",30,1,1,"Wailing Essence of Rage","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12480,292711936,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
140,"Metadata/Items/Currency/CurrencyEssenceRage3",30,1,1,"Screaming Essence of Rage","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12481,-645724387,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
141,"Metadata/Items/Currency/CurrencyEssenceRage4",30,1,1,"Shrieking Essence of Rage","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12482,-193173256,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
142,"Metadata/Items/Currency/CurrencyEssenceRage5",30,1,1,"Deafening Essence of Rage","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12483,-954409300,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
143,"Metadata/Items/Currency/CurrencyEssenceWrath1",30,1,1,"Weeping Essence of Wrath","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],38,1,12484,1046769873,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
144,"Metadata/Items/Currency/CurrencyEssenceWrath2",30,1,1,"Wailing Essence of Wrath","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12485,-383181272,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
145,"Metadata/Items/Currency/CurrencyEssenceWrath3",30,1,1,"Screaming Essence of Wrath","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12486,491155825,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
146,"Metadata/Items/Currency/CurrencyEssenceWrath4",30,1,1,"Shrieking Essence of Wrath","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12487,-150361862,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
147,"Metadata/Items/Currency/CurrencyEssenceWrath5",30,1,1,"Deafening Essence of Wrath","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12488,1926779813,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
148,"Metadata/Items/Currency/CurrencyEssenceDoubt1",30,1,1,"Weeping Essence of Doubt","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],38,1,12489,-557327777,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
149,"Metadata/Items/Currency/CurrencyEssenceDoubt2",30,1,1,"Wailing Essence of Doubt","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12490,-1074439089,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
150,"Metadata/Items/Currency/CurrencyEssenceDoubt3",30,1,1,"Screaming Essence of Doubt","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12491,1419643846,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
151,"Metadata/Items/Currency/CurrencyEssenceDoubt4",30,1,1,"Shrieking Essence of Doubt","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12492,2044538361,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
152,"Metadata/Items/Currency/CurrencyEssenceDoubt5",30,1,1,"Deafening Essence of Doubt","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12493,-444339820,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
153,"Metadata/Items/Currency/CurrencyEssenceAnguish1",30,1,1,"Wailing Essence of Anguish","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12494,-964777382,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
154,"Metadata/Items/Currency/CurrencyEssenceAnguish2",30,1,1,"Screaming Essence of Anguish","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12495,1027011185,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
155,"Metadata/Items/Currency/CurrencyEssenceAnguish3",30,1,1,"Shrieking Essence of Anguish","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12496,-1839053998,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
156,"Metadata/Items/Currency/CurrencyEssenceAnguish4",30,1,1,"Deafening Essence of Anguish","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12497,1845632009,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
157,"Metadata/Items/Currency/CurrencyEssenceLoathing1",30,1,1,"Wailing Essence of Loathing","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12498,-1618168670,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
158,"Metadata/Items/Currency/CurrencyEssenceLoathing2",30,1,1,"Screaming Essence of Loathing","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12499,-2058874949,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
159,"Metadata/Items/Currency/CurrencyEssenceLoathing3",30,1,1,"Shrieking Essence of Loathing","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12500,-697952158,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
160,"Metadata/Items/Currency/CurrencyEssenceLoathing4",30,1,1,"Deafening Essence of Loathing","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12501,-417900903,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
161,"Metadata/Items/Currency/CurrencyEssenceSpite1",30,1,1,"Wailing Essence of Spite","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12502,-2072698540,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
162,"Metadata/Items/Currency/CurrencyEssenceSpite2",30,1,1,"Screaming Essence of Spite","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12503,-19953861,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
163,"Metadata/Items/Currency/CurrencyEssenceSpite3",30,1,1,"Shrieking Essence of Spite","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12504,-1542366365,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
164,"Metadata/Items/Currency/CurrencyEssenceSpite4",30,1,1,"Deafening Essence of Spite","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12505,473094408,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
165,"Metadata/Items/Currency/CurrencyEssenceZeal1",30,1,1,"Wailing Essence of Zeal","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],38,1,12506,-355385139,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
166,"Metadata/Items/Currency/CurrencyEssenceZeal2",30,1,1,"Screaming Essence of Zeal","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12507,839378797,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
167,"Metadata/Items/Currency/CurrencyEssenceZeal3",30,1,1,"Shrieking Essence of Zeal","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12508,-1822562206,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
168,"Metadata/Items/Currency/CurrencyEssenceZeal4",30,1,1,"Deafening Essence of Zeal","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12509,1492393166,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
169,"Metadata/Items/Currency/CurrencyEssenceMisery1",30,1,1,"Screaming Essence of Misery","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12510,-760080401,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
170,"Metadata/Items/Currency/CurrencyEssenceMisery2",30,1,1,"Shrieking Essence of Misery","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12511,557934500,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
171,"Metadata/Items/Currency/CurrencyEssenceMisery3",30,1,1,"Deafening Essence of Misery","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12512,-1973061961,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
172,"Metadata/Items/Currency/CurrencyEssenceDread1",30,1,1,"Screaming Essence of Dread","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12513,2086905859,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
173,"Metadata/Items/Currency/CurrencyEssenceDread2",30,1,1,"Shrieking Essence of Dread","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12514,330229883,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
174,"Metadata/Items/Currency/CurrencyEssenceDread3",30,1,1,"Deafening Essence of Dread","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12515,1669260288,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
175,"Metadata/Items/Currency/CurrencyEssenceScorn1",30,1,1,"Screaming Essence of Scorn","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12516,122642368,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
176,"Metadata/Items/Currency/CurrencyEssenceScorn2",30,1,1,"Shrieking Essence of Scorn","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12517,-1016206409,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
177,"Metadata/Items/Currency/CurrencyEssenceScorn3",30,1,1,"Deafening Essence of Scorn","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12518,1247641969,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
178,"Metadata/Items/Currency/CurrencyEssenceEnvy1",30,1,1,"Screaming Essence of Envy","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],38,1,12519,-1691201624,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
179,"Metadata/Items/Currency/CurrencyEssenceEnvy2",30,1,1,"Shrieking Essence of Envy","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12520,-718463325,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
180,"Metadata/Items/Currency/CurrencyEssenceEnvy3",30,1,1,"Deafening Essence of Envy","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],38,1,12521,692127728,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
181,"Metadata/Items/Currency/CurrencyEssenceHysteria1",30,1,1,"Essence of Hysteria","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12522,-306989797,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
182,"Metadata/Items/Currency/CurrencyEssenceInsanity1",30,1,1,"Essence of Insanity","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12523,-1454947071,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
183,"Metadata/Items/Currency/CurrencyEssenceHorror1",30,1,1,"Essence of Horror","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12524,-2010504687,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
184,"Metadata/Items/Currency/CurrencyEssenceDelirium1",30,1,1,"Essence of Delirium","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],38,1,12525,-1499847665,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
185,"Metadata/Items/Currency/CurrencyCorruptMonolith",30,1,1,"Remnant of Corruption","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],38,1,12526,411361590,[],"","","",[],[],"","","","","",41,"",[],[],"","",""
186,"Metadata/Items/Currency/CurrencyAddAtlasMod",30,1,1,"Simple Sextant","Metadata/Items/Currency/StackableCurrency",68,"",[],1,34,"[70,669]",38,0,12529,-1612288497,[],"","","",[],[],190,"","","","","","",[],[],"","",""
187,"Metadata/Items/Currency/CurrencyAddAtlasModMid",30,1,1,"Prime Sextant","Metadata/Items/Currency/StackableCurrency",73,"",[],1,34,"[70,669]",38,0,12530,1119070842,[7487],"","","",[],[],190,"","","","","","",[],[],"","",""
188,"Metadata/Items/Currency/CurrencyAddAtlasModHigh",30,1,1,"Awakened Sextant","Metadata/Items/Currency/StackableCurrency",81,"",[],1,34,"[70,669]",38,0,12531,2064612145,[7487],"","","",[],[],190,"","","","","","",[],[],"","",""
189,"Metadata/Items/Currency/CurrencyAddAtlasModMaven",30,1,1,"Elevated Sextant","Metadata/Items/Currency/StackableCurrency",83,"",[],1,34,"[70,669]",38,0,12532,-379771748,[],"","","",[],[],190,1,"","","","","",[],[],"","",""
190,"Metadata/Items/Currency/CurrencyStackedScarab",30,1,1,"Veiled Scarab","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,1,11597,1126021892,[],"","","",[],[],"","","","","",43,"",[],[],"","",""
191,"Metadata/Items/Currency/CurrencySealMapLow",30,1,1,"Apprentice Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,0,12553,-1985734643,[],"","","",[],[],"","","","","","","",[],[],"","",""
192,"Metadata/Items/Currency/CurrencySealMapMid",30,1,1,"Journeyman Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,0,12554,385790233,[],"","","",[],[],"","","","","","","",[],[],"","",""
193,"Metadata/Items/Currency/CurrencySealMapHigh",30,1,1,"Master Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,0,12555,702360988,[],"","","",[],[],"","","","","","","",[],[],"","",""
194,"Metadata/Items/Currency/CurrencyRespecShapersOrb",30,1,1,"Unshaping Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],38,1,119,-1248033172,[],"","","",[],[],"","","","","","","",[],[],"","",""
195,"Metadata/Items/Currency/CurrencyBreachFireShard",30,1,1,"Splinter of Xoph","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],38,1,120,1990798296,[],"","","",[],[],"","","","","","","",[],[],"","",""
196,"Metadata/Items/Currency/CurrencyBreachColdShard",30,1,1,"Splinter of Tul","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],38,1,121,82596217,[],"","","",[],[],"","","","","","","",[],[],"","",""
197,"Metadata/Items/Currency/CurrencyBreachLightningShard",30,1,1,"Splinter of Esh","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],38,1,122,-1467398811,[],"","","",[],[],"","","","","","","",[],[],"","",""
198,"Metadata/Items/Currency/CurrencyBreachPhysicalShard",30,1,1,"Splinter of Uul-Netol","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],38,1,123,-1485214970,[],"","","",[],[],"","","","","","","",[],[],"","",""
