"rownum","Id","i32","WorldAreasKeys","i32","i32","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool","[i32]","[string]","TagsKeys","MinLevel","MaxLevel","WorldAreas2","i32","PackFormation","i32","bool","[rid]","bool","bool","bool","bool","[string]","NecropolisPack"
185,"Act3-DockSkeletonMelee",0,[50],3,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],172
186,"Act3-DockSkeletonBow",0,[50],3,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],173
187,"Act3-CityStalkerCold2",0,[51],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],169
188,"Act3-Grappler1",0,[51],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],191
189,"Act3-PyromaniacPoison",0,[51],3,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],209
190,"Act3-Frog",0,[51],3,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],186
191,"Act3-Squid",0,[51],3,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],47
192,"Act3-AxisFootSoldier2",0,"[52,53]",3,7,50,1,[1284],"","[100,20]",[],[],0,100,[],100,"",0,"",[],1,"","",1,[],152
193,"Act3-AxisEliteSoldierShield",0,"[52,53]",3,6,50,1,[1284],"","[100,20]",[],[],0,100,[],100,"",0,"",[],1,"","",1,[],147
194,"Act3-AxisExperimenter",0,"[52,53]",3,6,0,0,[],"","[20,100]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],149
195,"Act3-DemonModularFire",0,[53],3,6,40,1,"[1348,1347]","",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],202
196,"Act3-DemonModular1",0,[53],3,6,40,1,"[1348,1347]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],200
197,"Act3-DemonModularCold",0,[53],3,6,40,1,"[1348,1347]","",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],201
198,"Act3-DemonModularLightning",0,[53],3,6,40,1,"[1348,1347]","",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],204
199,"Act3-DemonFemaleRanged",0,[54],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],181
200,"Act3-BloodElemental1",0,[54],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],158
201,"Act3-DemonFemale1",0,[54],3,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],179
202,"Act3-DemonModularFire2",0,[54],3,5,40,1,[1349],"",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],206
203,"Act3-DemonModularCold2",0,[54],3,5,40,1,[1349],"",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],205
204,"Act3-DemonModularLightning2",0,[54],3,5,40,1,[1349],"",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],207
205,"Act3-Spiker",0,[55],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],216
206,"Act3-Kiweth",0,[55],2,4,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],54
207,"Act3-BlackguardZombie",0,[55],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],155
208,"Act3-RootSpiderHidden",0,[55],1,2,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],107
209,"Act3-SnakeSpit",0,[55],2,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],217
210,"Act3-MonkeyJuvenileThrow",0,[55],5,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],97
211,"Act3-MossMonsterEmergeRoll",0,[55],2,4,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],102
212,"Act3-CityStalkerFreezingPulse2",0,"[56,57,58]",2,6,0,0,[],"","[100,100,20]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],170
213,"Act3-SkeletonMelee",0,[56],2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],30
214,"Act3-RhoaSkeleton",0,[56],2,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],20
215,"Act3-SkeletonMeleeLarge",0,"[56,57]",2,4,0,0,[],"","[20,100]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],30
216,"Act3-SkeletonCasterLightning7",0,"[56,57]",2,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],472
217,"Act3-SkeletonCasterCold6",0,[57],2,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],456
218,"Act3-CityStalkerCasterArmour",0,"[58,59]",2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],160
219,"Act3-CityStalkerArmour",0,"[58,59]",2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],162
220,"Act3-Iguana",0,"[58,59]",2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],196
221,"Act3-GemFrog",0,"[58,59]",2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],188
222,"Act3-FlameBearer2",0,[59],2,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],184
223,"Act3-SpiderHair2",0,[59],3,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],194
224,"Act4-VultureParasiteAqueduct",0,[61],3,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],254
225,"Act4-WaterSpiral",0,[61],2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],266
226,"Act4-blackguardzombie1",0,[61],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],227
227,"Act4-DockworkerHammer",0,[61],3,7,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],175
228,"Act4-DockworkerBow",0,[61],3,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],177
229,"Act4-skeletonsoldiersAque",0,[61],3,7,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],262
230,"Act4-SkeletonSoldierRangedBarrage",0,[61],3,7,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],263
231,"Act4-SkeletonSoldierRangedTornadoShot",0,[62],2,6,50,1,[3992],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],263
232,"Act4-SkeletonSoldierUnarmed",0,[62],2,6,50,1,[3992],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],262
233,"Act4-VultureParasite",0,[62],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],254
234,"Act4-SandLeaper",0,[62],4,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],111
235,"Act4-SkeletonSoldierSwordShield",0,[62],2,6,50,1,[3992],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],262
236,"Act4-MineBat",0,"[63,64]",3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],89
237,"Act4-Miner1",0,"[63,64]",2,6,50,1,"[4066,4057]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],251
238,"Act4-MineBatCrystalVeins",0,[65],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],89
239,"Act4-MinerCrystalVeins",0,[65],2,6,50,1,"[4070,4061]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],251
240,"Act4-FireMonsterKaom",0,[66],2,4,35,1,"[4315,4130]","",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],80
241,"Act4-Hound",0,[66],2,6,35,1,"[4315,4130]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],235
242,"Act4-SnakeFlame",0,[66],2,5,35,1,"[4315,4130]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],259
243,"Act4-Heitiki",0,[66],4,8,50,1,[4118],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],242
244,"Act4-Puitotem",0,[67],1,1,66,1,[4118],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],257
245,"Act4-KaomWarrior",0,[67],3,6,35,1,"[4320,4130]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],245
246,"Act4-KaomArcher",0,[67],3,6,35,1,"[4320,4130]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],247
247,"Act4-Pitbull",0,[68],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],256
248,"Act4-Cockerel",0,[68],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],229
249,"Act4-CockerelBow",0,[68],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],230
250,"Act4-Hellion2",0,[68],3,7,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],61
251,"Act4-ArenaZombie",0,[68],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],13
252,"Act4-GladiatorSword",0,[69],2,6,50,1,[4282],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],236
253,"Act4-GladiatorSwordShield",0,[69],2,6,50,1,[4282],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],236
254,"Act4-Bull",0,[69],1,4,50,1,[4282],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],447
255,"Act4-SkeletonBowBellyOfTheBeastRun1",0,"[70,71,72]",2,6,60,1,[4535],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],240
256,"Act4-SkeletonMeleeBellyOfTheBeastRun1",0,"[70,71,72]",2,6,60,1,[4535],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],238
257,"Act4-Eye",0,"[70,71,72]",2,6,60,1,[4224],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],232
258,"Act4-HalfSkeletonRanged",0,"[70,71,72]",2,6,60,1,[4535],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],223
259,"Act4-HalfSkeleton",0,"[70,71,72]",2,6,60,1,[4535],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],222
260,"Act4-Taster",0,"[70,71,72]",2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],260
261,"Act4-SkeletonBowBellyOfTheBeastCrawl1",0,"[70,71,72]",2,6,60,1,[4535],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],240
262,"Act4-SkeletonMeleeBellyOfTheBeastCrawl1",0,"[70,71,72]",2,6,60,1,[4535],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],238
263,"Act4-BloodElementalBelly",0,[71],3,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],158
264,"Act4-DemonModular",0,[71],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],200
265,"Act4-PusElementalEmerge",0,[72],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],258
266,"Act4-Vendigo",0,[73],2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],261
267,"Act4-MountainGoatmanLeapSlam_",0,[73],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],51
268,"Act4-MountainGoatmanShamanIceSpear",0,[73],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],453
269,"Act4-BlackguardJaegerMelee",0,[73],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],224
270,"Act4-BlackguardJaegerRanged",0,[73],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],225
271,"Act4-BlackguardJaegerZombie",0,[73],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],226
272,"Act4-HellionIce",0,[73],3,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],243
273,"Act5-BlackguardTorturer",0,"[74,76]",3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],272
274,"Act5-IndoctrinatedConvert",0,"[74,76]",3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],278
275,"Act5-OriathBlackguard",0,"[74,76,77]",3,8,0,0,[],"","[100,20,20]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],292
276,"Act5-TemplarSlaveDriver",0,[76],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],301
277,"Act5-slavecatcher3",0,"[76,77]",3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],300
278,"Act5-SecretPolice",0,"[77,79]",3,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],298
279,"Act5-ReligionTemplar",0,"[77,79]",3,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],297
280,"Act5-MotherofFlames",0,[77],4,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],290
281,"Act5-PurgeHound",0,[77],4,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],296
282,"Act5-BlackguardInquisitorPure",0,[79],4,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],270
283,"Act5-TemplarJudgePure",0,[79],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],302
284,"Act5-HolyFireElemental",0,[81],2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],277
285,"Act5-TemplarJudgePurecourts",0,[81],3,4,50,1,"[1397,5162]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],303
286,"Act5-BlackguardInquisitorPurecourts",0,[81],3,6,50,1,"[1397,5162]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],270
287,"Act5-TemplarJudgeKitava2",0,"[80,78]",2,5,0,0,[],"","[100,20]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],289
288,"Act5-BlackguardClericKitava1",0,"[80,78]",3,6,0,0,[],"","[100,20]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],279
289,"Act5-ReligiousTemplarKitava",0,"[80,78]",3,6,100,1,[5176],"","[100,20]",[],[],0,100,[],100,"",0,"",[],1,"","",1,[],286
290,"Act5-BlessedSisterKitava2",0,[80],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],282
291,"Act5-BlackguardInquisitorKitava",0,[80],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],281
292,"Act5-KitavaCultistMelee",0,"[80,78,84]",3,8,0,0,[],"","[20,100,100]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],284
293,"Act5-SlaveCatcherKitava",0,[78],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],288
294,"Act5-Banshee1",0,[84],2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],269
295,"Act5-KitavaDemon",0,[84],1,3,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],285
296,"Act5-SkeletonMelee11",0,[83],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],291
297,"Act5-OriathGhost",0,[83],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],293
298,"Act5-AnimatedBust1",0,[83],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],267
299,"Act5-OriathGhostRanged",0,[83],2,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],294
300,"Act5-SkeletonCasterGold",0,[83],2,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],275
301,"Act5-SkeletonMeleeBlack",0,[82],2,6,75,1,"[5897,766,6016]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],274
302,"Act5-SkeletonCasterBlack",0,[82],2,5,75,1,"[5897,766,6016]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],273
303,"Act5-Pauper1",0,[82],2,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],295
304,"Act6-OriathanCitizenZombie",0,[86],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],323
305,"Act6-KaomArcher",0,"[87,89,90]",3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],246
306,"Act6-KaomWarrior",0,"[87,89,90]",3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],244
307,"Act6-SandSpitter",0,[87],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],1
308,"Act6-Hound",0,[87],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],234
309,"Act6-WaterElemental2",0,[88],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],8
310,"Act6-ShieldCrab3",0,[88],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],17
311,"Act6-SandSpitter3SpawnWithCorpse_",0,[88],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],1
312,"Act6-CrabParasiteLargeWithCorpse",0,[88],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],312
313,"Act6-SkeletonMelee6",0,[91],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],22
314,"Act6-SkeletonBow2",0,[91],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],33
315,"Act6-SandLeaper3",0,[91],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],108
316,"Act6-SnakeScorpion2",0,[91],2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],213
317,"Act6-CorpseWheel",0,[91],2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],55
318,"Act6-SkeletonCasterFire5_",0,[92],2,5,50,1,[1617],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],463
319,"Act6-SkeletonMeleeFire2_",0,[92],2,5,50,1,[1617],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],465
320,"Act6-CageSpider",0,"[92,93]",1,3,0,0,[],"","[100,20]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],310
321,"Act6-SkeletonBowLightning",0,[92],2,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],477
322,"Act6-ZombiePrison",0,[92],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],12
323,"Act6-Grappler2",0,[93],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],189
324,"Act6-SkeletonMeleeLightning5",0,[93],2,6,50,1,[420],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],474
325,"Act6-SkeletonBowLightning5",0,[93],2,6,50,1,[420],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],476
326,"Act6-GoatmanLeapSlam2",0,[94],2,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],48
327,"Act6-GoatmanShamanFireChampion",0,[94],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],461
328,"Act6-SkeletonBowBurningArrow",0,[94],2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],467
329,"Act6-HellionParasite",0,[94],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],316
330,"Act6-SandSpitter1",0,[94],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],2
331,"Act6-Hellion2",0,[94],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],61
332,"Act6-Bandit",0,"[95,96,98]",2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],308
333,"Act6-BanditNoHat",0,"[95,96,98]",3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],304
334,"Act6-SpiderHairParasite",0,[95],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],315
335,"Act6-SpiderHair1",0,[95],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],194
336,"Act6-SnakeMeleeSpit",0,"[96,98]",2,6,0,0,[],"","[100,20]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],86
337,"Act6-MonkeyBloodThrow",0,[96],3,9,50,1,[367],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],96
338,"Act6-FrogParasite",0,"[96,97]",3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],313
339,"Act6-Frog",0,"[96,97]",3,8,0,0,[],"","[100,20]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],186
340,"Act6-SnakeMeleeSpitParasite",0,[96],2,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],328
341,"Act6-MonkeyBloodParasite",0,"[96,98]",4,10,50,1,"[373,374]","","[20,100]",[],[],0,100,[],100,"",0,"",[],1,"","",1,[],321
342,"Act6-FrogParasiteParasite",0,[96],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],314
343,"Act6-RhoaParasite",0,[97],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],326
344,"Act6-Parasite",0,[97],4,11,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],325
345,"Act6-Rhoa1",0,[97],3,7,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],10
346,"Act6-CrabParasite",0,[98],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],311
347,"Act6-InsectWild",0,[98],4,10,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],83
348,"Act6-ShieldCrab4",0,[99],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],19
349,"Act6-CrabParasite2",0,[99],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],311
350,"Act6-GhostPirateGreen2",0,[99],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],62
351,"Act6-SeaWitchScreech2",0,[99],2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],43
352,"Act6-Squid3",0,[99],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],45
353,"Act6-CrabParasite3",0,[100],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],311
354,"Act6-WaterElementalBeacon",0,"[100,101]",2,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],8
355,"Act6-SkeletonBowTornadoShot",0,[100],2,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],32
356,"Act6-SkeletonMelee7",0,[100],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],21
357,"Act6-GhostPirateGreen",0,[101],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],62
358,"Act6-ParasiticSquid",0,[101],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],330
359,"Act6-RockGolemCoral",0,[101],2,4,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],327
360,"Act6-ParasiticSquidWarp",0,[101],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],329
361,"Act7-SkeletonBowExplosiveArrowBandit",0,[103],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],468
362,"Act7-SkeletonBanditMelee",0,[103],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],23
363,"Act7-VultureParasite2",0,"[103,104]",3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],252
364,"Act7-Parasite3_",0,[103],3,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],324
365,"Act7-RubbleGolem",0,[103],2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],335
366,"Act7-SkeletonBanditMelee1",0,[103],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],23
367,"Act7-SkeletonBowExplosiveArrow",0,[103],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],468
368,"Act7-BeastParasite",0,"[103,110,111]",2,4,0,0,[],"","[20,30,25]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],69
369,"Act7-BeastCleaveEnduringCry",0,"[103,111]",4,9,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],71
370,"Act7-Bandit",0,[104],3,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],308
371,"Act7-BanditNoHat",0,"[104,111]",3,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],304
372,"Act7-SkeletonBowSplitArrow",0,[104],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],620
373,"Act7-SkeletonMelee8",0,[104],2,4,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],24
374,"Act7-BeastCleave",0,"[104,110]",3,8,0,0,[],"","[20,100]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],548
375,"Act7-MossMonsterEmergeRoll",0,[104],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],98
376,"Act7-SkeletonMelee9",0,[105],3,8,50,1,[428],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],25
377,"Act7-SkeletonBow4",0,[105],3,8,50,1,[428],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],34
378,"Act7-SpiderHairParasite",0,[105],4,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],315
379,"Act7-StatueMaleMaulBlack",0,[105],4,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],349
380,"Act7-StatueFemaleBowBlack",0,[105],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],350
381,"Act7-ZombieMoldyEmerge",0,[105],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],91
