"rownum","Id","MonsterTypesKey","i32_24","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","i32_128","i32_132","i32_136","TagsKeys","ExperienceMultiplier","[i32]_160","i32_176","i32_180","i32_184","CriticalStrikeChance","i32_192","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid_244","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32_376","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool_428","i32_429","i32_433","i32_437","i32_441","i32_445","i32_449","HASH16","bool_455","string_456"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid_576","i32_592","i32_596","[rid]_600","[rid]_616","i32_632","SinkAnimation_AOFile","bool_644","[rid]_645","bool_661","bool_662","bool_663","i32_664","i32_668","f32_672","i32_676","EPKFile","i32_688","MonsterConditionalEffectPacksKey","bool_708","bool_709","i32_710","bool_714","i32_715","i32_719","i32_723","i32_727","i32_731","i32_735","AddonMonsterTypeIndex","i32_755","i32_759","i32_763","i32_767","i32_771","bool_775","BossHealthBar","bool_777"
24,"Metadata/Monsters/Bandits/BanditGuardBowSpawner",657,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[6702],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[397,11487,5143]","Metadata/Monsters/Bandits/BanditBow.ais","[6262,6268]","",1,"Oak's Guardian","Gardien d'Orme","Wächter Oaks","オークの守護者","오크의 수호병","Guardião de Oak","Караульный Дуба","Guardián de Oak","Oak's Guardian","歐克的衛哨",72,108,1995,[8587],[7505],7901,13,"","",0,[],[36907],[],"",1,6,100,0,0,100,9355,"","","M","M","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,108,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
25,"Metadata/Monsters/Bandits/BanditGuardBowSpawnerMap",658,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBowMap",[],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[397,11487,5143]","Metadata/Monsters/Bandits/BanditBow.ais","[6262,6268]","",1,"Guard Archer","Garde archer","Wachbogenschütze","ガードアーチャー","수호병 궁수","Guarda Arqueiro","Страж-лучник","Guardia arquero","Guard Archer","守護之弓",60,96,1995,[8587],[7505],7901,13,"","",0,[],[],[],"",1,6,100,0,0,100,-2642,"","","M","M","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,96,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
26,"Metadata/Monsters/Bandits/BanditGuardBowBurningArrow",657,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[397,11487,1990]","Metadata/Monsters/Bandits/BanditBow.ais","[6262,6268]","",1,"Kraityn's High Guard","Haut-garde de Kraityn","Hohewächter Kraityns","クレイティンのハイガード","크레이틴의 고위 수호병","Guarda de Kraityn","Старший охраны Крайтина","Guardia mayor de Kraityn","Kraityn's High Guard","克雷頓的高階護衛",72,108,1995,[8587],[7505],7901,13,"","",0,[],[],[],"",1,6,100,0,0,100,7362,"","","M","M","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,108,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
27,"Metadata/Monsters/Bandits/BanditGuardBowBurningArrowSpawner",657,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[6702],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[397,11487,1990]","Metadata/Monsters/Bandits/BanditBow.ais","[6262,6268]","",1,"Kraityn's High Guard","Haut-garde de Kraityn","Hohewächter Kraityns","クレイティンのハイガード","크레이틴의 고위 수호병","Guarda de Kraityn","Старший охраны Крайтина","Guardia mayor de Kraityn","Kraityn's High Guard","克雷頓的高階護衛",72,108,1995,[8587],[7505],7901,13,"","",0,[],[36907],[],"",1,6,100,0,0,100,5228,"","","M","M","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,108,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
28,"Metadata/Monsters/Bandits/BanditGuardBowExplosiveArrow",657,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[397,1070,11487]","Metadata/Monsters/Bandits/BanditBow.ais","[6262,6268]","",1,"Kraityn's High Guard","Haut-garde de Kraityn","Hohewächter Kraityns","クレイティンのハイガード","크레이틴의 고위 수호병","Guarda de Kraityn","Старший охраны Крайтина","Guardia mayor de Kraityn","Kraityn's High Guard","克雷頓的高階護衛",72,108,1995,[8587],[7505],7901,13,"","",0,[],[],[],"",1,6,100,0,0,100,15700,"","","M","M","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,108,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
29,"Metadata/Monsters/Bandits/BanditGuardBowExplosiveArrowSpawner",657,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[6702],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[397,1070,11487]","Metadata/Monsters/Bandits/BanditBow.ais","[6262,6268]","",1,"Kraityn's High Guard","Haut-garde de Kraityn","Hohewächter Kraityns","クレイティンのハイガード","크레이틴의 고위 수호병","Guarda de Kraityn","Старший охраны Крайтина","Guardia mayor de Kraityn","Kraityn's High Guard","克雷頓的高階護衛",72,108,1995,[8587],[7505],7901,13,"","",0,[],[36907],[],"",1,6,100,0,0,100,-16047,"","","M","M","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,108,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
30,"Metadata/Monsters/Bandits/BanditGuardBowExplosiveArrowSpawnerMap",658,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBowMap",[],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[397,1070,11487]","Metadata/Monsters/Bandits/BanditBow.ais","[6262,6268]","",1,"Guard Archer","Garde archer","Wachbogenschütze","ガードアーチャー","수호병 궁수","Guarda Arqueiro","Страж-лучник","Guardia arquero","Guard Archer","守護之弓",60,96,1995,[8587],[7505],7901,13,"","",0,[],[],[],"",1,6,100,0,0,100,-10030,"","","M","M","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,96,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
31,"Metadata/Monsters/Bandits/BanditGuardBowPoison",657,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/BanditCorrupted.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[],1,"","",100,3,6,4,1,100,"[750,769,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[397,660,11487]","Metadata/Monsters/Bandits/BanditBow.ais","[6262,6268]","",1,"Alira's Souleye","Scrutâme d'Alira","Seelenauge Aliras","アリーラのソウルアイ","알리라의 영혼 명사수","Terceiro Olho de Alira","Охотник за душами Алиры","El Ojo del alma de Alira","Alira's Souleye","阿莉亞的斷魂弓手",72,108,1995,[8587],[7505],7901,13,"","",0,[],[],[],"",1,6,100,0,0,100,-32564,"","","M","N","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,108,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
32,"Metadata/Monsters/BanditLeaderInt/BanditLeaderAlira",484,30,2,6,35,"[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.act""]","[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ao""]","Metadata/Monsters/BanditLeaderInt/BanditLeaderInt","[20732,23028,3987]",1,"","",100,3,6,8,2,0,"[750,34,766,783,71,48,807,796,803,30,29,765,32,118]",120,[],105,105,700,500,0,"[406,9016]","Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ais",[],"Relaxed",1,"Alira Darktongue","Alira Sombrelangue","Alira Düsterzunge","アリーラ・ダークタン","알리라 다크텅","Alira Língua-Podre","Алира Мракоглас ","Alira Lengua negra","อลิร่า ดาร์กทัง","禁忌祭者阿莉亞",144,540,1245,[9595],[7632],"",8,26,"",0,[],[],[],"",1,6,100,0,0,100,-12674,"","","F","F","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,540,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
33,"Metadata/Monsters/BanditLeaderInt/BanditLeaderAliraStandalone",484,30,2,6,35,"[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.act""]","[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ao""]","Metadata/Monsters/BanditLeaderInt/BanditLeaderIntStandalone","[20732,23028,3987]",1,"","",100,3,6,8,2,0,"[750,34,766,783,71,48,807,803,30,29,765,32,118]",120,[],105,105,700,500,0,"[406,9016]","Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ais",[],"",1,"Alira Darktongue","Alira Sombrelangue","Alira Düsterzunge","アリーラ・ダークタン","알리라 다크텅","Alira Língua-Podre","Алира Мракоглас ","Alira Lengua negra","อลิร่า ดาร์กทัง","禁忌祭者阿莉亞",144,540,1245,[9595],[7632],"",8,26,"",0,[],[],[],"",1,6,100,0,0,100,24151,"","","F","F","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,540,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
34,"Metadata/Monsters/BanditLeaderInt/BanditLeaderAliraEndlessLedge",487,30,2,6,35,"[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.act""]","[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ao""]","Metadata/Monsters/BanditLeaderInt/MapBanditLeaderInt","[20732,23028]",1,"","",100,3,6,8,2,0,"[750,34,783,71,48,807,796,803,30,29,765,32,118]",120,[],105,105,700,500,0,"[373,406]","Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ais",[],"",1,"Alira","Alira","Alira","アリーラ","알리라","Alira","Алира","Alira","อลิร่า","阿莉亞",144,384,1245,[9595],[7632],"",8,26,"",0,[],[],[],"",1,6,100,0,0,100,24868,"","","F","F","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,384,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
35,"Metadata/Monsters/BanditLeaderInt/BanditLeaderAliraGauntlet",484,30,2,6,35,"[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.act""]","[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ao""]","Metadata/Monsters/BanditLeaderInt/BanditLeaderIntGauntlet","[20732,23028,3987]",1,"","",100,3,6,8,2,0,"[750,34,766,783,71,48,807,796,803,30,29,765,32,118]",120,[],105,105,700,500,0,"[406,9016,3206]","Metadata/Monsters/BanditLeaderInt/BanditLeaderIntGauntlet.ais",[],"Relaxed",1,"Alira Darktongue","Alira Sombrelangue","Alira Düsterzunge","アリーラ・ダークタン","알리라 다크텅","Alira, Língua Negra","Алира Мракоглас ","Alira Lengua negra","อลิร่า ดาร์กทัง","禁忌祭者阿莉亞",144,540,1245,[9595],[7632],"",8,26,"",0,[],[],[],"",1,6,100,0,0,100,26844,"","","F","F","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,540,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
36,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraityn",501,30,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ao""]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt","[23028,3987]",1,"","",100,3,6,2,2,0,"[750,775,777,774,71,48,807,796,803,764,31,765,118,820]",120,[],105,105,700,500,0,"[406,309,1508,1053,2901,2904,2905,2906]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ais",[],"Relaxed",1,"Kraityn, Scarbearer","Kraityn, le Balafré","Kraityn, Narbenträger","スカーベアラー、クレイティン","흉터 전달자 크레이틴","Kraityn, o Cicatrizado","Крайтин, Меченый","Kraityn, Portador de cicatrices","เครทิน ผู้ครองแผลเป็น","斷魂之刃克雷頓",115,600,1200,[7469],[9598],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,22072,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,600,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
37,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraitynStandalone",501,30,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ao""]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntStandalone","[23028,3987]",1,"","",100,3,6,2,2,0,"[750,775,777,774,71,48,807,803,764,31,765,118,820]",120,[],105,105,700,500,0,"[406,309,1508,1053]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ais",[],"",1,"Kraityn, Scarbearer","Kraityn, le Balafré","Kraityn, Narbenträger","スカーベアラー、クレイティン","흉터 전달자 크레이틴","Kraityn, o Cicatrizado","Крайтин, Меченый","Kraityn, Portador de cicatrices","เครทิน ผู้ครองแผลเป็น","斷魂之刃克雷頓",115,600,1200,[7469],[9598],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,-23061,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,600,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
38,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraitynZombie",502,10,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntZombie.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntZombie.ao""]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntZombie",[],1,"","",100,3,6,2,2,0,"[775,777,774,48,807,796,764,31,765,118,820,73,801,52]",120,[],105,105,700,500,0,"[406,8420]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntZombie.ais",[],"",1,"Kraityn, the Caged Rat","Kraityn, le Rat en cage","Kraityn, die eingesperrte Ratte","籠の中の鼠、クレイティン","갇힌 쥐 크레이틴","Kraityn, o Cicatrizado","Крайтин, Пойманная крыса","Kraityn, la Rata enjaulada","เครทิน หนูผู้ถูกจองจำ","鼠輩克雷頓",115,240,1500,[7469],[9598],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,26120,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,240,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
39,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraitynEndlessLedge",505,30,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ao""]","Metadata/Monsters/BanditLeaderDexInt/MapBanditLeaderDexInt",[23028],1,"","",100,3,6,2,2,0,"[750,775,777,774,71,48,807,796,803,764,31,765,118,820]",120,[],105,105,700,500,0,"[406,309,1508,1053]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ais",[],"",1,"Kraityn","Kraityn","Kraityn","クレイティン","크레이틴","Kraityn","Крайтин","Kraityn","เครทิน","克雷頓",115,420,1200,[7469],[9598],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,25278,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,420,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
40,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraitynGauntlet",501,30,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ao""]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntGauntlet","[23028,3987]",1,"","",100,3,6,2,2,0,"[750,775,777,774,71,48,807,796,803,764,31,765,118,820]",120,[],105,105,700,500,0,"[406,309,1508,1053,2901,2904,2905,2906]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntGauntlet.ais",[],"Relaxed",1,"Kraityn, Scarbearer","Kraityn, le Balafré","Kraityn, Narbenträger","スカーベアラー、クレイティン","흉터 전달자 크레이틴","Kraityn, o Estigmatizado","Крайтин, Меченый","Kraityn, Portador de cicatrices","เครทิน ผู้ครองแผลเป็น","斷魂之刃克雷頓",115,600,1200,[7469],[9598],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,-1007,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,600,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
41,"Metadata/Monsters/BanditLeaderStrDex/BanditLeaderOak",497,30,2,6,13,"[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.act""]","[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ao""]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex","[23028,3987]",1,"","",100,3,6,3,1,0,"[750,821,806,788,776,71,48,796,803,764,31,29,765,118]",120,[],105,105,700,500,0,"[406,123,300,263,808,2901,2904,2905,2906]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ais",[],"Relaxed",1,"Oak, Skullbreaker","Orme, le Brisecrâne","Oak, Schädelspalter","スカルブレイカー、オーク","해골 분쇄자 오크","Oak, Quebra-Crânio","Дуб, Череполом","Oak, Rompecráneos","โอ๊ค ผู้ผ่ากะโหลก","裂顱巨杵歐克",144,480,1050,[7517],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,6319,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,480,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
42,"Metadata/Monsters/BanditLeaderStrDex/BanditLeaderOakStandalone",497,30,2,6,13,"[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.act""]","[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ao""]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexStandalone","[23028,3987]",1,"","",100,3,6,3,1,0,"[750,821,806,788,776,71,48,803,764,31,29,765,118]",120,[],105,105,700,500,0,"[406,123,300,263,808]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ais",[],"",1,"Oak, Skullbreaker","Orme, le Brisecrâne","Oak, Schädelspalter","スカルブレイカー、オーク","해골 분쇄자 오크","Oak, Quebra-Crânio","Дуб, Череполом","Oak, Rompecráneos","โอ๊ค ผู้ผ่ากะโหลก","裂顱巨杵歐克",144,480,1050,[7517],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,10419,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,480,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
43,"Metadata/Monsters/BanditLeaderStrDex/BanditLeaderOakZombie",498,11,2,6,9,"[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexZombie.act""]","[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexZombie.ao""]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexZombie",[],1,"","",100,3,6,3,1,0,"[821,806,788,776,48,796,764,31,29,765,118,73,801,52]",120,[],105,105,700,500,0,"[406,8420]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexZombie.ais",[],"",1,"Oak, the Broken","Orme, le Brisé","Oak, der Gebrochene","壊れし者、オーク","부서진 오크","Oak, Quebra-Crânio","Дуб, Изломанный","Oak, el Quebrado","โอ๊ค ผู้พ่ายพัง","破滅者歐克",144,240,1350,[7517],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,-30170,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,240,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
44,"Metadata/Monsters/BanditLeaderStrDex/BanditLeaderOakEndlessLedge",500,30,2,6,13,"[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.act""]","[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ao""]","Metadata/Monsters/BanditLeaderStrDex/MapBanditLeaderStrDex",[23028],1,"","",100,3,6,3,1,0,"[750,821,806,788,776,71,48,796,803,764,31,29,765,118]",120,[],105,105,700,500,0,"[406,123,300,263,808]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ais",[],"",1,"Oak","Orme","Oak","オーク","오크","Oak","Дуб","Oak","โอ๊ค","歐克",144,336,1050,[7517],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,24793,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,336,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
45,"Metadata/Monsters/Bandits/BanditMeleeKamikaze",256,43,3,6,6,"[""Metadata/Monsters/Bandits/BanditKamikaze.act""]","[""Metadata/Monsters/Bandits/Kamizaze/Kamikaze.ao""]","Metadata/Monsters/Bandits/Bandit_nonrare",[6414],1,"","",100,3,6,2,1,0,"[750,804,806,777,774,71,48,796,764,31,29,765,118,820,125,174]",100,[],105,105,700,500,0,"[397,2141]","Metadata/Monsters/Spawn/Kamikaze.ais","[6262,6268]","",1,"Alira's Martyr","Martyr d'Alira","Märtyrer Aliras","アリーラの殉教者","알리라의 순교자","Mártir de Alira","Мученик Алиры","Mártir de Alira","ผู้พลีชีพของอลิร่า","阿莉亞的狂信者",100,100,1350,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,9852,"","","M","M","","","M","MS","M","","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
46,"Metadata/Monsters/Bandits/BanditMeleeKamikazeSpawnerMap",656,38,3,6,11,"[""Metadata/Monsters/Bandits/BanditKamikaze.act""]","[""Metadata/Monsters/Bandits/Kamizaze/Kamikaze.ao""]","Metadata/Monsters/Bandits/GuardBanditRunMap",[6414],1,"","",100,3,6,2,1,0,"[750,804,806,787,774,71,48,796,764,31,765,118,820,125,174]",100,[3],105,105,700,500,0,"[397,2141]","Metadata/Monsters/Spawn/Kamikaze.ais","[6262,6268]","",1,"Crazed Martyr","Martyr fou","Wahnsinniger Märtyrer","狂った殉教者","미쳐버린 순교자","Mártir Louco","Помешанный мученик","Mártir enloquecido","ผู้พลีชีพที่คลั่ง","瘋狂的信徒",80,100,1350,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-9748,"","","M","M","","","M","MS","M","","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
47,"Metadata/Monsters/Bandits/BanditTormentKamikaze",256,43,3,6,6,"[""Metadata/Monsters/Bandits/BanditKamikazeTormentMinion.act""]","[""Metadata/Monsters/Bandits/Kamizaze/Kamikaze.ao""]","Metadata/Monsters/Bandits/Bandit_nonrare","[6414,6702]",1,"","",100,3,6,2,1,0,"[750,804,806,777,774,71,48,796,764,31,29,765,118,820,125,174]",100,[],105,105,700,500,0,"[397,2141]","Metadata/Monsters/Spawn/Kamikaze.ais","[6262,6268]","",1,"Martyr's Devoted","Martyr fervent","Ergebener des Märtyrers","殉教者の信奉者","순교자의 헌신자","Devoto do Mártir","Посвящённый в мученики","Devoto del mártir","ผู้เลื่อมใสแก่ผู้พลีชีพ","列士的信徒",100,100,1350,[],[],"","","","",0,[],[36907],[],"",1,6,100,0,0,100,-3545,"","","M","M","","","M","MS","M","","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
