"rownum","Id","Characters","Text","AudioFiles","i32","i32","bool","bool","i32","i32","i32","i32","i32","NPCs","rid","f32","[rid]","i32"
90,"ShaperMapChannel",[],"The stone cannot stop the torrent. It can only divert it.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_11_Channel.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
91,"ShaperMapGrotto",[],"Trapped in absolute darkness. Despair. Panic. Terror.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_12_Grotto.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
92,"ShaperMapMarshes",[],"Embraced by mud. Grasped by roots. The careless are silently swallowed.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_13_Marshes.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
93,"ShaperMapToxicSewer",[],"Affluence and effluence, separated by a few feet of soil.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_14_Sewer.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
94,"ShaperMapVaalPyramid",[],"A good slave is driven by only two thoughts: service and sacrifice.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_15_VaalPyramid.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
95,"ShaperMapAcademy",[],"They came for enlightenment, but were imprisoned by madness.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_16_Academy.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
96,"ShaperMapAcidLakes",[],"Clear water springs forth. A moment of purity before it too gathers filth.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_98_Springs.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
97,"ShaperMapDungeon",[],"A penitentiary for those who are not penitent is nothing more than an inn for the evil.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_18_Dungeon.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
98,"ShaperMapGraveyard",[],"Unknown legacies. Untold stories.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_19_Graveyard.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
99,"ShaperMapPhantasmagoria",[],"Every movement is watched, recorded, remembered.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_20_Phantasmagoria.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
100,"ShaperMapVilla",[],"Wealth is powerless to stop the corroding force of time.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_21_Villa.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
101,"ShaperMapWastePool",[],"Verdant life blossoms amidst death.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_22_WastePool.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
102,"ShaperMapBurialChambers",[],"Vile fiends hide beneath the peaceful plains.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_23_BurialChambers.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
103,"ShaperMapPeninsula",[],"The farmer no longer plows or sows. Only the flattened soil remains.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_24_DryPeninsula.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
104,"ShaperMapMesa",[],"Barren and sun-bleached. Emptiness as far as the eye can reach.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_26_Mesa.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
105,"ShaperMapDunes",[],"Shifting, morphing, expanding. A reminder of the virtues of an agile mind.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_25_Dunes.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
106,"ShaperMapPit",[],"Blood turns the soil to mud.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_27_Pit.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
107,"ShaperMapPrimordialPool",[],"A dough of bad blood. A yeast of ill will.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_28_PrimordialPool.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
108,"ShaperMapSpiderLair",[],"Panic only hastens the venom's passage to the heart.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_29_SpiderLair.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
109,"ShaperMapTower",[],"We ascend to great heights to commit low acts.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_30_Tower.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
110,"ShaperMapCanyon",[],"A deep wound in the land. One that will never heal.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_31_Canyon.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
111,"ShaperMapGeode",[],"Many hands may move a mountain.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_32_Quarry.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
112,"ShaperMapRacecourse",[],"Rats chase their tails for the amusement of fools.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_33_Racecourse.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
113,"ShaperMapRamparts",[],"A wall is the surest sign for raiders that there is something of value to take.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_34_Ramparts.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
114,"ShaperMapSpiderForest",[],"Each branch, each leaf, an extension of a web that spans sanity.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_35_SpiderForest.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
115,"ShaperMapStrand",[],"Nothing good washes up on this dark shore.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_36_Strand.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
116,"ShaperMapThicket",[],"Little light enters. No life escapes.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_37_Thicket.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
117,"ShaperMapAncientCity",[],"This was not the first civilization to believe itself the greatest. And it will not be the last.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_38_VaalCity.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
118,"ShaperMapWharf",[],"Reach out into the abyss, and the abyss reaches back.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_39_Wharf.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
119,"ShaperMapArachnidTomb",[],"They feel your every move, your every breath, with a million little wires.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_40_ArachnidTomb.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
120,"ShaperMapCastleRuins",[],"When the castle falls, it has failed its only purpose.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_41_CastleRuins.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
121,"ShaperMapBoneCrypt",[],"The dead ask to be remembered, but such requests are seldom met.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_42_Catacombs.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
122,"ShaperMapCells",[],"Life crushed together. Left to crumble to dust.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_43_Cells.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
123,"ShaperMapColonnade",[],"Small minds demand the largest structures.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_44_Colonnade.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
124,"ShaperMapAshenWood",[],"Desperately reaching skyward and digging downwards. Sustenance is an eternal struggle.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_45_DryWoods.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
125,"ShaperMapMudGeyser",[],"Filth springs forth like blood from a severed jugular.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_46_MudGeyser.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
126,"ShaperMapArachnidNest",[],"Man is not the only beast to bend nature to its will.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_47_ArachnidNest.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
127,"ShaperMapArena",[],"The sound of a thousand calls for blood echo for eternity.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_48_Arena.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
128,"ShaperMapBog",[],"Layer upon layer of death and rot. Disgusting.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_49_Bog.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
129,"ShaperMapCemetery",[],"A stone forest of forgotten names.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_50_Cemetery.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
130,"ShaperMapBarrows",[],"Man burrows for only the eternal hibernation.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_51_Barrows.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
131,"ShaperMapAtoll",[],"Time turns even the vicious volcanoes to hollow shells.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_52_Atoll.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
132,"ShaperMapPier",[],"Man's reach extends into the ocean, clawing at its infinite depths.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_53_Pier.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
133,"ShaperMapShore",[],"Each life, each act, as fleeting as footprints in the sand.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_54_Shore.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
134,"ShaperMapTropicalIsland",[],"The temptations of paradise draw forth the good and the bad alike.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_55_TropicalIsland.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
135,"ShaperMapCoves",[],"The dark seas swallow the careless and spit them against sharp rocks.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_56_Coves.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
136,"ShaperMapCursedCrypt",[],"Saints and heathens look the same once the rot takes hold.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_57_Crypt.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
137,"ShaperMapMuseum",[],"Ancient artefacts and beautiful baubles. All paid for in blood.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_58_Museum.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
138,"ShaperMapOrchard",[],"The fruit that grows from bloody ground tastes sweetest.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_59_Orchard.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
139,"ShaperMapOvergrownShrine",[],"A once great monument, now a forgotten memorial.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_60_OvergrownShrine.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
140,"ShaperMapPromenade",[],"Even the greatest achievements will eventually be abandoned.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_61_Promenade.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
141,"ShaperMapReef",[],"Each plank of rotting wood, each dead sailor, feeds the island and makes it grow.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_62_Reef.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
142,"ShaperMapTemple",[],"Immaculate white stone rises from the abyss. Perfection.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_63_Temple.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
143,"ShaperMapArmoury",[],"There is no war. There is no army. Only fear lingers.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_64_Armory.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
144,"ShaperMapArsenal",[],"There is no war. There is no army. Only rage lingers.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_65_Arsenal.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
145,"ShaperMapCourtyard",[],"An elaborate, beautiful garden, hidden from the public. Selfish.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_66_Courtyard.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
146,"ShaperMapMalformation",[],"Boils swell from the earth. Foul malignant flesh without purpose.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_67_Malformation.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
147,"ShaperMapPort",[],"The wealthy foolishly battle the ocean for domain.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_68_Quay.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
148,"ShaperMapGardens",[],"Vibrant colours dash across the grey, consuming Man's work.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_69_Terrace.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
149,"ShaperMapUndergroundRiver",[],"Life, like still water, becomes trapped. Stagnant. Foul.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_70_UndergroundRiver.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
150,"ShaperMapBazaar",[],"Greed is the only god here.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_71_Bazaar.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
151,"ShaperMapChateau",[],"Beauty and brutality in such close proximity.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_72_Chateau.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
152,"ShaperMapExcavation",[],"Two unexplored frontiers remain: The skies and the soil.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_73_Excavation.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
153,"ShaperMapPrecinct",[],"Crushed together and fenced in, to live out their lives like cattle.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_74_Precinct.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
154,"ShaperMapTortureChamber",[],"Who is the true criminal, the one behind bars, or the one who tortures him?","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_75_TortureChamber.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
155,"ShaperMapUndergroundSea",[],"Silent stillness. The waters are as cold as they are black.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_76_UndergroundSea.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
156,"ShaperMapWasteland",[],"A white bone stripped of its fertile flesh. Life spirals towards its end.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_77_Wasteland.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
157,"ShaperMapLavaChamber",[],"Fiend and fortune-hunter alike turned to ash. A sorry alliance of unending agony.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_78_Crematorium.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
158,"ShaperMapEstuary",[],"Where land springs from water, life will shortly follow.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_79_Estuary.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
159,"ShaperMapNecropolis",[],"Even in death, we long to be close to one another.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_80_Necropolis.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
160,"ShaperMapPlateau",[],"Steep cliffs divide where the trees may grow, and where they may not.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_81_Plateau.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
161,"ShaperMapIvoryTemple",[],"Man and nature intertwined, but only for the chosen few.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_82_IvoryTemple.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
162,"ShaperMapResidence",[],"Home only to misery now.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_83_Residence.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
163,"ShaperMapShipyard",[],"The stone and lumber sleeps. The captains are long dead. Only the sea knows their end.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_84_Shipyard.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
164,"ShaperMapVault",[],"Wealth beyond imagining, locked beyond reach.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_85_Vault.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
165,"ShaperMapLair",[],"In darkness, the alpha rises. The companionship of beasts is fragile indeed.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_86_Lair.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
166,"ShaperMapLighthouse",[],"Fire ignites the sky. A signal to keep away. An invitation to invade.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_87_Beacon.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
167,"ShaperMapGorge",[],"So much power in the hands of so few.","[""Audio/Dialogue/NPC/ShaperNarrator/ShW17_Tribunal.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
168,"ShaperMapTerrace",[],"A garden on a stone pedestal. An incredible, and foolish, feat.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_89_HighGardens.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
169,"ShaperMapPlaza",[],"Drought took the plants, famine took the people.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_90_Plaza.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
170,"ShaperMapScriptorium",[],"Knowledge balanced atop a vast pit. Hold on, or perish in the darkness of ignorance.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_91_Scriptorium.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
171,"ShaperMapLeyline",[],"Amidst the barren wastes, a slender strand of life blooms.","[""Audio/Dialogue/NPC/ShaperNarrator/ShW34_Leyline.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
172,"ShaperMapWaterways",[],"A river in the sky, far from that which so desperately needs it.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_93_Waterways.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
173,"ShaperMapMaze",[],"They live trapped forever in darkness and confusion. We are no different.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_94_Maze.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
174,"ShaperMapMineralPools",[],"God's jar of raw materials. Life lying dormant, waiting to sprout.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_95_MineralPools.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
175,"ShaperMapPalace",[],"Death forces even the most determined of despots to pass the crown.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_96_Palace.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
176,"ShaperMapShrine",[],"Black tiles don't stain so easily.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_97_Shrine.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
177,"ShaperMapSprings",[],"The water brings life, the poison takes it away.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_17_AcidLakes.ogg""]",338,0,"","",338,0,0,0,1,[25],"",0,[],100
