"rownum","Id","Stats","StatValues","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Icon","i32","bool","EffectCategory","NextEffect","string","BoonDesc (English)","BoonDesc (French)","BoonDesc (German)","BoonDesc (Japanese)","BoonDesc (Korean)","BoonDesc (Portuguese)","BoonDesc (Russian)","BoonDesc (Spanish)","BoonDesc (Thai)","BoonDesc (Traditional Chinese)","CurseDesc (English)","CurseDesc (French)","CurseDesc (German)","CurseDesc (Japanese)","CurseDesc (Korean)","CurseDesc (Portuguese)","CurseDesc (Russian)","CurseDesc (Spanish)","CurseDesc (Thai)","CurseDesc (Traditional Chinese)","i32","i32","bool","[rid]","Guard","FirstEffect","i32","i32","bool","bool","HASH16"
107,"AfflictionMonstersResolveVulnerabilityOnHit",[17550],[4],"Mark of Terror","Marque de terreur","Mal des Schreckens","恐怖の印","공포의 징표","Marca do Terror","Метка ужаса","Señal de terror","ตราเขย่าขวัญ","恐怖印記","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseMarkOfTerrorIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseMarkOfTerror","","","","","","","","","","","Monsters inflict Resolve Weakness on Hit","Les monstres infligent Faiblesse de Résolution au Toucher","Monster verursachen bei Treffer 'Geschwächte Willenskraft'","モンスターはヒット時に決心弱体化を付与する","몬스터가 명중 시 투지 약화 유발","Monstros infligem Fraqueza de Determinação ao Acertar","Монстры накладывают Ослабление решимости при нанесении удара","Los monstruos aplican Debilidad de resolución con cada golpe","มอนสเตอร์ สร้างสถานะ แพ้ความมุ่งมั่น เมื่อปะทะ","怪物擊中時造成決心要害",5,0,"",[],[9120],"",5,0,"","",37967
108,"AfflictionMonstersKnockback",[17547],[1],"Rusted Mallet","Maillet rouillé","Rostiger Hammer","錆びた木槌","녹슨 망치","Marreta Enferrujada","Ржавый молот","Mazo oxidado","ค้อนขึ้นสนิม","生鏽木槌","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRustedMalletIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRustedMallet","","","","","","","","","","","Monsters always Knockback\r\nMonsters have increased Knockback Distance","Les monstres Repoussent toujours\r\nLes monstres voient leur Distance de Repoussement augmentée","Monster stoßen immer zurück\r\nMonster haben erhöhte Rückstoßdistanz","モンスターはノックバックを与えノックバック距離が増加する","몬스터가 항상 밀어냄\r\n몬스터의 밀어내기 거리 증가","Monstros sempre Empurram\r\nMonstros têm Distância do Empurrão aumentada","Монстры всегда отбрасывают\r\nУвеличение дистанции отбрасывания у монстров","Los monstruos siempre empujan\r\nLos monstruos tienen distancia de empuje aumentada","มอนสเตอร์ ผลักออกไป เสมอ\r\nมอนสเตอร์ มีระยะทางของการ ผลักออกไป เพิ่มขึ้น","怪物必定擊退\r\n怪物增加擊退距離",5,0,"",[],[9120],"",5,0,"","",30450
109,"AfflictionReducedMaximumResolve",[],[],"Weakened Flesh","Chair affaiblie","Geschwächter Körper","弱った肉体","약화된 살점","Carne Enfraquecida","Ослабленная плоть","Carne débil","กายเนื้ออ่อนแอ","虛弱肉體","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseWeakenedFleshIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseWeakenedFlesh","","","","","","","","","","","-100 to Maximum Resolve","-100 de Résolution maximale","-100 zu maximaler Willenskraft","決心の最大値 -100","투지 최대치 -100","-100 de Determinação Máxima","-100 к максимуму решимости","-100 a la resolución máxima","ความมุ่งมั่นสูงสุด -100","-100 最大決心",3,-100,"",[],[9120],"",3,100,"","",24131
110,"AfflictionMonsterSpeed",[5649],[30],"Fiendish Wings","Ailes diaboliques","Teuflische Flügel","悪魔の翼","마귀 날개","Asas Demoníacas","Дьявольские крылья","Alas diabólicas","ปีกชั่วร้าย","惡魔之翼","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseFiendishWingsIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseFiendishWings","","","","","","","","","","","Monsters' Action Speed cannot be slowed below base\r\nMonsters have 30% increased Attack, Cast and Movement Speed","La Vitesse d'action des monstres ne peut être réduite en deçà de leur valeur de base\r\nLes monstres ont 30% d'Augmentation de Vitesse d'attaque, d'invocation et de déplacement","Monster-Aktionsgeschwindigkeit kann nicht unter den Basiswert verlangsamt werden\r\nMonster haben 30% erhöhte Angriffs-, Zauber- und Bewegungsgeschwindigkeit","モンスターのアクションスピードは基礎数値より低く遅くなることがない\nモンスターのアタック、キャストおよび移動スピードが30%増加する","몬스터의 동작 속도가 기본 동작 속도 밑으로 내려가지 않음\r\n몬스터의 공격, 시전, 이동 속도 30% 증가","Velocidade de Ação dos Monstros não pode ser reduzida abaixo do valor base\r\nMonstros têm Velocidades de Ataque, Conjuração e Movimento aumentadas em 30%","Скорость действия монстров не может быть ниже базового значения\r\n30% повышение скорости атаки, сотворения чар и передвижения монстров","La velocidad de acción de los monstruos no se puede reducir por debajo de su valor base\r\nLos monstruos tienen las velocidades de ataque, de lanzamiento de hechizos y de movimiento aumentadas un 30%","ความเร็วในการกระทำของมอนสเตอร์ ไม่สามารถเชื่องช้ากว่าค่าพื้นฐานได้\r\nมอนสเตอร์ มีความเร็วในการโจมตี, ร่าย, เคลื่อนที่ เพิ่มขึ้น 30%","怪物行動速度不能被減緩至基礎以下\r\n怪物增加 30% 攻擊、施放和移動速度",5,0,"",[],[9120],"",5,0,"","",28313
111,"AfflictionGuardsHavePet",[17553],[1],"Gargoyle Totem","Totem gargouille","Gargoyle-Totem","ガーゴイルのトーテム","가고일 토템","Totem da Gárgula","Тотем гаргульи","Tótem de gárgola","โทเทมการ์กอยล์","石像圖騰","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGargoyleTotemIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGargoyleTotem","","","","","","","","","","","Guards are accompanied by a Gargoyle","Les Gardes sont accompagnés d'une Gargouille","Wächter werden von einem Gargoyle begleitet","ガードはガーゴイルを伴う","수호병이 가고일 대동","Guardas são acompanhados por um Gárgula","Охранников сопровождает гаргулья","Los guardias están acompañados por una gárgola","การ์ด มาพร้อมกับ การ์กอยล์ 1 ตัว","守衛伴隨 1 個石像",5,0,"",[],[9120],"",5,0,"","",24579
112,"AfflictionEveryRoomIsAfflicted",[],[],"Phantom Illusion","Illusion fantôme","Phantom-Illusion","幽霊の幻影","혼령의 환상","Ilusão Fantasmagórica","Призрачная иллюзия","Ilusión fantasma","ผีลวงตา","幻影","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseNameIllusionIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseNameIllusion","","","","","","","","","","","Every room grants a random Minor Affliction\r\n(Afflictions granted this way are removed on room completion)","Chaque salle vous donne une Affliction mineure tirée au hasard\r\n(les Afflictions ainsi reçues se dissipent lorsque vous terminez la salle)","Jeder Raum gewährt eine zufällige Kleine Bürde \r\n(Auf diese Weise gewährte Bürden werden beim Abschluss des Raums entfernt)","全ての部屋はランダムな軽微な不幸を付与する。こうして付与された不幸は部屋を完了すると取り除かれる","모든 방이 무작위 보조 고난 1개 부여\r\n(이 효과로 부여된 고난은 방 완료 시 제거됨)","Todas as salas concedem uma Aflição Menor aleatória\r\n(Aflicões concedidas desta forma são removidas ao completar a sala)","Каждая комната дарует случайное малое прокляьие\r\n(Даруемые таким образом проклятия пропадают при завершении комнаты)","Cada sala otorga una desventaja menor aleatoria\r\n(Las desventajas que recibas de esta manera, se eliminan al completar la sala)","แต่ละห้อง ให้ ทัณฑ์ชั้นต่ำแบบสุ่ม 1 อย่าง\r\n(ทัณฑ์ที่ได้รับด้วยวิธีนี้จะถูกกำจัดเมื่อผ่านห้อง)","每個房間隨機給予 1 個次要苦痛\r\n(以此方式給予的苦痛在完成房間時移除)",5,0,"",[],[9120],"",5,0,"","",9205
113,"AfflictionChestsExplodeWhenOpened",[17554],[1],"Corrupted Lockpick","Outils de crochetage corrompus","Verderbter Dietrich","邪悪な錠前","타락한 자물쇠 따개","Chave Mestra Corrompida","Осквернённая отмычка","Ganzúa corrupta","ลิ่มสะเดาะกุญแจมีมลทิน","損壞鎖撬","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorruptedLockpickIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorruptedLockpick","","","","","","","","","","","Chests in rooms explode when opened","Les coffres dans les salles explosent en s'ouvrant","Truhen in Räumen explodieren bei Öffnung","部屋にあるチェストを開けると爆発する","방의 상자를 열면 폭발함","Baús em salas explodem quando abertos","Сундуки в комнатах взрываются при открытии","Los cofres de las salas explotan cuando los abres","หีบ ในห้องระเบิดตัวเองเมื่อถูกเปิด","房間中的保險箱開啟時爆炸",5,0,"",[],[9120],"",5,0,"","",21215
114,"AfflictionReducedMovementSpeed",[5753],[-40],"Worn Sandals","Sandales usées","Abgetragene Sandalen","擦り切れたサンダル","낡은 샌들","Sandálias Usadas","Поношенные сандалии","Sandalias desgastadas","รองเท้าสึก","磨損涼鞋","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseWornSandalsIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseWornSandals","","","","","","","","","","","40% reduced Movement Speed","40% de Réduction de la Vitesse de déplacement","40% verringerte Bewegungsgeschwindigkeit","移動スピードが40%減少する","이동 속도 40% 감소","Velocidade de Movimento reduzida em 40%","40% снижение скорости передвижения","Velocidad de movimiento reducida un 40%","ลดความเร็วในการเคลื่อนที่ 40%","減少 40% 移動速度",5,0,"",[],[9120],"",5,0,"","",30473
115,"AfflictionRelicsHaveNoEffect",[17429],[1],"Orb of Negation","Orbe de négation","Sphäre der Negation","打ち消しのオーブ","부정의 구슬","Orbe da Negação","Сфера отрицания","Orbe de negación","ลูกสกัดฤทธิ์","否定寶珠","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseOrbOfNegationIcon",11,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseOrbOfNegation","","","","","","","","","","","Non-Unique Relics have no Effect","Les Reliques non uniques n'ont aucun Effet","Relikte (einzigartige ausgenommen) haben keine Wirkung","ユニークでないレリックの効果がなくなる","비-고유 유물의 효과를 받지 않음","Relíquias não Únicas não tem Efeito","Не-уникальные реликвии не имеют эффекта","Las reliquias que no son únicas no tienen ningún efecto","วัตถุตกทอด ไม่มีผล","非傳奇聖物沒有效果",5,0,"",[],[9120],"",5,0,"",1,43834
116,"AfflictionMerchantOneItem",[17459],[1],"Rusted Coin","Pièce rouillée","Verrostete Münze","錆びたコイン","녹슨 동전","Moeda Enferrujada","Ржавая монета","Moneda oxidada","เหรียญขึ้นสนิม","生鏽硬幣","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRustedCoinIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseRustedCoin","","","","","","","","","","","The Merchant only offers one choice","Le Marchand ne propose qu'un seul choix","Händler bieten nur eine Auswahl an","商人が提供する選択肢の数が1つだけになる","상인이 1개의 선택지만 제안함","O Mercador só oferece uma escolha","Торговец предлагает к покупке только один товар","El mercader solo ofrece una opción","แม่ค้า มีตัวเลือกเดียว","商人只提供 1 個選擇",5,0,"",[],[9120],"",5,0,"","",45792
117,"AfflictionMonsterPetrifyOnHit",[17548],[4],"Chiselled Stone","Pierre ciselée","Gemeißelter Stein","ノミを打たれた石","깎아놓은 돌","Pedra Talhada","Точёный камень","Piedra tallada","หินสลัก","鑿石","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseChiselledStoneIcon",11,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseChiselledStone","","","","","","","","","","","Monsters Petrify on Hit","Les monstres Pétrifient au Toucher","Monster versteinern bei Treffer","モンスターはヒット時に石化を付与する","몬스터가 명중 시 석화 유발","Monstros Petrificam ao Acertar","Монстры накладывают окаменение при нанесении удара","Los monstruos petrifican con cada golpe","มอนสเตอร์ สร้างสถานะ แข็งเป็นหิน เมื่อปะทะ","怪物擊中時造成石化",5,0,"",[],[9120],"",5,0,"","",6958
118,"AfflictionBoonConveretedToMinorAffliction",[17380],[1],"Glass Shard","Éclat de verre","Glasscherbe","ガラスの破片","유리 파편","Fragmento de Vidro","Осколок стекла","Esquirla de cristal","เศษกระจก","玻璃碎片","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGlassShardIcon",6,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseGlassShard","","","","","","","","","","","The next Boon you gain is converted into a random Minor Affliction","Le prochain Bienfait que vous recevez est converti en une Affliction tirée au hasard","Der nächste Segen, den Ihr erhaltet, wird in eine zufällige Kleine Bürde umgewandelt","次回獲得する恩恵はランダムな軽微な不幸に変換される","다음으로 획득하는 은혜가 무작위 보조 고난으로 전환","A próxima Dádiva que você ganhar é convertida em uma Aflição Menor aleatória","Следующее полученное благословение превратится в случайное малое проклятие","La siguiente ventaja que obtengas se convertirá en una desventaja menor aleatoria","แปลง พร ถัดไปที่คุณได้รับเป็น ทัณฑ์ชั้นต่ำแบบสุ่ม 1 ประการ","你下個獲得的恩惠被轉化成 1 個隨機次要苦痛",5,0,"",[],[9120],"",5,0,"","",45600
119,"AfflictionNoResolveAvoidance",[18595],[1],"Iron Manacles","Menottes de fer","Eiserne Fesseln","鉄の手錠","철제 수갑","Algemas de Ferro","Железные кандалы","Grilletes de hierro","ตรวนเหล็ก","鐵手鐐","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseIronManaclesIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseIronManacles","","","","","","","","","","","Cannot Avoid Resolve Loss from Enemy Hits","Vous ne pouvez pas éviter la Perte de Résolution quand un ennemi vous Touche","Willenskraft-Verlust von gegnerischen Treffern kann nicht vermieden werden","敵のヒットによって決心喪失を無効化できない","적의 명중으로 인한 투지 상실 긴급회피 불가","Não pode Evitar a Perda de Determinação dos Acertos dos Inimigos","Нельзя избежать потери решимости от ударов врага","No puedes evitar la pérdida de resolución de los golpes enemigos","ไม่สามารถหลีกเลี่ยงการ สูญเสียความมุ่งมั่น จากการปะทะของศัตรู ได้","不能避免來自敵人擊中失去決心",5,0,"",[],[9120],"",5,0,"","",35578
120,"AfflictionNoResolveReduction",[18596],[1],"Sharpened Arrowhead","Pointe de flèche aiguisée","Geschärfte Pfeilspitze","鋭い矢じり","날카로운 화살촉","Ponta Afiada de Flecha","Заострённый наконечник","Punta de flecha afilada","หัวศรลับแหลม","鋒利箭矢","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseSharpenedArrowheadIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseSharpenedArrowhead","","","","","","","","","","","Enemy Hits ignore your Resolve Mitigation","Les ennemis ignorent votre Atténuation de Résolution quand ils vous Touchent","Gegnerische Treffer ignorieren Willenskraft-Minderung","敵によるヒットは決心の緩和を無視する","적의 명중이 플레이어의 투지 완화 무시","Acertos dos Inimigos ignoram sua Mitigação de Determinação","Удары врага игнорируют вашу защиту решимости","Los golpes enemigos ignoran la mitigación de tu resolución","การปะทะจากศัตรู ทะลุผ่าน การบรรเทาความมุ่งมั่นของคุณ","敵人擊中無視你的決心輕減",5,0,"",[],[9120],"",5,0,"","",48487
121,"AfflictionNoResolveAegis",[18597],[1],"Shattered Shield","Bouclier brisé","Zerschmetterter Schild","砕けた盾","조각난 방패","Escudo Destruído","Расколотый щит","Escudo astillado","โล่แตกสลาย","破碎盾牌","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseShatteredShieldIcon",11,1,1,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseShatteredShield","","","","","","","","","","","Cannot have Resolve Aegis","Vous ne pouvez pas avoir d'Égide de Résolution","Kann keine Willenskraft-Obhut haben","決心のイージスを持つことが出来ない","투지 비호 획득 불가","Não pode ter Égide da Determinação","Нельзя иметь Эгиду решимости","No puedes tener Égida de resolución","ไม่สามารถมี โล่เอจิสความมุ่งมั่น ได้","不能有決心護盾",5,0,"",[],[9120],"",5,0,"","",16335
122,"AfflictionNoDefences",[18605],[1],"Corrosive Concoction","Concoction corrosive","Korrosives Gebräu","腐食性の調合薬","부식성 혼합물","Mistura Corrosiva","Едкая смесь","Sustancia corrosiva","น้ำยากัดกร่อน","腐蝕藥劑","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorrosiveConcoctionIcon",11,1,3,"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/CurseCorrosiveConcoction","","","","","","","","","","","No Resolve Mitigation, chance to Avoid Resolve loss or Resolve Aegis","Pas d'Atténuation de Résolution ni de chances d'éviter de perdre de la Résolution ou de l'Égide de Résolution","Keine Willenskraft-Minderung; Chance, Willenskraft-Verlust oder Willenskraft-Obhut zu vermeiden","決心の緩和、決心喪失無効化確率、決心のイージスを失う","투지 완화, 투지 상실 긴급회피 확률 또는 투지 비호 없음","Sem Mitigação de Determinação, chance de Evitar perda de Determinação ou Égide de Determinação","Отсутствуют защита решимости, шанс избежать потери решимости и Эгида решимости","No tienes mitigación de resolución, probabilidad de evitar la pérdida de resolución ni Égida de resolución","ไม่มีการบรรเทาความมุ่งมั่น, โอกาสหลีกเลี่ยงการสูญเสียความมุ่งมั่น หรือโล่เอจิสความมุ่งมั่น","沒有決心輕減、避免決心失去機率或決心護盾",5,0,"",[],[9120],"",5,0,"","",55502
123,"PactRecoveryFromMaxResolve","[17259,17260]","[1,50]","Pyrrhic Pact","Pacte à la Pyrrhus","Pyrrhischer Pakt","ピュロス王の契約","큰 희생의 맹약","Pacto Fírrico","Пирров пакт","Pacto pírrico","สัญญาชัยระทม","高價條約","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentResolveRecoveryDoubledIcon",11,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/ResolveRecoveredDoubleds","Resolve recovered is doubled","La Résolution récupérée est doublée","Wiederhergestellte Willenskraft wird verdoppelt","決心の回復量が二倍になる","투지 회복 2배","Determinação recuperada é dobrada","Восстановление решимости удваивается","La resolución que recuperas se duplica","การ เติมความมุ่งมั่น เพิ่มเป็นสองเท่า","恢復決心 2 倍","Maximum Resolve is lowered by 50% of recovered Resolve","La Résolution maximale est abaissée de 50% de la valeur de la Résolution récupérée","Maximale Willenskraft wird um 50% der wiederhergestellten Willenskraft reduziert","決心の最大値が決心の回復量の50%分減る","최대 투지가 회복되는 투지의 50%만큼 낮아짐","Determinação Máxima é reduzida em 50% da Determinação recuperada","Максимум решимости уменьшается на 50% от восстановленной решимости","La resolución máxima se reduce en el 50% de la resolución recuperada","ความมุ่งมั่นสูงสุด ถูกปรับลด เท่ากับ 50% ของ ความมุ่งมั่นที่เติม","最大決心以 50% 恢復決心降低",5,0,"",[8],[],"",5,0,"","",47662
124,"PactTwinnedGuards",[17261],[1],"Doubling Pact","Pacte de dédoublement","Verdoppelnder Pakt","二重の契約","복제의 맹약","Pacto da Duplicação","Двойной пакт","Pacto duplicador","สัญญาสร้างซ้ำ","加倍契約","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentGuardsTwinnedIcon",11,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/GuardsAreTwinned","Guards are Twinned","Les Gardes du Sanctuaire sont dédoublés","Wächter sind verdoppelt","ガードが2体出現する","수호병에 \""이중\"" 적용","Guardas são gêmeos","Охранники дублируются","Los guardias son gemelos","การ์ด ถูกสร้างซ้ำ","守衛為孿生","Guards are Twinned","Les Gardes du Sanctuaire sont dédoublés","Wächter sind verdoppelt","ガードが2体出現する","수호병에 \""이중\"" 적용","Guardas são Dobrados","Охранники дублируются","Los guardias son gemelos","การ์ด ถูกสร้างซ้ำ","守衛為孿生",5,0,"",[8],[],"",5,0,"","",42282
125,"PactDamageInBossEncounters","[17262,17263]","[100,-50]","Apex Pact","Pacte au sommet","Vollendender Pakt","頂点の契約","정점의 맹약","Pacto do Ápice","Верховный пакт","Pacto alfa","สัญญาสูงศักดิ์","巔峰契約","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentLessResolveLostIcon",11,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/LessResolveLostInBossRooms","50% less Resolve lost in Boss Rooms","50% de Perte de Résolution perdue dans les Salles de Boss","100% weniger Willenskraft-Verlust in Bossräumen","ボス部屋で決心を失う量が50%低下する","보스 방에서 상실하는 투지 50% 감폭","50% menos Determinação perdida em Salões de Chefes","На 50% меньше потери решимости в комнатах с боссами","Pierdes un 50% menos de resolución en las salas de jefes","ลดความมุ่งมั่นที่สูญเสีย อีก 50% ในห้องบอส","頭目房失去 50% 更少決心","100% more Resolve lost in non-Boss Rooms","100% Davantage de Résolution perdue dans les salles autres que celles des Boss","100% mehr Willenskraft-Verlust in Räumen (Bossräume ausgenommen)","ボス部屋以外で決心を失う量が100%上昇する","비-보스 방에서 상실하는 투지 100% 증폭","100% mais Determinação perdida em Salões que não são de Chefes","На 100% больше потери решимости в комнатах без боссов","Pierdes un 100% más de resolución en las salas que no son de jefes","เพิ่มความมุ่งมั่นที่สูญเสีย อีก 100% ในห้องที่ไม่ใช่บอส","非頭目房失去 100% 更多決心",5,0,"",[8],[],"",5,0,"","",41950
126,"PactNoGoldGainReducedPrices","[18542,17074]","[-50,1]","Austerity Pact","Pacte d'austérité","Entbehrender Pakt","禁欲の契約","검소의 맹약","Pacto Austérico","Бережливый пакт","Pacto de austeridad","สัญญามัธยัสถ์","緊縮契約","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentMerchantPricesReducedIcon",11,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/MerchantPricesReduced","50% less Merchant prices","50% de Perte des prix du Marchand ","Händlerpreise sind um 50% reduziert","商人の価格が50%低下する","상인 가격 50% 감폭","Preços do Mercador 50% menor","На 50% меньшие цены у торговца","50% menos en los precios del mercader","ลดราคาของ แม่ค้า อีก 50%","50% 更少販售價格","Monsters do not drop Aureus coins","Les monstres ne cèdent pas d'Aureus","Monster lassen keine Aurei fallen","モンスターはアウレウスをドロップしなくなる","몬스터가 아우레우스 코인을 떨어뜨리지 않음","Monstros não derrubam moedas Aureus","Из монстров не выпадает Аурус","Los monstruos no arrojan áureos","มอนสเตอร์ ไม่ดรอป เหรียญออเรอัส","怪物不會掉落奧瑞厄斯幣",5,0,"",[8],[],"",5,0,"","",36376
127,"PactShieldEveryRoom","[17097,17098]","[1,10]","Indomitable Pact","Pacte indomptable","Eiserner Pakt","不屈の契約","불굴의 맹약","Pacto Indomável","Неукротимый пакт","Pacto indómito","สัญญาทรหด","不屈契約","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentGainInspirationStartOfRoomIcon",11,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/GainInspirationStartEveryRoom","Gain 10 Inspiration at the start of every room","Vous gagnez 10 d'Inspiration au début de chaque salle","Erhaltet 10 Inspiration am Anfang jedes Raums","各部屋の始めに勇気を10獲得する","각 방 시작 시 영감 10 획득","Ganha 10 de Inspiração no início de cada sala","Дарует 10 вдохновения в начале каждой комнаты","Ganas 10 de inspiración al inicio de cada sala","ได้รับแรงบันดาลใจ 10 เมื่อเริ่มแต่ละห้อง","每個房間開始時，獲得 10 啟發","Inspiration resets every room","L'Inspiration se réinitialise à chaque salle","Inspiration wird bei jedem Raum zurückgesetzt","勇気が部屋ごとにリセットされる","방마다 영감 초기화","Inspiração é reiniciada em todas as salas","Вдохновение обнуляется после каждой комнаты","La inspiración reinicia todas las salas","แรงบันดาลใจ รีเซ็ต ทุกห้อง","每個房間重置啟發",5,0,"",[8],[],"",5,0,"","",44096
128,"PactRareMonsters","[1024,16081]","[50,1]","Dauntless Pact","Pacte audacieux","Furchtloser Pakt","勇敢の契約","대담한 맹약","Pacto Destemido","Бесстрашный пакт","Pacto intrépido","สัญญาอาจหาญ","無畏契約","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/PersistentDauntlessPactIcon",11,1,5,"","Art/2DArt/UIImages/InGame/Sanctum/DevilsDealIcons/DauntlessPact","50% more Rare Monsters","50% Davantage de Monstres rares","50% mehr seltene Monster","レアモンスターの量が50%上昇する","희귀 몬스터 50% 증폭","50% mais Monstros Raros","На 50% больше редких монстров","50% más de monstruos raros","เพิ่มมอนสเตอร์แรร์ อีก 50%","50% 更多稀有怪物","Rare Monsters have an additional Modifier","Les Monstres rares ont un Modificateur supplémentaire","Seltene Monster haben einen zusätzlichen Modifiaktor","レアモンスターは追加のモッドを1個持つ","희귀 몬스터가 속성 1개를 추가로 보유","Monstros Raros têm um Modificador adicional","Редкие монстры обладают дополнительным свойством","Los monstruos raros tienen un modificador adicional","มอนสเตอร์แรร์ มีม็อด เพิ่มเติม 1 อย่าง","稀有怪物有 1 個額外詞綴",5,0,"",[8],[],"",5,0,"","",41768
