"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message (English)","Message (French)","Message (German)","Message (Japanese)","Message (Korean)","Message (Portuguese)","Message (Russian)","Message (Spanish)","Message (Thai)","Message (Traditional Chinese)","NotificationIcon","HideoutName (English)","HideoutName (French)","HideoutName (German)","HideoutName (Japanese)","HideoutName (Korean)","HideoutName (Portuguese)","HideoutName (Russian)","HideoutName (Spanish)","HideoutName (Thai)","HideoutName (Traditional Chinese)","Id"
95,35,1,[],0,"Congratulations!\nYou earned a Twilight Mystery Box!","Félicitations !\nVous avez remporté une Boîte mystère du Crépuscule !","Herzlichen Glückwunsch!\nDu hast eine Zwielicht-Überraschungskiste gewonnen!","Congratulations!\nYou earned a Twilight Mystery Box!","축하합니다!\n황혼 미스터리 박스를 획득하셨습니다!","Parabéns!\nVocê ganhou uma Caixa Misteriosa do Crepúsculo!","Поздравляем!\nВы получили Загадочную коробку Сумрака!","¡Felicidades!\n¡Has obtenido una Caja misteriosa del Crepúsculo!","ยินดีด้วย!\nคุณได้รับกล่องปริศนา แดนสนธยา แล้ว!","恭喜！你獲得 1 個傾城暮光神秘寶箱！","Art/2DItems/Effects/MysteryChest/TwilightMysteryBox.dds","Twilight Mystery Box","Boîte mystère du Crépuscule","Zwielicht-Überraschungskiste","Twilight Mystery Box","황혼 미스터리 박스","Caixa Misteriosa do Crepúsculo","Загадочная коробка Сумрака","Caja misteriosa del Crepúsculo","กล่องปริศนา แดนสนธยา","傾城暮光神秘寶箱","MysteryPackTwilightBox"
96,36,1,[],0,"Congratulations!\nYou earned a Twilight Mystery Box!","Félicitations !\nVous avez remporté une Boîte mystère du Crépuscule !","Herzlichen Glückwunsch!\nDu hast eine Zwielicht-Überraschungskiste gewonnen!","Congratulations!\nYou earned a Twilight Mystery Box!","축하합니다!\n황혼 미스터리 박스를 획득하셨습니다!","Parabéns!\nVocê ganhou uma Caixa Misteriosa do Crepúsculo!","Поздравляем!\nВы получили Загадочную коробку Сумрака!","¡Felicidades!\n¡Has obtenido una Caja misteriosa del Crepúsculo!","ยินดีด้วย!\nคุณได้รับกล่องปริศนา แดนสนธยา แล้ว!","恭喜！你獲得 1 個傾城暮光神秘寶箱！","Art/2DItems/Effects/MysteryChest/TwilightMysteryBox.dds","Twilight Mystery Box","Boîte mystère du Crépuscule","Zwielicht-Überraschungskiste","Twilight Mystery Box","황혼 미스터리 박스","Caixa Misteriosa do Crepúsculo","Загадочная коробка Сумрака","Caja misteriosa del Crepúsculo","กล่องปริศนา แดนสนธยา","傾城暮光神秘寶箱","MysteryPackTwilightBox"
97,37,12,[3076],0,"Congratulations!\nYou earned the Ritual Weapon Effect!","Félicitations !\nVous avez remporté l'Effet d'arme Ritual !","Glückwunsch!\nDu hast die Mikrotransaktion 'Ritual-Waffeneffekt' freigespielt!","Congratulations!\nYou earned the Ritual Weapon Effect!","축하합니다!\n의식 무기 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito Arma do Ritual","Поздравляем!\nВы получили эффект оружия Ритуала!","¡Felicidades!\n¡Has obtenido el Efecto de Ritual para arma!","ยินดีด้วย!\nคุณได้รับเอฟเฟคอาวุธ Ritual แล้ว!","恭喜！你獲得武器特效：邪靈祭祀！","","","","","","","","","","","","RitualWeaponEffect"
98,37,24,[3077],0,"Congratulations!\nYou earned the Ritual Character Effect!","Félicitations !\nVous avez remporté l'Effet de personnage Ritual !","Glückwunsch!\nDu hast die Mikrotransaktion 'Ritual-Charaktereffekt' freigespielt!","Congratulations!\nYou earned the Ritual Character Effect!","축하합니다!\n의식 캐릭터 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito Personagem do Ritual","Поздравляем!\nВы получили эффект Ритуала для персонажа!","¡Felicidades!\n¡Has obtenido el Efecto de Ritual para el personaje!","ยินดีด้วย!\nคุณได้รับเอฟเฟคตัวละคร Ritual แล้ว!","恭喜！你獲得角色特效：邪靈祭祀！","","","","","","","","","","","","RitualCharacterEffect"
99,37,36,[],0,"Congratulations!\nYou earned the Ritualist's Hideout!","Félicitations !\nVous avez remporté le Repaire du Ritualiste !","Glückwunsch!\nDu hast die Mikrotransaktion 'Rituelles Versteck' freigespielt!","Congratulations!\nYou earned the Ritualist's Hideout!","축하합니다!\n의식술사의 은신처를 획득했습니다!","Parabéns!\nVocê ganhou o Refúgio Ritualístico","Поздравляем!\nВы получили убежище ритуалиста!","¡Felicidades!\n¡Has obtenido la Guarida del ritualista!","ยินดีด้วย!\nคุณได้รับที่ซ่อน Ritualist แล้ว!","恭喜！你獲得藏身處：邪靈祭祀！","Art/2DItems/Hideout/RitualHideout.dds","Ritualist's Hideout","Repaire du Ritualiste","Rituelles Versteck","Ritualist's Hideout","의식술사의 은신처","Refúgio Ritualístico","Убежище ритуалиста","Guarida del Ritualista","ที่ซ่อน Ritualist","藏身處：邪靈祭祀","HideoutRitualLeague"
100,37,19,[7844],3,"Congratulations! You earned the Ritual Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations ! Vous avez remporté le Totem Ritual !\nPlus vous réussirez de défis, plus il sera imposant !","Glückwunsch!\nDu hast das Ritual-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","Congratulations! You earned the Ritual Totem!\nThe more challenges you complete, the bigger it gets!","축하합니다! 의식 토템을 획득했습니다!\n도전과제를 완료할수록 더 큰 보상이 기다립니다!","Ganhou o Totem do Ritual!\nQuanto mais desafios completar, maior ele fica!","Поздравляем!\nВы получили часть тотема Ритуала!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicidades! Has obtenido el Tótem de Ritual!\n¡Cuantos más desafíos completes, más grande será!","ยินดีด้วย!\nคุณได้รับเสาอนุสรณ์ Ritual!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ มันยิ่งมีขนาดใหญ่ขึ้นเท่านั้น!","恭喜！你獲得祭祀圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole22"
101,38,12,[3157],0,"Congratulations!\nYou earned the Ultimatum Helmet Skin!","Félicitations !\nVous avez remporté l'Apparence de casque Ultimatum !","Glückwunsch!\nDu hast die Mikrotransaktion 'Ultimatum-Helm' freigespielt!","Congratulations!\nYou earned the Ultimatum Helmet Skin!","축하합니다!\n결전 투구 스킨을 획득했습니다!","Parabéns!\nVocê ganhou o Visual de Elmo Ultimaum!","Поздравляем!\nВы получили шлем Ультиматума!","¡Felicidades!\n¡Has obtenido el Aspecto de Ultimatum para casco!","ยินดีด้วย!\nคุณได้รับสกินหมวก Ultimatum แล้ว!","恭喜！\n你獲得頭部外觀：最後通牒！","","","","","","","","","","","","UltimatumHelmet"
102,38,24,[4706],0,"Congratulations!\nYou earned the Ultimatum Pet!","Félicitations !\nVous avez remporté le Familier Ultimatum !","Glückwunsch!\nDu hast die Mikrotransaktion 'Ultimatum-Begleiter' freigespielt!","Congratulations!\nYou earned the Ultimatum Pet!","축하합니다!\n결전 애완동물을 획득했습니다!","Parabéns!\nVocê ganhou o Mascote Ultimaum!","Поздравляем!\nВы получили питомца Ультиматума!","¡Felicidades!\n¡Has obtenido la Mascota de Ultimatum!","ยินดีด้วย!\nคุณได้รับสัตว์เลี้ยง Ultimatum แล้ว!","恭喜！\n你獲得寵物：最後通牒！","","","","","","","","","","","","UltimatumPet"
103,38,36,[3158],0,"Congratulations!\nYou earned the Ultimatum Portal Effect!","Félicitations !\nVous avez remporté le Portail Ultimatum !","Glückwunsch!\nDu hast die Mikrotransaktion 'Ultimatum-Portaleffekt' freigespielt!","Congratulations!\nYou earned the Ultimatum Portal Effect!","축하합니다!\n결전 포탈 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito Portal Ultimaum!","Поздравляем!\nВы получили портал Ультиматума!","¡Felicidades!\n¡Has obtenido el Efecto de Ultimatum para portal!","ยินดีด้วย!\nคุณได้รับเอฟเฟควาร์ป Ultimatum แล้ว!","恭喜！\n你獲得時空之門．最後通牒！","","","","","","","","","","","","UltimatumPortalEffect"
104,38,19,[7846],3,"Congratulations! You earned the Ultimatum Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations !\nVous avez remporté le Totem Ultimatum ! Plus vous réussirez de défis, plus il grandira !","Glückwunsch!\nDu hast das Ultimatum-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","Congratulations! You earned the Ultimatum Totem!\nThe more challenges you complete, the bigger it gets!","축하합니다! 결전 토템을 획득했습니다!\n도전과제를 완료할수록 더 큰 보상이 기다립니다!","Parabéns!\nVocê ganhou o Totem Ultimatum!\nQuanto mais desafios você completar, mais ele cresce!","Поздравляем!\nВы получили часть тотема Ультиматума!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicidades! Has obtenido el Tótem de Ultimatum!\n¡Cuantos más desafíos completes, más grande será!","ยินดีด้วย!\nคุณได้รับเสาอนุสรณ์ Ultimatum!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ มันยิ่งมีขนาดใหญ่ขึ้นเท่านั้น!","恭喜！你獲得通牒圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole23"
105,39,12,[3300],0,"Congratulations!\nYou earned the Expedition Footprints Effect!","Félicitations !\nVous avez remporté les Empreintes Expedition !","Glückwunsch!\nDu hast die Mikrotransaktion 'Expedition-Fußspuren' freigespielt!","Congratulations!\nYou earned the Expedition Footprints Effect!","축하합니다!\n탐험 발자국 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito Pegadas da Expedição!","Поздравляем!\nВы получили следы Экспедиции!","¡Felicitaciones!\n¡Has obtenido el Efecto de Expedition para huellas!","ยินดีด้วย!\nคุณได้รับเอฟเฟครอยเท้า Expedition แล้ว!","恭喜！\n你獲得行走特效：死境探險！","","","","","","","","","","","","ExpeditionFootprintsEffect"
106,39,24,[3301],0,"Congratulations!\nYou earned the Expedition Weapon Effect!","Félicitations !\nVous avez remporté l'Effet d'arme Expedition !","Glückwunsch!\nDu hast die Mikrotransaktion 'Expedition-Waffeneffekt' freigespielt!","Congratulations!\nYou earned the Expedition Weapon Effect!","축하합니다!\n탐험 무기 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito Arma da Expedição!","Поздравляем!\nВы получили эффект оружия Экспедиции!","¡Felicitaciones!\n¡Has obtenido el Efecto de Expedition para arma!","ยินดีด้วย!\nคุณได้รับเอฟเฟคอาวุธ Expedition แล้ว!","恭喜！\n你獲得武器特效：死境探險！","","","","","","","","","","","","ExpeditionWeaponEffect"
107,39,36,[3302],0,"Congratulations!\nYou earned the Expedition Portal Effect!","Félicitations !\nVous avez remporté le Portail Expedition !","Glückwunsch!\nDu hast die Mikrotransaktion 'Expedition-Portaleffekt' freigespielt!","Congratulations!\nYou earned the Expedition Portal Effect!","축하합니다!\n탐험 포탈 이펙트를 획득했습니다!","Parabéns!\nVocê ganhou o Efeito Portal da Expedição!","Поздравляем!\nВы получили портал Экспедиции!","¡Felicitaciones!\n¡Has obtenido el Efecto de Expedition para portal!","ยินดีด้วย!\nคุณได้รับเอฟเฟควาร์ป Expedition แล้ว!","恭喜！\n你獲得時空之門．死境探險！","","","","","","","","","","","","ExpeditionPortalEffect"
108,39,19,[7848],3,"Congratulations! You earned the Expedition Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations !\nVous avez remporté le Totem Ultimatum ! Plus vous réussirez de défis, plus il grandira !","Glückwunsch!\nDu hast ein Expedition-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere Stufen zu erhalten!","Congratulations! You earned the Expedition Totem!\nThe more challenges you complete, the bigger it gets!","축하합니다! 탐험 토템을 획득했습니다!\n도전과제를 완료할수록 더 큰 보상이 기다립니다!","Parabéns! Você ganhou o Totem da Expedição!\nQuanto mais desafios você completar, maior ele fica!","Поздравляем!\nВы получили часть тотема Экспедиции!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicitaciones!\n¡Has obtenido el Tótem de Expedition!\n¡Cuantos más desafíos completes, más grande será!","ยินดีด้วย!\nคุณได้รับเสาอนุสรณ์ Expedition!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ มันยิ่งมีขนาดใหญ่ขึ้นเท่านั้น!","恭喜！你獲得探險圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole24"
