"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","MiscAnimations","bool"
88,256,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
89,256,1,3,[],[],9408,20,[173],[4],0,"",[],0,"","","",[],"Fireball","Boule de feu","Feuerball","ファイヤーボール","화염구","Bola de Fogo","Огненный шар","Bola de fuego","บอลไฟ","火球",0,[],0,0,[],[],[],[],[],""
90,256,2,1392,[],[],9461,"",[],[],0,"",[],0,"","","",[],"Molten Shell","Carapace volcanique","Lavaschilde","モルテンシェル","용암 방패","Escudo Flamejante","Расплавленный панцирь","Coraza fundida","กระดองหลอมละลาย","熔岩之盾",66,[],0,0,[],[],[],[],[],""
91,256,3,3,[],[],9532,20,[],[],0,"",[],0,"","","",[],"Fire Blast","Conflagration","Feuerstoß","ファイヤーブラスト","화염 돌풍","Explosão Flamejante","Огненный взрыв","Explosión de fuego","ระเบิดไฟ","火焰爆破",123,[],0,0,[],[],[],[],[],""
92,532,0,350,[],[],9408,"",[],[],0,357,[],0,"","","",[],"Bowshot","Tir à l'arc","Bogenschuss","ボウショット","활사격","Tiro do Arco","Выстрел из лука","Disparo con arco","ยิงธนู","射箭",0,[],0,0,[],[],[],[],[],""
93,532,1,1795,[],[],9409,"","[195,173]","[1,2]",0,"",[],0,"","","",[],"Burning Arrow","Flèche incendiaire","Brennender Pfeil","バーニングアロー","불타는 화살","Flecha Ardente","Горящая стрела","Flecha ardiente","ศรลุกไหม้","燃燒箭矢",0,[],20,0,[],[],[],[],[],""
94,5261,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],-20,0,[],[],[],[],[],""
95,5261,3,3851,[],[],9465,"",[],[],0,"",[9575],0,"","","on_event_metamortar_for_VollCharge = \""TriggerSkill( MetamorphosisMortar );\""",[],"Charge Forward","Charge vers l'avant","Frontalangriff","チャージフォワード","전방 돌격","Investida Direta","Скоростной рывок","Carga delantera","พุ่งไปด้านหน้า","渦輪衝刺",0,[],80,0,"[1,10]","[6842,2501]",[],[],[],""
96,5263,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],-20,0,[],[],[],[],[],""
97,5263,3,350,[],[],9465,"",[],[],0,3851,[9575],0,"","","on_event_metamortar_for_VollCharge = \""TriggerSkill( MetamorphosisMortar );\""",[],"Charge Forward","Charge vers l'avant","Frontalangriff","チャージフォワード","전방 돌격","Investida Direta","Скоростной рывок","Carga delantera","พุ่งไปด้านหน้า","渦輪衝刺",0,[],80,0,"[1,10]","[6842,2501]",[],[],[],""
98,516,2,1356,[],[],9437,1,[6817],[50],0,"",[],0,"","","",[],"Splitting Barrage","Salve scindante","Geteiltes Sperrfeuer","スプリッティングバラージ","분할하는 연발 사격","Barragem Partida","Разветвленная очередь","Aluvión divisor","ยิงแยกเป็นชุด","分裂彈幕",56,[],-40,0,[],[],[],[],[],""
99,516,4,1344,[],[],9477,53,[],[],0,"",[],0,"","","",[],"Storm of Arrows","Tempête de flèches","Pfeilhagel","ストームオブアロー","화살 폭풍","Flecha da Tempestade","Шторм стрел","Tormenta de flechas","พายุลูกธนู","箭雨風暴",71,[],-80,0,[],[],[],[],[],""
100,253,1,3341,[],[],9400,"",[],[],0,"",[],0,"","","",[],"Molten Strike","Frappe volcanique","Ausfall-Schlag","モルテンストライク","용암 타격","Golpe Vulcânico","Магмовый удар","Golpe fundido","ฟาดหลอมละลาย","熔岩之擊",0,[],0,0,[],[],[],[],[],""
101,253,2,739,[],[],9423,"",[6342],[30],0,"",[5031],0,"","","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( TheFaunCastGroundEffectLavaTemporary ); KillGroundEffectsOfType( Fire, 2, 3.0 );\""",[],"Lava Leap","Bond de lave","Lavasprung","ラーヴァリープ","용암 도약","Salto de Lava","Лавовый скачок","Salto de lava","กระโจนลาวา","岩漿跳躍",0,[],0,0,[],[],[],[],[],""
102,253,3,9211,[],[],9411,"",[434],[100],0,"",[],0,"","","",[],"Volcanic Sunder","Rupture volcanique","Vulkanisches Verwüsten","ヴォルカニックサンダー","화산의 산산조각","Ruptura Vulcânica","Вулканический раскол","Fisura volcánica","หินภูเขาไฟพุ่งตรง","火山大地震擊",0,[],0,0,[],[],[],[],[],""
103,394,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
104,394,2,1930,[],[],9454,"",[],[],0,1142,[],0,"","","",[],"Summon Skeletons","Invocation de Squelettes","Skelette beschwören","スケルトン召喚","해골 소환","Convocar Esqueletos","Призыв скелетов","Invocación de esqueletos","อัญเชิญโครงกระดูก","召喚骷髏",58,[],0,0,[],[],[],[],[],""
105,394,3,1930,[],[],9567,20,[173],[2],0,9519,[],0,"","","",[],"Necrotic Barrage","Salve nécrotique","Nekrotisches Sperrfeuer","ネクロティックバラージ","괴사의 연발 사격","Barragem Necrótica","Некротический залп","Aluvión necrótico ","พลังผีเป็นชุด","死靈彈幕",96,[],-65,0,[],[],[],[],[],""
106,514,0,357,[],[],9471,"",[],[],0,"",[],0,"","","",[6068],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
107,514,1,876,[],[],9400,"",[],[],0,"",[],0,"","","",[6068],"Glacial Hammer","Marteau de glace","Frosthammer","グレイシャルハンマー","빙하 망치","Martelo Glacial","Ледяной молот","Martillo glacial","ค้อนเยือกแข็ง","冰霜之錘",0,[],40,0,[],[],[],[],[],""
108,514,4,5558,[],[],9421,"",[173],[2],0,"",[],0,"","on_event_metafx_for_ThrownShieldProjectile = \""PlayEffect( ColdSurge1 );\""","",[6068],"Frosted Shield Toss","Lancer de bouclier glacial","Frostiger Schildwurf","フロスティドシールドトス","서리 내린 방패 던지기","Arremesso de Escudo Gelado","Бросок ледяного щита","Lanzamiento de escudo escarchado","โยนโล่น้ำแข็ง","投擲冰霜護盾",0,[],0,0,"[100,3000,100]","[2389,357,434]",[],[],[2397],""
109,539,0,350,[],[],9408,"",[],[],0,357,[],0,"","","",[],"Bowshot","Tir à l'arc","Bogenschuss","ボウショット","활사격","Tiro do Arco","Выстрел из лука","Disparo con arco","ยิงธนู","射箭",0,[],0,0,[],[],[],[],[],""
110,539,1,1729,[],[],9409,1,[173],[4],0,"",[],0,"","","",[],"Lightning Arrow","Flèche de foudre","Blitzpfeil","ライトニングアロー","번개 화살","Flecja Relampejante","Стрела молнии","Flecha de rayo","ศรสายฟ้า","閃電箭矢",0,[],50,0,[],[],[],[],[],""
111,649,0,349,[],[],9471,"",[],[],0,"",[],6,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
112,649,2,349,[],[],9503,114,[],[],0,8115,[],0,"","","",[],"Ground Strike","Frappe tellurique","Bodenschlag","グラウンドストライク","대지 타격","Ataque Terreno","Удар по земле","Golpe sísmico","ฟาดพื้น","裂地之擊",99,[],70,0,[],[],[],[],[],""
113,1216,0,350,[],[],9471,"",[],[],0,357,[],1,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
114,1216,3,350,[],[],9415,114,[1211],[-50],0,9524,[9509],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam","Frappe squelettique","Skelett-Hieb","スケレトゥルスラム","해골의 강타","Pancada Esquelética","Костяной удар","Impacto óseo","ทุบโครงกระดูก","骷髏重擊",0,[],50,50,[100],[434],[],[],[3728],""
115,1218,0,350,[],[],9471,"",[],[],0,357,[],1,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
116,1218,3,350,[],[],9415,114,[1211],[-50],0,9524,[9509],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam","Frappe squelettique","Skelett-Hieb","スケレトゥルスラム","해골의 강타","Pancada Esquelética","Костяной удар","Impacto óseo","ทุบโครงกระดูก","骷髏重擊",0,[],50,50,[100],[434],[],[],[3728],""
117,1220,0,350,[],[],9471,"",[],[],0,357,[],1,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
118,1220,3,350,[],[],9415,114,[1211],[-50],0,9524,[9509],0,"","on_start_EmptyActionSpell = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( MetamorphosisTriggerCircleGS2 );\""",[],"Skeletal Slam","Frappe squelettique","Skelett-Hieb","スケレトゥルスラム","해골의 강타","Pancada Esquelética","Костяной удар","Impacto óseo","ทุบโครงกระดูก","骷髏重擊",0,[],50,50,[100],[434],[],[],[3728],""
119,142,1,2114,[],[],9409,"",[],[],0,"",[],0,"","","",[],"Hook","Crochet","Haken","フック","갈고리","Gancho","Крюк","Gancho","โซ่ดึงเข้าหาตัว","勾索",0,[],0,0,[],[],[],[],[],""
120,142,2,3518,[],[],9473,"",[],[],0,"",[],0,"","","",[],"Brute Slam","Fracas brutal","Brutaler Hieb","ブルートスラム","난폭한 강타","Pancada Brutal","Жестокий удар","Impacto brutal","ทุบด้วยกำลัง","野蠻重擊",0,[],-50,0,[],[],[],[],[],""
121,142,3,8079,[],[],9474,51,[],[],0,"",[],0,"","","",[],"Enraged Slam","Fracas enragé","Wütender Hieb","エンレイジドスラム","격앙된 강타","Pancada Enfurecida","Яростный удар","Impacto enfurecido","ทุบด้วยความโกรธ","盛怒重擊",0,[],-10,0,[],[],[],[],[],""
122,142,4,3488,"[434,1211]","[50,50]",9477,13,[434],[-40],0,"",[],0,"","","",[],"Bed of Nails","Lit de clous","Nagelbett","ベッドオブネイル","바늘 방석","Cama de Pregos","Ложе из шипов","Lecho de clavos","เตียงตะปู","尖刺呼喚",71,[],0,0,[],[],[],[],[],""
123,398,0,357,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
124,398,3,3060,[],[],9454,"",[],[],0,3061,[],0,"","","",[],"Call Cadavers","Appel de cadavres","Kadaver beschwören","コールカダヴァー","사체 부르기","Chamar Cadáveres","Призыв кадавров","Invocación de cadáveres","เรียกซากศพ","召喚鉅骨",58,[],0,0,[],[],[],[],[],""
125,398,4,3060,[],[],9468,"",[],[],0,3669,[],0,"","","",[],"Vulnerability","Vulnérabilité","Verwundbarkeit","ヴァルネラビリティ","취약성","Vulnerabilidade","Беззащитность","Vulnerabilidad","บอบบาง","脆弱",0,[],0,0,[],[],[],[],[],""
126,403,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
127,403,2,1930,[],[],9454,"",[],[],0,1142,[],0,"","","",[],"Summon Skeletons","Invocation de Squelettes","Skelette beschwören","スケルトン召喚","해골 소환","Convocar Esqueletos","Призыв скелетов","Invocación de esqueletos","อัญเชิญโครงกระดูก","召喚骷髏",58,[],0,0,[],[],[],[],[],""
128,403,3,1027,[],[],9467,"",[1211],[-50],0,"",[9500],0,"","","on_event_contact_for_Enfeeble = \""TriggerSkill( MetamorphosisSummonMetaVolatiles, TargetLocation );\""",[],"Enfeebling Volatiles","Instabilités affaiblissantes","Explosive Schwächung","インフィーブリングヴォラタイル","쇠약화 폭발물","Voláteis Debilitantes","Ослабляющие нестабильные сферы","Volátiles debilitantes","ระเบิดไร้เรี่ยวแรง","衰弱之息",0,[],0,0,"[5,3,0]","[883,2154,4768]",[],[],[],""
129,546,0,350,[],[],9408,"",[],[],0,357,[],0,"","","",[],"Bowshot","Tir à l'arc","Bogenschuss","ボウショット","활사격","Tiro do Arco","Выстрел из лука","Disparo con arco","ยิงธนู","射箭",0,[],0,0,[],[],[],[],[],""
130,546,1,1712,[],[],9409,1,"[173,3812,1920]","[4,1,-33]",0,"",[],0,"","","",[],"Maiming Puncture","Saignée mutilante","Verstümmelndes Durchbohren","メイミングパンクチャー","힘줄 절단 관통상","Punção Mutilante","Увечащий надрез","Punción lisiante","หักขากรีดเลือด","癱瘓放血",0,[],20,0,[],[],[],[],[],""
131,579,0,776,[],[],9428,20,[173],[4],0,"",[],0,"","","",[],"Projected Ice","Projection de glace","Eis-Projektion","プロジェクティドアイス","투사된 얼음","Fogo Projetado","Снаряды льда","Proyección de hielo","ยิงน้ำแข็ง","骷髏冰緩",49,[],50,0,[],[],[],[],[],""
132,579,1,776,[],[],9480,20,"[455,175,1789]","[25,-25,40]",0,"",[],0,"","on_event_metafx_for_GeometryTrigger = \""PlayEffect( ColdSurge1 );\""","",[],"Frost Spray","Dispersion de givre","Frostiger Hauch","フロストスプレー","서리 뿌리기","Spray Gélido","Морозное распыление","Rocío de escarcha","พ่นไอเย็น","冰霜噴射",124,[],40,0,[],[],[],[],[2397],""
133,579,4,776,[],[],9421,114,[1211],[-75],0,9524,[3868],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( ColdSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerColdBeacon );\""",[],"Frost Spheres","Globes de givre","Kugeln des Frosts","フロストスフィア","서리 구","Esferas Gélidas","Морозные сферы","Esferas de escarcha","ลูกแก้วเยือกแข็ง","寒冰漩渦",0,[],0,0,"[3000,-25,50]","[357,434,2477]",[],[],[2397],""
134,623,0,782,[],[],9428,20,[173],[4],0,"",[],0,"","","",[],"Projected Lightning","Projection de foudre","Blitz-Projektion","プロジェクティドライトニング","투사된 번개","Relâmpago Projetado","Снаряды молнии","Proyección de rayo","ยิงสายฟ้า","骷髏感電",49,[],50,0,[],[],[],[],[],""
135,623,2,782,[],[],9410,20,"[1777,2119,2120,2121,175,659,1789]","[1,15,500,120,100,33,50]",0,"",[],0,"","on_event_metafx_for_SkeletonProjectileLightning = \""PlayEffect( LightningSurge1 );\""","",[],"Charged Nova","Nova chargée","Geladene Nova","チャージドノヴァ","충전된 폭발","Nova Carregada","Заряженное кольцо","Nova cargada","พลังกระจาย เต็มกำลัง","充能新星",0,[],-20,0,"[3000,-75,60]",[],[],[],[2398],""
136,623,4,782,[],[],9420,114,[1211],[-75],0,9524,[3871],0,"","on_event_metafx_for_EmptyActionSpell = \""PlayEffect( LightningSurge1 );\"" on_event_contact_for_EmptyActionSpell = \""PlayEffect( LightningSurge1 );\""","on_event_contact_for_EmptyActionSpell = \""TriggerSkill( BloodlinesBearerLightningBeacon );\""",[],"Lightning Beacons","Lueurs de foudre","Blitz-Fanale","ライトニングビーコンズ","번개의 표식","Farois Relampejantes","Маяки молнии","Señales de rayo","สัญญาณเวทสายฟ้า","閃電烽火",0,[],0,0,"[3000,-25,60]","[357,434,2477]",[],[],[2398],""
