"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool"
1496,2168,"",4594,"",[],[23],[],"",[],[12],"",[],""
1497,2169,"",4595,"",[],[22],[],"",[],[11],"",[],""
1498,2170,"",4596,"",[],[24],[],"",[],[9],"",[],""
1499,2171,"","",4597,[],[24],[],"",[],[10],"",[],""
1500,2172,"","",4598,[],[24],[],"",[],[10],"",[],""
1501,2173,"",4599,"",[],"[16,17,15,14,9,11,12,32,10,57]",[],"",[],"[1,4]","",[],""
1502,2174,"",4600,"",[],[26],[],"",[],[4],"",[],""
1503,2175,112,"","",[1368],[23],[],"",[51],[13],"",[],""
1504,2176,"","",4601,[],[21],[],"",[],[15],"",[],""
1505,2178,116,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
1506,2179,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-27],[24],"",[],""
1507,2180,"","","",[347],[],[5636],"",[1],[24],"",[],""
1508,2181,"",4602,"",[],[25],[],"",[],[7],"",[],""
1509,2182,"",4603,"",[],[25],[],"",[],[7],"",[],""
1510,2183,"",4604,"",[],[23],[],"",[],[12],"",[],""
1511,2184,"",4605,"",[],[22],[],"",[],[11],"",[],""
1512,2185,"",4606,"",[],[24],[],"",[],[9],"",[],""
1513,2186,"","",4607,[],[24],[],"",[],[10],"",[],""
1514,2187,"","",4608,[],[24],[],"",[],[10],"",[],""
1515,2188,113,"","",[1368],[23],[],"",[52],[13],"",[],""
1516,2190,"",4609,"",[],[25],[],"",[],[7],"",[],""
1517,2191,"",4610,"",[],[25],[],"",[],[7],"",[],""
1518,2192,"",4611,"",[],[23],[],"",[],[12],"",[],""
1519,2193,"",4612,"",[],[22],[],"",[],[11],"",[],""
1520,2194,"",4613,"",[],[24],[],"",[],[9],"",[],""
1521,2195,"","",4614,[],[24],[],"",[],[10],"",[],""
1522,2196,"","",4615,[],[24],[],"",[],[10],"",[],""
1523,2197,"",4616,"",[],"[7,8,6,56]",[],"",[],"[1,4]","",[],""
1524,2198,114,"","",[1368],[23],[],"",[53],[13],"",[],""
1525,2199,"","",4617,[],[21],[],"",[],[15],"",[],""
1526,2201,117,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
1527,2202,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-26],[24],"",[],""
1528,2203,"","","",[347],[],[5647],"",[1],[24],"",[],""
1529,2204,"",4618,"",[],[25],[],"",[],[7],"",[],""
1530,2205,"",4619,"",[],[25],[],"",[],[7],"",[],""
1531,2206,"",4620,"",[],[23],[],"",[],[12],"",[],""
1532,2207,"",4621,"",[],[22],[],"",[],[11],"",[],""
1533,2208,"",4622,"",[],[24],[],"",[],[9],"",[],""
1534,2209,"","",4623,[],[24],[],"",[],[10],"",[],""
1535,2210,"","",4624,[],[24],[],"",[],[10],"",[],""
1536,2211,115,"","",[1368],[23],[],"",[54],[13],"",[],""
1537,2213,"","","",[347],[],"[5493,5494,5495,5497,5496]","",[14],[24],"",[],""
1538,2214,"",4625,"",[],[25],[],"",[],[7],"",[],""
1539,2215,"",4626,"",[],[23],[],"",[],[12],"",[],""
1540,2216,"",4627,"",[],[22],[],"",[],[11],"",[],""
1541,2217,"",4628,"",[],[24],[],"",[],[9],"",[],""
1542,2218,"","",4629,[],[24],[],"",[],[10],"",[],""
1543,2219,"",4630,"",[],"[16,17,15,14,9,11,12,32,10,57]",[],"",[],"[1,4]","",[],""
1544,2220,118,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
1545,2221,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-24],[24],"",[],""
1546,2222,"","","",[347],[],"[5405,5461]","",[4],[24],"",[],""
1547,2224,"",4631,"",[],"[16,17,15,14,9,11,12,32,10,57]",[],"",[],"[1,4]","",[],""
1548,2225,"",4632,"",[],[26],[],"",[],[4],"",[],""
1549,2226,"",4633,"",[],[25],[],"",[],[7],"",[],""
1550,2227,"",4634,"",[],[23],[],"",[],[12],"",[],""
1551,2228,"",4635,"",[],[22],[],"",[],[11],"",[],""
1552,2229,"",4636,"",[],[24],[],"",[],[9],"",[],""
1553,2230,"","",4637,[],[24],[],"",[],[10],"",[],""
1554,2232,"",4638,"",[],"[9,10,11,12,14,15,17,32,16,57]",[],"",[],"[1,4]","",[],""
1555,2231,"",4639,"",[],[25],[],"",[],[7],"",[],""
1556,2233,"",4640,"",[],[23],[],"",[],[12],"",[],""
1557,2234,"",4641,"",[],[22],[],"",[],[11],"",[],""
1558,2235,"",4642,"",[],[24],[],"",[],[9],"",[],""
1559,2236,"","",4643,[],[24],[],"",[],[10],"",[],""
1560,2237,"","",4644,[],[21],[],"",[],[15],"",[],""
1561,2238,147,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],""
1562,2239,148,"","",[1368],[23],[],"",[66],[13],"",[],""
1563,2240,"",4645,"",[],[25],[],"",[],[7],"",[],""
1564,2241,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-25],[24],"",[],""
1565,2242,"","",4646,[],[24],[],"",[],[10],"",[],""
1566,2243,"",4647,"",[],[25],[],"",[],[7],"",[],""
1567,2244,"",4648,"",[],[25],[],"",[],[7],"",[],""
1568,2245,"",4649,"",[],[25],[],"",[],[7],"",[],""
1569,2248,"",4650,"",[],[25],[],"",[],[7],"",[],""
1570,2249,"","","","[347,1302]",[],"[5338,5466]","","[6,2]",[24],"",[],""
1571,2251,127,"","",[1368],[23],[],"",[55],[13],"",[],""
1572,2252,"","","","[347,1302]",[],[5546],"","[4,2]",[24],"",[],""
1573,2253,"","","","[347,1302]",[],[5543],"","[2,3]",[24],"",[],""
1574,2254,"","","",[347],[],[5544],"",[2],[24],"",[],""
1575,2255,"","","",[347],[],[5639],"",[1],[24],"",[],""
1576,2256,"","","",[347],[],"[5640,5649]","",[1],[24],"",[],""
1577,2257,"","",4651,[],[24],[],"",[],[10],"",[],""
1578,2258,"","",4652,[],[24],[],"",[],[10],"",[],""
1579,2259,"","",4653,[9911],[24],[],"",[85],[10],"",[],""
1580,2260,"","","","[347,1180,10279]",[],"[5419,5490]","","[1,17,1]",[24],"",[],""
1581,2261,"","","","[347,1725,12059,9198]",[],[5615],"","[1,3,14,49]",[24],"",[],""
1582,2262,"","","","[347,1302,9329]",[],"[5356,5454]","","[-2,2,1]",[24],"",[],""
1583,2263,"","","",[347],[],[5256],"",[3],[24],"",[],""
1584,2264,"","","","[347,1302]",[],"[5545,5601]","","[1,3]",[24],"",[],""
1585,2265,"","","",[347],[],"[5405,5461]","",[5],[24],"",[],""
1586,2266,119,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1587,2267,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-28],[24],"",[],""
1588,2269,"",4654,"",[],[25],[],"",[],[7],"",[],""
1589,2270,"",4655,"",[],[25],[],"",[],[7],"",[],""
1590,2271,"",4656,"",[],[23],[],"",[],[12],"",[],""
1591,2272,"",4657,"",[],[22],[],"",[],[11],"",[],""
1592,2273,"",4658,"",[],[24],[],"",[],[9],"",[],""
1593,2275,120,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1594,2277,"",4659,"",[],"[11,9,10,15,16,17]",[],"",[],"[1,4]","",[],""
1595,2278,"",4660,"",[],[25],[],"",[],[7],"",[],""
1596,2279,"",4661,"",[],[23],[],"",[],[12],"",[],""
1597,2280,"",4662,"",[],[22],[],"",[],[11],"",[],""
1598,2281,"",4663,"",[],[24],[],"",[],[9],"",[],""
1599,2283,"",4664,"",[],[25],[],"",[],[7],"",[],""
1600,2284,"",4665,"",[],[25],[],"",[],[7],"",[],""
1601,2285,"",4666,"",[],[23],[],"",[],[12],"",[],""
1602,2286,"",4667,"",[],[22],[],"",[],[11],"",[],""
1603,2287,"",4668,"",[],[24],[],"",[],[9],"",[],""
1604,2288,"","",4669,[],[24],[],"",[],[10],"",[],""
1605,2289,"","",4670,[],[24],[],"",[],[10],"",[],""
1606,2290,"",4671,"",[],"[6,7,56,8,9,10,11,12,13,15,16,17,32]",[],"",[],"[1,4]","",[],""
1607,2291,121,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
1608,2293,"","",4672,[],[21],[],"",[],[15],"",[],""
1609,2294,123,"","",[1368],[23],[],"",[56],[13],"",[],""
1610,2295,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-31],[24],"",[],""
1611,2296,"","","",[1302],[],[5260],"",[5],[24],"",[],""
1612,2297,"",4673,"",[],[25],[],"",[],[7],"",[],""
1613,2298,"",4674,"",[],[25],[],"",[],[7],"",[],""
1614,2299,"",4675,"",[],[23],[],"",[],[12],"",[],""
1615,2300,"",4676,"",[],[22],[],"",[],[11],"",[],""
1616,2301,"",4677,"",[],[24],[],"",[],[9],"",[],""
1617,2302,"","",4678,[],[24],[],"",[],[10],"",[],""
1618,2303,"","",4679,[],[24],[],"",[],[10],"",[],""
1619,2305,124,"","",[1368],[23],[],"",[57],[13],"",[],""
1620,2306,"",4680,"",[],[25],[],"",[],[7],"",[],""
1621,2307,"",4681,"",[],[25],[],"",[],[7],"",[],""
1622,2308,"",4682,"",[],[23],[],"",[],[12],"",[],""
1623,2309,"",4683,"",[],[22],[],"",[],[11],"",[],""
1624,2310,"",4684,"",[],[24],[],"",[],[9],"",[],""
1625,2311,"","",4685,[],[24],[],"",[],[10],"",[],""
1626,2312,"","",4686,[],[24],[],"",[],[10],"",[],""
1627,2313,"",4687,"",[],"[6,7,56,8,9,10,11,12,14,57,15,16,17,32]",[],"",[],"[1,4]","",[],""
1628,2314,122,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
1629,2316,"","",4688,[],[21],[],"",[],[15],"",[],""
1630,2317,125,"","",[1368],[23],[],"",[58],[13],"",[],""
1631,2318,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-29],[24],"",[],""
1632,2319,"","","",[347],[],[5246],"",[6],[24],"",[],""
1633,2320,"",4689,"",[],[25],[],"",[],[7],"",[],""
1634,2321,"",4690,"",[],[25],[],"",[],[7],"",[],""
1635,2322,"",4691,"",[],[23],[],"",[],[12],"",[],""
1636,2323,"",4692,"",[],[22],[],"",[],[11],"",[],""
1637,2324,"",4693,"",[],[24],[],"",[],[9],"",[],""
1638,2325,"","",4694,[],[24],[],"",[],[10],"",[],""
1639,2326,"","",4695,[],[24],[],"",[],[10],"",[],""
1640,2328,126,"","",[1368],[23],[],"",[59],[13],"",[],""
1641,2329,"",4696,"",[],[25],[],"",[],[7],"",[],""
1642,2331,"","",4697,[],[24],[],"",[],[10],"",[],""
1643,2332,"",4698,"",[],[25],[],"",[],[7],"",[],""
1644,2333,"",4699,"",[],[25],[],"",[],[7],"",[],""
1645,2334,"",4700,"",[],[23],[],"",[],[12],"",[],""
1646,2335,"",4701,"",[],[22],[],"",[],[11],"",[],""
1647,2336,"",4702,"",[],[24],[],"",[],[9],"",[],""
1648,2337,"","",4703,[],[24],[],"",[],[10],"",[],""
1649,2339,"","","",[347],[],"[5508,5510,5509,5511,5539]","",[-2],[24],"",[],""
1650,2340,"",4704,"",[],[25],[],"",[],[7],"",[],""
1651,2341,"",4705,"",[],[23],[],"",[],[12],"",[],""
1652,2342,"",4706,"",[],[22],[],"",[],[11],"",[],""
1653,2343,"",4707,"",[],[24],[],"",[],[9],"",[],""
1654,2344,"","",4708,[],[24],[],"",[],[10],"",[],""
1655,2345,"",4709,"",[],"[6,7,56,8,9,10,11,12,15,32]",[],"",[],"[1,4]","",[],""
1656,2347,"","",4710,[],[21],[],"",[],[15],"",[],""
1657,2348,"","","",[347],[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","",[-30],[24],"",[],""
1658,2349,"",4711,"",[],[25],[],"",[],[7],"",[],""
1659,2350,"",4712,"",[],[23],[],"",[],[12],"",[],""
1660,2351,"",4713,"",[],[22],[],"",[],[11],"",[],""
1661,2352,"",4714,"",[],[24],[],"",[],[9],"",[],""
1662,2353,"","",4715,[],[24],[],"",[],[10],"",[],""
1663,2354,"","",4716,[],[21],[],"",[],[15],"",[],""
1664,2355,"",4717,"",[],[13],[],"",[],[1],"",[],""
1665,2356,"",4718,"",[],[20],[],"",[],[4],"",[],""
1666,2358,"","",4719,[],[24],[],"",[],[10],"",[],""
1667,2360,"",4720,"",[],[16],[],"",[],[1],"",[],""
1668,2361,"","","",[347],[],[5246],"",[3],[24],"",[],""
1669,2362,"","","",[347],[],[5306],"",[4],[24],"",[],""
1670,2363,"","","",[347],[],[5263],"",[3],[24],"",[],""
1671,2364,"","","",[347],[],"[5331,5473]","",[6],[24],"",[],""
1672,2366,"",4721,"",[10380],[25],[],"",[1],[7],"",[],""
1673,2367,"",4722,"",[10380],[23],[],"",[1],[12],"",[],""
1674,2368,"",4723,"",[10380],[22],[],"",[1],[11],"",[],""
1675,2369,"",4724,"",[10380],[24],[],"",[1],[9],"",[],""
1676,2370,"","",4725,[10380],[24],[],"",[1],[10],"",[],""
1677,2371,"","",4726,[10380],[24],[],"",[1],[10],"",[],""
1678,2372,"",4727,"",[10530],"[6,7,56,8,9,10,11,12,13,14,57,15,16,17,32]",[],"",[1],"[1,4]","",[],""
1679,2373,128,"","",[10531],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[1],"[2,5]","",[],""
1680,2374,129,"","","[1368,10380]",[23],[],"","[60,1]",[13],"",[],""
1681,2375,"","",4728,[10380],[21],[],"",[1],[15],"",[],""
1682,2365,"","","","[319,10380]",[4],[],"","[86,1]",[14],"",[],""
1683,2378,"","","",[347],[],[5306],"",[5],[24],"",[],""
1684,2379,"","","","[347,1302]",[],[5444],"","[5,5]",[24],"",[],""
1685,2380,"","","","[10376,347]",[],[5488],"","[1,1]",[24],"",[],""
1686,2381,"","","","[10376,347]",[],[5380],"","[1,1]",[24],"",[],""
1687,2382,"","","","[10376,347]",[],[5664],"","[1,1]",[24],"",[],""
1688,2383,"","","",[10379],[],"[5377,5666]","",[1],[24],"",[],""
1689,2384,"","","",[347],[],[5665],"",[1],[24],"",[],""
1690,2386,"","",4729,[],[24],[],"",[],[10],"",[],""
1691,2387,"","",4730,[],[24],[],"",[],[10],"",[],""
1692,2389,"",4731,"",[],[25],[],"",[],[7],"",[],""
1693,2390,"",4732,"",[],[23],[],"",[],[12],"",[],""
1694,2391,"",4733,"",[],[22],[],"",[],[11],"",[],""
1695,2392,"",4734,"",[],[24],[],"",[],[9],"",[],""
1696,2393,"",4735,"",[],[25],[],"",[],[7],"",[],""
1697,2394,130,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],""
1698,2395,"","","",[319],[4],[],"",[89],[14],"",[],""
1699,2397,"",4736,"",[],[25],[],"",[],[7],"",[],""
1700,2398,"",4737,"",[],[25],[],"",[],[7],"",[],""
1701,2399,"",4738,"",[],[23],[],"",[],[12],"",[],""
1702,2400,"",4739,"",[],[22],[],"",[],[11],"",[],""
1703,2401,"",4740,"",[],[24],[],"",[],[9],"",[],""
1704,2402,"","",4741,[],[24],[],"",[],[10],"",[],""
1705,2403,"","","",[319],[4],[],"",[88],[14],"",[],""
1706,2404,131,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],""
1707,2407,"",4742,"",[],[25],[],"",[],[7],"",[],""
1708,2408,"",4743,"",[],[25],[],"",[],[7],"",[],""
1709,2409,"",4744,"",[],[23],[],"",[],[12],"",[],""
1710,2410,"",4745,"",[],[22],[],"",[],[11],"",[],""
1711,2411,"",4746,"",[],[24],[],"",[],[9],"",[],""
1712,2412,132,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],""
1713,2413,"","","",[319],[4],[],"",[90],[14],"",[],""
1714,2415,"",4747,"",[],[25],[],"",[],[7],"",[],""
1715,2416,"",4748,"",[],[25],[],"",[],[7],"",[],""
1716,2417,"",4749,"",[],[23],[],"",[],[12],"",[],""
1717,2418,"",4750,"",[],[22],[],"",[],[11],"",[],""
1718,2419,"",4751,"",[],[24],[],"",[],[9],"",[],""
1719,2420,133,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],""
1720,2421,"","","",[319],[4],[],"",[87],[14],"",[],""
1721,2422,"","","",[319],[4],[],"",[92],[14],"",[],""
1722,2424,"",4752,"",[],[25],[],"",[],[7],"",[],""
1723,2425,"",4753,"",[],[25],[],"",[],[7],"",[],""
1724,2426,"",4754,"",[],[23],[],"",[],[12],"",[],""
1725,2427,"",4755,"",[],[22],[],"",[],[11],"",[],""
1726,2428,"",4756,"",[],[24],[],"",[],[9],"",[],""
1727,2429,"","",4757,[],[24],[],"",[],[10],"",[],""
1728,2430,"","",4758,[],[24],[],"",[],[10],"",[],""
1729,2431,"","",4759,[],[24],[],"",[],[10],"",[],""
1730,2432,"","",4760,[],[24],[],"",[],[10],"",[],""
1731,2433,134,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],""
1732,2436,"","","",[319],[4],[],"",[91],[14],"",[],""
1733,2447,135,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],""
1734,2438,136,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],""
1735,2439,"","",4761,[],[21],[],"",[],[15],"",[],""
1736,2441,"",4762,"",[],[25],[],"",[],[7],"",[],""
1737,2442,"",4763,"",[],[25],[],"",[],[7],"",[],""
1738,2443,"",4764,"",[],[23],[],"",[],[12],"",[],""
1739,2444,"",4765,"",[],[22],[],"",[],[11],"",[],""
1740,2445,"",4766,"",[],[24],[],"",[],[9],"",[],""
1741,2448,"","",4767,[],[24],[],"",[],[10],"",[],""
1742,2450,"",4768,"",[],[25],[],"",[],[7],"",[],""
1743,2451,"",4769,"",[],[25],[],"",[],[7],"",[],""
1744,2452,"",4770,"",[],[23],[],"",[],[12],"",[],""
1745,2453,"",4771,"",[],[22],[],"",[],[11],"",[],""
1746,2454,"",4772,"",[],[24],[],"",[],[9],"",[],""
1747,2458,145,"","",[1368],[23],[],"",[65],[13],"",[],""
1748,2459,146,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],""
1749,2461,"",4773,"",[],[25],[],"",[],[7],"",[],""
1750,2462,"",4774,"",[],[25],[],"",[],[7],"",[],""
1751,2456,"",4775,"",[],[25],[],"",[],[7],"",[],""
1752,2457,"","",4776,[],[25],[],"",[],"[8,21]","",[],""
1753,2463,"",4777,"",[],[25],[],"",[],[7],"",[],""
1754,2464,"",4778,"",[],[25],[],"",[],[7],"",[],""
1755,2465,"",4779,"",[],[23],[],"",[],[12],"",[],""
1756,2466,"",4780,"",[],[22],[],"",[],[11],"",[],""
1757,2467,"",4781,"",[],[24],[],"",[],[9],"",[],""
1758,2468,"","",4782,[],[24],[],"",[],[10],"",[],""
1759,2469,"","",4783,[],[24],[],"",[],[10],"",[],""
1760,2470,"","","","[347,1302,3599,2678]",[],[5518],"","[8,11,8,10]",[24],"",[],""
1761,2471,"","","","[347,9198]",[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","","[-32,22]",[24],"",[],""
1762,2473,137,"","",[1368],[23],[],"",[61],[13],"",[],""
1763,2476,"","",4784,[],[21],[],"",[],[15],"",[],""
1764,2474,138,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],""
1765,2475,"",4785,"",[],"[9,15,10]",[],"",[],"[1,4]","",[],""
1766,2477,"",4786,"",[],[25],[],"",[],[7],"",[],""
1767,2478,"",4787,"",[],[25],[],"",[],[7],"",[],""
1768,2479,"",4788,"",[],[23],[],"",[],[12],"",[],""
1769,2480,"",4789,"",[],[22],[],"",[],[11],"",[],""
1770,2481,"",4790,"",[],[24],[],"",[],[9],"",[],""
1771,2482,"","",4791,[],[24],[],"",[],[10],"",[],""
1772,2483,"","",4792,[],[24],[],"",[],[10],"",[],""
1773,2484,"","","","[347,9198]",[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","","[-33,23]",[24],"",[],""
1774,2485,"","","",[347],[],"[5493,5494,5495,5497,5496]","",[15],[24],"",[],""
1775,2487,139,"","",[1368],[23],[],"",[62],[13],"",[],""
1776,2488,"","",4793,[],[21],[],"",[],[15],"",[],""
1777,2489,140,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],""
1778,2490,"",4794,"",[],"[14,57,8]",[],"",[],"[1,4]","",[],""
1779,2491,"",4795,"",[],[25],[],"",[],[7],"",[],""
1780,2492,"",4796,"",[],[25],[],"",[],[7],"",[],""
1781,2493,"",4797,"",[],[23],[],"",[],[12],"",[],""
1782,2494,"",4798,"",[],[22],[],"",[],[11],"",[],""
1783,2495,"",4799,"",[],[24],[],"",[],[9],"",[],""
1784,2496,"","",4800,[],[24],[],"",[],[10],"",[],""
1785,2497,"","",4801,[],[24],[],"",[],[10],"",[],""
1786,2498,141,"","",[1368],[23],[],"",[63],[13],"",[],""
1787,2500,"","","",[347],[],"[5640,5649]","",[2],[24],"",[],""
1788,2501,"",4802,"",[],[25],[],"",[],[7],"",[],""
1789,2502,"",4803,"",[],[23],[],"",[],[12],"",[],""
1790,2503,"",4804,"",[],[22],[],"",[],[11],"",[],""
1791,2504,"",4805,"",[],[24],[],"",[],[9],"",[],""
1792,2505,"",4806,"",[],[13],[],"",[],[1],"",[],""
1793,2506,"",4807,"",[],[20],[],"",[],[4],"",[],""
1794,2507,"",4808,"",[],[25],[],"",[],[7],"",[],""
1795,2508,"",4809,"",[],[23],[],"",[],[12],"",[],""
1796,2509,"",4810,"",[],[22],[],"",[],[11],"",[],""
1797,2510,"",4811,"",[],[24],[],"",[],[9],"",[],""
1798,2511,"","",4812,[],[24],[],"",[],[10],"",[],""
1799,2512,"","",4813,[],[21],[],"",[],[15],"",[],""
1800,2513,142,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],""
1801,2514,"",4814,"",[],"[6,7,56,8,9,10,11,12,15,16,17,32]",[],"",[],"[1,4]","",[],""
1802,2515,143,"","",[1368],[23],[],"",[64],[13],"",[],""
1803,2516,144,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],""
1804,2517,"","",4815,[],[21],[],"",[],[15],"",[],""
1805,2518,"","","","[347,9198]",[],[5656],"","[1,33]",[24],"",[],""
1806,2519,"","","","[347,9198]",[],[5306],"","[6,33]",[24],"",[],""
1807,2520,"","","","[347,9198]",[],"[5493,5494,5495,5497,5496]","","[17,33]",[24],"",[],""
1808,2521,"","","","[347,1302]",[],"[5352,5457]","","[3,1]",[24],"",[],""
1809,2522,"",4816,"",[],[25],[],"",[],[7],"",[],""
1810,2523,"",4817,"",[],[23],[],"",[],[12],"",[],""
1811,2524,"",4818,"",[],[22],[],"",[],[11],"",[],""
1812,2525,"",4819,"",[],[24],[],"",[],[9],"",[],""
1813,2526,"","",4820,[],[24],[],"",[],[10],"",[],""
1814,2527,"",4821,"",[],"[11,16]",[],"",[],"[1,4]","",[],""
1815,2528,"",4822,"",[],[26],[],"",[],[4],"",[],""
1816,2530,"","","","[347,9198]",[],"[5493,5494,5495,5497,5496]","","[16,37]",[24],"",[],""
1817,2531,"",4823,"",[],[25],[],"",[],[7],"",[],""
1818,2532,"",4824,"",[],[23],[],"",[],[12],"",[],""
1819,2533,"",4825,"",[],[22],[],"",[],[11],"",[],""
1820,2534,"",4826,"",[],[24],[],"",[],[9],"",[],""
1821,2535,"","",4827,[],[24],[],"",[],[10],"",[],""
1822,2536,"",4828,"",[],"[9,10,15]",[],"",[],"[1,4]","",[],""
1823,2537,"","",4829,[],[21],[],"",[],[15],"",[],""
1824,2538,"","","","[347,9329]",[],[5320],"","[1,1]",[24],"",[],""
1825,1845,"","","",[319],[4],[],"",[93],[14],"",[],""
1826,1846,"","","","[347,9198]",[],"[5357,5481,5358,5359,5360,5480,5361,5479,5362,5363,5364,5365,5369,5478,5431,5433,5435,5512,5698,5432,5434,5436,5617,5616,5629,5631,5652,5648,5744,5745,5746,5747,5755]","","[-34,37]",[24],"",[],""
1827,2539,"","","",[1222],[],"[5392,5670,5674,5532]","",[12],[24],"",[],""
1828,2541,149,"","",[1368],[23],[],"",[67],[13],"",[],""
1829,2542,"","",4830,[],[24],[],"",[],[10],"",[],""
1830,2543,"",4831,"",[],[25],[],"",[],[7],"",[],""
1831,2544,"",4832,"",[],[25],[],"",[],[7],"",[],""
1832,2545,"",4833,"",[],[25],[],"",[],[7],"",[],""
1833,2546,"",4834,"",[],[25],[],"",[],[7],"",[],""
1834,2547,"",4835,"",[],[23],[],"",[],[12],"",[],""
1835,2548,"",4836,"",[],[22],[],"",[],[11],"",[],""
1836,2549,"",4837,"",[],[24],[],"",[],[9],"",[],""
1837,2550,"","",4838,[],[21],[],"",[],[15],"",[],""
1838,2551,"","",4839,[],[24],[],"",[],[10],"",[],""
1839,2552,150,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],""
1840,2555,"",4840,"",[],[25],[],"",[],[7],"",[],""
1841,2556,"",4841,"",[],[23],[],"",[],[12],"",[],""
1842,2557,"",4842,"",[],[22],[],"",[],[11],"",[],""
