"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","i32","i32","i32","bool","i32","[rid]","row","rid","bool","[rid]","[rid]","i32","i32","bool","rid","rid","bool","rid"
107,"Metadata/Items/Currency/CurrencyEssenceAnger1",30,1,1,"Muttering Essence of Anger","Metadata/Items/Currency/StackableCurrency",10,"",[],1,34,[302],30,2652160,0,0,0,"",-36091224,[],252,"","",[],[],-16843010,-16843010,"","","","",41
108,"Metadata/Items/Currency/CurrencyEssenceAnger2",30,1,1,"Weeping Essence of Anger","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],30,2652416,0,0,0,"",-1327428615,[],252,"","",[],[],-16843010,-16843010,"","","","",41
109,"Metadata/Items/Currency/CurrencyEssenceAnger3",30,1,1,"Wailing Essence of Anger","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],30,2652672,0,0,0,"",891153638,[],252,"","",[],[],-16843010,-16843010,"","","","",41
110,"Metadata/Items/Currency/CurrencyEssenceAnger4",30,1,1,"Screaming Essence of Anger","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],30,2652928,0,0,0,"",128783824,[],252,"","",[],[],-16843010,-16843010,"","","","",41
111,"Metadata/Items/Currency/CurrencyEssenceAnger5",30,1,1,"Shrieking Essence of Anger","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2653184,0,0,0,"",-452117587,[],252,"","",[],[],-16843010,-16843010,"","","","",41
112,"Metadata/Items/Currency/CurrencyEssenceAnger6",30,1,1,"Deafening Essence of Anger","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],30,2653440,0,0,0,"",1536872438,[],252,"","",[],[],-16843010,-16843010,"","","","",41
113,"Metadata/Items/Currency/CurrencyEssenceTorment1",30,1,1,"Muttering Essence of Torment","Metadata/Items/Currency/StackableCurrency",10,"",[],1,34,[302],30,2653696,0,0,0,"",-475311494,[],252,"","",[],[],-16843010,-16843010,"","","","",41
114,"Metadata/Items/Currency/CurrencyEssenceTorment2",30,1,1,"Weeping Essence of Torment","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],30,2653952,0,0,0,"",1008794806,[],252,"","",[],[],-16843010,-16843010,"","","","",41
115,"Metadata/Items/Currency/CurrencyEssenceTorment3",30,1,1,"Wailing Essence of Torment","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],30,2654208,0,0,0,"",-1179354155,[],252,"","",[],[],-16843010,-16843010,"","","","",41
116,"Metadata/Items/Currency/CurrencyEssenceTorment4",30,1,1,"Screaming Essence of Torment","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],30,2654464,0,0,0,"",747230036,[],252,"","",[],[],-16843010,-16843010,"","","","",41
117,"Metadata/Items/Currency/CurrencyEssenceTorment5",30,1,1,"Shrieking Essence of Torment","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2654720,0,0,0,"",-826006652,[],252,"","",[],[],-16843010,-16843010,"","","","",41
118,"Metadata/Items/Currency/CurrencyEssenceTorment6",30,1,1,"Deafening Essence of Torment","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],30,2654976,0,0,0,"",-1551618851,[],252,"","",[],[],-16843010,-16843010,"","","","",41
119,"Metadata/Items/Currency/CurrencyEssenceFear1",30,1,1,"Muttering Essence of Fear","Metadata/Items/Currency/StackableCurrency",10,"",[],1,34,[302],30,2655232,0,0,0,"",697488794,[],252,"","",[],[],-16843010,-16843010,"","","","",41
120,"Metadata/Items/Currency/CurrencyEssenceFear2",30,1,1,"Weeping Essence of Fear","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],30,2655488,0,0,0,"",-185991819,[],252,"","",[],[],-16843010,-16843010,"","","","",41
121,"Metadata/Items/Currency/CurrencyEssenceFear3",30,1,1,"Wailing Essence of Fear","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],30,2655744,0,0,0,"",2034631909,[],252,"","",[],[],-16843010,-16843010,"","","","",41
122,"Metadata/Items/Currency/CurrencyEssenceFear4",30,1,1,"Screaming Essence of Fear","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],30,2656000,0,0,0,"",-575837846,[],252,"","",[],[],-16843010,-16843010,"","","","",41
123,"Metadata/Items/Currency/CurrencyEssenceFear5",30,1,1,"Shrieking Essence of Fear","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2656256,0,0,0,"",117284401,[],252,"","",[],[],-16843010,-16843010,"","","","",41
124,"Metadata/Items/Currency/CurrencyEssenceFear6",30,1,1,"Deafening Essence of Fear","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],30,2656512,0,0,0,"",-779044208,[],252,"","",[],[],-16843010,-16843010,"","","","",41
125,"Metadata/Items/Currency/CurrencyEssenceSuffering1",30,1,1,"Weeping Essence of Suffering","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],30,2656768,0,0,0,"",836789809,[],252,"","",[],[],-16843010,-16843010,"","","","",41
126,"Metadata/Items/Currency/CurrencyEssenceSuffering2",30,1,1,"Wailing Essence of Suffering","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],30,2657024,0,0,0,"",-1267169214,[],252,"","",[],[],-16843010,-16843010,"","","","",41
127,"Metadata/Items/Currency/CurrencyEssenceSuffering3",30,1,1,"Screaming Essence of Suffering","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],30,2657280,0,0,0,"",-1833058895,[],252,"","",[],[],-16843010,-16843010,"","","","",41
128,"Metadata/Items/Currency/CurrencyEssenceSuffering4",30,1,1,"Shrieking Essence of Suffering","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2657536,0,0,0,"",864068417,[],252,"","",[],[],-16843010,-16843010,"","","","",41
129,"Metadata/Items/Currency/CurrencyEssenceSuffering5",30,1,1,"Deafening Essence of Suffering","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],30,2657792,0,0,0,"",222024053,[],252,"","",[],[],-16843010,-16843010,"","","","",41
130,"Metadata/Items/Currency/CurrencyEssenceRage1",30,1,1,"Weeping Essence of Rage","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],30,2658048,0,0,0,"",-1583709973,[],252,"","",[],[],-16843010,-16843010,"","","","",41
131,"Metadata/Items/Currency/CurrencyEssenceRage2",30,1,1,"Wailing Essence of Rage","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],30,2658304,0,0,0,"",292711936,[],252,"","",[],[],-16843010,-16843010,"","","","",41
132,"Metadata/Items/Currency/CurrencyEssenceRage3",30,1,1,"Screaming Essence of Rage","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],30,2658560,0,0,0,"",-645724387,[],252,"","",[],[],-16843010,-16843010,"","","","",41
133,"Metadata/Items/Currency/CurrencyEssenceRage4",30,1,1,"Shrieking Essence of Rage","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2658816,0,0,0,"",-193173256,[],252,"","",[],[],-16843010,-16843010,"","","","",41
134,"Metadata/Items/Currency/CurrencyEssenceRage5",30,1,1,"Deafening Essence of Rage","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],30,2659072,0,0,0,"",-954409300,[],252,"","",[],[],-16843010,-16843010,"","","","",41
135,"Metadata/Items/Currency/CurrencyEssenceWrath1",30,1,1,"Weeping Essence of Wrath","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],30,2659328,0,0,0,"",1046769873,[],252,"","",[],[],-16843010,-16843010,"","","","",41
136,"Metadata/Items/Currency/CurrencyEssenceWrath2",30,1,1,"Wailing Essence of Wrath","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],30,2659584,0,0,0,"",-383181272,[],252,"","",[],[],-16843010,-16843010,"","","","",41
137,"Metadata/Items/Currency/CurrencyEssenceWrath3",30,1,1,"Screaming Essence of Wrath","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],30,2659840,0,0,0,"",491155825,[],252,"","",[],[],-16843010,-16843010,"","","","",41
138,"Metadata/Items/Currency/CurrencyEssenceWrath4",30,1,1,"Shrieking Essence of Wrath","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2660096,0,0,0,"",-150361862,[],252,"","",[],[],-16843010,-16843010,"","","","",41
139,"Metadata/Items/Currency/CurrencyEssenceWrath5",30,1,1,"Deafening Essence of Wrath","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],30,2660352,0,0,0,"",1926779813,[],252,"","",[],[],-16843010,-16843010,"","","","",41
140,"Metadata/Items/Currency/CurrencyEssenceDoubt1",30,1,1,"Weeping Essence of Doubt","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],30,2660608,0,0,0,"",-557327777,[],252,"","",[],[],-16843010,-16843010,"","","","",41
141,"Metadata/Items/Currency/CurrencyEssenceDoubt2",30,1,1,"Wailing Essence of Doubt","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],30,2660864,0,0,0,"",-1074439089,[],252,"","",[],[],-16843010,-16843010,"","","","",41
142,"Metadata/Items/Currency/CurrencyEssenceDoubt3",30,1,1,"Screaming Essence of Doubt","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],30,2661120,0,0,0,"",1419643846,[],252,"","",[],[],-16843010,-16843010,"","","","",41
143,"Metadata/Items/Currency/CurrencyEssenceDoubt4",30,1,1,"Shrieking Essence of Doubt","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2661376,0,0,0,"",2044538361,[],252,"","",[],[],-16843010,-16843010,"","","","",41
144,"Metadata/Items/Currency/CurrencyEssenceDoubt5",30,1,1,"Deafening Essence of Doubt","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],30,2661632,0,0,0,"",-444339820,[],252,"","",[],[],-16843010,-16843010,"","","","",41
145,"Metadata/Items/Currency/CurrencyEssenceAnguish1",30,1,1,"Wailing Essence of Anguish","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],30,2661888,0,0,0,"",-964777382,[],252,"","",[],[],-16843010,-16843010,"","","","",41
146,"Metadata/Items/Currency/CurrencyEssenceAnguish2",30,1,1,"Screaming Essence of Anguish","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],30,2662144,0,0,0,"",1027011185,[],252,"","",[],[],-16843010,-16843010,"","","","",41
147,"Metadata/Items/Currency/CurrencyEssenceAnguish3",30,1,1,"Shrieking Essence of Anguish","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2662400,0,0,0,"",-1839053998,[],252,"","",[],[],-16843010,-16843010,"","","","",41
148,"Metadata/Items/Currency/CurrencyEssenceAnguish4",30,1,1,"Deafening Essence of Anguish","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],30,2662656,0,0,0,"",1845632009,[],252,"","",[],[],-16843010,-16843010,"","","","",41
149,"Metadata/Items/Currency/CurrencyEssenceLoathing1",30,1,1,"Wailing Essence of Loathing","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],30,2662912,0,0,0,"",-1618168670,[],252,"","",[],[],-16843010,-16843010,"","","","",41
150,"Metadata/Items/Currency/CurrencyEssenceLoathing2",30,1,1,"Screaming Essence of Loathing","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],30,2663168,0,0,0,"",-2058874949,[],252,"","",[],[],-16843010,-16843010,"","","","",41
151,"Metadata/Items/Currency/CurrencyEssenceLoathing3",30,1,1,"Shrieking Essence of Loathing","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2663424,0,0,0,"",-697952158,[],252,"","",[],[],-16843010,-16843010,"","","","",41
152,"Metadata/Items/Currency/CurrencyEssenceLoathing4",30,1,1,"Deafening Essence of Loathing","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],30,2663680,0,0,0,"",-417900903,[],252,"","",[],[],-16843010,-16843010,"","","","",41
153,"Metadata/Items/Currency/CurrencyEssenceSpite1",30,1,1,"Wailing Essence of Spite","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],30,2663936,0,0,0,"",-2072698540,[],252,"","",[],[],-16843010,-16843010,"","","","",41
154,"Metadata/Items/Currency/CurrencyEssenceSpite2",30,1,1,"Screaming Essence of Spite","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],30,2664192,0,0,0,"",-19953861,[],252,"","",[],[],-16843010,-16843010,"","","","",41
155,"Metadata/Items/Currency/CurrencyEssenceSpite3",30,1,1,"Shrieking Essence of Spite","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2664448,0,0,0,"",-1542366365,[],252,"","",[],[],-16843010,-16843010,"","","","",41
156,"Metadata/Items/Currency/CurrencyEssenceSpite4",30,1,1,"Deafening Essence of Spite","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],30,2664704,0,0,0,"",473094408,[],252,"","",[],[],-16843010,-16843010,"","","","",41
157,"Metadata/Items/Currency/CurrencyEssenceZeal1",30,1,1,"Wailing Essence of Zeal","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],30,2664960,0,0,0,"",-355385139,[],252,"","",[],[],-16843010,-16843010,"","","","",41
158,"Metadata/Items/Currency/CurrencyEssenceZeal2",30,1,1,"Screaming Essence of Zeal","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],30,2665216,0,0,0,"",839378797,[],252,"","",[],[],-16843010,-16843010,"","","","",41
159,"Metadata/Items/Currency/CurrencyEssenceZeal3",30,1,1,"Shrieking Essence of Zeal","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2665472,0,0,0,"",-1822562206,[],252,"","",[],[],-16843010,-16843010,"","","","",41
160,"Metadata/Items/Currency/CurrencyEssenceZeal4",30,1,1,"Deafening Essence of Zeal","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],30,2665728,0,0,0,"",1492393166,[],252,"","",[],[],-16843010,-16843010,"","","","",41
161,"Metadata/Items/Currency/CurrencyEssenceMisery1",30,1,1,"Screaming Essence of Misery","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],30,2665984,0,0,0,"",-760080401,[],252,"","",[],[],-16843010,-16843010,"","","","",41
162,"Metadata/Items/Currency/CurrencyEssenceMisery2",30,1,1,"Shrieking Essence of Misery","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2666240,0,0,0,"",557934500,[],252,"","",[],[],-16843010,-16843010,"","","","",41
163,"Metadata/Items/Currency/CurrencyEssenceMisery3",30,1,1,"Deafening Essence of Misery","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],30,2666496,0,0,0,"",-1973061961,[],252,"","",[],[],-16843010,-16843010,"","","","",41
164,"Metadata/Items/Currency/CurrencyEssenceDread1",30,1,1,"Screaming Essence of Dread","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],30,2666752,0,0,0,"",2086905859,[],252,"","",[],[],-16843010,-16843010,"","","","",41
165,"Metadata/Items/Currency/CurrencyEssenceDread2",30,1,1,"Shrieking Essence of Dread","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2667008,0,0,0,"",330229883,[],252,"","",[],[],-16843010,-16843010,"","","","",41
166,"Metadata/Items/Currency/CurrencyEssenceDread3",30,1,1,"Deafening Essence of Dread","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],30,2667264,0,0,0,"",1669260288,[],252,"","",[],[],-16843010,-16843010,"","","","",41
167,"Metadata/Items/Currency/CurrencyEssenceScorn1",30,1,1,"Screaming Essence of Scorn","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],30,2667520,0,0,0,"",122642368,[],252,"","",[],[],-16843010,-16843010,"","","","",41
168,"Metadata/Items/Currency/CurrencyEssenceScorn2",30,1,1,"Shrieking Essence of Scorn","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2667776,0,0,0,"",-1016206409,[],252,"","",[],[],-16843010,-16843010,"","","","",41
169,"Metadata/Items/Currency/CurrencyEssenceScorn3",30,1,1,"Deafening Essence of Scorn","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],30,2668032,0,0,0,"",1247641969,[],252,"","",[],[],-16843010,-16843010,"","","","",41
170,"Metadata/Items/Currency/CurrencyEssenceEnvy1",30,1,1,"Screaming Essence of Envy","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],30,2668288,0,0,0,"",-1691201624,[],252,"","",[],[],-16843010,-16843010,"","","","",41
171,"Metadata/Items/Currency/CurrencyEssenceEnvy2",30,1,1,"Shrieking Essence of Envy","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2668544,0,0,0,"",-718463325,[],252,"","",[],[],-16843010,-16843010,"","","","",41
172,"Metadata/Items/Currency/CurrencyEssenceEnvy3",30,1,1,"Deafening Essence of Envy","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],30,2668800,0,0,0,"",692127728,[],252,"","",[],[],-16843010,-16843010,"","","","",41
173,"Metadata/Items/Currency/CurrencyEssenceHysteria1",30,1,1,"Essence of Hysteria","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2669056,0,0,0,"",-306989797,[],252,"","",[],[],-16843010,-16843010,"","","","",41
174,"Metadata/Items/Currency/CurrencyEssenceInsanity1",30,1,1,"Essence of Insanity","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2669312,0,0,0,"",-1454947071,[],252,"","",[],[],-16843010,-16843010,"","","","",41
175,"Metadata/Items/Currency/CurrencyEssenceHorror1",30,1,1,"Essence of Horror","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2669568,0,0,0,"",-2010504687,[],252,"","",[],[],-16843010,-16843010,"","","","",41
176,"Metadata/Items/Currency/CurrencyEssenceDelirium1",30,1,1,"Essence of Delirium","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],30,2669824,0,0,0,"",-1499847665,[],252,"","",[],[],-16843010,-16843010,"","","","",41
177,"Metadata/Items/Currency/CurrencyCorruptMonolith",30,1,1,"Remnant of Corruption","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],30,2670080,0,0,0,"",411361590,[],252,"","",[],[],-16843010,-16843010,"","","","",""
178,"Metadata/Items/Currency/CurrencyAddAtlasMod",30,1,1,"Simple Sextant","Metadata/Items/Currency/StackableCurrency",68,"",[],1,34,"[70,674]",30,2670849,0,0,0,"",-1612288497,[],252,"","",[],[],180,0,"","","","",""
179,"Metadata/Items/Currency/CurrencyAddAtlasModMid",30,1,1,"Prime Sextant","Metadata/Items/Currency/StackableCurrency",73,"",[],1,34,"[70,674]",30,2671105,0,0,0,"",1119070842,[7487],252,"","",[],[],180,0,"","","","",""
180,"Metadata/Items/Currency/CurrencyAddAtlasModHigh",30,1,1,"Awakened Sextant","Metadata/Items/Currency/StackableCurrency",81,"",[],1,34,"[70,674]",30,2671360,0,0,0,"",2064612145,[7487],252,"","",[],[],-16843010,-16843010,"","","","",""
181,"Metadata/Items/Currency/CurrencyAddAtlasModMaven",30,1,1,"Elevated Sextant","Metadata/Items/Currency/StackableCurrency",83,"",[],1,34,"[70,674]",30,2671616,0,0,0,"",-379771748,[],252,"","",[],[],-16843010,-16843010,1,"","","",""
182,"Metadata/Items/Currency/CurrencySealMapLow",30,1,1,"Apprentice Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],30,2676993,0,0,0,"",-1985734643,[],252,"","",[],[],-16843010,-16843010,"","","","",""
183,"Metadata/Items/Currency/CurrencySealMapMid",30,1,1,"Journeyman Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],30,2677249,0,0,0,"",385790233,[],252,"","",[],[],-16843010,-16843010,"","","","",""
184,"Metadata/Items/Currency/CurrencySealMapHigh",30,1,1,"Master Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],30,2677505,0,0,0,"",702360988,[],252,"","",[],[],-16843010,-16843010,"","","","",""
185,"Metadata/Items/Currency/CurrencyRespecShapersOrb",30,1,1,"Unshaping Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],30,20224,0,0,0,"",-1248033172,[],252,"","",[],[],-16843010,-16843010,"","","","",""
186,"Metadata/Items/Currency/CurrencyBreachFireShard",30,1,1,"Splinter of Xoph","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],30,20480,0,0,0,"",1990798296,[],252,"","",[],[],-16843010,-16843010,"","","","",""
187,"Metadata/Items/Currency/CurrencyBreachColdShard",30,1,1,"Splinter of Tul","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],30,20736,0,0,0,"",82596217,[],252,"","",[],[],-16843010,-16843010,"","","","",""
188,"Metadata/Items/Currency/CurrencyBreachLightningShard",30,1,1,"Splinter of Esh","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],30,20992,0,0,0,"",-1467398811,[],252,"","",[],[],-16843010,-16843010,"","","","",""
189,"Metadata/Items/Currency/CurrencyBreachPhysicalShard",30,1,1,"Splinter of Uul-Netol","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],30,21248,0,0,0,"",-1485214970,[],252,"","",[],[],-16843010,-16843010,"","","","",""
190,"Metadata/Items/Currency/CurrencyBreachChaosShard",30,1,1,"Splinter of Chayula","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],30,21504,0,0,0,"",1862256734,[],252,"","",[],[],-16843010,-16843010,"","","","",""
191,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueFire",30,1,1,"Blessing of Xoph","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[443],30,21760,0,0,0,"",-1497360724,[],252,"","",[],[],-16843010,-16843010,1,"","","",""
192,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueCold",30,1,1,"Blessing of Tul","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[443],30,22016,0,0,0,"",-473126873,[],252,"","",[],[],-16843010,-16843010,1,"","","",""
