"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","rid","bool","[rid]","[rid]","[rid]","[rid]","i32","bool","rid"
114,"flask_utility_critical_strike_chance","You have increased Critical Strike Chance","","","Diamond Flask",[554],1,3,"","","","",21,109,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[554],[],0,"",""
115,"flask_utility_resist_fire","You have additional Fire Resistance and less Fire Damage taken","","","Ruby Flask","[144,8653]",1,3,"","","","",21,110,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[144,8653]",[],0,"",""
116,"flask_utility_resist_cold","You have additional Cold Resistance and less Cold Damage taken","","","Sapphire Flask","[146,8654]",1,3,"","","","",21,111,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[146,8654]",[],0,"",""
117,"flask_utility_resist_lightning","You have additional Lightning Resistance and less Lightning Damage taken","","","Topaz Flask","[148,8655]",1,3,"","","","",21,112,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[148,8655]",[],0,"",""
118,"flask_utility_ironskin","You have additional Armour","","","Granite Flask",[116],1,3,"","","","",21,113,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[116],[],0,"",""
119,"flask_utility_sprint","You have increased Movement Speed","","","Quicksilver Flask",[177],1,3,"","","","",21,114,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[177],[],0,"",""
120,"flask_utility_resist_chaos","You have additional Chaos Resistance","","","Amethyst Flask",[150],1,3,"","","","",21,115,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[150],[],0,"",""
121,"flask_utility_phase","You have additional chance to Suppress Spell Damage and Phasing, allowing you to move through enemies","","","Quartz Flask","[1854,14787]",1,3,"","","","",21,116,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1854,14787]",[],0,"",""
122,"flask_utility_evasion","You have additional Evasion Rating","","","Jade Flask",[119],1,3,"","","","",21,117,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[119],[],0,"",""
123,"flask_utility_stone","You have more Armour","","","Basalt Flask",[14410],1,3,"","","","",21,125,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[14410],[],0,"",""
124,"flask_utility_aquamarine","The effect of being Frozen on you is reduced.","","","Aquamarine Flask",[14413],1,3,"","","","",21,120,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[14413],[],0,"",""
125,"flask_utility_prismatic","You have additional Elemental Resistances","","","Bismuth Flask",[141],1,3,"","","","",21,121,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[141],[],0,"",""
126,"flask_utility_smoke","You have more Evasion Rating","","","Stibnite Flask",[14409],1,3,"","","","",21,122,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[14409],[],0,"",""
127,"flask_utility_consecrate","You deal increased Damage","","","Sulphur Flask",[24],1,3,"","","","",21,123,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,"",""
128,"flask_utility_haste","You have Onslaught","","","Silver Flask",[1750],1,3,"","","","",21,124,1,"",4,"",1,1,1,0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1750],[],0,"",""
129,"flask_utility_rarity","You find items of increased Rarity","","","Gold Flask",[153],1,3,"","","","",21,126,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[153],[],0,"",""
130,"flask_utility_ward","You have additional Ward","","","Iron Flask",[14356],1,3,"","","","",21,127,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[14356],[],0,"",""
131,"flask_utility_adaptation","You have additional Adaptation Rating","","","Steel Flask",[14364],1,3,"","","","",21,128,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[14364],[],0,"",""
132,"monster_aura_cannot_die","Other Allies Cannot Die","","","Cannot Die Aura",[398],1,3,"","","","",21,130,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[398],[],0,"",""
133,"monster_aura_slow","Enemies are Slowed","","","Slow Aura",[177],1,3,"","","","",21,131,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[177],[],0,"",""
134,"monster_aura_damage_reduction","Allies take less Damage","","","Damage Reduction Aura",[477],1,3,"","","","",21,132,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,"",""
135,"hidden_monster","",1,"","","[140,701,861,1855]","",2,"","","","",21,0,1,"",15,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[140,701,861,1855]",[],0,"",""
136,"block_test","Testing only!!!!","",1,"Block Test","[19,216]",1,2,"","","","",21,133,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[19,216]",[],0,"",""
137,"bleeding","You are Bleeding, causing you to take Physical Damage over time. The Damage will be higher while you are moving.","","","Bleeding","[7821,462]",1,3,"","","",1,21,134,1,"",2,"",1,1,"",0,"","Bleeding","","","","","",4,"","",0,[],"","","","",[],[],"[7821,462]",[14572],0,"",""
138,"bleeding_moving","",1,"","",[7821],1,3,"","","",1,21,135,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[7821],[],0,"",""
139,"player_aura_armour","Grants more Armour","",1,"Determination Aura","[7146,116,1130,6084,12974,1035,24,1905,451]",1,3,"","","","",21,138,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7146,116,1130,6084,12974,1035,24,1905,451]",[],0,"",""
140,"player_aura_evasion","Grants additional Evasion","",1,"Grace Aura","[7147,119,1673,620,3640,1035,24,1905,451]",1,3,"","","","",21,139,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7147,119,1673,620,3640,1035,24,1905,451]",[],0,"",""
141,"player_aura_resists","Grants additional Elemental Resistances and Immunity to Elemental Ailments","",1,"Purity of Elements Aura","[7158,141,943,944,945,596,1035,24,1905,451]",1,3,"","","","",21,140,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[6427],"[7158,141,943,944,945,596,1035,24,1905,451]",[],0,"",""
142,"player_aura_fire_resist","Grants additional Fire Resistance","",1,"Purity of Fire Aura","[7155,943,144,593,192,1035,24,1905,451]",1,3,"","","","",21,141,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7155,943,144,593,192,1035,24,1905,451]",[],0,"",""
143,"player_aura_cold_resist","Grants additional Cold Resistance","",1,"Purity of Ice Aura","[7156,944,146,594,191,1035,24,1905,451]",1,3,"","","","",21,142,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7156,944,146,594,191,1035,24,1905,451]",[],0,"",""
144,"player_aura_lightning_resist","Grants additional Lightning Resistance","",1,"Purity of Lightning Aura","[7157,945,148,595,193,1035,24,1905,451]",1,3,"","","","",21,143,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7157,945,148,595,193,1035,24,1905,451]",[],0,"",""
145,"player_aura_energy_shield","Grants additional Energy Shield, and increased Energy Shield Recharge Rate","",1,"Discipline Aura","[7148,133,138,8869,139,1035,24,1905,451]",1,3,"","","","",21,144,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7148,133,138,8869,139,1035,24,1905,451]",[],0,"",""
146,"player_aura_fire_damage","Grants additional Fire Damage","",1,"Anger Aura","[7150,45,46,1588,1589,177,209,1035,24,1905,451]",1,3,"","","","",21,146,1,"",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7150,45,46,1588,1589,177,209,1035,24,1905,451]",[],0,"",""
147,"player_aura_cold_damage","Grants some of Physical damage as extra Cold Damage, and more Cold Damage","",1,"Hatred Aura","[7151,448,8880,6473,13057,1035,24,1905,451]",1,3,"","","","",21,149,1,"",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7151,448,8880,6473,13057,1035,24,1905,451]",[],0,"",""
148,"player_aura_lightning_damage","Grants additional Lightning Damage","",1,"Wrath Aura","[7149,59,60,2966,1035,24,1905,451]",1,3,"","","","",21,152,1,"",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7149,59,60,2966,1035,24,1905,451]",[],0,"",""
149,"player_aura_speed","Grants increased Cast and Attack Speeds.","",1,"Haste Aura","[7154,70,216,177,1342,175,13056,1035,24,1905,451]",1,3,"","","","",21,156,1,"",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7154,70,216,177,1342,175,13056,1035,24,1905,451]",[],0,"",""
150,"player_aura_life_regen","Grants Life regeneration","",1,"Vitality Aura","[7152,125,3094,584,1035,24,1905,451]",1,3,"","","","",21,158,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7152,125,3094,584,1035,24,1905,451]",[],0,"",""
151,"power_shot_hit","If you die under the effect of this buff, you will grant a power charge",1,"","Hit by Power Siphon",[],"",1,"","","",1,21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
152,"player_aura_mana_regen","Grants Mana regeneration","",1,"Clarity Aura","[7153,131,400,12956,1035,24,1905,451]",1,3,"","","","",21,159,"","",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[7153,131,400,12956,1035,24,1905,451]",[],0,"",""
153,"vaal_aura_armour","Grants additional Armour and Resistances","",1,"Vaal Determination Aura","[7146,1035,141,1035,24,1905,451]",1,3,"","","","",21,164,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7146,1035,141,1035,24,1905,451]",[],0,"",""
154,"vaal_aura_life_regen","Grants Life regeneration","",1,"Vaal Vitality Aura","[7152,451,1035,24,1905,451]",1,3,"","","","",21,163,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7152,451,1035,24,1905,451]",[],0,"",""
155,"vaal_aura_no_mana_cost","Skills cost no Mana","",1,"Vaal Clarity Aura","[7153,1894,1035,24,1905,451]",1,3,"","","","",21,302,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7153,1894,1035,24,1905,451]",[],0,"",""
156,"vaal_aura_dodge","Grants additional chance to Evade Attack Hits, and makes Suppressed Spell Damage unlucky against you.","",1,"Vaal Grace Aura","[7147,7043,15105,1035,24,1905,126]",1,3,"","","","",21,303,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7147,7043,15105,1035,24,1905,126]",[],0,"",""
157,"vaal_aura_energy_shield","Prevents Energy Shield Recharge from being delayed by Damage","",1,"Vaal Discipline Aura","[7148,133,2287,1035,24,1905,451]",1,3,"","","","",21,304,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7148,133,2287,1035,24,1905,451]",[],0,"",""
158,"vaal_aura_speed","Grants increased Cast, Attack and Movement Speeds.","",1,"Vaal Haste Aura","[7154,70,216,177,1035,24,1905,451]",1,3,"","","","",21,305,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[7154,70,216,177,1035,24,1905,451]",[],0,"",""
159,"beartrap_debuff","You are held in place by a Bear Trap and will take increased damage from Traps and Mines.","","","Bear Trap",[6916],1,3,"","","",1,21,165,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[6916],[],0,"",""
160,"beartrap_debuff_slow","Your Movement Speed is lowered and you will take increased damage from Traps and Mines.","","","Bear Trap",[7770],1,3,"","","",1,21,165,1,"",2,"",1,1,"",0,"","BearTrapSlowDebuff","","","","","",4,"","",0,[],"","","","",[],[],[7770],[],0,"",""
161,"beartrap_debuff_damage_taken","",1,"","",[3495],1,3,"","","",1,21,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3495],[],0,"",""
162,"trap_convert_buff","You have been temporarily converted to another team","","","Converted","[24,3413]",1,3,"","","",1,21,166,1,"",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","","","",[1652],[4723],"[24,3413,1652]",[],0,"",""
163,"ground_fire_burn","You are taking burning damage while standing on burning ground","","","Burning Ground","[1977,3238]",1,3,"","","","",21,167,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1977,3238]",[],0,"",""
164,"ground_ice_chill","Your actions are slowed while standing on chilled ground","","","Chilled Ground",[8413],1,3,"","","","",1,168,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","","","",[],[],[8413],"[3239,14574]",16842752,"",""
165,"ground_tar_slow","Your movement speed is reduced while standing in tar","","","Tarred Ground",[177],1,3,"","","","",21,169,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[177],[],0,"",""
166,"monster_no_drops_buff","",1,"","",[888],"",2,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[888],[],0,"",""
167,"totem_aura_life_regen","Grants Life regeneration","",1,"Rejuvenation Totem Aura","[125,1035,24,1905,451]",1,3,"","","","",21,170,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[125,1035,24,1905,451]",[],0,"",""
168,"totem_aura_life_mana_regen","Grants Life and Mana regeneration","",1,"Rejuvenation Totem Aura","[125,131,1035,24,1905,451]",1,3,"","","","",21,170,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[125,131,1035,24,1905,451]",[],0,"",""
169,"monster_aura_cold_damage","Allies deal additional cold damage","","","Cold Damage Aura",[448],1,3,"","","","",21,171,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[448],[],0,"",""
170,"monster_aura_fire_damage","Allies deal additional fire damage","","","Fire Damage Aura",[447],1,3,"","","","",21,172,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[447],[],0,"",""
171,"monster_aura_lightning_damage","Allies deal additional lightning damage","","","Lightning Damage Aura",[449],1,3,"","","","",21,173,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[449],[],0,"",""
172,"ambrosia_aura_fire_damage","Allies deal additional fire damage","","","Fire Damage Aura",[447],1,3,"","","","",21,174,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[447],[],0,"",""
173,"amarissa_aura_lightning_damage","Allies deal additional lightning damage","","","Lightning Damage Aura",[449],1,3,"","","","",21,175,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[449],[],0,"",""
174,"blinded","You are less accurate and less evasive","","","Blinded","[14849,14848]",1,3,"","","",1,21,176,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[14849,14848]",[970],0,"",""
175,"monster_aura_always_crit","Allies always get Critical Strikes","","","Always Crit Aura",[348],1,3,"","","","",21,178,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[348],[],0,"",""
176,"monster_aura_evasion","Allies have additional Evasion","","","Evasion Aura",[119],1,3,"","","","",21,179,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[119],[],0,"",""
177,"ice_shield","Some Physical and Fire damage to you is prevented, Consumes Mana","",1,"Arctic Armour","[1077,1176,1177,177]",1,3,"","","",1,21,180,1,"",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","","","",[],[],"[1077,1176,1177,177]",[],0,"",""
178,"ice_shield_moving","",1,"","",[1077],1,3,"","","","",21,0,1,"",1,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1077],[],0,"",""
179,"frozen_damage_increase","You take increased damage","","","Frozen Damage Increase",[477],1,3,"","","",1,21,181,"","",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,"",""
180,"red_team","You are on the red team.",1,"","Red Team",[],1,2,"","","","",21,182,1,"",10,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
181,"blue_team","You are on the blue team.",1,"","Blue Team",[],1,2,"","","","",21,183,1,"",10,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
182,"minion_red_team","You are on the red team.",1,"","Red Team",[],1,2,"","","","",21,184,1,"",10,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
183,"minion_blue_team","You are on the blue team.",1,"","Blue Team",[],1,2,"","","","",21,185,1,"",10,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
184,"trap_red_team","You are on the red team.",1,"","Red Team",[],1,2,"","","","",21,186,1,"",10,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
185,"trap_blue_team","You are on the blue team.",1,"","Blue Team",[],1,2,"","","","",21,187,1,"",10,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
186,"cheat_alternate_skill_art","You are using alternate skill art","",1,"Cheat","[347,1302]","",2,"","","","",21,188,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[347,1302]",[],0,"",""
187,"lightning_thorns","You emit Lightning Projectiles when hit.","","","Lightning Thorns","[1288,1283,4937]",1,3,"","","",1,21,189,1,"",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,"","",0,[],"","","","",[],[],"[1288,1283,4937]",[],0,"",""
188,"piety_fire_form","",1,"","","[2,3,324,325,177,717,70,1101,2940]",1,2,"","","",1,21,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2,3,324,325,177,717,70,1101,2940]",[],0,"",""
189,"piety_ice_form","",1,"","","[2,177,717,70]",1,2,"","","",1,21,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2,177,717,70]",[],0,"",""
190,"piety_transformed_debuff","",1,"","","[1203,177]",1,2,"","","",1,21,191,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1203,177]",[],0,"",""
191,"cheat_blood_override","","",1,"Blood Cheat",[1205],1,2,"","","",1,21,192,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1205],[],0,"",""
192,"leaving_area_protection","",1,"","","[140,861]","",2,"","","","",21,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[140,861]",[],0,"",""
193,"awesomerorybuff","aoe, life, can't die","",1,"","[434,124,398]","",2,"","","","",21,193,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[434,124,398]",[],0,"",""
194,"strdexint","Str Dex Int","",1,"","[574,580,577]","",2,"","","","",21,194,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[574,580,577]",[],0,"",""
