"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","rid","AddEnchantment","SortCategory","rid","bool","i32"
668,5,260,16249,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,7,8,9,10,11,13]",0,12,1,1,[],[],1203,1203,17018,"",1,6268,1,0
669,5,261,16250,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[8,10]",0,108,1,1,[],[],1203,1203,17019,"",2,2577,1,0
670,5,262,16251,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[8,10]",0,108,1,1,[],[],1203,1203,17019,"",2,2577,1,0
671,5,263,16252,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[8,10]",0,108,1,1,[],[],1203,1203,17019,"",2,2577,1,0
672,5,264,16262,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[4,9,13]",0,1,1,1,[],[],1203,1203,17024,"",1,6224,1,0
673,5,265,16263,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[4,9,13]",0,1,1,1,[],[],1203,1203,17023,"",1,6224,1,0
674,5,266,16264,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[4,9,13]",0,1,1,1,[],[],1203,1203,17023,"",1,6224,1,0
675,5,267,16265,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[4,9,13]",0,2,1,1,[],[],1203,1203,17026,"",1,6225,1,0
676,5,268,16266,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[4,9,13]",0,2,1,1,[],[],1203,1203,17025,"",1,6225,1,0
677,5,269,16267,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[4,9,13]",0,2,1,1,[],[],1203,1203,17025,"",1,6225,1,0
678,5,270,16268,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[4,9,13]",0,0,1,1,[],[],1203,1203,17028,"",1,6226,1,0
679,5,271,16269,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[4,9,13]",0,0,1,1,[],[],1203,1203,17027,"",1,6226,1,0
680,5,272,16270,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[4,9,13]",0,0,1,1,[],[],1203,1203,17027,"",1,6226,1,0
681,5,273,16271,[11],[9],0,"",7,[],0,"",0,0,[],"","","",[],0,[11],0,71,1,1,[],[],1203,1203,17029,"",2,6195,1,0
682,5,274,16272,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,8]",0,35,1,1,[],[],1203,1203,17030,"",1,6197,1,0
683,5,275,16273,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,8]",0,35,1,1,[],[],1203,1203,17030,"",1,6197,1,0
684,5,276,16274,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,8]",0,35,1,1,[],[],1203,1203,17030,"",1,6197,1,0
685,5,277,16275,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[5,7]",0,93,1,1,[],[],1203,1203,17031,"",1,6198,1,0
686,5,278,16276,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[5,7]",0,93,1,1,[],[],1203,1203,17031,"",1,6198,1,0
687,5,279,16277,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[5,7]",0,93,1,1,[],[],1203,1203,17031,"",1,6198,1,0
688,5,280,16278,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[9],0,99,1,1,[],[],1203,1203,17032,"",2,6200,1,0
689,5,281,16279,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[9],0,99,1,1,[],[],1203,1203,17032,"",2,6200,1,0
690,5,282,16280,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[9],0,99,1,1,[],[],1203,1203,17032,"",2,6200,1,0
691,5,283,16281,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[6],0,58,1,1,[],[],1203,1203,17033,"",2,6202,1,0
692,5,284,16282,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,98,1,1,[],[],1203,1203,17034,"",2,6203,1,0
693,5,285,16283,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,98,1,1,[],[],1203,1203,17034,"",2,6203,1,0
694,5,286,16284,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,98,1,1,[],[],1203,1203,17034,"",2,6203,1,0
695,5,287,16285,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,14,1,1,[],[],1203,1203,17035,"",2,6318,1,0
696,5,288,16286,[6],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,14,1,1,[],[],1203,1203,17035,"",2,6318,1,0
697,5,289,16287,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3]",0,14,1,1,[],[],1203,1203,17035,"",2,6318,1,0
698,5,290,16288,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,4]",0,14,1,1,[],[],1203,1203,17036,"",2,6318,1,0
699,5,291,16289,[6],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,4]",0,14,1,1,[],[],1203,1203,17036,"",2,6318,1,0
700,5,292,16290,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2,4]",0,14,1,1,[],[],1203,1203,17036,"",2,6318,1,0
701,5,293,16291,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,[7],0,8,1,1,[],[],1203,1203,17037,"",2,6319,1,0
702,5,294,16292,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[7],0,8,1,1,[],[],1203,1203,17037,"",2,6319,1,0
703,5,295,16293,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[7],0,8,1,1,[],[],1203,1203,17037,"",2,6319,1,0
704,5,296,16294,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[5],0,105,1,1,[],[],1203,1203,17038,"",2,6320,1,0
705,5,297,16295,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[5],0,105,1,1,[],[],1203,1203,17038,"",2,6320,1,0
706,5,298,16296,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,[5],0,105,1,1,[],[],1203,1203,17038,"",2,6320,1,0
707,5,299,16297,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[8],0,49,1,1,[],[],1203,1203,17039,"",2,6321,1,0
708,5,300,16299,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[10],0,56,1,1,[],[],1203,1203,17041,"",2,6324,1,0
709,5,301,16300,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,45,1,1,[],[],1203,1203,17042,"",2,6325,1,0
710,5,302,16301,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,45,1,1,[],[],1203,1203,17042,"",2,6325,1,0
711,5,303,16302,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],3,[6],0,45,1,1,[],[],1203,1203,17042,"",2,6325,1,0
712,5,304,16303,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[5],0,110,1,1,[],[],1203,1203,17043,"",2,6326,1,0
713,5,305,16304,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[6],0,32,1,1,[],[],1203,1203,17044,"",2,6328,1,0
714,5,306,16305,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[7],0,84,1,1,[],[],1203,1203,17045,"",2,6329,1,0
715,5,307,16309,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[9,11]",0,3,1,1,[],[],1203,1203,17048,"",1,1012,1,0
716,5,308,16310,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[9,11]",0,3,1,1,[],[],1203,1203,17048,"",1,1012,1,0
717,5,309,16311,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,1,3,4]",0,70,1,1,[],[],1203,1203,17049,"",1,1684,1,0
718,5,310,16312,[13],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,1,3,4]",0,70,1,1,[],[],1203,1203,17049,"",1,1684,1,0
719,5,311,16316,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[9,10]",0,97,1,1,[460],[],1203,1203,17051,"",1,6917,1,0
720,5,312,16317,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[9,10]",0,97,1,1,[460],[],1203,1203,17051,"",1,6917,1,0
721,5,313,16318,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[9,10]",0,97,1,1,[460],[],1203,1203,17051,"",1,6917,1,0
722,5,314,16319,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[9,10]",0,97,1,1,[460],[],1203,1203,17052,"",1,6918,1,0
723,5,315,16320,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[9,10]",0,97,1,1,[460],[],1203,1203,17052,"",1,6918,1,0
724,5,316,16321,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[9,10]",0,97,1,1,[460],[],1203,1203,17052,"",1,6918,1,0
725,5,317,16323,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[7,10]",0,33,1,1,[],[],1203,1203,17053,"",1,6211,1,0
726,5,318,16324,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[7,10]",0,33,1,1,[],[],1203,1203,17053,"",1,6211,1,0
727,5,319,16326,[18],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,1,3,4]",0,102,1,1,[],[],1203,1203,17054,"",1,6259,1,0
728,5,320,16327,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,1,3,4]",0,102,1,1,[],[],1203,1203,17054,"",1,6259,1,0
729,5,321,16332,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,13,1,1,[],[],1203,1203,17056,"",1,6205,1,0
730,5,322,16333,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,13,1,1,[],[],1203,1203,17056,"",1,6205,1,0
731,5,323,16329,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,13,1,1,[],[],1203,1203,17055,"",1,6205,1,0
732,5,324,16330,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,13,1,1,[],[],1203,1203,17055,"",1,6205,1,0
733,5,325,16334,[13],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[0,1]",0,4,1,1,[],[],1203,1203,17057,"",1,386,1,0
734,5,326,16336,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[7],0,27,1,1,[],[],1203,1203,17058,"",1,2657,1,0
735,5,327,16337,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[7],0,27,1,1,[],[],1203,1203,17058,"",1,2657,1,0
736,5,328,16339,[7],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,[5],0,54,1,1,[],[],1203,1203,17059,"",2,6363,1,0
737,5,329,16340,[14],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[5],0,54,1,1,[],[],1203,1203,17059,"",2,6363,1,0
738,5,330,16354,[33],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,88,1,1,[],[],1203,1203,17064,"",1,5416,1,0
739,5,331,16355,[33],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,88,1,1,[],[],1203,1203,17064,"",1,5416,1,0
740,5,332,16342,[33],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,4]",0,88,1,1,[],[],1203,1203,17060,"",1,5416,1,0
741,5,333,16343,[33],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,4]",0,88,1,1,[],[],1203,1203,17060,"",1,5416,1,0
742,5,334,16357,[33],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,88,1,1,[],[],1203,1203,17065,"",1,5417,1,0
743,5,335,16358,[33],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,88,1,1,[],[],1203,1203,17065,"",1,5417,1,0
744,5,336,16345,[33],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,4]",0,88,1,1,[],[],1203,1203,17061,"",1,5417,1,0
745,5,337,16346,[33],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,4]",0,88,1,1,[],[],1203,1203,17061,"",1,5417,1,0
746,5,338,16360,[33],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,88,1,1,[],[],1203,1203,17066,"",1,5418,1,0
747,5,339,16361,[33],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,88,1,1,[],[],1203,1203,17066,"",1,5418,1,0
748,5,340,16348,[33],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,4]",0,88,1,1,[],[],1203,1203,17062,"",1,5418,1,0
749,5,341,16349,[33],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,4]",0,88,1,1,[],[],1203,1203,17062,"",1,5418,1,0
750,5,342,16363,[33],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,88,1,1,[],[],1203,1203,17067,"",1,5419,1,0
751,5,343,16364,[33],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,88,1,1,[],[],1203,1203,17067,"",1,5419,1,0
752,5,344,16351,[33],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,4]",0,88,1,1,[],[],1203,1203,17063,"",1,5419,1,0
753,5,345,16352,[33],[8],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,4]",0,88,1,1,[],[],1203,1203,17063,"",1,5419,1,0
754,5,346,16366,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,89,1,1,[],[],1203,1203,17068,"",2,3524,1,0
755,5,347,16367,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,89,1,1,[],[],1203,1203,17068,"",2,3524,1,0
756,5,348,16369,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[6],0,55,1,1,[],[],1203,1203,17069,"",1,6208,1,0
757,5,349,16370,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[6],0,55,1,1,[],[],1203,1203,17069,"",1,6208,1,0
758,5,350,16371,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[10],0,37,1,1,[],[],1203,1203,17070,"",2,3725,1,0
759,5,351,16373,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,[5],0,95,1,1,[415],[],1203,1203,17071,"",1,937,1,0
760,5,352,16374,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,[5],0,95,1,1,[415],[],1203,1203,17071,"",1,937,1,0
761,5,353,16376,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,[8],0,11,1,1,[],[],1203,1203,17072,"",1,2125,1,0
762,5,354,16377,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,[8],0,11,1,1,[],[],1203,1203,17072,"",1,2125,1,0
763,5,355,16379,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[9],0,20,1,1,[],[],1203,1203,17073,"",2,6364,1,0
764,5,356,16380,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[9],0,20,1,1,[],[],1203,1203,17073,"",2,6364,1,0
765,5,357,16382,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[9],0,50,1,1,[],[],1203,1203,17074,"",2,6206,1,0
766,5,358,16383,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[9],0,50,1,1,[],[],1203,1203,17074,"",2,6206,1,0
767,5,359,16385,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,[9],0,52,1,1,[],[],1203,1203,17075,"",2,6207,1,0
768,5,360,16386,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,[9],0,52,1,1,[],[],1203,1203,17075,"",2,6207,1,0
769,5,361,16387,[17],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[12],0,64,1,1,[],[],1203,1203,17076,"",2,6334,1,0
770,5,362,16389,[17],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[12],0,60,1,1,[],[],1203,1203,17078,"",2,6336,1,0
771,5,363,16390,[17],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[12],0,65,1,1,[],[],1203,1203,17079,"",2,6337,1,0
772,5,364,16391,[17],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[12],0,62,1,1,[],[],1203,1203,17080,"",2,6338,1,0
773,5,365,25982,[17],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[12],0,61,1,1,[],[],1203,1203,25981,"",2,9243,1,0
774,5,366,16393,[17],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[12],0,63,1,1,[],[],1203,1203,17082,"",2,6341,1,0
775,5,367,16401,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,1,3]",0,111,1,1,"[745,746]",[],1203,1203,17088,"",2,6345,1,0
776,5,368,16402,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1]",0,111,1,1,"[745,746]",[],1203,1203,17087,"",2,6345,1,0
777,5,369,16403,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,1,3]",0,112,1,1,"[744,746]",[],1203,1203,17089,"",2,6346,1,0
778,5,370,16404,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,1,3]",0,112,1,1,"[744,746]",[],1203,1203,17089,"",2,6346,1,0
779,5,371,16405,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,1,3]",0,113,1,1,"[744,745]",[],1203,1203,17090,"",2,6347,1,0
780,5,372,16406,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2,1,3]",0,113,1,1,"[744,745]",[],1203,1203,17090,"",2,6347,1,0
781,5,373,16407,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,1,3]",0,114,1,1,[],[],1203,1203,17092,"",2,6348,1,0
782,5,374,16408,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1]",0,114,1,1,[],[],1203,1203,17091,"",2,6348,1,0
783,5,375,16412,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[1,3]",0,115,1,1,[],[],1203,1203,17094,"",2,6349,1,0
784,5,376,16413,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[1,3]",0,115,1,1,[],[],1203,1203,17094,"",2,6349,1,0
785,5,377,16414,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[1,3]",0,115,1,1,[],[],1203,1203,17094,"",2,6349,1,0
786,5,378,16409,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,115,1,1,[],[],1203,1203,17093,"",2,6349,1,0
787,5,379,16410,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,115,1,1,[],[],1203,1203,17093,"",2,6349,1,0
788,5,380,16411,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,115,1,1,[],[],1203,1203,17093,"",2,6349,1,0
789,5,381,16415,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,"[0,2,1,3]",0,116,1,1,[],[],1203,1203,17095,"",2,6350,1,0
790,5,382,16416,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,117,1,1,[],[],1203,1203,17096,"",2,6352,"",0
791,5,383,16417,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,117,1,1,[],[],1203,1203,17096,"",2,6352,"",0
792,5,384,16418,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,117,1,1,[],[],1203,1203,17096,"",2,6352,"",0
793,5,385,16419,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,118,1,1,[],[],1203,1203,17097,"",2,6353,"",0
794,5,386,16420,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,118,1,1,[],[],1203,1203,17097,"",2,6353,"",0
795,5,387,16421,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,118,1,1,[],[],1203,1203,17097,"",2,6353,"",0
796,5,388,16422,[10],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,119,1,1,[],[],1203,1203,17098,"",2,6354,"",0
797,5,389,16423,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,119,1,1,[],[],1203,1203,17098,"",2,6354,"",0
798,5,390,16424,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",0,119,1,1,[],[],1203,1203,17098,"",2,6354,"",0
799,5,391,16434,[4],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,4]",0,120,1,1,[744],[],1203,1203,17102,"",2,6358,1,0
800,5,392,16435,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,4]",0,120,1,1,[744],[],1203,1203,17102,"",2,6358,1,0
801,5,393,16436,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,4]",0,120,1,1,[744],[],1203,1203,17102,"",2,6358,1,0
802,5,394,16437,[4],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,4]",0,121,1,1,[745],[],1203,1203,17103,"",2,6359,1,0
803,5,395,16438,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,4]",0,121,1,1,[745],[],1203,1203,17103,"",2,6359,1,0
804,5,396,16439,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,4]",0,121,1,1,[745],[],1203,1203,17103,"",2,6359,1,0
805,5,397,16440,[4],[8],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,4]",0,122,1,1,[746],[],1203,1203,17104,"",2,6360,1,0
806,5,398,16441,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[6,4]",0,122,1,1,[746],[],1203,1203,17104,"",2,6360,1,0
807,5,399,16442,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[6,4]",0,122,1,1,[746],[],1203,1203,17104,"",2,6360,1,0
808,5,400,16253,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[10,11]",0,109,1,1,[],[],1203,1203,17020,"",2,1311,1,0
809,5,401,16254,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[10,11]",0,109,1,1,[],[],1203,1203,17020,"",2,1311,1,0
810,5,402,16255,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[10,11]",0,109,1,1,[],[],1203,1203,17020,"",2,1311,1,0
811,5,403,16256,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[10,5]",0,78,1,1,[],[],1203,1203,17021,"",2,2183,1,0
812,5,404,16257,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[10,5]",0,78,1,1,[],[],1203,1203,17021,"",2,2183,1,0
813,5,405,16258,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[10,5]",0,78,1,1,[],[],1203,1203,17021,"",2,2183,1,0
814,5,406,16259,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[],1,"[10,7]",0,47,1,1,[],[],1203,1203,17022,"",2,6401,1,0
815,5,407,16260,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[10,7]",0,47,1,1,[],[],1203,1203,17022,"",2,6401,1,0
816,5,408,16261,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],3,"[10,7]",0,47,1,1,[],[],1203,1203,17022,"",2,6401,1,0
817,5,409,16446,[2],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[6],0,124,1,1,[452],[],1203,1203,17106,"",1,2361,1,0
818,5,410,16447,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],0,[6],0,125,1,1,[],[],1203,1203,17107,"",1,1101,1,0
819,5,411,16448,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[],0,[6],0,126,1,1,[],[],1203,1203,17108,"",1,1641,1,0
820,5,412,16450,[6],[6],0,"",7,[],0,"",0,0,[],"","","",[],0,[6],0,127,1,1,[],[],1203,1203,17110,"",1,2233,1,0
821,5,413,15967,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[10],0,100,1,1,[],[],1203,1203,16910,"",1,6185,1,0
822,5,414,15968,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[10],0,100,1,1,[],[],1203,1203,16910,"",1,6185,1,0
823,5,415,15969,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,[10],0,100,1,1,[],[],1203,1203,16910,"",1,6185,1,0
824,5,416,15970,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[10],0,96,1,1,[],[],1203,1203,16911,"",1,6186,1,0
825,5,417,15971,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[10],0,96,1,1,[],[],1203,1203,16911,"",1,6186,1,0
826,5,418,15972,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,[10],0,96,1,1,[],[],1203,1203,16911,"",1,6186,1,0
827,5,419,15973,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[10],0,77,1,1,[],[],1203,1203,16912,"",1,6187,1,0
828,5,420,15974,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[10],0,77,1,1,[],[],1203,1203,16912,"",1,6187,1,0
829,5,421,15975,[22],[1],0,"",7,[],0,"",0,0,[],"","","",[],3,[10],0,77,1,1,[],[],1203,1203,16912,"",1,6187,1,0
830,5,422,16298,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],0,[8],0,49,1,1,[],[],1203,1203,17040,"",2,6236,1,0
831,0,0,8400,[13],[2],0,"",7,[],0,"",0,0,[],"","","",[249],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",2,1921,"",0
832,0,1,8401,[13],[2],0,"",7,[],0,"",0,0,[],"","","",[250],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",1,1917,"",0
833,0,2,8404,[13],[2],0,"",7,[],0,"",0,0,[],"","","",[251],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",2,1920,"",0
834,0,3,8402,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[247],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",2,1918,"",0
835,0,4,8403,[23],[5],0,"",7,[],0,"",0,0,[],"","","",[248],0,"[0,1,2,3,6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[],1203,1203,"","",2,1919,"",0
