"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool_60","i32_61","bool_65","bool_66","InheritsFrom","i32_75","i32_79","i32_83","i32_87","i32_91","bool_95","bool_96","[string]_97","string_113","i32_121","i32_125","i32_129","i32_133","rid_137","rid_153","i32_169","i32_173","i32_177","i32_181","i32_185","[string]_189","bool_205","[i32]_206","string_222","rid_230","rid_246","rid_262","bool_278","string_279","rid_287","string_303","rid_311","string_327","[string]_335","[string]_351"
70,"Metadata/Projectiles/LightningArrowBloodMTX","[""Metadata/Effects/Spells/blood_arrow/rig.ao""]","[""bloodarrow""]","[""bloodimpact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","","[""Metadata/Effects/Spells/base_arrow_attack/arrow_base_stuck.ao""]","Metadata/Effects/Spells/base_arrow_attack/arrow_base_bounce.ao",50,80,0,20,3544,3561,0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[]
71,"Metadata/Projectiles/LightningArrow","[""Metadata/Effects/Spells/bow_lightning_arrow/projectile_01.ao""]","[""projectile_01""]","[""impact_01""]",5400,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",100,100,0,0,8256,"",0,0,100,100,0,[],"",[],"","","",231,"","muzzleSpell_Lightning_01",231,"","","",[],[]
72,"Metadata/Projectiles/LightningArrowNonStick","[""Metadata/Effects/Spells/lightning_arrows_02/lightning_arrow.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","","[""Metadata/Effects/Spells/lightning_arrows_02/lightning_arrow_stuck.ao""]","Metadata/Effects/Spells/lightning_arrows_02/lightning_arrow_bounce.ao",0,80,0,20,"","",0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[]
73,"Metadata/Projectiles/IceArrow","[""Metadata/Effects/Spells/icearrow_02/arrow_ice.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","","[""Metadata/Effects/Spells/icearrow_02/arrow_ice_stuck.ao""]","Metadata/Effects/Spells/icearrow_02/arrow_ice_bounce.ao",50,80,0,20,"","",0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[]
74,"Metadata/Projectiles/PietyIceArrow","[""Metadata/Effects/Spells/monsters_effects/act3/piety/icearrow/rig.ao""]","[""icearrow""]","[""icearrowimpact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
75,"Metadata/Projectiles/MonsterIceArrow","[""Metadata/Effects/Spells/icearrow/rig_monster.ao""]","[""icearrow""]","[""icearrowimpact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
76,"Metadata/Projectiles/IceArrowVaalOrb","[""Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/arrow_ice.ao""]",[],[],3260,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","","[""Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/arrow_ice_stuck.ao""]","Metadata/Effects/Microtransactions/Spells/VallOrbIceShot/arrow_ice_bounce.ao",50,80,0,20,138,5664,0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[]
77,"Metadata/Projectiles/SnakeSpine","[""Metadata/Effects/Spells/monsters_effects/act2/snake_monster_spine/rig.ao""]","[""spine_shoot""]","[""spine_shatter""]",1800,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
78,"Metadata/Projectiles/FemaleDemonRangedProjectile","[""Metadata/Effects/Spells/monsters_effects/act3/female_demon_ranged/rig.ao""]","[""demonfemaleranged_shoot""]","[""demonfemaleranged_end""]",1800,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
79,"Metadata/Projectiles/StatueSpearGold","[""Metadata/Effects/Spells/monsters_effects/act3/spear_throw/rig.ao""]","[""spearthrow_loop""]","[""spearthrow_impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
80,"Metadata/Projectiles/StatueSpearStone","[""Metadata/Effects/Spells/monsters_effects/act3/spear_throw/marble.ao""]","[""spearthrow_loop""]","[""spearthrow_impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
81,"Metadata/Projectiles/BallLightning","[""Metadata/Effects/Spells/lightning_balllightning/ball_Lightning.ao""]","[""projectile_01""]","[""impact_01""]",300,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
82,"Metadata/Projectiles/ShavronneBallLightning","[""Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Shavronne/ultimate_ball_lightning/projectile.ao""]","[""loop""]","[""impact""]",400,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
83,"Metadata/Projectiles/HarbingerBallLightning","[""Metadata/Effects/Spells/monsters_effects/league_avatar/ultimate_ball_lightning/projectile.ao""]","[""loop""]","[""impact""]",300,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
84,"Metadata/Projectiles/Flamethrower1","[""Metadata/Effects/Spells/flaming_wrath/small.ao""]","[""flamingwrath_shoot""]","[""flamingwrath_end""]",700,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
85,"Metadata/Projectiles/Flamethrower2","[""Metadata/Effects/Spells/flaming_wrath/mid.ao""]","[""flamingwrath_shoot""]","[""flamingwrath_end""]",700,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
86,"Metadata/Projectiles/Flamethrower3","[""Metadata/Effects/Spells/flaming_wrath/big.ao""]","[""flamingwrath_shoot""]","[""flamingwrath_end""]",700,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
87,"Metadata/Projectiles/Flamethrower4","[""Metadata/Effects/Spells/flaming_wrath/biggest.ao""]","[""flamingwrath_shoot""]","[""flamingwrath_end""]",700,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
88,"Metadata/Projectiles/FlamethrowerBlue1","[""Metadata/Effects/Microtransactions/Spells/incinerate/blue/small/small.ao""]","[""flamingwrath_shoot""]","[""flamingwrath_end""]",700,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
89,"Metadata/Projectiles/FlamethrowerBlue2","[""Metadata/Effects/Microtransactions/Spells/incinerate/blue/mid/mid.ao""]","[""flamingwrath_shoot""]","[""flamingwrath_end""]",700,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
90,"Metadata/Projectiles/FlamethrowerBlue3","[""Metadata/Effects/Microtransactions/Spells/incinerate/blue/big/big.ao""]","[""flamingwrath_shoot""]","[""flamingwrath_end""]",700,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
91,"Metadata/Projectiles/FlamethrowerBlue4","[""Metadata/Effects/Microtransactions/Spells/incinerate/blue/biggest/biggest.ao""]","[""flamingwrath_shoot""]","[""flamingwrath_end""]",700,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
92,"Metadata/Projectiles/LightningSoul","[""Metadata/Effects/Spells/monsters_effects/act3/dominus/lightning_souls/screaming_soul_main.ao""]","[""souls""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
93,"Metadata/Projectiles/BirdmanBloodBall","[""Metadata/Effects/Spells/monsters_effects/act1/birdman/bloodballattach.ao""]","[""animate""]",[],750,1,0,1,"","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,0,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
94,"Metadata/Projectiles/DominusDemonChargeProjectile","[""Metadata/Effects/Spells/monsters_effects/act3/dominus/freezepulse_shockwaves/rig.ao""]","[""freezing_tide""]","[""freezing_tide_end""]",1500,"",4,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
95,"Metadata/Projectiles/DominusDemonChargeEndProjectile","[""Metadata/Effects/Spells/monsters_effects/act3/dominus/freezepulse_shockwaves/rig.ao""]","[""freezing_tide""]","[""freezing_tide_end""]",2250,"",4,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
96,"Metadata/Projectiles/LightningTrap","[""Metadata/Effects/Spells/traps/lightning_trap/projectile.ao""]","[""lightningtrap_projectile_loop""]","[""lightningtrap_projectile_end""]",960,"",2,1,"","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
97,"Metadata/Projectiles/ThrownWeapon","[""Metadata/Effects/Spells/spectral_weapon_throw/rig.ao""]","[""1h_axe_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
98,"Metadata/Projectiles/SpikerSpike","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/Spiker/spike.ao""]","[""idle""]","[""impact""]",850,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/Spiker/stuck.ao""]","",0,100,0,0,"","",0,0,90,110,1,[],"",[],"","","","","","","","","","",[],[]
99,"Metadata/Projectiles/SpikerSpikeSanctum","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/Spiker/spike_poison.ao""]","[""idle""]","[""impact""]",850,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/Spiker/stuck_poison.ao""]","",0,100,0,0,"","",0,0,90,110,1,[],"",[],"","","","","","","","","","",[],[]
100,"Metadata/Projectiles/SpikerSpikeChrome","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/Spiker/spike_chrome.ao""]","[""idle""]","[""impact""]",1500,1,2,"","","Metadata/Projectiles/ProjectileMortar",-16843010,-16843010,-16843010,-16843010,2,"","","[""Metadata/Effects/Spells/monsters_effects/Act2_FOUR/Spiker/stuck_chrome.ao""]","",0,100,0,0,"","",0,0,90,110,1,[],"",[],"","","","","","","","","","",[],[]
101,"Metadata/Projectiles/BookTornado","[""Metadata/Effects/Spells/monsters_effects/act3/book_tornado/book_tornado_base.ao""]","[""start""]","[""end""]",700,"",2,1,"","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
102,"Metadata/Projectiles/FireTornado","[""Metadata/Effects/Spells/monsters_effects/Phoenix/Guardian_Of_Phoenix/vortex/firevortex.ao""]","[""start""]","[""end""]",700,"",4,1,"","Metadata/Projectiles/ProjectileGround",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
103,"Metadata/Projectiles/BookThrow","[""Metadata/Effects/Spells/monsters_effects/act3/book_tornado/book_throw.ao""]","[""throw""]","[""end""]",750,"",2,1,"","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
104,"Metadata/Projectiles/SpectralThrowEbonyMTXNew","[""Metadata/Effects/Microtransactions/Spells/spectral_throw/ebony_new/boomerang.ao""]","[""animate""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
105,"Metadata/Projectiles/SpectralThrowGold","[""Metadata/Effects/Microtransactions/Spells/spectral_throw/gold/rig.ao""]","[""1h_axe_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
106,"Metadata/Projectiles/SpectralThrowEbony","[""Metadata/Effects/Microtransactions/Spells/spectral_throw/ebony/rig_standalone.ao""]","[""animate""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
107,"Metadata/Projectiles/SpectralThrowBoomerang","[""Metadata/Effects/Microtransactions/Spells/spectral_throw/boomerang/boomerange.ao""]","[""animate""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
108,"Metadata/Projectiles/SpectralThrowFairgraves","[""Metadata/Effects/Spells/fairgraves_spectral_throw/rig.ao""]","[""1h_axe_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
109,"Metadata/Projectiles/BallLightningPlayer","[""Metadata/Effects/Spells/lightning_balllightning/ball_Lightning.ao""]","[""projectile_01""]","[""impact_01""]",400,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
110,"Metadata/Projectiles/AtziriSpear","[""Metadata/Effects/Spells/monsters_effects/vaal_sacrifice/spear_throw/rig.ao""]","[""spearthrow_loop""]","[""spearthrow_impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
111,"Metadata/Projectiles/AtziriSpearRitual","[""Metadata/Effects/Spells/monsters_effects/vaal_sacrifice/spear_throw/rig.ao""]","[""spearthrow_loop""]","[""spearthrow_impact""]",1500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
112,"Metadata/Projectiles/MoltenStrikeChunk","[""Metadata/Effects/Spells/molten_strike/chunks.ao""]","[""projectile""]",[],750,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
113,"Metadata/Projectiles/TornadoShotArrow","[""Metadata/Effects/Spells/bow_tornado_shot/projectile.ao""]","[""projectileRainUP_01""]","[""impact""]",2173,1,1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
114,"Metadata/Projectiles/TornadoShotWandProjectile","[""Metadata/Effects/misc/wand/norm/rig.ao""]","[""wand_projectile""]","[""wand_collide""]",2173,1,1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
115,"Metadata/Projectiles/HeiTiki","[""Metadata/Effects/Spells/monsters_effects/act4/HeiTiki/projectile.ao""]","[""projectile""]","[""projectileexplode""]",600,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
116,"Metadata/Projectiles/FishIceSpear","[""Metadata/Effects/Microtransactions/Spells/icespear/fish/rig.ao""]","[""frozenspear_idle""]","[""frozenspear_impact""]",600,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
117,"Metadata/Projectiles/RampageProjectile","[""Metadata/Effects/Spells/rampage/projectile/rig.ao""]","[""fireball""]","[""fireball_explode""]",960,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
118,"Metadata/Projectiles/LightningTrapNoOrb","[""Metadata/Effects/Spells/traps/lightning_trap/projectile_no_orb.ao""]","[""lightningtrap_projectile_loop""]","[""lightningtrap_projectile_end""]",960,"",2,1,"","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
119,"Metadata/Projectiles/TornadoShotSecondaryArrow","[""Metadata/Effects/Spells/tornado_shot_02/tornado_proj.ao""]","[""projectile""]","[""impact""]",2173,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","","[""Metadata/Effects/Spells/tornado_shot_02/tornado_proj_stuck.ao""]","Metadata/Effects/Spells/tornado_shot_02/tornado_proj_bounce.ao",50,80,0,20,"","",0,100,100,100,0,[],"",[],"","","","","","","","","","",[],[]
120,"Metadata/Projectiles/TornadoShotSecondaryWandProjectile","[""Metadata/Effects/misc/wand/norm/rig.ao""]","[""wand_projectile""]","[""wand_collide""]",2173,"",1,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
121,"Metadata/Projectiles/MinerLanternFire","[""Metadata/Effects/Spells/monsters_effects/act4/miner/lanter_fireball/miner_fireball_once.ao""]","[""animate""]",[],500,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
122,"Metadata/Projectiles/TaniwhaSpike","[""Metadata/Effects/Spells/monsters_effects/act4/taniwha/spike.ao""]","[""spine_travel""]","[""spine_impact""]",1800,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
123,"Metadata/Projectiles/WaterVortex","[""Metadata/Effects/Spells/monsters_effects/act4/water_elemental/whirlpool/whirlpool_attack.ao""]","[""whirlpool_loop""]","[""whirlpool_end""]",300,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
124,"Metadata/Projectiles/MortarMolten","[""Metadata/Effects/Spells/monsters_effects/molten_projectile/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[]
125,"Metadata/Projectiles/TormentSpectralThrow","[""Metadata/Effects/Spells/fairgraves_spectral_throw/torment_spectral_throw.ao""]","[""1h_sword_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
126,"Metadata/Projectiles/RampageProjectilePoison","[""Metadata/Effects/Spells/rampage/poison_projectile/poison_projectile.ao""]","[""poison""]","[""poison_explode""]",960,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
127,"Metadata/Projectiles/GladiatorSword","[""Metadata/Effects/Spells/monsters_effects/act4/gladiator/sword_throw/rig.ao""]","[""sword_throwloop""]","[""sword_end""]",1125,"",2,"","","Metadata/Projectiles/Projectile",-16843010,-16843010,-16843010,-16843010,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[]
