"rownum","Id","bool_8","i32_9","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool_37","rid_38","i32_54","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_58","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_62","i32_66","i32_70","i32_74","i32_78","i32_82","i32_86","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_90","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_94","i32_98","i32_102","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_106","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_110","i32_114","i32_118","i32_122","i32_126","f32_130","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_134","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_138","i32_142","rid_146","i32_162","i32_166","i32_170","i32_174","i32_178","i32_182","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_186","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_190","i32_194","i32_198","i32_202","i32_206","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_210","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","i32_214","rid_218","[rid]_234","string_250","i32_258","i32_262","bool_266","rid_267","rid_283","bool_299","bool_300","[rid]_301","bool_317","[string]_318","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","bool_334","bool_335","bool_336","i32_337","i32_341","rid_345","bool_361"
299,"Metadata/Chests/IncursionChests/IncursionChestTrapUnique",1,4,"Fortified Casket","Coffret renforcé","Verstärkte Truhe","要塞化された棺","견고한 관","Caixão Fortificado","Укреплённый ларец","Cajón Fortificado","หีบเสริมเกราะ","強化匣盒","[""Metadata/Chests/Barrels/GenericBarrel01.ao""]",1,0,-1287520256,-1253048320,-1251868672,-1321992192,-1344667648,-1266155520,-1258029056,-1229979648,-1292763136,-1357512704,0,0,0,0,0,0,0,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,1107296256,1342177280,1644167168,872415232,-637534208,-2013265920,67108864,-1342177280,-234881024,369098752,179,181,181,177,175,180,181,182,178,175,0,0,1107296256,1342177280,1644167168,872415232,-637534208,-2013265920,67108864,-1342177280,-234881024,369098752,179,181,181,177,175,180,181,182,178,175,234881024,0,0,0,0,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1107296256,1342177280,1644167168,872415232,-637534208,-2013265920,67108864,-1342177280,-234881024,369098752,179,181,181,177,175,180,181,182,178,175,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,0,"",[],"",0,0,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,0,"",1
300,"Metadata/Chests/IncursionChests/IncursionChestStormUnique",1,4,"Storm Coffer","Coffre tempétueux","Sturmtruhe","嵐の金庫","태풍 궤짝","Cofre Tempestuoso","Сундук бури","Arca de Tormenta","หีบวายุ","風暴寶箱","[""Metadata/Chests/Barrels/GenericBarrel01.ao""]",1,0,-1277427712,-1242300416,-1242038272,-1312948224,-1335492608,-1255407616,-1248067584,-1219362816,-1283325952,-1348468736,0,0,0,0,0,0,0,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,-603979776,-201326592,-134217728,-1107296256,1711276032,738197504,-1677721600,1375731712,-2113929216,-1610612736,179,181,181,177,176,181,181,183,179,175,0,0,-603979776,-201326592,-134217728,-1107296256,1711276032,738197504,-1677721600,1375731712,-2113929216,-1610612736,179,181,181,177,176,181,181,183,179,175,285212672,0,0,0,0,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,35184372088832,-2,-0.125,0,0,25,0,0,0,2,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-603979776,-201326592,-134217728,-1107296256,1711276032,738197504,-1677721600,1375731712,-2113929216,-1610612736,179,181,181,177,176,181,181,183,179,175,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,0,"",[],"",0,0,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,0,"",1
301,"Metadata/Chests/IncursionChests/IncursionChestLightningDrawbackUnique",1,4,"Thunder Coffer","Coffre foudroyé","Donnertruhe","雷の金庫","천둥 궤짝","Cofre Trovejante","Сундук грома","Arca de Trueno","หีบสายฟ้า","雷霆寶箱","[""Metadata/Chests/Barrels/GenericBarrel01.ao""]",1,0,-1265500160,-1230241792,-1230503936,-1302331392,-1324744704,-1243217920,-1236402176,-1207435264,-1272053760,-1337851904,0,0,0,0,0,0,0,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1845493760,-1409286144,-1476395008,1610612736,167772160,-436207616,1308622848,134217728,771751936,1107296256,180,182,182,178,177,181,182,184,180,176,0,0,-1845493760,-1409286144,-1476395008,1610612736,167772160,-436207616,1308622848,134217728,771751936,1107296256,180,182,182,178,177,181,182,184,180,176,268435456,0,0,0,0,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,35184372088832,-2,-0.125,0,0,25,0,0,0,2,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1845493760,-1409286144,-1476395008,1610612736,167772160,-436207616,1308622848,134217728,771751936,1107296256,180,182,182,178,177,181,182,184,180,176,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,0,"",[],"",0,0,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,0,"",1
302,"Metadata/Chests/IncursionChests/IncursionChestFireDrawbackUnique",1,4,"Fireproof Chest","Coffre ignifugé","Feuerbeständige Truhe","耐火箱","방화 상자","Cofre a Prova de Fogo","Огнеупорный ларец","Cofre Ignífugo","หีบกันไฟ","防火箱","[""Metadata/Chests/Barrels/GenericBarrel01.ao""]",1,0,-1254096896,-1218838528,-1218314240,-1292500992,-1314652160,-1231028224,-1224736768,-1196163072,-1261568000,-1328021504,0,0,0,0,0,0,0,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,1073741824,1509949440,1644167168,-167772160,-1543503872,-1610612736,0,-1275068416,-838860800,-671088640,181,183,183,178,177,182,183,184,180,176,0,0,1073741824,1509949440,1644167168,-167772160,-1543503872,-1610612736,0,-1275068416,-838860800,-671088640,181,183,183,178,177,182,183,184,180,176,251658240,0,0,0,0,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1073741824,1509949440,1644167168,-167772160,-1543503872,-1610612736,0,-1275068416,-838860800,-671088640,181,183,183,178,177,182,183,184,180,176,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,0,"",[],"",0,0,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,0,"",1
303,"Metadata/Chests/IncursionChests/IncursionChestArachnobotsDrawbackUnique",1,4,"Experimental Chest","Coffre expérimental","Versuchstruhe","実験用の箱","실험용 상자","Cofre Experimental","Экспериментальный сундук","Cofre Experimental","หีบทดลอง","實驗箱","[""Metadata/Chests/Barrels/GenericBarrel01.ao""]",1,0,-1241382912,-1205993472,-1206255616,-1281490944,-1303511040,-1218314240,-1211236352,-1183449088,-1250164736,-1317273600,0,0,0,0,0,0,0,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,33554432,503316480,436207616,-1644167168,1308622848,1644167168,-838860800,1979711488,2080374784,2080374784,182,184,184,179,178,183,183,185,181,177,0,0,33554432,503316480,436207616,-1644167168,1308622848,1644167168,-838860800,1979711488,2080374784,2080374784,182,184,184,179,178,183,183,185,181,177,301989888,0,0,0,0,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,25,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,33554432,503316480,436207616,-1644167168,1308622848,1644167168,-838860800,1979711488,2080374784,2080374784,182,184,184,179,178,183,183,185,181,177,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,0,"",[],"",0,0,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,0,"",1
304,"Metadata/Chests/IncursionChests/IncursionChestBomb",1,4,"Flashpowder Cache","Cache de poudre flash","Blitzpulverkiste","閃光紛貯蔵箱","섬광가루 은닉함","Pólvora Brilhante Escondida","Тайник со взрывчаткой","Alijo de Pólvora","ที่เก็บดินระเบิด","閃粉祕寶","[""Metadata/Chests/Barrels/GenericBarrel01.ao""]",1,0,-1231552512,-1195638784,-1196556288,-1273102336,-1294860288,-1207173120,-1200881664,-1173749760,-1240465408,-1309147136,0,0,0,0,0,0,0,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1744830464,-1140850688,-1375731712,503316480,-771751936,201326592,1811939328,167772160,268435456,-134217728,182,184,184,180,178,184,184,186,182,177,0,0,-1744830464,-1140850688,-1375731712,503316480,-771751936,201326592,1811939328,167772160,268435456,-134217728,182,184,184,180,178,184,184,186,182,177,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-9.44473296573929e+21,0,-0.0078,-0.0078,-1.0384593717069655e+34,562949953421312,-8192,-2,-0.125,0,29,25,0,0,45,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1744830464,-1140850688,-1375731712,503316480,-771751936,201326592,1811939328,167772160,268435456,-134217728,182,184,184,180,178,184,184,186,182,177,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,0,"",[],"",0,0,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,0,"",1
305,"Metadata/Chests/IncursionChests/IncursionChestBombReward",1,4,"Sealed Coffer","Coffre scellé","Versiegelte Truhe","封じられた金庫","봉인된 궤짝","Cofre Selado","Запечатанный ящик","Arca sellada","หีบปิดผนึก","密封寶箱","[""Metadata/Terrain/Leagues/Incursion/Objects/ExplosiveRoomRewardChest.ao""]",1,0,-1212022784,-1176109056,-1176502272,-1254359040,-1276248064,-1187774464,-1180827648,-1154351104,-1221328896,-1290797056,0,0,0,0,0,0,0,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1040187392,-436207616,-536870912,1006632960,-301989888,872415232,-1644167168,838860800,872415232,268435456,183,185,185,181,179,185,185,187,183,179,0,0,-1040187392,-436207616,-536870912,1006632960,-301989888,872415232,-1644167168,838860800,872415232,268435456,183,185,185,181,179,185,185,187,183,179,-33554432,-16843010,-16843010,-16843010,16711422,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,35184372088832,-2,-0.125,0,0,25,0,0,0,2,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1040187392,-436207616,-536870912,1006632960,-301989888,872415232,-1644167168,838860800,872415232,268435456,183,185,185,181,179,185,185,187,183,179,-33554432,-16843010,-16843010,-16843010,-1023475970,-419496194,-520159490,1023344382,-285278466,889126654,-1627455746,855572222,889126654,285146878,183,185,185,181,179,185,185,187,183,179,0,"",[],"",0,0,"","","","","",[],"",[],[],[],[],[],[],[],[],[],[],"","","",1,0,"",1
306,"Metadata/Chests/IncursionChestHardModeCurrency1",1,4,"Stone Coffer","Coffre en pierre","Steintruhe","石の金庫","석재 궤짝","Cofre de Pedra","Каменный сундук","Arca de piedra","หีบหิน","石製保險箱","[""Metadata/Chests/Barrels/GenericBarrel01.ao""]",1,25,-1195900928,-1159987200,-1160380416,-1238237184,-1260126208,-1171652608,-1164705792,-1136132096,-1205207040,-1274675200,0,0,0,0,0,0,0,0,0,0,-16908288,-16843010,-16843010,-16843010,16842494,0,-1207959552,-603979776,-704643072,838860800,-469762048,704643072,-1811939328,1207959552,704643072,100663296,184,186,186,182,180,186,186,188,184,180,0,0,-939524096,-335544320,-436207616,1107296256,-201326592,973078528,-1543503872,1476395008,973078528,369098752,184,186,186,182,180,186,186,188,184,180,134217728,0,0,0,0,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,35184372088832,-2,-0.125,0,0,25,0,0,0,2,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-939524096,-335544320,-436207616,1107296256,-201326592,973078528,-1543503872,1476395008,973078528,369098752,184,186,186,182,180,186,186,188,184,180,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,0,"",[],"",0,0,"","","","","",[],1,[],[],[],[],[],[],[],[],[],[],"","","",1,2500,"",1
307,"Metadata/Chests/IncursionChestHardModeCurrency2",1,4,"Stone Coffer","Coffre en pierre","Steintruhe","石の金庫","석재 궤짝","Cofre de Pedra","Каменный сундук","Arca de piedra","หีบหิน","石製保險箱","[""Metadata/Chests/Barrels/GenericBarrel01.ao""]",1,35,-1187905536,-1151991808,-1152385024,-1230241792,-1252130816,-1163657216,-1156710400,-1128136704,-1197211648,-1266679808,0,0,0,0,0,0,0,0,0,0,-16908288,-16843010,-16843010,-16843010,16842494,0,838860800,1442840576,1342177280,-1409286144,1577058304,-1543503872,234881024,-1040187392,-1543503872,-2147483648,185,187,187,182,181,186,187,188,184,180,0,0,1107296256,1711276032,1610612736,-1140850688,1845493760,-1275068416,503316480,-771751936,-1275068416,-1879048192,185,187,187,182,181,186,187,188,184,180,150994944,0,0,0,0,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,35184372088832,-2,-0.125,0,0,25,0,0,0,2,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1107296256,1711276032,1610612736,-1140850688,1845493760,-1275068416,503316480,-771751936,-1275068416,-1879048192,185,187,187,182,181,186,187,188,184,180,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,0,"",[],"",0,0,"","","","","",[],1,[],[],[],[],[],[],[],[],[],[],"","","",1,3500,"",1
308,"Metadata/Chests/IncursionChestHardModeCurrency3",1,4,"Stone Coffer","Coffre en pierre","Steintruhe","石の金庫","석재 궤짝","Cofre de Pedra","Каменный сундук","Arca de piedra","หีบหิน","石製保險箱","[""Metadata/Chests/Barrels/GenericBarrel01.ao""]",1,50,-1179910144,-1143996416,-1144389632,-1222246400,-1244135424,-1155661824,-1148715008,-1120141312,-1189216256,-1258684416,0,0,0,0,0,0,0,0,0,0,-16908288,-16843010,-16843010,-16843010,16842494,0,-1409286144,-805306368,-905969664,637534208,-671088640,503316480,-2013265920,1006632960,503316480,-100663296,185,187,187,183,181,187,187,189,185,180,0,0,-1140850688,-536870912,-637534208,905969664,-402653184,771751936,-1744830464,1275068416,771751936,167772160,185,187,187,183,181,187,187,189,185,181,167772160,0,0,0,0,-8192,-131072,0,-0.0078,-0.0078,-8192,562949953421312,35184372088832,-2,-0.125,0,0,25,0,0,0,2,2,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1140850688,-536870912,-637534208,905969664,-402653184,771751936,-1744830464,1275068416,771751936,167772160,185,187,187,183,181,187,187,189,185,181,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,0,"",[],"",0,0,"","","","","",[],1,[],[],[],[],[],[],[],[],[],[],"","","",1,5000,"",1
309,"Metadata/Chests/IncursionChestHardModeGems1",1,4,"Thaumaturgy Vessel","Réceptacle thaumaturgique","Thaumaturgie-Gefäß","魔術の器","마법 그릇","Recipiente Taumatúrgico","Волшебный сосуд","Recipiente de taumaturgia","คนโทมนต์มณี","秘術容器","[""Metadata/Chests/Barrels/GenericBarrel01.ao""]",1,20,-1172439040,-1136525312,-1136918528,-1214775296,-1236664320,-1148190720,-1141243904,-1112670208,-1181745152,-1251213312,0,0,0,0,0,0,0,0,0,0,-16908288,-16843010,-16843010,-16843010,16842494,0,503316480,1107296256,1006632960,-1744830464,1241513984,-1879048192,-100663296,-1375731712,-1879048192,1811939328,186,188,188,183,182,187,187,189,185,181,0,0,771751936,1375731712,1275068416,-1476395008,1509949440,-1610612736,167772160,-1107296256,-1610612736,2080374784,186,188,188,183,182,187,188,189,185,181,134217728,0,0,0,0,-8192,-131072,-32,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,0,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,771751936,1375731712,1275068416,-1476395008,1509949440,-1610612736,167772160,-1107296256,-1610612736,2080374784,186,188,188,183,182,187,188,189,185,181,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,0,"",[],"",0,0,"","","","","",[],1,[],[],[],[],[],[],[],[],[],[],"","","",1,2000,"",1
310,"Metadata/Chests/IncursionChestHardModeGems2",1,4,"Thaumaturgy Vessel","Réceptacle thaumaturgique","Thaumaturgie-Gefäß","魔術の器","마법 그릇","Recipiente Taumatúrgico","Волшебный сосуд","Recipiente de taumaturgia","คนโทมนต์มณี","秘術容器","[""Metadata/Chests/Barrels/GenericBarrel01.ao""]",1,30,-1164967936,-1129054208,-1129447424,-1207304192,-1229193216,-1140719616,-1133772800,-1105199104,-1174274048,-1243742208,0,0,0,0,0,0,0,0,0,0,-16908288,-16843010,-16843010,-16843010,16842494,0,-1879048192,-1275068416,-1375731712,167772160,-1140850688,33554432,1811939328,536870912,33554432,-570425344,186,188,188,184,182,188,188,190,186,181,0,0,-1610612736,-1006632960,-1107296256,436207616,-872415232,301989888,2080374784,805306368,301989888,-301989888,186,188,188,184,182,188,188,190,186,181,150994944,0,0,0,0,-8192,-131072,-32,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,0,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1610612736,-1006632960,-1107296256,436207616,-872415232,301989888,2080374784,805306368,301989888,-301989888,186,188,188,184,182,188,188,190,186,181,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,0,"",[],"",0,0,"","","","","",[],1,[],[],[],[],[],[],[],[],[],[],"","","",1,3000,"",1
311,"Metadata/Chests/IncursionChestHardModeGems3",1,4,"Thaumaturgy Vessel","Réceptacle thaumaturgique","Thaumaturgie-Gefäß","魔術の器","마법 그릇","Recipiente Taumatúrgico","Волшебный сосуд","Recipiente de taumaturgia","คนโทมนต์มณี","秘術容器","[""Metadata/Chests/Barrels/GenericBarrel01.ao""]",1,45,-1157496832,-1121583104,-1121976320,-1199833088,-1221722112,-1133248512,-1126301696,-1097728000,-1166802944,-1236271104,0,0,0,0,0,0,0,0,0,0,-16908288,-16843010,-16843010,-16843010,16842494,0,33554432,637534208,536870912,2080374784,771751936,1946157056,-570425344,-1845493760,1946157056,1342177280,187,189,189,184,183,188,188,190,186,182,0,0,301989888,905969664,805306368,-1946157056,1040187392,-2080374784,-301989888,-1577058304,-2080374784,1610612736,187,189,189,184,183,188,188,190,186,182,167772160,0,0,0,0,-8192,-131072,-32,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,0,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,301989888,905969664,805306368,-1946157056,1040187392,-2080374784,-301989888,-1577058304,-2080374784,1610612736,187,189,189,184,183,188,188,190,186,182,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,0,"",[],"",0,0,"","","","","",[],1,[],[],[],[],[],[],[],[],[],[],"","","",1,4500,"",1
312,"Metadata/Chests/IncursionChestHardModeTrinkets1",1,4,"Glittering Trove","Trésor étincelant","Funkelnder Schatz","煌びやかな宝物","번쩍이는 발견물","Tesouro Cintilante","Сверкающий клад","Tesoro brillante","หีบส่องประกาย","閃亮的保險箱","[""Metadata/Chests/Barrels/GenericBarrel01.ao""]",1,20,-1149501440,-1113587712,-1113980928,-1191837696,-1213726720,-1125253120,-1118306304,-1087373312,-1158807552,-1228275712,0,0,0,0,0,0,0,0,0,0,-16908288,-16843010,-16843010,-16843010,16842494,0,2080374784,-1610612736,-1711276032,-167772160,-1476395008,-301989888,1476395008,805306368,-301989888,-905969664,187,189,189,184,183,188,189,191,186,182,0,0,-1946157056,-1342177280,-1442840576,100663296,-1207959552,-33554432,1744830464,1073741824,-33554432,-637534208,187,189,189,185,183,188,189,191,186,182,134217728,0,0,0,0,-8192,-131072,36893488147419103000,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,2,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1946157056,-1342177280,-1442840576,100663296,-1207959552,-33554432,1744830464,1073741824,-33554432,-637534208,187,189,189,185,183,188,189,191,186,182,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,0,"",[],"",0,0,"","","","","",[],1,[],[],[],[],[],[],[],[],[],[],"","","",1,2000,"",1
313,"Metadata/Chests/IncursionChestHardModeTrinkets2",1,4,"Glittering Trove","Trésor étincelant","Funkelnder Schatz","煌びやかな宝物","번쩍이는 발견물","Tesouro Cintilante","Сверкающий клад","Tesoro brillante","หีบส่องประกาย","閃亮的保險箱","[""Metadata/Chests/Barrels/GenericBarrel01.ao""]",1,30,-1141506048,-1105592320,-1105985536,-1183842304,-1205731328,-1117257728,-1110310912,-1079377920,-1150812160,-1220280320,0,0,0,0,0,0,0,0,0,0,-16908288,-16843010,-16843010,-16843010,16842494,0,-167772160,436207616,335544320,1879048192,570425344,1744830464,-771751936,-1442840576,1744830464,1140850688,187,190,190,185,184,189,189,191,187,183,0,0,100663296,704643072,603979776,-2147483648,838860800,2013265920,-503316480,-1174405120,2013265920,1409286144,188,190,190,185,184,189,189,191,187,183,150994944,0,0,0,0,-8192,-131072,36893488147419103000,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,2,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,100663296,704643072,603979776,-2147483648,838860800,2013265920,-503316480,-1174405120,2013265920,1409286144,188,190,190,185,184,189,189,191,187,183,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,0,"",[],"",0,0,"","","","","",[],1,[],[],[],[],[],[],[],[],[],[],"","","",1,3000,"",1
314,"Metadata/Chests/IncursionChestHardModeTrinkets3",1,4,"Glittering Trove","Trésor étincelant","Funkelnder Schatz","煌びやかな宝物","번쩍이는 발견물","Tesouro Cintilante","Сверкающий клад","Tesoro brillante","หีบส่องประกาย","閃亮的保險箱","[""Metadata/Chests/Barrels/GenericBarrel01.ao""]",1,45,-1133510656,-1097596928,-1097990144,-1175846912,-1197735936,-1109262336,-1102315520,-1071382528,-1142816768,-1212284928,0,0,0,0,0,0,0,0,0,0,-16908288,-16843010,-16843010,-16843010,16842494,0,1879048192,-1811939328,-1912602624,-369098752,-1677721600,-503316480,1275068416,603979776,-503316480,-1107296256,188,190,190,185,184,189,190,192,187,183,0,0,-2147483648,-1543503872,-1644167168,-100663296,-1409286144,-234881024,1543503872,872415232,-234881024,-838860800,188,190,190,185,184,189,190,192,187,183,167772160,0,0,0,0,-8192,-131072,36893488147419103000,-0.0078,-0.0078,-8192,562949953421312,-8192,-2,-0.125,0,0,2,0,0,0,2,0,0,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2147483648,-1543503872,-1644167168,-100663296,-1409286144,-234881024,1543503872,872415232,-234881024,-838860800,188,190,190,185,184,189,190,192,187,183,-33554432,-16843010,-16843010,-16843010,-889258242,-822149378,-922812674,-1057030402,-1057030402,-855703810,-855703810,-855703810,-989921538,-1023475970,0,0,0,0,0,0,0,0,0,0,0,"",[],"",0,0,"","","","","",[],1,[],[],[],[],[],[],[],[],[],[],"","","",1,4500,"",1
