"rownum","EffectBaseType","VisualEffect","VisualIdentity","Stats","ItemClasses","[rid]_80","bool_96","[i32]_97","[i32]_113","bool_129","[rid]_130","bool_146","[rid]_147","[rid]_163","[rid]_179","[rid]_195","rid_211","bool_227","rid_228","rid_244","bool_260","i32_261","i32_265","i32_269","i32_273","i32_277"
181,238,"",4376,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
182,241,"",4379,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
183,242,"",4380,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
184,253,"",4381,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
185,254,"",4382,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
186,166,"",4325,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
187,167,"",4326,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
188,168,"",4327,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
189,169,"",4328,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
190,170,"",4329,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
191,255,"",4383,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
192,256,"",4384,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
193,257,"",4385,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
194,258,"",4386,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
195,259,"",4387,[],[26],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
196,260,"",4388,[],[26],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
197,261,"",4389,[],[26],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
198,262,"",4390,[],"[6,7]",[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
199,263,"",4391,[],"[9,11,12,32]",[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
200,264,"",4392,[],"[16,17,15]",[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
201,265,"",4393,[],"[16,17,15]",[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
202,266,"",4394,[],"[16,17,15]",[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
203,267,"",4395,[],[13],[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
204,268,"",4396,[],[13],[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
205,269,"",4397,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
206,270,"",4398,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
207,271,"",4399,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
208,272,"",4400,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
209,273,"",4401,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
210,274,"",4402,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
211,275,"",4403,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
212,276,"",4404,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
213,277,"",4405,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
214,278,"",4406,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
215,279,"",4407,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
216,280,"",4408,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
217,281,"",4409,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
218,282,"",4410,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
219,283,"",4411,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
220,284,"",4412,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
221,285,"",4413,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
222,286,"",4414,[],"[9,11,12,32]",[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
223,287,"",4415,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
224,288,"",4416,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
225,289,"",4417,[],"[9,11,12,32]",[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
226,290,"",4418,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
227,291,"",4419,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
228,292,"","",[339],[],[],"",[-2],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
229,293,"","",[339],[],[],"",[1],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
230,294,"","",[339],[],[426],"",[2],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
231,295,"",4420,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
232,296,"",4421,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
233,297,"",4422,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
234,298,"",4423,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
235,299,"",4424,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
236,300,"",4425,[],[26],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
237,301,"",4426,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
238,302,"",4427,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
239,303,"",4428,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
240,304,"",4429,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
241,305,"",4430,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
242,306,"","",[339],[],[],"",[2],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
243,307,"",4431,[],[8],[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
244,308,"",4432,[],[8],[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
245,309,"",4433,[],[8],[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
246,310,"","",[339],[],[390],"",[1],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
247,311,"","",[339],[],[390],"",[2],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
248,313,"",4434,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
249,314,"",4435,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
250,315,"",4436,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
251,316,"",4437,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
252,317,"",4438,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
253,318,"",4439,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
254,319,"","","[339,1299]",[],[],"","[1,1]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
255,320,"",4440,[],[13],[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
256,321,"",4441,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
257,322,"",4442,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
258,323,"",4443,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
259,324,"",4444,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
260,325,"",4445,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
261,326,"",4446,[],[26],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
262,327,26,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
263,328,"",4447,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
264,329,"",4448,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
265,330,"",4449,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
266,331,"",4450,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
267,332,"",4451,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
268,333,"",4452,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
269,334,"",4453,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
270,335,"",4454,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
271,336,31,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
272,337,"","",[311],[4],[],"",[1],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
273,338,27,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
274,339,"","",[311],[4],[],"",[4],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
275,340,28,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
276,341,"","",[311],[4],[],"",[2],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
277,342,29,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
278,343,"","",[311],[4],[],"",[3],[14],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
279,344,30,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
280,349,"",4455,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
281,350,"","",[339],[],[],"",[3],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
282,351,"","",[],[],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
283,352,"","",[],[],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
284,353,"","",[],[],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
285,354,"","",[],[],[],"",[],[15],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
286,355,"",4456,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
287,356,"","","[339,1219,2624]",[],[],"","[5,-1,-5]",[55],"",[],"",[],[],[],[],"","",1,"","",-33554432,-16843010,-16843010,-16843010,16711422
288,357,"","",[339],[],[392],"",[1],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
289,358,"","",[1219],[],"[416,450]","",[4],[55],"",[],"",[],[],[],[],"","",1,"","",-33554432,-16843010,-16843010,-16843010,16711422
290,359,"","","[339,1299]",[],[430],"","[1,1]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
291,360,"","",[339],[],[436],"",[1],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
292,361,"","",[1219],[],"[416,450]","",[5],[55],"",[],"",[],[],[],[],"","",1,"","",-33554432,-16843010,-16843010,-16843010,16711422
293,362,"",4457,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
294,363,"",4458,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
295,364,"",4459,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
296,365,"",4460,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
297,366,"",4461,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
298,367,"",4462,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
299,368,"",4463,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
300,369,"",4464,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
301,382,"",4465,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
302,383,"",4466,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
303,384,"",4467,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
304,385,"",4468,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
305,386,"",4469,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
306,387,"",4470,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
307,388,"",4471,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
308,389,"",4472,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
309,378,32,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
310,379,33,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
311,380,34,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
312,381,35,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
313,390,"","","[339,1299]",[],[442],"","[2,1]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
314,391,"","",[339],[],[441],"",[1],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
315,392,"",4473,[],"[7,8]",[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
316,394,"","",[339],[],[],"",[1],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
317,395,"","","[339,1299]",[],[440],"","[1,1]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
318,396,"","",[339],[],[],"",[1],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
319,397,"",4474,[],[25],[],"",[],"[7,8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
320,399,36,"",[],"[37,6,7,8,9,11,12,13,14,15,16,17,32,57,26]",[],"",[],"[2,5,37,40,43,46]",1,[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
321,398,"","",[1364],[23],[],"",[21],[13],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
322,401,"",4476,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
323,402,"",4477,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
324,403,"",4478,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
325,404,"",4479,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
326,405,"",4480,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
327,406,"",4481,[],[26],[],"",[],"[4,39,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
328,407,"",4482,[],"[16,17,15]",[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
329,408,"","",[339],[],[443],"",[-4],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
330,409,"","",[339],[],[439],"",[2],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
331,410,"","",[339],[],[],"",[3],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
332,411,"","",[339],[],[],"",[1],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
333,412,"","",[339],[],[],"",[1],[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
334,413,"","","[339,8708]",[],[413],"","[1,118]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
335,414,"","","[339,1299]",[],[],"","[1,1]",[55],"",[],"",[],[],[],[],"","",0,"","",-33554432,-16843010,-16843010,-16843010,16711422
336,415,"",4483,[],"[16,17,15]",[],"",[],"[1,36,42]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
337,416,"",4484,[],"[9,11,12,32]",[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
338,417,"",4485,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
339,418,"",4486,[],"[9,11,12,32]",[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
340,419,"",4487,[],"[7,8,6]",[],"",[],"[1,4,36,39,42,45]","",[],"",[],[],[],[],"","","","","",-33554432,-16843010,-16843010,-16843010,16711422
