"rownum","Id","Name","GrantedEffect","SupportText","SupportText (French)","SupportText (German)","SupportText (Japanese)","SupportText (Korean)","SupportText (Portuguese)","SupportText (Russian)","SupportText (Spanish)","SupportText (Thai)","SupportText (Traditional Chinese)","SupportName","GemTags","Consumed_Mod","ItemColor","[rid]_84","AdditionalGrantedEffects","bool_116","bool_117","[i32]_118","i32_134"
38,"BloodlustSupport","",430,"Supports [Melee] [Attack|Attacks], causing them to deal more damage against [Bleeding] enemies, but preventing them from inflicting [Bleeding].","Modifie les [Attack|Attaques] de [Melee|Mêlée], leur permettant d'infliger davantage de dégâts contre les ennemis qui [Bleeding|Saignent]. En contrepartie, ces attaques ne peuvent plus infliger le [Bleeding|Saignement] par elles-mêmes.","Unterstützt [Melee|Nahkampf][Attack|angriffe], wodurch sie mehr Schaden gegen [Bleeding|blutende] Gegner verursachen, aber verhindern, dass sie [Bleeding|Bluten] verursachen.","[Melee|近接][Attack|アタック]スキルをサポートし、[Bleeding|出血]状態の敵に与えるダメージを上昇させるが、そのスキルで[Bleeding|出血]を付与できなくさせる。","[Melee|근접] [Attack|공격]에 적용됩니다. [Bleeding|출혈] 상태의 적에게 주는 피해가 늘어나지만, 공격이 [Bleeding|출혈]을 유발하지 않습니다.","Suporta [Attack|Ataques] [Melee|Corpo a Corpo], fazendo com que causem mais dano contra inimigos [Bleeding|Sangrando], mas impedindo-os de infligir [Bleeding|Sangramento].","Усиливает [Attack|атаки] [Melee|ближнего боя]. Усиленные умения наносят больше урона по [Bleeding|истекающим кровью] врагам, но при этом не могут накладывать [Bleeding|кровотечение].","Asiste [Attack|ataques] [Melee|cuerpo a cuerpo] para que inflijan más daño a los enemigos que tienen [Bleeding|sangrado], pero al mismo tiempo impide que apliquen [Bleeding|sangrado].","ใช้เสริมการ[Attack|โจมตี][Melee|ประชิด] เพื่อให้สกิลนี้สร้างความเสียหายเพิ่มขึ้น อีก\r\nต่อศัตรูที่ติดสถานะ [Bleeding|เลือดไหล] แต่ทำให้สกิลนี้ไม่สามารถสร้างสถานะ [Bleeding|เลือดไหล] ต่อศัตรูได้","輔助[Melee|近戰][Attack|攻擊]技能，對[Bleeding|流血]的敵人造成更多傷害，但技能不再會對敵人造成[Bleeding|流血]。","","[16,13,7,30]","",3,[],[],"","",[],-1
39,"Firestorm","",46,"","","","","","","","","","","","[11,24,60,4,14,51,0,15,52]","",3,[],[],"","",[],-1
40,"FallingThunder","",47,"","","","","","","","","","","","[10,11,24,13,14,7,35,5,2]","",3,[],[],"","",[],-1
41,"PowerSiphon","",48,"","","","","","","","","","","","[11,24,4,30]","",3,[],[],"","",[],-1
42,"LightningArrow","",49,"","","","","","","","","","","","[10,24,60,13,14,5,2,18]","",3,[],[],"","",[],-1
43,"Discipline","",50,"","","","","","","","","","","","[9,11,24,48,49,12]","",3,[],[],1,"",[],-1
44,"ShockwaveTotem","",51,"","","","","","","","","","","","[9,24,13,19,14,7,35,30,15,33]","",3,[],[52],"","",[],1
45,"BlindSupport","",419,"Supports any skill that [HitDamage|Hits] enemies, causing them to [Blind|Blind] on [HitDamage|Hit].","Modifie n'importe quelle aptitude qui [HitDamage|Touche] les ennemis, lui permettant d'[Blind|Aveugler] au [HitDamage|Toucher].","Unterstützt jede Fertigkeit, die [HitDamage|Treffer] bei Gegnern verursacht und sie bei [HitDamage|Treffer] [Blind|blendet].","敵に[HitDamage|ヒット]を与えるスキルをサポートし、[HitDamage|ヒット]時に[Blind|盲目]を付与するようにする。","적을 [HitDamage|명중]하는 모든 스킬에 적용됩니다. 보조 대상 스킬이 [HitDamage|명중] 시 [Blind|실명]을 유발합니다.","Suporta qualquer habilidade que [HitDamage|Acerte] inimigos, fazendo com que elas [Blind|Ceguem] ao [HitDamage|Acertar].","Усиливает любое умение, [HitDamage|наносящее удары] по врагам. Усиленные умения накладывают [Blind|ослепление] при нанесении [HitDamage|удара].","Asiste cualquier habilidad que [HitDamage|impacte] a los enemigos para que [Blind|ciegue] al [HitDamage|impactar].","ใช้เสริมสกิลที่[HitDamage|ปะทะ]ศัตรู เพื่อให้สกิลนี้สร้างสถานะ [Blind|ตาบอด] เมื่อ[HitDamage|ปะทะ]","輔助任何[HitDamage|擊中]敵人的技能，使其[HitDamage|擊中]時[Blind|致盲]敵人。","",[16],"",3,[],[],"","",[],-1
46,"Arc","",54,"","","","","","","","","","","","[11,24,60,4,14,2,18,52]","",3,[],[],"","",[],-1
47,"ArcticArmour","",55,"","","","","","","","","","","","[48,11,24,4,49,51,1,56]","",3,[],[],1,"",[],-1
48,"FirePenetrationSupport","",420,"Supports any skill that [HitDamage|Hits] enemies, making those [HitDamage|Hits] [Penetration|Penetrate] enemy [Fire|Fire] resistance.","Modifie n'importe quelle aptitude qui [HitDamage|Touche] les ennemis, permettant à ses [HitDamage|Touches] de [Penetration|Pénétrer] la Résistance au [Fire|Feu] des ennemis.","Unterstützt jede Fertigkeit, die [HitDamage|Treffer] bei Gegnern verursacht, und lässt diese [HitDamage|Treffer] den gegnerischen [Fire|Feuer]widerstand [Penetration|durchdringen].","敵に[HitDamage|ヒット]を与えるスキルをサポートし、そのスキルによる[HitDamage|ヒット]が敵の[Fire|火]耐性を[Penetration|突破]するようにする。","적을 [HitDamage|명중]하는 모든 스킬에 적용됩니다. 보조 대상 스킬이 [HitDamage|명중] 시 적의 [Fire|화염] 저항을 [Penetration|관통]합니다.","Suporta qualquer habilidade que [HitDamage|Acerte] inimigos, fazendo com que seus [HitDamage|Acertos] [Penetration|Penetrem] a resistência a [Fire|Fogo] dos inimigos.","Усиливает любое умение, [HitDamage|наносящее удары] по врагам. [HitDamage|Удары] этим умением [Penetration|пробивают] вражеское сопротивление [Fire|огню].","Asiste cualquier habilidad que [HitDamage|impacte] a los enemigos para que sus [HitDamage|impactos] [Penetration|penetren] la resistencia al [Fire|fuego] de los enemigos.","ใช้เสริมสกิลที่[HitDamage|ปะทะ]ศัตรู เพื่อให้การ[HitDamage|ปะทะ]ของสกิลนี้[Penetration|เจาะต้านทาน] [Fire|ไฟ] ของศัตรู","輔助任何可[HitDamage|擊中]敵人的技能，使[HitDamage|擊中][Penetration|穿透]敵人[Fire|火焰]抗性。","","[16,0]","",3,[],[],"","",[],-1
49,"ColdPenetrationSupport","",421,"Supports any skill that [HitDamage|Hits] enemies, making those [HitDamage|Hits] [Penetration|Penetrate] enemy [Cold|Cold] resistance.","Modifie n'importe quelle aptitude qui [HitDamage|Touche] les ennemis, permettant à ses [HitDamage|Touches] de [Penetration|Pénétrer] la Résistance au [Cold|Froid] des ennemis.","Unterstützt jede Fertigkeit, die [HitDamage|Treffer] bei Gegnern verursacht, und lässt diese [HitDamage|Treffer] den gegnerischen [Cold|Kälte]widerstand [Penetration|durchdringen].","敵に[HitDamage|ヒット]を与えるスキルをサポートし、そのスキルによる[HitDamage|ヒット]が敵の[Cold|冷気]耐性を[Penetration|突破]するようにする。","적을 [HitDamage|명중]하는 모든 스킬에 적용됩니다. 보조 대상 스킬이 [HitDamage|명중] 시 적의 [Cold|냉기] 저항을 [Penetration|관통]합니다.","Suporta qualquer habilidade que [HitDamage|Acerte] inimigos, fazendo com que seus [HitDamage|Acertos] [Penetration|Penetrem] a resistência a [Cold|Gelo] dos inimigos.","Усиливает любое умение, [HitDamage|наносящее удары] по врагам, [HitDamage|Удары] этим умением [Penetration|пробивают] вражеское сопротивление [Cold|холоду].","Asiste cualquier habilidad que [HitDamage|impacte] a los enemigos para que sus [HitDamage|impactos] [Penetration|penetren] la resistencia al [Cold|hielo] de los enemigos.","ใช้เสริมสกิลที่[HitDamage|ปะทะ]ศัตรู เพื่อให้การ[HitDamage|ปะทะ]ของสกิลนี้[Penetration|เจาะต้านทาน] [Cold|น้ำแข็ง] ของศัตรู","輔助任何可[HitDamage|擊中]敵人的技能，使[HitDamage|擊中][Penetration|穿透]敵人[Cold|冰冷]抗性。","","[16,1]","",3,[],[],"","",[],-1
50,"LightningPenetrationSupport","",422,"Supports any skill that [HitDamage|Hits] enemies, making those [HitDamage|Hits] [Penetration|Penetrate] enemy [Lightning|Lightning] resistance.","Modifie n'importe quelle aptitude qui [HitDamage|Touche] les ennemis, permettant à ses [HitDamage|Touches] de [Penetration|Pénétrer] la Résistance à la [Lightning|Foudre] des ennemis.","Unterstützt jede Fertigkeit, die [HitDamage|Treffer] bei Gegnern verursacht, und lässt diese [HitDamage|Treffer] den gegnerischen [Lightning|Blitz]widerstand [Penetration|durchdringen].","敵に[HitDamage|ヒット]を与えるスキルをサポートし、そのスキルによる[HitDamage|ヒット]が敵の[Lightning|雷]耐性を[Penetration|突破]するようにする。","적을 [HitDamage|명중]하는 모든 스킬에 적용됩니다. 보조 대상 스킬이 [HitDamage|명중] 시 적의 [Lightning|번개] 저항을 [Penetration|관통]합니다.","Suporta qualquer habilidade que [HitDamage|Acerte] inimigos, fazendo com que seus [HitDamage|Acertos] [Penetration|Penetrem] a resistência a [Lightning|Raio] dos inimigos.","Усиливает любое умение, [HitDamage|наносящее удары] по врагам, [HitDamage|Удары] этим умением [Penetration|пробивают] вражеское сопротивление [Lightning|молнии].","Asiste cualquier habilidad que [HitDamage|impacte] a los enemigos para que sus [HitDamage|impactos] [Penetration|penetren] la resistencia al [Lightning|rayo] de los enemigos.","ใช้เสริมสกิลที่[HitDamage|ปะทะ]ศัตรู เพื่อให้การ[HitDamage|ปะทะ]ของสกิลนี้[Penetration|เจาะต้านทาน] [Lightning|สายฟ้า] ของศัตรู","輔助任何可[HitDamage|擊中]敵人的技能，使[HitDamage|擊中][Penetration|穿透]敵人[Lightning|閃電]抗性。","","[16,2]","",3,[],[],"","",[],-1
51,"ChainSupport","",423,"Supports [Projectile|Projectile] skills and any other skills that [Chain|Chain], causing them to [Chain|Chain] additional times.","Modifie les aptitudes à [Projectile|Projectiles], ainsi que n'importe quelle autre aptitude qui [Chain|Ricoche], leur permettant de [Chain|Ricocher] un certain nombre de fois supplémentaires.","Unterstützt [Projectile|Projektil]fertigkeiten und alle anderen Fertigkeiten, die [Chain|verketten], wodurch sie sich zusätzliche Male [Chain|verketten].","[Projectile|投射物]スキルおよび[Chain|連鎖]する他のスキルをサポートし、追加で[Chain|連鎖]するようにする。","[Projectile|투사체] 스킬과 [Chain|연쇄]하는 모든 스킬에 적용됩니다. 보조 대상 스킬이 [Chain|연쇄]하는 횟수가 늘어납니다.","Suporta habilidades de [Projectile|Projétil] e quaisquer outras habilidades que [Chain|Ricocheteiem], fazendo com que elas [Chain|Ricocheteiem] mais vezes.","Усиливает умения [Projectile|снарядов] и любые другие умения, наносящие [Chain|удары по цепи]. Усиленные умения наносят дополнительные [Chain|удары по цепи].","Asiste habilidades de [Projectile|proyectiles] y cualquier habilidad que se [Chain|encadene] para que se [Chain|encadenen] más veces adicionales.","ใช้เสริมสกิล[Projectile|โพรเจกไทล์]และสกิลที่สามารถ[Chain|ชิ่ง]ได้ เพื่อให้สกิลนี้[Chain|ชิ่ง]ได้เพิ่มเติม","輔助[Projectile|投射物]技能和任何其它會[Chain|連鎖]的技能，使其造成額外[Chain|連鎖]次數。","","[16,5,18]","",3,[],[],"","",[],-1
52,"ForkSupport","",424,"Supports [Projectile] skills, making their [Projectile|Projectiles] [Fork].","Modifie les aptitudes à [Projectile|Projectiles], permettant à leurs [Projectile|Projectiles] de se [Fork|Scinder].","Unterstützt [Projectile|Projektil]fertigkeiten und lässt ihre [Projectile|Projektile] [Fork|aufgabeln].","[Projectile|投射物]スキルをサポートし、そのスキルによる[Projectile|投射物]が[Fork|分岐]するようにする。","[Projectile|투사체] 스킬에 적용되어, [Projectile|투사체]가 [Fork|갈라지게] 합니다.","Suporta habilidades de [Projectile|Projétil], fazendo com que seus [Projectile|Projéteis] [Fork|Difundam].","Усиливает умения [Projectile|снарядов]. [Projectile|Снаряды] усиленных умений [Fork|разветвляются].","Asiste habilidades de [Projectile|proyectiles] para que sus [Projectile|proyectiles] se [Fork|bifurquen].","ใช้เสริมสกิล[Projectile|โพรเจกไทล์] เพื่อให้[Projectile|โพรเจกไทล์]ของสกิลนี้[Fork|แบ่งตัว]","輔助[Projectile|投射物]技能，使[Projectile|投射物][Fork|分岔]。","","[16,5]","",3,[],[],"","",[],-1
53,"Flammability","",56,"","","","","","","","","","","","[11,24,60,4,14,0,15,17]","",3,[],[],"","",[],-1
54,"Hypothermia","",57,"","","","","","","","","","","","[11,24,60,4,14,1,15,17]","",3,[],[],"","",[],-1
55,"Conductivity","",58,"","","","","","","","","","","","[11,24,60,4,14,2,15,17]","",3,[],[],"","",[],-1
56,"Incinerate","",92,"","","","","","","","","","","","[11,24,4,14,51,0,15,28,56]","",3,[],[],"","",[],-1
57,"SpellEchoSupport","",425,"Supports [Spell|Spells] that affect an area around you or a target location. Supported [Spell|Spells] echo, causing their effects to happen again after a short delay. Cannot support [Channelling] skills [Remote] skills or skills which are [Trigger|Triggered].","Modifie les [Spell|Sorts] qui affectent une zone autour de vous ou de l'emplacement ciblé. Les [Spell|Sorts] modifiés font écho, entraînant une répétition de leurs effets après un court délai. Ne peut pas modifier les aptitudes de [Channelling|Canalisation], les aptitudes [Remote|Déléguées] ni les aptitudes qui sont [Trigger|Déclenchées].","Unterstützt [Spell|Zauber], die einen Bereich um Euch herum oder einen Zielort beeinflussen. Unterstützte [Spell|Zauber] erzeugen ein Echo, wodurch ihre Effekte nach einer kurzen Verzögerung erneut gewirkt werden. Kann keine [Channelling|Kanalisierungs]fertigkeiten oder [Remote|ferngesteuerte] Fertigkeiten oder [Trigger|ausgelöste] Fertigkeiten unterstützen.","プレイヤーまたは対象とした地点の周囲の範囲に影響を与える[Spell|スペル]をサポートする。サポートされた[Spell|スペル]はエコーし、短い遅延の後にその効果を繰り返し起こすようにする。[Channelling|チャネリング]スキル、[Remote|リモート]スキルまたは[Trigger|トリガー]スキルをサポートできない。","플레이어 또는 목표 지점 주위의 범위에 영향을 미치는 [Spell|주문]에 적용됩니다. 보조 대상 [Spell|주문]이 메아리쳐, 잠시 후에 효과가 반복됩니다. [Channelling|집중 유지] 스킬이나 [Remote|원격] 스킬, [Trigger|발동형] 스킬에는 적용되지 않습니다.","Suporta [Spell|Magias] que afetam a área ao seu redor ou um local alvo. As [Spell|Magias] Suportadas ecoam, fazendo com que seus efeitos ocorram novamente após um curto atraso. Não suporta habilidades de [Channelling|Canalização], habilidades [Remote|Remotas] ou habilidades que sejam [Trigger|Ativadas].","Усиливает [Spell|чары], влияющие на область вокруг героя или указанного места. Эффекты усиленных [Spell|чар] повторяются после короткой задержки. Не может усиливать [Channelling|поддерживаемые], [Remote|дистанционные] и [Trigger|срабатывающие] умения.","Asiste [Spell|hechizos] que afectan a un área a tu alrededor o a una ubicación objetivo. Los [Spell|hechizos] asistidos se repiten, es decir, que sus efectos se vuelven a producir tras una pequeña demora. No puede asistir habilidades de [Channelling|canalización], habilidades [Remote|remotas] ni habilidades que se [Trigger|activan].","ใช้เสริม[Spell|เวท]ที่ส่งผลต่อพื้นที่รอบตัวคุณหรือตำแหน่งเป้าหมาย\r\n[Spell|เวท]ที่เสริมจะเกิดซ้ำ เพื่อให้ผลของมันเกิดขึ้นอีกครั้งหลังจากระยะเวลาสั้นๆ\r\nไม่สามารถเสริม สกิล[Channelling|แชนเนล], สกิล[Remote|รีโมต], หรือสกิลที่ถูก[Trigger|ทริกเกอร์] ได้","輔助影響範圍為自身周圍或一目標位置的[Spell|法術]。受輔助的[Spell|法術]會迴響，在短暫延遲後再次發揮效果。無法輔助[Channelling|引導]技能、[Remote|遠端]技能或[Trigger|觸發]技能。","","[16,4,14]","",3,[],[],"","",[],-1
