"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","LifeLeech","CastTime","ActiveSkill","IgnoreMinionTypes","CooldownNotRecoverDuringActive","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_145","RegularVariant","bool_154","i32_155","i32_159","i32_163","bool_167","StatSet","AdditionalStatSets","Audio","CostTypes","bool_224","[i32]_225","i32_241","SupportWeaponRestrictions"
160,"WhirlingAssaultPlayer","",[],"",[],[],"",3797695130,"",2,1000,558,"","",[],186,"","","","",0,0,0,"",191,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/WhirlingAssault/OnHit_WhirlingAssaultSG",[0],1,[],-1,[]
161,"WeaponGrantedChaosboltPlayer","",[],"",[],[],"",2407526756,"",2,750,585,"","",[],396,"","","","",0,0,0,"",192,[],"",[0],1,[],-1,[]
162,"EscapeShotPlayer","",[],"",[],[],"",1273635277,"",2,1000,560,"","",[],190,"","","","",0,0,0,"",193,[],"",[0],1,[],-1,[]
163,"SuperchargedSlamPlayer","",[],"",[],[],"",3765534773,"",2,1000,562,"","",[],509,"",1,"","",0,0,0,"",194,[195],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[7],1,[],-1,[]
164,"EvasiveStrikePlayer","",[],"",[],[],"",3636243189,"",2,1000,564,"","",[],188,"","","","",0,0,0,"",196,[],"",[0],1,[],-1,[]
165,"GaleStrikePlayer","",[],"",[],[],"",2404980186,"",2,1000,563,"","",[],199,"","","","",0,0,0,"",197,[],"",[0],1,[],-1,[]
166,"BladeDancePlayer","",[],"",[],[],"",2807474988,"",2,1000,565,"","",[],200,"","","","",0,0,0,"",198,[],"",[0],1,[],-1,[]
167,"ClawRakePlayer","",[],"",[],[],"",2869051422,"",2,1000,566,"","",[],201,"","","","",0,0,0,"",199,[],"",[0],1,[],-1,[]
168,"SpinningFlailPlayer","",[],"",[],[],"",2400713869,"",2,1000,567,"","",[],186,"","","","",0,0,0,"",200,[],"",[0],1,[],-1,[]
169,"VolcanicFissurePlayer","",[],"",[],[],"",3045592589,"",2,1000,568,"","",[],476,"","","","",0,0,0,"",201,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
170,"AxeExecutePlayer","",[],"",[],[],"",3151666971,"",2,1000,571,"","",[],211,"","","","",0,0,0,"",202,[],"",[],1,[],-1,[]
171,"AxeLeapingChopPlayer","",[],"",[],[],"",1039624097,"",2,1000,578,"","",[],212,"","","","",0,0,0,"",203,[],"",[],1,[],-1,[]
172,"AxeWhirlingSlashPlayer","",[],"",[],[],"",2516540987,"",2,1000,579,"","",[],213,"","","","",0,0,0,"",204,[],"",[],1,[],-1,[]
173,"AxeRaisedChopPlayer","",[],"",[],[],"",2798652012,"",2,1000,580,"","",[],214,"","","","",0,0,0,"",205,[],"",[],1,[],-1,[]
174,"AxeHeavyCleavePlayer","",[],"",[],[],"",3124737088,"",2,1000,581,"","",[],215,"","","","",0,0,0,"",206,[],"",[],1,[],-1,[]
175,"GlacialCascadePlayer","",[],"",[],[],"",3504232289,"",2,1000,587,"","",[],394,"","","","",0,0,0,"",207,[208],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/GlacialCascade/OnHit_GlacialCascadeSG",[0],1,[],-1,[]
176,"StaffConsecratePlayer","",[],"",[],[],"",2189960696,"",2,1250,180,"","",[],554,"","","","",0,0,0,"",209,[],"",[0],1,[],-1,[]
177,"WandArcaneSurgePlayer","",[],"",[],[],"",641642942,"",2,750,589,"","",[],233,"","","","",1,0,0,"",210,[],"",[],1,[],-1,[]
178,"UnleashPlayer","",[],"",[],[],"",2362253665,"",2,750,653,"","",[],299,"","","","",0,0,0,"",211,[],"",[0],1,[],-1,[]
179,"WaveOfFrostPlayer","",[],"",[],[],"",2361495934,"",2,1000,590,"","",[],393,"","","","",0,0,0,"",212,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/FreezingBackflip/OnHit_FreezingBackflipSG",[0],1,[],-1,[]
180,"SwordLungePlayer","",[],"",[],[],"",3191494441,"",2,1000,591,"","",[],228,"","","","",0,0,0,"",213,[],"",[],1,[],-1,[]
181,"RapidShotPlayer","",[],"",[],[],"",1073754812,"",2,1000,593,"","",[],347,"","","","",1,0,0,"",214,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/IncendiaryRapidShot/OnHit_IncendiaryRapidShotSG",[],"",[],-1,[]
182,"RapidShotAmmoPlayer","",[],"",[],[],"",3016800645,"",2,1200,594,"","",[],356,"","","","",0,0,0,"",215,[],"",[0],1,[],-1,[]
183,"ArmourPiercingBoltsPlayer","",[],"",[],[],"",3433695313,"",2,1000,595,"","",[],346,"","","","",2,0,0,"",216,[],"",[],"",[],-1,[]
184,"ArmourPiercingBoltsAmmoPlayer","",[],"",[],[],"",2638579197,"",2,600,596,"","",[],355,"","","","",0,0,0,"",217,[],"",[0],1,[],-1,[]
185,"IceShardsPlayer","",[],"",[],[],"",2569744629,"",2,1000,597,"","",[],349,"","","","",0,0,0,"",218,[219],"",[],"",[],-1,[]
186,"IceShardsAmmoPlayer","",[],"",[],[],"",2907793911,"",2,600,598,"","",[],358,"","","","",0,0,0,"",220,[],"",[0],1,[],-1,[]
187,"ShockburstRoundsPlayer","",[],"",[],[],"",1497312551,"",2,1000,599,"","",[],348,"","","","",4,0,0,"",221,[222],"",[],"",[],-1,[]
188,"ShockburstRoundsAmmoPlayer","",[],"",[],[],"",2617229226,"",2,800,600,"","",[],357,"","","","",0,0,0,"",223,[],"",[0],1,[],-1,[]
189,"SwordLeapSlashPlayer","",[],"",[],[],"",3864685485,"",2,1000,591,"","",[],14,"","","","",0,0,0,"",213,[],"",[],1,[],-1,[]
190,"IceStrikePlayer","",[],"",[],[],"",1283065732,"",2,1000,611,"","",[],294,"","","","",0,0,0,"",224,[225],"",[0],1,[],-1,[]
191,"CometPlayer","",[],"",[],[],"",2874775491,"",2,1000,612,"","",[],325,"","","","",0,0,0,"",226,[],"",[0],1,[],-1,[]
192,"BladeNovaPlayer","",[],"",[],[],"",1979056385,"",2,750,116,"","",[],37,"","","","",0,2,0,"",227,[],"",[],1,[],-1,[]
193,"FlameSlicePlayer","",[],"",[],[],"",1435597068,"",2,1000,613,"","",[],199,"","","","",0,0,0,"",228,[],"",[],1,[],-1,[]
194,"RingOfBladesPlayer","",[],"",[],[],"",913731225,"",2,1000,614,"","",[],37,"","","","",0,0,0,"",229,[],"",[],1,[],-1,[]
195,"ComboKnifeThrowPlayer","",[],"",[],[],"",453074250,"",2,600,617,"","",[],235,"","","","",0,2,0,"",230,"[231,232]","",[],1,[],-1,[]
196,"TripleSlashPlayer","",[],"",[],[],"",4061717808,"",2,1000,616,"","",[],215,"","","","",0,0,0,"",233,[234],"",[0],1,[],-1,[]
197,"HyperSlashPlayer","",[],"",[],[],"",388097298,"",2,1000,618,"","",[],211,"","","","",0,0,0,"",235,[236],"",[0],1,[],-1,[]
198,"ShadowDashPlayer","",[],"",[],[],"",2964917962,"",2,1000,619,"","",[],262,"","","","",0,0,0,"",237,[],"",[0],1,[],-1,[]
199,"ShadowAmbushPlayer","",[],"",[],[],"",148018705,"",2,1000,620,"","",[],213,"","","","",0,0,0,"",238,[],"",[0],1,[],-1,[]
200,"RipwireBallistaPlayer","",[],"",[],[],"",1450905612,"",2,1000,622,"","",[],50,"","","","",0,0,0,"",239,[],"",[0],1,[],-1,[]
201,"ManaTempestPlayer","",[],"",[],[],"",2309982086,"",2,600,624,"","",[],326,"","","","",0,0,0,"",240,[],"",[9],1,[],-1,[]
202,"KillingPalmPlayer","",[],"",[],[],"",863186801,"",2,1000,628,"","",[],211,"","","","",0,0,0,"",241,[],"Audio/Sound Effects/Combat/OnHit/OnHit_UnarmedSG",[0],1,[],-1,[]
203,"ShatteringPalmPlayer","",[],"",[],[],"",3467761568,"",2,1000,634,"","",[],230,"","","","",0,0,0,"",242,[],"Audio/Sound Effects/Combat/OnHit/OnHit_UnarmedSG",[0],1,[],-1,[]
204,"VolcanoPlayer","",[],"",[],[],"",1836541140,"",2,500,630,"","",[],268,"","","","",1,0,0,"",243,"[244,245]","",[7],1,[],-1,[]
205,"SummonWolfCompanionPlayer","",[],"",[],[],"",4260543993,"",2,650,631,"","",[],313,"","","","",0,0,0,"",246,[],"",[0],1,[],-1,[]
206,"SpinningThrowPlayer","",[],"",[],[],"",3360408472,"",2,1000,633,"","",[],109,"","","","",0,0,0,"",247,[],"",[0],1,[],-1,[]
207,"SpiralVolleyPlayer","",[],"",[],[],"",3159820264,"",2,1000,635,"","",[],270,"","","","",0,0,0,"",248,[],"",[0],1,[],-1,[]
208,"BearMaulPlayer","",[],"",[],[],"",3335017492,"",2,1000,637,"","",[],"","","","","",0,0,0,"",249,[250],"",[0],1,[],-1,[]
209,"WyvernMaulPlayer","",[],"",[],[],"",2402400303,"",2,1000,880,"","",[],678,"","","","",0,0,0,"",251,[],"",[0],1,[],-1,[]
210,"ShadowThiefSlashPlayer","",[],"",[],[],"",4098860586,"",2,1000,640,"","",[],"","","","","",0,0,0,"",252,[],"",[0],1,[],-1,[]
211,"LeapingAxeCatchPlayer","",[],"",[],[],"",3131940611,"",2,1000,641,"","",[],"","","","","",0,0,0,"",253,[],"",[0],1,[],-1,[]
212,"StormBladePlayer","",[],"",[],[],"",172757297,"",2,1000,588,"","",[],214,"","","","",1,0,0,"",254,[255],"",[0],1,[],-1,[]
213,"PlungingBladePlayer","",[],"",[],[],"",4265876949,"",2,1000,642,"","",[],"","","","","",0,0,0,"",256,[257],"",[0],1,[],-1,[]
214,"WolfHowlPlayer","",[],"",[],[],"",198878269,"",2,1300,643,"","",[],"","","","","",0,0,0,"",258,[],"",[0],1,[],-1,[]
215,"SpiralThrowPlayer","",[],"",[],[],"",322488147,"",2,1000,644,"","",[],109,"","","","",0,0,0,"",259,[],"",[],1,[],-1,[]
216,"WolfLeapAttackPlayer","",[],"",[],[],"",502783231,"",2,1600,646,"","",[],"","","","","",0,0,0,"",260,[],"",[0],1,[],-1,[]
217,"LightningBoltPlayer","",[],"",[],[],"",675785053,"",2,850,647,"","",[],315,"","","","",0,0,0,"",261,[],"",[0],1,[],-1,[]
218,"UniqueBreachLightningBoltPlayer","",[],"",[],[],"",1547187329,"",2,850,648,"","",[],315,"","","","",0,0,0,"",262,[],"",[0],1,[],-1,[]
219,"BearRampagePlayer","",[],"",[],[],"",3505472464,"",2,1000,651,"","",[],"","","","","",0,0,0,"",263,[],"",[0],1,[],-1,[]
220,"LightningStormPlayer","",[],"",[],[],"",4071717172,"",2,900,654,"","",[],296,"","","","",0,0,0,"",266,[],"",[0],1,[],-1,[]
221,"BearSlamPlayer","",[],"",[],[],"",2762539073,"",2,1000,657,"","",[],"","","","","",0,0,0,"",267,[268],"",[0],1,[],-1,[]
222,"BearWarcryMetaPlayer","",[],"",[],[],"",772006798,"",2,1333,658,"","",[],"","","","","",0,0,0,"",269,[],"",[0],1,[],-1,[]
223,"SupportBearWarcryPlayer",1,[62],"","[36,89,120]","[121,132]","",1983134327,"",2,1000,"","","",[],"","","","","",0,0,0,"",270,[],"",[],1,[],-1,[]
224,"MetaCastOnShockPlayer","",[],"",[],[],"",4035386923,"",2,0,659,"","",[],"","","","","",0,0,0,"",271,[],"",[],1,[],-1,[]
225,"MetaCastOnFreezePlayer","",[],"",[],[],"",2653062648,"",2,0,660,"","",[],"","","","","",0,0,0,"",272,[],"",[],1,[],-1,[]
226,"MetaCastOnIgnitePlayer","",[],"",[],[],"",720019528,"",2,0,661,"","",[],"","","","","",0,0,0,"",273,[],"",[],1,[],-1,[]
227,"MetaCastOnMeleeKillPlayer","",[],"",[],[],"",1446605351,"",2,0,662,"","",[],"","","","","",0,0,0,"",274,[],"",[],1,[],-1,[]
228,"MetaCastOnDeathPlayer","",[],"",[],[],"",2716399474,"",2,0,663,"","",[],"","","","","",0,0,0,"",275,[],"",[],1,[],-1,[]
229,"MetaCastOnCritPlayer","",[],"",[],[],"",519356213,"",2,0,666,"","",[],"","","","","",0,0,0,"",276,[],"",[],1,[],-1,[]
230,"MetaCastWhenDamageTakenPlayer","",[],"",[],[],"",1943348959,"",2,0,665,"","",[],"","","","","",0,0,0,"",277,[],"",[],1,[],-1,[]
231,"MetaCastWhenStunnedPlayer","",[],"",[],[],"",2016413060,"",2,0,664,"","",[],"","","","","",0,0,0,"",278,[],"",[],1,[],-1,[]
232,"MetaManaforgedShotsPlayer","",[],"",[],[],"",3751773207,"",2,0,667,"","",[],"","","","","",0,0,0,"",279,[],"",[],1,[],-1,[]
233,"SupportExploitWeaknessPlayer",1,"[6,0,116]","",[],[133],"",1878763788,"",2,1000,"","","",[],"","","","","",0,0,0,"",280,[],"",[],1,[],-1,[]
234,"SupportDevastatePlayer",1,"[6,0,116]","",[],[],"",519585385,"",2,1000,"","","",[],"","","","","",0,0,0,"",281,[],"",[],1,[],-1,[]
235,"SupportMetaCastOnShockPlayer",1,"[1,30,73]","","[36,89]",[132],"",1903272524,"",2,1000,"","","",[],"","","","","",0,0,0,"",282,[],"",[],1,[],-1,[]
236,"SupportMetaCastOnFreezePlayer",1,"[1,30,73]","","[36,89]",[132],"",1672583805,"",2,1000,"","","",[],"","","","","",0,0,0,"",283,[],"",[],1,[],-1,[]
237,"SupportMetaCastOnIgnitePlayer",1,"[1,30,73]","","[36,89]",[132],"",852296128,"",2,1000,"","","",[],"","","","","",0,0,0,"",284,[],"",[],1,[],-1,[]
238,"SupportMetaCastOnMeleeKillPlayer",1,"[1,30,73]","","[36,89]",[132],"",2323699464,"",2,1000,"","","",[],"","","","","",0,0,0,"",285,[],"",[],1,[],-1,[]
239,"SupportMetaCastOnDeathPlayer",1,"[1,30,73]","","[36,89]",[132],"",1316374231,"",2,1000,"","","",[],"","","","","",0,0,0,"",286,[],"",[],1,[],-1,[]
240,"SupportMetaCastOnCritPlayer",1,"[1,30,73]","","[36,89]",[132],"",210897676,"",2,1000,"","","",[],"","","","","",0,0,0,"",287,[],"",[],1,[],-1,[]
241,"SupportMetaCastWhenDamageTakenPlayer",1,"[1,30,73]","","[36,89]",[132],"",727964974,"",2,1000,"","","",[],"","","","","",0,0,0,"",288,[],"",[],1,[],-1,[]
242,"SupportMetaCastWhenStunnedPlayer",1,"[1,30,73]","","[36,89]",[132],"",3784748618,"",2,1000,"","","",[],"","","","","",0,0,0,"",289,[],"",[],1,[],-1,[]
243,"SupportMetaManaforgedShotsPlayer",1,"[184,0,73]","",[36],[132],"",2356224081,"",2,1000,"","","",[],"","","","","",0,0,0,"",290,[],"",[],1,[],-1,[]
244,"MetaBarrierInvocationPlayer","",[],"",[],[],"",1192701175,"",2,0,668,"","",[],"","","","","",0,0,0,"",291,[],"",[],1,[],-1,[]
245,"SupportBarrierInvocationPlayer",1,"[1,30,73]","","[36,89]",[132],"",3763119201,"",2,1000,"","","",[],"","","","","",0,0,0,"",292,[],"",[],1,[],-1,[]
246,"MetaElementalInvocationPlayer","",[],"",[],[],"",1538189112,"",2,0,848,"","",[],"","","","","",0,0,0,"",293,[],"",[],1,[],-1,[]
247,"SupportElementalInvocationPlayer",1,"[1,30,73]","","[36,89]",[132],"",2782438000,"",2,1000,"","","",[],"","","","","",0,0,0,"",294,[],"",[],1,[],-1,[]
248,"MetaCastOnDodgePlayer","",[],"",[],[],"",2827881062,"",2,0,669,"","",[],"","","","","",0,0,0,"",295,[],"",[],1,[],-1,[]
249,"SupportMetaCastOnDodgePlayer",1,"[1,30,73]","","[36,89]",[132],"",92197799,"",2,1000,"","","",[],"","","","","",0,0,0,"",296,[],"",[],1,[],-1,[]
250,"MetaCastWhileChannellingPlayer","",[],"",[],[],"",1527590390,"",2,0,670,"","",[],"","","","","",0,0,0,"",297,[],"",[],1,[],-1,[]
251,"SupportMetaCastWhileChannellingPlayer",1,"[1,30,73]","","[36,89]",[132],"",609274979,"",2,1000,"","","",[],"","","","","",0,0,0,"",298,[],"",[],1,[],-1,[]
252,"MetaCastOnMeleeStunPlayer","",[],"",[],[],"",3324132909,"",2,0,671,"","",[],"","","","","",0,0,0,"",299,[],"",[],1,[],-1,[]
253,"SupportMetaCastOnMeleeStunPlayer",1,"[1,30,73]","","[36,89]",[132],"",725167064,"",2,1000,"","","",[],"","","","","",0,0,0,"",300,[],"",[],1,[],-1,[]
254,"MtxCoinFlipInnocencePlayer","",[],"",[],[],"",1286695761,"",2,500,574,"","",[],22,"",1,"","",0,0,0,"",301,[],"",[],1,[],-1,[]
255,"MtxCoinFlipPerandusPlayer","",[],"",[],[],"",1302740254,"",2,500,574,"","",[],22,"",1,"","",0,1,0,"",302,[],"",[],1,[],-1,[]
256,"MtxCoinFlipSinPlayer","",[],"",[],[],"",2626085921,"",2,500,574,"","",[],22,"",1,"","",0,2,0,"",303,[],"",[],1,[],-1,[]
257,"MtxCoinFlipSilverPlayer","",[],"",[],[],"",4015236530,"",2,500,574,"","",[],22,"",1,"","",0,3,0,"",304,[],"",[],1,[],-1,[]
258,"MtxRaccoonTrashPlayer","",[],"",[],[],"",2037835129,"",2,1000,576,"","",[],"","","","","",0,0,0,"",305,[],"",[],1,[],-1,[]
259,"MtxPolymorphLunarHare1Player","",[],"",[],[],"",3111748016,1,2,700,523,"","",[],21,"",1,"","",0,16,0,"",146,[],"",[],1,[],-1,[]
260,"MtxPolymorphLunarHare2Player","",[],"",[],[],"",79829429,1,2,700,523,"","",[],21,"",1,"","",0,17,0,"",146,[],"",[],1,[],-1,[]
261,"LingeringIllusionPlayer","",[],"",[],[],"",2765089973,"",2,0,672,"","",[],"","","","","",0,0,0,"",306,[],"",[],1,[],-1,[]
262,"LingeringIllusionSpawnPlayer","",[],"",[],[],"",2119817155,"",2,1000,673,"","",[],"","","","","",0,0,0,"",307,[],"",[0],1,[],-1,[]
263,"GhostDancePlayer","",[],"",[],[],"",3012779838,"",2,0,674,"","",[],"","","","","",0,0,0,"",308,[],"",[],1,[],-1,[]
264,"BindSpectrePlayer","",[],"",[],[],"",1724788234,"",2,3000,675,"","",[],365,"",1,"","",0,0,0,"",309,[],"",[0],1,[],-1,[]
265,"DominatingAuraPlayer","",[],"",[],[],"",3775834474,"",2,0,678,"","",[],193,"","","","",0,0,0,"",310,[311],"",[],1,[],-1,[]
266,"ShroudPlayer","",[],"",[],[],"",2249346134,"",2,0,679,"","",[],"","","","","",0,0,0,"",312,[],"",[],1,[],-1,[]
267,"UnloadAmmoPlayer","",[],"",[],[],"",2332017394,"",2,500,680,"","",[],169,"","","","",0,0,0,"",313,[],"",[],1,[],-1,[]
268,"ExplosiveGrenadePlayer","",[],"",[],[],"",3853984642,"",2,1000,682,"","",[],368,"","","","",0,0,0,"",314,[],"",[0],1,[],-1,[]
269,"FlashGrenadePlayer","",[],"",[],[],"",1364429679,"",2,1000,684,"","",[],369,"","","","",1,0,0,"",315,[],"",[0],1,[],-1,[]
270,"ToxicGrenadePlayer","",[],"",[],[],"",3872960551,"",2,1000,685,"","",[],370,"","","","",2,0,0,"",316,"[317,318]","",[0],1,[],-1,[]
271,"OilGrenadePlayer","",[],"",[],[],"",3811013659,"",2,1000,686,"","",[],371,"","","","",3,0,0,"",319,[],"",[0],1,[],-1,[]
272,"ShockGrenadePlayer","",[],"",[],[],"",1094854599,"",2,1000,689,"","",[],372,"","","","",5,0,0,"",320,[],"",[0],1,[],-1,[]
273,"PainOfferingPlayer","",[],"",[],[],"",447656117,"",2,600,691,"","",[],380,"","","","",1,0,0,"",321,[],"",[0],1,[],-1,[]
274,"CommandSkeletalReaversPlayer","",[],"",[],[],"",747455347,"",2,1000,695,"","",[],523,"","","","",1,1,0,"",322,[],"",[0],1,[],-1,[]
275,"CommandSkeletalSniperPlayer","",[],"",[],[],"",3627819481,"",2,1250,695,"","",[],524,"","","","",0,1,0,"",323,[],"",[0],1,[],-1,[]
276,"CommandSkeletalFrostMagePlayer","",[],"",[],[],"",1919823174,"",2,1250,695,"","",[],525,"","","","",0,1,0,"",324,[],"",[0],1,[],-1,[]
277,"CommandSkeletalStormMagePlayer","",[],"",[],[],"",1524859017,"",2,2000,695,"","",[],526,"","","","",0,1,0,"",325,[],"",[0],1,[],-1,[]
278,"CommandSkeletalArsonistPlayer","",[],"",[],[],"",3082090466,"",2,600,695,"","",[],527,"","","","",0,1,0,"",326,[],"",[0],1,[],-1,[]
279,"TempestFlurryPlayer","",[],"",[],[],"",2285964711,"",2,1000,702,"","",[],381,"","","","",0,0,0,"",327,"[328,329]","",[0],1,[],-1,[]
280,"StaggeringPalmPlayer","",[],"",[],[],"",123211435,"",2,1000,703,"","",[],407,"","","","",0,0,0,"",330,[],"Audio/Sound Effects/Combat/OnHit/OnHit_UnarmedSG",[0],1,[],-1,[]
281,"StaggeringPalmProjectilePlayer","",[],"",[],[],"",2085546303,"",2,1000,704,"","",[],"","","","","",0,0,0,"",331,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,[],-1,[]
282,"StaggeringPalmUnarmedProjectilePlayer","",[],"",[],[],"",4236362876,"",2,1000,705,"","",[],"","","","","",0,0,0,"",332,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,[],-1,[]
283,"ChargedStaffPlayer","",[],"",[],[],"",3980169773,"",2,750,706,"","",[],395,"","","","",0,0,0,"",333,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
284,"ChargedStaffShockwavePlayer","",[],"",[],[],"",2529150134,"",2,750,707,"","",[],395,"","","","",0,0,0,"",334,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,[],-1,[]
285,"SiphoningStrikePlayer","",[],"",[],[],"",3181769806,"",2,1000,709,"","",[],385,"","","","",0,0,0,"",335,[336],"",[0],1,[],-1,[]
286,"TempestBellPlayer","",[],"",[],[],"",4238021647,"",2,1000,710,"","",[],388,"","","","",0,0,0,"",337,"[338,339]","Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],"",[],-1,[]
287,"GenericMinionCommandPlayer","",[],"",[],[],"",1173546920,"",2,0,711,"","",[],490,"","","","",0,3,0,"",340,[],"",[],1,[],-1,[]
288,"FrozenLocusPlayer","",[],"",[],[],"",1559394945,"",2,1000,712,"","",[],402,"","","","",0,0,0,"",341,[342],"",[0],1,[],-1,[]
289,"FrozenLocusExplodePlayer","",[],"",[],[],"",125777466,"",2,1000,713,"","",[],"","","","","",0,0,0,"",343,[],"",[],1,[],-1,[]
290,"BonestormPlayer","",[],"",[],[],"",3210227281,"",2,125,714,"","",[],398,"","","","",0,0,0,"",344,[345],"Audio/Sound Effects/Combat/OnHit/OnHit_ArrowSG",[7],1,[],-1,[]
291,"BoneCagePlayer","",[],"",[],[],"",4090254784,"",2,1000,715,"","",[],479,"","","","",0,0,0,"",346,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/BoneRing/OnHit_BoneRingSG",[0],1,[],-1,[]
292,"UnearthPlayer","",[],"",[],[],"",928848927,"",2,950,717,"","",[],408,"","","","",0,0,0,"",347,[],"Audio/Sound Effects/Combat/OnHit/OnHit_SpearWoodSG",[0],1,[],-1,[]
293,"PoisonBurstArrowPlayer","",[],"",[],[],"",3036346178,"",2,1000,719,"","",[],420,"","","","",0,0,0,"",348,[349],"",[0],1,[],-1,[]
294,"StormcallerArrowPlayer","",[],"",[],[],"",1809984871,"",2,1000,721,"","",[],418,"","","","",0,0,0,"",350,[351],"",[0],1,[],-1,[]
295,"RipwireBallistaProjectilePlayer","",[],"",[],[],"",825570807,"",2,1000,722,"","",[],1,"","","","",0,0,0,"",353,[],"",[],1,[],-1,[]
296,"LightningRodPlayer","",[],"",[],[],"",2039845033,"",2,1000,723,"","",[],421,"","","","",0,0,0,"",354,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
297,"GasArrowPlayer","",[],"",[],[],"",1416329774,"",2,1000,724,"","",[],420,"","","","",2,0,0,"",355,"[356,357]","",[0],1,[],-1,[]
298,"PlagueBearerNovaPlayer","",[],"",[],[],"",1543352848,"",2,1000,729,"","",[],451,"","","","",0,0,0,"",358,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,[],-1,[]
299,"ElectrocutingArrowPlayer","",[],"",[],[],"",1703868540,"",2,1000,730,"","",[],429,"","","","",0,0,0,"",359,[],"",[0],1,[],-1,[]
300,"PerfectStrikePlayer","",[],"",[],[],"",3858666082,"",2,1000,732,"","",[],430,"","","","",0,0,0,"",360,[361],"",[7],1,[],-1,[]
301,"ShieldBlockPlayer","",[],"",[],[],"",475738795,"",2,1000,733,"","",[],446,"","","","",0,0,0,"",362,[],"",[],1,[],-1,[]
302,"ResonatingShieldPlayer","",[],"",[],[],"",1450695128,"",2,1000,734,"","",[],452,"","","","",0,0,0,"",363,[],"",[7],1,[],-1,[]
303,"MagmaBarrierPlayer","",[],"",[],[],"",3905562591,"",2,0,736,"","",[],"","","","","",0,0,0,"",364,[],"",[],1,[],-1,[]
304,"MagmaSprayPlayer","",[],"",[],[],"",3829329058,"",2,1000,737,"","",[],"","","","","",0,0,0,"",365,[],"",[],1,[],-1,[]
305,"VineArrowPlayer","",[],"",[],[],"",1402500610,"",2,1000,764,"","",[],464,"","","","",0,0,0,"",366,[5450],"",[0],1,[],-1,[]
306,"RhoaMountPlayer","",[],"",[],[],"",950372542,"",2,1000,765,"","",[],"","","","","",0,0,0,"",367,[],"",[],1,[],-1,[]
307,"RagingSpiritsPlayer","",[],"",[],[],"",2378751646,"",2,1000,768,"","",[],"","","","","",0,0,0,"",373,[],"",[],1,[],-1,[]
308,"EnforcedWalkingPlayer","",[],"",[],[],"",401433756,"",2,1000,772,"","",[],"","","","","",0,0,0,"",374,[],"",[],1,[],-1,[]
309,"TwisterPlayer","",[],"",[],[],"",2749266352,"",2,1000,773,"","",[],496,"","","","",0,0,0,"",375,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[]
310,"ExplosiveSpearPlayer","",[],"",[],[],"",1539549295,"",2,1000,774,"","",[],499,"","","","",0,0,0,"",376,"[377,378]","",[0],1,[],2,[]
311,"SpearWindVortexPlayer","",[],"",[],[],"",1655361146,"",2,1000,776,"","",[],516,"","","","",0,0,0,"",379,[],"",[0],1,[],-1,[]
312,"ElementalSiphonPlayer","",[],"",[],[],"",4110977456,"",2,1000,777,"","",[],714,"","","","",0,0,0,"",380,"[381,382,383]","",[0],"",[],-1,[]
313,"ThunderousLeapPlayer","",[],"",[],[],"",1214733851,"",2,1000,778,"","",[],514,"","","","",0,0,0,"",384,[],"",[0],1,[],-1,[]
314,"WindDancerPlayer","",[],"",[],[],"",3066182658,"",2,1000,779,"","",[],"","","","","",0,0,0,"",385,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,[],-1,[]
315,"TriggeredWindDancerPlayer","",[],"",[],[],"",1529931108,"",2,1000,780,"","",[],"","","","","",0,0,0,"",386,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,[],-1,[]
316,"ProfaneRitualPlayer","",[],"",[],[],"",3129721893,"",2,1000,782,"","",[],518,"","","","",0,0,0,"",387,[],"",[0],1,[],-1,[]
317,"SoulOfferingPlayer","",[],"",[],[],"",3788437052,"",2,1000,783,"","",[],380,"","","","",5,0,0,"",388,[],"",[0],1,[],-1,[]
318,"DarkEffigyPlayer","",[],"",[],[],"",2229491599,"",2,1000,784,"","",[],528,"","","","",0,0,0,"",389,[],"",[0],1,[],-1,[]
