"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","string","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool","rid","rid"
104,"static_blows221","Art/2DArt/SkillIcons/passives/staticshield.dds","[6071,12385,12533]",30,30,50,0,26557,"Static Blows",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
105,"shock_duration222","Art/2DArt/SkillIcons/passives/lightningint.dds","[56,658]",10,10,0,0,46469,"Lightning Damage and Shock Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
106,"wandslinger's_prowess232","Art/2DArt/SkillIcons/passives/wandslingersprowess.dds","[11560,81]",30,10,0,0,22972,"Wandslinger",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
107,"wand_damage238","Art/2DArt/SkillIcons/passives/masterywand.dds","[41,11531,81]",12,12,4,0,32942,"Wand Physical Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
108,"wand_damage240","Art/2DArt/SkillIcons/passives/masterywand.dds","[41,11531]",12,12,0,0,64239,"Wand Physical Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
109,"wand_damage242","Art/2DArt/SkillIcons/passives/masterywand.dds","[41,11531,81]",12,12,4,0,22407,"Wand Physical Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
110,"wand_damage_and_accuracy243","Art/2DArt/SkillIcons/passives/masterywand.dds",[11560],14,0,0,0,50472,"Wand Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
111,"wand_damage245","Art/2DArt/SkillIcons/passives/WandSpeedAccuracyNode.dds","[11560,81]",10,4,0,0,63067,"Wand Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
112,"elder_power247","Art/2DArt/SkillIcons/passives/elderpower.dds","[425,1394]",10,10,0,0,41476,"Elder Power",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
113,"staff_damage_and_attack_speed249","Art/2DArt/SkillIcons/passives/staffspeed.dds","[35,75,11529]",6,2,6,0,17806,"Staff Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
114,"staff_damage254","Art/2DArt/SkillIcons/passives/damagestaff.dds","[11545,331]",16,10,0,0,37639,"Staff Damage and Stun Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
115,"dagger_damage_and_critical_strike_chance257","Art/2DArt/SkillIcons/passives/criticaldaggerint.dds",[96],15,0,0,0,28758,"Dagger Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
116,"dagger_damage_and_critical_strike_chance258","Art/2DArt/SkillIcons/passives/criticaldaggerint.dds","[2690,557]",80,20,0,0,39443,"Dagger Critical Strike Chance and Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
117,"dagger_damage_and_accuracy260","Art/2DArt/SkillIcons/passives/criticaldaggerint.dds","[11540,89]",6,12,0,0,30717,"Dagger Damage and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
118,"nightstalker261","Art/2DArt/SkillIcons/passives/nightstalker.dds","[96,2690,2691]",30,60,60,0,56276,"Nightstalker",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
119,"dagger_damage_and_critical_strike_multiplier262","Art/2DArt/SkillIcons/passives/criticaldaggerdex.dds","[557,96]",18,14,0,0,44134,"Dagger Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
120,"dagger_damage_and_critical_strike_multiplier263","Art/2DArt/SkillIcons/passives/criticaldaggerdex.dds","[557,96]",18,14,0,0,11489,"Dagger Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
121,"dagger_damage264","Art/2DArt/SkillIcons/passives/criticaldaggerint.dds",[11540],12,0,0,0,55414,"Dagger Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
122,"dagger_damage265","Art/2DArt/SkillIcons/passives/masterydaggerdex.dds",[11540],12,0,0,0,36891,"Dagger Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
123,"flaying266","Art/2DArt/SkillIcons/passives/flaying.dds","[11540,77,89]",24,12,18,0,36490,"Flaying",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
124,"eagle_talons273","Art/2DArt/SkillIcons/passives/ClawsOfTheMagpie.dds","[11541,76,2385]",25,10,25,0,54791,"Claws of the Magpie",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
125,"claw_damage274","Art/2DArt/SkillIcons/passives/clawmasterydex.dds",[11541],12,0,0,0,5629,"Claw Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
126,"eagle_talons275","Art/2DArt/SkillIcons/passives/eagletalons.dds","[2791,88]",40,15,0,0,56648,"Claws of the Falcon",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
127,"additional_minions277","Art/2DArt/SkillIcons/passives/graveintentions.dds","[2094,9935]",27,20,0,0,61982,"Grave Intentions",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
128,"additional_spectre278","Art/2DArt/SkillIcons/passives/deathattunement.dds","[164,165,546]",1,1,1,0,19897,"Death Attunement",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
129,"minion_life279","Art/2DArt/SkillIcons/passives/minionlife.dds",[159],10,0,0,0,32024,"Minion Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
130,"minion_life280","Art/2DArt/SkillIcons/passives/minionlife.dds",[159],12,0,0,0,4247,"Minion Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
131,"minion_life281","Art/2DArt/SkillIcons/passives/MinionChaosResistanceNode.dds","[159,2094]",8,13,0,0,51517,"Minion Life and Chaos Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
132,"minion_life282","Art/2DArt/SkillIcons/passives/minionlife.dds",[2092],90,0,0,0,55563,"Minion Life Regeneration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
133,"minion_life283","Art/2DArt/SkillIcons/passives/minionlife.dds",[159],12,0,0,0,17412,"Minion Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
134,"minion_damage284","Art/2DArt/SkillIcons/passives/MinionAccuracyDamage.dds","[487,8149]",12,12,0,0,43133,"Minion Damage and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
135,"minion_damage285","Art/2DArt/SkillIcons/passives/miniondamageBlue.dds",[487],15,0,0,0,60554,"Minion Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
136,"wand_fire_damage287","Art/2DArt/SkillIcons/passives/masterywand.dds",[665],5,0,0,0,19098,"Wand Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
137,"wand_cold_damage288","Art/2DArt/SkillIcons/passives/masterywand.dds",[665],5,0,0,0,64612,"Wand Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
138,"mana289","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,59009,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
139,"mana290","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,1891,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
140,"mana291","Art/2DArt/SkillIcons/passives/lifemana.dds","[128,124]",6,4,0,0,49236,"Mana and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
141,"energy_shield292","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,367,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
142,"energy_shield293","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,60090,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
143,"energy_shield295","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,14211,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
144,"energy_shield296","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,42731,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
145,"energy_shield297","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,22473,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
146,"energy_shield298","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,14182,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
147,"maximum_power_charges299","Art/2DArt/SkillIcons/passives/chargeint.dds",[181],1,0,0,0,34173,"Overcharge",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
148,"mind_drinker302","Art/2DArt/SkillIcons/passives/minddrinker.dds","[128,6329]",20,2,0,0,42804,"Mind Drinker",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
149,"storm_cast307","Art/2DArt/SkillIcons/passives/lightningint.dds","[56,594]",30,6,0,0,56716,"Heart of Thunder",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
150,"lightning_damage308","Art/2DArt/SkillIcons/passives/lightningint.dds",[2845],12,0,0,0,52407,"Lightning Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
151,"lightning_damage309","Art/2DArt/SkillIcons/passives/lightningint.dds",[2845],12,0,0,0,54645,"Lightning Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
152,"lightning_walker311","Art/2DArt/SkillIcons/passives/stormborn.dds","[56,148,2778]",25,15,5,0,30225,"Lightning Walker",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
153,"lightning_damage312","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],12,0,0,0,32431,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
154,"lightning_damage313","Art/2DArt/SkillIcons/passives/lightningint.dds","[56,658]",10,10,0,0,49588,"Lightning Damage and Shock Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
155,"lightning_damage314","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],16,0,0,0,58604,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
156,"lightning_damage315","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],16,0,0,0,36121,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
157,"lightning_damage317","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],16,0,0,0,55647,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
158,"lightning_damage318","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],16,0,0,0,57362,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
159,"freeze_duration321","Art/2DArt/SkillIcons/passives/colddamage.dds",[454],15,0,0,0,58603,"Freeze Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
160,"flask_mana324","Art/2DArt/SkillIcons/passives/flaskdex.dds",[459],10,0,0,0,3676,"Flask Charges Gained",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
161,"flask_mana325","Art/2DArt/SkillIcons/passives/flaskdex.dds",[459],10,0,0,0,17790,"Flask Charges Gained",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
162,"fire_damage326","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],16,0,0,0,18715,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
163,"fire_damage327","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],16,0,0,0,44983,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
164,"fire_walker329","Art/2DArt/SkillIcons/passives/flameborn.dds","[42,144,2776]",25,15,5,0,34661,"Fire Walker",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
165,"fire_damage330","Art/2DArt/SkillIcons/passives/firedamageint.dds",[10142],4,0,0,0,54396,"Burning Damage Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
166,"fire_damage331","Art/2DArt/SkillIcons/passives/firedamage.dds",[10142],5,0,0,0,31462,"Burning Damage Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
167,"fire_damage332","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],16,0,0,0,10893,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
168,"fire_damage335","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],12,0,0,0,25597,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
169,"fire_damage337","Art/2DArt/SkillIcons/passives/firedamage.dds","[42,450]",12,24,0,0,1550,"Fire Damage and Life Regeneration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
170,"arsonist338","Art/2DArt/SkillIcons/passives/arsonist.dds","[450,10142]",72,10,0,0,2550,"Arsonist",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
171,"energy_shield_delay339","Art/2DArt/SkillIcons/passives/energyshield.dds","[133,138]",15,10,0,0,17236,"Energy Shield and Energy Shield Recharge Rate",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
172,"energy_shield_delay340","Art/2DArt/SkillIcons/passives/energyshield.dds","[133,138]",15,10,0,0,7641,"Energy Shield and Energy Shield Recharge Rate",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
173,"breath_of_rime344","Art/2DArt/SkillIcons/passives/breathofrime.dds","[2912,227]",30,1,0,0,58198,"Fingers of Frost",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
174,"elemental_damage346","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[485],10,0,0,0,60704,"Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
175,"frost_walker351","Art/2DArt/SkillIcons/passives/frostborn.dds","[49,146,2777]",25,15,5,0,44955,"Frost Walker",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
176,"cold_damage352","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],16,0,0,0,40609,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
177,"cold_damage353","Art/2DArt/SkillIcons/passives/colddamage.dds","[49,454]",10,15,0,0,12439,"Cold Damage and Freeze Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
178,"stun_recovery_notable354","Art/2DArt/SkillIcons/passives/AntiStunNotable.dds","[221,18376,18377]",50,5,5,0,45657,"Trial of the Faith",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
179,"cold_damage356","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],16,0,0,0,38148,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
180,"cold_damage357","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],16,0,0,0,22090,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
181,"cold_damage358","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],12,0,0,0,5972,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
182,"heart_of_ice359","Art/2DArt/SkillIcons/passives/iceheart.dds","[49,593]",30,6,0,0,8833,"Heart of Ice",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
183,"cold_damage360","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],16,0,0,0,36412,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
184,"cold_damage361","Art/2DArt/SkillIcons/passives/colddamage.dds",[12532],20,0,0,1,14209,"Cold Ailment Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
185,"chill_duration365","Art/2DArt/SkillIcons/passives/colddamage.dds",[8564],5,0,0,0,40705,"Cold Damage Over Time Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
186,"power_charge_duration366","Art/2DArt/SkillIcons/passives/chargeint.dds",[426],20,0,0,0,62177,"Power Charge Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
187,"power_charge_duration367","Art/2DArt/SkillIcons/passives/chargeint.dds",[426],20,0,0,0,5696,"Power Charge Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
188,"pyromaniac368","Art/2DArt/SkillIcons/passives/pyromaniac.dds","[10142,144]",12,24,0,0,29049,"Holy Fire",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
189,"burn_damage369","Art/2DArt/SkillIcons/passives/firedamageint.dds",[10142],6,0,0,0,5916,"Burning Damage Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
190,"burn_damage370","Art/2DArt/SkillIcons/passives/firedamageint.dds",[10142],4,0,0,0,4713,"Burning Damage Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
191,"spell_critical_chance374","Art/2DArt/SkillIcons/passives/spellcritical.dds",[555],20,0,0,0,44723,"Spell Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
192,"spell_critical_chance375","Art/2DArt/SkillIcons/passives/spellcritical.dds",[555],20,0,0,0,1346,"Spell Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
193,"spell_critical_chance376","Art/2DArt/SkillIcons/passives/spellcritical.dds",[555],20,0,0,0,63398,"Spell Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
194,"spell_critical_strike_multiplier377","Art/2DArt/SkillIcons/passives/SpellMultiplyer2.dds",[327],10,0,0,0,36452,"Spell Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
195,"arcane_potency378","Art/2DArt/SkillIcons/passives/arcanepotency.dds","[327,555]",30,30,0,0,46842,"Arcane Potency",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
196,"amplify379","Art/2DArt/SkillIcons/passives/amplify.dds","[433,618]",10,20,0,0,61308,"Amplify",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
197,"area_of_effect_radius380","Art/2DArt/SkillIcons/passives/blastradius.dds",[433],10,0,0,0,40927,"Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
198,"area_of_effect_radius381","Art/2DArt/SkillIcons/passives/areaofeffect.dds",[618],10,0,0,0,21075,"Area of Effect Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
199,"area_of_effect_radius382","Art/2DArt/SkillIcons/passives/blastradius.dds",[433],10,0,0,0,15365,"Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","",""
