"rownum","Id","Name","Icon","Description","PackLeader1","PackLeader2","Mod"
129,"VaalFragment2","Ancient Sentries","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconVaalFragment","Ranged Vaal <white>{Constructs}\r\nFires <craftingchaos>{Chaos} projectiles","","",""
130,"VaalFragment","Ancient Constructs","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconVaalFragment","Ranged Vaal <white>{Constructs}\r\nFires <craftingchaos>{Chaos} projectiles","","",""
131,"VaalGuardMelee","Undead Vaal Guards","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconVaalGuardMelee","<white>{Undead} Vaal Guards","","",""
132,"VaalGuardMeleeDagger","Undead Vaal Bladedancers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconVaalGuardMelee","<white>{Undead} Vaal Guards","","",""
133,"VaalGuardRanged","Undead Vaal Archers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconVaalGuardRanged","Ranged <white>{Undead} Vaal Guards \r\nUses <craftingfire>{Explosive} Arrow","","",""
134,"VaalSkeletonCasterCold","Frost Archmages","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconNecromancerSkeletonCasterCold","Ranged <white>{Undead} <craftingcold>{Cold} Skeletons","<white>{Pack Leader:}\r\n<white>{Death Bishop}","<white>{Pack Leader:}\r\n<white>{Death Bishop}\r\nCasts <craftingcold>{Frostbite}\r\nRevives Undead",""
135,"VaalSkeletonCasterFire","Flame Archmages","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconNecromancerSkeletonCasterFire","Ranged <white>{Undead} <craftingfire>{Fire} Skeletons","<white>{Pack Leader:}\r\n<white>{Ash Prophet}","<white>{Pack Leader:}\r\n<white>{Ash Prophet}\r\nCasts <craftingfire>{Flammability}\r\nRevives the dead",""
136,"VaalSkeletonCasterLightning","Thunder Archmages","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconNecromancerSkeletonCasterLightning","Ranged <white>{Undead} <craftinglightning>{Lightning} Skeletons","<white>{Pack Leader:}\r\n<white>{Sin Lord}","<white>{Pack Leader:}\r\n<white>{Sin Lord}\r\nCasts <craftinglightning>{Conductivity}\r\nRevives Undead",""
137,"VaalSkeletonMeleeKnight","Vaal Fallen","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconVaalSkeletonMeleeKnight","<white>{Undead} Vaal Guards \r\nUses Elemental Hit","","",""
138,"VaalSkeletonMeleeFire","Flame Guardians","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconNecromancerSkeletonMeleeFire","<white>{Undead} <craftingfire>{Fire} Skeletons","<white>{Pack Leader:}\r\n<white>{Ash Prophet}","<white>{Pack Leader:}\r\n<white>{Ash Prophet}\r\nCasts <craftingfire>{Flammability}\r\nRevives the dead",""
139,"VaalSkeletonMeleeCold","Frost Guardians","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconNecromancerSkeletonMeleeCold","<white>{Undead} <craftingcold>{Cold} Skeletons","<white>{Pack Leader:}\r\n<white>{Death Bishop}","<white>{Pack Leader:}\r\n<white>{Death Bishop}\r\nCasts <craftingcold>{Frostbite}\r\nRevives Undead",""
140,"VaalSkeletonMeleeLightning","Thunder Guardians","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconNecromancerSkeletonMeleeLightning","<white>{Undead} <craftinglightning>{Lightning} Skeletons","<white>{Pack Leader:}\r\n<white>{Sin Lord}","<white>{Pack Leader:}\r\n<white>{Sin Lord}\r\nCasts <craftinglightning>{Conductivity}\r\nRevives Undead",""
141,"VaalSnakeRanged","Spine Constructs","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconVaalSnake","Ranged Snake <white>{Constructs}","","",""
142,"VaalSnake","Serpentine Constructs","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconVaalSnake","Snake <white>{Constructs}","","",""
143,"Wasp","Plague Wasps","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconWasp","Fast <white>{Beast} Wasps","","",""
144,"AxisCaster","Blackguard Mages","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconAxisCaster","Blackguard <white>{Humanoids} \r\nCasts <craftinglightning>{Spark}","","",""
145,"AxisCasterArc","Blackguard Arcmages","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconAxisCaster","Blackguard <white>{Humanoids} \r\nCasts <craftinglightning>{Arc}","","",""
146,"AxisEliteSoldierExtraMage","Blackguard Elites","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconAxisEliteSoldier","Elite Blackguard <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Blackguard Mage}","<white>{Pack Leader:}\r\n<white>{Blackguard Mage}\r\nCasts <craftinglightning>{Spark}\r\n",""
147,"AxisEliteSoldierArcMage","Blackguard Elites","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconAxisEliteSoldier","Elite Blackguard <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Blackguard Arcmage}","<white>{Pack Leader:}\r\n<white>{Blackguard Arcmage}\r\nCasts <craftinglightning>{Arc}\r\n",""
148,"AxisEliteSoldier","Blackguard Elites","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconAxisEliteSoldier","Elite Blackguard <white>{Humanoids}","","",""
149,"AxisExperimenter","Blackguard Experimenters","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconAxisExperimenter","Blackguard <white>{Humanoids}\r\nCasts Temporal Chains\r\nDetonates corpses","","",""
150,"AxisFootsoldierLunaris","Lunar Scouts","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLunarisSoldierMelee","Lunaris <white>{Humanoids}","","",""
151,"AxisFootsoldierMageExtra","Blackguard Soldiers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconAxisFootsoldier","Elite Blackguard <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Blackguard Mage}","<white>{Pack Leader:}\r\n<white>{Blackguard Mage}\r\nCasts <craftinglightning>{Spark}\r\n",""
152,"AxisFootsoldierArcMage","Blackguard Soldiers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconAxisFootsoldier","Elite Blackguard <white>{Humanoids}","<white>{Pack Leader:}\r\n<white>{Blackguard Arcmage}","<white>{Pack Leader:}\r\n<white>{Blackguard Arcmage}\r\nCasts <craftinglightning>{Arc}\r\n",""
153,"AxisFootsoldier","Blackguard Soldiers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconAxisFootsoldier","Elite Blackguard <white>{Humanoids}","","",""
154,"BlackguardZombiePackLeader","Pale Blackguards ","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBlackguardZombie","<white>{Undead} Blackguard Zombies","<white>{Pack Leader:}\r\n<white>{Pale Commander}","<white>{Pack Leader:}\r\n<white>{Pale Commander}",""
155,"BlackguardZombie","Pale Blackguards ","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBlackguardZombie","<white>{Undead} Blackguard Zombies","","",""
156,"BloodElemental2","Fevered Clots","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBloodElemental","Bloody <white>{Constructs}","","",""
157,"BloodElementalDoedre","Doedre's Ichor","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBloodElemental","Bloody <white>{Constructs}\r\nUses Bloody Cascade","","",""
158,"BloodElemental","Blood Elementals","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBloodElemental","Bloody <white>{Constructs}","","",""
159,"BurnedSkeletonMelee","Burned Skeletons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconBurnedSkeletonMelee","<white>{Undead} Skeletons","","",""
160,"CityStalkerCasterPhysical","Undying Evangelists","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerCasterPhysical","Undying <white>{Demons}\r\nCasts Holy Blast, Proximity Shield","","",""
161,"CityStalkerLightning","Undying Aristocrats ","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerCasterPhysical","Undying <white>{Demons}\r\nCasts <craftinglightning>{Lightning} Nova","","",""
162,"CityStalkerLightningPack","Undying Aristocrats ","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerCasterPhysical","Undying <white>{Demons}\r\nCasts <craftinglightning>{Lightning} Nova","<white>{Pack Leader:}\r\n<white>{Undying Evangelist}","<white>{Pack Leader:}\r\n<white>{Undying Evangelist}\r\nCasts Holy Blast, Proximity Shield",""
163,"CityStalkerCold3","Undying Inductors","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerCold","Undying <white>{Demons}\r\nCasts <craftinglightning>{Lightning} Mortar","","",""
164,"CityStalkerCold2","Undying Subjects","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerCold","Undying <white>{Demons}\r\nCasts <craftinglightning>{Spark}","","",""
165,"CityStalkerCold4leader","Undying Workers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerCold","Undying <white>{Demons}","<white>{Pack Leader:}\r\n<white>{Undying Engineer}","<white>{Pack Leader:}\r\n<white>{Undying Engineer}\r\nSummons Barrage Totem",""
166,"CityStalkerCold6","Undying Operators","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerCold","Undying <white>{Demons}\r\nCasts Ball <craftinglightning>{Lightning}\r\nUses <craftinglightning>{Static} Strike","","",""
167,"CityStalkerCold5","Undying Labourers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerCold","Undying <white>{Demons}\r\nUses <craftingcold>{Glacial} Hammer\r\nSummons <craftingcold>{Ice} Shot Ballista","","",""
168,"CityStalkerCold4","Undying Workers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerCold","Undying <white>{Demons}","","",""
169,"CityStalkerCold","The Undying","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerCold","Undying <white>{Demons}","","",""
170,"CityStalkerColdLibrary","The Undying Archivists","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerColdLibrary","Ranged Undying <white>{Demons} \r\nCasts <craftingcold>{Freezing} Pulse","","",""
171,"CityStalkerFire","Undying Wretches","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconCityStalkerFire","Undying <white>{Demons}","","",""
172,"DockSkeletonMelee","Brittle Skeletons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconDockSkeletonMelee","<white>{Undead} Skeletons","","",""
173,"DockSkeletonRanged","Ranged Brittle Skeletons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconDockSkeletonRanged","Ranged <white>{Undead} Skeletons","","",""
174,"DockWorkerMeleeleader","Dockhand Wraiths","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconDockWorkerMelee","<white>{Undead} Ghosts","<white>{Pack Leader:}\r\n<white>{Foreman}","<white>{Pack Leader:}\r\n<white>{Foreman}\r\nUses Ground Slam",""
175,"DockWorkerMelee","Dockhand Wraiths","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconDockWorkerMelee","<white>{Undead} Ghosts","","",""
176,"DockWorkerRangerleader","Ranged Dockhand Wraiths","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconDockWorkerRanger","Ranged <white>{Undead} Ghosts\r\nUses <craftingcold>{Ice} Shot","<white>{Pack Leader:}\r\n<white>{Foreman}","<white>{Pack Leader:}\r\n<white>{Foreman}\r\nUses Groundslam",""
177,"DockWorkerRanger","Ranged Dockhand Wraiths","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconDockWorkerRanger","Ranged <white>{Undead} Ghosts\r\nUses <craftingcold>{Ice} Shot","","",""
178,"FemaleDemonMeleeLunaris","Night Horrors","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconDemonLunaris","Whipping Lunaris <white>{Demons}","<white>{Pack Leader:}\r\n<white>{Dusk Horror}","<white>{Pack Leader:}\r\n<white>{Dusk Horror}\r\nUses <craftingcold>{Frost} Whip",""
179,"FemaleDemonMelee","Whipping Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFemaleDemonMelee","Whipping <white>{Demons}\r\nInflicts Vulnerability on hit","","",""
180,"FemaleDemonRangedLunaris","Lunaris Concubines","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLunarisDemonRanged","Ranged <white>{Demons}","","",""
181,"FemaleDemonRanged","Tentacle Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFemaleDemonRanged","Ranged <white>{Demons}","","",""
182,"FireRockElemental","Cinder Elementals","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFireRockElemental","<craftingfire>{Burning} <white>{Constructs}\r\nRolls aggressively towards enemies, leaving <craftingfire>{Burning} Ground","","",""
183,"FlameBearerBlue","Voidbearers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFlameBearerBlue","<white>{Demons}\r\nCasts <craftingfire>{Flame} Breath","","",""
184,"FlameBearerYellow","Voidbearers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFlameBearerYellow","<white>{Demons}\r\nCasts <craftingfire>{Flame} Breath","","",""
185,"Frog2","Filth Maws","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconPoisonFrog","Leaping <white>{Beasts}\r\nUses Leap Slam","","",""
186,"Frog","Fetid Maws","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconFrog","Leaping <white>{Beasts}\r\nUses Leap Slam","","",""
187,"GemFrog2","Vaulting Croakers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGemFrogVivid","Leaping <white>{Beasts} \r\nCasts <craftingfire>{Flame} Breath\r\nUses Leap Slam","","",""
188,"GemFrog","Chimeric Croakers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGemFrog","Leaping <white>{Beasts} \r\nCasts <craftingcold>{Arctic} Breath\r\nUses Leap Slam","","",""
189,"Grappler2","Shavronne's Gemlings","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGrappler","Undying <white>{Demons}\r\nGenerates Power charges\r\nCasts Discharge\r\nUses Flicker Strike","","",""
190,"Grappler3","Undying Grapplers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGrappler","Undying <white>{Demons}\r\nCasts Discharge\r\nUses Flicker Strike","<white>{Pack Leader:}\r\n<white>{Refinery Construct}","<white>{Pack Leader:}\r\n<white>{Refinery Construct}\r\nCasts <craftinglightning>{Arc}",""
191,"Grappler","Undying Grapplers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGrappler","Undying <white>{Demons}\r\nGenerates Power charges to nearby allies on death\r\nCasts Discharge\r\nUses Flicker Strike","","",""
192,"GreenSquid","Soulless Watchers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconGreenSquid","Aquatic <white>{Beasts} \r\nCasts charged <craftinglightning>{Lightning} Burst, inflicting Blind","","",""
193,"HairySpider2","Buried Tarantulas","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconHairySpider","Spider <white>{Beasts}","","",""
194,"HairySpider","Brooding Tarantulas","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconHairySpider","Spider <white>{Beasts}","","",""
195,"Iguana2","Feral Chimerals","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconIguanaVivid","Ranged <white>{Beasts} \r\nFires barrage of spines, inflicting Suppressing Fire","","",""
196,"Iguana","Plumed Chimerals","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconIguana","Ranged <white>{Beasts} \r\nFires barrage of spines, inflicting Suppressing Fire","","",""
197,"InsectSpawner","Carrion Swarmers","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconInsectSpawnerBigSmall","Small Insect <white>{Beasts}","<white>{Pack Leader:}\r\n<white>{Carrion Queen}","<white>{Pack Leader:}\r\n<white>{Carrion Queen}\r\nSpawns Carrion Minions",""
198,"LargeSkeletonMelee","Large Skeletons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconLargeSkeletonMelee","Large <white>{Undead} Skeletons","","",""
199,"MeleeSkeletonSword","Sword Skeletons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconMeleeSkeletonSword","<white>{Undead} Skeletons","","",""
200,"ModularDemon","Piety's Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconModularDemon","Piety <white>{Demons}","","",""
201,"ModularDemonCold","Drenched Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconModularDemonCold","Piety <craftingcold>{Cold} <white>{Demons}\r\nCasts <craftingcold>{Arctic} Armour","","",""
202,"ModularDemonFire","Burned Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconModularDemonFire","Piety <craftingfire>{Fire} <white>{Demons}\r\nCasts Righteous <craftingfire>{Fire}","","",""
203,"ModularDemonLightning2","Augmented Dead","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconModularDemonLightning","Piety <craftinglightning>{Lightning} <white>{Demons}\r\nCasts <craftinglightning>{Lightning} Warp","","",""
204,"ModularDemonLightning","Shocked Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconModularDemonLightning","Piety <craftinglightning>{Lightning} <white>{Demons}\r\nCasts <craftinglightning>{Lightning} Warp","","",""
205,"ModularDemonColdAxis2","Drenched Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconModularDemonCold","Piety <craftingcold>{Cold} <white>{Demons}\r\nCasts <craftingcold>{Arctic} Armour","<white>{Pack Leader:}\r\n<white>{Flesh Sculptor}","<white>{Pack Leader:}\r\n<white>{Flesh Sculptor}\r\nCasts Enfeeble, Sniper's Mark ",""
206,"ModularDemonFireAxis2","Burned Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconModularDemonFire","Piety <craftingfire>{Fire} <white>{Demons}\r\nCasts Righteous <craftingfire>{Fire}","<white>{Pack Leader:}\r\n<white>{Flesh Sculptor}","<white>{Pack Leader:}\r\n<white>{Flesh Sculptor}\r\nCasts Enfeeble, Sniper's Mark ",""
207,"ModularDemonLightningAxis2","Shocked Miscreations","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconModularDemonLightning","Piety <craftinglightning>{Lightning} <white>{Demons}\r\nCasts <craftinglightning>{Lightning} Warp","<white>{Pack Leader:}\r\n<white>{Flesh Sculptor}","<white>{Pack Leader:}\r\n<white>{Flesh Sculptor}\r\nCasts Enfeeble, Sniper's Mark ",""
208,"PyromaniacFire","Undying Incinerators","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconPyromaniacFire","Ranged <white>{Demon} Pyromaniacs\r\nThrows <craftingfire>{Fire} Bombs\r\nCreates <craftingfire>{Burning} Ground","","",""
209,"PyromaniacPoison","Undying Alchemists","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconPyromaniacPoison","Ranged <white>{Demon} Alchemists\r\nThrows <craftingchaos>{Caustic} explosives\r\nCreates <craftingchaos>{Caustic} Ground","","",""
210,"RangedSkeletonLightning","Lightning Ranged Skeletons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRangedSkeletonLightning","Ranged <white>{Undead} Skeletons\r\nUses <craftinglightning>{Lightning} Arrow","","",""
211,"Ribbon","Assault Ribbons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconRibbon","Small Ribbon <white>{Constructs}\r\nCharges aggressively at enemies","<white>{Pack Leaders:}\r\n<white>{Galvanic Ribbon}\r\n<white>{Flame Sentinel}","<white>{Pack Leaders:}\r\n<white>{Galvanic Ribbon}\r\nCasts <craftinglightning>{Arc}\r\n<white>{Flame Sentinel}\r\nCasts <craftingfire>{Fire} Ball",""
212,"SkeletonMeleeChilled","Cold Skeletons","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSkeletonMeleeChilled","<white>{Undead} Skeletons","<white>{Pack Leader:}\r\n<white>{Diabolist}","<white>{Pack Leader:}\r\n<white>{Diabolist}\r\nCasts Enfeeble\r\nRevives Undead",""
213,"infestedserpent","Infested Serpents","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSnakeScorpion","Ranged Snake <white>{Beasts}","","",""
214,"SnakeScorpion2","Sand Serpents","Art/2DArt/UIImages/InGame/Necropolis/Pack Icons/LanternMonsterIconSnakeScorpion","Ranged Snake <white>{Beasts}","","",""
