"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","LoadingScreen_DDSFile","i32","[i32]","i32","TopologiesKeys","ParentTown_WorldAreasKey","i32","i32","i32","Bosses_MonsterVarietiesKeys","Monsters_MonsterVarietiesKeys","SpawnWeight_TagsKeys","SpawnWeight_Values","IsMapArea","FullClear_AchievementItemsKeys","rid","i32","AchievementItemsKey","ModsKeys","i32","i32","VaalArea_WorldAreasKeys","VaalArea_SpawnChance","Strongbox_SpawnChance","Strongbox_MaxCount","Strongbox_RarityWeight","bool","i32","MaxLevel","AreaType_TagsKeys","i32","i32","IsHideout","i32","i32","i32","i32","Inflection","i32","i32","i32","TagsKeys","IsVaalArea","i32","i32","i32","IsLabyrinthAirlock","IsLabyrinthArea","TwinnedFullClear_AchievementItemsKey","Enter_AchievementItemsKey","i32","i32","i32","TSIFile","rid","i32","i32","i32","WaypointActivation_AchievementItemsKeys","IsUniqueMapArea","IsLabyrinthBossArea","i32","i32","FirstEntry_NPCTextAudioKey","FirstEntry_SoundEffectsKey","FirstEntry_NPCsKey","i32","i32","i32","i32","i32","i32","EnvironmentsKey","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","bool","i32","bool","i32","i32","i32","i32","i32","i32","MetamorphChance","DeliriumChance","HarvestChance","HeistChance","RitualChance","[rid]","UltimatumChance","ExpeditionChance"
42,"1_3_5","The Marketplace",3,"",1,"[48,43,44]",26,20497,9,6,"Art/Textures/Interface/LoadingImages/Act3.dds",155,[425],6,"[599,600,601,602,603,604,605,606,607,608,609,610,611,612,613]",38,900,2565,2565,[1469],"[1472,1473,1476,1535,1537,1541,1542,1579,1581,1514,1516]",[],[],"",[],"",20,"",[],0,10,[185],18,30,2,"[50,50,50,1]","",100,100,[105],10,15,"",30,12,10,10,"",7000,3500,30,"[334,358,374]","",80,20,35,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,88,60,15,0,0,20000,"",20,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
43,"1_3_6","The Catacombs",3,"","",[42],27,49887,9,6,"Art/Textures/Interface/LoadingImages/Act3.dds",156,[425],6,"[614,615,616,617,618,619,620,621]",38,480,2565,2565,[],"[1472,1473,1476,1535,1537,1541,1542]",[],[],"",[1372],"",20,"",[],0,10,[181],18,30,2,"[50,50,50,1]","",100,100,[107],9,15,"",30,12,10,10,"",6000,3500,30,"[61,328,369]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,89,60,15,0,0,0,"",20,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
44,"1_3_7","The Battlefront",3,"",1,"[42,45,47]",27,25759,9,6,"Art/Textures/Interface/LoadingImages/Act3.dds",157,[425],6,"[556,557,558,559,560,561]",38,900,2565,2565,[1094],"[1472,1473,1476,1535,1537,1541,1542]",[],[],"",[],"",20,"",[],0,10,[185],18,30,2,"[50,50,50,1]","",100,100,[105],0,15,"",30,12,10,10,"",7000,3500,30,"[169,374,396]","",80,20,10,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,90,60,15,0,0,24000,"",0,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
45,"1_3_8_1","The Solaris Temple Level 1",3,"",1,"[44,46]",27,61957,6,6,"Art/Textures/Interface/LoadingImages/Act3.dds",158,[425],6,"[581,582,583,584,585,586]",38,480,2565,2565,"[1322,1323]","[1497,1499,1501,1557,1559,1563,1565]",[],[],"",[],"",20,"",[],0,10,[182],12,30,2,"[50,50,50,1]","",100,100,[108],0,15,"",30,12,10,10,"",6000,3500,30,"[61,307,360]","",80,20,0,"","","","",80,20,20,"","",17,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,91,60,15,0,0,0,"",0,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
46,"1_3_8_2","The Solaris Temple Level 2",3,"",1,[45],28,21610,6,6,"Art/Textures/Interface/LoadingImages/Act3.dds",375,[425],6,"[587,588,589,590,591,592]",38,480,2565,2565,"[1319,1320,1321]","[1497,1499,1501,1557,1559,1563,1565]",[],[],"",[],"",20,"",[],0,10,[182],12,30,2,"[50,50,50,1]","",100,100,[108],0,15,"",30,12,10,10,"",6000,3500,30,"[61,169,307,360]","",80,20,0,"","","","",80,20,20,"","",17,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,92,60,15,0,0,0,"",0,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
47,"1_3_9","The Docks",3,"",1,[44],29,8231,9,6,"Art/Textures/Interface/LoadingImages/Act3.dds",159,[425],6,"[622,623,624]",38,480,2565,2565,[],[],[],[],"",[],"",20,"",[],0,10,[183],18,30,2,"[50,50,50,1]","",100,100,[109],0,15,"",30,12,10,10,"",7000,3500,30,"[169,366,374,366]","",80,20,10,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,93,60,15,0,0,0,"",0,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
48,"1_3_10_1","The Sewers",3,"",1,"[40,42,49]",26,61682,9,6,"Art/Textures/Interface/LoadingImages/Act3.dds",160,[425],6,"[569,570,571]",38,900,2565,2565,[],[],[],[],"",[],"",20,"",[],0,10,[184],12,30,2,"[50,50,50,1]","",100,100,[110],9,15,"",30,12,10,10,"",6000,3500,30,"[61,169,328,367,474]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,95,60,15,0,0,18000,"",20,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
49,"1_3_13","The Ebony Barracks",3,"",1,"[48,50,52]",29,44418,9,6,"Art/Textures/Interface/LoadingImages/Act3.dds",163,[435],6,[625],38,900,2565,2565,[1174],[],[],[],"",[],"",20,"",[],0,10,[185],18,30,2,"[50,50,50,1]","",100,100,[111],0,15,"",30,12,10,10,"",7000,3500,30,"[169,370,374]","",80,20,10,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,98,60,15,0,0,28000,"",0,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
50,"1_3_14_1","The Lunaris Temple Level 1",3,"",1,"[49,51]",29,24592,9,6,"Art/Textures/Interface/LoadingImages/Act3.dds",164,[435],6,"[626,627,628,629]",38,480,2565,2565,"[1095,1219]",[],[],[],"",[],"",20,"",[],0,10,[186],12,30,2,"[50,50,50,1]","",100,100,[112],0,15,"",30,12,10,10,"",6000,3500,30,"[61,158,159,169,307,380]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,99,60,15,0,0,0,"",0,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
51,"1_3_14_2","The Lunaris Temple Level 2",3,"","",[50],30,10694,9,6,"Art/Textures/Interface/LoadingImages/Act3.dds",661,[435],6,"[630,631,632,633,634,635,636,637,638,639,640,641]",38,900,2565,2565,"[1189,1249]",[],[],[],"",[],"",20,"",[],0,10,[186],12,30,2,"[50,50,50,1]","",100,100,[112],0,15,"",30,12,10,10,"",6000,3500,30,"[61,158,159,169,307,380,410]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,102,60,15,0,0,0,"",0,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
52,"1_3_15","The Imperial Gardens",3,"",1,"[49,53,55]",30,22647,9,6,"Art/Textures/Interface/LoadingImages/Act3.dds",165,[435],6,"[656,653,654,655,657,658,659]",38,900,2565,2565,"[1466,2381]",[],[],[],"",[],"",20,"",[],0,10,[187],18,30,2,"[50,50,50,1]","",100,100,[113],9,15,"",30,12,10,10,"",7000,3500,30,"[169,335,336,365,364]","",80,20,60,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,105,60,15,0,0,0,"",20,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
53,"1_3_17_1","The Library",3,"",1,"[52,54]",30,2152,9,6,"Art/Textures/Interface/LoadingImages/Act3.dds",167,[435],6,"[660,661,662]",38,900,2565,2565,[],[],[],[],"",[],"",20,"",[],0,10,[189],18,30,2,"[50,50,50,1]","",100,100,[114],0,15,"",30,12,10,10,"",6000,3500,30,"[61,307,357]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,107,60,15,0,0,0,"",0,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
54,"1_3_17_2","The Archives",3,"","",[53],31,14632,9,6,"Art/Textures/Interface/LoadingImages/Act3.dds",167,[435],6,[663],38,480,2565,2565,[1698],[],[],[],"",[1374],"",20,"",[],0,10,[189],18,30,2,"[50,50,50,1]","",100,100,[114],0,15,"",30,12,10,10,"",6000,3500,30,"[61,307,357,431]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,108,60,15,0,0,0,"",0,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
55,"1_3_18_1","The Sceptre of God",3,"",1,"[52,56]",32,9837,9,6,"Art/Textures/Interface/LoadingImages/Act3.dds",168,[470],6,[642],38,480,2565,2565,[1735],[],[],[],"",[],"",7,"",[],0,10,[188],12,20,1,"[50,50,50,1]","",100,100,[115],8,15,"",30,12,0,10,"",6000,3500,30,"[61,158,159,162,307,307,337,388,393]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,109,60,15,0,0,0,"",20,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
56,"1_3_18_2","The Upper Sceptre of God",3,"","","[55,58]",33,59038,9,6,"Art/Textures/Interface/LoadingImages/Act3.dds",168,[470],6,[643],38,480,2565,2565,"[1306,1409,1137,1139,1112]",[1418],[],[],"",[],"",7,"",[],0,10,[188],12,20,1,"[50,50,50,1]","",100,100,[115],8,15,"",30,12,0,10,"",6000,3500,30,"[61,158,159,162,307,307,337,388,393]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,111,60,15,0,0,0,"",20,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
57,"1_4_town","Highgate",4,1,1,"[58,59,60,70]",40,46654,0,0,"Art/Textures/Interface/LoadingImages/Act4.dds",673,[223],32,[673],"",480,2565,2565,[],[],[],[],"",[],"",0,"",[],0,0,[],0,0,0,"[50,50,50,1]",1,0,100,[],0,15,"",0,0,0,0,"",7000,3500,0,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"",122,"",0,0,0,0,1,0,151,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
58,"1_4_1","The Aqueduct",4,"",1,"[56,57]",33,29523,9,6,"Art/Textures/Interface/LoadingImages/Act4.dds",674,[223],6,[664],38,480,2565,2565,[3496],[],[],[],"",[],"",0,"",[],0,10,[190],18,20,1,"[50,50,50,1]","",100,100,[109],8,15,"",14,0,0,10,"",7000,3500,30,"[169,307,338,375]","",60,20,0,"","","","",60,20,20,"","",17,10,0,[],"","",10,0,"","","",0,0,54,15,2,5,121,45,15,0,0,0,"",20,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
59,"1_4_2","The Dried Lake",4,"","",[57],34,24086,9,6,"Art/Textures/Interface/LoadingImages/Act4.dds",675,[223],6,"[665,666,667,668,669,670,671,672]",57,480,2565,2565,"[3556,3534]",[],[],[],"",[],"",20,"",[],0,10,"[191,193]",18,30,2,"[50,50,50,1]","",100,100,[90],8,15,"",30,12,10,10,"",7000,3500,30,"[158,338,339,428]","",80,20,100,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,123,60,15,0,0,0,"",20,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
60,"1_4_3_1","The Mines Level 1",4,"","","[57,61]",34,44813,9,6,"Art/Textures/Interface/LoadingImages/Act4.dds",676,[668],6,"[674,675,676,677,678,679]",57,480,2565,2565,[3610],[],[],[],"",[],"",20,"",[],0,10,[192],18,30,2,"[50,50,50,1]","",100,100,[95],8,15,"",30,12,10,10,"",6000,3500,30,"[61,383,397]","",80,20,20,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,124,60,15,0,0,0,"",0,0,20,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
61,"1_4_3_2","The Mines Level 2",4,"","","[60,62]",35,41597,9,6,"Art/Textures/Interface/LoadingImages/Act4.dds",677,[668],6,"[680,681,682,683,684,685]",57,480,2565,2565,"[3632,3599]",[],[],[],"",[],"",20,"",[],0,10,[192],18,30,2,"[50,50,50,1]","",100,100,[95],16,15,"",30,12,10,10,"",6000,3500,30,"[61,328,383,397]","",80,20,10,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,125,60,15,0,0,0,"",10,0,20,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
62,"1_4_3_3","The Crystal Veins",4,"",1,"[61,63,65,67]",36,47328,9,6,"Art/Textures/Interface/LoadingImages/Act4.dds",678,[668],6,"[686,687,688,689,690,691]",57,480,2565,2565,[3625],[],[],[],"",[],"",20,"",[],0,10,[192],18,30,2,"[50,50,50,1]","",100,100,[95],16,15,"",30,12,10,10,"",6000,3500,30,"[61,328,383,397,420]","",80,20,10,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,126,60,15,0,0,23000,"",10,0,20,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
63,"1_4_4_1","Kaom's Dream",4,"","","[62,64]",37,56136,9,6,"Art/Textures/Interface/LoadingImages/Act4.dds",679,[668],6,"[692,693,694,695]",57,480,2565,2565,"[3681,3694]",[],[],[],"",[],"",20,"",[],0,10,[],0,30,2,"[50,50,50,1]","",100,100,[92],8,15,"",30,12,10,10,"",7000,3500,30,"[169,340,355,406]","",80,20,35,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,128,60,15,0,0,0,"",20,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
64,"1_4_4_3","Kaom's Stronghold",4,"",1,[63],38,42997,9,6,"Art/Textures/Interface/LoadingImages/Act4.dds",681,[668],6,"[696,697,698,699]",57,480,2565,2565,[3702],[],[],[],"",[],"",20,"",[],0,10,[],0,30,2,"[50,50,50,1]","",100,100,[92],8,15,"",30,12,10,10,"",7000,3500,30,"[158,162,169,340,355,406]","",80,20,35,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,130,60,15,0,0,0,"",20,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
65,"1_4_5_1","Daresso's Dream",4,"","","[62,66]",37,26176,9,6,"Art/Textures/Interface/LoadingImages/Act4.dds",682,[668],6,"[700,701,702,703,704]",57,480,2565,2565,"[3731,3722,3711]",[],[],[],"",[],"",20,"",[],0,10,[],0,30,2,"[50,50,50,1]","",100,100,[111],8,15,"",30,12,10,10,"",7000,3500,30,"[341,356,378,406]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"",123,"",0,0,72,15,2,5,134,60,15,0,0,0,"",20,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
66,"1_4_5_2","The Grand Arena",4,"",1,[65],38,60808,9,6,"Art/Textures/Interface/LoadingImages/Act4.dds",683,[668],6,"[705,706,707]",57,480,2565,2565,"[3760,4080,4082,4084]",[],[],[],"",[],"",20,"",[],0,10,[],0,30,2,"[50,50,50,1]","",100,100,[111],8,15,"",30,12,10,10,"",7000,3500,30,"[158,162,341,356,406,399]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,135,60,15,0,0,0,"",20,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
67,"1_4_6_1","The Belly of the Beast Level 1",4,"","","[62,68]",38,61800,9,6,"Art/Textures/Interface/LoadingImages/Act4.dds",684,[698],6,"[708,709,710,711,712,713]",57,480,2565,2565,[4073],[],[],[],"",[],"",20,"",[],0,10,[],0,30,2,"[50,50,50,1]","",100,100,[110],0,15,"",30,12,10,10,"",6000,3500,30,"[61,152,159,359,406,474]","",80,20,20,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,142,60,15,0,0,0,"",0,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
68,"1_4_6_2","The Belly of the Beast Level 2",4,"","","[67,69]",39,35697,9,6,"Art/Textures/Interface/LoadingImages/Act4.dds",685,[698],6,"[714,715,716,717,718]",57,480,2565,2565,[1192],[],[],[],"",[],"",20,"",[],0,10,[],0,30,2,"[50,50,50,1]","",100,100,[110],0,15,"",30,12,10,10,"",6000,3500,30,"[61,152,159,359,406,474]","",80,20,20,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,143,60,15,0,0,0,"",0,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
69,"1_4_6_3","The Harvest",4,"",1,"[68,57]",40,56397,9,6,"Art/Textures/Interface/LoadingImages/Act4.dds",686,[705],6,"[719,720,721]",57,480,2565,2565,"[3820,3821,3806,3799,3814]","[1199,3898,3925,3926]",[],[],"",[2501],"",20,"",[],0,10,[],0,30,2,"[50,50,50,1]","",100,100,[110],0,15,"",30,12,10,10,"",6000,3500,30,"[61,152,158,159,169,359,406,407,474]","",80,20,20,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,144,60,15,0,0,0,"",0,0,0,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
70,"1_4_7","The Ascent",4,"","","[57,71]",40,26662,9,6,"Art/Textures/Interface/LoadingImages/Act4.dds",314,[665],6,"[722,723]",57,480,2565,2565,[4864],[],[],[],"",[],"",20,"",[],0,10,[194],18,30,2,"[50,50,50,1]","",100,100,[92],16,15,"",30,12,10,10,"",6000,3500,30,"[402,413]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,149,60,15,0,0,0,"",20,0,20,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
71,"1_5_1","The Slave Pens",5,"",1,"[70,72]",41,38062,9,6,"Art/Textures/Interface/LoadingImages/Act5.dds",318,[317],6,"[725,726,727,728]",57,480,2565,2565,[4620],[],[],[],"",[],"",20,"",[],0,10,[],0,30,2,"[50,50,50,1]","",100,100,[111],8,15,"",30,12,10,10,"",6000,3500,30,"[61,343,361]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,153,60,15,0,0,0,"",0,0,20,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
72,"1_5_town","Overseer's Tower",5,1,1,"[71,73]",45,48811,10,0,"Art/Textures/Interface/LoadingImages/Act5.dds",1041,[1052],32,[724],"",480,2565,2565,[],[],[],[],"",[],"",0,"",[],200,0,[],0,0,0,"[50,50,50,1]",1,0,100,[],0,15,"",0,0,0,0,"",10000,5000,0,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"",124,"",0,0,0,0,1,0,152,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
73,"1_5_2","The Control Blocks",5,"","","[72,72,74]",41,62730,9,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1042,[1052],6,"[729,730,731,732]",72,480,2565,2565,[4630],[],[],[],"",[],"",20,"",[],0,10,[195],18,30,2,"[50,50,50,1]","",100,100,[111],8,15,"",30,12,10,10,"",6000,3500,30,"[61,361]","",80,20,20,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,154,60,15,0,0,0,"",0,0,20,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
74,"1_5_3","Oriath Square",5,"",1,"[73,76]",42,17974,9,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1043,[1058],6,[733],72,480,2565,2565,[4714],[],[],[],"",[],"",20,"",[],0,10,"[196,197]",18,30,2,"[50,50,50,1]","",100,100,[103],8,15,"",30,12,10,10,"",6000,3500,30,[169],"",80,20,20,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,155,60,15,0,0,0,"",0,0,20,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
75,"1_5_3b","The Ruined Square",5,"",1,"[77,79,81,80]",44,51718,9,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1044,[1072],6,[746],72,480,2565,2565,"[5064,4718]",[],[],[],"",[],"",20,"",[],0,10,"[196,197]",18,30,2,"[50,50,50,1]","",100,100,[103],8,15,"",30,12,10,10,"",6000,3500,30,"[169,403]","",80,20,20,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,1435,"","Metadata/NPC/Act5/Utula",0,0,72,15,2,5,162,60,15,0,0,0,"",0,0,20,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
76,"1_5_4","The Templar Courts",5,"",1,"[74,78]",42,41357,9,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1045,[1060],6,"[734,735,736,737]",72,480,2565,2565,[],[],[],[],"",[],"",20,"",[],0,10,[198],18,30,2,"[50,50,50,1]","",100,100,[111],8,15,"",30,12,10,10,"",6000,3500,30,"[61,307]","",80,20,20,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,156,60,15,0,0,0,"",0,0,20,0,0,"",100,1,41,0,0,0,0,0,0,0,0,0,0,[],100,100
77,"1_5_4b","The Torched Courts",5,"","","[78,75]",44,9877,9,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1046,[1072],6,"[738,739,740,741]",72,480,2565,2565,[1210],[],[],[],"",[],"",20,"",[],0,10,[199],18,30,2,"[50,50,50,1]","",100,100,[111],8,15,"",30,12,10,10,"",6000,3500,30,"[61,307,403]","",80,20,20,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,157,60,15,0,0,0,"",0,0,20,0,0,"",100,1,41,0,0,0,0,0,0,15,0,0,0,[],100,100
78,"1_5_5","The Chamber of Innocence",5,"",1,"[76,77]",43,43038,9,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1047,[1060],6,"[742,743,744,745]",72,480,2565,2565,[4832],[],[],[],"",[],"",20,"",[],0,10,[200],18,30,2,"[50,50,50,1]","",100,100,[111],8,15,"",30,12,10,10,"",6000,3500,30,"[61,162,152,159,158,307]","",80,20,20,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,159,60,15,0,0,0,"",0,0,20,0,0,"",100,1,41,0,0,0,0,0,0,15,0,0,0,[],100,100
79,"1_5_6","The Ossuary",5,"","",[75],44,57402,9,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1048,[1072],6,"[747,748,749,750]",72,480,2565,2565,[],[],[],[],"",[],"",20,"",[],0,10,[201],18,30,2,"[50,50,50,1]","",100,100,[103],8,15,"",30,12,10,10,"",6000,3500,30,"[61,307,369,404]","",80,20,20,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,163,60,15,0,0,0,"",0,0,20,0,0,"",100,1,41,0,0,0,0,0,0,15,0,0,0,[],100,100
80,"1_5_7","The Reliquary",5,"",1,[75],44,7086,9,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1049,[1072],6,"[751,752,753,754]",72,480,2565,2565,[],[],[],[],"",[],"",20,"",[],0,10,[202],18,30,2,"[50,50,50,1]","",100,100,[103],8,15,"",30,12,10,10,"",6000,3500,30,"[61,307,394,404]","",80,20,20,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,164,60,15,0,0,0,"",0,0,20,0,0,"",100,1,41,0,0,0,0,0,0,15,0,0,0,[],100,100
81,"1_5_8","The Cathedral Rooftop",5,"",1,"[75,82]",45,53304,9,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1050,"[1072,1411]",6,[755],72,480,2565,2565,[5046],[],[],[],"",[],"",20,"",[],0,10,[203],18,30,2,"[50,50,50,1]","",100,100,[103],8,15,"",30,12,10,10,"",6000,3500,30,"[158,162,152,159,307]","",80,20,20,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,165,60,15,0,0,0,"",0,0,20,0,0,"",100,1,41,0,0,0,0,0,0,15,0,0,0,[],100,100
82,"2_6_town","Lioneye's Watch",6,1,1,"[84,83,81]",50,45307,0,0,"Art/Textures/Interface/LoadingImages/Act1.dds",1139,[1086],32,[125],"",480,2565,2565,[],[],[],[],"",[],"",0,"",[],200,0,[],0,0,0,[],1,0,100,[],0,15,"",0,0,0,0,"",7000,3000,0,[],"",0,0,0,"","","","",0,0,0,"","",0,0,0,[],"","",0,0,"",125,"",0,0,0,0,1,0,170,0,0,0,0,0,"",0,0,0,0,0,"",0,1,41,0,0,0,0,0,0,0,0,0,0,[],0,0
83,"2_6_1","The Twilight Strand",6,"","",[82],45,26280,10,7,"Art/Textures/Interface/LoadingImages/Act1.dds",1140,[1086],6,"[126,127,128,129]",82,480,1188,1189,[4897],[],[],[],"",[],"",20,"",[],0,10,[164],0,30,2,"[50,50,50,1]","",100,100,[90],16,15,"",30,12,10,10,"",7000,4000,30,"[169,344,400]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,172,60,15,10,0,0,"",20,0,20,0,0,"",100,1,41,0,0,0,0,0,0,15,0,15,0,[],100,100
84,"2_6_2","The Coast",6,"",1,"[82,86,85]",45,18028,10,7,"Art/Textures/Interface/LoadingImages/Act1.dds",1141,[1086],6,"[130,131,132,133,134,135,136,137,138]",82,480,2565,2565,[3674],[],[],[],"",[],"",20,"",[],0,10,"[165,164,169]",18,30,2,"[50,50,50,1]","",100,100,[90],16,15,"",30,12,10,10,"",7000,4000,30,"[169,344,340,354]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,173,60,15,10,0,0,"",20,0,20,0,0,"",100,1,41,0,0,0,0,0,0,15,0,15,0,[],100,100
85,"2_6_3","The Tidal Island",6,"","",[84],45,37491,10,7,"Art/Textures/Interface/LoadingImages/Act1.dds",1142,[1086],6,"[139,140,141,142,143,144,145,146,147,148,149,150,151,152,153]",82,480,2565,2565,[958],[],[],[],"",[],"",20,"",[],0,10,"[164,165]",12,30,2,"[50,50,50,1]","",100,100,[90],16,15,"",30,12,10,10,"",7000,4000,30,"[169,344]","",80,20,0,"","","","",80,20,20,"","",23,10,0,[],"","",13,10,"","","",0,0,72,15,2,5,174,60,15,10,0,0,"",20,0,20,0,0,"",100,1,41,0,0,0,0,0,0,15,0,15,0,[],100,100
