"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffectsKey","NormalPurchase_BaseItemTypesKeys","NormalPurchase_Costs","MagicPurchase_BaseItemTypesKeys","MagicPurchase_Costs","TagsKeys","ModDomainsKey","IsDropDisabled","ItemVisualIdentityKey","i32","VendorRecipe_AchievementItemsKeys","RarePurchase_BaseItemTypesKeys","RarePurchase_Costs","UniquePurchase_BaseItemTypesKeys","UniquePurchase_Costs","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItemsKeys","ItemThemesKey","IdentifyMagic_AchievementItemsKeys","FragmentBaseItemTypesKey","bool","ItemShopType","rid","rid","bool"
103,"Metadata/Items/Currency/CurrencyEssenceAnger1",30,1,1,"Muttering Essence of Anger","Metadata/Items/Currency/StackableCurrency",10,"",[],1,34,[],[],[],[],[302],29,"",9578,-36091224,[],[],[],[],[],"","","",[],"",[],"","","","","",""
104,"Metadata/Items/Currency/CurrencyEssenceAnger2",30,1,1,"Weeping Essence of Anger","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[302],29,"",9579,-1327428615,[],[],[],[],[],"","","",[],"",[],"","","","","",""
105,"Metadata/Items/Currency/CurrencyEssenceAnger3",30,1,1,"Wailing Essence of Anger","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],29,"",9580,891153638,[],[],[],[],[],"","","",[],"",[],"","","","","",""
106,"Metadata/Items/Currency/CurrencyEssenceAnger4",30,1,1,"Screaming Essence of Anger","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],29,"",9581,128783824,[],[],[],[],[],"","","",[],"",[],"","","","","",""
107,"Metadata/Items/Currency/CurrencyEssenceAnger5",30,1,1,"Shrieking Essence of Anger","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9582,-452117587,[],[],[],[],[],"","","",[],"",[],"","","","","",""
108,"Metadata/Items/Currency/CurrencyEssenceAnger6",30,1,1,"Deafening Essence of Anger","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],29,"",9583,1536872438,[],[],[],[],[],"","","",[],"",[],"","","","","",""
109,"Metadata/Items/Currency/CurrencyEssenceTorment1",30,1,1,"Muttering Essence of Torment","Metadata/Items/Currency/StackableCurrency",10,"",[],1,34,[],[],[],[],[302],29,"",9584,-475311494,[],[],[],[],[],"","","",[],"",[],"","","","","",""
110,"Metadata/Items/Currency/CurrencyEssenceTorment2",30,1,1,"Weeping Essence of Torment","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[302],29,"",9585,1008794806,[],[],[],[],[],"","","",[],"",[],"","","","","",""
111,"Metadata/Items/Currency/CurrencyEssenceTorment3",30,1,1,"Wailing Essence of Torment","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],29,"",9586,-1179354155,[],[],[],[],[],"","","",[],"",[],"","","","","",""
112,"Metadata/Items/Currency/CurrencyEssenceTorment4",30,1,1,"Screaming Essence of Torment","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],29,"",9587,747230036,[],[],[],[],[],"","","",[],"",[],"","","","","",""
113,"Metadata/Items/Currency/CurrencyEssenceTorment5",30,1,1,"Shrieking Essence of Torment","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9588,-826006652,[],[],[],[],[],"","","",[],"",[],"","","","","",""
114,"Metadata/Items/Currency/CurrencyEssenceTorment6",30,1,1,"Deafening Essence of Torment","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],29,"",9589,-1551618851,[],[],[],[],[],"","","",[],"",[],"","","","","",""
115,"Metadata/Items/Currency/CurrencyEssenceFear1",30,1,1,"Muttering Essence of Fear","Metadata/Items/Currency/StackableCurrency",10,"",[],1,34,[],[],[],[],[302],29,"",9590,697488794,[],[],[],[],[],"","","",[],"",[],"","","","","",""
116,"Metadata/Items/Currency/CurrencyEssenceFear2",30,1,1,"Weeping Essence of Fear","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[302],29,"",9591,-185991819,[],[],[],[],[],"","","",[],"",[],"","","","","",""
117,"Metadata/Items/Currency/CurrencyEssenceFear3",30,1,1,"Wailing Essence of Fear","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],29,"",9592,2034631909,[],[],[],[],[],"","","",[],"",[],"","","","","",""
118,"Metadata/Items/Currency/CurrencyEssenceFear4",30,1,1,"Screaming Essence of Fear","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],29,"",9593,-575837846,[],[],[],[],[],"","","",[],"",[],"","","","","",""
119,"Metadata/Items/Currency/CurrencyEssenceFear5",30,1,1,"Shrieking Essence of Fear","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9594,117284401,[],[],[],[],[],"","","",[],"",[],"","","","","",""
120,"Metadata/Items/Currency/CurrencyEssenceFear6",30,1,1,"Deafening Essence of Fear","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],29,"",9595,-779044208,[],[],[],[],[],"","","",[],"",[],"","","","","",""
121,"Metadata/Items/Currency/CurrencyEssenceSuffering1",30,1,1,"Weeping Essence of Suffering","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[302],29,"",9596,836789809,[],[],[],[],[],"","","",[],"",[],"","","","","",""
122,"Metadata/Items/Currency/CurrencyEssenceSuffering2",30,1,1,"Wailing Essence of Suffering","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],29,"",9597,-1267169214,[],[],[],[],[],"","","",[],"",[],"","","","","",""
123,"Metadata/Items/Currency/CurrencyEssenceSuffering3",30,1,1,"Screaming Essence of Suffering","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],29,"",9598,-1833058895,[],[],[],[],[],"","","",[],"",[],"","","","","",""
124,"Metadata/Items/Currency/CurrencyEssenceSuffering4",30,1,1,"Shrieking Essence of Suffering","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9599,864068417,[],[],[],[],[],"","","",[],"",[],"","","","","",""
125,"Metadata/Items/Currency/CurrencyEssenceSuffering5",30,1,1,"Deafening Essence of Suffering","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],29,"",9600,222024053,[],[],[],[],[],"","","",[],"",[],"","","","","",""
126,"Metadata/Items/Currency/CurrencyEssenceRage1",30,1,1,"Weeping Essence of Rage","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[302],29,"",9601,-1583709973,[],[],[],[],[],"","","",[],"",[],"","","","","",""
127,"Metadata/Items/Currency/CurrencyEssenceRage2",30,1,1,"Wailing Essence of Rage","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],29,"",9602,292711936,[],[],[],[],[],"","","",[],"",[],"","","","","",""
128,"Metadata/Items/Currency/CurrencyEssenceRage3",30,1,1,"Screaming Essence of Rage","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],29,"",9603,-645724387,[],[],[],[],[],"","","",[],"",[],"","","","","",""
129,"Metadata/Items/Currency/CurrencyEssenceRage4",30,1,1,"Shrieking Essence of Rage","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9604,-193173256,[],[],[],[],[],"","","",[],"",[],"","","","","",""
130,"Metadata/Items/Currency/CurrencyEssenceRage5",30,1,1,"Deafening Essence of Rage","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],29,"",9605,-954409300,[],[],[],[],[],"","","",[],"",[],"","","","","",""
131,"Metadata/Items/Currency/CurrencyEssenceWrath1",30,1,1,"Weeping Essence of Wrath","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[302],29,"",9606,1046769873,[],[],[],[],[],"","","",[],"",[],"","","","","",""
132,"Metadata/Items/Currency/CurrencyEssenceWrath2",30,1,1,"Wailing Essence of Wrath","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],29,"",9607,-383181272,[],[],[],[],[],"","","",[],"",[],"","","","","",""
133,"Metadata/Items/Currency/CurrencyEssenceWrath3",30,1,1,"Screaming Essence of Wrath","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],29,"",9608,491155825,[],[],[],[],[],"","","",[],"",[],"","","","","",""
134,"Metadata/Items/Currency/CurrencyEssenceWrath4",30,1,1,"Shrieking Essence of Wrath","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9609,-150361862,[],[],[],[],[],"","","",[],"",[],"","","","","",""
135,"Metadata/Items/Currency/CurrencyEssenceWrath5",30,1,1,"Deafening Essence of Wrath","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],29,"",9610,1926779813,[],[],[],[],[],"","","",[],"",[],"","","","","",""
136,"Metadata/Items/Currency/CurrencyEssenceDoubt1",30,1,1,"Weeping Essence of Doubt","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[302],29,"",9611,-557327777,[],[],[],[],[],"","","",[],"",[],"","","","","",""
137,"Metadata/Items/Currency/CurrencyEssenceDoubt2",30,1,1,"Wailing Essence of Doubt","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],29,"",9612,-1074439089,[],[],[],[],[],"","","",[],"",[],"","","","","",""
138,"Metadata/Items/Currency/CurrencyEssenceDoubt3",30,1,1,"Screaming Essence of Doubt","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],29,"",9613,1419643846,[],[],[],[],[],"","","",[],"",[],"","","","","",""
139,"Metadata/Items/Currency/CurrencyEssenceDoubt4",30,1,1,"Shrieking Essence of Doubt","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9614,2044538361,[],[],[],[],[],"","","",[],"",[],"","","","","",""
140,"Metadata/Items/Currency/CurrencyEssenceDoubt5",30,1,1,"Deafening Essence of Doubt","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],29,"",9615,-444339820,[],[],[],[],[],"","","",[],"",[],"","","","","",""
141,"Metadata/Items/Currency/CurrencyEssenceAnguish1",30,1,1,"Wailing Essence of Anguish","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],29,"",9616,-964777382,[],[],[],[],[],"","","",[],"",[],"","","","","",""
142,"Metadata/Items/Currency/CurrencyEssenceAnguish2",30,1,1,"Screaming Essence of Anguish","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],29,"",9617,1027011185,[],[],[],[],[],"","","",[],"",[],"","","","","",""
143,"Metadata/Items/Currency/CurrencyEssenceAnguish3",30,1,1,"Shrieking Essence of Anguish","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9618,-1839053998,[],[],[],[],[],"","","",[],"",[],"","","","","",""
144,"Metadata/Items/Currency/CurrencyEssenceAnguish4",30,1,1,"Deafening Essence of Anguish","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],29,"",9619,1845632009,[],[],[],[],[],"","","",[],"",[],"","","","","",""
145,"Metadata/Items/Currency/CurrencyEssenceLoathing1",30,1,1,"Wailing Essence of Loathing","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],29,"",9620,-1618168670,[],[],[],[],[],"","","",[],"",[],"","","","","",""
146,"Metadata/Items/Currency/CurrencyEssenceLoathing2",30,1,1,"Screaming Essence of Loathing","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],29,"",9621,-2058874949,[],[],[],[],[],"","","",[],"",[],"","","","","",""
147,"Metadata/Items/Currency/CurrencyEssenceLoathing3",30,1,1,"Shrieking Essence of Loathing","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9622,-697952158,[],[],[],[],[],"","","",[],"",[],"","","","","",""
148,"Metadata/Items/Currency/CurrencyEssenceLoathing4",30,1,1,"Deafening Essence of Loathing","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],29,"",9623,-417900903,[],[],[],[],[],"","","",[],"",[],"","","","","",""
149,"Metadata/Items/Currency/CurrencyEssenceSpite1",30,1,1,"Wailing Essence of Spite","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],29,"",9624,-2072698540,[],[],[],[],[],"","","",[],"",[],"","","","","",""
150,"Metadata/Items/Currency/CurrencyEssenceSpite2",30,1,1,"Screaming Essence of Spite","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],29,"",9625,-19953861,[],[],[],[],[],"","","",[],"",[],"","","","","",""
151,"Metadata/Items/Currency/CurrencyEssenceSpite3",30,1,1,"Shrieking Essence of Spite","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9626,-1542366365,[],[],[],[],[],"","","",[],"",[],"","","","","",""
152,"Metadata/Items/Currency/CurrencyEssenceSpite4",30,1,1,"Deafening Essence of Spite","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],29,"",9627,473094408,[],[],[],[],[],"","","",[],"",[],"","","","","",""
153,"Metadata/Items/Currency/CurrencyEssenceZeal1",30,1,1,"Wailing Essence of Zeal","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[],[],[],[],[302],29,"",9628,-355385139,[],[],[],[],[],"","","",[],"",[],"","","","","",""
154,"Metadata/Items/Currency/CurrencyEssenceZeal2",30,1,1,"Screaming Essence of Zeal","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],29,"",9629,839378797,[],[],[],[],[],"","","",[],"",[],"","","","","",""
155,"Metadata/Items/Currency/CurrencyEssenceZeal3",30,1,1,"Shrieking Essence of Zeal","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9630,-1822562206,[],[],[],[],[],"","","",[],"",[],"","","","","",""
156,"Metadata/Items/Currency/CurrencyEssenceZeal4",30,1,1,"Deafening Essence of Zeal","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],29,"",9631,1492393166,[],[],[],[],[],"","","",[],"",[],"","","","","",""
157,"Metadata/Items/Currency/CurrencyEssenceMisery1",30,1,1,"Screaming Essence of Misery","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],29,"",9632,-760080401,[],[],[],[],[],"","","",[],"",[],"","","","","",""
158,"Metadata/Items/Currency/CurrencyEssenceMisery2",30,1,1,"Shrieking Essence of Misery","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9633,557934500,[],[],[],[],[],"","","",[],"",[],"","","","","",""
159,"Metadata/Items/Currency/CurrencyEssenceMisery3",30,1,1,"Deafening Essence of Misery","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],29,"",9634,-1973061961,[],[],[],[],[],"","","",[],"",[],"","","","","",""
160,"Metadata/Items/Currency/CurrencyEssenceDread1",30,1,1,"Screaming Essence of Dread","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],29,"",9635,2086905859,[],[],[],[],[],"","","",[],"",[],"","","","","",""
161,"Metadata/Items/Currency/CurrencyEssenceDread2",30,1,1,"Shrieking Essence of Dread","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9636,330229883,[],[],[],[],[],"","","",[],"",[],"","","","","",""
162,"Metadata/Items/Currency/CurrencyEssenceDread3",30,1,1,"Deafening Essence of Dread","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],29,"",9637,1669260288,[],[],[],[],[],"","","",[],"",[],"","","","","",""
163,"Metadata/Items/Currency/CurrencyEssenceScorn1",30,1,1,"Screaming Essence of Scorn","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],29,"",9638,122642368,[],[],[],[],[],"","","",[],"",[],"","","","","",""
164,"Metadata/Items/Currency/CurrencyEssenceScorn2",30,1,1,"Shrieking Essence of Scorn","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9639,-1016206409,[],[],[],[],[],"","","",[],"",[],"","","","","",""
165,"Metadata/Items/Currency/CurrencyEssenceScorn3",30,1,1,"Deafening Essence of Scorn","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],29,"",9640,1247641969,[],[],[],[],[],"","","",[],"",[],"","","","","",""
166,"Metadata/Items/Currency/CurrencyEssenceEnvy1",30,1,1,"Screaming Essence of Envy","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[],[],[],[],[302],29,"",9641,-1691201624,[],[],[],[],[],"","","",[],"",[],"","","","","",""
167,"Metadata/Items/Currency/CurrencyEssenceEnvy2",30,1,1,"Shrieking Essence of Envy","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9642,-718463325,[],[],[],[],[],"","","",[],"",[],"","","","","",""
168,"Metadata/Items/Currency/CurrencyEssenceEnvy3",30,1,1,"Deafening Essence of Envy","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[],[],[],[],[302],29,"",9643,692127728,[],[],[],[],[],"","","",[],"",[],"","","","","",""
169,"Metadata/Items/Currency/CurrencyEssenceHysteria1",30,1,1,"Essence of Hysteria","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9644,-306989797,[],[],[],[],[],"","","",[],"",[],"","","","","",""
170,"Metadata/Items/Currency/CurrencyEssenceInsanity1",30,1,1,"Essence of Insanity","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9645,-1454947071,[],[],[],[],[],"","","",[],"",[],"","","","","",""
171,"Metadata/Items/Currency/CurrencyEssenceHorror1",30,1,1,"Essence of Horror","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9646,-2010504687,[],[],[],[],[],"","","",[],"",[],"","","","","",""
172,"Metadata/Items/Currency/CurrencyEssenceDelirium1",30,1,1,"Essence of Delirium","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[],[],[],[],[302],29,"",9647,-1499847665,[],[],[],[],[],"","","",[],"",[],"","","","","",""
173,"Metadata/Items/Currency/CurrencyCorruptMonolith",30,1,1,"Remnant of Corruption","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],[],[],[],[],29,"",9648,411361590,[],[],[],[],[],"","","",[],"",[],"","","","","",""
174,"Metadata/Items/Currency/CurrencyAddAtlasMod",30,1,1,"Simple Sextant","Metadata/Items/Currency/StackableCurrency",68,"",[],1,34,"[2,6]","[1,1]",[],[],"[70,676]",29,"",9651,-1612288497,[],[],[],[],[],"","","",[],"",[],"","","","","",""
175,"Metadata/Items/Currency/CurrencyAddAtlasModMid",30,1,1,"Prime Sextant","Metadata/Items/Currency/StackableCurrency",73,"",[],1,34,"[2,6]","[2,1]",[],[],"[70,676]",29,"",9652,1119070842,[7487],[],[],[],[],"","","",[],"",[],"","","","","",""
176,"Metadata/Items/Currency/CurrencyAddAtlasModHigh",30,1,1,"Awakened Sextant","Metadata/Items/Currency/StackableCurrency",78,"",[],1,34,"[2,6]","[3,1]",[],[],"[70,676]",29,"",9653,2064612145,[7487],[],[],[],[],"","","",[],"",[],"","","","","",""
177,"Metadata/Items/Currency/CurrencyAddAtlasModMaven",30,1,1,"Elevated Sextant","Metadata/Items/Currency/StackableCurrency",83,"",[],1,34,[],[],[],[],"[70,676]",29,"",9654,-379771748,[],[],[],[],[],"","","",[],"",[],"",1,"","","",""
178,"Metadata/Items/Currency/CurrencySealMapLow",30,1,1,"Apprentice Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],[],[],[],[],29,"",9675,-1985734643,[],[],[],[],[],"","","",[],"",[],"","","","","",""
179,"Metadata/Items/Currency/CurrencySealMapMid",30,1,1,"Journeyman Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],[],[],[],[],29,"",9676,385790233,[],[],[],[],[],"","","",[],"",[],"","","","","",""
180,"Metadata/Items/Currency/CurrencySealMapHigh",30,1,1,"Master Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],[],[],[],[],29,"",9677,702360988,[],[],[],[],[],"","","",[],"",[],"","","","","",""
181,"Metadata/Items/Currency/CurrencyRespecShapersOrb",30,1,1,"Unshaping Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],[],[],[],[],29,"",75,-1248033172,[],[],[],[],[],"","","",[],"",[],"","","","","",""
182,"Metadata/Items/Currency/CurrencyBreachFireShard",30,1,1,"Splinter of Xoph","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],[],[],[],[202],29,"",76,1990798296,[],[],[],[],[],"","","",[],"",[],"","","","","",""
183,"Metadata/Items/Currency/CurrencyBreachColdShard",30,1,1,"Splinter of Tul","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],[],[],[],[202],29,"",77,82596217,[],[],[],[],[],"","","",[],"",[],"","","","","",""
184,"Metadata/Items/Currency/CurrencyBreachLightningShard",30,1,1,"Splinter of Esh","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],[],[],[],[202],29,"",78,-1467398811,[],[],[],[],[],"","","",[],"",[],"","","","","",""
185,"Metadata/Items/Currency/CurrencyBreachPhysicalShard",30,1,1,"Splinter of Uul-Netol","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],[],[],[],[202],29,"",79,-1485214970,[],[],[],[],[],"","","",[],"",[],"","","","","",""
186,"Metadata/Items/Currency/CurrencyBreachChaosShard",30,1,1,"Splinter of Chayula","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],[],[],[],[202],29,"",80,1862256734,[],[],[],[],[],"","","",[],"",[],"","","","","",""
187,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueFire",30,1,1,"Blessing of Xoph","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],[],[],[],[443],29,"",81,-1497360724,[],[],[],[],[],"","","",[],"",[],"",1,"","","",""
188,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueCold",30,1,1,"Blessing of Tul","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],[],[],[],[443],29,"",82,-473126873,[],[],[],[],[],"","","",[],"",[],"",1,"","","",""
189,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueLightning",30,1,1,"Blessing of Esh","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],[],[],[],[443],29,"",83,-796395637,[],[],[],[],[],"","","",[],"",[],"",1,"","","",""
190,"Metadata/Items/Currency/CurrencyBreachUpgradeUniquePhysical",30,1,1,"Blessing of Uul-Netol","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],[],[],[],[443],29,"",84,1922475844,[],[],[],[],[],"","","",[],"",[],"",1,"","","",""
