"rownum","Id","Description","SetId","Objective","i32","bool","HideAchievementItems","bool","MinCompletedItems","TwoColumnLayout","ShowItemCompletionsAsOne","string","SoftcoreOnly","HardcoreOnly","bool","string"
183,"TalismanKillDoublePossessedMonster","Unnatural Influences",12,"Kill a Monster possessed by two or more Tormented Spirits.",25491,"",1,"",0,1,"","","","","",""
184,"TalismanKillMapBosses","Kill these Unique Map Bosses",12,"Kill each of the following Unique bosses.",56984,"","","",0,1,"","","","","",""
185,"TalismanEnterUniqueMaps","Enter these Unique Maps",12,"Enter each of the following Unique Maps.",32112,1,"","",0,1,"","","","","",""
186,"TalismanKillExilesWithTalismans","Kill Exiles with Talismans",12,"Kill each of the following Rogue Exiles while they bear Talismans.",27718,1,"","",0,1,"","","","","",""
187,"TalismanCreateHideouts","Create Hideouts of these sizes",12,"Create or upgrade to Hideouts of at least the following sizes.",49311,"","","",0,"","","","","","",""
188,"TalismanCorruptCartographersStrongbox","The Explorer's Folly",12,"Use a Vaal Orb on a Cartographer's Strongbox.",42359,"",1,"",0,1,"","","","","",""
189,"TalismanKillRigwald","Kill Rigwald",12,"Kill Rigwald, the Wolven King.",2172,"",1,"",0,1,"","","","","",""
190,"TalismanClearTwinnedMaps","Full Clear: Twinned Maps",12,"Fully clear maps in each of the following tiers while they have the Twinned mod. Use the /remaining command to see how many monsters remain, once you're getting close. Everyone in the area will receive credit for the clear.",522,"","","",0,1,"","","","","",""
191,"TalismanIdentifyRigwaldUniques","Identify Rigwald's Uniques",12,"Identify each of the following Unique Items. You can trade them away afterwards. ",921,1,"","",0,1,"","","","","",""
192,"TalismanVendorRecipes","Items from Vendor Recipes",12,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific pattern of items to a vendor, not when you buy items from his/her purchase screen.",23580,1,"","",0,1,"","","","","",""
193,"TalismanKillAvatarOfThunder","Kill the Avatar of Thunder",12,"Kill the Avatar of Thunder.",39770,"",1,"",0,1,"","","","","",""
194,"TalismanDivinationCardStacks","Redeem Sets of Divination Cards",12,"Turn in Divination card sets of the following sizes to Tasuni.",26218,"","","",0,1,"","","","","",""
195,"TalismanCompleteEncounters","Complete these Encounters",12,"Complete each of the following Encounters.",11645,1,"","",0,"","","","","","",""
196,"TalismanIdentifyNewUniques","Identify new Unique Items",12,"Identify each of the following Unique Items. You can trade them away afterwards. ",7241,1,"","",0,1,"","","","","",""
197,"TalismanKillRigwald85","Kill Level 80+ Rigwald",12,"Kill Rigwald, the Wolven King in an area of at least Level 80.",5265,"",1,"",0,1,"","","","","",""
198,"TalismanReachLevel90","Reach Level 90",12,"Attain character level 90. This challenge still counts even if your character dies afterwards.",34749,"",1,"",0,"","","","","","",""
199,"TalismanIdentifyUniques","Identify these Treasures",12,"Identify four of these twelve Unique Items. You can trade them away afterwards. ",17002,1,"","",4,1,"","","","","",""
200,"TalismanLevel8Zana","Fully Level Zana",12,"Reach Reputation Level 8 with Zana, Master Cartographer.",28469,"",1,"",0,1,"","","","","",""
201,"PerandusKillAct1Uniques","Kill these Unique Monsters",13,"Kill each of the following Unique monsters in any Difficulty.",25912,1,"","",0,"","","","","","",""
202,"PerandusClearAct2Dungeons","Clear Act 2 Interiors",13,"Fully clear the following areas in Act 2. Use the /remaining command to see how many monsters remain, once you're getting close. Everyone in the area will receive credit for the clear.",51549,1,"","",0,1,"","","","","",""
203,"PerandusUnsealLabyrinth","Unseal the Labyrinth",13,"Open the Portal to the Labyrinth.",29054,"",1,"",0,1,"","","","","",""
204,"PerandusCompleteEncountersNormal","Complete these Encounters I",13,"Complete each of the following Encounters.",52465,1,"","",0,"","","","","","",""
205,"PerandusVendorRecipes","Items from Vendor Recipes",13,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific pattern of items to a vendor, not when you buy items from his/her purchase screen.",31537,1,"","",0,1,"","","","","",""
206,"PerandusKillNormalActBosses","Kill these Normal Act Bosses",13,"Kill each of the following Unique bosses in Normal Difficulty.",30351,"","","",0,"","","","","","",""
207,"PerandusCreateHideout","Create a Hideout",13,"Create a Hideout of any size.",6946,"",1,"",0,1,"","","","","",""
208,"PerandusClearAct2Outdoors","Clear Act 2 Cruel Exteriors",13,"Fully clear the following areas in Act 2, in Cruel Difficulty or Higher. Use the /remaining command to see how many monsters remain, once you're getting close. Everyone in the area will receive credit for the clear.",19226,1,"","",0,1,"","","","","",""
209,"PerandusKillRareMonstersInCruel","Kill Rare Monsters in Cruel",13,"Kill a Rare Monster of each of these types in either Cruel or Merciless Difficulty.",9586,1,"","",0,1,"","","","","",""
210,"PerandusUseCurrency","Use these Currency Items",13,"Use each of the following Currency Items.",7267,1,"","",0,1,"","","","","",""
211,"PerandusCompleteEncountersCruel","Complete these Encounters II",13,"Complete each of the following Encounters.",3978,1,"","",0,"","","","","","",""
212,"PerandusKillCruelActBosses","Kill these Cruel Act Bosses",13,"Kill each of the following Unique bosses in Cruel Difficulty.",15097,"","","",0,"","","","","","",""
213,"PerandusFullyUpgradeHideout","Fully Upgrade your Hideout",13,"Create or Upgrade to a Large-sized Hideout.",55964,"",1,"",0,1,"","","","","",""
214,"PerandusLabyrinthEncounters","Complete these Encounters III",13,"Complete the following Encounters in the Labyrinth.",8852,1,"","",0,"","","","","","",""
215,"PerandusKillSideAreaBosses","Kill these Vaal Bosses",13,"Kill each of the following Unique monsters in any Difficulty.",19032,1,"","",0,1,"","","","","",""
216,"PerandusLevelMasters","Level these Masters",13,"Reach Reputation Level 5 with at least 6 of these 8 Forsaken Masters.",55563,1,"","",6,"","","","","","",""
217,"PerandusPassiveRefunds","Complete These Quests",13,"Complete each of the following quests.",37348,"","","",0,"","","","","","",""
218,"PerandusIdentifyPerandusUnique","Identify a Lost Treasure",13,"Identify one of the following 5 Unique Items. You can trade them away afterwards.",38767,1,"","",1,1,"","","","","",""
219,"PerandusIdentifyLabyrinthUnique","Identify a Labyrinth Unique",13,"Identify one of the following 8 Unique Items. You can trade them away afterwards.",14053,1,"","",1,1,"","","","","",""
220,"PerandusOpenChests","Open these Perandus Chests",13,"Open the following Perandus Chests.",49420,1,"","",0,1,"","","","","",""
221,"PerandusKillMinotaur","Kill Argus in each Difficulty",13,"Kill Argus in each Difficulty.",5413,"","","",0,"","","","","","",""
222,"PerandusKillGuards","Kill these Chest Guardians",13,"Kill each of the following Unique Perandus Chest Guardians.",49291,"","","",0,"","","","","","",""
223,"PerandusAscend","Achieve Ascension",13,"Use the Ascendancy Device in each Difficulty.",50054,"","","",0,"","","","","","",""
224,"PerandusKillIzaro","Challenge Izaro",13,"Defeat Izaro while the following conditions are active.",5412,1,"","",0,"","","","","","",""
225,"PerandusUseTrinkets","Use these Trinkets",13,"Use each of the following Trinkets while in the Labyrinth.",7843,1,"","",0,1,"","","","","",""
226,"PerandusApplyEnchantments","Apply these Enchantments",13,"Apply the following Enchantments to items via the Labyrinth.",40448,1,"","",0,"","","","","","",""
227,"PerandusBuyItems","Buy these Items",13,"Purchase each of the following items from Cadiro Perandus.",48722,1,"","",0,1,"","","","","",""
228,"PerandusKillMercilessBosses","Kill these Merciless Act Bosses",13,"Kill each of the following Unique bosses in Merciless Difficulty.",54916,"","","",0,"","","","","","",""
229,"PerandusKillAtziriBosses","Kill Atziri's Elite",13,"Kill each of the following Unique monsters.",35776,1,"","",0,1,"","","","","",""
230,"PerandusReach90","Reach level 90",13,"Attain character level 90. This challenge still counts even if your character dies afterwards.",50253,"",1,"",0,1,"","","","","",""
231,"PerandusClearUnidentifiedMaps","Clear Unidentified Rare Maps",13,"Fully clear the following rare end-game Maps while they're unidentified. Use the /remaining command to see how many monsters remain, once you're getting close. Everyone in the area will receive credit for the clear.",3176,1,"","",0,1,"","","","","",""
232,"PerandusKillUniqueMapBosses","Kill these Unique Map Bosses",13,"Kill each of the following Unique bosses.",4364,1,"","",0,1,"","","","","",""
233,"PerandusCompleteEncountersMerciless","Complete these Encounters IV",13,"Complete each of the following Encounters.",63305,1,"","",0,"","","","","","",""
234,"PerandusFullClearManor","Clear Perandus Manor",13,"Fully clear the Perandus Manor end-game Map. Use the /remaining command to see how many monsters remain, once you're getting close. Everyone in the area will receive credit for the clear.",28444,"",1,"",0,1,"","","","","",""
235,"PerandusDivinationCards","Redeem Divination Card Sets",13,"Turn in sets of at least 7 of the following 13 Divination card types to Tasuni:",64798,1,"","",7,1,"","","","","",""
236,"PerandusKillT15Bosses","Kill Two Deadly Bosses",13,"Kill 2 of the following 3 Unique bosses.",7855,1,"","",2,"","","","","","",""
237,"PerandusClearTwinnedMaps","Clear Twinned Maps",13,"Fully clear maps in each of the following tiers while they have the Twinned mod. Use the /remaining command to see how many monsters remain, once you're getting close. Everyone in the area will receive credit for the clear.",28674,"","","",0,1,"","","","","",""
238,"PerandusIdentifyTreasures","Identify these Treasures",13,"Identify four of these twelve Unique Items. You can trade them away afterwards.",46703,1,"","",4,1,"","","","","",""
239,"PerandusClear8ModMaps","Clear Maps with Eight Mods",13,"Fully clear maps in 10 of the following 15 tiers while they have 8 mods. Maps having 8 mods is a potential outcome of Vaal Orb corruption. Use the /remaining command to see how many monsters remain, once you're getting close. Everyone in the area will receive credit for the clear.",28773,"","","",10,1,"","","","","",""
240,"PerandusLevel8Zana","Fully Level Zana",13,"Reach Reputation Level 8 with Zana, Master Cartographer.",4947,"",1,"",0,1,"","","","","",""
241,"PerandusCatchFish","Catch these Fish",2,"Catch each of the following Unique Fish.",54188,1,"",1,0,"","","","","","",""
242,"ProphecyActivateWaypoints","Activate Normal Waypoints",14,"Activate the Waypoints in each of the following areas in Normal difficulty.",24589,"","","",0,1,"","","","","",""
243,"ProphecyKillAct2Uniques","Kill these Act 2 Uniques",14,"Kill each of the following Unique bosses.",19455,1,"","",0,1,"","","","","",""
244,"ProphecyKillSilverBearers","Kill 50 Monsters Bearing Silver",14,"Kill 50 monsters that are carrying Silver Coins.",16815,"",1,"",0,1,"","","","","",""
245,"ProphecyFulfilProphecy","Fulfill a Prophecy",14,"Complete any Prophecy.",21773,"",1,"",0,1,"","","","","",""
246,"ProphecyCompleteEncounters1","Complete these Encounters I",14,"Complete each of the following Encounters.",26568,1,"","",0,"","","","","","",""
247,"ProphecyKillNormalActBosses","Kill these Normal Act Bosses",14,"Kill each of the following Unique bosses in Normal Difficulty.",23317,"","","",0,"","","","","","",""
248,"ProphecyCreateHideout","Create a Hideout",14,"Create a Hideout of any size.",21299,"",1,"",0,1,"","","","","",""
249,"ProphecyFullClearSewers","Clear Cruel Sewers",14,"Fully clear each of the following areas in Cruel or Merciless Difficulty. Use the /remaining command to see how many monsters remain, once you're getting close. Everyone in the area will receive credit for the clear.",41165,"","","",0,1,"","","","","",""
250,"ProphecyCruelQuests","Complete These Cruel Quests",14,"Complete each of the following quests in Cruel Difficulty.",56791,1,"","",0,1,"","","","","",""
251,"ProphecyUseCurrency","Use these Currency Items",14,"Use each of the following Currency Items.",44783,1,"","",0,1,"","","","","",""
252,"ProphecyCompleteEncounters2","Complete these Encounters II",14,"Complete each of the following Encounters.",45033,1,"","",0,"","","","","","",""
253,"ProphecyKillCruelActBosses","Kill Cruel Act Bosses",14,"Kill each of the following Unique bosses in Cruel Difficulty.",3592,"","","",0,"","","","","","",""
254,"ProphecyClearMercilessDriedLake","Clear Merciless Dried Lake",14,"Fully clear The Dried Lake in Merciless Difficulty. Use the /remaining command to see how many monsters remain, once you're getting close. Everyone in the area will receive credit for the clear.",17171,"",1,"",0,1,"","","","","",""
255,"ProphecyFulfilOneChain","Fulfill a Prophecy Chain",14,"Complete a Prophecy Chain.",56373,"",1,"",0,1,"","","","","",""
256,"ProphecyKillMercilessRares","Kill Merciless Rares",14,"Kill a Rare Monster of each of these types in Merciless Difficulty.",10919,1,"","",0,1,"","","","","",""
257,"ProphecyCompleteTypes1","Fulfill these Prophecy Types I",14,"Complete a Prophecy of each of the following types.",40430,1,"","",0,"","","","","","",""
258,"ProphecyKillVaalBosses","Kill 25 Vaal Bosses",14,"Kill 25 Unique Corrupted Side Area Bosses in any Difficulty.",13466,"",1,"",0,1,"","","","","",""
259,"ProphecyVendorRecipes","Currency from Vendor Recipes",14,"Complete vendor recipes to receive each of the following items. A vendor recipe is when you trade a specific pattern of items to a vendor, not when you buy items from his/her purchase screen.",7937,1,"","",0,1,"","","","","",""
260,"ProphecyLevelGem","Level a Gem to 20",14,"Upgrade a Skill Gem or a Support Gem to level 20. You can trade it away afterwards.",31260,"",1,"",0,1,"","","","","",""
261,"ProphecyUniqueStrongbox","Open a Unique strongbox",14,"Open one of the following six Unique Strongboxes. Strongboxes do not need to be identified to complete the challenge. The ambushers must be defeated before it is counted as open.",11258,1,"","",1,1,"","","","","",""
262,"ProphecyUpgradeHideout","Fully Upgrade your Hideout",14,"Create or Upgrade to a Large-sized Hideout.",38747,"",1,"",0,1,"","","","","",""
263,"ProphecyMercilessIzaro","Kill Merciless Izaro",14,"Kill Izaro in Merciless Difficulty.",45350,"",1,"",0,1,"","","","","",""
264,"ProphecyCompleteTypes2","Fulfill these Prophecy Types II",14,"Complete a Prophecy of each of the following types.",2018,1,"","",0,"","","","","","",""
265,"ProphecySlayBeyondDemons","Kill these Beyond Demons",14,"Kill any five of the following six Unique bosses.",39544,"","","",5,"","","","","","",""
266,"ProphecyIdentifyUniques","Identify 50 Unique Items",14,"Identify any 50 Unique Items. You can trade them away afterwards. Warning: Identifying multiple uniques within the same second may prevent them from being counted correctly.",47316,"",1,"",0,1,"","","","","",""
267,"ProphecyCompleteEncounters3","Complete these Encounters III",14,"Complete each of the following Encounters.",15397,1,"","",0,"","","","","","",""
268,"ProphecyKillMercilessActBosses","Kill these Merciless Act Bosses",14,"Kill each of the following Unique bosses in Merciless Difficulty.",15962,"","","",0,"","","","","","",""
