"rownum","Mod","Value","i32","i32","i32","Tags","SpawnWeight","CraftableType","[rid]"
1362,1362,544,40,2308,9229,[0],[0],197,[]
1363,1363,893,40,8962,44806,[0],[0],197,[]
1364,1364,1670,40,58129,348769,[0],[0],197,[]
1365,1365,2810,40,251200,2009594,[0],[0],197,[]
1366,1366,52,30,0,0,[],[],"",[]
1367,1367,99,30,0,0,[],[],"",[]
1368,1368,154,30,0,0,[],[],"",[]
1369,1369,240,30,0,0,[],[],"",[]
1370,1370,373,30,0,0,[],[],"",[]
1371,1371,565,30,0,0,[],[],"",[]
1372,1372,49,30,0,0,[],[],"",[]
1373,1373,90,30,0,0,[],[],"",[]
1374,1374,141,30,0,0,[],[],"",[]
1375,1375,219,30,0,0,[],[],"",[]
1376,1376,341,30,0,0,[],[],"",[]
1377,1377,516,30,0,0,[],[],"",[]
1378,1378,57,30,0,0,[],[],"",[]
1379,1379,112,30,0,0,[],[],"",[]
1380,1380,174,30,0,0,[],[],"",[]
1381,1381,271,30,0,0,[],[],"",[]
1382,1382,422,30,0,0,[],[],"",[]
1383,1383,638,30,0,0,[],[],"",[]
1384,1384,156,100,0,0,[],[],"",[]
1385,1385,265,100,0,0,[],[],"",[]
1386,1386,465,100,0,0,[],[],"",[]
1387,1387,161,100,0,0,[],[],"",[]
1388,1388,270,100,0,0,[],[],"",[]
1389,1389,470,100,0,0,[],[],"",[]
1390,1390,65,30,0,0,[],[],"",[]
1391,1391,99,30,0,0,[],[],"",[]
1392,1392,158,30,0,0,[],[],"",[]
1393,1393,246,30,0,0,[],[],"",[]
1394,1394,383,30,0,0,[],[],"",[]
1395,1395,692,30,0,0,[],[],"",[]
1396,1396,65,30,0,0,[],[],"",[]
1397,1397,96,30,0,0,[],[],"",[]
1398,1398,154,30,0,0,[],[],"",[]
1399,1399,237,30,0,0,[],[],"",[]
1400,1400,365,30,0,0,[],[],"",[]
1401,1401,562,30,0,0,[],[],"",[]
1402,1402,865,30,0,0,[],[],"",[]
1403,1403,1621,30,0,0,[],[],"",[]
1404,1404,65,30,0,0,[],[],"",[]
1405,1405,128,30,0,0,[],[],"",[]
1406,1406,225,30,0,0,[],[],"",[]
1407,1407,394,30,0,0,[],[],"",[]
1408,1408,691,30,0,0,[],[],"",[]
1409,1409,65,30,0,0,[],[],"",[]
1410,1410,128,30,0,0,[],[],"",[]
1411,1411,225,30,0,0,[],[],"",[]
1412,1412,394,30,0,0,[],[],"",[]
1413,1413,691,30,0,0,[],[],"",[]
1414,1414,103,30,0,0,[],[],"",[]
1415,1415,170,30,0,0,[],[],"",[]
1416,1416,281,30,0,0,[],[],"",[]
1417,1417,464,30,0,0,[],[],"",[]
1418,1418,766,30,0,0,[],[],"",[]
1419,1419,103,30,0,0,[],[],"",[]
1420,1420,170,30,0,0,[],[],"",[]
1421,1421,281,30,0,0,[],[],"",[]
1422,1422,464,30,0,0,[],[],"",[]
1423,1423,766,30,0,0,[],[],"",[]
1424,1424,68,50,0,0,[],[],"",[]
1425,1425,137,50,0,0,[],[],"",[]
1426,1426,240,50,0,0,[],[],"",[]
1427,1427,416,100,0,0,[],[],"",[]
1428,1428,99,30,0,0,[],[],"",[]
1429,1429,168,30,0,0,[],[],"",[]
1430,1430,286,30,0,0,[],[],"",[]
1431,1431,486,30,0,0,[],[],"",[]
1432,1432,828,30,0,0,[],[],"",[]
1433,1433,75,30,0,0,[],[],"",[]
1434,1434,132,30,0,0,[],[],"",[]
1435,1435,252,30,0,0,[],[],"",[]
1436,1436,442,30,0,0,[],[],"",[]
1437,1437,730,30,0,0,[],[],"",[]
1438,1438,73,30,0,0,[],[],"",[]
1439,1439,114,30,0,0,[],[],"",[]
1440,1440,173,30,0,0,[],[],"",[]
1441,1441,243,30,0,0,[],[],"",[]
1442,1442,355,30,0,0,[],[],"",[]
1443,1443,519,30,0,0,[],[],"",[]
1444,1444,707,30,0,0,[],[],"",[]
1445,1445,963,30,0,0,[],[],"",[]
1446,1446,74,30,0,0,[],[],"",[]
1447,1447,116,30,0,0,[],[],"",[]
1448,1448,175,30,0,0,[],[],"",[]
1449,1449,247,30,0,0,[],[],"",[]
1450,1450,360,30,0,0,[],[],"",[]
1451,1451,526,30,0,0,[],[],"",[]
1452,1452,717,30,0,0,[],[],"",[]
1453,1453,977,30,0,0,[],[],"",[]
1454,1454,102,30,0,0,[],[],"",[]
1455,1455,149,30,0,0,[],[],"",[]
1456,1456,250,30,0,0,[],[],"",[]
1457,1457,378,30,0,0,[],[],"",[]
1458,1458,571,30,0,0,[],[],"",[]
1459,1459,956,30,0,0,[],[],"",[]
1460,3449,310,40,0,0,[],[],"",[]
1461,3450,310,40,0,0,[],[],"",[]
1462,3451,310,40,0,0,[],[],"",[]
1463,3452,310,40,0,0,[],[],"",[]
1464,3453,310,40,0,0,[],[],"",[]
1465,3454,310,40,0,0,[],[],"",[]
1466,3455,310,40,0,0,[],[],"",[]
1467,3456,310,40,0,0,[],[],"",[]
1468,3457,310,40,0,0,[],[],"",[]
1469,3458,310,40,0,0,[],[],"",[]
1470,3459,310,40,0,0,[],[],"",[]
1471,3460,310,40,0,0,[],[],"",[]
1472,3461,310,40,0,0,[],[],"",[]
1473,3462,310,40,0,0,[],[],"",[]
1474,3463,310,40,0,0,[],[],"",[]
1475,3464,310,40,0,0,[],[],"",[]
1476,3465,310,40,0,0,[],[],"",[]
1477,3466,310,40,0,0,[],[],"",[]
1478,3467,438,40,0,0,[],[],"",[]
1479,3468,347,40,0,0,[],[],"",[]
1480,3469,347,40,0,0,[],[],"",[]
1481,3470,347,40,0,0,[],[],"",[]
1482,3471,347,40,0,0,[],[],"",[]
1483,3472,347,40,0,0,[],[],"",[]
1484,3473,347,40,0,0,[],[],"",[]
1485,3477,438,40,0,0,[],[],"",[]
1486,3478,438,40,0,0,[],[],"",[]
1487,3479,438,40,0,0,[],[],"",[]
1488,3480,438,40,0,0,[],[],"",[]
1489,3481,438,40,0,0,[],[],"",[]
1490,3482,438,40,0,0,[],[],"",[]
1491,3483,400,40,0,0,[],[],"",[]
1492,3484,400,40,0,0,[],[],"",[]
1493,3485,400,40,0,0,[],[],"",[]
1494,3486,980,40,0,0,[],[],"",[]
1495,3487,1386,40,0,0,[],[],"",[]
1496,3488,980,40,0,0,[],[],"",[]
1497,3489,620,40,0,0,[],[],"",[]
1498,3490,620,40,0,0,[],[],"",[]
1499,3491,620,40,0,0,[],[],"",[]
1500,3492,1386,40,0,0,[],[],"",[]
1501,3493,438,40,0,0,[],[],"",[]
1502,3494,438,40,0,0,[],[],"",[]
1503,3495,438,40,0,0,[],[],"",[]
1504,3496,438,40,0,0,[],[],"",[]
1505,3497,438,40,0,0,[],[],"",[]
1506,3498,438,40,0,0,[],[],"",[]
1507,3499,438,40,0,0,[],[],"",[]
1508,3500,438,40,0,0,[],[],"",[]
1509,3501,438,40,0,0,[],[],"",[]
1510,3502,438,40,0,0,[],[],"",[]
1511,3503,438,40,0,0,[],[],"",[]
1512,3504,438,40,0,0,[],[],"",[]
1513,3505,438,40,0,0,[],[],"",[]
1514,3506,438,40,0,0,[],[],"",[]
1515,3507,438,40,0,0,[],[],"",[]
1516,3508,438,40,0,0,[],[],"",[]
1517,3509,438,40,0,0,[],[],"",[]
1518,3510,438,40,0,0,[],[],"",[]
1519,3511,438,40,0,0,[],[],"",[]
1520,3512,438,40,0,0,[],[],"",[]
1521,3513,438,40,0,0,[],[],"",[]
1522,3514,438,40,0,0,[],[],"",[]
1523,3515,438,40,0,0,[],[],"",[]
1524,3516,438,40,0,0,[],[],"",[]
1525,3517,438,40,0,0,[],[],"",[]
1526,3518,438,40,0,0,[],[],"",[]
1527,3519,438,40,0,0,[],[],"",[]
1528,3520,266,25,0,0,[],[],"",[]
1529,3521,266,25,0,0,[],[],"",[]
1530,3522,266,25,0,0,[],[],"",[]
1531,3523,266,25,0,0,[],[],"",[]
1532,3524,266,25,0,0,[],[],"",[]
1533,3525,266,25,0,0,[],[],"",[]
1534,3526,266,25,0,0,[],[],"",[]
1535,3527,266,25,0,0,[],[],"",[]
1536,3528,266,25,0,0,[],[],"",[]
1537,3529,350,25,0,0,[],[],"",[]
1538,3530,350,25,0,0,[],[],"",[]
1539,3531,350,25,0,0,[],[],"",[]
1540,3532,350,25,0,0,[],[],"",[]
1541,3533,350,25,0,0,[],[],"",[]
1542,3534,350,25,0,0,[],[],"",[]
1543,3535,280,25,0,0,[],[],"",[]
1544,3536,280,25,0,0,[],[],"",[]
1545,3537,280,25,0,0,[],[],"",[]
1546,3538,252,25,0,0,[],[],"",[]
1547,3539,252,25,0,0,[],[],"",[]
1548,3540,252,25,0,0,[],[],"",[]
1549,3541,252,25,0,0,[],[],"",[]
1550,3542,252,25,0,0,[],[],"",[]
1551,3543,252,25,0,0,[],[],"",[]
1552,3544,196,25,0,0,[],[],"",[]
1553,3545,196,25,0,0,[],[],"",[]
1554,3546,196,25,0,0,[],[],"",[]
1555,3547,252,25,0,0,[],[],"",[]
1556,3548,252,25,0,0,[],[],"",[]
1557,3549,238,25,0,0,[],[],"",[]
1558,3550,238,25,0,0,[],[],"",[]
1559,3551,238,25,0,0,[],[],"",[]
1560,3552,210,25,0,0,[],[],"",[]
1561,3553,210,25,0,0,[],[],"",[]
1562,3554,210,25,0,0,[],[],"",[]
1563,3555,210,25,0,0,[],[],"",[]
1564,3556,210,25,0,0,[],[],"",[]
1565,3557,210,25,0,0,[],[],"",[]
1566,3558,210,25,0,0,[],[],"",[]
1567,3559,210,25,0,0,[],[],"",[]
1568,3560,210,25,0,0,[],[],"",[]
1569,3561,266,25,0,0,[],[],"",[]
1570,3562,266,25,0,0,[],[],"",[]
1571,3563,266,25,0,0,[],[],"",[]
1572,3564,280,25,0,0,[],[],"",[]
1573,3565,280,25,0,0,[],[],"",[]
1574,3566,280,25,0,0,[],[],"",[]
1575,3567,308,25,0,0,[],[],"",[]
1576,3568,308,25,0,0,[],[],"",[]
1577,3569,280,25,0,0,[],[],"",[]
1578,3570,280,25,0,0,[],[],"",[]
1579,3571,280,25,0,0,[],[],"",[]
1580,3572,224,25,0,0,[],[],"",[]
1581,3573,224,25,0,0,[],[],"",[]
1582,3574,224,25,0,0,[],[],"",[]
1583,3575,224,25,0,0,[],[],"",[]
1584,3576,224,25,0,0,[],[],"",[]
1585,3577,224,25,0,0,[],[],"",[]
1586,3578,224,25,0,0,[],[],"",[]
1587,3579,224,25,0,0,[],[],"",[]
1588,3580,224,25,0,0,[],[],"",[]
1589,3581,336,25,0,0,[],[],"",[]
1590,3582,336,25,0,0,[],[],"",[]
1591,3583,336,25,0,0,[],[],"",[]
1592,3584,350,25,0,0,[],[],"",[]
1593,3585,336,25,0,0,[],[],"",[]
1594,3586,336,25,0,0,[],[],"",[]
1595,3587,336,25,0,0,[],[],"",[]
1596,3588,350,25,0,0,[],[],"",[]
1597,3589,350,25,0,0,[],[],"",[]
1598,3590,350,25,0,0,[],[],"",[]
1599,3591,308,25,0,0,[],[],"",[]
1600,3592,308,25,0,0,[],[],"",[]
1601,3593,308,25,0,0,[],[],"",[]
1602,3594,224,25,0,0,[],[],"",[]
1603,3595,224,25,0,0,[],[],"",[]
1604,3596,224,25,0,0,[],[],"",[]
1605,3597,196,25,0,0,[],[],"",[]
1606,3598,196,25,0,0,[],[],"",[]
