"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool","TransfigureBase"
37,"elemental_hit_monster","Elemental Hit","Each attack with this skill will choose an element at random, and will only be able to deal damage of that element. If the attack hits an enemy, it will deal damage in an area around them, with the radius being larger if that enemy is suffering from an ailment of the chosen element. It will avoid choosing the same element twice in a row.",17,"Art/2DArt/SkillIcons/iconelementalhit.dds","[1,2]","[0,2,56,14,13,15,20,23,19,28,29,30,40,57,7,31,101]",[],"Cold steel tends to solve most problems, but sometimes it's not quite enough. With Elemental Hit, a player infuses their weapon with the heat of a furnace, the electricity of a Summer tempest, or the icy chill of the Winter night. The specific element is randomly chosen, but the result is the same: tons of extra damage dealt, often killing the target with a single blow.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/elemental_hit.jpg","","ElementalHit","",22,1,"[4271,4206,4022,17956]","[1871,70,24,17872]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
38,"immortal_call_old","Immortal Call","Discharges Endurance Charges, making the character invulnerable to physical damage for a short time, proportional to how many endurance charges were expended.",18,"Art/2DArt/SkillIcons/immortalcall.dds",[4],"[1,4,8,14,31,27,63,89]",[],"Even with the added toughness granted from Endurance Charges, a combatant sometimes finds themselves facing impossible odds. This rare event makes flight a good option and sometimes it even merits the power of the Immortal Call. The legendary war cry channels all current Endurance into an invisible shield that shelters the player from all physical harm for a brief duration. Consuming more charges will extend the duration of the Immortal shield, giving plenty of time for escape or victory.","http://s3.amazonaws.com/pathofexile/image/skills/strength/immortal_call.jpg","","ImmortalCall","",22,1,[4324],[215],[],1,1,[],8,"","","",[],"","",1,""
39,"immortal_call","Immortal Call","Take less Physical and Elemental Damage for a short time. Consumes up to 5 Endurance Charges to lengthen the buff and further lessen Physical Damage taken. Shares a cooldown with other Guard skills.",18,"Art/2DArt/SkillIcons/immortalcall.dds",[4],"[1,4,8,14,31,63,77,89]",[],"","",1,"MortalCall","",22,1,"[4324,9345,9824]","[215,9346,360]",[],1,1,[],8,"","","",[],"","",1,""
40,"vaal_immortal_call","Vaal Immortal Call","Discharges Endurance Charges, making the character unable to die or gain Vaal souls for a short time, proportional to how many endurance charges were expended.",18,"Art/2DArt/SkillIcons/immortalcall.dds",[4],"[1,4,8,14,37,85,89]",[],"","",1,"","",22,1,"[4324,9824]","[215,359]",[],1,1,[],8,"","","",[],"","",1,""
41,"dual_strike","Dual Strike","Attacks with both weapons, dealing the damage of both in one strike. Dual wield only. Does not work with wands.",19,"Art/2DArt/SkillIcons/icondualswing.dds","[1,2]","[0,3,20,23,19,43]","[6,7,9,10,11,12,32,16,56]","Double Strike was not the only attack Fammal mastered during his years in the arenas. He also perfected the technique of the Dual Strike, and used it to decimate countless opponents. Those who follow in his footsteps seek to duplicate the art, and at high levels of skill, a few manage. Dual Strike lashes out at a single target with tremendous force, slicing or smashing it with both weapons simultaneously. When executed by a master swordsman, just one Dual Strike is often enough to end the battle.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/dual_strike.jpg","","DualStrike","",22,1,"[3978,4199,4235,5384,11903,11906,11909,11912,11915]","[24,70,553,5413,11904,11907,11910,11913,11916]",[],1,1,[17981],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
42,"dual_strike_alt_x","Dual Strike of Ambidexterity","Attacks with both weapons, dealing the damage of both in one strike. Requires dual-wielding two different melee weapon types to use.",19,"Art/2DArt/SkillIcons/icondualswing.dds","[1,2]","[0,3,118,20,23,19,43]","[6,7,9,10,11,12,32,16,56]","Double Strike was not the only attack Fammal mastered during his years in the arenas. He also perfected the technique of the Dual Strike, and used it to decimate countless opponents. Those who follow in his footsteps seek to duplicate the art, and at high levels of skill, a few manage. Dual Strike lashes out at a single target with tremendous force, slicing or smashing it with both weapons simultaneously. When executed by a master swordsman, just one Dual Strike is often enough to end the battle.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/dual_strike.jpg","","DualStrike","",22,1,"[3978,4199,4235,5384,11903,11906,11909,11912,11915]","[24,70,553,5413,11904,11907,11910,11913,11916]",[],1,1,[17981],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,41
43,"dual_strike_alt_y","[DNT] DualStrikeAltY","Attacks with both weapons, dealing the damage of both in one strike. Dual wield only. Does not work with wands.",19,"Art/2DArt/SkillIcons/icondualswing.dds","[1,2]","[0,3,20,23,19,43]","[6,7,9,10,11,12,32,16,56]","Double Strike was not the only attack Fammal mastered during his years in the arenas. He also perfected the technique of the Dual Strike, and used it to decimate countless opponents. Those who follow in his footsteps seek to duplicate the art, and at high levels of skill, a few manage. Dual Strike lashes out at a single target with tremendous force, slicing or smashing it with both weapons simultaneously. When executed by a master swordsman, just one Dual Strike is often enough to end the battle.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/dual_strike.jpg","","DualStrike","",22,1,"[3978,4199,4235,5384,11903,11906,11909,11912,11915]","[24,70,553,5413,11904,11907,11910,11913,11916]",[],1,1,[17981],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,41
44,"whirling_blades","Whirling Blades","Dive through enemies, dealing weapon damage. If dual wielding attacks with both weapons, dealing the damage of both in one hit. Only works with Daggers, Claws, and One-Handed Swords.",20,"Art/2DArt/SkillIcons/iconbladeflurry.dds","[1,2,9]","[0,19,33,78]","[7,9,10,6,56]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/blade_flurry.jpg","","WhirlingBlades","",22,1,"[4384,4047]","[70,24]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
45,"whirling_blades_alt_x","[DNT] WhirlingBladesAltX","Dive through enemies, dealing weapon damage. If dual wielding attacks with both weapons, dealing the damage of both in one hit. Only works with Daggers, Claws, and One-Handed Swords.",20,"Art/2DArt/SkillIcons/iconbladeflurry.dds","[1,2,9]","[0,19,33,78]","[7,9,10,6,56]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/blade_flurry.jpg","","WhirlingBlades","",22,1,"[4384,4047]","[70,24]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,44
46,"whirling_blades_alt_y","[DNT] WhirlingBladesAltY","Dive through enemies, dealing weapon damage. If dual wielding attacks with both weapons, dealing the damage of both in one hit. Only works with Daggers, Claws, and One-Handed Swords.",20,"Art/2DArt/SkillIcons/iconbladeflurry.dds","[1,2,9]","[0,19,33,78]","[7,9,10,6,56]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/blade_flurry.jpg","","WhirlingBlades","",22,1,"[4384,4047]","[70,24]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,44
47,"whirling_blades_cooldown","Whirling Blades","Dive through enemies, dealing weapon damage. If dual wielding attacks with both weapons, dealing the damage of both in one hit. Only works with Daggers, Claws, and One-Handed Swords.",20,"Art/2DArt/SkillIcons/iconbladeflurry.dds","[1,2,9,23]","[0,19,33,78,89]","[7,9,10,6,56]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/blade_flurry.jpg","","WhirlingBlades","",22,1,"[4384,4047]","[70,24]",[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
48,"frenzy","Frenzy","Performs an attack with a ranged weapon that gives the character a frenzy charge if it hits. Frenzy charges increase your attack speed.",21,"Art/2DArt/SkillIcons/iconfrenzy.dds","[1,2]","[0,40,57,2,56,14,13,15,31]","[13,8]","The bread and butter of any effective combat skill set, Frenzy is used by many and feared by all. With Frenzy active, every successful attack dealt accelerates the next attack, transforming the player into an offensive dervish. Once the Frenzy is at full intensity, it can be maintained indefinitely as long as the player strikes a new target in time. Several skills consume Frenzy charges when they are activated, enabling new ways to decimate foes.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/frenzy.jpg","","Frenzy","",22,1,"[4020,4269,17975]","[24,1652,8210]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
49,"frenzy_alt_x","Frenzy of Onslaught","Perform a strike with a melee weapon that gives the character a frenzy charge if it hits. Frenzy charges increase your attack speed.",21,"Art/2DArt/SkillIcons/iconfrenzy.dds","[1,2]","[0,20,23,19]","[9,10,15,11,16,12,32,17,14,36,57,7,56,6]","The bread and butter of any effective combat skill set, Frenzy is used by many and feared by all. With Frenzy active, every successful attack dealt accelerates the next attack, transforming the player into an offensive dervish. Once the Frenzy is at full intensity, it can be maintained indefinitely as long as the player strikes a new target in time. Several skills consume Frenzy charges when they are activated, enabling new ways to decimate foes.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/frenzy.jpg","","Frenzy","",22,1,"[4020,4269,17975]","[24,1652,8210]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,48
50,"frenzy_alt_y","[DNT] FrenzyAltY","Performs an attack with a ranged weapon that gives the character a frenzy charge if it hits. Frenzy charges increase your attack speed.",21,"Art/2DArt/SkillIcons/iconfrenzy.dds","[1,2]","[0,40,57,2,56,14,13,15,31]","[13,8]","The bread and butter of any effective combat skill set, Frenzy is used by many and feared by all. With Frenzy active, every successful attack dealt accelerates the next attack, transforming the player into an offensive dervish. Once the Frenzy is at full intensity, it can be maintained indefinitely as long as the player strikes a new target in time. Several skills consume Frenzy charges when they are activated, enabling new ways to decimate foes.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/frenzy.jpg","","Frenzy","",22,1,"[4020,4269,17975]","[24,1652,8210]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,48
51,"monster_frenzy","Frenzy","Performs an attack that gives the character a frenzy charge if it hits. Frenzy charges increase your attack speed.",21,"Art/2DArt/SkillIcons/iconfrenzy.dds","[1,2]","[0,40,57,2,56,14,13,15,20,23,19,31]",[],"The bread and butter of any effective combat skill set, Frenzy is used by many and feared by all. With Frenzy active, every successful attack dealt accelerates the next attack, transforming the player into an offensive dervish. Once the Frenzy is at full intensity, it can be maintained indefinitely as long as the player strikes a new target in time. Several skills consume Frenzy charges when they are activated, enabling new ways to decimate foes.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/frenzy.jpg","","Frenzy","",22,1,"[4020,4269,17975]","[24,1652,8210]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
52,"caustic_arrow","Caustic Arrow","Fires an arrow which deals chaos damage in an area on impact, and spreads caustic ground. Enemies standing on the caustic ground take chaos damage over time.",22,"Art/2DArt/SkillIcons/poisonarrow.dds","[1,2]","[0,40,57,2,56,7,8,13,15,14,34,41,31]",[13],"Borrowing a bit of toxic chemistry from the secretive Oriath Necromancers guild, a skilled archer infuses their arrowhead with a wicked venom. Once enchanted, the arrow will explode violently when it impacts a target, showering both foes and the surrounding area with a cloud of choking death. Anything living caught in the cloud will suffocate quickly, suffering heavy chaos damage until they move far away.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/poison_arrow.jpg","","CausticArrow","",22,1,"[4035,4233,4192,8352,8351,8415,8417,8419,17976]","[24,215,433,8316,8350,6091,1972,8420,9789]",[],1,1,[],8,7,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
53,"caustic_arrow_alt_x","Caustic Arrow of Poison","Fires a poisonous arrow which deals chaos damage in an area on impact.",22,"Art/2DArt/SkillIcons/poisonarrow.dds","[1,2]","[0,40,57,2,56,7,13,15,14,41,31]",[13],"Borrowing a bit of toxic chemistry from the secretive Oriath Necromancers guild, a skilled archer infuses their arrowhead with a wicked venom. Once enchanted, the arrow will explode violently when it impacts a target, showering both foes and the surrounding area with a cloud of choking death. Anything living caught in the cloud will suffocate quickly, suffering heavy chaos damage until they move far away.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/poison_arrow.jpg","","CausticArrow","",22,1,"[4035,4233,4192,8352,8351,8415,8417,8419,17976]","[24,215,433,8316,8350,6091,1972,8420,9789]",[],1,1,[],8,7,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,52
54,"caustic_arrow_alt_y","[DNT] PoisonArrowAltY","Fires an arrow which deals chaos damage in an area on impact, and spreads caustic ground. Enemies standing on the caustic ground take chaos damage over time.",22,"Art/2DArt/SkillIcons/poisonarrow.dds","[1,2]","[0,40,57,2,56,7,8,13,15,14,34,41,31]",[13],"Borrowing a bit of toxic chemistry from the secretive Oriath Necromancers guild, a skilled archer infuses their arrowhead with a wicked venom. Once enchanted, the arrow will explode violently when it impacts a target, showering both foes and the surrounding area with a cloud of choking death. Anything living caught in the cloud will suffocate quickly, suffering heavy chaos damage until they move far away.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/poison_arrow.jpg","","CausticArrow","",22,1,"[4035,4233,4192,8352,8351,8415,8417,8419,17976]","[24,215,433,8316,8350,6091,1972,8420,9789]",[],1,1,[],8,7,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,52
