"rownum","NPCKey","i32","DialogueOption (English)","DialogueOption (French)","DialogueOption (German)","DialogueOption (Japanese)","DialogueOption (Korean)","DialogueOption (Portuguese)","DialogueOption (Russian)","DialogueOption (Spanish)","DialogueOption (Thai)","DialogueOption (Traditional Chinese)","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2 (English)","DialogueOption2 (French)","DialogueOption2 (German)","DialogueOption2 (Japanese)","DialogueOption2 (Korean)","DialogueOption2 (Portuguese)","DialogueOption2 (Russian)","DialogueOption2 (Spanish)","DialogueOption2 (Thai)","DialogueOption2 (Traditional Chinese)","rid","rid","i32","[i32]","i32","rid"
84,9,6,"Blackguards","Les Gardes noirs","Schwarzgardisten","ブラックガード","검은 근위대","Guarda Negra","Чёрные стражи","Guardias negros","การ์ดดำ","關於烏旗守衛",[97],[243],[311],"","",3,"",311,[81],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
85,9,7,"The Bandit Scourge","Le fléau des Bandits","Die Banditengeißel","悩ます山賊","도적 무리","O Flagelo Bandido","Беда с разбойниками","El flagelo de los bandidos","กองโจร","盜賊禍害",[],"[83,0,0,0]",[53],"",53,5,"",53,[82],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
86,9,8,"The Bandit Scourge","Le fléau des Bandits","Die Banditengeißel","悩ます山賊","도적 무리","O Flagelo Bandido","Беда с разбойниками","El flagelo de los bandidos","กองโจร","盜賊禍害",[17],"[83,0,0]",[53],"",53,5,"",53,[83],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
87,9,9,"The Bandit Scourge","Le fléau des Bandits","Die Banditengeißel","悩ます山賊","도적 무리","O Flagelo Bandido","Беда с разбойниками","El flagelo de los bandidos","กองโจร","盜賊禍害",[16],"[83,0,0]",[53],"",53,5,"",53,[84],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
88,9,10,"The Bandit Scourge","Le fléau des Bandits","Die Banditengeißel","悩ます山賊","도적 무리","O Flagelo Bandido","Беда с разбойниками","El flagelo de los bandidos","กองโจร","盜賊禍害","[16,0]","[83,0]",[53],"",53,5,"",53,[85],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
89,9,11,"The Bandit Scourge","Le fléau des Bandits","Die Banditengeißel","悩ます山賊","도적 무리","O Flagelo Bandido","Беда с разбойниками","El flagelo de los bandidos","กองโจร","盜賊禍害",[18],"[83,0,0]",[53],"",53,5,"",53,[86],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
90,9,12,"The Bandit Scourge","Le fléau des Bandits","Die Banditengeißel","悩ます山賊","도적 무리","O Flagelo Bandido","Беда с разбойниками","El flagelo de los bandidos","กองโจร","盜賊禍害","[18,0]","[83,0]",[53],"",53,5,"",53,[87],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
91,9,13,"The Bandit Scourge","Le fléau des Bandits","Die Banditengeißel","悩ます山賊","도적 무리","O Flagelo Bandido","Беда с разбойниками","El flagelo de los bandidos","กองโจร","盜賊禍害","[18,0]","[83,0]",[53],"",53,5,"",53,[88],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
92,9,14,"Bandit Lords","Les Seigneurs bandits","Banditenfürsten","山賊の長","도적 우두머리","Lordes Bandidos","Главари разбойников","Los señores bandidos","จ้าวจอมโจร","盜賊頭目們","[16,0,0]","[54,0,0]",[57],"",57,3,"",57,[89],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
93,9,15,"Bandit Amulets","Les amulettes des Bandits","Banditen-Amulette","山賊のアミュレット","도적 목걸이","Amuletos dos Bandidos","Амулеты главарей","Amuletos de los bandidos","สร้อยคอโจร","盜賊的護身符","[77,0,0,0]","[122,0]",[808],"triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/gold.ao );\r\ntriggerer.SetQuestFlag(\""a2q7-QuestRewardTaken\"", \""a2b-DeliveredAmulets\"");",122,5,"",122,[90],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
94,9,16,"Bandit Amulets","Les amulettes des Bandits","Banditen-Amulette","山賊のアミュレット","도적 목걸이","Amuletos dos Bandidos","Амулеты главарей","Amuletos de los bandidos","สร้อยคอโจร","盜賊的護身符",[122],[260],[260],"",260,5,"",260,[91],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
95,9,17,"Take the Apex","Récupérer l'Apex","Nehmt die Spitze","エイペックスを受け取る","정점 받기","Pegar o Ápice","Верхушка","Toma el Ápice","รับส่วนยอด","取得頂尖之錐","[16,0,0,0]","[76,0]",[69],"",69,6,17,71,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
96,9,18,"Oak","Orme","Oak","オーク","오크","Oak","Дуб","Oak","โอ๊ค","關於歐克",[18],"[16,0]",[312],"","",3,"",312,[92],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
97,9,19,"Alira","Alira","Alira","アリーラ","알리라","Alira","Алира","Alira","อลิร่า","關於阿莉亞",[17],"[16,0]",[312],"","",3,"",312,[93],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
98,9,20,"Kraityn","Kraityn","Kraityn","クレイティン","크레이틴","Kraityn","Крайтин","Kraityn","เครทิน","關於克雷頓",[16],"[17,0]",[312],"","",3,"",312,[94],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
99,9,21,"Oak","Orme","Oak","オーク","오크","Oak","Дуб","Oak","โอ๊ค","關於歐克","[16,0]",[18],[315],"","",3,"",315,[95],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
100,9,22,"Alira","Alira","Alira","アリーラ","알리라","Alira","Алира","Alira","อลิร่า","關於阿莉亞","[16,0]",[17],[315],"","",3,"",315,[96],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
101,9,23,"Kraityn","Kraityn","Kraityn","クレイティン","크레이틴","Kraityn","Крайтин","Kraityn","เครทิน","關於克雷頓","[17,0]",[16],[315],"","",3,"",315,[97],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
102,9,24,"The Darkness","Les Ténèbres","Die Dunkelheit","闇","어둠","A Escuridão","Тьма","La oscuridad","ความมืด","關於這片黑暗",[88],[85],[235],"",235,3,"",235,[98],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
103,9,25,"The Light","La Lumière","Das Licht","光","빛","A Luz","Свет","La luz","แสงสว่าง","重見曙光",[85],[],[318],"",318,3,"",318,[99],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
104,9,26,"The Baleful Gem","La Gemme maléfique","Die Unheilsgemme","悪意の宝石","사악한 마석","A Gema Maligna","Камень мора","La gema funesta","อัญมณีแห่งความมุ่งร้าย","關於邪影寶石",[98],[],[319],"","",3,"",319,[100],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
105,9,27,"Maligaro's Spike","Le Pic de Maligaro","Maligaros Stachel","マリガロの棘","말리가로의 가시","Cravo de Maligaro","Шип Малигаро","La púa de Malígaro","ลิ่มของมาลิกาโร","馬雷葛蘿的尖刺",[95],[99],[320],"","",3,"",320,[101],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
106,9,28,"Maligaro's Creations","Les créations de Maligaro","Maligaros Schöpfungen","マリガロの創造物","말리가로의 창조","Criações de Maligaro","Творения Малигаро","Las creaciones de Malígaro","ผลงานของมาลิกาโร","馬雷葛羅的產物","[98,0]",[],[321],"","",3,"",321,[102],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
107,9,29,"Ancient Gateway","La porte antique","Uraltes Tor","古代の通路","고대의 입구","Portal Antigo","Древний проход","Entrada antigua","ทวารวิถีโบราณ","關於古代建築",[100],[],[322],"","",3,"",322,[103],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
108,9,30,"Lorrata","Lorrata","Lorrata","ロラータ","로라타","Lorrata","Лоррата","Lorrata","ลอร์ราต้า","關於羅瑞塔",[99],[],[323],"","",3,"",323,[104],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
109,9,31,"Fellshrine Ruins","Les Ruines du sacrilège","Kriegsschrein-Ruinen","フェルシュラインの遺跡","몰락한 성소 유적","Ruínas do Santuário Caído","Руины осквернённой святыни","Ruinas del Santuario caído","ซากปรักหักพังเฟลไชร์น","墮道遺跡",[138],[],[324],"","",3,"",324,[105],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
110,9,32,"The Dark Altar","L'Autel obscur","Der dunkle Altar","闇の祭壇","어둠의 제단","O Altar Sombrio","Темный алтарь","El altar oscuro","แท่นบูชาความมืด","關於黑暗祭壇",[234],[76],[262],"",262,5,"",262,[106],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
111,9,33,"Yeena's Vision","La vision de Yeena","Yeenas Vision","イーナの幻想","이이나의 환상","Visão de Yeena","Видение Йины","La visión de Yeena","นิมิตของยีนา","關於伊娜的夢境",[253],[85],[254],"",254,5,"",254,[107],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
112,9,34,"Blocked Passage","Le passage obstrué","Gesperrte Passage","塞がれた通路","봉쇄된 통로","Passagem Bloqueada","Проход перекрыт","Pasaje bloqueado","เส้นทางที่ถูกปิดกั้น","被阻礙的通道",[230],[233],[325],"","",3,"",325,[108],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
113,9,35,"The Chamber of Sins","La Chambre des péchés","Die Kammer der Sünden","罪の間","죄악의 방","Câmara dos Pecados","Обитель грехов","El aposento de pecados","โถงแห่งบาป","關於罪孽之殿",[97],[],[153],"","",3,"",153,[109],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
114,9,36,"Dominus","Dominus","Dominus","ドミナス","도미누스","Dominus","Владыка","Dóminus","โดมินัส","關於神主",[],[],[160],"","",3,"",160,[110],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
115,9,37,"Claim Passive Skill Point","Récupérer point de passif","Passiven Fertigkeitspunkt einfordern","パッシブポイントを受け取る","패시브 스킬 포인트 받기","Reivindicar Ponto de Habilidade Passiva","Получить очко пассивных умений","Reclamar punto de habilidad pasiva","รับแต้มพาสซีฟสกิล","領取天賦點數",[83],"[54,0,0,0]",[122],"triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/gold.ao );",122,5,"",71,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
116,9,38,"Change Bandit Reward","Changer de Bandit","Banditen-Belohnung ändern","山賊報酬を変える","도적 변경 보상","Recompensa da Mudança de Bandido","Изменить награду за разбойников","Cambiar recompensa de bandido","เปลี่ยนรางวัลที่ได้จากโจร","更換盜賊獎勵",[],[],[],"","",8,33,71,[],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
117,10,0,"Introduction","Présentations","Einführung","自己紹介","소개","Apresentação","Приветствие","Introducción","แนะนำตัว","初次見面",[],[],[91],"",91,3,"",91,[111],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
118,10,1,"Eramir","Éramir","Eramir","エラミール","에라미어","Eramir","Эрамир","Eramir","เอระเมียร์","關於艾米爾",[75],[],[327],"","",3,"",327,[112],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
119,10,2,"Greust","Greust","Greust","グルースト","그루스트","Greust","Груст","Greust","กรูสท์","關於古斯特",[92],[],[328],"","",3,"",328,[113],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
120,10,3,"Silk","Fil-de-soie","Silk","シルク","실크","Silk","Шёлк","Silk","ซิลค์","關於斯克",[93],[],[329],"","",3,"",329,[114],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
121,10,4,"Helena","Héléna","Helena","ヘレナ","헬레나","Helena","Елена","Helena","เฮเลน่า","關於赫蓮娜",[243],[],[330],"","",3,"",330,[115],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
122,10,5,"Blood Apes","Les singes de sang","Blutaffen","ブラッドエイプ","피의 유인원","Símios Sanguinolentos","Кровавые обезьяны","Simios de sangre","วานรโลหิต","那些血猿",[],[],[331],"","",3,"",331,[116],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
123,10,6,"Vipers","Les vipères","Vipern","ヴァイパー","독사","Víboras","Гадюки","Víboras","งูพิษ","關於毒蛇",[139],[],[332],"","",3,"",332,[117],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
124,10,7,"Elementals","Les élémentaires","Elementare","エレメンタルズ","자연","Elementais","Духи стихий","Elementales","ธาตุมีชีวิต","關於元素生物",[134],[],[333],"","",3,"",333,[118],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
125,10,8,"Maligaro's Spike","Le Pic de Maligaro","Maligaros Stachel","マリガロの棘","말리가로의 가시","Cravo de Maligaro","Шип Малигаро","La púa de Malígaro","ลิ่มของมาลิกาโร","馬雷葛蘿的尖刺",[258],"[94,0]",[334],"","",3,"",334,[119],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
126,10,9,"Lorrata","Lorrata","Lorrata","ロラータ","로라타","Lorrata","Лоррата","Lorrata","ลอร์ราต้า","關於羅瑞塔",[99],[],[335],"","",3,"",335,[120],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
127,10,10,"Chamber of Sins","La Chambre des péchés","Kammer der Sünden","罪の間","죄악의 방","Câmara dos Pecados","Обитель грехов","Aposento de Pecados","โถงแห่งบาป","關於罪孽之殿",[101],"[99,0]",[336],"","",3,"",336,[121],"",1,"",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
128,10,11,"The Great White Beast","La Grande Bête blanche","Die weiße Bestie","偉大なる白の獣","거대한 백색 야수","Grande Besta Albina","Великий белый зверь","La gran bestia blanca","สัตว์ร้ายสีขาวผู้ยิ่งใหญ่","白色巨獸的巢穴",[],[246],[244],"",244,5,"",244,[122],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
129,10,12,"The Great White Beast","La Grande Bête blanche","Die weiße Bestie","偉大なる白の獣","거대한 백색 야수","Grande Besta Albina","Великий белый зверь","La gran bestia blanca","สัตว์ร้ายสีขาวผู้ยิ่งใหญ่","白色巨獸的巢穴",[246],[248],[249],"",249,5,"",249,[123],"","","",[],[],1317,[],1317,"","","","","","","","","","","","","","","","",50,[],50,""
