"rownum","Id","Characters","Text","[string]","row","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","i32","i32","bool","i32","i32","i32"
68,"ProphecyDarkTome",[],"My Council, \r\n\r\nThe sky turns black as ink. \r\n\r\nWe must gather at once, for I fear the end draws close. \r\n\r\nI have uncovered a tome that illustrates certain forbidden techniques used to prolong life far beyond ordinary means. We shall fracture our very souls, and keep safe a piece of one another's very being. With this, none of us may perish unless all of us perish at once.\r\n\r\nIt is not without a cost, for life granted requires life be paid, but it need not be any of ours. Bring your most loyal and healthy retainers, and bid the rest farewell, for we shall not see them again.\r\n\r\nMake haste and do not speak of where you are going. Immortality is within our grasp, but there are countless who would risk death - who would kill - for a chance at eternal life.\r\n\r\n-Inya",[],338,22151168,0,0,0,65536,65536,0,-1617428480,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",40872,0,100
69,"ShaperMaps1",[],"The first step in a dream takes you further than a thousand in this world.","[""Audio/Dialogue/NPC/ShaperNarrator/SH10.ogg""]",338,22151168,0,0,0,65536,65536,0,-1598423040,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",41162,0,100
70,"ShaperMaps2",[],"Unending filth spills forth, like blood ... From a severed jugular.","[""Audio/Dialogue/NPC/ShaperNarrator/SH11.ogg""]",338,22151168,0,0,0,65536,65536,0,-1580335104,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",41438,0,100
71,"ShaperMiniboss1Killed",[],"Turn back, trespasser. Cease this madness.","[""Audio/Dialogue/NPC/ShaperNarrator/Sh03d_Miniboss1.ogg""]",338,22151168,0,0,0,65536,65536,0,-1562771456,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",41706,0,100
72,"ShaperMiniboss2Killed",[],"You tamper with things you do not understand.","[""Audio/Dialogue/NPC/ShaperNarrator/Sh03e_Miniboss2.ogg""]",338,22151168,0,0,0,65536,65536,0,-1544814592,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",41980,0,100
73,"ShaperMiniboss3Killed",[],"Your recklessness will not go unpunished.","[""Audio/Dialogue/NPC/ShaperNarrator/Sh03f_Miniboss3.ogg""]",338,22151168,0,0,0,65536,65536,0,-1527382016,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",42246,0,100
74,"ShaperMiniboss4Killed",[],"This is your final warning: Leave, or perish.","[""Audio/Dialogue/NPC/ShaperNarrator/Sh03g_Miniboss4.ogg""]",338,22151168,0,0,0,65536,65536,0,-1509425152,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",42520,0,100
75,"ShaperPCUseSextant",[],"The mediocre turned remarkable","[""Audio/Dialogue/NPC/ShaperNarrator/SH17.ogg""]",338,22151168,0,0,0,65536,65536,0,-1495269376,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",42736,0,100
76,"ShaperPCUseShapersOrb",[],"Curiosity is followed by ambition. Ambition is followed by madness.","[""Audio/Dialogue/NPC/ShaperNarrator/SH18.ogg""]",338,22151168,0,0,0,65536,65536,0,-1475870720,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",43032,0,100
77,"ShaperPCDeath",[],"Failure. Ambivalence. Death. A final abyss of unending darkness.","[""Audio/Dialogue/NPC/ShaperNarrator/SH19.ogg""]",338,22151168,0,0,0,65536,65536,0,-1457913856,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",43306,0,100
78,"ShaperNewMapDrops",[],"What can be found in a dream? A bigger dream.","[""Audio/Dialogue/NPC/ShaperNarrator/SH20.ogg""]",338,22151168,0,0,0,65536,65536,0,-1441923072,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",43550,0,100
79,"ShaperAtlasMapDrops",[],"This is the key to a crucible that stretches the sanity of the mind.","[""Audio/Dialogue/NPC/ShaperNarrator/SH21.ogg""]",338,22151168,0,0,0,65536,65536,0,-1422655488,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",43844,0,100
80,"ShaperMapArcade",[],"We create so that some part of us may remain after death.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_01_Arcade.ogg""]",338,22151168,0,0,0,65536,65536,0,-1404043264,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",44128,0,100
81,"ShaperMapCrystalOre",[],"As the torch flickers, brilliance emerges in boundless variance.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_02_CrystalOre.ogg""]",338,22151168,0,0,0,65536,65536,0,-1383464960,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",44442,0,100
82,"ShaperMapDesert",[],"Heat. Dust. Wind. These are what forge strong minds and bodies.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_03_Desert.ogg""]",338,22151168,0,0,0,65536,65536,0,-1364066304,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",44738,0,100
83,"ShaperMapJungleValley",[],"Verdant canopies shroud the world in darkness.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_04_JungleValley.ogg""]",338,22151168,0,0,0,65536,65536,0,-1345323008,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",45024,0,100
84,"ShaperMapBeach",[],"A paradise, forever replenished by endless waves teeming with life.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_05_Beach.ogg""]",338,22151168,0,0,0,65536,65536,0,-1325662208,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",45324,0,100
85,"ShaperMapFactory",[],"Repetition. Convention. Duplication. Creation distilled to perfection.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_06_Factory.ogg""]",338,22151168,0,0,0,65536,65536,0,-1305083904,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",45638,0,100
86,"ShaperMapGhetto",[],"Amongst the rabble, brutality is the law.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_07_Ghetto.ogg""]",338,22151168,0,0,0,65536,65536,0,-1288568832,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",45890,0,100
87,"ShaperMapDesertSpring",[],"As mirage becomes reality, hardship is briefly quenched.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_08_Oasis.ogg""]",338,22151168,0,0,0,65536,65536,0,-1269432320,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",46182,0,100
88,"ShaperMapAridLake",[],"Water vanishes; an impromptu prison becomes a tomb.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_09_AridLake.ogg""]",338,22151168,0,0,0,65536,65536,0,-1251082240,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",46462,0,100
89,"ShaperMapFloodedMine",[],"In darkness, beast and man alike clamour to survive.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_10_Cavern.ogg""]",338,22151168,0,0,0,65536,65536,0,-1232470016,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",46746,0,100
90,"ShaperMapChannel",[],"The stone cannot stop the torrent. It can only divert it.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_11_Channel.ogg""]",338,22151168,0,0,0,65536,65536,0,-1213595648,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",47034,0,100
91,"ShaperMapGrotto",[],"Trapped in absolute darkness. Despair. Panic. Terror.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_12_Grotto.ogg""]",338,22151168,0,0,0,65536,65536,0,-1195507712,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",47310,0,100
92,"ShaperMapMarshes",[],"Embraced by mud. Grasped by roots. The careless are silently swallowed.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_13_Marshes.ogg""]",338,22151168,0,0,0,65536,65536,0,-1174798336,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",47626,0,100
93,"ShaperMapToxicSewer",[],"Affluence and effluence, separated by a few feet of soil.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_14_Sewer.ogg""]",338,22151168,0,0,0,65536,65536,0,-1155792896,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",47916,0,100
94,"ShaperMapVaalPyramid",[],"A good slave is driven by only two thoughts: service and sacrifice.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_15_VaalPyramid.ogg""]",338,22151168,0,0,0,65536,65536,0,-1134559232,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",48240,0,100
95,"ShaperMapAcademy",[],"They came for enlightenment, but were imprisoned by madness.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_16_Academy.ogg""]",338,22151168,0,0,0,65536,65536,0,-1115291648,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",48534,0,100
96,"ShaperMapAcidLakes",[],"Clear water springs forth. A moment of purity before it too gathers filth.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_98_Springs.ogg""]",338,22151168,0,0,0,65536,65536,0,-1093926912,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",48860,0,100
97,"ShaperMapDungeon",[],"A penitentiary for those who are not penitent is nothing more than an inn for the evil.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_18_Dungeon.ogg""]",338,22151168,0,0,0,65536,65536,0,-1071120384,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",49208,0,100
98,"ShaperMapGraveyard",[],"Unknown legacies. Untold stories.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_19_Graveyard.ogg""]",338,22151168,0,0,0,65536,65536,0,-1054867456,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",49456,0,100
99,"ShaperMapPhantasmagoria",[],"Every movement is watched, recorded, remembered.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_20_Phantasmagoria.ogg""]",338,22151168,0,0,0,65536,65536,0,-1035337728,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",49754,0,100
100,"ShaperMapVilla",[],"Wealth is powerless to stop the corroding force of time.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_21_Villa.ogg""]",338,22151168,0,0,0,65536,65536,0,-1017118720,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",50032,0,100
101,"ShaperMapWastePool",[],"Verdant life blossoms amidst death.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_22_WastePool.ogg""]",338,22151168,0,0,0,65536,65536,0,-1000603648,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",50284,0,100
102,"ShaperMapBurialChambers",[],"Vile fiends hide beneath the peaceful plains.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_23_BurialChambers.ogg""]",338,22151168,0,0,0,65536,65536,0,-981467136,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",50576,0,100
103,"ShaperMapPeninsula",[],"The farmer no longer plows or sows. Only the flattened soil remains.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_24_DryPeninsula.ogg""]",338,22151168,0,0,0,65536,65536,0,-960233472,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",50900,0,100
104,"ShaperMapMesa",[],"Barren and sun-bleached. Emptiness as far as the eye can reach.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_26_Mesa.ogg""]",338,22151168,0,0,0,65536,65536,0,-941359104,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",51188,0,100
105,"ShaperMapDunes",[],"Shifting, morphing, expanding. A reminder of the virtues of an agile mind.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_25_Dunes.ogg""]",338,22151168,0,0,0,65536,65536,0,-920780800,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",51502,0,100
106,"ShaperMapPit",[],"Blood turns the soil to mud.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_27_Pit.ogg""]",338,22151168,0,0,0,65536,65536,0,-906756096,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",51716,0,100
107,"ShaperMapPrimordialPool",[],"A dough of bad blood. A yeast of ill will.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_28_PrimordialPool.ogg""]",338,22151168,0,0,0,65536,65536,0,-888012800,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",52002,0,100
108,"ShaperMapSpiderLair",[],"Panic only hastens the venom's passage to the heart.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_29_SpiderLair.ogg""]",338,22151168,0,0,0,65536,65536,0,-869007360,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",52292,0,100
109,"ShaperMapTower",[],"We ascend to great heights to commit low acts.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_30_Tower.ogg""]",338,22151168,0,0,0,65536,65536,0,-852099072,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",52550,0,100
110,"ShaperMapCanyon",[],"A deep wound in the land. One that will never heal.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_31_Canyon.ogg""]",338,22151168,0,0,0,65536,65536,0,-834273280,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",52822,0,100
111,"ShaperMapGeode",[],"Many hands may move a mountain.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_32_Quarry.ogg""]",338,22151168,0,0,0,65536,65536,0,-819200000,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",53052,0,100
112,"ShaperMapRacecourse",[],"Rats chase their tails for the amusement of fools.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_33_Racecourse.ogg""]",338,22151168,0,0,0,65536,65536,0,-800456704,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",53338,0,100
113,"ShaperMapRamparts",[],"A wall is the surest sign for raiders that there is something of value to take.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_34_Ramparts.ogg""]",338,22151168,0,0,0,65536,65536,0,-778436608,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",53674,0,100
114,"ShaperMapSpiderForest",[],"Each branch, each leaf, an extension of a web that spans sanity.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_35_SpiderForest.ogg""]",338,22151168,0,0,0,65536,65536,0,-757334016,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",53996,0,100
115,"ShaperMapStrand",[],"Nothing good washes up on this dark shore.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_36_Strand.ogg""]",338,22151168,0,0,0,65536,65536,0,-740687872,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",54250,0,100
116,"ShaperMapThicket",[],"Little light enters. No life escapes.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_37_Thicket.ogg""]",338,22151168,0,0,0,65536,65536,0,-724434944,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",54498,0,100
117,"ShaperMapAncientCity",[],"This was not the first civilization to believe itself the greatest. And it will not be the last.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_38_VaalCity.ogg""]",338,22151168,0,0,0,65536,65536,0,-699793408,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",54874,0,100
118,"ShaperMapWharf",[],"Reach out into the abyss, and the abyss reaches back.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_39_Wharf.ogg""]",338,22151168,0,0,0,65536,65536,0,-681967616,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",55146,0,100
119,"ShaperMapArachnidTomb",[],"They feel your every move, your every breath, with a million little wires.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_40_ArachnidTomb.ogg""]",338,22151168,0,0,0,65536,65536,0,-659554304,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",55488,0,100
120,"ShaperMapCastleRuins",[],"When the castle falls, it has failed its only purpose.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_41_CastleRuins.ogg""]",338,22151168,0,0,0,65536,65536,0,-640024576,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",55786,0,100
121,"ShaperMapBoneCrypt",[],"The dead ask to be remembered, but such requests are seldom met.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_42_Catacombs.ogg""]",338,22151168,0,0,0,65536,65536,0,-619708416,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",56096,0,100
122,"ShaperMapCells",[],"Life crushed together. Left to crumble to dust.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_43_Cells.ogg""]",338,22151168,0,0,0,65536,65536,0,-602669056,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",56356,0,100
123,"ShaperMapColonnade",[],"Small minds demand the largest structures.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_44_Colonnade.ogg""]",338,22151168,0,0,0,65536,65536,0,-585236480,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",56622,0,100
124,"ShaperMapAshenWood",[],"Desperately reaching skyward and digging downwards. Sustenance is an eternal struggle.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_45_DryWoods.ogg""]",338,22151168,0,0,0,65536,65536,0,-562167808,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",56974,0,100
125,"ShaperMapMudGeyser",[],"Filth springs forth like blood from a severed jugular.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_46_MudGeyser.ogg""]",338,22151168,0,0,0,65536,65536,0,-543162368,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",57264,0,100
126,"ShaperMapArachnidNest",[],"Man is not the only beast to bend nature to its will.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_47_ArachnidNest.ogg""]",338,22151168,0,0,0,65536,65536,0,-523501568,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",57564,0,100
127,"ShaperMapArena",[],"The sound of a thousand calls for blood echo for eternity.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_48_Arena.ogg""]",338,22151168,0,0,0,65536,65536,0,-505020416,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",57846,0,100
128,"ShaperMapBog",[],"Layer upon layer of death and rot. Disgusting.","[""Audio/Dialogue/NPC/ShaperNarrator/SH30_49_Bog.ogg""]",338,22151168,0,0,0,65536,65536,0,-488636416,0,-16908288,-16843010,-16843010,-16843010,65278,"",0,0,"",58096,0,100
