"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[string]","bool","[string]","bool","bool","bool","i32","i32","rid","bool"
54,"Metadata/Chests/Chest24",1,4,"Chest","[""Metadata/Chests/Chests/Chest24.ao""]",1,10,563347456,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1811939328,33,0,0,-1811939328,33,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1811939328,33,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
55,"Metadata/Chests/Chest25",1,2,"Trunk","[""Metadata/Chests/Chests/Chest25.ao""]",1,10,571736064,0,-16908288,-16843010,-16843010,-16843010,65278,0,335544320,34,0,0,335544320,34,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,335544320,34,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
56,"Metadata/Chests/Chest26",1,2,"Chest","[""Metadata/Chests/Chests/Chest26.ao""]",1,10,580124672,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1811939328,34,0,0,-1811939328,34,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1811939328,34,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
57,"Metadata/Chests/MossyChest26",1,2,"Chest","[""Metadata/Chests/MossyChests/MossyChest26.ao""]",1,10,590479360,0,-16908288,-16843010,-16843010,-16843010,65278,0,838860800,35,0,0,838860800,35,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,838860800,35,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"",1,1,1,1000,"",1
58,"Metadata/Chests/Chest27",1,4,"Chest","[""Metadata/Chests/Chests/Chest27.ao""]",1,10,598867968,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1308622848,35,0,0,-1308622848,35,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1308622848,35,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
59,"Metadata/Chests/TemplarChest01",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest01.ao""]",1,10,609878016,0,-16908288,-16843010,-16843010,-16843010,65278,0,1509949440,36,0,0,1509949440,36,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1509949440,36,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
60,"Metadata/Chests/TemplarChest02",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest02.ao""]",1,10,620888064,0,-16908288,-16843010,-16843010,-16843010,65278,0,33554432,37,0,0,33554432,37,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,33554432,37,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
61,"Metadata/Chests/TemplarChest03",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest03.ao""]",1,10,631898112,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1442840576,37,0,0,-1442840576,37,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1442840576,37,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
62,"Metadata/Chests/TemplarChest04",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest04.ao""]",1,10,642908160,0,-16908288,-16843010,-16843010,-16843010,65278,0,1375731712,38,0,0,1375731712,38,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1375731712,38,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
63,"Metadata/Chests/TemplarChest05",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest05.ao""]",1,10,653918208,0,-16908288,-16843010,-16843010,-16843010,65278,0,-100663296,38,0,0,-100663296,38,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-100663296,38,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
64,"Metadata/Chests/TemplarChest06",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest06.ao""]",1,10,664928256,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1577058304,39,0,0,-1577058304,39,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1577058304,39,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
65,"Metadata/Chests/TemplarChest07",1,4,"Chest","[""Metadata/Chests/OriathChests/TemplarChest07.ao""]",1,10,675938304,0,-16908288,-16843010,-16843010,-16843010,65278,0,1241513984,40,0,0,1241513984,40,1023410176,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1241513984,40,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"",1,1,1,1000,"",1
66,"Metadata/Chests/OssuaryChests/WallChest",1,7,"Sealed Remains","[""Metadata/Terrain/Theopolis/Ossuary/Feature/Ossuary_thickwall_Chest_straight_v01_01_chest_animation.ao""]",1,10,697434112,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1845493760,41,0,0,-1845493760,41,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1845493760,41,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
67,"Metadata/Chests/MudBones01",1,4,"Muddy Bones","[""Metadata/Chests/MudBurrow/MudBones01.ao""]","",8,708706304,0,-16908288,-16843010,-16843010,-16843010,65278,0,1040187392,42,0,0,1040187392,42,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1040187392,42,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,800,"",1
68,"Metadata/Chests/MudBones02",1,4,"Muddy Bones","[""Metadata/Chests/MudBurrow/MudBones02.ao""]","",8,718274560,0,-16908288,-16843010,-16843010,-16843010,65278,0,-805306368,42,0,0,-805306368,42,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-805306368,42,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,800,"",1
69,"Metadata/Chests/MudBones03",1,4,"Muddy Bones","[""Metadata/Chests/MudBurrow/MudBones03.ao""]","",8,727842816,0,-16908288,-16843010,-16843010,-16843010,65278,0,1644167168,43,0,0,1644167168,43,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1644167168,43,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,800,"",1
70,"Metadata/Chests/TutorialSupportGemChest","",4,"Large Chest","[""Metadata/Chests/Chests/TutorialChest.ao""]",1,0,740818944,0,-16908288,-16843010,-16843010,-16843010,65278,0,671088640,44,0,0,671088640,44,117440512,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,671088640,44,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
71,"Metadata/Chests/QuestChests/SanctumTexts","",4,"[DNT] Templar Texts","[""Metadata/Chests/CisternSmugglerStash/SmuglerStash01.ao""]",1,0,756940800,0,108527616,0,0,0,0,0,503316480,45,0,0,503316480,45,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,503316480,45,-33554432,-16843010,-16843010,-16843010,520027902,45,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
72,"Metadata/Chests/QuestChests/Una/Lutebox","",3,"Una's Lute Box","[""Metadata/Chests/Chests/TutorialChest.ao""]",1,4,770179072,0,170459136,0,0,0,0,0,-402653184,45,0,0,-402653184,45,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-402653184,45,-33554432,-16843010,-16843010,-16843010,1862205182,45,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,400,"",1
73,"Metadata/Chests/QuestChests/Renly/Forgebox","",3,"Renly's Workshop Materials","[""Metadata/Chests/Chests/TutorialChest.ao""]",1,4,780140544,0,171245568,0,0,0,0,0,-2147483648,46,0,0,-2147483648,46,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2147483648,46,-33554432,-16843010,-16843010,-16843010,520027902,45,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,400,"",1
74,"Metadata/Chests/QuestChests/MarakethMatriarch/TribalChest","",3,"[DNT] Tribal Crafting Materials","[""Metadata/Chests/Chests/TutorialChest.ao""]",1,0,792723456,0,172425216,0,0,0,0,0,1073741824,47,0,0,1073741824,47,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1073741824,47,-33554432,-16843010,-16843010,-16843010,520027902,45,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,0,"",1
75,"Metadata/Chests/MapChest1","",4,"Scribe's Rack","[""Metadata/Chests/CisternSmugglerStash/SmuglerStash01.ao""]",1,10,798752768,0,-16908288,-16843010,-16843010,-16843010,65278,0,-1677721600,47,0,0,-1677721600,47,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1677721600,47,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","",1,"",[],"",[],"","","",1,1000,"",1
76,"Metadata/Chests/ArmouryWarmongersStash",1,4,"Warmonger's Stash","[""Metadata/Chests/Chests/Chest24.ao""]",1,50,807010304,0,-16908288,-16843010,-16843010,-16843010,16842494,0,436207616,48,0,0,704643072,48,-33554432,-16843010,-16843010,-16843010,16711422,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,704643072,48,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",0,0,"","","","","",[],"",[],"","","",1,5000,"",1
77,"Metadata/Chests/StrongBoxes/Arcanist","",4,"Arcanist's Strongbox","[""Metadata/Chests/StrongBoxes/ArcanistStrongBox.ao""]","",40,823001088,0,-16908288,-16843010,-16843010,-16843010,16908030,0,234881024,49,83886080,0,503316480,49,33554432,0,0,0,436207616,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,1845493760,49,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,1,"","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,4000,"",1
78,"Metadata/Chests/StrongBoxes/ArcanistProphecy","",4,"Arcanist's Strongbox","[""Metadata/Chests/StrongBoxes/ArcanistStrongBox.ao""]","",40,837943296,0,-16908288,-16843010,-16843010,-16843010,16908030,0,-234881024,49,83886080,0,33554432,50,33554432,0,0,0,436207616,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,1375731712,50,-33554432,-16843010,-16843010,-16843010,-889258242,0,16777216,"",[],"",-45,45,1,"","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,4000,"",1
79,"Metadata/Chests/StrongBoxes/ArcanistGrandmaster","",4,"Grandmaster's Cache","[""Metadata/Chests/StrongBoxes/ArcanistStrongBox.ao""]","",40,856031232,0,-16908288,-16843010,-16843010,-16843010,16842494,0,100663296,51,83886080,0,369098752,51,16777216,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,1711276032,51,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,1,"","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,4000,"",1
80,"Metadata/Chests/StrongBoxes/Armory","",4,"Armourer's Strongbox","[""Metadata/Chests/StrongBoxes/ArmoryStrongBox.ao""]","",50,878837760,0,-16908288,-16843010,-16843010,-16843010,16908030,0,1644167168,52,0,0,1912602624,52,50331648,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,1912602624,52,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,5000,"",1
81,"Metadata/Chests/StrongBoxes/Arsenal","",4,"Blacksmith's Strongbox","[""Metadata/Chests/StrongBoxes/ArsenalStrongBox.ao""]","",50,896925696,0,-16908288,-16843010,-16843010,-16843010,16908030,0,1979711488,53,0,0,-2046820352,53,16777216,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,-2046820352,53,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,5000,"",1
82,"Metadata/Chests/StrongBoxes/Artisan","",4,"Artisan's Strongbox","[""Metadata/Chests/StrongBoxes/ArtisanStrongBox.ao""]","",30,914620416,0,-16908288,-16843010,-16843010,-16843010,16908030,0,-2080374784,54,83886080,0,-1811939328,54,33554432,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,-469762048,54,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,1,"","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,3000,"",1
83,"Metadata/Chests/StrongBoxes/Cartographer","",4,"Cartographer's Strongbox","[""Metadata/Chests/StrongBoxes/CartographerStrongBox.ao""]","",23,939524096,0,-16908288,-16843010,-16843010,-16843010,33685246,0,0,56,33554432,0,536870912,56,33554432,0,0,0,1040187392,-8192,0,1124073472,-33554432,"",-16843010,-16843010,-16843010,33488638,0,1073741824,56,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,2300,"",1
84,"Metadata/Chests/StrongBoxes/CartographerLowMaps","",4,"Cartographer's Strongbox","[""Metadata/Chests/StrongBoxes/CartographerStrongBox.ao""]","",23,952762368,0,-16908288,-16843010,-16843010,-16843010,33685246,0,-905969664,56,33554432,0,-369098752,56,33554432,0,0,0,1140850688,-8192,0,1191182336,-33554432,"",-16843010,-16843010,-16843010,33488638,0,167772160,57,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,2300,"",1
85,"Metadata/Chests/StrongBoxes/CartographerMidMaps","",4,"Cartographer's Strongbox","[""Metadata/Chests/StrongBoxes/CartographerStrongBox.ao""]","",23,966000640,0,-16908288,-16843010,-16843010,-16843010,33685246,0,-1811939328,57,33554432,0,-1275068416,57,33554432,0,0,0,1207959552,-8192,0,1258291200,-33554432,"",-16843010,-16843010,-16843010,33488638,0,-738197504,57,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,2300,"",1
86,"Metadata/Chests/StrongBoxes/CartographerHighMaps","",4,"Cartographer's Strongbox","[""Metadata/Chests/StrongBoxes/CartographerStrongBox.ao""]","",23,979369984,0,-16908288,-16843010,-16843010,-16843010,33685246,0,1610612736,58,33554432,0,-2147483648,58,33554432,0,0,0,1275068416,-8192,0,1325400064,-33554432,"",-16843010,-16843010,-16843010,33488638,0,-1610612736,58,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,2300,"",1
87,"Metadata/Chests/StrongBoxes/CartographerEndMaps","",4,"Cartographer's Strongbox","[""Metadata/Chests/StrongBoxes/CartographerStrongBox.ao""]","",23,992608256,0,-16908288,-16843010,-16843010,-16843010,33685246,0,704643072,59,33554432,0,1241513984,59,33554432,0,0,0,1342177280,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,1778384896,59,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,2300,"",1
88,"Metadata/Chests/StrongBoxes/CartographerGrandmaster","",4,"Grandmaster's Cache","[""Metadata/Chests/StrongBoxes/CartographerStrongBox.ao""]","",23,1006370816,0,-16908288,-16843010,-16843010,-16843010,33619710,0,-67108864,59,33554432,0,469762048,60,16777216,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,1006632960,60,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,2300,"",1
89,"Metadata/Chests/StrongBoxes/CartographerSafehouse","",4,"Cartographer's Strongbox","[""Metadata/Chests/StrongBoxes/CartographerStrongBox.ao""]","",23,1019871232,0,-16908288,-16843010,-16843010,-16843010,33685246,0,-905969664,60,33554432,0,-369098752,60,33554432,0,0,0,1140850688,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,167772160,61,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,2300,"",1
90,"Metadata/Chests/StrongBoxes/Chemist","",4,"Chemist's Strongbox","[""Metadata/Chests/StrongBoxes/ChemistStrongBox.ao""]","",30,1040711680,0,-16908288,-16843010,-16843010,-16843010,16908030,0,134217728,62,50331648,0,402653184,62,33554432,0,0,0,67108864,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,1207959552,62,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,3000,"",1
91,"Metadata/Chests/StrongBoxes/Gemcutter","",4,"Gemcutter's Strongbox","[""Metadata/Chests/StrongBoxes/GemcutterStrongBox.ao""]","",30,1062338560,0,-16908288,-16843010,-16843010,-16843010,16908030,0,1375731712,63,83886080,0,1644167168,63,33554432,0,0,0,201326592,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,-1308622848,63,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,3000,"",1
92,"Metadata/Chests/StrongBoxes/GemcutterGrandmaster","",4,"Grandmaster's Cache","[""Metadata/Chests/StrongBoxes/GemcutterStrongBox.ao""]","",30,1077805056,0,-16908288,-16843010,-16843010,-16843010,16842494,0,1040187392,64,83886080,0,1308622848,64,16777216,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,-1644167168,64,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,3000,"",1
93,"Metadata/Chests/StrongBoxes/Jeweller","",4,"Jeweller's Strongbox","[""Metadata/Chests/StrongBoxes/JewellerStrongBox.ao""]","",30,1101135872,0,-16908288,-16843010,-16843010,-16843010,16908030,0,-1577058304,65,33554432,0,-1308622848,65,33554432,0,0,0,335544320,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,-771751936,65,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,3000,"",1
94,"Metadata/Chests/StrongBoxes/Large","",4,"Large Strongbox","[""Metadata/Chests/StrongBoxes/LargeStrongbox.ao""]","",100,1119879168,0,-16908288,-16843010,-16843010,-16843010,16908030,0,-1073741824,66,0,0,-805306368,66,16777216,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,-805306368,66,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,10000,"",1
95,"Metadata/Chests/StrongBoxes/LargeGrandmaster","",4,"Grandmaster's Cache","[""Metadata/Chests/StrongBoxes/LargeStrongbox.ao""]","",100,1129578496,0,-16908288,-16843010,-16843010,-16843010,16842494,0,1409286144,67,0,0,1677721600,67,16777216,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,1677721600,67,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,10000,"",1
96,"Metadata/Chests/StrongBoxes/Ornate","",4,"Ornate Strongbox","[""Metadata/Chests/StrongBoxes/OrnateStrongbox.ao""]","",64,1146617856,0,-16908288,-16843010,-16843010,-16843010,33685246,0,1476395008,68,0,0,2013265920,68,16777216,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,2013265920,68,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",-45,45,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,6400,"",1
97,"Metadata/Chests/StrongBoxes/OrnateGrandmaster","",4,"Grandmaster's Cache","[""Metadata/Chests/StrongBoxes/OrnateStrongbox.ao""]","",64,1157496832,0,-16908288,-16843010,-16843010,-16843010,33619710,0,-33554432,68,0,0,503316480,69,16777216,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,33488638,0,503316480,69,-33554432,-16843010,-16843010,-16843010,-889258242,0,0,"",[],"",0,0,"","","","","","[""氀愀爀䌀栀攀猀琀　㄀""]",1,[],"","","",1,6400,"",1
