"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","IsCategory","Category","PoE2","string_26","Guild","row_35","string_43"
124,"FirestormMtx","Firestorm","Tempête de feu","Feuerregen","ファイヤーストーム","화염 폭풍","Tormenta Flamejante","Огненный шторм","Tormenta de fuego","Firestorm","烈炎風暴","",10,"","","","",""
125,"FlameblastMtx","Flameblast","Conflagration","Flammenexplosion","フレイムブラスト","화염파","Explosão Flamejante","Пламенный взрыв","Explosión de llamas","Flameblast","烈焰爆破","",10,"","","","",""
126,"FlameDashMtx","Flame Dash","Irruption enflammée","Flammenspurt","フレイムダッシュ","화염 질주","Avanço Ardente","Огненный рывок","Embestida de llamas","Flame Dash","烈焰衝刺","",10,"","","","",""
127,"FlameTotemMtx","Holy Flame Totem","Totem de flammes sacrées","Heiliges Flammentotem","ホーリーフレイムトーテム","신성한 화염 토템","Totem Flamejante Sagrado","Тотем священного огня","Tótem de llamas","Holy Flame Totem","神聖火蛇圖騰","",10,"","","","",""
128,"FlickerStrikeMtx","Flicker Strike","Frappe fulgurante","Flimmerschlag","フリッカーストライク","점멸 타격","Golpe Súbito","Внезапный удар","Golpe repentino","Flicker Strike","閃現打擊","",10,"","","","",""
129,"FreezingPulseMtx","Freezing Pulse","Pulsation glaciale","Frostpuls","フリージングパルス","동결 파동","Pulso Congelante","Волна холода","Pulso congelante","Freezing Pulse","冰霜脈衝","",10,"","","","",""
130,"FrostBladesMtx","Frost Blades","Lames de givre","Frostklingen","フロストブレード","서리 칼날","Lâminas Gélidas","Ледяные клинки","Filos de escarcha","Frost Blades","冰霜之刃","",10,"","","","",""
131,"FrostBoltMtx","Frostbolt","Globe de givre","Frostkugel","フロストボルト","서리 구체","Disparo Congelante","Морозный шар","Descarga de escarcha","Frostbolt","寒冰彈","",10,"","","","",""
132,"FrostBoltNovaMtx","Vortex","Vortex","Vortex","ヴォーテックス","소용돌이","Vórtice","Пурга","Vórtice","Vortex","漩渦","",10,"","","","",""
133,"FrostBombMtx","Frost Bomb","Bombe de givre","Frostbombe","フロストボム","서리 폭탄","Bomba Congelante","Морозная бомба","Bomba de escarcha","Frost Bomb","寒霜爆","",10,"","","","",""
134,"GlacialCascadeMtx","Glacial Cascade","Déferlement de glace","Frostwelle","グレイシャルカスケード","빙하 폭포","Cascata Glacial","Ледяной каскад","Cascada glacial","Glacial Cascade","冰川之刺","",10,"","","","",""
135,"GraceMtx","Grace","Grâce","Anmut","グレース","은총","Graça","Грация","Gracia","Grace","優雅","",10,"","","","",""
136,"GroundSlamMtx","Ground Slam","Fracas tellurique","Schmetterhieb","グラウンドスラム","대지 강타","Impacto Sísmico","Сотрясение","Impacto sísmico","Ground Slam","裂地之擊","",10,"","","","",""
137,"HasteMtx","Haste","Hâte","Hast","ヘイスト","가속","Ímpeto","Спешка","Celeridad","Haste","迅捷","",10,"","","","",""
138,"HatredMtx","Hatred","Haine","Hass","ヘイトレッド","증오","Ódio","Холодная ненависть","Odio","Hatred","憎恨","",10,"","","","",""
139,"HeraldOfAgonyMtx","Herald of Agony","Héraut de l'agonie","Herold der Agonie","ヘラルドオブアゴニー","고통의 전령","Arauto da Agonia","Вестник агонии","Heraldo de agonía","Herald of Agony","苦痛之捷","",10,"","","","",""
140,"HeraldOfAshMtx","Herald of Ash","Héraut de la cendre","Herold der Asche","ヘラルドオブアッシュ","재의 전령","Arauto Flamejante","Вестник пепла","Heraldo de ceniza","Herald of Ash","灰燼之捷","",10,"","","","",""
141,"HeraldOfIceMtx","Herald of Ice","Héraut de la glace","Herold des Eises","ヘラルドオブアイス","얼음의 전령","Arauto Glacial","Вестник льда","Heraldo de hielo","Herald of Ice","冰霜之捷","",10,"","","","",""
142,"HeraldOfLightMtx","Herald of Purity","Héraut de la pureté","Herold der Reinheit","ヘラルドオブピュリティ","순수의 전령","Arauto da Pureza","Вестник чистоты","Heraldo de pureza","Herald of Purity","純淨之捷","",10,"","","","",""
143,"HeraldOfThunderMtx","Herald of Thunder","Héraut du tonnerre","Herold des Donners","ヘラルドオブサンダー","천둥의 전령","Arauto Trovejante","Вестник грома","Heraldo de trueno","Herald of Thunder","閃電之捷","",10,"","","","",""
144,"HexblastMtx","Hexblast","Explosion calamiteuse","Explodierende Verhexung","ヘックスブラスト","사술폭발","Feitiço Explosivo","Взрыв порчи","Explosión maléfica","Hexblast","咒術枯萎","",10,"","","","",""
145,"HolyRelicMtx","Summon Holy Relic","Invocation de Relique sacrée","Heiliges Relikt beschwören","ホーリーレリック召喚","신성한 유물 소환","Convocar Relíquia Sagrada","Призыв священной реликвии","Invocar Reliquia sagrada","Summon Holy Relic","召喚聖物","",10,"","","","",""
146,"IceNovaMtx","Ice Nova","Nova de glace","Eisnova","アイスノヴァ","얼음 폭발","Nova Glacial","Кольцо льда","Nova de hielo","Ice Nova","冰霜新星","",10,"","","","",""
147,"IceSpearMtx","Ice Spear","Lance de glace","Eisspeer","アイススピア","얼음 창","Lança Gélida","Ледяное копьё","Lanza de hielo","Ice Spear","冰矛","",10,"","","","",""
148,"IceTrapMtx","Ice Trap","Piège de glace","Eisfalle","アイストラップ","얼음 덫","Armadilha Glacial","Ледяная ловушка","Trampa de hielo","Ice Trap","冰凍陷阱","",10,"","","","",""
149,"ImmortalCallMtx","Immortal Call","Clameur d'immortalité","Schrei der Unsterblichkeit","イモータルコール","불멸의 외침","Chamado Imortal","Призыв к бессмертию","Llamado inmortal","Immortal Call","不朽怒嚎","",10,"","","","",""
150,"IncinerateMtx","Incinerate","Incinération","Verbrennen","インシネレート","소각","Incinerar","Испепеление","Incinerar","Incinerate","燒毀","",10,"","","","",""
151,"KineticBlastMtx","Kinetic Blast","Explosion cinétique","Kinetische Explosion","キネティックボルト","역학 폭발","Explosão Cinética","Кинетический взрыв","Explosión cinética","Kinetic Blast","力量爆破","",10,"","","","",""
152,"LacerateMtx","Lacerate","Lacération","Zerfleischen","ラセレイト","피부 찢기","Dilacerar","Разрубание","Lacerar","Lacerate","破空斬","",10,"","","","",""
153,"LightningSpireMtx","Lightning Spire","Pic de foudre","Blitzleiterfalle","ライトニングスパイア","번개 첨탑","Espiral Relampejante","Шпиль молний","Pararrayos","Lightning Spire","鋒雷陷阱","",10,"","","","",""
154,"LightningWarpMtx","Lightning Warp","Téléportation foudroyante","Blitzteleportation","ライトニングワープ","번개 차원 이동","Teleporte Relampejante","Грозовой переход","Teletransporte de rayo","Lightning Warp","閃電傳送","",10,"","","","",""
155,"LeapSlamMtx","Leap Slam","Bond percutant","Sprunghieb","リープスラム","도약 강타","Salto Impactante","Наскок","Salto con impacto","Leap Slam","躍擊","",10,"","","","",""
156,"LightningArrowMtx","Lightning Arrow","Flèche de foudre","Blitzpfeil","ライトニングアロー","번개 화살","Flecha Relampejante","Стрела молнии","Flecha de rayo","Lightning Arrow","閃電箭矢","",10,"","","","",""
157,"MagmaOrbMtx","Rolling Magma","Magma déferlant","Magmakugel","ローリングマグマ","몰려오는 마그마","Bola de Magma","Ползучая магма","Bola de magma","Rolling Magma","熔岩翻騰","",10,"","","","",""
158,"MirageArcherMtx","Mirage Archer","Archer mirage","Phantombogenschütze","ミラージュアーチャー","신기루 궁수","Arqueiro Ilusório","Призрачный лучник","Arquero ilusorio","Mirage Archer","幻影射手","",10,"","","","",""
159,"MirrorArrowMtx","Mirror Arrow","Flèche miroir","Klonpfeil","ミラーアロー","거울 화살","Flecha Espelhada","Стрела-двойник","Flecha espejo","Mirror Arrow","魅影射擊","",10,"","","","",""
160,"MoltenShellMtx","Molten Shell","Carapace volcanique","Lavaschilde","モルテンシェル","용암 방패","Escudo Flamejante","Расплавленный панцирь","Coraza fundida","Molten Shell","熔岩護盾","",10,"","","","",""
161,"MoltenStrikeMtx","Molten Strike","Frappe volcanique","Lavaschlag","モルテンストライク","용암 타격","Golpe Vulcânico","Магмовый удар","Golpe fundido","Molten Strike","熔岩之擊","",10,"","","","",""
162,"OrbOfStormsMtx","Orb of Storms","Orbe des orages","Gewittersphäre","オーブオブストーム","폭풍 보주","Orbe Trovejante","Сфера бурь","Orbe de tormentas","Orb of Storms","風暴漩渦","",10,"","","","",""
163,"PhaseRunMtx","Phase Run","Course déphasée","Schemensprint","フェイズラン","위상 질주","Trespassar","Призрачный бег","Traspasar","Phase Run","暗影迷蹤","",10,"","","","",""
164,"CausticArrowMtx","Caustic Arrow","Flèche caustique","Giftpfeil","コースティックアロー","부식성 화살","Flecha Cáustica","Едкая стрела","Flecha cáustica","Caustic Arrow","腐蝕箭矢","",10,"","","","",""
165,"PurityMtx","Purity","Pureté","Reinheit","ピュリティ","정화","Pureza","Спасение","Pureza","Purity","淨化","",10,"","","","",""
166,"PurityofFireMtx","Purity of Fire","Pureté du feu","Reinheit des Feuers","ピュリティオブファイヤー","불의 순수함","Preza do Fogo","Спасение от огня","Pureza de fuego","Purity of Fire","火焰淨化","",10,"","","","",""
167,"PurityofIceMtx","Purity of Ice","Pureté de la glace","Reinheit des Eises","ピュリティオブアイス","얼음의 순수함","Pureza Glacial","Спасение от холода","Pureza de hielo","Purity of Ice","冰霜淨化","",10,"","","","",""
168,"PurityofLightningMtx","Purity of Lightning","Pureté de la foudre","Reinheit des Blitzes","ピュリティオブライトニング","번개의 순수함","Pureza Elétrica","Спасение от молнии","Pureza de rayo","Purity of Lightning","閃電淨化","",10,"","","","",""
169,"RainOfArrowsMtx","Rain of Arrows","Pluie de flèches","Pfeilregen","レインオブアロー","화살비","Chuva de Flechas","Ливень стрел","Lluvia de flechas","Rain of Arrows","箭雨","",10,"","","","",""
170,"RaiseSpectreMtx","Bind Spectre","Adjonction spectrale","Schemen unterwerfen","バインドスペクター","망령 속박","Vincular Espectro","Поимка призрака","Vincular espectro","Bind Spectre","束縛幽魂","",10,"","","","",""
171,"RaiseZombieMtx","Raise Zombie","Réanimation en Zombie","Zombie erwecken","ゾンビ蘇生","좀비 소환","Evocar Zumbi","Поднятие зомби","Levantar zombi","Raise Zombie","殭屍復甦","",10,"","","","",""
172,"ReaveMtx","Reave","Ravage","Zerreißen","リーヴ","약탈","Devastar","Опустошение","Desgarro","Reave","衝擊波","",10,"","","","",""
173,"RejuvenationTotemMtx","Rejuvenation Totem","Totem régénérant","Regenerationstotem","リジュヴェネーショントーテム","회복 토템","Totem Rejuvenescedor","Восполняющий тотем","Tótem de rejuvenecimiento","Rejuvenation Totem","回春圖騰","",10,"","","","",""
174,"RighteousFireMtx","Righteous Fire","Feu de la vertu","Sühnendes Feuer","ライチャスファイヤー","정의의 화염","Círculo Ardente","Праведный огонь","Fuego justo","Righteous Fire","正義之火","",10,"","","","",""
175,"ScorchingRayMtx","Scorching Ray","Rayon calcinant","Sengender Strahl","スコーチングレイ","작열 광선","Raio Escaldante","Опаляющий луч","Haz abrasador","Scorching Ray","熾灼奔流","",10,"","","","",""
176,"ScourgeArrowMtx","Scourge Arrow","Flèche d'épines","Verhängnispfeil","スカージアロー","재앙의 화살","Flecha Virulenta","Стрела скверны","Flecha de espinas","Scourge Arrow","天譴之箭","",10,"","","","",""
177,"SearingBondMtx","Searing Bond","Lien ardent","Sengendes Band","シーリングボンド","불타는 굴레","Vínculo Ardente","Обжигающие узы","Atadura abrasadora","Searing Bond","灼熱連結","",10,"","","","",""
178,"ShieldChargeMtx","Shield Charge","Charge au bouclier","Schildansturm","シールドチャージ","방패 돌진","Investida com Escudo","Удар щитом","Carga con escudo","Shield Charge","重盾衝鋒","",10,"","","","",""
179,"ShockNovaMtx","Shock Nova","Nova d'électricité","Schocknova","ショックノヴァ","충격 폭발","Nova Elétrica","Кольцо молний","Nova de rayo","Shock Nova","閃電新星","",10,"","","","",""
180,"ShockwaveTotemMtx","Shockwave Totem","Totem sismique","Schockwellen-Totem","ショックウェーブトーテム","충격파 토템","Totem Sísmico","Сотрясающий тотем","Tótem de onda sísmica","Shockwave Totem","震波圖騰","",10,"","","","",""
181,"SiegeBallistaMtx","Siege Ballista","Baliste de siège","Belagerungsballiste","シージバリスタ","공성 쇠뇌","Balista de Cerco","Осадная баллиста","Balista de asedio","Siege Ballista","攻城炮台","",10,"","","","",""
182,"SparkMtx","Spark","Étincelle","Funken","スパーク","전기불꽃","Faísca","Искра","Chispa","Spark","電球","",10,"","","","",""
183,"SpectralShieldThrowMtx","Spectral Shield Throw","Lancer de bouclier spectral","Spektralschildwurf","スペクトラルシールドスロー","환영 방패 투척","Arremesso de Escudo Espectral","Бросок призрачного щита","Lanzamiento de escudo espectral","Spectral Shield Throw","盾靈投擲","",10,"","","","",""
