"rownum","Index","SkillGem1","Name1","Name1 (French)","Name1 (German)","Name1 (Japanese)","Name1 (Korean)","Name1 (Portuguese)","Name1 (Russian)","Name1 (Spanish)","Name1 (Thai)","Name1 (Traditional Chinese)","SkillGem2","Name2","Name2 (French)","Name2 (German)","Name2 (Japanese)","Name2 (Korean)","Name2 (Portuguese)","Name2 (Russian)","Name2 (Spanish)","Name2 (Thai)","Name2 (Traditional Chinese)","row_52"
265,266,[701],"Vampiric Link","Lien de vampirisme","Vampirische Verbindung","ヴァンピリックリンク","흡혈의 연결","Vínculo Vampírico","Иссушающая связь","Vínculo vampírico","ประสานดูดกลืน (Vampiric Link)","連結：吸血",[735],"Conflagration","Déluge incendiaire","Feuersbrunst","コングラグレーション","연소 화재","Conflagração","Пожарище","Conflagración","ศรนำอัคคี (Conflagration)","燎原箭矢",275
266,267,[704],"Destructive Link","Lien de destruction","Zerstörerische Verbindung","ディストラクティブリンク","파괴의 연결","Vínculo Destrutivo","Разрушительная связь","Vínculo destructivo","ประสานวินาศ (Destructive Link)","連結：破壞",[736],"Kinetic Rain","Pluie cinétique","Kinetischer Regen","キネティックレイン","역학 비","Chuva Cinética","Кинетический дождь","Lluvia cinética","ฝนจลนศาสตร์ (Kinetic Rain)","力量驟雨",277
267,268,[710],"Galvanic Field","Globe galvanisant","Galvanisches Feld","ガルヴァニックフィールド","충격장","Campo Galvânico","Электризующее поле","Campo galvánico","สนามกระแสไฟ (Galvanic Field)","電光領域",[740],"Holy Hammers","Marteaux sacrés","Heilige Hammer","ホーリーハンマー","신성한 망치","Martelos Sagrados","Священные молоты","Martillos sagrados","ค้อนศักดิ์สิทธิ์ (Holy Hammers)","神聖之錘",282
268,269,[709],"Lightning Conduit","Vecteur de foudre","Blitzleitung","ライトニングコンジット","번개 도관","Condutor Elétrico","Проводник молнии","Conducto de rayo","คาถาล่อฟ้า (Lightning Conduit)","導雷",[741],"Shield of Light","Bouclier de lumière","Schild des Lichts","シールドオブライト","빛의 방패","Escudo de Luz","Щит света","Escudo de luz","โล่สาดแสง (Shield of Light)","聖光盾擊",283
269,270,[711],"Alchemist's Mark","Marque de l'Alchimiste","Mal des Alchemisten","アルケミストの呪印","연금술사의 징표","Marca do Alquimista","Метка алхимика","Señal del alquimista","คำแช่งนักแปรธาตุ (Alchemist's Mark)","煉金術士印記",[742],"Holy Strike","Frappe sacrée","Heiliger Schlag","ホーリーストライク","신성한 타격","Golpe Sagrado","Святой удар","Golpe sagrado","ฟาดศักดิ์สิทธิ์ (Holy Strike)","神聖打擊",284
270,271,[714],"Frozen Legion","Légion de gel","Gefrorene Legion","フローズンリージョン","얼어붙은 군단","Legião Congelada","Замёрзший легион","Legión helada","กองพันเยือกแข็ง (Frozen Legion)","戰亂．凍結",[743],"Divine Blast","Déflagration divine","Göttliche Explosion","ディバインブラスト","신성한 폭발","Rajada Divina","Божественный взрыв","Explosión divina","ระเบิดเทวา (Divine Blast)","神聖爆破",285
271,272,"[712,713]","Volcanic Fissure","Fissure volcanique","Vulkanische Spalte","ヴォルカニックフィッシャー","화산 균열","Fissura Vulcânica","Вулканический разлом","Fisura volcánica","ภูเขาไฟผ่าแยก (Volcanic Fissure)","炎火脈動",[1],"Vaal Fireball","Boule de feu vaal","Vaal-Feuerball","ヴァールファイヤーボール","바알 화염구","Bola de Fogo Vaal","Огненный шар ваал","Bola de fuego vaal","วาล์ บอลไฟ (Vaal Fireball)","瓦爾．火球",""
272,273,[759],"Automation","Automatisation","Automatisieren","自動化","자동화","Automação","Автоматизация","Automatización","คาถาอัตโนมัติ (Automation)","自動化",[1],"Vaal Fireball","Boule de feu vaal","Vaal-Feuerball","ヴァールファイヤーボール","바알 화염구","Bola de Fogo Vaal","Огненный шар ваал","Bola de fuego vaal","วาล์ บอลไฟ (Vaal Fireball)","瓦爾．火球",""
273,274,[760],"Autoexertion","Autostimulation","Automatischer Schrei","奮起自動化","자동 전력","Clamores Automáticos","Автоусиление","Sobreagotamiento","ฮึกเหิมอัตโนมัติ (Autoexertion)","自動竭盡",[1],"Vaal Fireball","Boule de feu vaal","Vaal-Feuerball","ヴァールファイヤーボール","바알 화염구","Bola de Fogo Vaal","Огненный шар ваал","Bola de fuego vaal","วาล์ บอลไฟ (Vaal Fireball)","瓦爾．火球",""
274,275,[268],"Divine Retribution","Rétribution divine","Göttliche Vergeltung","ディヴァインリトリビューション","신성한 응징","Retribuição Divina","Божественное возмездие","Retribución divina","เทพลงทัณฑ์ (Divine Retribution)","神聖制裁",[1],"Vaal Fireball","Boule de feu vaal","Vaal-Feuerball","ヴァールファイヤーボール","바알 화염구","Bola de Fogo Vaal","Огненный шар ваал","Bola de fuego vaal","วาล์ บอลไฟ (Vaal Fireball)","瓦爾．火球",""
275,276,[735],"Conflagration","Cri vengeur","Feuersbrunst","コンフラグレーション","연소 화재","Conflagrante","Пожарище","Conflagración","ศรนำอัคคี (Conflagration)","燎原箭矢",[1],"Vaal Fireball","Boule de feu vaal","Vaal-Feuerball","ヴァールファイヤーボール","바알 화염구","Bola de Fogo Vaal","Огненный шар ваал","Bola de fuego vaal","วาล์ บอลไฟ (Vaal Fireball)","瓦爾．火球",""
276,277,[739],"Kinetic Fusillade","Fusillade cinétique","Kinetische Salve","キネティックフューシレイド","역학 일제 사격","Fuzilamento Cinético","Кинетический шквал","Ráfaga cinética","กระหน่ำจลนศาสตร์ (Kinetic Fusillade)","力量猛射",[1],"Vaal Fireball","Boule de feu vaal","Vaal-Feuerball","ヴァールファイヤーボール","바알 화염구","Bola de Fogo Vaal","Огненный шар ваал","Bola de fuego vaal","วาล์ บอลไฟ (Vaal Fireball)","瓦爾．火球",""
277,278,[736],"Kinetic Rain","Pluie cinétique","Kinetischer Regen","キネティックレイン","역학 비","Chuva Cinética","Кинетический дождь","Lluvia cinética","ฝนจลนศาสตร์ (Kinetic Rain)","力量驟雨",[1],"Vaal Fireball","Boule de feu vaal","Vaal-Feuerball","ヴァールファイヤーボール","바알 화염구","Bola de Fogo Vaal","Огненный шар ваал","Bola de fuego vaal","วาล์ บอลไฟ (Vaal Fireball)","瓦爾．火球",""
278,279,[737],"Somatic Shell","Carapace somatique","Somatische Hülle","ソマティックシェル","신체의 껍질","Concha Somática","Соматический панцирь","Coraza somática","กระดองกักพลัง (Somatic Shell)","心靈壁壘",[1],"Vaal Fireball","Boule de feu vaal","Vaal-Feuerball","ヴァールファイヤーボール","바알 화염구","Bola de Fogo Vaal","Огненный шар ваал","Bola de fuego vaal","วาล์ บอลไฟ (Vaal Fireball)","瓦爾．火球",""
279,280,[76],"Wall of Force","Mur de force","Energiemauer","ウォールオブフォース","힘의 벽","Parede de Força","Силовая стена","Muro de fuerza","กำแพงพลังจลน์ (Wall of Force)","力量之壁",[1],"Vaal Fireball","Boule de feu vaal","Vaal-Feuerball","ヴァールファイヤーボール","바알 화염구","Bola de Fogo Vaal","Огненный шар ваал","Bola de fuego vaal","วาล์ บอลไฟ (Vaal Fireball)","瓦爾．火球",""
280,281,[738],"Thunderstorm","Orage","Gewittersturm","サンダーストーム","뇌우","Tempestade Relampejante","Гроза","Tormenta eléctrica","พายุฟ้าผ่า (Thunderstorm)","天雷暴雨",[1],"Vaal Fireball","Boule de feu vaal","Vaal-Feuerball","ヴァールファイヤーボール","바알 화염구","Bola de Fogo Vaal","Огненный шар ваал","Bola de fuego vaal","วาล์ บอลไฟ (Vaal Fireball)","瓦爾．火球",""
281,282,[739],"Kinetic Fusillade","Fusillade cinétique","Kinetische Salve","キネティックフューシレイド","역학 일제 사격","Fuzilamento Cinético","Кинетический шквал","Ráfaga cinética","กระหน่ำจลนศาสตร์ (Kinetic Fusillade)","力量猛射",[1],"Vaal Fireball","Boule de feu vaal","Vaal-Feuerball","ヴァールファイヤーボール","바알 화염구","Bola de Fogo Vaal","Огненный шар ваал","Bola de fuego vaal","วาล์ บอลไฟ (Vaal Fireball)","瓦爾．火球",""
282,283,[740],"Holy Hammers","Marteaux sacrés","Heilige Hammer","ホーリーハンマー","신성한 망치","Martelos Sagrados","Священные молоты","Martillos sagrados","ค้อนศักดิ์สิทธิ์ (Holy Hammers)","神聖之錘",[1],"Vaal Fireball","Boule de feu vaal","Vaal-Feuerball","ヴァールファイヤーボール","바알 화염구","Bola de Fogo Vaal","Огненный шар ваал","Bola de fuego vaal","วาล์ บอลไฟ (Vaal Fireball)","瓦爾．火球",""
283,284,[741],"Shield of Light","Bouclier de lumière","Schild des Lichts","シールドオブライト","빛의 방패","Escudo de Luz","Щит света","Escudo de luz","โล่สาดแสง (Shield of Light)","聖光盾擊",[1],"Vaal Fireball","Boule de feu vaal","Vaal-Feuerball","ヴァールファイヤーボール","바알 화염구","Bola de Fogo Vaal","Огненный шар ваал","Bola de fuego vaal","วาล์ บอลไฟ (Vaal Fireball)","瓦爾．火球",""
284,285,[742],"Holy Strike","Frappe sacrée","Heiliger Schlag","ホーリーストライク","신성한 타격","Golpe Sagrado","Святой удар","Golpe sagrado","ฟาดศักดิ์สิทธิ์ (Holy Strike)","神聖打擊",[1],"Vaal Fireball","Boule de feu vaal","Vaal-Feuerball","ヴァールファイヤーボール","바알 화염구","Bola de Fogo Vaal","Огненный шар ваал","Bola de fuego vaal","วาล์ บอลไฟ (Vaal Fireball)","瓦爾．火球",""
285,286,[743],"Divine Blast","Déflagration divine","Göttliche Explosion","ディバインブラスト","신성한 폭발","Rajada Divina","Божественный взрыв","Explosión divina","ระเบิดเทวา (Divine Blast)","神聖爆破",[1],"Vaal Fireball","Boule de feu vaal","Vaal-Feuerball","ヴァールファイヤーボール","바알 화염구","Bola de Fogo Vaal","Огненный шар ваал","Bola de fuego vaal","วาล์ บอลไฟ (Vaal Fireball)","瓦爾．火球",""
