"rownum","Mtx","VisualEffect","VisualIdentity","Stats","ItemClasses","BaseItemTypes","bool_96","[i32]_97","[i32]_113","bool_129","Name","bool_146","[rid]_147","Character","GrantedEffect","OnKillEffect","rid_211","bool_227","EffectSlotType","VisualEffectType","bool_260","GameObjectTask","i32_277"
253,336,"",4878,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
254,337,"","","[348,1308]",[],"[1860,1859]","","[1,1]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
255,338,"",4879,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
256,339,"",4880,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
257,340,"",4881,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
258,341,"",4882,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
259,342,"",4883,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
260,343,"",4884,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
261,344,"",4885,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
262,345,26,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
263,346,"",4886,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
264,347,"",4887,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
265,348,"",4888,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
266,349,"",4889,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
267,350,"",4890,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
268,351,"",4891,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
269,352,"",4892,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
270,353,"",4893,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
271,354,31,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
272,355,"","",[320],[4],[],"",[1],[11],"",[],"",[],[],[],[],"","","","","","",0
273,356,27,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
274,357,"","",[320],[4],[],"",[4],[11],"",[],"",[],[],[],[],"","","","","","",0
275,358,28,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
276,359,"","",[320],[4],[],"",[2],[11],"",[],"",[],[],[],[],"","","","","","",0
277,360,29,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
278,361,"","",[320],[4],[],"",[3],[11],"",[],"",[],[],[],[],"","","","","","",0
279,362,30,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
280,367,"",4894,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
281,368,"","",[348],[],"[1638,1841]","",[3],[27],"",[],"",[],[],[],[],"","",0,"","","",0
282,369,"","",[],[],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
283,370,"","",[],[],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
284,371,"","",[],[],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
285,372,"","",[],[],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
286,373,"",4895,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
287,374,"","","[348,1227,2725]",[],[1746],"","[5,-1,-5]",[27],"",[],"",[],[],[],[],"","",1,"","","",0
288,375,"","",[348],[],[1657],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
289,376,"","",[1227],[],"[1731,1748,1733,1734,1740,1746,1741,1766,1888,2030,2026,2325]","",[4],[27],"",[],"",[],[],[],[],"","",1,"","","",0
290,377,"","","[348,1308]",[],[1849],"","[1,1]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
291,378,"","",[348],[],[1881],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
292,379,"","",[1227],[],"[1731,1748,1733,1734,1740,1746,1741,1766,1888,2030,2026,2325]","",[5],[27],"",[],"",[],[],[],[],"","",1,"","","",0
293,380,"",4896,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
294,381,"",4897,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
295,382,"",4898,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
296,383,"",4899,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
297,384,"",4900,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
298,385,"",4901,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
299,386,"",4902,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
300,387,"",4903,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
301,400,"",4904,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
302,401,"",4905,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
303,402,"",4906,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
304,403,"",4907,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
305,404,"",4908,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
306,405,"",4909,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
307,406,"",4910,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
308,407,"",4911,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
309,396,32,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
310,397,33,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
311,398,34,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
312,399,35,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
313,408,"","","[348,1308]",[],[1902],"","[2,1]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
314,409,"","",[348],[],[1900],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
315,410,"",4912,[],"[7,8,56]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
316,412,"","",[348],[],"[1890,1892]","",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
317,413,"","","[348,1308]",[],[1899],"","[1,1]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
318,414,"","",[348],[],[1887],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
319,415,"",4913,[],[25],[],"",[],"[4,5]","",[],"",[],[],[],[],"","","","","","",0
320,417,36,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
321,416,"","",[1374],[23],[],"",[21],[10],"",[],"",[],[],[],[],"","","","","","",0
322,419,"",4915,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
323,420,"",4916,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
324,421,"",4917,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
325,422,"",4918,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
326,423,"",4919,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
327,424,"",4920,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
328,425,"",4921,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
329,426,"","",[348],[],[1908],"",[-4],[27],"",[],"",[],[],[],[],"","",0,"","","",0
330,427,"","",[348],[],"[1898,1956]","",[2],[27],"",[],"",[],[],[],[],"","",0,"","","",0
331,428,"","",[348],[],[1623],"",[3],[27],"",[],"",[],[],[],[],"","",0,"","","",0
332,429,"","",[348],[],[1623],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
333,430,"","",[348],[],[1883],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
334,431,"","","[348,9314]",[],"[1710,2320]","","[1,118]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
335,432,"","","[348,1308]",[],[1886],"","[1,1]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
336,433,"",4922,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
337,434,"",4923,[],"[9,11,12,32,10]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
338,435,"",4924,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
339,436,"",4925,[],"[9,11,12,32,10]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
340,437,"",4926,[],"[7,8,6,56]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
341,438,"",4927,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
342,440,37,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
343,439,"","",[1374],[23],[],"",[22],[10],"",[],"",[],[],[],[],"","","","","","",0
344,442,"",4928,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
345,444,"",4929,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
346,445,"","","[348,1308]",[],[1800],"","[2,2]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
347,452,"","",[348],[],"[1849,1850,1851]","",[2],[27],"",[],"",[],[],[],[],"","",0,"","","",0
348,447,"",4930,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
349,448,"",4931,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
350,449,"",4932,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
351,450,"",4933,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
352,451,"",4934,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
353,453,"",4940,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
354,454,"",4941,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
355,455,"",4942,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
356,456,"",4943,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
357,457,"",4935,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
358,458,"",4936,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
359,459,"",4937,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
360,460,"",4938,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
361,461,"",4939,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
362,462,"",4944,[],"[16,17,15,14,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
363,463,"",4945,[],"[16,17,15,14,57]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
364,464,"",4946,[],"[9,11,12,32,10,7,8,56]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
365,465,"",4947,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
366,466,"",4948,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
367,467,"",4949,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
368,468,"",4950,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
369,469,"",4951,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
370,470,"",4952,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
371,471,"",4953,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
372,472,"",4954,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
373,473,"",4955,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
374,474,"","","[348,4658,12577,17680]",[],"[1619,2314]","","[1,1,-1,1]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
375,475,"",4956,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
376,476,"","",[348],[],"[1779,1825]","",[9],[27],"",[],"",[],[],[],[],"","",0,"","","",0
377,481,"",4957,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
378,482,"",4958,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
379,483,"",4959,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
380,484,"",4960,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
381,485,"",4961,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
382,486,"",4962,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
383,487,"",4963,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
384,488,"",4964,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
385,489,"",4965,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
386,490,"",4966,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
387,491,"",4967,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
388,492,"",4968,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
389,493,"",4969,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
390,494,"",4970,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
391,495,"",4971,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
392,496,"",4972,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
393,497,"",4973,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
394,498,"",4974,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
395,499,"",4975,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
396,500,"",4976,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
397,501,39,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
398,502,40,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
399,503,41,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
400,504,42,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
401,505,"",4977,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
402,507,"","",[1374],[23],[],"",[23],[10],"",[],"",[],[],[],[],"","","","","","",0
403,508,"",4978,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
404,509,"",4979,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
405,510,"",4980,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
406,511,"",4981,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
407,512,"",4982,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
408,513,"",4983,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
409,514,"",4984,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
410,515,"",4985,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
411,516,"",4986,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
412,517,"",4987,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
413,518,"",4988,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
414,520,"","","[348,1308]",[],[1663],"","[1,1]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
415,521,"",4989,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
416,522,"","",[348],[],[1909],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
417,523,"","","[348,4908]",[],[1910],"","[1,1]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
418,524,"","",[1227],[],"[1731,1748,1733,1734,1740,1746,1741,1766,1888,2030,2026,2325]","",[7],[27],"",[],"",[],[],[],[],"","",1,"","","",0
419,525,"","",[348],[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","",[-2],[27],"",[],"",[],[],[],[],"","",0,"","","",0
420,526,"","",[348],[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","",[-3],[27],"",[],"",[],[],[],[],"","",0,"","","",0
421,527,"","",[348],[],"[1712,1838,1713,1714,1715,1837,1716,1836,1717,1718,1719,1720,1724,1835,1787,1789,1791,1868,2054,2390,1788,1790,1792,1973,1972,1985,1987,2008,2004,2103,2104,2105,2106,2114]","",[-4],[27],"",[],"",[],[],[],[],"","",0,"","","",0
422,528,"","",[1374],[23],[],"",[24],[10],"",[],"",[],[],[],[],"","","","","","",0
423,529,"",4990,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
424,530,"","","[348,1308]",[],[1800],"","[3,3]",[27],"",[],"",[],[],[],[],"","",0,"","","",0
425,531,"",4992,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
426,532,"",4991,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
427,533,"","",[320],[4],[],"",[5],[11],"",[],"",[],[],[],[],"","","","","","",0
428,534,"",4994,[],"[11,9,10,12,32]",[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
429,535,"",4993,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
430,536,"","",[348],[],[1846],"",[1],[27],"",[],"",[],[],[],[],"","",0,"","","",0
431,537,44,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
432,538,"",4995,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
433,539,"",4996,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
434,540,"",4997,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
435,541,"",4998,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
436,542,"",4999,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
437,546,"","",[1227],[],"[1731,1748,1733,1734,1740,1746,1741,1766,1888,2030,2026,2325]","",[8],[27],"",[],"",[],[],[],[],"","",1,"","","",0
438,547,"",5000,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
439,548,"",5001,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
440,549,"",5002,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
441,550,"",5003,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
442,551,"",5004,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
443,552,"",5005,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
444,553,"",5006,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
445,554,"",5007,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
446,555,"",5008,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
447,556,"",5009,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
448,557,"",5010,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
449,558,"",5011,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
450,559,"",5012,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
451,560,"",5013,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
452,561,"",5014,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
453,562,"",5015,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
454,564,"","",[1374],[23],[],"",[26],[10],"",[],"",[],[],[],[],"","","","","","",0
455,565,"",5016,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
456,566,"",5017,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
457,567,"",5018,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
458,568,"",5019,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
459,569,"",5020,[],[6],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
460,570,"",5021,[],[26],[],"",[],[1],"",[],"",[],[],[],[],"","","","","","",0
461,573,"",5022,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
462,574,45,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
463,575,"",5023,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
464,576,"",5024,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
465,578,"",5025,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
466,579,"",5026,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
467,580,"",5027,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
468,581,"",5028,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
469,583,"",5029,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
470,584,"",5030,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
471,585,"",5031,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
472,586,"",5032,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
473,587,"",5033,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
474,588,"",5034,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
475,589,46,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],"",[],"",[],[],[],[],"","","","","","",0
476,590,"",5035,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
477,591,"",5036,[],[21],[],"",[],[12],"",[],"",[],[],[],[],"","","","","","",0
478,592,"",5037,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
479,593,"",5038,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
480,594,"",5039,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
481,595,"",5040,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
482,596,"",5041,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
483,597,"",5042,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
484,598,"",5043,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
485,599,"",5044,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
486,600,"",5045,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
487,601,"",5046,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
488,602,"",5047,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
489,603,"",5048,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
490,606,47,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],[2],1,[],"",[],[],[],[],"","","","","","",0
491,607,"",5049,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
492,608,"",5050,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
493,609,"",5051,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
494,610,"",5052,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
495,611,"",5053,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
496,612,"",5054,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
497,613,"",5055,[],[25],[],"",[],[5],"",[],"",[],[],[],[],"","","","","","",0
498,614,"",5056,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
499,615,"",5057,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
500,616,"",5058,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
501,617,"",5059,[],[24],[],"",[],[6],"",[],"",[],[],[],[],"","","","","","",0
502,618,"",5060,[],[24],[],"",[],[7],"",[],"",[],[],[],[],"","","","","","",0
503,619,"",5061,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
504,620,"",5062,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
505,621,"",5063,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
506,622,"","",[1374],[23],[],"",[27],[10],"",[],"",[],[],[],[],"","","","","","",0
507,623,"",5064,[],[25],[],"",[],[4],"",[],"",[],[],[],[],"","","","","","",0
508,624,"",5065,[],[23],[],"",[],[9],"",[],"",[],[],[],[],"","","","","","",0
509,625,"",5066,[],[22],[],"",[],[8],"",[],"",[],[],[],[],"","","","","","",0
