"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool_64","BuffName","BuffName (French)","BuffName (German)","BuffName (Japanese)","BuffName (Korean)","BuffName (Portuguese)","BuffName (Russian)","BuffName (Spanish)","BuffName (Thai)","BuffName (Traditional Chinese)","MiscAnimated1","MiscAnimated2","BuffDescription","BuffDescription (French)","BuffDescription (German)","BuffDescription (Japanese)","BuffDescription (Korean)","BuffDescription (Portuguese)","BuffDescription (Russian)","BuffDescription (Spanish)","BuffDescription (Thai)","BuffDescription (Traditional Chinese)","EPKFile","HasExtraArt","ExtraArt","[i32]_130","EPKFiles","BuffVisualOrbs","MiscAnimated3","WeaponEffect","string_210","f32_218","f32_222","bool_226","bool_227","[string]_228"
92,"monster_aura_speed","Art/2DArt/SkillIcons/auraspeed.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/faster_runattack.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/faster_attackrun.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
93,"monster_aura_life_regen","Art/2DArt/SkillIcons/auraregen.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/life_regen/life_regen_buff.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/life_regen.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
94,"monster_aura_resists","Art/2DArt/SkillIcons/auraresist.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/increase_resist.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/increase_resist.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
95,"monster_aura_energy_shield","Art/2DArt/SkillIcons/auraenergy.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/energy.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/energy.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
96,"monster_aura_energy_shield_bubble","Art/2DArt/SkillIcons/auraenergy.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/energy.epk""]","[""Metadata/Effects/Microtransactions/Spells/auras/discipline/barrier/barrier.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
97,"monster_aura_accuracy_and_crits","Art/2DArt/SkillIcons/auracrit.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/increase_accuracy.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/increase_accuracy.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
98,"monster_aura_pus_puke_degen","Art/2DArt/BuffIcons/degeneration.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/effect_player/plague_degen.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/plague_aura.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
99,"1339","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
100,"monster_aura_elemental_damage","Art/2DArt/SkillIcons/auradamage.dds","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/increased_elemental/increased_ele.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/increased_elemental/increased_ele.epk""]","[18,12,4]","","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
101,"monster_aura_essence_daemon_degen","Art/2DArt/BuffIcons/degeneration.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/effect_player/plague_degen.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/plague_aura.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
102,"monster_thorns_physical","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/rare_reflect_dmg.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
103,"monster_thorns_elemental","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/elemental/elemental_reflec.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
104,"monster_thorns_physical_large","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/rare_reflect_dmg_BIG.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
105,"monster_thorns_elemental_large","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/elemental/elemental_reflec_BIG.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
106,"monster_thorns_magic","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/magic_reflect_dmg.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
107,"monster_thorns_magic_large_model","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/magic_reflect_dmg_BIG.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
108,"monster_thorns_physical_new","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/reflect_mortars/physical/physical_thorn_shield/phys_thornshield_02.epk"",""Metadata/Effects/Spells/monsters_effects/reflect_mortars/physical/physical_thorn_shield/phys_thornshield_02_big.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
109,"monster_thorns_elemental_new","Art/2DArt/BuffIcons/stolenmod.dds","[""Metadata/Effects/Spells/monsters_effects/reflect_mortars/elemental/spell_thorn_shield/ele_thornshield_02.epk"",""Metadata/Effects/Spells/monsters_effects/reflect_mortars/elemental/spell_thorn_shield/ele_thornshield_02_big.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
110,"dominated","Art/2DArt/BuffIcons/invulnerability.dds","[""Metadata/Effects/Spells/conv_strike/conv_strike.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
111,"dominating_blow_hit_buff","Art/2DArt/BuffIcons/invulnerability.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
112,"immortal_call","Art/2DArt/BuffIcons/invulnerability.dds","[""Metadata/Effects/Spells/immortal_call/immortal_call_epk.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
113,"monty_haul","Art/2DArt/BuffIcons/buffbleed.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
114,"lightning_shield","Art/2DArt/SkillIcons/lightningshield.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
115,"mana_infused_staff","",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","",1,"",[],[],[],"","","",0,0,"","",[]
116,"fire_shield","Art/2DArt/SkillIcons/moltenshield.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
117,"fire_shield_xoph_variant","Art/2DArt/BuffIcons/XophMoltenShell.dds",[],[],[],"","Heart of Flame","Cœur de flamme","Herz der Flamme","ハートオブフレイム","화염의 심장","Coração das Chamas","Сердце пламени","Corazón de la llama","จิตเพลิง","烈炎之心","","","A percentage of damage from hits will be taken from this buff before your Life or Energy Shield.","Un pourcentage des dégâts au toucher seront subis par cet effet bénéfique avant votre Vie ou Bouclier d'énergie.","Ein Teil jeglichen Schadens von Treffern wird zuerst von dieser Stärkung und danach von Eurem Leben oder Energieschild abgezogen.","ヒットによるダメージの一部をライフまたはエナジーシールドの前にこのバフで受ける","피격 시 받는 피해의 일부가 생명력이나 에너지 보호막보다 이 버프에 먼저 적용됩니다.","Uma porcentagem do dano dos ataques é absorvida pelo bônus antes de afetar sua vida ou seu escudo de energia.","Часть получаемого урона от ударов берётся сначала из положительного эффекта вместо вашего здоровья или энергетического щита.","Un porcentaje del daño de los golpes se tomará de este efecto beneficioso antes que de tu vida o escudo de energía.","บัฟนี้จะรับความเสียหาย ปะทะ ส่วนหนึ่งก่อน พลังชีวิตหรือโล่พลังงานของคุณ","受到的擊中傷害有一定比例會優先由此增益效果承受，而非你的生命或能量護盾。","","","",[],[],[],"","","",0,0,"","",[]
118,"flask_utility_critical_strike_chance","Art/2DArt/BuffIcons/DiamondFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/crit/crit.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
119,"flask_utility_resist_fire","Art/2DArt/BuffIcons/RubyFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/resist/fire_res.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
120,"flask_utility_resist_cold","Art/2DArt/BuffIcons/UniqueSapphireFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/resist/ice_res.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
121,"flask_utility_resist_lightning","Art/2DArt/BuffIcons/TopazFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/resist/light_res.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
122,"flask_utility_ironskin","Art/2DArt/BuffIcons/GraniteFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/armour/armour.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
123,"flask_utility_sprint","Art/2DArt/BuffIcons/QuicksilverFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/sprint/sprint.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
124,"flask_utility_resist_chaos","Art/2DArt/BuffIcons/AmethystFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/resist/chaos_res.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
125,"flask_utility_phase","Art/2DArt/BuffIcons/QuartzFlaskBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
126,"flask_utility_evasion","Art/2DArt/BuffIcons/JadeFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/evasion/evasion.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
127,"flask_utility_push","Art/2DArt/BuffIcons/Evasion.dds","[""Metadata/Effects/misc/flask_effects/evasion/evasion.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
128,"flask_utility_statue_wip","Art/2DArt/BuffIcons/flaskcharge.dds","[""Metadata/Effects/StatusAilments/Frozen.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,1,"",[]
129,"flask_utility_aquamarine","Art/2DArt/BuffIcons/AquamarineFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Aquamarine/Aquamarine.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
130,"flask_utility_bismith","Art/2DArt/BuffIcons/BismuthFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Bismuth/bismuth.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
131,"flask_utility_stibnite","Art/2DArt/BuffIcons/StibniteFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Stibnite/stibnite.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
132,"flask_utility_sulphur","Art/2DArt/BuffIcons/GoldFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Gold/gold.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
133,"flask_utility_silver","Art/2DArt/BuffIcons/SilverFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Mercury/mercury.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
134,"flask_utility_basalt","Art/2DArt/BuffIcons/StoneFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Stone/stone.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
135,"flask_utility_rarity","Art/2DArt/BuffIcons/GoldRarityFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/item_rarity/silver.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
136,"flask_utility_ward","Art/2DArt/BuffIcons/WardFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/ward/ward.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
137,"flask_utility_adaptation","Art/2DArt/BuffIcons/AdaptationFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/Mercury/mercury.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
138,"flask_utility_stun_protection","Art/2DArt/BuffIcons/AntiStunFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/corundum/buff.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
139,"flesh_shield_visual","Art/2DArt/BuffIcons/RottenBulwark.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
140,"monster_aura_cannot_die","Art/2DArt/BuffIcons/invulnerability.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/godmode.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/godmode.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
141,"monster_aura_slow","Art/2DArt/BuffIcons/TotemSlow.dds","[""Metadata/Effects/StatusAilments/auras/monster_auras/effect_player/slow.epk""]","[""Metadata/Effects/StatusAilments/auras/monster_auras/slow.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
142,"monster_aura_damage_reduction","Art/2DArt/BuffIcons/Fortify.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/league_avatar/DR_Bubble/damagereduction.epk""]",[37],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
143,"block_test","Art/2DArt/SkillIcons/passives/shieldblock.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
144,"puncture","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Spells/rupturing_strike/epk/standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/mid_standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/large_standing.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
145,"puncture_moving","","[""Metadata/Effects/Spells/rupturing_strike/epk/walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/mid_walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/large_walking.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
146,"puncture_purple","Art/2DArt/BuffIcons/buffbleed.dds","[""Metadata/Effects/Spells/rupturing_strike/epk/purple/standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/mid_standing.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/large_standing.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
147,"puncture_moving_purple","","[""Metadata/Effects/Spells/rupturing_strike/epk/purple/walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/mid_walking.epk"",""Metadata/Effects/Spells/rupturing_strike/epk/purple/large_walking.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
148,"player_aura_armour","Art/2DArt/SkillIcons/auraarmour.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/armour/armour.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
149,"player_aura_evasion","Art/2DArt/SkillIcons/auraevasion.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/evasion_aura/evade.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
150,"player_aura_resists","Art/2DArt/SkillIcons/auraresist.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/player_auras/increase_resistances/resistance.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
151,"player_aura_fire_resist","Art/2DArt/SkillIcons/aurafireresist.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/resistance/fire/fire.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","",0,0,"","",[]
