"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","i32_218","i32_222","Pickup_AchievementItemsKeys","SMFiles","Identify_AchievementItemsKeys","EPKFile","Corrupt_AchievementItemsKeys","IsAlternateArt","bool_299","CreateCorruptedJewelAchievementItemsKey","AnimationLocation","string_324","string_332","string_340","string_348","string_356","string_364","string_372","string_380","string_388","string_396","string_404","string_412","IsAtlasOfWorldsMapIcon","IsTier16Icon","KalandraAchievement","bool_438","HeistAchievement","string_455","Composition","UniqueStat1","UniqueStat2","UniqueStat3","UniqueStat4","[rid]_531","[rid]_547","bool_563","string_564","string_572","string_580","[rid]_588"
80,"CurrencyAncestralOmenOnCriticalLifeGainAdrenaline","Art/2DItems/Currency/Azmeri/VoodooOmens3Yellow.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,9716,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
81,"CurrencyAncestralOmenOnCriticalLifeGainShadeForm_","Art/2DItems/Currency/Azmeri/VoodooOmens4Yellow.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,65147,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
82,"CurrencyAncestralOmenOnLevelingUpGainExperienceBuff","Art/2DItems/Currency/Azmeri/VoodooOmens4Blue.dds","Metadata/Items/Currency/AncestorOmenDropNew.ao",557,10377,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
83,"CurrencyAncestralTattooStrength__","Art/2DItems/Currency/Ancestors/CommonStrTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Red_AncestorTattooPickDrop.ao",484,56771,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
84,"CurrencyAncestralTattooStrengthRare_","Art/2DItems/Currency/Ancestors/RareStrTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Red_AncestorTattooPickDrop.ao",484,19277,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
85,"CurrencyAncestralTattooDexterity","Art/2DItems/Currency/Ancestors/CommonDexTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Green_AncestorTattooPickDrop.ao",484,152,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
86,"CurrencyAncestralTattooDexterityRare","Art/2DItems/Currency/Ancestors/RareDexTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Green_AncestorTattooPickDrop.ao",484,10364,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
87,"CurrencyAncestralTattooIntelligence","Art/2DItems/Currency/Ancestors/CommonIntTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,44570,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
88,"CurrencyAncestralTattooIntelligenceRare","Art/2DItems/Currency/Ancestors/RareIntTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,33431,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
89,"CurrencyAncestralTattooHinekora","Art/2DItems/Currency/Ancestors/HinekoraCommonTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/White_AncestorTattooPickDrop.ao",484,34530,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
90,"CurrencyAncestralTattooHinekoraStrength","Art/2DItems/Currency/Ancestors/HinekoraRareStrTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Red_AncestorTattooPickDrop.ao",484,44776,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
91,"CurrencyAncestralTattooHinekoraDexterity","Art/2DItems/Currency/Ancestors/HinekoraRareDexTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Green_AncestorTattooPickDrop.ao",484,37530,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
92,"CurrencyAncestralTattooHinekoraIntelligence","Art/2DItems/Currency/Ancestors/HinekoraRareIntTatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,34603,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
93,"CurrencyAncestralTattooHinekoraUnique1","Art/2DItems/Currency/Ancestors/Unique1TatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,64983,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
94,"CurrencyAncestralTattooHinekoraUnique2__","Art/2DItems/Currency/Ancestors/Unique2TatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,62710,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
95,"CurrencyAncestralTattooHinekoraUnique3","Art/2DItems/Currency/Ancestors/Unique3TatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,57926,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
96,"CurrencyAncestralTattooHinekoraUnique4","Art/2DItems/Currency/Ancestors/Unique4TatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,17386,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
97,"CurrencyAncestralTattooHinekoraUnique5","Art/2DItems/Currency/Ancestors/Unique5TatttooEquipment.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,27520,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
98,"CurrencyAncestralTattooUnique7Ranger","Art/2DItems/Currency/Ancestors/RandomRangerTattoo.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Green_AncestorTattooPickDrop.ao",484,52480,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
99,"CurrencyAncestralTattooUnique7Duelist___","Art/2DItems/Currency/Ancestors/RandomDuelistTattoo.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Green_AncestorTattooPickDrop.ao",484,63132,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
100,"CurrencyAncestralTattooUnique7Marauder","Art/2DItems/Currency/Ancestors/RandomMarauderTattoo.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Red_AncestorTattooPickDrop.ao",484,49668,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
101,"CurrencyAncestralTattooUnique7Templar","Art/2DItems/Currency/Ancestors/RandomTemplarTattoo.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Red_AncestorTattooPickDrop.ao",484,18945,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
102,"CurrencyAncestralTattooUnique7Witch_","Art/2DItems/Currency/Ancestors/RandomWitchTattoo.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,48709,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
103,"CurrencyAncestralTattooUnique7Shadow","Art/2DItems/Currency/Ancestors/RandomShadowTattoo.dds","Metadata/Items/Currency/AncestorTattooPickDrop/Blue_AncestorTattooPickDrop.ao",484,63131,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
104,"CurrencyAncestralTattooUnique7Scion_","Art/2DItems/Currency/Ancestors/RandomScionTattoo.dds","Metadata/Items/Currency/AncestorTattooPickDrop/White_AncestorTattooPickDrop.ao",484,27423,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
105,"CurrencyProphecy","Art/2DItems/Currency/ProphecyOrbRed.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,33939,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
106,"CurrencyScryingOrb","Art/2DItems/Currency/ScryingOrb.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,49675,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
107,"CurrencyBestiaryOrb","Art/2DItems/Currency/BestiaryOrbEmpty.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,4376,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
108,"CurrencyBestiaryOrbImprint","Art/2DItems/Currency/BestiaryOrbFull.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,4404,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
109,"CurrencyItemiseNecropolisCorpse_","Art/2DItems/Currency/Necropolis/NecropolisCoffinEmpty.dds","Metadata/Items/Currency/NecropolisCoffin.ao",579,2523,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
110,"CurrencyItemisedNecropolisCorpse_","Art/2DItems/Currency/Necropolis/NecropolisCoffinFilled.dds","Metadata/Items/Currency/NecropolisCoffin.ao",581,51298,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
111,"CurrencyAddModToRareShaper","Art/2DItems/Currency/SecretsoftheAtlas/ShaperExaltedOrb.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,22201,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
112,"CurrencyAddModToRareElder","Art/2DItems/Currency/SecretsoftheAtlas/ElderExaltedOrb.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,24061,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
113,"CurrencyAddZanaInfluence_","Art/2DItems/Currency/SecretsoftheAtlas/ZanaPinnacleOrb1.dds","Metadata/Items/Currency/CurrencyOrb.ao",690,61058,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
114,"CurrencyRemoveZanaInfluence","Art/2DItems/Currency/SecretsoftheAtlas/ZanaPinnacleOrb2.dds","Metadata/Items/Currency/CurrencyOrb.ao",690,7537,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
115,"CurrencyMoreZanaInfluencedItems","Art/2DItems/Currency/SecretsoftheAtlas/ZanaPinnacleOrb3.dds","Metadata/Items/Currency/CurrencyOrb.ao",690,32624,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
116,"CurrencyItemiseSextantModifier","Art/2DItems/Currency/SurveyorsCompass.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,63035,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
117,"CurrencyItemisedSextantModifier_","Art/2DItems/Currency/ChargedCompass.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,20354,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
118,"CurrencyRerollSkillQualityType___","Art/2DItems/Currency/AlternateSkillGemCurrency.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,50435,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
119,"CurrencyRerollSupportQualityType","Art/2DItems/Currency/AlternateSupportGemCurrency.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,42901,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
120,"CurrencyHeistWeaponEnchant","Art/2DItems/Currency/DivineEnchantBodyArmourCurrency.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,43176,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
121,"CurrencyHeistArmourEnchant","Art/2DItems/Currency/DivineEnchantWeaponCurrency.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,28200,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
122,"CurrencyAfflictionOrbCurrency","Art/2DItems/Currency/Delirium/DeliriumOrbCurrency.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,18808,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
123,"CurrencyAfflictionOrbUniques","Art/2DItems/Currency/Delirium/DeliriumOrbUniques.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,44624,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
124,"CurrencyAfflictionOrbGems_","Art/2DItems/Currency/Delirium/DeliriumOrbGems.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,49176,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
125,"CurrencyAfflictionOrbWeapons","Art/2DItems/Currency/Delirium/DeliriumOrbWeapons.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,6246,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
126,"CurrencyAfflictionOrbArmour","Art/2DItems/Currency/Delirium/DeliriumOrbArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,62242,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
127,"CurrencyAfflictionOrbMaps","Art/2DItems/Currency/Delirium/DeliriumOrbMaps.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,30199,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
128,"CurrencyAfflictionOrbTrinkets_","Art/2DItems/Currency/Delirium/DeliriumOrbTrinkets.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,6253,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
129,"CurrencyAfflictionOrbAbyss","Art/2DItems/Currency/Delirium/DeliriumOrbAbyss.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,20000,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
130,"CurrencyAfflictionOrbPerandus","Art/2DItems/Currency/Delirium/DeliriumOrbExpedition.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,21254,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
131,"CurrencyAfflictionOrbHarbinger","Art/2DItems/Currency/Delirium/DeliriumOrbCurrency.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,22903,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
132,"CurrencyAfflictionOrbBreach","Art/2DItems/Currency/Delirium/DeliriumOrbBreach.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,30086,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
133,"CurrencyAfflictionOrbEssences","Art/2DItems/Currency/Delirium/DeliriumOrbEssence.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,405,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
134,"CurrencyAfflictionOrbFragments","Art/2DItems/Currency/Delirium/DeliriumOrbFragments.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,28822,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
135,"CurrencyAfflictionOrbScarabs","Art/2DItems/Currency/Delirium/DeliriumOrbScarabs.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,41734,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
136,"CurrencyAfflictionOrbFossils","Art/2DItems/Currency/Delirium/DeliriumOrbFossils.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,50298,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
137,"CurrencyAfflictionOrbProphecies","Art/2DItems/Currency/Delirium/DeliriumOrbCurrency.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,7,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
138,"CurrencyAfflictionOrbDivinationCards","Art/2DItems/Currency/Delirium/DeliriumOrbDivinationCards.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,41611,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
139,"CurrencyAfflictionOrbGeneric","Art/2DItems/Currency/Delirium/DeliriumOrbGeneric.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,20582,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
140,"CurrencyAfflictionOrbTalismans_","Art/2DItems/Currency/Delirium/DeliriumOrbTalismans.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,56153,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
141,"CurrencyAfflictionOrbLabyrinth","Art/2DItems/Currency/Delirium/DeliriumOrbLabyrinth.dds","Metadata/Items/Currency/CurrencyOrb.ao",33,22402,"",[],[],[],[],[],[],[],"","","","","","","",9,13,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],"","","","",[]
