"rownum","Id","Base_ENVFile","Corrupted_ENVFiles","QuestFlag1","QuestFlag2","[i32]_64","EnvironmentTransitionsKey","PreloadGroup","bool_112","f32_113"
1000,"HideoutSynthesisHub","Metadata/EnvironmentSettings/HideoutSynthesisHub.env",[],[],[],[],"","","",0
1001,"HideoutVeritaniaArena","Metadata/EnvironmentSettings/HideoutVeritaniaArena.env",[],[],[],[],"","","",0
1002,"HideoutBlankBlack","Metadata/EnvironmentSettings/HideoutBlankBlack.env",[],[],[],[],"","","",0
1003,"HideoutVeritaniaArena_Rotate","Metadata/EnvironmentSettings/HideoutVeritaniaArena.env","[""Metadata/EnvironmentSettings/HideoutVeritaniaArenaEntrance.env""]",[],[],[],0,"","",0
1004,"HideoutOlrothArena","Metadata/EnvironmentSettings/HideoutOlrothArena.env","[""Metadata/EnvironmentSettings/HideoutOlrothArenaEntrance.env""]",[],[],[],0,"","",0
1005,"HideoutLight","Metadata/EnvironmentSettings/HideoutLight.env",[],[],[],[],"","","",0
1006,"HideoutLight2","Metadata/EnvironmentSettings/HideoutLight2.env",[],[],[],[],"","","",0
1007,"HideoutLight3","Metadata/EnvironmentSettings/HideoutLight3.env",[],[],[],[],"","","",0
1008,"HideoutLight3_2","Metadata/EnvironmentSettings/HideoutLight3_2.env",[],[],[],[],"","","",0
1009,"HideoutLight4","Metadata/EnvironmentSettings/HideoutLight4.env",[],[],[],[],"","","",0
1010,"HideoutDark","Metadata/EnvironmentSettings/HideoutDark.env",[],[],[],[],"","","",0
1011,"HideoutArenaBlackStar","Metadata/EnvironmentSettings/HideoutArenaBlackStar.env",[],[],[],[],"","","",0
1012,"HideoutArenaInfiniteHunger","Metadata/EnvironmentSettings/HideoutArenaInfiniteHunger.env",[],[],[],[],"","","",0
1013,"HideoutCosmicAtlas","Metadata/EnvironmentSettings/HideoutCosmicAtlas.env",[],[],[],[],"","","",0
1014,"HideoutArenaEaterOfWorlds","Metadata/EnvironmentSettings/HideoutArenaEaterOfWorlds.env",[],[],[],[],"","","",0
1015,"HideoutArenaSearingExarch","Metadata/EnvironmentSettings/HideoutArenaSearingExarch.env",[],[],[],[],"","","",0
1016,"HideoutBeaconOfSalvation","Metadata/EnvironmentSettings/HideoutBeaconOfSalvation.env",[],[],[],[],"","","",0
1017,"HideoutExilecon23_Level1","Metadata/EnvironmentSettings/HideoutExilecon23_Level1.env",[],[],[],[],"","","",0
1018,"HideoutExilecon23_Level2","Metadata/EnvironmentSettings/HideoutExilecon23_Level2.env",[],[],[],[],"","","",0
1019,"HideoutExilecon23_Level3","Metadata/EnvironmentSettings/HideoutExilecon23_Level3.env",[],[],[],[],"","","",0
1020,"HideoutCrucible","Metadata/EnvironmentSettings/HideoutCrucible.env",[],[],[],[],"","","",0
1021,"HideoutAncestralTrial","Metadata/EnvironmentSettings/HideoutAncestralTrial.env",[],[],[],[],"","","",0
1022,"HideoutEnigma","Metadata/EnvironmentSettings/HideoutEnigma_02.env",[],[],[],[],"","","",0
1023,"HideoutMistWood","Metadata/EnvironmentSettings/HideoutMistWood.env",[],[],[],[],"","","",0
1024,"HideoutWorldTurtle","Metadata/EnvironmentSettings/HideoutWorldTurtle.env",[],[],[],[],"","","",0
1025,"HideoutLake","Metadata/EnvironmentSettings/HideoutLake.env",[],[],[],[],"","","",0
1026,"HideoutLakeEvil","Metadata/EnvironmentSettings/HideoutLakeEvil.env",[],[],[],[],"","","",0
1027,"HideoutRacetrack","Metadata/EnvironmentSettings/HideoutRacetrack.env",[],[],[],[],"","","",0
1028,"HideoutDreadnought","Metadata/EnvironmentSettings/Hideouts/HideoutDreadnought.env",[],[],[],[],"","","",0
1029,"HideoutSummit","Metadata/EnvironmentSettings/Hideouts/HideoutSummit.env",[],[],[],[],"","","",0
1030,"HideoutArcaneIsle","Metadata/EnvironmentSettings/Hideouts/HideoutArcaneIsle.env",[],[],[],[],"","","",0
1031,"HideoutShipwreck","Metadata/EnvironmentSettings/Hideouts/HideoutShipwreck.env",[],[],[],[],"","","",0
1032,"HideoutSacrifice","Metadata/EnvironmentSettings/Hideouts/HideoutSacrifice.env",[],[],[],[],"","","",0
1033,"HideoutVerdant","Metadata/EnvironmentSettings/Hideouts/HideoutVerdant.env",[],[],[],[],"","","",0
1034,"HideoutBlankUrban","Metadata/EnvironmentSettings/Hideouts/HideoutBlankUrban.env",[],[],[],[],"","","",0
1035,"HideoutBlankMountain","Metadata/EnvironmentSettings/Hideouts/HideoutBlankMountain.env",[],[],[],[],"","","",0
1036,"HideoutBlankDesert2","Metadata/EnvironmentSettings/Hideouts/HideoutBlankDesert2.env",[],[],[],[],"","","",0
1037,"HideoutBlankCrypt","Metadata/EnvironmentSettings/Hideouts/HideoutBlankCrypt.env",[],[],[],[],"","","",0
1038,"HideoutSunkenPalace","Metadata/EnvironmentSettings/Hideouts/HideoutSunkenPalace.env",[],[],[],[],"","","",0
1039,"HideoutColossalTitan","Metadata/EnvironmentSettings/Hideouts/HideoutColossalTitan.env",[],[],[],[],"","","",0
1040,"HideoutVampireManor","Metadata/EnvironmentSettings/Hideouts/HideoutVampireManor.env",[],[],[],[],"","","",0
1041,"HideoutArenaIncursion","Metadata/EnvironmentSettings/Hideouts/HideoutArenaIncursion.env",[],[],[],[],"","","",0
1042,"HideoutBlankVolcanicCave","Metadata/EnvironmentSettings/Hideouts/HideoutBlankVolcanicCave.env",[],[],[],[],"","","",0
1043,"HideoutBlankJungle","Metadata/EnvironmentSettings/Hideouts/HideoutBlankJungle.env",[],[],[],[],"","","",0
1044,"HideoutRemidusMonastery","Metadata/EnvironmentSettings/Hideouts/HideoutRemidusMonastery.env",[],[],[],[],"","","",0
1045,"MissionCave1","Metadata/EnvironmentSettings/MissionCave1.env",[],[],[],[],"","","",0
1046,"MissionCave2","Metadata/EnvironmentSettings/MissionCave2.env",[],[],[],[],"","","",0
1047,"MissionCave3","Metadata/EnvironmentSettings/MissionCave3.env",[],[],[],[],"","","",0
1048,"MissionPrison1","Metadata/EnvironmentSettings/MissionPrison1.env",[],[],[],[],"","","",0
1049,"MissionChamber1","Metadata/EnvironmentSettings/MissionChamber1.env",[],[],[],[],"","","",0
1050,"MissionChurch1","Metadata/EnvironmentSettings/MissionChurch1.env",[],[],[],[],"","","",0
1051,"MissionDen1","Metadata/EnvironmentSettings/MissionDen1.env",[],[],[],[],"","","",0
1052,"MissionInca1","Metadata/EnvironmentSettings/MissionInca1.env",[],[],[],[],"","","",0
1053,"MissionSpider1","Metadata/EnvironmentSettings/MissionSpider1.env",[],[],[],[],"","","",0
1054,"MissionChurch2","Metadata/EnvironmentSettings/MissionChurch2.env",[],[],[],[],"","","",0
1055,"MissionJail1","Metadata/EnvironmentSettings/MissionJail1.env",[],[],[],[],"","","",0
1056,"MissionLibrary1","Metadata/EnvironmentSettings/MissionLibrary1.env",[],[],[],[],"","","",0
1057,"MissionScepter1","Metadata/EnvironmentSettings/MissionScepter1.env",[],[],[],[],"","","",0
1058,"MissionSewers1","Metadata/EnvironmentSettings/MissionSewers1.env",[],[],[],[],"","","",0
1059,"MissionTemple1","Metadata/EnvironmentSettings/MissionSolaris1.env",[],[],[],[],"","","",0
1060,"MissionTemple2","Metadata/EnvironmentSettings/MissionLunaris1.env",[],[],[],[],"","","",0
1061,"MissionWarehouse1","Metadata/EnvironmentSettings/MissionWarehouse1.env",[],[],[],[],"","","",0
1062,"MissionBasement1","Metadata/EnvironmentSettings/MissionBasement1.env",[],[],[],[],"","","",0
1063,"MissionSlavePens1","Metadata/EnvironmentSettings/MissionSlavePens1.env",[],[],[],[],"","","",0
1064,"DenCave1","Metadata/EnvironmentSettings/DenWetCave.env",[],[],[],[],"","","",0
1065,"DenPrison1","Metadata/EnvironmentSettings/DenPrison1.env",[],[],[],[],"","","",0
1066,"DenChamber1","Metadata/EnvironmentSettings/DenChamber1.env",[],[],[],[],"","","",0
1067,"DenChurch1","Metadata/EnvironmentSettings/DenChurch1.env",[],[],[],[],"","","",0
1068,"DenDen1","Metadata/EnvironmentSettings/DenDen1.env",[],[],[],[],"","","",0
1069,"DenInca1","Metadata/EnvironmentSettings/DenInca1.env",[],[],[],[],"","","",0
1070,"DenSpider1","Metadata/EnvironmentSettings/DenSpider1.env",[],[],[],[],"","","",0
1071,"DenChurch2","Metadata/EnvironmentSettings/DenChurch2.env",[],[],[],[],"","","",0
1072,"DenJail1","Metadata/EnvironmentSettings/DenJail1.env",[],[],[],[],"","","",0
1073,"DenLibrary1","Metadata/EnvironmentSettings/DenLibrary1.env",[],[],[],[],"","","",0
1074,"DenScepter1","Metadata/EnvironmentSettings/DenScepter1.env",[],[],[],[],"","","",0
1075,"DenSewers1","Metadata/EnvironmentSettings/DenSewers1.env",[],[],[],[],"","","",0
1076,"DenTemple1","Metadata/EnvironmentSettings/DenSolaris1.env",[],[],[],[],"","","",0
1077,"DenTemple2","Metadata/EnvironmentSettings/DenLunaris1.env",[],[],[],[],"","","",0
1078,"DenWarehouse1","Metadata/EnvironmentSettings/DenWarehouse1.env",[],[],[],[],"","","",0
1079,"DenBasement1","Metadata/EnvironmentSettings/DenBasement1.env",[],[],[],[],"","","",0
1080,"DenSlavePens1","Metadata/EnvironmentSettings/DenSlavePens1.env",[],[],[],[],"","","",0
1081,"ArenaCave1","Metadata/EnvironmentSettings/ArenaWetCave.env",[],[],[],[],"","","",0
1082,"ArenaPrison1","Metadata/EnvironmentSettings/ArenaPrison1.env",[],[],[],[],"","","",0
1083,"ArenaChamber1","Metadata/EnvironmentSettings/ArenaChamber1.env",[],[],[],[],"","","",0
1084,"ArenaChurch1","Metadata/EnvironmentSettings/ArenaChurch1.env",[],[],[],[],"","","",0
1085,"ArenaDen1","Metadata/EnvironmentSettings/ArenaDen1.env",[],[],[],[],"","","",0
1086,"ArenaInca1","Metadata/EnvironmentSettings/ArenaInca1.env",[],[],[],[],"","","",0
1087,"ArenaSpider1","Metadata/EnvironmentSettings/ArenaSpider1.env",[],[],[],[],"","","",0
1088,"ArenaChurch2","Metadata/EnvironmentSettings/ArenaChurch2.env",[],[],[],[],"","","",0
1089,"ArenaJail1","Metadata/EnvironmentSettings/ArenaJail1.env",[],[],[],[],"","","",0
1090,"ArenaLibrary1","Metadata/EnvironmentSettings/ArenaLibrary1.env",[],[],[],[],"","","",0
1091,"ArenaScepter1","Metadata/EnvironmentSettings/ArenaScepter1.env",[],[],[],[],"","","",0
1092,"ArenaSewers1","Metadata/EnvironmentSettings/ArenaSewers1.env",[],[],[],[],"","","",0
1093,"ArenaTemple1","Metadata/EnvironmentSettings/ArenaSolaris1.env",[],[],[],[],"","","",0
1094,"ArenaTemple2","Metadata/EnvironmentSettings/ArenaLunaris1.env",[],[],[],[],"","","",0
1095,"ArenaWarehouse1","Metadata/EnvironmentSettings/ArenaWarehouse1.env",[],[],[],[],"","","",0
1096,"ArenaBasement1","Metadata/EnvironmentSettings/ArenaBasement1.env",[],[],[],[],"","","",0
1097,"ArenaSlavePens1","Metadata/EnvironmentSettings/ArenaSlavePens1.env",[],[],[],[],"","","",0
1098,"DailyCaveRiver","Metadata/EnvironmentSettings/DailyCaveRiver.env",[],[],[],[],"","","",0
1099,"DailyCaveTunnels","Metadata/EnvironmentSettings/DailyCaveTunnels.env",[],[],[],[],"","","",0
1100,"DailyChurch2","Metadata/EnvironmentSettings/DailyChurch2.env",[],[],[],[],"","","",0
1101,"DailyChurchNecropolis","Metadata/EnvironmentSettings/DailyChurchNecropolis.env",[],[],[],[],"","","",0
1102,"DailyDarkForest","Metadata/EnvironmentSettings/DailyDarkForest.env",[],[],[],[],"","","",0
1103,"DailyDryForest2","Metadata/EnvironmentSettings/DailyDryForest2.env",[],[],[],[],"","","",0
1104,"DailyDryForest","Metadata/EnvironmentSettings/DailyDryForest.env",[],[],[],[],"","","",0
1105,"DailyForest2","Metadata/EnvironmentSettings/DailyForest2.env",[],[],[],[],"","","",0
1106,"DailyGardens3","Metadata/EnvironmentSettings/DailyGardens3.env",[],[],[],[],"","","",0
1107,"DailyGraveyard","Metadata/EnvironmentSettings/DailyGraveyard.env",[],[],[],[],"","","",0
1108,"DailyIncaMaze","Metadata/EnvironmentSettings/DailyIncaMaze.env",[],[],[],[],"","","",0
1109,"DailyIndustrialDocks2","Metadata/EnvironmentSettings/DailyIndustrialDocks2.env",[],[],[],[],"","","",0
1110,"DailyJail2","Metadata/EnvironmentSettings/DailyJail2.env",[],[],[],[],"","","",0
1111,"DailyLedge","Metadata/EnvironmentSettings/DailyLedge.env",[],[],[],[],"","","",0
1112,"DailyLibrary2","Metadata/EnvironmentSettings/DailyLibrary2.env",[],[],[],[],"","","",0
1113,"DailyLibrary","Metadata/EnvironmentSettings/DailyLibrary.env",[],[],[],[],"","","",0
1114,"DailyLunaris","Metadata/EnvironmentSettings/DailyLunrais.env",[],[],[],[],"","","",0
1115,"DailyMarketArcade","Metadata/EnvironmentSettings/DailyMarket.env",[],[],[],[],"","","",0
1116,"DailyPoolsStreams","Metadata/EnvironmentSettings/DailyPoolsStreams.env",[],[],[],[],"","","",0
1117,"DailyPortal","Metadata/EnvironmentSettings/DailyPortal.env",[],[],[],[],"","","",0
1118,"DailyPrison2","Metadata/EnvironmentSettings/DailyPrison2.env",[],[],[],[],"","","",0
1119,"DailyRuinedTempleForest2","Metadata/EnvironmentSettings/DailyRuinedTempleForest2.env",[],[],[],[],"","","",0
1120,"DailyScepter3","Metadata/EnvironmentSettings/DailyScepter3.env",[],[],[],[],"","","",0
1121,"DailySewers","Metadata/EnvironmentSettings/DailySewers.env",[],[],[],[],"","","",0
1122,"DailyShipGraveyard","Metadata/EnvironmentSettings/DailyShipgraveyard.env",[],[],[],[],"","","",0
1123,"DailySlumGhetto","Metadata/EnvironmentSettings/DailySlumGhetto.env",[],[],[],[],"","","",0
1124,"DailySolaris","Metadata/EnvironmentSettings/DailySolaris.env",[],[],[],[],"","","",0
1125,"DailySpiderForest","Metadata/EnvironmentSettings/DailySpiderForest.env",[],[],[],[],"","","",0
1126,"DailySpiderGrove","Metadata/EnvironmentSettings/DailySpiderGrove.env",[],[],[],[],"","","",0
1127,"DailySwampBog","Metadata/EnvironmentSettings/DailySwampBog.env",[],[],[],[],"","","",0
1128,"DailyTerraces","Metadata/EnvironmentSettings/DailyTerraces.env",[],[],[],[],"","","",0
1129,"DailyThicket","Metadata/EnvironmentSettings/DailyThicket.env",[],[],[],[],"","","",0
1130,"DailyWarehouses","Metadata/EnvironmentSettings/DailyWarehouse.env",[],[],[],[],"","","",0
1131,"DailyWaterfallCave","Metadata/EnvironmentSettings/DailyWaterfallCave.env",[],[],[],[],"","","",0
1132,"DailyBeachSmall","Metadata/EnvironmentSettings/DailyBeachSmall.env",[],[],[],[],"","","",0
1133,"DailyForestSmall","Metadata/EnvironmentSettings/DailyForestSmall.env",[],[],[],[],"","","",0
1134,"DailySlumsSmall","Metadata/EnvironmentSettings/DailySlumsSmall.env",[],[],[],[],"","","",0
1135,"DailyDriedLake","Metadata/EnvironmentSettings/DailyDriedLake.env",[],[],[],[],"","","",0
1136,"Master_TH_shipgraveyard","Metadata/EnvironmentSettings/Master_TH_shipgraveyard.env",[],[],[],[],"","","",0
1137,"Master_TH_shipgraveyard_cave","Metadata/EnvironmentSettings/Master_TH_shipgraveyard_cave.env",[],[],[],[],"","","",0
1138,"Master_SP_volcano","Metadata/EnvironmentSettings/Master_SP_volcano.env",[],[],[],[],"","","",0
1139,"MissionTemplarInca1","Metadata/EnvironmentSettings/MissionTemplarInca1.env",[],[],[],[],"","","",0
1140,"MissionTemplarChamber1","Metadata/EnvironmentSettings/MissionTemplarChamber1.env",[],[],[],[],"","","",0
1141,"MissionTemplarChurch1","Metadata/EnvironmentSettings/MissionTemplarChurch1.env",[],[],[],[],"","","",0
1142,"MissionTemplarTemple1","Metadata/EnvironmentSettings/MissionTemplarTemple1.env",[],[],[],[],"","","",0
1143,"MissionTemplarTemple2","Metadata/EnvironmentSettings/MissionTemplarTemple2.env",[],[],[],[],"","","",0
1144,"MissionTemplarChurch2","Metadata/EnvironmentSettings/MissionTemplarChurch2.env",[],[],[],[],"","","",0
1145,"MissionTemplarLibrary1","Metadata/EnvironmentSettings/MissionTemplarLibrary1.env",[],[],[],[],"","","",0
1146,"MissionTemplarScepter1","Metadata/EnvironmentSettings/MissionTemplarScepter1.env",[],[],[],[],"","","",0
1147,"MissionTemplarPrison1","Metadata/EnvironmentSettings/MissionTemplarPrison1.env",[],[],[],[],"","","",0
1148,"testtown","Metadata/EnvironmentSettings/testtown.env",[],[],[],[],"","","",0
1149,"pvpTown","Metadata/EnvironmentSettings/pvptown.env",[],[],[],[],"","","",0
1150,"DarkshrineCorrupted","Metadata/EnvironmentSettings/1_3_14_1_prophecy.env",[],[],[],[],"","","",0
1151,"EndGameSwampFetid_prophecy","Metadata/EnvironmentSettings/EndGameSwampFetid_prophecy.env",[],[],[],[],"","","",0
1152,"anim_test","Metadata/EnvironmentSettings/anim_test.env",[],[],[],[],"","","",0
1153,"allblack_test","Metadata/EnvironmentSettings/allblack_test.env",[],[],[],[],"","","",0
1154,"physics_test","Metadata/EnvironmentSettings/physics_test.env",[],[],[],[],"","","",0
1155,"new_login_test","Metadata/EnvironmentSettings/CharacterSelectOriath.env",[],[],[],[],"","","",0
1156,"cinematic_kitava","Metadata/EnvironmentSettings/CharacterSelectOriath_Filming.env",[],[],[],[],"","","",0
1157,"cinematic_cargohold","Metadata/EnvironmentSettings/cinematic_cargohold.env",[],[],[],[],"","","",0
1158,"cinematic_cargohold2","Metadata/EnvironmentSettings/cinematic_cargohold2.env",[],[],[],[],"","","",0
1159,"TimeStop","Metadata/EnvironmentSettings/TimeStop.env",[],[],[],[],"","","",0
1160,"LunarisCelestial","Metadata/EnvironmentSettings/2_3_13_moon_celestial.env",[],[],[],[],"","","",0
1161,"SolarisCelestial","Metadata/EnvironmentSettings/2_3_13_sun_celestial.env",[],[],[],[],"","","",0
1162,"LegionLeague","Metadata/EnvironmentSettings/LegionLeague.env",[],[],[],[],"",48,"",0
1163,"LegionLeagueWorld","Metadata/EnvironmentSettings/LegionLeagueWorld.env",[],[],[],[],"",48,"",0
1164,"LegionLeagueWorldExposure","Metadata/EnvironmentSettings/LegionLeagueWorldExposure.env",[],[],[],[],"",48,"",0
1165,"LegionLeagueWorldBattle","Metadata/EnvironmentSettings/LegionLeagueWorldBattle.env",[],[],[],[],"",48,"",0
1166,"LegionLeagueWorldPostBattle","Metadata/EnvironmentSettings/LegionLeagueWorldPostBattle.env",[],[],[],[],"",48,"",0
1167,"LeagueBreachPhysical","Metadata/EnvironmentSettings/LeagueBreachPhysical.env",[],[],[],[],"","","",0
1168,"LeagueBreachCold","Metadata/EnvironmentSettings/LeagueBreachCold.env",[],[],[],[],"","","",0
1169,"LeagueBreachFire","Metadata/EnvironmentSettings/LeagueBreachFire.env",[],[],[],[],"","","",0
1170,"LeagueBreachLightning","Metadata/EnvironmentSettings/LeagueBreachLightning.env",[],[],[],[],"","","",0
1171,"LeagueBreachChaos","Metadata/EnvironmentSettings/LeagueBreachChaos.env",[],[],[],[],"","","",0
1172,"LeagueBrequelEncounter","Metadata/EnvironmentSettings/LeagueBrequelEncounter.env",[],[],[],[],"",75,"",0
1173,"InfectedMap","Metadata/EnvironmentSettings/BlightLeagueInfected.env",[],[],[],[],"",50,"",0
1174,"InfectedMapEncounter","Metadata/EnvironmentSettings/BlightLeagueInfectedEncounter.env",[],[],[],[],"",50,"",0
1175,"BlightEncounter","Metadata/EnvironmentSettings/BlightLeagueEncounter.env",[],[],[],[],"",50,"",0
1176,"MetamorphBattle","Metadata/EnvironmentSettings/MetamorphosisBattle.env",[],[],[],[],"",51,"",0
1177,"LeagueAfflictionBossArena","Metadata/EnvironmentSettings/LeagueAffliction_BossArena.env",[],[],[],[],"","","",0
1178,"LeagueAfflictionEncounter","Metadata/EnvironmentSettings/LeagueAfflictionEncounter.env",[],[],[],[],"","","",0
1179,"LeagueAfflictionEncounterMap","Metadata/EnvironmentSettings/LeagueAfflictionEncounter.env",[],[],[],[],"","","",0
1180,"LeagueAfflictionAct6","Metadata/EnvironmentSettings/LeagueAffliction_Act6.env",[],[],[],[],"","","",0
1181,"LeagueAfflictionAct4","Metadata/EnvironmentSettings/LeagueAffliction_Act4.env",[],[],[],[],"","","",0
1182,"LeagueAfflictionAct7","Metadata/EnvironmentSettings/LeagueAffliction_Act7.env",[],[],[],[],"","","",0
1183,"LeagueAfflictionAct8","Metadata/EnvironmentSettings/LeagueAffliction_Act8.env",[],[],[],[],"","","",0
1184,"LeagueAfflictionAct10","Metadata/EnvironmentSettings/LeagueAffliction_Act10.env",[],[],[],[],"","","",0
1185,"LeagueAfflictionTownActive","Metadata/EnvironmentSettings/LeagueAffliction_TownActive.env",[],[],[],[],"","","",0
1186,"LeagueAfflictionAct6MusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Act6_MusicOnly.env",[],[],[],[],"","","",0
1187,"LeagueAfflictionAct4MusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Act4_MusicOnly.env",[],[],[],[],"","","",0
1188,"LeagueAfflictionAct7MusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Act7_MusicOnly.env",[],[],[],[],"","","",0
1189,"LeagueAfflictionAct8MusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Act8_MusicOnly.env",[],[],[],[],"","","",0
1190,"LeagueAfflictionAct10MusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Act10_MusicOnly.env",[],[],[],[],"","","",0
1191,"LeagueAfflictionTownActiveBoss","Metadata/EnvironmentSettings/LeagueAffliction_TownActiveBoss.env",[],[],[],[],"","","",0
1192,"LeagueAfflictionWildBossMusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Boss_MusicOnly.env",[],[],[],[],"",52,"",0
1193,"HeistCinematicEnv1","Metadata/EnvironmentSettings/HeistCinematic1.env",[],[],[],[],"","","",0
1194,"HeistCinematicEnv2","Metadata/EnvironmentSettings/HeistCinematic2.env",[],[],[],[],"","","",0
1195,"HeistHub1","Metadata/EnvironmentSettings/Heist_Hub1.env",[],[],[],[],"","","",0
1196,"HeistOps1","Metadata/EnvironmentSettings/Heist_Ops1.env",[],[],[],[],"","","",0
1197,"HeistControlBlocks1","Metadata/EnvironmentSettings/Heist_ControlBlocks1.env",[],[],[],[],"","","",0
1198,"HeistControlBlocks2","Metadata/EnvironmentSettings/Heist_ControlBlocks2.env",[],[],[],[],"","","",0
1199,"HeistControlBlocks3","Metadata/EnvironmentSettings/Heist_ControlBlocks3.env",[],[],[],[],"","","",0
1200,"HeistDungeon1","Metadata/EnvironmentSettings/Heist_Dungeon1.env",[],[],[],[],"","","",0
1201,"HeistDungeon2","Metadata/EnvironmentSettings/Heist_Dungeon2.env",[],[],[],[],"","","",0
1202,"HeistDungeon3","Metadata/EnvironmentSettings/Heist_Dungeon3.env",[],[],[],[],"","","",0
1203,"HeistMines1","Metadata/EnvironmentSettings/Heist_Mines1.env",[],[],[],[],"","","",0
1204,"HeistMines2","Metadata/EnvironmentSettings/Heist_Mines2.env",[],[],[],[],"","","",0
1205,"HeistMines3","Metadata/EnvironmentSettings/Heist_Mines3.env",[],[],[],[],"","","",0
1206,"HeistReliquary1","Metadata/EnvironmentSettings/HeistReliquary1.env",[],[],[],[],"","","",0
1207,"HeistReliquary2","Metadata/EnvironmentSettings/HeistReliquary2.env",[],[],[],[],"","","",0
1208,"HeistReliquary3","Metadata/EnvironmentSettings/HeistReliquary3.env",[],[],[],[],"","","",0
1209,"HeistLibrary1","Metadata/EnvironmentSettings/HeistLibrary1.env",[],[],[],[],"","","",0
1210,"HeistLibrary2","Metadata/EnvironmentSettings/HeistLibrary2.env",[],[],[],[],"","","",0
1211,"HeistLibrary3","Metadata/EnvironmentSettings/HeistLibrary3.env",[],[],[],[],"","","",0
1212,"HeistLibraryGarden","Metadata/EnvironmentSettings/HeistLibraryEntranceGarden.env",[],[],[],[],"","","",0
1213,"HeistRobotTunnels1","Metadata/EnvironmentSettings/HeistRobotTunnels1.env",[],[],[],[],"","","",0
1214,"HeistRobotTunnels2","Metadata/EnvironmentSettings/HeistRobotTunnels2.env",[],[],[],[],"","","",0
1215,"HeistRobotTunnels3","Metadata/EnvironmentSettings/HeistRobotTunnels3.env",[],[],[],[],"","","",0
1216,"HeistRobotTunnelsCanals","Metadata/EnvironmentSettings/HeistRobotTunnelsCanals.env",[],[],[],[],"","","",0
1217,"HeistSewers1","Metadata/EnvironmentSettings/HeistSewers1.env",[],[],[],[],"","","",0
1218,"HeistSewers2","Metadata/EnvironmentSettings/HeistSewers2.env",[],[],[],[],"","","",0
1219,"HeistSewers3","Metadata/EnvironmentSettings/HeistSewers3.env",[],[],[],[],"","","",0
1220,"HeistSewersArcade","Metadata/EnvironmentSettings/HeistSewersArcade.env",[],[],[],[],"","","",0
1221,"HeistSewersLeadIn","Metadata/EnvironmentSettings/HeistLeadin_Sewers1.env",[],[],[],[],"","","",0
1222,"HeistCourts1","Metadata/EnvironmentSettings/HeistCourts1.env",[],[],[],[],"","","",0
1223,"HeistCourts2","Metadata/EnvironmentSettings/HeistCourts2.env",[],[],[],[],"","","",0
1224,"HeistCourts3","Metadata/EnvironmentSettings/HeistCourts3.env",[],[],[],[],"","","",0
1225,"HeistCourtsSanctum","Metadata/EnvironmentSettings/HeistCourtsSanctum.env",[],[],[],[],"","","",0
1226,"HeistMansion1","Metadata/EnvironmentSettings/Heist_Mansion1.env",[],[],[],[],"","","",0
1227,"HeistMansion2","Metadata/EnvironmentSettings/Heist_Mansion2.env",[],[],[],[],"","","",0
1228,"HeistMansion3","Metadata/EnvironmentSettings/Heist_Mansion3.env",[],[],[],[],"","","",0
1229,"HeistLeadin_Cellar1","Metadata/EnvironmentSettings/HeistLeadin_Cellar1.env",[],[],[],[],"","","",0
1230,"HeistLeadin_Chimney1","Metadata/EnvironmentSettings/HeistLeadin_Chimney1.env",[],[],[],[],"","","",0
1231,"HeistLeadin_CaveToMine1","Metadata/EnvironmentSettings/HeistLeadin_CaveToMine1.env",[],[],[],[],"","","",0
1232,"HeistLeadin_FoothillsToMine1","Metadata/EnvironmentSettings/HeistLeadin_FoothillsToMine1.env",[],[],[],[],"","","",0
1233,"HeistLeadin_Garden1","Metadata/EnvironmentSettings/HeistLeadin_Garden1.env",[],[],[],[],"","","",0
1234,"HeistLeadin_Ossuary1","Metadata/EnvironmentSettings/HeistLeadin_Ossuary1.env",[],[],[],[],"","","",0
1235,"HeistBoss_AdmiralDarnaw","Metadata/EnvironmentSettings/HeistBoss_AdmiralDarnaw1.env",[],[],[],[],"","","",0
1236,"HeistBoss_FreidrichTarollo","Metadata/EnvironmentSettings/HeistBoss_FreidrichTarollo1.env",[],[],[],[],"","","",0
1237,"HeistBoss_Jamanra","Metadata/EnvironmentSettings/HeistBoss_Jamanra.env",[],[],[],[],"","","",0
1238,"HeistBoss_Nashta","Metadata/EnvironmentSettings/HeistBoss_Nashta.env",[],[],[],[],"","","",0
1239,"HeistBoss_Twins","Metadata/EnvironmentSettings/HeistBoss_Twins.env",[],[],[],[],"","","",0
1240,"HeistBoss_Unbreakable","Metadata/EnvironmentSettings/HeistBoss_Unbreakable1.env",[],[],[],[],"","","",0
1241,"HeistBoss_FightMusic","Metadata/EnvironmentSettings/HeistBossFight.env",[],[],[],[],"","","",0
1242,"LeagueHarvest","Metadata/EnvironmentSettings/LeagueHarvest.env",[],[],[],[],"",53,"",0
1243,"LeagueHarvestCombat","Metadata/EnvironmentSettings/LeagueHarvestCombat.env",[],[],[],[],"",53,"",0
1244,"LeagueHarvestFinalBoss","Metadata/EnvironmentSettings/LeagueHarvestFinalBoss.env",[],[],[],[],"",53,"",0
