"rownum","BetrayalJobsKey","BetrayalTargetsKey","BetrayalRanksKey","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Description2","Description2 (French)","Description2 (German)","Description2 (Japanese)","Description2 (Korean)","Description2 (Portuguese)","Description2 (Russian)","Description2 (Spanish)","Description2 (Thai)","Description2 (Traditional Chinese)"
158,3,12,3,"Seizing Bestiary Scarabs","Usurpe des Scarabées du Bestiaire","Stellt Bestiarium-Skarabäen sicher","ベスティアリースカラベの強奪","점유한 야수 도감 갑충석","Confiscando Escaravelhos do Bestiário","Захватывает скарабеев Бестиария","Atrapar escarabajos de bestiario","ยึดครองสคารับรวมสัตว์","捉住獸獵聖甲蟲","Looting Bestiary Scarabs","Ramasse des Scarabées du Bestiaire","Erbeutet Bestiary-Skarabäen","ベスティアリースカラベの略奪","획득한 야수 도감 갑충석","Coletando Escaravelhos do Bestiário","Собирает скарабеев Бестиария","Sustraer escarabajos de bestiario","ปล้นสคารับรวมสัตว์","用項鍊屬性博弈"
159,1,12,1,"Channeling the First Ones","Canalise les Premiers","Beschwört die Ersten","最初のものたちとの交信","최초의 존재들에 연결","Canalizando os Primeiros Seres","Призывает Первых","Canalizar a los Primeros","ถ่ายทอดพลังจากเทพผู้บุกเบิก","引導初始者","Smuggling Amulets (Trapped Chests!)","Fait de la contrebande d'Amulettes (dans des coffres piégés !)","Schmuggelt Amulette (Truhen mit Fallen!)","アミュレットの密輸（トラップチェスト！）","밀수한 목걸이 (덫 상자!)","Contrabandeando Amuletos (Baús Trancados!)","Тайно провозит амулеты (ловушки в сундуках!)","Traficar con amuletos (¡Cofres atrapados!)","ลอบขนสร้อย (หีบติดกับดัก!)","走私項鍊（陷阱寶箱！）"
160,1,12,2,"Channeling the First Ones","Canalise les Premiers","Beschwört die Ersten","最初のものたちとの交信","최초의 존재들에 연결","Canalizando os Primeiros Seres","Призывает Первых","Canalizar a los Primeros","ถ่ายทอดพลังจากเทพผู้บุกเบิก","引導初始者","Smuggling Amulets (Trapped Chests!)","Fait de la contrebande d'Amulettes (dans des coffres piégés !)","Schmuggelt Amulette (Truhen mit Fallen!)","アミュレットの密輸（トラップチェスト！）","밀수한 목걸이 (덫 상자!)","Contrabandeando Amuletos (Baús Trancados!)","Тайно провозит амулеты (ловушки в сундуках!)","Traficar con amuletos (¡Cofres atrapados!)","ลอบขนสร้อย (หีบติดกับดัก!)","走私項鍊（陷阱寶箱！）"
161,1,12,3,"Channeling the First Ones","Canalise les Premiers","Beschwört die Ersten","最初のものたちとの交信","최초의 존재들에 연결","Canalizando os Primeiros Seres","Призывает Первых","Canalizar a los Primeros","ถ่ายทอดพลังจากเทพผู้บุกเบิก","引導初始者","Smuggling Amulets (Trapped Chests!)","Fait de la contrebande d'Amulettes (dans des coffres piégés !)","Schmuggelt Amulette (Truhen mit Fallen!)","アミュレットの密輸（トラップチェスト！）","밀수한 목걸이 (덫 상자!)","Contrabandeando Amuletos (Baús Trancados!)","Тайно провозит амулеты (ловушки в сундуках!)","Traficar con amuletos (¡Cofres atrapados!)","ลอบขนสร้อย (หีบติดกับดัก!)","走私項鍊（陷阱寶箱！）"
162,2,12,1,"Carrying Talismans on Pilgrimage","Emporte des Talismans en pélerinage","Trägt Talismane auf Pilgerfahrten","タリスマンを携えた巡礼","순례 중에 소지한 부적","Carregando Talismãs em Peregrinação","Отправляется в паломничество с талисманами","Portar talismanes en peregrinaje","พกพาสร้อยเครื่องรางระหว่างการออกแสวงบุญ","朝聖時攜帶魔符","Transporting Amulets","Transporte des Amulettes","Transportiert Amulette","アミュレットの輸送","수송 중인 목걸이","Transportando Amuletos","Перевозит амулеты","Transportar amuletos","ขนส่งสร้อย","護送項鍊"
163,2,12,2,"Carrying Talismans on Pilgrimage","Emporte des Talismans en pélerinage","Trägt Talismane auf Pilgerfahrten","タリスマンを携えた巡礼","순례 중에 소지한 부적","Carregando Talismãs em Peregrinação","Отправляется в паломничество с талисманами","Portar talismanes en peregrinaje","พกพาสร้อยเครื่องรางระหว่างการออกแสวงบุญ","朝聖時攜帶魔符","Transporting Amulets","Transporte des Amulettes","Transportiert Amulette","アミュレットの輸送","수송 중인 목걸이","Transportando Amuletos","Перевозит амулеты","Transportar amuletos","ขนส่งสร้อย","護送項鍊"
164,2,12,3,"Carrying Talismans on Pilgrimage","Emporte des Talismans en pélerinage","Trägt Talismane auf Pilgerfahrten","タリスマンを携えた巡礼","순례 중에 소지한 부적","Carregando Talismãs em Peregrinação","Отправляется в паломничество с талисманами","Portar talismanes en peregrinaje","พกพาสร้อยเครื่องรางระหว่างการออกแสวงบุญ","朝聖時攜帶魔符","Transporting Amulets","Transporte des Amulettes","Transportiert Amulette","アミュレットの輸送","수송 중인 목걸이","Transportando Amuletos","Перевозит амулеты","Transportar amuletos","ขนส่งสร้อย","護送項鍊"
165,4,12,1,"Confiscating Ritual Scarabs","Confisque des Scarabées de Rituel","Konfisziert Ritual-Skarabäen","リチュアルスカラベの没収","압류한 의식 갑충석","Confiscando Escaravelhos de Ritual","Конфискует скарабеи Ритуала","Confiscar escarabajos de ritual","ริบสคารับพิธีกรรม","沒收祭祀聖甲蟲","Gambling with Amulet Properties","Joue avec les Propriétés des Amulettes","Experimentiert mit Amulett-Eigenschaften","アミュレットの特性のギャンブル","목걸이 속성 도박","Apostando com Propriedades de Amuletos","Спекулирует на свойствах амулетов","Apostar con las propiedades de los amuletos","เสี่ยงโชคกับคุณสมบัติของสร้อย","為護身符注入魔符之力"
166,4,12,2,"Confiscating Ritual Scarabs","Confisque des Scarabées de Rituel","Konfisziert Ritual-Skarabäen","リチュアルスカラベの没収","압류한 의식 갑충석","Confiscando Escaravelhos de Ritual","Конфискует скарабеи Ритуала","Confiscar escarabajos de ritual","ริบสคารับพิธีกรรม","沒收祭祀聖甲蟲","Gambling with Amulet Properties","Joue avec les Propriétés des Amulettes","Experimentiert mit Amulett-Eigenschaften","アミュレットの特性のギャンブル","목걸이 속성 도박","Apostando com Propriedades de Amuletos","Спекулирует на свойствах амулетов","Apostar con las propiedades de los amuletos","เสี่ยงโชคกับคุณสมบัติของสร้อย","為護身符注入魔符之力"
167,4,12,3,"Confiscating Ritual Scarabs","Confisque des Scarabées de Rituel","Konfisziert Ritual-Skarabäen","リチュアルスカラベの没収","압류한 의식 갑충석","Confiscando Escaravelhos de Ritual","Конфискует скарабеи Ритуала","Confiscar escarabajos de ritual","ริบสคารับพิธีกรรม","沒收祭祀聖甲蟲","Gambling with Amulet Properties","Joue avec les Propriétés des Amulettes","Experimentiert mit Amulett-Eigenschaften","アミュレットの特性のギャンブル","목걸이 속성 도박","Apostando com Propriedades de Amuletos","Спекулирует на свойствах амулетов","Apostar con las propiedades de los amuletos","เสี่ยงโชคกับคุณสมบัติของสร้อย","為護身符注入魔符之力"
168,3,3,1,"Hunting for Harbinger Scarabs","Cherche des Scarabées de Précurseur","Sucht nach Vorboten-Skarabäen","ハービンジャースカラベ狩り","사냥한 선구자 갑충석","Caçando Escaravelhos de Emissários","Охотится на скарабеев Предвестников","Cazar escarabajos de heraldo","ตามล่าหาสคารับฮาร์บินเจอร์","獵捕神諭聖甲蟲","Hunting for Harbinger Scarabs","Cherche des Scarabées de Précurseur","Sucht nach Vorboten-Skarabäen","ハービンジャースカラベ狩り","사냥한 선구자 갑충석","Caçando Escaravelhos de Emissários","Охотится на скарабеев Предвестников","Cazar escarabajos de heraldo","ตามล่าหาสคารับฮาร์บินเจอร์","獵捕神諭聖甲蟲"
169,3,3,2,"Hunting for Harbinger Scarabs","Cherche des Scarabées de Précurseur","Sucht nach Vorboten-Skarabäen","ハービンジャースカラベ狩り","사냥한 선구자 갑충석","Caçando Escaravelhos de Emissários","Охотится на скарабеев Предвестников","Cazar escarabajos de heraldo","ตามล่าหาสคารับฮาร์บินเจอร์","獵捕神諭聖甲蟲","Hunting for Harbinger Scarabs","Cherche des Scarabées de Précurseur","Sucht nach Vorboten-Skarabäen","ハービンジャースカラベ狩り","사냥한 선구자 갑충석","Caçando Escaravelhos de Emissários","Охотится на скарабеев Предвестников","Cazar escarabajos de heraldo","ตามล่าหาสคารับฮาร์บินเจอร์","獵捕神諭聖甲蟲"
170,3,3,3,"Hunting for Harbinger Scarabs","Cherche des Scarabées de Précurseur","Sucht nach Vorboten-Skarabäen","ハービンジャースカラベ狩り","사냥한 선구자 갑충석","Caçando Escaravelhos de Emissários","Охотится на скарабеев Предвестников","Cazar escarabajos de heraldo","ตามล่าหาสคารับฮาร์บินเจอร์","獵捕神諭聖甲蟲","Hunting for Harbinger Scarabs","Cherche des Scarabées de Précurseur","Sucht nach Vorboten-Skarabäen","ハービンジャースカラベ狩り","사냥한 선구자 갑충석","Caçando Escaravelhos de Emissários","Охотится на скарабеев Предвестников","Cazar escarabajos de heraldo","ตามล่าหาสคารับฮาร์บินเจอร์","獵捕神諭聖甲蟲"
171,1,3,1,"Securing High-quality Gems","Mets des Gemmes de haute qualité en sûreté","Sichert hochwertige Gemmen","高品質ジェムの確保","확보한 고품질 마석","Protegendo Gemas de Alta Qualidade","Охраняет камни высокого качества","Asegurar gemas de alta calidad","รักษาหินคุณภาพสูง","保護高品質寶石","Smuggling Gems (Trapped Chests!)","Fait de Gemmes (dans des coffres piégés !)","Schmuggelt Gemmen (Truhen mit Fallen!)","ジェムの密輸（トラップチェスト！）","밀수한 마석 (덫 상자!)","Protegendo Gemas de Alta Qualidade","Тайно провозит камни (ловушки в сундуках!)","Traficar con gemas (¡Cofres atrapados!)","ลอบขนหิน (หีบติดกับดัก!)","走私寶石（陷阱寶箱！）"
172,1,3,2,"Securing High-quality Gems","Mets des Gemmes de haute qualité en sûreté","Sichert hochwertige Gemmen","高品質ジェムの確保","확보한 고품질 마석","Protegendo Gemas de Alta Qualidade","Охраняет камни высокого качества","Asegurar gemas de alta calidad","รักษาหินคุณภาพสูง","保護高品質寶石","Smuggling Gems (Trapped Chests!)","Fait de Gemmes (dans des coffres piégés !)","Schmuggelt Gemmen (Truhen mit Fallen!)","ジェムの密輸（トラップチェスト！）","밀수한 마석 (덫 상자!)","Protegendo Gemas de Alta Qualidade","Тайно провозит камни (ловушки в сундуках!)","Traficar con gemas (¡Cofres atrapados!)","ลอบขนหิน (หีบติดกับดัก!)","走私寶石（陷阱寶箱！）"
173,1,3,3,"Securing High-quality Gems","Mets des Gemmes de haute qualité en sûreté","Sichert hochwertige Gemmen","高品質ジェムの確保","확보한 고품질 마석","Protegendo Gemas de Alta Qualidade","Охраняет камни высокого качества","Asegurar gemas de alta calidad","รักษาหินคุณภาพสูง","保護高品質寶石","Smuggling Gems (Trapped Chests!)","Fait de Gemmes (dans des coffres piégés !)","Schmuggelt Gemmen (Truhen mit Fallen!)","ジェムの密輸（トラップチェスト！）","밀수한 마석 (덫 상자!)","Protegendo Gemas de Alta Qualidade","Тайно провозит камни (ловушки в сундуках!)","Traficar con gemas (¡Cofres atrapados!)","ลอบขนหิน (หีบติดกับดัก!)","走私寶石（陷阱寶箱！）"
174,2,3,1,"Creating Timed Gem Traps (Careful!)","Élabore des Gemmes piégées à retardement\r\n(prudence !)","Stellt zeitgesteuerte Gegenstandsfallen (Vorsicht!)","時限トラップのジェム作成（注意！）","생성한 시간 제한 마석 덫 (신중하게!)","Criando Armadilhas de Gemas Temporizadas (Cuidado!)","Создает ловушки с камнями и таймером (осторожно!)","Crear trampas de gemas temporizadas (¡Cuidado!)","สร้างกับดักหินจับเวลา (ระวังด้วย!)","製造定時寶石陷阱（小心！）","Transporting Skill and Support Gems","Transporte des Gemmes d'Aptitude et de Soutien","Transportiert Fertigkeiten- und Unterstützungsgemmen","スキルおよびサポートジェムの輸送","수송 중인 스킬 및 보조 젬","Transportando Gemas de Suporte e Habilidades","Перевозит камни умений и поддержки","Transportar gemas de habilidad y asistencia","ขนส่งหินสกิลและหินเสริม","護送技能與輔助寶石"
175,2,3,2,"Creating Timed Gem Traps (Careful!)","Élabore des Gemmes piégées à retardement\r\n(prudence !)","Stellt zeitgesteuerte Gegenstandsfallen (Vorsicht!)","時限トラップのジェム作成（注意！）","생성한 시간 제한 마석 덫 (신중하게!)","Criando Armadilhas de Gemas Temporizadas (Cuidado!)","Создает ловушки с камнями и таймером (осторожно!)","Crear trampas de gemas temporizadas (¡Cuidado!)","สร้างกับดักหินจับเวลา (ระวังด้วย!)","製造定時寶石陷阱（小心！）","Transporting Skill and Support Gems","Transporte des Gemmes d'Aptitude et de Soutien","Transportiert Fertigkeiten- und Unterstützungsgemmen","スキルおよびサポートジェムの輸送","수송 중인 스킬 및 보조 젬","Transportando Gemas de Suporte e Habilidades","Перевозит камни умений и поддержки","Transportar gemas de habilidad y asistencia","ขนส่งหินสกิลและหินเสริม","護送技能與輔助寶石"
176,2,3,3,"Creating Timed Gem Traps (Careful!)","Élabore des Gemmes piégées à retardement\r\n(prudence !)","Stellt zeitgesteuerte Gegenstandsfallen (Vorsicht!)","時限トラップのジェム作成（注意！）","생성한 시간 제한 마석 덫 (신중하게!)","Criando Armadilhas de Gemas Temporizadas (Cuidado!)","Создает ловушки с камнями и таймером (осторожно!)","Crear trampas de gemas temporizadas (¡Cuidado!)","สร้างกับดักหินจับเวลา (ระวังด้วย!)","製造定時寶石陷阱（小心！）","Transporting Skill and Support Gems","Transporte des Gemmes d'Aptitude et de Soutien","Transportiert Fertigkeiten- und Unterstützungsgemmen","スキルおよびサポートジェムの輸送","수송 중인 스킬 및 보조 젬","Transportando Gemas de Suporte e Habilidades","Перевозит камни умений и поддержки","Transportar gemas de habilidad y asistencia","ขนส่งหินสกิลและหินเสริม","護送技能與輔助寶石"
177,4,3,1,"Exposing Gems to Combat","Met des Gemmes à l'épreuve du combat","Unterzieht Gemmen einem Testlauf","ジェムに戦闘を経験させる","젬을 전투에 노출","Expondo Gemas ao Combate","Наделяет камни боевым опытом","Exponer gemas al combate","นำหินไปเผชิญกับการต่อสู้","展露寶石至戰鬥","Looting Domination Scarabs","Ramasse des Scarabées de Domination","Plündert Schrein-Skarabäen","ドミネーションスカラベの略奪","획득한 지배 갑충석","Coletando Escaravelhos do Domínio","Собирает скарабеев Господства","Robar escarabajos de dominación","ปล้นสคารับแท่นบูชา","強奪支配聖甲蟲"
178,4,3,2,"Exposing Gems to Combat","Met des Gemmes à l'épreuve du combat","Unterzieht Gemmen einem Testlauf","ジェムに戦闘を経験させる","젬을 전투에 노출","Expondo Gemas ao Combate","Наделяет камни боевым опытом","Exponer gemas al combate","นำหินไปเผชิญกับการต่อสู้","展露寶石至戰鬥","Looting Domination Scarabs","Ramasse des Scarabées de Domination","Plündert Schrein-Skarabäen","ドミネーションスカラベの略奪","획득한 지배 갑충석","Coletando Escaravelhos do Domínio","Собирает скарабеев Господства","Robar escarabajos de dominación","ปล้นสคารับแท่นบูชา","強奪支配聖甲蟲"
179,4,3,3,"Exposing Gems to Combat","Met des Gemmes à l'épreuve du combat","Unterzieht Gemmen einem Testlauf","ジェムに戦闘を経験させる","젬을 전투에 노출","Expondo Gemas ao Combate","Наделяет камни боевым опытом","Exponer gemas al combate","นำหินไปเผชิญกับการต่อสู้","展露寶石至戰鬥","Looting Domination Scarabs","Ramasse des Scarabées de Domination","Plündert Schrein-Skarabäen","ドミネーションスカラベの略奪","획득한 지배 갑충석","Coletando Escaravelhos do Domínio","Собирает скарабеев Господства","Robar escarabajos de dominación","ปล้นสคารับแท่นบูชา","強奪支配聖甲蟲"
180,3,4,1,"Selectively Stealing Legion Scarabs","Sélectionne des Scarabées de Légion avant de s'en emparer","Stiehlt erlesene Legion-Skarabäen","リージョンスカラベを選択的に盗む","신중하게 훔친 군단 갑충석","Roubando Seletivamente Escaravelhos Legion","Избирательно ворует скарабеев Легиона","Robar selectivamente escarabajos de legión","เลือกขโมยสคารับกองพัน","選擇性竊取戰亂聖甲蟲","Selectively Stealing Legion Scarabs","Sélectionne des Scarabées de Légion avant de s'en emparer","Stiehlt erlesene Legion-Skarabäen","リージョンスカラベを選択的に盗む","신중하게 훔친 군단 갑충석","Roubando Seletivamente Escaravelhos de Legiões","Избирательно ворует скарабеев Легиона","Robar selectivamente escarabajos de legión","เลือกขโมยสคารับกองพัน","選擇性竊取戰亂聖甲蟲"
181,3,4,2,"Selectively Stealing Legion Scarabs","Sélectionne des Scarabées de Légion avant de s'en emparer","Stiehlt erlesene Legion-Skarabäen","リージョンスカラベを選択的に盗む","신중하게 훔친 군단 갑충석","Roubando Seletivamente Escaravelhos Legion","Избирательно ворует скарабеев Легиона","Robar selectivamente escarabajos de legión","เลือกขโมยสคารับกองพัน","選擇性竊取戰亂聖甲蟲","Selectively Stealing Legion Scarabs","Sélectionne des Scarabées de Légion avant de s'en emparer","Stiehlt erlesene Legion-Skarabäen","リージョンスカラベを選択的に盗む","신중하게 훔친 군단 갑충석","Roubando Seletivamente Escaravelhos de Legiões","Избирательно ворует скарабеев Легиона","Robar selectivamente escarabajos de legión","เลือกขโมยสคารับกองพัน","選擇性竊取戰亂聖甲蟲"
182,3,4,3,"Selectively Stealing Legion Scarabs","Sélectionne des Scarabées de Légion avant de s'en emparer","Stiehlt erlesene Legion-Skarabäen","リージョンスカラベを選択的に盗む","신중하게 훔친 군단 갑충석","Roubando Seletivamente Escaravelhos Legion","Избирательно ворует скарабеев Легиона","Robar selectivamente escarabajos de legión","เลือกขโมยสคารับกองพัน","選擇性竊取戰亂聖甲蟲","Selectively Stealing Legion Scarabs","Sélectionne des Scarabées de Légion avant de s'en emparer","Stiehlt erlesene Legion-Skarabäen","リージョンスカラベを選択的に盗む","신중하게 훔친 군단 갑충석","Roubando Seletivamente Escaravelhos de Legiões","Избирательно ворует скарабеев Легиона","Robar selectivamente escarabajos de legión","เลือกขโมยสคารับกองพัน","選擇性竊取戰亂聖甲蟲"
183,1,4,1,"Patrolling Legion Cache","Monte la garde devant une cache de Légion","Bewacht Legion-Truhen","リージョンキャッシュの巡回","순찰하는 군단 은닉함","Patrulhando Provisões Legion","Патрулирует схрон Легиона","Patrullar tesoros de Legion","ลาดตระเวนตามคลังกองพัน","巡守戰亂貯藏箱","Smuggling Weapons (Trapped Chests!)","Fait du trafic d'Armes (dans des coffres piégés !)","Schmuggelt Waffen (Truhen mit Fallen!)","武器の密輸（トラップチェスト！）","밀수한 무기 (덫 상자)","Contrabandeando Armas (Baús Trancados!)","Тайно провозит оружие (ловушки в сундуках!)","Traficar con armas (¡Cofres atrapados!)","ลอบขนอาวุธ (หีบติดกับดัก!)","走私武器（陷阱寶箱！）"
184,1,4,2,"Patrolling Legion Cache","Monte la garde devant une cache de Légion","Bewacht Legion-Truhen","リージョンキャッシュの巡回","순찰하는 군단 은닉함","Patrulhando Provisões Legion","Патрулирует схрон Легиона","Patrullar tesoros de Legion","ลาดตระเวนตามคลังกองพัน","巡守戰亂貯藏箱","Smuggling Weapons (Trapped Chests!)","Fait du trafic d'Armes (dans des coffres piégés !)","Schmuggelt Waffen (Truhen mit Fallen!)","武器の密輸（トラップチェスト！）","밀수한 무기 (덫 상자)","Contrabandeando Armas (Baús Trancados!)","Тайно провозит оружие (ловушки в сундуках!)","Traficar con armas (¡Cofres atrapados!)","ลอบขนอาวุธ (หีบติดกับดัก!)","走私武器（陷阱寶箱！）"
185,1,4,3,"Patrolling Legion Cache","Monte la garde devant une cache de Légion","Bewacht Legion-Truhen","リージョンキャッシュの巡回","순찰하는 군단 은닉함","Patrulhando Provisões Legion","Патрулирует схрон Легиона","Patrullar tesoros de Legion","ลาดตระเวนตามคลังกองพัน","巡守戰亂貯藏箱","Smuggling Weapons (Trapped Chests!)","Fait du trafic d'Armes (dans des coffres piégés !)","Schmuggelt Waffen (Truhen mit Fallen!)","武器の密輸（トラップチェスト！）","밀수한 무기 (덫 상자)","Contrabandeando Armas (Baús Trancados!)","Тайно провозит оружие (ловушки в сундуках!)","Traficar con armas (¡Cofres atrapados!)","ลอบขนอาวุธ (หีบติดกับดัก!)","走私武器（陷阱寶箱！）"
186,2,4,1,"Relocating Timeless Splinters","Transfère des Esquilles intemporelles","Verlagert immerwährende Splitter","時知らずの破片の再配置","무궁한 파편 재배치","Realocando Fragmentos Atemporais","Перемещает вневременные осколки","Reubicar fragmentos atemporales","เคลื่อนย้ายชิ้นส่วนเหนือกาลเวลา","重新定位永恆裂片","Transporting Weapons","Transporte des Armes","Transportiert Waffen","武器の輸送","수송 중인 무기","Transportando Armas","Перевозит оружие","Transportar armas","ขนส่งอาวุธ","護送武器"
187,2,4,2,"Relocating Timeless Splinters","Transfère des Esquilles intemporelles","Verlagert immerwährende Splitter","時知らずの破片の再配置","무궁한 파편 재배치","Realocando Fragmentos Atemporais","Перемещает вневременные осколки","Reubicar fragmentos atemporales","เคลื่อนย้ายชิ้นส่วนเหนือกาลเวลา","重新定位永恆裂片","Transporting Weapons","Transporte des Armes","Transportiert Waffen","武器の輸送","수송 중인 무기","Transportando Armas","Перевозит оружие","Transportar armas","ขนส่งอาวุธ","護送武器"
188,2,4,3,"Relocating Timeless Splinters","Transfère des Esquilles intemporelles","Verlagert immerwährende Splitter","時知らずの破片の再配置","무궁한 파편 재배치","Realocando Fragmentos Atemporais","Перемещает вневременные осколки","Reubicar fragmentos atemporales","เคลื่อนย้ายชิ้นส่วนเหนือกาลเวลา","重新定位永恆裂片","Transporting Weapons","Transporte des Armes","Transportiert Waffen","武器の輸送","수송 중인 무기","Transportando Armas","Перевозит оружие","Transportar armas","ขนส่งอาวุธ","護送武器"
189,4,4,1,"Stashing Incubators","Planque des Incubateurs","Bewahrt Inkubatoren auf","インキュベーターの隠匿","숨겨둔 인큐베이터","Acumulando Incubadores","Хранит инкубаторы","Almacenar incubadoras","เก็บตัวบ่มฟัก","儲藏培育器","Gambling with Weapon Properties","Joue avec les Propriétés des Armes","Experimentiert mit Waffen-Eigenschaften","武器の特性のギャンブル","무기 속성 도박","Apostando com Propriedades de Armas","Спекулирует на свойствах оружия","Apostar con las propiedades de las armas","เสี่ยงโชคกับคุณสมบัติของอาวุธ","守護私人武器裝備"
190,4,4,2,"Stashing Incubators","Planque des Incubateurs","Bewahrt Inkubatoren auf","インキュベーターの隠匿","숨겨둔 인큐베이터","Acumulando Incubadores","Хранит инкубаторы","Almacenar incubadoras","เก็บตัวบ่มฟัก","儲藏培育器","Gambling with Weapon Properties","Joue avec les Propriétés des Armes","Experimentiert mit Waffen-Eigenschaften","武器の特性のギャンブル","무기 속성 도박","Apostando com Propriedades de Armas","Спекулирует на свойствах оружия","Apostar con las propiedades de las armas","เสี่ยงโชคกับคุณสมบัติของอาวุธ","守護私人武器裝備"
191,4,4,3,"Stashing Incubators","Planque des Incubateurs","Bewahrt Inkubatoren auf","インキュベーターの隠匿","숨겨둔 인큐베이터","Acumulando Incubadores","Хранит инкубаторы","Almacenar incubadoras","เก็บตัวบ่มฟัก","儲藏培育器","Gambling with Weapon Properties","Joue avec les Propriétés des Armes","Experimentiert mit Waffen-Eigenschaften","武器の特性のギャンブル","무기 속성 도박","Apostando com Propriedades de Armas","Спекулирует на свойствах оружия","Apostar con las propiedades de las armas","เสี่ยงโชคกับคุณสมบัติของอาวุธ","守護私人武器裝備"
192,3,5,1,"Thieving Delirium Scarabs","Subtilise des Scarabées du Délire","Stiehlt Delirium-Skarabäen","デリリウムスカラベ泥棒","도둑질한 환영 갑충석","Surrupiando Escaravelhos do Delírio","Ворует скарабеев Делириума","Hurtar escarabajos de delirio","ลักขโมยสคารับเดลิเรียม","偷竊塑者聖甲蟲","Thieving Delirium Scarabs","Subtilise des Scarabées du Délire","Stiehlt Delirium-Skarabäen","デリリウムスカラベ泥棒","도둑질한 환영 갑충석","Surrupiando Escaravelhos do Delírio","Ворует скарабеев Делириума","Hurtar escarabajos de delirio","ลักขโมยสคารับเดลิเรียม","偷竊塑者聖甲蟲"
193,3,5,2,"Thieving Delirium Scarabs","Subtilise des Scarabées du Délire","Stiehlt Delirium-Skarabäen","デリリウムスカラベ泥棒","도둑질한 환영 갑충석","Surrupiando Escaravelhos do Delírio","Ворует скарабеев Делириума","Hurtar escarabajos de delirio","ลักขโมยสคารับเดลิเรียม","偷竊塑者聖甲蟲","Thieving Delirium Scarabs","Subtilise des Scarabées du Délire","Stiehlt Delirium-Skarabäen","デリリウムスカラベ泥棒","도둑질한 환영 갑충석","Surrupiando Escaravelhos do Delírio","Ворует скарабеев Делириума","Hurtar escarabajos de delirio","ลักขโมยสคารับเดลิเรียม","偷竊塑者聖甲蟲"
194,3,5,3,"Thieving Delirium Scarabs","Subtilise des Scarabées du Délire","Stiehlt Delirium-Skarabäen","デリリウムスカラベ泥棒","도둑질한 환영 갑충석","Surrupiando Escaravelhos do Delírio","Ворует скарабеев Делириума","Hurtar escarabajos de delirio","ลักขโมยสคารับเดลิเรียม","偷竊塑者聖甲蟲","Thieving Delirium Scarabs","Subtilise des Scarabées du Délire","Stiehlt Delirium-Skarabäen","デリリウムスカラベ泥棒","도둑질한 환영 갑충석","Surrupiando Escaravelhos do Delírio","Ворует скарабеев Делириума","Hurtar escarabajos de delirio","ลักขโมยสคารับเดลิเรียม","偷竊塑者聖甲蟲"
195,1,5,1,"Stowing Socket-Modifying Orbs","Range des Orbes altérant les Châsses","Verstaut fassungsbeeinflussende Sphären","ソケット改変オーブの収納","선적한 홈 개조 오브","Arrumando os Orbes Modificadores de Encaixes","Складирует сферы, изменяющие гнёзда","Almacenar orbes que modifican engarces","จัดเก็บ Orb เปลี่ยนแปลงรู","收藏調整插槽寶玉","Testing Item Socket Limits","Teste les limites de châsses des Objets","Testet Limits von Gegenstandsfassungen","アイテムのソケットの限界試験","아이템 홈 한도 테스트","Testando o Limite dos Encaixes dos Itens","Испытывает пределы количества гнёзд на предмете","Poner a prueba los límites de los engarces de objetos","ทดสอบขีดจำกัดรูของไอเทม","測試物品插槽上限"
196,1,5,2,"Stowing Socket-Modifying Orbs","Range des Orbes altérant les Châsses","Verstaut fassungsbeeinflussende Sphären","ソケット改変オーブの収納","선적한 홈 개조 오브","Arrumando os Orbes Modificadores de Encaixes","Складирует сферы, изменяющие гнёзда","Almacenar orbes que modifican engarces","จัดเก็บ Orb เปลี่ยนแปลงรู","收藏調整插槽寶玉","Testing Item Socket Limits","Teste les limites de châsses des Objets","Testet Limits von Gegenstandsfassungen","アイテムのソケットの限界試験","아이템 홈 한도 테스트","Testando o Limite dos Encaixes dos Itens","Испытывает пределы количества гнёзд на предмете","Poner a prueba los límites de los engarces de objetos","ทดสอบขีดจำกัดรูของไอเทม","測試物品插槽上限"
197,1,5,3,"Stowing Socket-Modifying Orbs","Range des Orbes altérant les Châsses","Verstaut fassungsbeeinflussende Sphären","ソケット改変オーブの収納","선적한 홈 개조 오브","Arrumando os Orbes Modificadores de Encaixes","Складирует сферы, изменяющие гнёзда","Almacenar orbes que modifican engarces","จัดเก็บ Orb เปลี่ยนแปลงรู","收藏調整插槽寶玉","Testing Item Socket Limits","Teste les limites de châsses des Objets","Testet Limits von Gegenstandsfassungen","アイテムのソケットの限界試験","아이템 홈 한도 테스트","Testando o Limite dos Encaixes dos Itens","Испытывает пределы количества гнёзд на предмете","Poner a prueba los límites de los engarces de objetos","ทดสอบขีดจำกัดรูของไอเทม","測試物品插槽上限"
