"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","f32_60","IncrementalEffectiveness"
289,"ElementalHitAltX","[8137,19806,7359,851,852]","[8064,18548]","[10,15]",0.98,0,0.0327
290,"ElementalHitAltY","[8065,8137,20454,19806]","[8064,18548]","[10,14]",2.7,0,0.036
291,"ElementalHitRoyale","[851,852,8065,8137,20454]","[18548,8064]","[13,10]",3.5624,0,0.0314
292,"ElementalHitSkeletonKnight","[851,852,12730,4655,7213,620]","[1917,18548]","[50,10]",1.1667,0,0.0428
293,"ElementalHitSkeletonKnightIncursion","[851,852,12730,4655,7213,620]","[1917,18548]","[25,10]",1,0,0
294,"ElementalHitSkeletonKnightInvasion","[851,852,12730,4655,7213,620]","[1917,18548]","[25,10]",1.1667,0,0.0428
295,"ExileElementalHit",[851],[18548],[10],0.9333,0,0.0428
296,"ExileElementalHitLightning","[620,851,852,8058,8057]","[175,1917,18548]","[2,25,10]",0.9333,0,0.0428
297,"CitystalkerElementalHit",[620],"[1917,18548]","[25,10]",0.9333,0,0.0428
298,"MachinariumElementalHitFire","[620,851,852,8058,8059,12730]","[1917,18548]","[25,10]",1,0,0
299,"MachinariumElementalHitCold","[620,851,852,8057,8059,12730]","[1917,18548]","[25,10]",1,0,0
300,"MachinariumElementalHitLightning","[620,851,852,8057,8058,12730]","[1917,18548]","[25,10]",1,0,0
301,"ExileElementalHitBarrage","[851,10701]",[18548],[10],0.723,0,0.0316
302,"ElementalHitCloneShot","[851,852]","[1917,18548]","[20,10]",1,0,0
303,"ImmortalCall","[3026,9993,13391]","[9519,362,358]","[-1500,20,1000]",0,0,0
304,"ExileImmortalCallOnDamageTaken",[6662],"[358,705,1887]","[250,600,100]",0,0,0
305,"VaalImmortalCall","[2162,3026,8164,8869]",[358],[400],0,0,0
306,"ImmortalCallOak",[],[358],[1000],0,0,0
307,"AzmeriOakImmortalCall",[],[358],[1000],0,0,0
308,"ExileImmortalCall",[],[],[],0,0,0
309,"WbImmortalCall",[],[],[],0,0,0
310,"DualStrikeMercenary",[1122],"[9908,9909]","[100,60]",0,0,0
311,"DualStrike","[1122,19598]","[9908,9909]","[100,60]",0,0,0
312,"DualStrikeAltX","[1122,19810]",[19811],[50],0,0,0
313,"DualStrikeAltY","[1122,19598]","[9908,9909]","[100,60]",0,0,0
314,"DualStrikeRoyale",[1122],"[9908,9909]","[100,30]",0,0,0
315,"BanditDualStrike",[1122],"[26,636]","[41,-10]",0,0,0
316,"ExileDualStrike",[1122],"[26,636]","[6,-10]",0,0,0
317,"WbDualStrike",[1122],[636],[-40],0,0,0
318,"PerandusDualStrike","[1122,3876]",[636],[-40],0,0,0
319,"MonsterDemonDualStrike",[1122],"[26,636]","[6,53]",0,0,0
320,"AzmeriDualStrikeDemonDualStrike","[1122,12730]",[],[],0,0,0
321,"DemonDualStrikeSideAreaBoss",[1122],"[26,636]","[6,53]",0,0,0
322,"MonsterDualStrikePitbull",[1122],[636],[-10],0,0,0
323,"MonsterDualStrikePitbullBleed",[1122],"[3690,6155,1967]","[100,-44,-25]",0,0,0
324,"HarvestSpiderDualStrike","[1122,1118,12602]","[1236,1108]","[6,25]",0,0,0
325,"WhirlingBladesMercenary","[1892,2042,1122]","[8710,1308,1950]","[600,-1,-25]",0,0,0
326,"WhirlingBlades","[1892,2042,1122]","[8710,1308,1950]","[600,-1,-25]",0,0,0
327,"WhirlingBladesAltX","[1892,2042,1122]","[8710,1308,1950]","[600,-1,-25]",0,0,0
328,"WhirlingBladesAltY","[1892,2042,1122]","[8710,1308,1950]","[600,-1,-25]",0,0,0
329,"WhirlingBladesHardMode","[1892,2042,3876,1122]","[8710,1308,1950]","[600,-1,-25]",0,0,0
330,"WhirlingBladesRoyale","[1892,2042,1122]","[8710,1308,1950]","[1500,-1,-25]",0,0,0
331,"ExileWhirlingBlades","[1892,2042]","[26,636]","[6,-30]",0,0,0
332,"WbWhirlingBlades","[1892,1118]",[636],[-30],0,0,0
333,"PerandusWhirlingBlades","[1892,1118]",[636],[-30],0,0,0
334,"VaganWhirlingBlades","[1892,2042]","[26,636]","[6,-50]",0,0,0
335,"PurgeHoundWhirlingBlades",[1892],[],[],0,0,0
336,"DarkExileWhirlingBlades","[1892,2042]","[26,636,1967]","[6,-30,100]",0,0,0
337,"UndyingWhirlingBlades","[1118,1892]","[636,873]","[-40,1]",0,0,0
338,"UndyingWhirlingBladesInvasion","[1118,1892]","[636,873]","[-40,1]",0,0,0
339,"FireMonsterWhirlingBlades","[1118,1892]","[358,70,873]","[6000,-50,1]",1.0889,0,0.0646
340,"FireMonsterWhirlingBladesInvasion","[1118,1892]","[358,70,873]","[6000,-50,1]",1.0889,0,0.0646
341,"MossMonsterWhirlingBlades","[1118,1892]","[1757,70,873]","[1,-50,1]",2.14,0,0.0475
342,"MossMonsterWhirlingBladesUnique","[1118,1892]","[1757,70,873]","[1,-50,1]",2.14,0,0.0475
343,"MossMonsterWhirlingBladesInvasion","[1118,1892]","[1757,70,873]","[1,-50,1]",2.14,0,0.0475
344,"RockGolemWhirlingBlades","[1118,1892]","[1757,1967,873]","[1,-50,1]",0,0,0
345,"RockGolemMinionWhirlingBlades","[1118,1892]","[1757,1967,873]","[1,-25,1]",0,0,0
346,"CorpseWheelWhirlingBlades","[1118,1892]","[1757,1967,873]","[1,-50,1]",0,0,0
347,"KitavaDemonWhirlingBlades","[1118,1892]","[358,873]","[6000,1]",2.6667,0,0.0625
348,"PlaguewingWhirlingBlades","[1118,1892]","[358,873,4664]","[6000,1,2]",1.7333,0,0.04
349,"AbyssMineBatWhirlingBlades","[1118,1892]","[358,873,4664]","[6000,1,2]",1.7333,0,0.04
350,"NessaCrabWhirlingBlades","[1892,2042,1118,2410]","[1757,873]","[1,2]",1,0,0
351,"ElderGuardianWhirlingBlades","[1892,1118]",[1967],[-35],0.98,0,0.0646
352,"ExpeditionWhirlingBlades","[1118,1892]","[873,1757,2650]","[1,3,20]",1,0,0
353,"VilentaDash","[1892,1118]",[1967],[50],0.98,0,0.0646
354,"VilentaDashMap","[1892,1118]","[1967,636]","[50,-30]",0.98,0,0.0646
355,"DelveProtoVaalDash","[1892,1118]","[1967,1106]","[-60,75]",0.429,0,0.0646
356,"ElderGuardianWhirlingBladesBarrage","[1892,1118,3876,2410]",[1967],[-72],0.98,0,0.0646
357,"BetrayalVoriciCloneDash","[1892,1118]",[],[],1,0,0
358,"BoneGolemWhirl","[1892,1118]",[662],[-40],1,0,0
359,"HeistRobotClockworkRoll","[1892,1118]",[],[],1,0,0
360,"HeistCultistUnarmedLeap","[1892,1118]",[1757],[2],1,0,0
361,"DrakelingWhirlingBlades","[1892,1118]",[662],[10],1,0,0
362,"CrucibleClockworkRoll","[1892,1118]",[],[],1,0,0
363,"FrenzyMercenary","[851,852]","[9913,9914]","[5,5]",0,0,0
364,"Frenzy","[851,852,19408,19409]","[9913,9914]","[5,5]",0,0,0
365,"FrenzyAltX","[19408,19409]","[9913,9914,19835]","[5,5,1000]",0,0,0
366,"FrenzyAltY","[851,852,19408,19409]","[9913,9914]","[5,5]",0,0,0
367,"MonsterFrenzy","[851,852]","[366,365,638]","[20,5,20]",0,0,0
368,"BanditLeaderFrenzyMapBoss","[851,852]","[366,365,638]","[12,5,20]",0,0,0
369,"ExileFrenzy",[851],"[366,365,638]","[10,10,10]",0,0,0
370,"WbFrenzy",[851],"[366,365,638]","[10,10,10]",0,0,0
371,"WbFrenzyFortify",[851],"[366,365,638,2812,3006]","[10,10,10,100,25]",0,0,0
372,"DetonateDead",[620],[18548],[22],4.03,0,0.0317
373,"DetonateDeadAltX",[620],"[18548,12751]","[28,-70]",4.03,0,0.0317
374,"DetonateDeadAltY",[620],[18548],[20],1.45,0,0.0317
375,"DetonateDeadRoyale",[620],"[16653,18548]","[60,22]",2.67,0,0.0317
376,"TormentSpiritVaalDetonateDead","[1674,2229,620]","[345,2748,5869]","[1,-25,-18]",1.5111,0,0.0143
377,"BeyondDemonVaalDetonateDead",[620],"[2748,5869]","[-25,-18]",0.8889,0,0.037
378,"MonsterVaalDetonateDeadInvasion","[620,7428,7429,7430]","[2748,5869]","[-25,-18]",1.1111,0,0.025
379,"BanditDetonateDead",[620],"[2748,5869]","[-25,-18]",1.5111,0,0.019
380,"BellyTotemDetonateDead",[620],"[345,2748,5869]","[6,-25,-18]",1.9444,0,0.019
381,"BanditBossDetonateDeadDescent",[620],"[345,2748,5869]","[6,-25,-18]",1.5111,0,0.019
382,"MonsterTotemDetonateDead","[1824,620]","[2748,5869]","[-25,-18]",1.5111,0,0.019
383,"DetonateDeadDaemon",[620],"[662,218,2748,5869]","[-82,40,-25,-18]",2.2222,0,0.0143
384,"DetonateDeadDaemonRepeat",[620],"[218,216,2748,5869]","[100,4,-25,-18]",2.2222,0,0.0143
385,"ExperimenterDetonateDead",[620],"[662,2748,5869]","[-70,-25,2]",1.5111,0,0.0143
386,"TormentDaemonDetonateDead",[620],"[662,2748,5869]","[-70,-25,2]",1.5111,0,0.0143
387,"DetonateDeadSideAreaBoss",[620],"[662,2748,5869]","[-70,-25,2]",1.5111,0,0.0143
388,"MaligaroDetonateDead","[620,6662]","[345,218,2748,1887,1888,5869]","[9,40,-25,100,10,-18]",1.5111,0,0.019
389,"WbDetonateDead",[620],[5869],[-18],2.1156,0,0.03
390,"DroolmawDetonateDead","[620,6659]","[345,5869]","[4,-18]",2.1156,0,0.03
391,"DroolmawDetonateDeadNoTotem",[620],"[345,5869]","[4,-18]",2.1156,0,0.03
392,"SplitArrowMercenary","[851,19600]",[7218],[50],1,0,0
393,"SplitArrow","[851,19600]",[7218],[50],1,0,0
394,"SplitArrowAltX","[851,19600,10694,13093,13092]",[7218],[50],1,0,0
395,"SplitArrowAltY","[851,19600]",[7218],[50],1,0,0
396,"VaalSplitArrowMercenary","[851,4624,20742,501]","[18292,10767]","[10,3]",0.8,0,0.0233
397,"VaalSplitArrow","[851,4624,20742]","[18292,10767]","[10,3]",0.8,0,0.0233
398,"MonsterSplitArrow",[851],[177],[-30],0.5,0,0.0233
399,"MonsterSplitArrow2",[851],[177],[-30],0.5,0,0.0233
400,"ExileSplitArrow",[851],"[176,26,636]","[5,18,-20]",0,0,0
401,"ExileRangerSplitArrow","[4655,851]","[176,26,636,70]","[5,12,-40,80]",0,0,0
402,"BeyondDemonSplitArrow",[851],"[176,26,636]","[4,18,-20]",0,0,0
403,"BanditStagSplitArrow","[851,4655,7213]",[177],[-30],0,0,0
404,"Melee","[851,852]",[],[],0,0,0
405,"MeleeAtAnimationSpeed","[851,852,12730,4655,7213]",[],[],0,0,0
406,"MeleeAtAnimationSpeedCombo","[851,852,12730,4655,7213]",[],[],0,0,0
407,"MeleeComboCold","[851,852,4655,7213]",[1106],[100],0,0,0
408,"MeleeCombo90","[851,852,4655,7213]",[],[],1,0,0
409,"MeleeCombo80","[851,852,4655,7213]",[],[],1,0,0
410,"MeleeCombo70","[851,852,4655,7213]",[],[],1,0,0
411,"MeleeCombo60","[851,852,4655,7213]",[],[],1,0,0
412,"MeleeAtAnimationSpeedCombo90","[851,852,12730,4655,7213]",[],[],0,0,0
413,"MeleeAtAnimationSpeedCombo80","[851,852,12730,4655,7213]",[],[],0,0,0
414,"MeleeAtAnimationSpeedCombo70","[851,852,12730,4655,7213]",[],[],0,0,0
415,"MeleeAtAnimationSpeedCombo60","[851,852,12730,4655,7213]",[],[],0,0,0
416,"MeleeAtAnimationSpeedComboBrequel","[851,852,12730,4655,7213]",[22133],[2],1,0,0
417,"MeleeAtAnimationSpeedComboBrequel90","[851,852,12730,4655,7213]",[22133],[-1],1,0,0
418,"MeleeAtAnimationSpeedComboBrequel80","[851,852,12730,4655,7213]",[22133],[-1],1,0,0
419,"MeleeAtAnimationSpeedComboBrequel70","[851,852,12730,4655,7213]",[22133],[-1],1,0,0
420,"MeleeAtAnimationSpeedComboBrequel60","[851,852,12730,4655,7213]",[22133],[-1],1,0,0
421,"MeleeAtAnimationSpeedBow","[851,852,12730,4655,7213,5943,10833]",[],[],0,0,0
422,"MeleeAtAnimationSpeedDeferDamagePrediction","[851,852,12730,4655,7213,9912]",[],[],0,0,0
423,"MeleeAtAnimationSpeedFire","[851,852,12730,4655,7213]",[1105],[75],0,0,0
424,"MeleeAtAnimationSpeedCold","[851,852,12730,4655,7213]",[1106],[75],0,0,0
425,"MeleeAtAnimationSpeedLightning","[851,852,12730,4655,7213]",[1107],[75],0,0,0
426,"MeleeAtAnimationSpeedChaos","[851,852,12730,4655,7213]",[1108],[25],0,0,0
427,"MeleeAtAnimationSpeed2","[851,852,12730,4655,7213]",[],[],0,0,0
428,"MeleeAtAnimationSpeedBoss","[851,852,12730,4655,7213]",[],[],1,0,0
429,"MeleeAtAnimationSpeedUnique","[851,852,12730,4655,7213]",[],[],0,0,0
430,"MeleeAtAnimationSpeedUniqueNonStickArrows","[851,852,12730,4655,7213]",[4905],[35],0,0,0
431,"MeleeAtAnimationSpeedFireUnique","[851,852,12730,4655,7213]",[1105],[75],0,0,0
432,"MeleeAtAnimationSpeedColdUnique","[851,852,12730,4655,7213]",[1106],[75],0,0,0
433,"MeleeAtAnimationSpeedLightningUnique","[851,852,12730,4655,7213]",[1107],[75],0,0,0
434,"MeleeAtAnimationSpeedLightningUniqueAlt","[851,852,12730,4655,7213]","[1107,323]","[75,12]",0,0,0
435,"MeleeAtAnimationSpeedUniqueWithDirectionalKnockback","[851,852,12730,110,10831,4655,7213]","[10818,404]","[300,100]",1,0,0
436,"MeleeAtAnimationSpeedWithDirectionalKnockback","[851,852,12730,110,10831,4655,7213]","[10818,404]","[300,100]",0,0,0
437,"MeleeAtAnimationSpeedWithDirectionalKnockbackOlroth","[851,852,12730,110,10831,4655,7213]","[10818,404]","[300,100]",0,0,0
438,"MeleeAtAnimationSpeedWithDirectionalKnockbackSanctum","[851,852,12730,110,10831,4655,7213]","[10818,404,17185]","[300,100,15]",1,0,0
439,"MeleeAtAnimationSpeedWithDirectionalKnockbackSanctumFire","[851,852,12730,110,10831,4655,7213]","[10818,404,17185,1105]","[300,100,25,50]",1,0,0
440,"MeleeAtAnimationSpeedMaim","[851,852,12730,4655,7213,3876]",[],[],1,0,0
441,"MeleeAtAnimationSpeedUniqueMaim","[851,852,12730,4655,7213,3876]",[],[],0,0,0
442,"MeleeAtAnimationSpeedCorruptingBlood","[851,852,12730,4655,7213]","[3942,5052,5053]","[80,4000,1]",0,0,0
443,"MeleeAtAnimationSpeedSanctum","[851,852,12730,4655,7213]",[17185],[15],0,0,0
444,"MeleeAtAnimationSpeedSanctumGuard","[851,852,12730,4655,7213]",[17185],[15],1,0,0
445,"MeleeAtAnimationSpeedUniqueSanctum","[851,852,12730,4655,7213]",[17185],[30],0,0,0
446,"MeleeAtAnimationSpeedDjinnStab","[851,852,12730,4655,7213]",[],[],1,0,0
447,"MeleeAtAnimationSpeedDjinnSwipe","[851,852,12730,4655,7213]",[],[],1,0,0
448,"MeleeAtAnimationSpeedDrownedStab","[851,852,12730,4655,7213,2410]",[],[],1,0,0
449,"MeleeAtAnimationSpeedBleedChance","[851,852,12730,4655,7213]",[],[],1,0,0
450,"MeleeGiantStarfishTentacle1","[851,852,12730,4655,7213]",[],[],1,0,0
451,"MeleeGiantStarfishTentacle2","[851,852,12730,4655,7213]",[],[],1,0,0
452,"MeleeGiantStarfishTentacle3","[851,852,12730,4655,7213]",[],[],1,0,0
453,"MeleeGiantStarfishTentacle4","[851,852,12730,4655,7213]",[],[],1,0,0
454,"MeleeGiantStarfishTentacle5","[851,852,12730,4655,7213]",[],[],1,0,0
455,"MeleeGiantStarfishTentacleSlam1","[851,852,12730,4655,7213]",[],[],1,0,0
456,"MeleeGiantStarfishTentacleSlam2","[851,852,12730,4655,7213]",[],[],1,0,0
457,"MeleeGiantStarfishTentacleSlam3","[851,852,12730,4655,7213]",[],[],1,0,0
458,"MeleeGiantStarfishTentacleSlam4","[851,852,12730,4655,7213]",[],[],1,0,0
459,"MeleeGiantStarfishTentacleSlam5","[851,852,12730,4655,7213]",[],[],1,0,0
460,"MAASSerpentClanUnburrow","[851,852,12730,4655,7213,12730,7428,7429]",[],[],1,0,0
461,"MAASPirateColdMelee","[851,852,12730,4655,7213,12730]",[1106],[40],1,0,0
462,"MAASAbyssPinnacleArmSweepLeft","[851,852,12730,4655,7213,12730,13700]",[],[],1,0,0
463,"MAASAbyssPinnacleArmSweepRight","[851,852,12730,4655,7213,12730,13700]",[],[],1,0,0
464,"MAASEelBossRiderCombo","[12730,110]","[22336,404]","[10,80]",1,0,0
465,"SanctumLycia2Melee","[851,852,12730,110,10831,4655,7213]","[10818,404,1108]","[300,100,25]",1,0,0
466,"AzmeriArgusMeleeAtAnimationSpeed","[851,852,12730,4655,7213]",[],[],0,0,0
467,"AxisGeneralMeleeAtAnimationSpeedUnique","[851,852,12730,4655,7213]","[1105,613,15279]","[25,50,-50]",0,0,0
468,"DoubleStrikeMeleeAtAnimationSpeed","[851,852,12730,4655,7213]",[],[],0,0,0
469,"DoubleStrikeMeleeAtAnimationSpeedUnique","[851,852,12730,4655,7213]",[],[],0,0,0
470,"HellscapeDemonBossMeleeAtAnimationSpeedFireKnockback","[851,852,12730,110,10831,4655,7213]",[1105],[40],0,0,0
471,"BetrayalCatarinaMelee","[851,852,12730,4655,7213]",[2748],[-25],0,0,0
472,"PlayerMelee","[851,852]",[],[],0,0,0
473,"BlinkMirrorArrowMelee","[851,852]",[],[],1,0,0
474,"MonsterMelee","[851,852]",[],[],0,0,0
475,"MonsterMeleeUnarmed","[851,852]",[],[],0,0,0
476,"MonsterMeleeUnarmedGreen","[851,852]",[],[],0,0,0
477,"MeleeUseContactPoint","[851,852,7213,4655]",[],[],0,0,0
478,"MeleeElderGuardianGold","[851,852]",[1967],[50],0,0,0
479,"MeleeKitavaMinion",[1975],[],[],0,0,0
480,"MeleeDusk","[1975,851,852]",[4905],[2],0,0,0
481,"MeleeProtoVaal","[851,852]","[1106,1967]","[75,30]",0,0,0
482,"DelveMeleeCold","[12730,851,852]",[],[],0,0,0
483,"DelveMeleeFire","[12730,851,852]",[],[],0,0,0
484,"DelveMeleeLightning","[12730,851,852]",[],[],0,0,0
485,"ShaperMelee",[],[1967],[33],0,0,0
486,"IzaroMelee",[],[],[],0,0,0
487,"MinotaurMelee","[851,852]",[1107],[30],0,0,0
488,"VilentaEnrageMelee","[851,852]",[1967],[100],0,0,0
489,"VilentaEnrageMeleeMap","[851,852]",[1967],[100],0,0,0
490,"BlackguardJaegerMelee","[4655,501]",[],[],0,0,0
491,"SpikerBossMultistrikeMelee",[],"[1257,1244]","[2,75]",0,0,0
492,"SumonRagingSpiritMelee",[],[],[],1,0,0
493,"RagingSpiritMeleeAttack",[],[],[],0,0,0
494,"ProphecyRagingSpiritMeleeAttack",[],[],[],0,0,0
495,"BrutusMeleeAttack",[],[1967],[12],0,0,0
496,"BruteTowerMeleeAttack",[],[],[],0,0,0
497,"BruteTowerMeleeAttackEmpowered",[],"[1107,636]","[60,100]",0,0,0
498,"MalachaiMeleeAttack",[],[],[],0,0,0
499,"MeleeSpiralStrMissionTotem",[852],"[2166,2167,2168]","[15,1600,3200]",0,0,0
500,"MonsterMeleeSplash","[1253,851,852]","[1254,1255]","[-20,-50]",0,0,0
501,"VaalSideAreaBoss1Melee","[851,852]",[],[],0,0,0
502,"DelveLavaGargoyleBossMelee","[851,852]",[],[],0,0,0
503,"MeleeEinhar","[851,852,686,4624]","[4905,1967]","[3,25]",0,0,0
504,"MeleeTora","[12602,851,852]","[4905,1967,1108]","[4,33,20]",0,0,0
505,"BetrayalSkeletonMelee","[851,852]","[4905,319]","[5,-30]",0,0,0
506,"BetrayalLabMelee",[],[5107],[-85],0,0,0
507,"MeleeJun",[686],[1967],[40],0,0,0
508,"MeleeBetrayalGravicius","[851,852]",[],[],0,0,0
509,"MeleeBetrayalThane","[851,852]",[],[],0,0,0
510,"MeleeBetrayalVagan","[851,852]",[],[],0,0,0
511,"MeleeBetrayalRiker","[851,852]",[],[],0,0,0
512,"MeleeBetrayalRin","[851,852]",[1106],[50],0,0,0
513,"MeleeLongRange","[851,852]",[1236],[16],0,0,0
514,"MeleeKaruiArcher",[851],"[4905,1106]","[18,75]",0,0,0
515,"MeleeKaruiSergeant",[851],"[4905,1105]","[21,75]",0,0,0
516,"MeleeHyrri",[851],"[4905,1106]","[19,75]",0,0,0
517,"MeleeHillock",[],[],[],0,0,0
518,"MeleeLioneye","[851,9727,7213]","[4905,1967,1105]","[20,-25,75]",0,0,0
519,"MeleeLioneyeSanctum","[851,7213]","[4905,1967,1105,17185]","[20,-25,75,15]",1,0,0
520,"MeleeLightningBowSanctum","[851,7213]","[4905,1107,17185]","[32,75,10]",1,0,0
521,"MeleeSekhemaAukuna","[851,7213,4624]","[1967,4905]","[-25,24]",0,0,0
522,"MeleeSekhemaAukunaDismounted",[],[1967],[-25],0,0,0
523,"MeleeFire","[851,852]",[1105],[75],0,0,0
524,"MeleeLightning","[851,852]",[1107],[75],0,0,0
525,"MeleeCold","[851,852]",[1106],[75],0,0,0
526,"MeleePartialChaos","[851,852,12602]",[1108],[25],0,0,0
527,"MeleePartialChaosWithKnockback","[851,852,110,12602]","[1108,10818]","[25,100]",0,0,0
528,"MeleePartialChaosWithKnockbackBasilisk","[851,852,110,12602]","[1108,10818]","[25,100]",0,0,0
529,"MeleeDemonFemale","[851,852]",[1236],[10],0,0,0
530,"MeleeEternalArcher",[851],[4905],[22],0,0,0
531,"MeleeMarakethArcher","[851,4655,7213]",[4905],[23],0,0,0
532,"MeleeBasiliskArrow","[851,4655,7213,12602]","[4905,1108]","[25,25]",0,0,0
533,"MeleeEyrieArrow","[851,852,7213,4655]","[1106,4905]","[75,26]",0,0,0
534,"MeleeWarlordArrow","[851,4655,7213]",[4905],[27],0,0,0
535,"AxisGeneralMelee","[851,852]","[1105,613,15279]","[25,50,-50]",0,0,0
536,"MeleeAtlasCrusaderMonsters","[851,852]",[1107],[75],1,0,0
537,"AzmeriLightningMelee","[851,852,12730]",[1107],[75],1,0,0
538,"MeleeWithDirectionalKnockback","[851,852,110,10831]",[10818],[100],0,0,0
539,"HeistThugMeleeWDK","[851,852,110,10831,12730]",[10818],[100],0,0,0
540,"MeleeHarvestSnake","[851,852,110,10831]","[10818,1106]","[100,15]",0,0,0
541,"MeleeEyrieBird","[851,852,110,10831]","[1106,10818]","[75,100]",0,0,0
542,"MeleeWarlordPitbull","[851,852]",[],[],0,0,0
543,"MeleePoisonMaim","[3876,2349,851,852]",[],[],0,0,0
544,"HarvestBearMelee","[851,852,110,10831]",[10818],[100],0,0,0
545,"HarvestMinerMelee","[851,852]",[],[],0,0,0
546,"MeleeBleed","[851,852,2410]",[],[],0,0,0
547,"HarvestScorpionMelee","[851,852,12602]",[1108],[25],0,0,0
548,"MeleeHalfDamage","[851,852]",[],[],0,0,0
549,"MeleeHalfDamageChaos","[851,852,12602]",[1108],[25],0,0,0
550,"MeleeSummonedWolf","[851,852]",[570],[300],0,0,0
551,"MeleeHeistTemplarArrow","[851,4655,7213]",[4905],[28],0,0,0
552,"MeleeHeistTemplarCaptain","[851,852]",[],[],0,0,0
553,"MeleeHeistThugArrow","[851,852]",[4905],[28],0,0,0
554,"MeleeHeistThugMelee1","[851,852]",[1236],[-9],0,0,0
555,"MeleeHeistThugMelee2","[851,852]",[],[],0,0,0
556,"MeleeHeistThugMelee2_2","[851,852,1118]",[],[],0,0,0
557,"MeleeHeistThugMelee2Miniboss","[851,852,110,10831]",[10818],[100],0,0,0
558,"MeleeHeistThugMelee2MinibossEnraged1","[851,852,110,10831,1118]",[10818],[100],1,0,0
559,"MeleeHeistThugMelee2MinibossEnraged2","[851,852,110,10831,1118]",[10818],[100],1,0,0
560,"MeleeHeistThugMelee2MinibossEnraged3","[851,852,110,10831,1118]",[10818],[100],1,0,0
561,"HeistTullinaMelee","[851,852]","[1108,3425]","[80,40]",0,0,0
562,"Melee2HeistTullina","[851,852]","[1108,3425]","[80,40]",0,0,0
563,"HeistMilitaryMelee","[851,852]",[],[],0,0,0
564,"HeistThugMelee","[851,852]",[],[],0,0,0
565,"HeistMannequinMelee2","[851,852]",[],[],0,0,0
566,"HeistTibbsMelee1","[851,852,110,10831,1118]","[10818,404]","[300,100]",0,0,0
567,"HeistTibbsMelee2","[851,852,1118]",[],[],0,0,0
568,"HeistTibbsMelee3","[851,852,110,10831,1118]","[10818,404]","[300,100]",0,0,0
569,"HeistTibbsMelee4","[851,852,110,10831,1118]","[10818,404]","[300,100]",0,0,0
570,"HeistHuckMelee","[851,852]",[],[],0,0,0
571,"HeistNenetMeleeArrow","[851,4655,7213]","[4905,1106]","[29,30]",0,0,0
572,"HeistNenetMeleeArrowFan","[851,4655,7213]","[4905,175,1106]","[30,6,30]",0,0,0
573,"HeistVinderiMelee",[3026],[],[],0,0,0
574,"HeistSpecialCharMelee","[851,852]",[],[],0,0,0
575,"HeistProjectUnarmedMelee1","[851,852]",[],[],0,0,0
576,"HeistProjectUnarmedMelee2","[851,852]",[],[],0,0,0
577,"HeistRatTailWhipMelee","[851,852]",[],[],0,0,0
578,"HeistSkeletonMelee","[851,852]",[],[],0,0,0
579,"HeistDanaiMelee","[851,852]",[],[],0,0,0
580,"HeistDanaiMeleeCharged","[851,852]","[1107,1105]","[40,40]",0,0,0
581,"HeistUnbreakableMelee","[851,852]",[1107],[25],0,0,0
582,"HeistCultistSawbladeMelee","[851,852,12730]","[2650,5452]","[50,-25]",0,0,0
583,"ThaumaturgistMelee","[851,852,12730,12602]","[3425,1108]","[50,30]",0,0,0
584,"UltimatumGuardMeleeLightning","[851,852,12730,7213]","[174,13456,1107,4905]","[1,30,50,32]",0,0,0
585,"VaalGuardMeleeLightning","[851,852,12730,7213]","[174,13456,1107,4905]","[1,35,50,32]",0,0,0
586,"UltimatumGuardMeleeCold","[851,852,12730,7213]","[175,1106,4905]","[2,50,34]",0,0,0
587,"VaalGuardMeleeCold","[851,852,12730,7213]","[175,1106,4905]","[2,50,34]",0,0,0
588,"UltimatumGuardMeleeFire","[851,852,12730,5079,7213]","[613,1105,4905]","[10,50,33]",0,0,0
589,"VaalGuardMeleeFire","[851,852,12730,5079,7213]","[613,1105,4905,211]","[33,50,33,50]",0,0,0
590,"UltimatumMeleeApplyRuin","[851,852,14056]",[],[],0,0,0
591,"UltimatumMeleeApplyRuinSupporter","[851,852,19667]",[],[],0,0,0
592,"TrialmasterBossMeleeKnockback","[851,852,12730,110,10831]","[10818,404]","[300,100]",0,0,0
593,"ExpeditionScytheHandDoubleStrike",[12730],[],[],0,0,0
594,"SummonedReaperMelee",[],[],[],0,0,0
595,"ExpeditionVoranaMelee","[851,852,12730,110,10831]","[10818,404]","[300,-50]",0,0,0
596,"AzmeriReaperMelee","[851,852,12730,110,10831]","[10818,404]","[300,-50]",0,0,0
597,"ExpeditionVoranaMeleeFlurry","[851,852,12730,110,10831]","[10818,404]","[300,-50]",0,0,0
598,"ExpeditionMedvedMeleeSingle","[851,852,12730,110,10831]","[10818,404]","[300,100]",0,0,0
599,"ExpeditionMedvedMeleeDouble","[851,852,12730,110,10831]","[10818,404]","[300,100]",0,0,0
