"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","NodeIcon","Stats","StatValues","HASH16","PassiveBG","Effect","Type","Limit","RequiresAdjacent","MaxAdjacent","AllocatedPassiveSkill","[rid]_140"
324,"AscendancyAscendant34","","","","","","","","","","","",[],[],8656,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1705,[]
325,"AscendancyAscendant35","","","","","","","","","","","",[],[],34567,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1706,[]
326,"AscendancyAscendant36","","","","","","","","","","","",[],[],9327,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1707,[]
327,"AscendancyAscendant37","","","","","","","","","","","",[],[],12597,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1708,[]
328,"AscendancyAscendant38","","","","","","","","","","","",[],[],8281,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1709,[]
329,"AscendancyAscendant39","","","","","","","","","","","",[],[],10099,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1710,[]
330,"AscendancyAscendant40","","","","","","","","","","","",[],[],43195,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1711,[]
331,"AscendancyAscendant41","","","","","","","","","","","",[],[],34774,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1712,[]
332,"AscendancyAscendant42","","","","","","","","","","","",[],[],39598,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1713,[]
333,"AscendancyAscendant43","","","","","","","","","","","",[],[],43962,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1714,[]
334,"AscendancyAscendant44","","","","","","","","","","","",[],[],42144,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1715,[]
335,"AscendancyAscendant45","","","","","","","","","","","",[],[],30919,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1716,[]
336,"AscendancyAscendant46","","","","","","","","","","","",[],[],43122,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1717,[]
337,"AscendancyAscendant47","","","","","","","","","","","",[],[],6778,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1718,[]
338,"AscendancyAscendant48","","","","","","","","","","","",[],[],58827,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",23,40,0,0,1719,[]
339,"AscendancyRaider19","","","","","","","","","","","",[],[],36958,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",17,40,0,0,5168,[]
340,"AscendancyAssassin16","","","","","","","","","","","",[],[],29844,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1627,[]
341,"AscendancyAssassin18","","","","","","","","","","","",[],[],18335,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1629,[]
342,"AscendancyAssassin19","","","","","","","","","","","",[],[],21192,"Art/2DArt/UIImages/InGame/AncestralTrial/PassiveTreeTattoos/KeystoneHinekoraPassiveBG","",22,40,0,0,1630,[]
