"rownum","BattlePass","RewardTier","i32_20","i32_24","bool_28","Id","RewardedMTX","i32_53","RewardDescription","RewardDescription (French)","RewardDescription (German)","RewardDescription (Japanese)","RewardDescription (Korean)","RewardDescription (Portuguese)","RewardDescription (Russian)","RewardDescription (Spanish)","RewardDescription (Thai)","RewardDescription (Traditional Chinese)","string_65","i32_73","i32_77","bool_81","RewardTitle","RewardTitle (French)","RewardTitle (German)","RewardTitle (Japanese)","RewardTitle (Korean)","RewardTitle (Portuguese)","RewardTitle (Russian)","RewardTitle (Spanish)","RewardTitle (Thai)","RewardTitle (Traditional Chinese)","rid_90","bool_106","i32_107","i32_111","i32_115","i32_119","i32_123","i32_127","i32_131","i32_135","bool_139","bool_140","bool_141"
142,10,2,0,17,"","MysteryPackGlimmerwoodBox",[6732],0,"Receive a random prize with a Glimmerwood theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique du Boiscintillant ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Düsterwald-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","グリマーウッドをテーマにしたランダムな賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","미광의 숲 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema Madeira Cintilante, que aparecerá em sua aba de microtransações para ser resgatado.","Получите случайную микротранзакцию на тему Мерцающего леса! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Bosque encantado! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Glimmerwood แบบสุ่ม!\r\nมันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個微熠之森主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",377,1296,"","Glimmerwood Mystery Box","Boîte mystère de Boiscintillant","Düsterwald-Überraschungskiste","グリマーウッドミステリーボックス","미광의 숲 미스터리 박스","Caixa Misteriosa de Madeira Cintilante","Загадочная коробка Мерцающего леса","Caja misteriosa de Bosque encantado","กล่องปริศนา Glimmerwood","微熠之森神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
143,10,2,1,17,"","",[],0,"Contains a Map that contains The Sacred Grove","Contient une Carte qui contient le Bosquet sacré","Enthält eine Karte, die den Heiligen Hain enthält","聖なる木立が出現するマップ1個","신성한 숲이 등장하는 지도 포함","Contém um mapa com o Bosque Sagrado","Содержит карту, на которой можно встретить Священную рощу","Contiene un mapa que contiene el Huerto sagrado","ประกอบด้วยแผนที่ที่มีสวนศักดิ์สิทธิ์ 1 ชิ้น","包含 1 張含有聖殿密園的地圖","Art/2DItems/Maps/BattlePassRandomNormalMap.dds",377,401,"","Map containing The Sacred Grove","Carte contenant le Bosquet Sacré","Karte mit Heiligem Hain","聖なる木立の出現するマップ","신성한 숲이 등장하는 지도","Mapa contém o Bosque Sagrado","Содержащая Священную рощу карта","Mapa que contiene el Huerto sagrado","แผนที่ที่มีสวนศักดฺ์สิทธิ์","含有聖殿密園的地圖",2,"",0,0,0,-1325400064,20,0,0,16777216,"","",""
144,10,3,0,27,"","EchoesOfTheMavenGloves",[7171],0,"Changes the appearance of any equipped gloves to the Echoes of the Maven Gloves.","Remplace l'apparence de vos gants par les Gants Échos de la Prodige.","Ersetzt das Erscheinungsbild eines ausgerüsteten Paares Handschuhe durch die 'Echos der Seherin'-Handschuhe.","装備中のグローブの見た目を、メイヴェンの反響グローブに変更します。","장착 중인 장갑의 외형을 메이븐의 메아리 장갑으로 변경합니다.","Muda a aparência de um par de luvas equipado para as Luvas Ecos da Conhecedora.","Заменяет внешний вид любой надетой пары перчаток на перчатки Отголосков Мейвен.","Cambia la apariencia de cualquier par de guantes equipado por los Guantes de Ecos de la Especialista.","เปลี่ยนสกิน ถุงมือ ที่สวมใส่เป็น ถุงมือภาพสะท้อนเมเวน","將你的手部外觀替換為釋界迴響。","",378,1297,"","Echoes of the Maven Gloves","Gants Échos de la Prodige","'Echos der Seherin'-Handschuhe","マイヴェンの反響","메이븐의 메아리 장갑","Luvas Ecos da Conhecedora","Перчатки Отголосков Мейвен","Guantes de Ecos de la Especialista","ถุงมือภาพสะท้อนเมเวน","手部外觀：釋界迴響","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
145,10,3,1,27,"","",[],0,"Contains a Blighted Map","Contient une Carte infestée","Enthält eine Befallene Karte","ブライトマップ1個","역병 걸린 지도 포함","Contém um mapa infestado","Содержит заражённую карту","Contiene un mapa infestado","ประกอบด้วยแผนที่ไบล์ท 1 ชิ้น","包含 1 張凋落地圖","Art/2DItems/Maps/BattlePassBlightedMap.dds",378,402,"","Blighted Map","Carte infestée","Befallene Karte","ブライトマップ","역병 걸린 지도","Mapa Infestado","Заражённая карта","Mapa infestado","แผนที่ไบล์ท","凋落地圖",0,"",0,0,0,-1241513984,20,0,0,16777216,"","",""
146,10,4,0,40,"","MysteryPackPolarisBox",[6750],0,"Receive a random prize with a Polaris theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Polaris » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Polaris-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","ポラリスをテーマにしたランダムな賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","폴라리스 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema Polaris, que aparecerá em sua aba de microtransações para ser resgatado.","Получите случайную микротранзакцию на тему Полярности! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Polaris! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต โพลาริส แบบสุ่ม!\r\nมันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個北極星辰主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",379,1298,"","Polaris Mystery Box","Boîte mystère Polaris","Polaris-Überraschungskiste","ポラリスミステリーボックス","폴라리스 미스터리 박스","Caixa Misteriosa Polaris","Загадочная коробка Полярности","Caja misteriosa de Polaris","กล่องปริศนาโพลาริส","北極星辰神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
147,10,4,1,40,"","",[],0,"Contains an Operative's Scouting Report","Contient un Rapport de reconnaissance d'agent","Enthält einen Umfangreichen Kundschafterbericht","諜報員の探索報告書","첩보원의 정찰 보고서 포함","Contém um Relatório de Patrulha Operativo","Содержит оперативный доклад разведки","Contiene un informe de exploración del operario","ประกอบด้วยรายงานสำรวจผู้ปฏิบัติงาน 1 ชิ้น","包含 1 份技工偵查報告","",379,403,"","Operative's Scouting Report","Rapport de reconnaissance d'agent","Umfangreicher Kundschafterbericht","諜報員の探索報告書","첩보원의 정찰 보고서","Relatório de Patrulha Operativo","Оперативный доклад разведки","Informe de exploración del operario","รายงานสำรวจผู้ปฏิบัติงาน","技工偵查報告",5,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
148,10,5,0,57,"","EchoesOfTheMavenBodyArmour",[7172],0,"Changes the appearance of any equipped body armour to the Echoes of the Maven Body Armour.","Remplace l'apparence de votre armure par l'Armure Échos de la Prodige.","Ersetzt das Erscheinungsbild einer ausgerüsteten Körperrüstung durch die 'Echos der Seherin'-Körperrüstung.","装備中のアーマーの見た目を、メイヴェンの反響アーマーに変更します。","장착 중인 갑옷의 외형을 메이븐의 메아리 갑옷으로 변경합니다.","Muda a aparência de um peitoral equipado para o Peitoral Ecos da Conhecedora.","Заменяет внешний вид любого надетого нательного доспеха на доспех Отголосков Мейвен.","Cambia la apariencia de cualquier armadura equipada por la Armadura de Ecos de la Especialista.","เปลี่ยนสกิน เสื้อเกราะ ที่สวมใส่เป็น เสื้อเกราะภาพสะท้อนเมเวน","將你的身體外觀替換為釋界迴響。","",380,1299,"","Echoes of the Maven Body Armour","Armure Échos de la Prodige","'Echos der Seherin'-Körperrüstung","マイヴェンの反響","메이븐의 메아리 갑옷","Peitoral Ecos da Conhecedora","Нательный доспех Отголосков Мейвен","Armadura de Ecos de la Especialista","เสื้อเกราะภาพสะท้อนเมเวน","身體外觀：釋界迴響","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
149,10,5,1,57,"","",[],0,"Contains 5 Random Scarabs","Contient 5 Scarabées aléatoires","Enthält 5 zufällige Skarabäen","ランダムなスカラベ5個","무작위 갑충석 5개 포함","Contém 5 escaravelhos aleatórios","Содержит 5 случайных скарабеев","Contiene 5 escarabajos aleatorios","ประกอบด้วยสคารับแบบสุ่ม 5 ชิ้น","包含 5 個隨機聖甲蟲","Art/2DItems/Currency/Scarabs/NormalScarabVaultPassRandomAlt.dds",380,404,"","Random Scarabs","Scarabées aléatoires","Zufällige Skarabäen","ランダムなスカラベ","무작위 갑충석","Escaravelhos Aleatórios","Случайные скарабеи","Escarabajos aleatorios","สคารับแบบสุ่ม","隨機聖甲蟲",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
150,10,6,0,80,"","MysteryPackMidnightPactBox",[6768],0,"Receive a random prize with a Midnight Pact theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Pacte de minuit » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Mitternachtspakt-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","ミッドナイトパクトをテーマにしたランダムな賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","심야의 서약 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema Pacto da Meia-noite, que aparecerá em sua aba de microtransações para ser resgatado.","Получите случайную микротранзакцию на тему Полночной сделки! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Pacto de medianoche! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Midnight Pact แบบสุ่ม!\r\nมันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個血夜冥約主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",381,1300,"","Midnight Pact Mystery Box","Boîte mystère du Pacte de minuit","Mitternachtspakt-Überraschungskiste","ミッドナイトパクトミステリーボックス","심야의 서약 미스터리 박스","Caixa Misteriosa do Pacto da Meia-noite","Загадочная коробка Полночной сделки","Caja misteriosa del Pacto de medianoche","กล่องปริศนา Midnight Pact","血夜冥約神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
151,10,6,1,80,"","",[],0,"Contains a Random Shaper Guardian Map","Contient une Carte de Gardien du Façonneur aléatoire","Enthält eine zufällige Wächterkarte des Schöpfers","ランダムなシェイパーガーディアンマップ","무작위 쉐이퍼 수호자 지도 포함","Contém um mapa de Guardião do Criador aleatório","Содержит случайную карту хранителя Создателя","Contiene un mapa de guardián del Creador aleatorio","ประกอบด้วยแผนที่องครักษ์เชปเปอร์แบบสุ่ม 1 ชิ้น","包含 1 張隨機塑界者守衛地圖","Art/2DItems/Maps/BattlePassGuardianMap.dds",381,405,"","Shaper Guardian Map","Carte de Gardien du Façonneur","Wächterkarte des Schöpfers","シェイパーガーディアンマップ","쉐이퍼 수호자 지도","Mapa de Guardião do Criador","Карта хранителя Создателя","Mapa de guardián del Creador","แผนที่องครักษ์เชปเปอร์","塑者守護者地圖",2,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
152,10,7,0,115,"","EchoesOfTheMavenHelmet",[7169],0,"Changes the appearance of any equipped helmet to the Echoes of the Maven Helmet.","Remplace l'apparence de votre casque par le Casque Échos de la Prodige.","Ersetzt das Erscheinungsbild eine ausgerüsteten Helms durch den 'Echos der Seherin'-Helm.","装備中のヘルメットの見た目を、メイヴェンの反響ヘルメットに変更します。","장착 중인 투구의 외형을 메이븐의 메아리 투구로 변경합니다.","Muda a aparência de um elmo equipado para o Elmo Ecos da Conhecedora.","Заменяет внешний вид любого надетого головного убора на шлем Отголосков Мейвен.","Cambia la apariencia de cualquier casco equipado por el Casco de Ecos de la Especialista.","เปลี่ยนสกิน หมวก ที่สวมใส่เป็น หมวกภาพสะท้อนเมเวน","將你的頭部外觀替換為釋界迴響。","",382,1301,"","Echoes of the Maven Helmet","Casque Échos de la Prodige","'Echos der Seherin'-Helm","マイヴェンの反響ヘルメット","메이븐의 메아리 투구","Elmo Ecos da Conhecedora","Шлем Отголосков Мейвен","Casco de Ecos de la Especialista","หมวกภาพสะท้อนเมเวน","頭部外觀：釋界迴響","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
153,10,7,1,115,"","",[],0,"Contains a Valdo's Puzzle Box","Contient un Casse-tête de Valdo","Enhält Valdos Rätselkiste","ヴァルドのパズルボックス","발도의 퍼즐 상자 포함","Contém um Quebra-cabeça de Valdo","Содержит Куб загадок Валдо","Contiene una caja de puzles de Valdo","ประกอบด้วยกล่องตัวต่อวาลโด 1 ชิ้น","包含 1 個瓦爾多的謎盒","",382,406,"","Valdo's Puzzle Box","Casse-tête de Valdo","Valdos Rätselkiste","ヴァルドのパズルボックス","발도의 퍼즐 상자","Quebra-cabeça de Valdo","Куб загадок Валдо","Caja de puzles de Valdo","กล่องตัวต่อวาลโด","瓦爾多的謎盒",5,"",0,0,0,1409286144,1,0,0,16777216,"","",""
154,11,0,0,1,"","MysteryPackAtlantisBox",[6771],0,"Receive a random prize with an Atlantis theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Atlantide » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Atlantis-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","アトランティスをテーマにしたランダムな賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","아틀란티스 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com temática Atlantis, que aparecerá em sua aba de microtransações para ser resgatado.","Получите случайную микротранзакцию на тему Атлантиды! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Atlantis! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต Atlantis แบบสุ่ม!\r\nมันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個亞特蘭提斯主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",375,1294,"","Atlantis Mystery Box","Boîte mystère de l'Atlantide","Atlantis-Überraschungskiste","アトランティスミステリーボックス","아틀란티스 미스터리 박스","Caixa Misteriosa Atlantis","Загадочная коробка Атлантиды","Caja misteriosa de Atlantis","กล่องปริศนา Atlantis","亞特蘭提斯神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
155,11,0,1,1,"","",[],0,"Contains 3 Orbs of Unmaking","Contient 3 Orbes de démantelement","Enthält 3 Sphären der Umkehr","解除のオーブ 3個","취소의 오브 3개 포함","Contém 3 Orbes da Restituição","Содержит 3 сферы небытия","Contiene 3 orbes de destrucción","ประกอบด้วย Orb of Unmaking 3 ชิ้น","包含 3 個撤銷石","",375,399,"","Orb of Unmaking","Orbe de démantelement","Sphäre der Umkehr","解除のオーブ","취소의 오브","Orbe da Restituição","Сфера небытия","Orbe de destrucción","Orb of Unmaking","撤銷石",5,"",0,0,0,167772160,0,0,0,50331648,"","",""
156,11,1,0,15,"","EradicatorOfDecayBoots",[7358],0,"Changes the appearance of any equipped boots to the Eradicator of Decay Boots.","Remplace l'apparence de vos bottes par les Bottes de l'Éradicateur de la Décomposition.","Ersetzt das Erscheinungsbild eines ausgerüsteten Paares Stiefel durch die 'Vernichter der Fäulnis'-Stiefel.","装備中の靴の見た目を、腐敗の根絶者ブーツに変更します。","장착 중인 장화의 외형을 부패의 박멸자 장화로 변경합니다.","Muda a aparência de um par de botas equipado para as Botas do Exterminador da Podridão.","Заменяет внешний вид любой надетой пары обуви на сапоги Искоренителя Тлена.","Cambia la apariencia de cualquier par de botas equipado por las Botas de erradicador del decaimiento.","เปลี่ยนสกิน รองเท้า ที่สวมใส่เป็น รองเท้าผู้ขจัดการเสื่อมสลาย","將你的腳部外觀替換為腐化根除者。","",376,1295,"","Eradicator of Decay Boots","Bottes de l'Éradicateur de la Décomposition","'Vernichter der Fäulnis'-Stiefel","腐敗の根絶者ブーツ","부패의 박멸자 장화","Botas do Exterminador da Podridão","Сапоги Искоренителя Тлена","Botas de erradicador del decaimiento","รองเท้าผู้ขจัดการเสื่อมสลาย","腳部外觀：腐化根除者","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
157,11,1,1,15,"","",[],0,"Contains 3 Stacked Decks","Contient 3 Bonnes pioches","Enthält 3 Kartenstapel","スタックデッキ 3枚","카드 묶음 3개 포함","Contém 3 Baralhos Empilhados","Содержит 3 колоды карт","Contiene 3 barajas apiladas","ประกอบด้วย สำรับไพ่ปริศนา 3 ใบ","包含 3 個豐裕牌組","",376,400,"","Stacked Decks","Bonnes pioches","Kartenstapel","スタックデッキ","카드 묶음","Baralhos Empilhados","Колоды карт","Barajas apiladas","สำรับไพ่ปริศนา","豐裕牌組",5,"",0,0,0,1828716544,12,0,0,50331648,"","",""
158,11,2,0,29,"","MysteryPackAngelsAndDemonsBox",[6756],0,"Receive a random prize with an Angels and Demons theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Anges et Démons » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem 'Engel und Dämonen'-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","天使と悪魔をテーマにしたランダムな賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","천사와 악마 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com temática Anjos e Demônios, que aparecerá em sua aba de microtransações para ser resgatado.","Получите случайную микротранзакцию на тему Ангелов и Демонов! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática de Ángeles y demonios! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต เทวากับอสูร แบบสุ่ม!\r\nมันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個天使和惡魔主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",377,1296,"","Angels and Demons Mystery Box","Boîte mystère Anges et Démons","Engel und Dämonen'-Überraschungskiste","天使と悪魔ミステリーボックス","천사와 악마 미스터리 박스","Caixa Misteriosa de Anjos e Demônios","Загадочная коробка Ангелов и Демонов","Caja misteriosa de Ángeles y demonios","กล่องปริศนา เทวากับอสูร","天使和惡魔神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
159,11,2,1,29,"","",[],0,"Contains a Map with layers of Delirium","Contient une Carte avec des stades de Délire","Enthält eine Karte mit Ebenen des Deliriums","デリリウムのレイヤーを持つマップ 1個","환영 현상이 있는 지도 1개 포함","Contém um mapa com camadas de Delírio","Содержит карту со слоями Делириума","Contiene un mapa con capas de delirio","ประกอบด้วย แผนที่ที่มีชั้นเดลิเรียม","包含 1 張帶有譫妄層數的地圖","Art/2DItems/Maps/BattlePassRandomDeliriousYellow.dds",377,401,"","Delirious Map","Carte du Délire","Deliriöse Karte","デリリウムマップ","환영 지도","Mapa Delirante","Карта со слоями Делирума","Mapa de delirio","แผนที่เดลิเรียม","譫妄地圖",2,"",0,0,0,-1325400064,20,0,0,16777216,"","",""
160,11,3,0,43,"","EradicatorOfDecayGloves",[7359],0,"Changes the appearance of any equipped gloves to the Eradicator of Decay Gloves.","Remplace l'apparence de vos gants par les Gants de l'Éradicateur de la Décomposition.","Ersetzt das Erscheinungsbild eines ausgerüsteten Paares Handschuhe durch die 'Vernichter der Fäulnis'-Handschuhe.","装備中の手袋の見た目を、腐敗の根絶者グローブに変更します。","장착 중인 장갑의 외형을 부패의 박멸자 장갑으로 변경합니다.","Muda a aparência de um par de luvas equipado para as Luvas do Exterminador da Podridão.","Заменяет внешний вид любой надетой пары перчаток на перчатки Искоренителя Тлена.","Cambia la apariencia de cualquier par de guantes equipado por los Guantes de erradicador del decaimiento.","เปลี่ยนสกิน ถุงมือ ที่สวมใส่เป็น ถุงมือผู้ขจัดการเสื่อมสลาย","將你的手部外觀替換為腐化根除者。","",378,1297,"","Eradicator of Decay Gloves","Gants de l'Éradicateur de la Décomposition","'Vernichter der Fäulnis'-Handschuhe","腐敗の根絶者グローブ","부패의 박멸자 장갑","Luvas do Exterminador da Podridão","Перчатки Искоренителя Тлена","Guantes de erradicador del decaimiento","ถุงมือผู้ขจัดการเสื่อมสลาย","手部外觀：腐化根除者","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
161,11,3,1,43,"","",[],0,"Contains a Map influenced by the Originator's Memories","Contient une Carte influencée par les Souvenirs de l'Instigateur","Enthält eine von den Erinnerungen der Erschafferin beeinflusste Karte","オリジネーターメモリーのインフルエンスを受けたマップ 1個","태초자의 기억의 영향을 받은 지도 포함","Contém um mapa influenciado pelas Memórias da Originadora","Содержит карту под влиянием воспоминаний Источника","Contiene un mapa influenciado por los recuerdos de la Originadora","ประกอบด้วย แผนที่ที่มีอิทธิพลจากผู้รังสรรค์","包含 1 張被開創者的記憶影響的地圖","Art/2DItems/Maps/RandomZanaInfluencedMap.dds",378,402,"","Originator Map","Carte de l'Instigateur","Karte der Erschafferin","オリジネーターマップ","태초자 지도","Mapa da Originadora","Карта Источника","Mapa de la Originadora","แผนที่ผู้รังสรรค์","開創者地圖",0,"",0,0,0,-1241513984,20,0,0,16777216,"","",""
162,11,4,0,57,"","MysteryPackTwilightBox",[6759],0,"Receive a random prize with a Twilight theme! It'll appear inside your MTX stash, waiting to be unwrapped.","Contient un cadeau surprise sur la thématique « Crépuscule » ! Il apparaîtra dans votre inventaire des MTX, prêt à être déballé.","Freu dich auf eine zufällige Mikrotransaktion mit dem Zwielicht-Thema! Sie wartet im Inventar für Mikrotransaktionen darauf, ausgepackt zu werden.","トワイライトをテーマにしたランダムな賞品を獲得しました！MTXスタッシュに登場し、封を解かれるのを待っています。","황혼 테마의 무작위 포인트 아이템을 받습니다! 받은 아이템은 포인트 아이템 보관함에 밀봉되어 나타납니다. 확률에 대한 정보는 홈페이지 공지사항을 통해 확인 가능합니다.","Receba um prêmio aleatório com o tema Crepúsculo, que aparecerá em sua aba de microtransações para ser resgatado.","Получите случайную микротранзакцию на тему Сумрака! Коробку можно открыть в вашем тайнике с микротранзакциями.","¡Recibe un premio aleatorio con temática del Crepúsculo! Aparecerá dentro de tu alijo de microtransacciones, a la espera de ser desenvuelto.","รับรางวัลจากเซ็ต แดนสนธยา แบบสุ่ม!\r\nมันจะรอให้คุณเปิดในคลังเก็บสินค้าแฟชั่นของคุณ","隨機收到一個傾城暮光主題的獎勵！獎勵會發送至你的商城倉庫頁，等待流亡者開啟。","",379,1298,"","Twilight Mystery Box","Boîte mystère du Crépuscule","Zwielicht-Überraschungskiste","トワイライトミステリーボックス","황혼 미스터리 박스","Caixa Misteriosa do Crepúsculo","Загадочная коробка Сумрака","Caja misteriosa del Crepúsculo","กล่องปริศนาแดนสนธยา","傾城暮光神秘寶箱","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
163,11,4,1,57,"","",[],0,"Contains 5 random Scarabs","Contient 5 Scarabées aléatoires","Enthält 5 zufällige Skarabäen","ランダムなスカラベ5個","무작위 갑충석 5개 포함","Contém 5 escaravelhos aleatórios","Содержит 5 случайных скарабеев","Contiene 5 escarabajos aleatorios","ประกอบด้วย สคารับแบบสุ่ม 5 ตัว","包含 5 個隨機聖甲蟲","Art/2DItems/Currency/Scarabs/NormalScarabVaultPassRandomAlt.dds",379,403,"","Random Scarabs","Scarabées aléatoires","Zufällige Skarabäen","ランダムなスカラベ","무작위 갑충석","Escaravelhos Aleatórios","Случайные скарабеи","Escarabajos aleatorios","สคารับแบบสุ่ม","隨機聖甲蟲",0,"",0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
164,11,5,0,71,"","EradicatorOfDecayBodyArmour",[7360],0,"Changes the appearance of any equipped body armour to the Eradicator of Decay Body Armour.","Remplace l'apparence de votre armure par l'Armure de l'Éradicateur de la Décomposition.","Ersetzt das Erscheinungsbild einer ausgerüsteten Körperrüstung durch die 'Vernichter der Fäulnis'-Körperrüstung.","装備中のアーマーの見た目を、腐敗の根絶者アーマーに変更します。","장착 중인 갑옷의 외형을 부패의 박멸자 갑옷으로 변경합니다.","Muda a aparência de um peitoral equipado para o Peitoral do Exterminador da Podridão.","Заменяет внешний вид любого надетого нательного доспеха на доспех Искоренителя Тлена.","Cambia la apariencia de cualquier armadura equipada por la Armadura de erradicador del decaimiento.","เปลี่ยนสกิน เสื้อเกราะ ที่สวมใส่เป็น เสื้อเกราะผู้ขจัดการเสื่อมสลาย","將你的身體外觀替換為腐化根除者。","",380,1299,"","Eradicator of Decay Body Armour","Armure de l'Éradicateur de la Décomposition","'Vernichter der Fäulnis'-Körperrüstung","腐敗の根絶者アーマー","부패의 박멸자 갑옷","Peitoral do Exterminador da Podridão","Нательный доспех Искоренителя Тлена","Armadura de erradicador del decaimiento","เสื้อเกราะผู้ขจัดการเสื่อมสลาย","身體外觀：腐化根除者","",1,0,0,0,-33554432,-16843010,-16843010,-16843010,16711422,"","",""
165,11,5,1,71,"","",[],0,"Contains a random Synthesis Map","Contient une Carte de Synthèse aléatoire","Enthält eine zufällige Synthesis-Karte","ランダムなシンセサイズマップ 1個","무작위 결합 지도 1개 포함","Contém um Mapa Sintetizado aleatório","Содержит случайную карту Синтеза","Contiene un mapa de Synthesis aleatorio","ประกอบด้วย แผนที่สังเคราะห์แบบสุ่ม 1 ชิ้น","包含 1 張隨機追憶地圖","Art/2DItems/Maps/RandomSynthesisMap.dds",380,404,"","Synthesis Map","Carte de Synthèse","Synthesis-Karte","シンセサイズマップ","결합 지도","Mapa Sintetizado","Карта Синтеза","Mapa de Synthesis","แผนที่สังเคราะห์","追憶地圖",3,"",0,0,0,-33554432,-16843010,-16843010,-16843010,33488638,"","",""
