"rownum","Metadata","AreaLevel","SpawnsMonsters","i32_28","i32_32","i32_36","i32_40","i32_44","i32_48","i32_52","i32_56","bool_60","bool_61","bool_62","bool_63","bool_64","bool_65","i32_66","i32_70","i32_74","i32_78","rid_82","bool_98","bool_99","Script1","bool_108","bool_109","Script2","[i32]_118","i32_134","i32_138","i32_142","i32_146","i32_150","i32_154","i32_158","i32_162"
68,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",10,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,6500,8500,0,0,256,"",1,"","","","",1,15,5,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
69,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",20,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,6000,8000,0,0,256,"",1,"","","","",1,15,5,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
70,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",30,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,5500,7500,0,0,256,"",1,"","","","",1,15,10,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
71,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",40,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,5000,7000,0,0,256,"",1,"","","","",1,18,10,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
72,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",50,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,4750,6750,0,0,256,"",1,"","","","",1,18,15,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
73,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",60,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,4500,6500,0,0,256,"",1,"","","","",1,18,15,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
74,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",70,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,4250,6250,0,0,256,"",1,"","","","",1,20,15,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
75,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_2",80,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,4000,6000,0,0,256,"",1,"","","","",1,20,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
76,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",1,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,7000,9000,0,0,256,"",1,"","","","",1,10,0,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
77,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",10,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,6500,8500,0,0,256,"",1,"","","","",1,15,5,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
78,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",20,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,6000,8000,0,0,256,"",1,"","","","",1,15,5,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
79,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",30,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,5500,7500,0,0,256,"",1,"","","","",1,15,10,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
80,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",40,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,5000,7000,0,0,256,"",1,"","","","",1,18,10,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
81,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",50,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,4750,6750,0,0,256,"",1,"","","","",1,18,15,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
82,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",60,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,4500,6500,0,0,256,"",1,"","","","",1,18,15,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
83,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",70,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,4250,6250,0,0,256,"",1,"","","","",1,20,15,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
84,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_3",80,"[7407,7410,7412,7414,7416,7420,7423,7425,7427,7429]",150,0,0,4000,6000,0,0,256,"",1,"","","","",1,20,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
85,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",1,[7452],150,0,0,6000,8000,0,0,256,"",1,"","","","",1,10,0,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
86,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",10,[7452],150,0,0,5500,7500,0,0,256,"",1,"","","","",1,15,10,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
87,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",20,[7452],150,0,0,5000,7000,0,0,256,"",1,"","","","",1,15,10,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
88,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",30,[7452],150,0,0,4500,6500,0,0,256,"",1,"","","","",1,15,15,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
89,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",40,[7452],150,0,0,4000,6000,0,0,256,"",1,"","","","",1,18,15,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
90,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",50,[7452],150,0,0,3750,5750,0,0,256,"",1,"","","","",1,18,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
91,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",60,[7452],150,0,0,3500,5500,0,0,256,"",1,"","","","",1,18,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
92,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",70,[7452],150,0,0,3250,5250,0,0,256,"",1,"","","","",1,20,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
93,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_4",80,[7452],150,0,0,3000,5000,0,0,256,"",1,"","","","",1,20,25,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
94,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",1,[7403],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,0,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
95,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",10,[7403],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,10,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
96,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",20,[7403],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,15,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
97,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",30,[7403],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,15,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
98,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",40,[7403],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
99,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",50,[7403],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
100,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",60,[7403],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
101,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",70,[7403],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
102,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_1Interior",80,[7403],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,25,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
103,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",1,"[7395,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,0,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
104,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",10,"[7395,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,10,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
105,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",20,"[7395,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,15,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
106,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",30,"[7395,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,15,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
107,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",40,"[7395,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
108,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",50,"[7395,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
109,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",60,"[7395,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
110,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",70,"[7395,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
111,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_2Interior",80,"[7395,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,25,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
112,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",1,[7394],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,0,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
113,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",10,[7394],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,10,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
114,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",20,[7394],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,15,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
115,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",30,[7394],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,15,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
116,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",40,[7394],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
117,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",50,[7394],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
118,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",60,[7394],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
119,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",70,[7394],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
120,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_3Interior",80,[7394],500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,25,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
121,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",1,"[7453,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,0,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
122,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",10,"[7453,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,10,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
123,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",20,"[7453,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,15,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
124,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",30,"[7453,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,15,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
125,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",40,"[7453,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
126,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",50,"[7453,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
127,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",60,"[7453,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
128,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",70,"[7453,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,20,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
129,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier2_4Interior",80,"[7453,7435]",500,0,0,8000,10000,0,0,256,"",1,"","","","",1,5,25,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,3,3,1,1
130,"Metadata/Monsters/LeagueBetrayal/FortSpawners/FortEncounterTier1_1Interior",1,[7403],150,0,0,6000,8000,0,0,256,"",1,"","","","",1,10,0,0,"","","","PlayEffect( \""Metadata/Effects/Spells/desecrate/corpselight.ao\"" ); triggerer.AddBuff( kitava_heart_damage_taken, 3, -90, 0, 3000 );","",1,"SetStateTo( betrayal_spawner, 0 );",[],0,0,0,0,10,10,1,1
