"rownum","Id","i32_8","WorldAreasKeys","MinCount","MaxCount","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool_60","[i32]_61","Grounds","Tags","MinLevel","MaxLevel","WorldAreas2","i32_133","PackFormation","i32_153","bool_157","[string]_158","bool_174","bool_175","bool_176","bool_177","[string]_178","NecropolisPack"
183,"Act3-FlameBearer",0,[50],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],184
184,"Act3-DockworkerBow",0,[50],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],178
185,"Act3-DockSkeletonMelee",0,[50],3,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],173
186,"Act3-DockSkeletonBow",0,[50],3,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],174
187,"Act3-CityStalkerCold2",0,[51],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],170
188,"Act3-Grappler1",0,[51],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],192
189,"Act3-PyromaniacPoison",0,[51],3,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],210
190,"Act3-Frog",0,[51],3,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],187
191,"Act3-Squid",0,[51],3,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],48
192,"Act3-AxisFootSoldier2",0,"[52,53]",3,7,50,1,[1321],"","[100,20]",[],[],0,100,[],100,"",0,"",[],1,"","",1,[],153
193,"Act3-AxisEliteSoldierShield",0,"[52,53]",3,6,50,1,[1321],"","[100,20]",[],[],0,100,[],100,"",0,"",[],1,"","",1,[],148
194,"Act3-AxisExperimenter",0,"[52,53]",3,6,0,0,[],"","[20,100]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],150
195,"Act3-DemonModularFire",0,[53],3,6,40,1,"[1386,1385]","",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],203
196,"Act3-DemonModular1",0,[53],3,6,40,1,"[1386,1385]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],201
197,"Act3-DemonModularCold",0,[53],3,6,40,1,"[1386,1385]","",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],202
198,"Act3-DemonModularLightning",0,[53],3,6,40,1,"[1386,1385]","",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],205
199,"Act3-DemonFemaleRanged",0,[54],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],182
200,"Act3-BloodElemental1",0,[54],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],159
201,"Act3-DemonFemale1",0,[54],3,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],180
202,"Act3-DemonModularFire2",0,[54],3,5,40,1,[1387],"",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],207
203,"Act3-DemonModularCold2",0,[54],3,5,40,1,[1387],"",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],206
204,"Act3-DemonModularLightning2",0,[54],3,5,40,1,[1387],"",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],208
205,"Act3-Spiker",0,[55],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],217
206,"Act3-Kiweth",0,[55],2,4,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],55
207,"Act3-BlackguardZombie",0,[55],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],156
208,"Act3-RootSpiderHidden",0,[55],1,2,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],108
209,"Act3-SnakeSpit",0,[55],2,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],218
210,"Act3-MonkeyJuvenileThrow",0,[55],5,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],98
211,"Act3-MossMonsterEmergeRoll",0,[55],2,4,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],103
212,"Act3-CityStalkerFreezingPulse2",0,"[56,57,58]",2,6,0,0,[],"","[100,100,20]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],171
213,"Act3-SkeletonMelee",0,[56],2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],31
214,"Act3-RhoaSkeleton",0,[56],2,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],21
215,"Act3-SkeletonMeleeLarge",0,"[56,57]",2,4,0,0,[],"","[20,100]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],31
216,"Act3-SkeletonCasterLightning7",0,"[56,57]",2,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],473
217,"Act3-SkeletonCasterCold6",0,[57],2,5,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],457
218,"Act3-CityStalkerArmour",0,"[58,59]",2,6,50,1,"[2027,2070]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],163
219,"Act3-Iguana",0,"[58,59]",2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],197
220,"Act3-GemFrog",0,"[58,59]",2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],189
221,"Act3-FlameBearer2",0,[59],2,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],185
222,"Act3-SpiderHair2",0,[59],3,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],195
223,"Act4-VultureParasiteAqueduct",0,[61],3,6,40,1,[4072],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],255
224,"Act4-blackguardzombie1",0,[61],3,7,40,1,[4072],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],228
225,"Act4-DockworkerHammer",0,[61],3,7,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],176
226,"Act4-DockworkerBow",0,[61],3,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],178
227,"Act4-skeletonsoldiersAque",0,[61],3,7,40,1,[4072],"",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],263
228,"Act4-SkeletonSoldierRangedBarrage",0,[61],3,7,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],264
229,"Act4-SkeletonSoldierRangedTornadoShot",0,[62],2,6,50,1,[4110],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],264
230,"Act4-SkeletonSoldierUnarmed",0,[62],2,6,50,1,[4110],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],263
231,"Act4-VultureParasite",0,[62],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],255
232,"Act4-SandLeaper",0,[62],4,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],112
233,"Act4-SkeletonSoldierSwordShield",0,[62],2,6,50,1,[4110],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],263
234,"Act4-MineBat",0,"[63,64]",3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],90
235,"Act4-Miner1",0,"[63,64]",2,6,50,1,"[4187,4177]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],252
236,"Act4-MineBatCrystalVeins",0,[65],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],90
237,"Act4-MinerCrystalVeins",0,[65],2,6,50,1,"[4191,4181]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],252
238,"Act4-FireMonsterKaom",0,[66],2,4,35,1,"[4447,4253]","",[20],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],81
239,"Act4-Hound",0,[66],2,6,35,1,"[4447,4253]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],236
240,"Act4-SnakeFlame",0,[66],2,5,35,1,"[4447,4253]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],260
241,"Act4-Heitiki",0,[66],4,8,50,1,[4241],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],243
242,"Act4-Puitotem",0,[67],1,1,66,1,[4241],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],258
243,"Act4-KaomWarrior",0,[67],3,6,35,1,"[4452,4253]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],246
244,"Act4-KaomArcher",0,[67],3,6,35,1,"[4452,4253]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],248
245,"Act4-Pitbull",0,[68],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],257
246,"Act4-Cockerel",0,[68],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],230
247,"Act4-CockerelBow",0,[68],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],231
248,"Act4-Hellion2",0,[68],3,7,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],62
249,"Act4-ArenaZombie",0,[68],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],13
250,"Act4-GladiatorSword",0,[69],2,6,50,1,[4414],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],237
251,"Act4-GladiatorSwordShield",0,[69],2,6,50,1,[4414],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],237
252,"Act4-Bull",0,[69],1,4,50,1,[4414],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],448
253,"Act4-SkeletonBowBellyOfTheBeastRun1",0,"[70,71,72]",2,6,60,1,[4668],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],241
254,"Act4-SkeletonMeleeBellyOfTheBeastRun1",0,"[70,71,72]",2,6,60,1,[4668],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],239
255,"Act4-Eye",0,"[70,71,72]",2,6,60,1,[4349],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],233
256,"Act4-HalfSkeletonRanged",0,"[70,71,72]",2,6,60,1,[4668],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],224
257,"Act4-HalfSkeleton",0,"[70,71,72]",2,6,60,1,[4668],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],223
258,"Act4-Taster",0,"[70,71,72]",2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],261
259,"Act4-SkeletonBowBellyOfTheBeastCrawl1",0,"[70,71,72]",2,6,60,1,[4668],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],241
260,"Act4-SkeletonMeleeBellyOfTheBeastCrawl1",0,"[70,71,72]",2,6,60,1,[4668],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],239
261,"Act4-BloodElementalBelly",0,[71],3,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],159
262,"Act4-DemonModular",0,[71],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],201
263,"Act4-PusElementalEmerge",0,[72],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],259
264,"Act4-Vendigo",0,[73],2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],262
265,"Act4-MountainGoatmanLeapSlam_",0,[73],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],52
266,"Act4-MountainGoatmanShamanIceSpear",0,[73],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],454
267,"Act4-BlackguardJaegerMelee",0,[73],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],225
268,"Act4-BlackguardJaegerRanged",0,[73],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],226
269,"Act4-BlackguardJaegerZombie",0,[73],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],227
270,"Act4-HellionIce",0,[73],3,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],244
271,"Act5-BlackguardTorturer",0,"[74,76]",3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],273
272,"Act5-IndoctrinatedConvert",0,"[74,76]",3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],279
273,"Act5-OriathBlackguard",0,"[74,76,77]",3,8,0,0,[],"","[100,20,20]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],293
274,"Act5-TemplarSlaveDriver",0,[76],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],302
275,"Act5-slavecatcher3",0,"[76,77]",3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],301
276,"Act5-SecretPolice",0,"[77,79]",3,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],299
277,"Act5-ReligionTemplar",0,"[77,79]",3,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],298
278,"Act5-MotherofFlames",0,[77],4,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],291
279,"Act5-PurgeHound",0,[77],4,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],297
280,"Act5-BlackguardInquisitorPure",0,[79],4,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],271
281,"Act5-TemplarJudgePure",0,[79],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],303
282,"Act5-HolyFireElemental",0,[81],2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],278
283,"Act5-TemplarJudgePurecourts",0,[81],3,4,50,1,"[1442,5318]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],304
284,"Act5-BlackguardInquisitorPurecourts",0,[81],3,6,50,1,"[1442,5318]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],271
285,"Act5-TemplarJudgeKitava2",0,"[80,78]",2,5,0,0,[],"","[100,20]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],290
286,"Act5-BlackguardClericKitava1",0,"[80,78]",3,6,0,0,[],"","[100,20]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],280
287,"Act5-ReligiousTemplarKitava",0,"[80,78]",3,6,100,1,[5332],"","[100,20]",[],[],0,100,[],100,"",0,"",[],1,"","",1,[],287
288,"Act5-BlessedSisterKitava2",0,[80],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],283
289,"Act5-BlackguardInquisitorKitava",0,[80],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],282
290,"Act5-KitavaCultistMelee",0,"[80,78,84]",3,8,0,0,[],"","[20,100,100]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],285
291,"Act5-SlaveCatcherKitava",0,[78],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],289
292,"Act5-Banshee1",0,[84],2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],270
293,"Act5-KitavaDemon",0,[84],1,3,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],286
294,"Act5-SkeletonMelee11",0,[83],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],292
295,"Act5-OriathGhost",0,[83],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],294
296,"Act5-AnimatedBust1",0,[83],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],268
297,"Act5-OriathGhostRanged",0,[83],2,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],295
298,"Act5-SkeletonCasterGold",0,[83],2,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],276
299,"Act5-SkeletonMeleeBlack",0,[82],2,6,75,1,"[6078,791,6198]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],275
300,"Act5-SkeletonCasterBlack",0,[82],2,5,75,1,"[6078,791,6198]","",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],274
301,"Act5-Pauper1",0,[82],2,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],296
302,"Act6-OriathanCitizenZombie",0,[86],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],324
303,"Act6-KaomArcher",0,"[87,89,90]",3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],247
304,"Act6-KaomWarrior",0,"[87,89,90]",3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],245
305,"Act6-SandSpitter",0,[87],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],1
306,"Act6-Hound",0,[87],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],235
307,"Act6-WaterElemental2",0,[88],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],8
308,"Act6-ShieldCrab3",0,[88],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],18
309,"Act6-SandSpitter3SpawnWithCorpse_",0,[88],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],1
310,"Act6-CrabParasiteLargeWithCorpse",0,[88],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],313
311,"Act6-SkeletonMelee6",0,[91],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],23
312,"Act6-SkeletonBow2",0,[91],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],34
313,"Act6-SandLeaper3",0,[91],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],109
314,"Act6-SnakeScorpion2",0,[91],2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],214
315,"Act6-CorpseWheel",0,[91],2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],56
316,"Act6-SkeletonCasterFire5_",0,[92],2,5,50,1,[1666],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],464
317,"Act6-SkeletonMeleeFire2_",0,[92],2,5,50,1,[1666],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],466
318,"Act6-CageSpider",0,"[92,93]",1,3,0,0,[],"","[100,20]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],311
319,"Act6-SkeletonBowLightning",0,[92],2,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],478
320,"Act6-ZombiePrison",0,[92],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],12
321,"Act6-Grappler2",0,[93],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],190
322,"Act6-SkeletonMeleeLightning5",0,[93],2,6,50,1,[441],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],475
323,"Act6-SkeletonBowLightning5",0,[93],2,6,50,1,[441],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],477
324,"Act6-GoatmanLeapSlam2",0,[94],2,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],49
325,"Act6-GoatmanShamanFireChampion",0,[94],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],462
326,"Act6-SkeletonBowBurningArrow",0,[94],2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],468
327,"Act6-HellionParasite",0,[94],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],317
328,"Act6-SandSpitter1",0,[94],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],2
329,"Act6-Hellion2",0,[94],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],62
330,"Act6-Bandit",0,"[95,96,98]",2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],309
331,"Act6-BanditNoHat",0,"[95,96,98]",3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],305
332,"Act6-SpiderHairParasite",0,[95],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],316
333,"Act6-SpiderHair1",0,[95],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],195
334,"Act6-SnakeMeleeSpit",0,"[96,98]",2,6,0,0,[],"","[100,20]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],87
335,"Act6-MonkeyBloodThrow",0,[96],3,9,50,1,[387],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],97
336,"Act6-FrogParasite",0,"[96,97]",3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],314
337,"Act6-Frog",0,"[96,97]",3,8,0,0,[],"","[100,20]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],187
338,"Act6-SnakeMeleeSpitParasite",0,[96],2,6,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],329
339,"Act6-MonkeyBloodParasite",0,"[96,98]",4,10,50,1,"[393,394]","","[20,100]",[],[],0,100,[],100,"",0,"",[],1,"","",1,[],322
340,"Act6-FrogParasiteParasite",0,[96],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],315
341,"Act6-RhoaParasite",0,[97],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],327
342,"Act6-Parasite",0,[97],4,11,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],326
343,"Act6-Rhoa1",0,[97],3,7,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],10
344,"Act6-CrabParasite",0,[98],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],312
345,"Act6-InsectWild",0,[98],4,10,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],84
346,"Act6-ShieldCrab4",0,[99],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],20
347,"Act6-CrabParasite2",0,[99],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],312
348,"Act6-GhostPirateGreen2",0,[99],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],63
349,"Act6-SeaWitchScreech2",0,[99],2,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],44
350,"Act6-Squid3",0,[99],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],46
351,"Act6-CrabParasite3",0,[100],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],312
352,"Act6-WaterElementalBeacon",0,"[100,101]",2,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],8
353,"Act6-SkeletonBowTornadoShot",0,[100],2,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],33
354,"Act6-SkeletonMelee7",0,[100],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],22
355,"Act6-GhostPirateGreen",0,[101],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],63
356,"Act6-ParasiticSquid",0,[101],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],331
357,"Act6-RockGolemCoral",0,[101],2,4,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],328
358,"Act6-ParasiticSquidWarp",0,[101],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],330
359,"Act7-SkeletonBowExplosiveArrowBandit",0,[103],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],469
360,"Act7-SkeletonBanditMelee",0,[103],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],24
361,"Act7-VultureParasite2",0,"[103,104]",3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],253
362,"Act7-Parasite3_",0,[103],3,9,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],325
363,"Act7-RubbleGolem",0,[103],2,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],336
364,"Act7-SkeletonBanditMelee1",0,[103],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],24
365,"Act7-SkeletonBowExplosiveArrow",0,[103],3,5,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],469
366,"Act7-BeastParasite",0,"[103,110,111]",2,4,0,0,[],"","[20,30,25]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],70
367,"Act7-BeastCleaveEnduringCry",0,"[103,111]",4,9,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],72
368,"Act7-Bandit",0,[104],3,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],309
369,"Act7-BanditNoHat",0,"[104,111]",3,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],305
370,"Act7-SkeletonBowSplitArrow",0,[104],3,7,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],621
371,"Act7-SkeletonMelee8",0,[104],2,4,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],25
372,"Act7-BeastCleave",0,"[104,110]",3,8,0,0,[],"","[20,100]",[],[],0,100,[],0,"",0,"",[],1,"","",1,[],549
373,"Act7-MossMonsterEmergeRoll",0,[104],3,8,0,0,[],"",[20],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],99
374,"Act7-SkeletonMelee9",0,[105],3,8,50,1,[450],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],26
375,"Act7-SkeletonBow4",0,[105],3,8,50,1,[450],"",[100],[],[],0,100,[],100,"",0,"",[],1,"","",1,[],35
376,"Act7-SpiderHairParasite",0,[105],4,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],316
377,"Act7-StatueMaleMaulBlack",0,[105],4,6,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],350
378,"Act7-StatueFemaleBowBlack",0,[105],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],351
379,"Act7-ZombieMoldyEmerge",0,[105],3,8,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],92
