"rownum","Id","MonsterTypesKey","i32_24","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","i32_128","i32_132","i32_136","TagsKeys","ExperienceMultiplier","[i32]_160","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","BloodType","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32_376","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool_428","i32_429","i32_433","i32_437","i32_441","i32_445","i32_449","HASH16","bool_455","string_456","string_456 (French)","string_456 (German)","string_456 (Japanese)","string_456 (Korean)","string_456 (Portuguese)","string_456 (Russian)","string_456 (Spanish)","string_456 (Thai)","string_456 (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid_576","i32_592","i32_596","Achievement","MultiPartAchievement","i32_632","SinkAnimation_AOFile","bool_644","[rid]_645","bool_661","bool_662","bool_663","i32_664","i32_668","f32_672","AilmentThreshold","EPKFile","i32_688","MonsterConditionalEffectPacksKey","bool_708","bool_709","i32_710","bool_714","i32_715","i32_719","i32_723","i32_727","i32_731","i32_735","AddonMonsterTypeIndex","i32_755","i32_759","i32_763","i32_767","i32_771","bool_775","BossHealthBar","bool_777","MonsterCategory"
24,"Metadata/Monsters/Bandits/BanditGuardBow2",288,19,3,6,40,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/BanditBow",[],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,765,822,32,118,801]",120,[3],105,105,700,500,0,"[403,11940]","Metadata/Monsters/Bandits/BanditBow.ais","[6436,6442]","",1,"Treacherous Deserter","Déserteur déloyal","Heimtückischer Deserteur","トレチャラスデザーター","위험한 탈영병","Desertor Traiçoeiro","Вероломный дезертир","Desertor traicionero","Treacherous Deserter","奸詐的叛兵",144,108,1995,[8891],[7800],8204,13,"","",0,[],[],[],"",1,6,100,0,0,100,3170,"","","M","M","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,108,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
25,"Metadata/Monsters/Bandits/BanditGuardBowSpawner",661,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[6883],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[403,11940,5270]","Metadata/Monsters/Bandits/BanditBow.ais","[6436,6442]","",1,"Oak's Guardian","Gardien d'Orme","Wächter Oaks","オークの守護者","오크의 수호병","Guardião de Oak","Караульный Дуба","Guardián de Oak","Oak's Guardian","歐克的衛哨",72,108,1995,[8891],[7800],8204,13,"","",0,[],[37629],[],"",1,6,100,0,0,100,9355,"","","M","M","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,108,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
26,"Metadata/Monsters/Bandits/BanditGuardBowSpawnerMap",662,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBowMap",[],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[403,11940,5270]","Metadata/Monsters/Bandits/BanditBow.ais","[6436,6442]","",1,"Guard Archer","Garde archer","Wachbogenschütze","ガードアーチャー","수호병 궁수","Guarda Arqueiro","Страж-лучник","Guardia arquero","Guard Archer","守護之弓",60,96,1995,[8891],[7800],8204,13,"","",0,[],[],[],"",1,6,100,0,0,100,62894,"","","M","M","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,96,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
27,"Metadata/Monsters/Bandits/BanditGuardBowBurningArrow",661,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[403,11940,2038]","Metadata/Monsters/Bandits/BanditBow.ais","[6436,6442]","",1,"Kraityn's High Guard","Haut-garde de Kraityn","Hohewächter Kraityns","クレイティンのハイガード","크레이틴의 고위 수호병","Guarda de Kraityn","Старший охраны Крайтина","Guardia mayor de Kraityn","Kraityn's High Guard","克雷頓的高階護衛",72,108,1995,[8891],[7800],8204,13,"","",0,[],[],[],"",1,6,100,0,0,100,7362,"","","M","M","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,108,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
28,"Metadata/Monsters/Bandits/BanditGuardBowBurningArrowSpawner",661,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[6883],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[403,11940,2038]","Metadata/Monsters/Bandits/BanditBow.ais","[6436,6442]","",1,"Kraityn's High Guard","Haut-garde de Kraityn","Hohewächter Kraityns","クレイティンのハイガード","크레이틴의 고위 수호병","Guarda de Kraityn","Старший охраны Крайтина","Guardia mayor de Kraityn","Kraityn's High Guard","克雷頓的高階護衛",72,108,1995,[8891],[7800],8204,13,"","",0,[],[37629],[],"",1,6,100,0,0,100,5228,"","","M","M","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,108,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
29,"Metadata/Monsters/Bandits/BanditGuardBowExplosiveArrow",661,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[403,1108,11940]","Metadata/Monsters/Bandits/BanditBow.ais","[6436,6442]","",1,"Kraityn's High Guard","Haut-garde de Kraityn","Hohewächter Kraityns","クレイティンのハイガード","크레이틴의 고위 수호병","Guarda de Kraityn","Старший охраны Крайтина","Guardia mayor de Kraityn","Kraityn's High Guard","克雷頓的高階護衛",72,108,1995,[8891],[7800],8204,13,"","",0,[],[],[],"",1,6,100,0,0,100,15700,"","","M","M","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,108,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
30,"Metadata/Monsters/Bandits/BanditGuardBowExplosiveArrowSpawner",661,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[6883],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[403,1108,11940]","Metadata/Monsters/Bandits/BanditBow.ais","[6436,6442]","",1,"Kraityn's High Guard","Haut-garde de Kraityn","Hohewächter Kraityns","クレイティンのハイガード","크레이틴의 고위 수호병","Guarda de Kraityn","Старший охраны Крайтина","Guardia mayor de Kraityn","Kraityn's High Guard","克雷頓的高階護衛",72,108,1995,[8891],[7800],8204,13,"","",0,[],[37629],[],"",1,6,100,0,0,100,49489,"","","M","M","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,108,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
31,"Metadata/Monsters/Bandits/BanditGuardBowExplosiveArrowSpawnerMap",662,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/Bandits.ao""]","Metadata/Monsters/Bandits/GuardBanditBowMap",[],1,"","",100,3,6,4,1,100,"[750,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[403,1108,11940]","Metadata/Monsters/Bandits/BanditBow.ais","[6436,6442]","",1,"Guard Archer","Garde archer","Wachbogenschütze","ガードアーチャー","수호병 궁수","Guarda Arqueiro","Страж-лучник","Guardia arquero","Guard Archer","守護之弓",60,96,1995,[8891],[7800],8204,13,"","",0,[],[],[],"",1,6,100,0,0,100,55506,"","","M","M","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,96,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
32,"Metadata/Monsters/Bandits/BanditGuardBowPoison",661,19,3,6,36,"[""Metadata/Monsters/Bandits/BanditBow.act""]","[""Metadata/Monsters/Bandits/BanditCorrupted.ao""]","Metadata/Monsters/Bandits/GuardBanditBow",[],1,"","",100,3,6,4,1,100,"[750,769,806,786,71,48,796,31,29,765,822,32,118,801]",120,[3],105,105,700,500,0,"[403,693,11940]","Metadata/Monsters/Bandits/BanditBow.ais","[6436,6442]","",1,"Alira's Souleye","Scrutâme d'Alira","Seelenauge Aliras","アリーラのソウルアイ","알리라의 영혼 명사수","Terceiro Olho de Alira","Охотник за душами Алиры","El Ojo del alma de Alira","Alira's Souleye","阿莉亞的斷魂弓手",72,108,1995,[8891],[7800],8204,13,"","",0,[],[],[],"",1,6,100,0,0,100,32972,"","","M","N","","","M","MS","M","","","",0,2,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,108,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
33,"Metadata/Monsters/BanditLeaderInt/BanditLeaderAlira",488,30,2,6,35,"[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.act""]","[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ao""]","Metadata/Monsters/BanditLeaderInt/BanditLeaderInt","[21256,23582,4112]",1,"","",100,3,6,8,2,0,"[750,34,766,783,71,48,807,796,803,30,29,765,32,118]",120,[],105,105,700,500,0,"[416,9374]","Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ais",[],"Relaxed",1,"Alira Darktongue","Alira Sombrelangue","Alira Düsterzunge","アリーラ・ダークタン","알리라 다크텅","Alira Língua-Podre","Алира Мракоглас ","Alira Lengua negra","อลิร่า ดาร์กทัง","禁忌祭者阿莉亞",144,540,1245,[9914],[7935],"",8,26,"",0,[],[],[],"",1,6,100,0,0,100,52862,"","","F","F","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,540,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
34,"Metadata/Monsters/BanditLeaderInt/BanditLeaderAliraStandalone",488,30,2,6,35,"[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.act""]","[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ao""]","Metadata/Monsters/BanditLeaderInt/BanditLeaderIntStandalone","[21256,23582,4112]",1,"","",100,3,6,8,2,0,"[750,34,766,783,71,48,807,803,30,29,765,32,118]",120,[],105,105,700,500,0,"[416,9374]","Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ais",[],"",1,"Alira Darktongue","Alira Sombrelangue","Alira Düsterzunge","アリーラ・ダークタン","알리라 다크텅","Alira Língua-Podre","Алира Мракоглас ","Alira Lengua negra","อลิร่า ดาร์กทัง","禁忌祭者阿莉亞",144,540,1245,[9914],[7935],"",8,26,"",0,[],[],[],"",1,6,100,0,0,100,24151,"","","F","F","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,540,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
35,"Metadata/Monsters/BanditLeaderInt/BanditLeaderAliraEndlessLedge",491,30,2,6,35,"[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.act""]","[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ao""]","Metadata/Monsters/BanditLeaderInt/MapBanditLeaderInt","[21256,23582]",1,"","",100,3,6,8,2,0,"[750,34,783,71,48,807,796,803,30,29,765,32,118]",120,[],105,105,700,500,0,"[379,416]","Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ais",[],"",1,"Alira","Alira","Alira","アリーラ","알리라","Alira","Алира","Alira","อลิร่า","阿莉亞",144,384,1245,[9914],[7935],"",8,26,"",0,[],[],[],"",1,6,100,0,0,100,24868,"","","F","F","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,384,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
36,"Metadata/Monsters/BanditLeaderInt/BanditLeaderAliraGauntlet",488,30,2,6,35,"[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.act""]","[""Metadata/Monsters/BanditLeaderInt/BanditLeaderInt.ao""]","Metadata/Monsters/BanditLeaderInt/BanditLeaderIntGauntlet","[21256,23582,4112]",1,"","",100,3,6,8,2,0,"[750,34,766,783,71,48,807,796,803,30,29,765,32,118]",120,[],105,105,700,500,0,"[416,9374,3259]","Metadata/Monsters/BanditLeaderInt/BanditLeaderIntGauntlet.ais",[],"Relaxed",1,"Alira Darktongue","Alira Sombrelangue","Alira Düsterzunge","アリーラ・ダークタン","알리라 다크텅","Alira, Língua Negra","Алира Мракоглас ","Alira Lengua negra","อลิร่า ดาร์กทัง","禁忌祭者阿莉亞",144,540,1245,[9914],[7935],"",8,26,"",0,[],[],[],"",1,6,100,0,0,100,26844,"","","F","F","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,540,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
37,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraityn",505,30,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ao""]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt","[23582,4112]",1,"","",100,3,6,2,2,0,"[750,775,777,774,71,48,807,796,803,764,31,765,118,820]",120,[],105,105,700,500,0,"[416,315,1547,1091,2952,2955,2956,2957]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ais",[],"Relaxed",1,"Kraityn, Scarbearer","Kraityn, le Balafré","Kraityn, Narbenträger","スカーベアラー、クレイティン","흉터 전달자 크레이틴","Kraityn, o Cicatrizado","Крайтин, Меченый","Kraityn, Portador de cicatrices","เครทิน ผู้ครองแผลเป็น","斷魂之刃克雷頓",115,600,1200,[7763],[9917],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,22072,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,600,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
38,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraitynStandalone",505,30,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ao""]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntStandalone","[23582,4112]",1,"","",100,3,6,2,2,0,"[750,775,777,774,71,48,807,803,764,31,765,118,820]",120,[],105,105,700,500,0,"[416,315,1547,1091]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ais",[],"",1,"Kraityn, Scarbearer","Kraityn, le Balafré","Kraityn, Narbenträger","スカーベアラー、クレイティン","흉터 전달자 크레이틴","Kraityn, o Cicatrizado","Крайтин, Меченый","Kraityn, Portador de cicatrices","เครทิน ผู้ครองแผลเป็น","斷魂之刃克雷頓",115,600,1200,[7763],[9917],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,42475,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,600,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
39,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraitynZombie",506,10,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntZombie.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntZombie.ao""]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntZombie",[],1,"","",100,3,6,2,2,0,"[775,777,774,48,807,796,764,31,765,118,820,73,801,52]",120,[],105,105,700,500,0,"[416,8772]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntZombie.ais",[],"",1,"Kraityn, the Caged Rat","Kraityn, le Rat en cage","Kraityn, die eingesperrte Ratte","籠の中の鼠、クレイティン","갇힌 쥐 크레이틴","Kraityn, o Cicatrizado","Крайтин, Пойманная крыса","Kraityn, la Rata enjaulada","เครทิน หนูผู้ถูกจองจำ","鼠輩克雷頓",115,240,1500,[7763],[9917],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,26120,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,240,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",3
40,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraitynEndlessLedge",509,30,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ao""]","Metadata/Monsters/BanditLeaderDexInt/MapBanditLeaderDexInt",[23582],1,"","",100,3,6,2,2,0,"[750,775,777,774,71,48,807,796,803,764,31,765,118,820]",120,[],105,105,700,500,0,"[416,315,1547,1091]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ais",[],"",1,"Kraityn","Kraityn","Kraityn","クレイティン","크레이틴","Kraityn","Крайтин","Kraityn","เครทิน","克雷頓",115,420,1200,[7763],[9917],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,25278,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,420,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
41,"Metadata/Monsters/BanditLeaderDexInt/BanditLeaderKraitynGauntlet",505,30,2,6,13,"[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.act""]","[""Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexInt.ao""]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntGauntlet","[23582,4112]",1,"","",100,3,6,2,2,0,"[750,775,777,774,71,48,807,796,803,764,31,765,118,820]",120,[],105,105,700,500,0,"[416,315,1547,1091,2952,2955,2956,2957]","Metadata/Monsters/BanditLeaderDexInt/BanditLeaderDexIntGauntlet.ais",[],"Relaxed",1,"Kraityn, Scarbearer","Kraityn, le Balafré","Kraityn, Narbenträger","スカーベアラー、クレイティン","흉터 전달자 크레이틴","Kraityn, o Estigmatizado","Крайтин, Меченый","Kraityn, Portador de cicatrices","เครทิน ผู้ครองแผลเป็น","斷魂之刃克雷頓",115,600,1200,[7763],[9917],"",9,9,"",0,[],[],[],"",1,6,100,0,0,100,64529,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,600,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
42,"Metadata/Monsters/BanditLeaderStrDex/BanditLeaderOak",501,30,2,6,13,"[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.act""]","[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ao""]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex","[23582,4112]",1,"","",100,3,6,3,1,0,"[750,821,806,788,776,71,48,796,803,764,31,29,765,118]",120,[],105,105,700,500,0,"[416,124,306,267,842,2952,2955,2956,2957]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ais",[],"Relaxed",1,"Oak, Skullbreaker","Orme, le Brisecrâne","Oak, Schädelspalter","スカルブレイカー、オーク","해골 분쇄자 오크","Oak, Quebra-Crânio","Дуб, Череполом","Oak, Rompecráneos","โอ๊ค ผู้ผ่ากะโหลก","裂顱巨杵歐克",144,480,1050,[7812],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,6319,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,480,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
43,"Metadata/Monsters/BanditLeaderStrDex/BanditLeaderOakStandalone",501,30,2,6,13,"[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.act""]","[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ao""]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexStandalone","[23582,4112]",1,"","",100,3,6,3,1,0,"[750,821,806,788,776,71,48,803,764,31,29,765,118]",120,[],105,105,700,500,0,"[416,124,306,267,842]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ais",[],"",1,"Oak, Skullbreaker","Orme, le Brisecrâne","Oak, Schädelspalter","スカルブレイカー、オーク","해골 분쇄자 오크","Oak, Quebra-Crânio","Дуб, Череполом","Oak, Rompecráneos","โอ๊ค ผู้ผ่ากะโหลก","裂顱巨杵歐克",144,480,1050,[7812],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,10419,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,480,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
44,"Metadata/Monsters/BanditLeaderStrDex/BanditLeaderOakZombie",502,11,2,6,9,"[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexZombie.act""]","[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexZombie.ao""]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexZombie",[],1,"","",100,3,6,3,1,0,"[821,806,788,776,48,796,764,31,29,765,118,73,801,52]",120,[],105,105,700,500,0,"[416,8772]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDexZombie.ais",[],"",1,"Oak, the Broken","Orme, le Brisé","Oak, der Gebrochene","壊れし者、オーク","부서진 오크","Oak, Quebra-Crânio","Дуб, Изломанный","Oak, el Quebrado","โอ๊ค ผู้พ่ายพัง","破滅者歐克",144,240,1350,[7812],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,35366,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,240,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",3
45,"Metadata/Monsters/BanditLeaderStrDex/BanditLeaderOakEndlessLedge",504,30,2,6,13,"[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.act""]","[""Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ao""]","Metadata/Monsters/BanditLeaderStrDex/MapBanditLeaderStrDex",[23582],1,"","",100,3,6,3,1,0,"[750,821,806,788,776,71,48,796,803,764,31,29,765,118]",120,[],105,105,700,500,0,"[416,124,306,267,842]","Metadata/Monsters/BanditLeaderStrDex/BanditLeaderStrDex.ais",[],"",1,"Oak","Orme","Oak","オーク","오크","Oak","Дуб","Oak","โอ๊ค","歐克",144,336,1050,[7812],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,24793,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,336,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
46,"Metadata/Monsters/Bandits/BanditMeleeKamikaze",258,43,3,6,6,"[""Metadata/Monsters/Bandits/BanditKamikaze.act""]","[""Metadata/Monsters/Bandits/Kamizaze/Kamikaze.ao""]","Metadata/Monsters/Bandits/Bandit_nonrare",[6590],1,"","",100,3,6,2,1,0,"[750,804,806,777,774,71,48,796,764,31,29,765,118,820,125,174]",100,[],105,105,700,500,0,"[403,2191]","Metadata/Monsters/Spawn/Kamikaze.ais","[6436,6442]","",1,"Alira's Martyr","Martyr d'Alira","Märtyrer Aliras","アリーラの殉教者","알리라의 순교자","Mártir de Alira","Мученик Алиры","Mártir de Alira","ผู้พลีชีพของอลิร่า","阿莉亞的狂信者",100,100,1350,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,9852,"","","M","M","","","M","MS","M","","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
47,"Metadata/Monsters/Bandits/BanditMeleeKamikazeSpawnerMap",660,38,3,6,11,"[""Metadata/Monsters/Bandits/BanditKamikaze.act""]","[""Metadata/Monsters/Bandits/Kamizaze/Kamikaze.ao""]","Metadata/Monsters/Bandits/GuardBanditRunMap",[6590],1,"","",100,3,6,2,1,0,"[750,804,806,787,774,71,48,796,764,31,765,118,820,125,174]",100,[3],105,105,700,500,0,"[403,2191]","Metadata/Monsters/Spawn/Kamikaze.ais","[6436,6442]","",1,"Crazed Martyr","Martyr fou","Wahnsinniger Märtyrer","狂った殉教者","미쳐버린 순교자","Mártir Louco","Помешанный мученик","Mártir enloquecido","ผู้พลีชีพที่คลั่ง","瘋狂的信徒",80,100,1350,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,55788,"","","M","M","","","M","MS","M","","","",0,"","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,100,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","","",5
