"rownum","Wordlist","Text","SpawnWeight_Tags","SpawnWeight_Values","HASH32","Text2","Text2 (French)","Text2 (German)","Text2 (Japanese)","Text2 (Korean)","Text2 (Portuguese)","Text2 (Russian)","Text2 (Spanish)","Text2 (Thai)","Text2 (Traditional Chinese)","Inflection","Inflection (French)","Inflection (German)","Inflection (Japanese)","Inflection (Korean)","Inflection (Portuguese)","Inflection (Russian)","Inflection (Spanish)","Inflection (Thai)","Inflection (Traditional Chinese)"
31,1,"Nebulous","[978,57,0]","[1000,1000,0]",2795272489,"Nebulous","<if:MS>{ nébuleux}<elif:FS>{ nébuleuse}<elif:NS>{NONEXISTENT}<elif:MP>{ nébuleux}<elif:FP>{ nébuleuses}<elif:NP>{NONEXISTENT}","<if:MS>{Formloser }<elif:FS>{Formlose }<elif:NS>{Formloses }<elif:MP>{Formlose }<elif:FP>{Formlose }<elif:NP>{Formlose }","不明瞭な","모호한","Nebuloso","<if:MS>{Туманный}<elif:FS>{Туманная}<elif:NS>{Туманное}<elif:MP>{Туманные}<elif:FP>{Туманные}<elif:NP>{Туманные}","<if:MS>{ nebuloso}<elif:FS>{ nebulosa}<elif:MP>{ nebulosos}<elif:FP>{ nebulosas}","Nebulous","朦朧","","","","","","","","","",""
32,1,"Eerie","[116,978,57,0]","[1000,1000,1000,0]",849494196,"Eerie","<if:MS>{ inquiétant}<elif:FS>{ inquiétante}<elif:NS>{NONEXISTENT}<elif:MP>{ inquiétants}<elif:FP>{ inquiétantes}<elif:NP>{NONEXISTENT}","<if:MS>{Geisterhafter }<elif:FS>{Geisterhafte }<elif:NS>{Geisterhaftes }<elif:MP>{Geisterhafte }<elif:FP>{Geisterhafte }<elif:NP>{Geisterhafte }","薄気味悪い","괴상한","Estranho","<if:MS>{Тревожный}<elif:FS>{Тревожная}<elif:NS>{Тревожное}<elif:MP>{Тревожные}<elif:FP>{Тревожные}<elif:NP>{Тревожные}","<if:MS>{ inquietante}<elif:FS>{ inquietante}<elif:MP>{ inquietantes}<elif:FP>{ inquietantes}","Eerie","怪異","","","","","","","","","",""
33,1,"Basalt","[1057,0]","[1000,0]",1122864543,"Basalt","<if:NS>{NONEXISTENT}<elif:NP>{NONEXISTENT}","<if:MS>{Basalthaltiger }<elif:FS>{Basalthaltige }<elif:NS>{Basalthaltiges }<elif:MP>{Basalthaltige }<elif:FP>{Basalthaltige }<elif:NP>{Basalthaltige }","玄武岩の","현무암","<if:MS>{Basalto}<elif:NS>{Basalto}<elif:MP>{Basaltos}<elif:NP>{Basaltos}","<if:MS>{Базальтовый}<elif:FS>{Базальтовая}<elif:NS>{Базальтовое}<elif:MP>{Базальтовые}<elif:FP>{Базальтовые}<elif:NP>{Базальтовые}","<if:MS>{ de basalto}<elif:FS>{ de basalto}<elif:MP>{ de basalto}<elif:FP>{ de basalto}","Basalt","玄武岩","","","","","","","","","",""
34,1,"Pyroclastic","[1057,0]","[1000,0]",1854421874,"Pyroclastic","<if:NS>{NONEXISTENT}<elif:NP>{NONEXISTENT}","<if:MS>{Pyroklastischer }<elif:FS>{Pyroklastische }<elif:NS>{Pyroklastisches }<elif:MP>{Pyroklastische }<elif:FP>{Pyroklastische }<elif:NP>{Pyroklastische }","火砕性の","화쇄암의","<if:MS>{Piroclástico}<elif:FS>{Piroclástica}<elif:NS>{Piroclástico}<elif:MP>{Piroclásticos}<elif:FP>{Piroclásticas}<elif:NP>{Piroclásticos}","<if:MS>{Пирокластический}<elif:FS>{Пирокластическая}<elif:NS>{Пирокластическое}<elif:MP>{Пирокластические}<elif:FP>{Пирокластические}<elif:NP>{Пирокластические}","<if:MS>{ piroclástico}<elif:FS>{ piroclástica}<elif:MP>{ piroclásticos}<elif:FP>{ piroclásticas}","Pyroclastic","火山屑","","","","","","","","","",""
35,1,"Fiery","[1057,0]","[1000,0]",855790544,"Fiery","<if:NS>{NONEXISTENT}<elif:NP>{NONEXISTENT}","<if:MS>{Feuriger }<elif:FS>{Feurige }<elif:NS>{Feuriges }<elif:MP>{Feurige }<elif:FP>{Feurige }<elif:NP>{Feurige }","炎の","불타는","<if:MS>{Ardente}<elif:NS>{Ardente}<elif:MP>{Ardentes}<elif:NP>{Ardentes}","<if:MS>{Огненный}<elif:FS>{Огненная}<elif:NS>{Огненное}<elif:MP>{Огненные}<elif:FP>{Огненные}<elif:NP>{Огненные}","<if:MS>{ ardiente}<elif:FS>{ ardiente}<elif:MP>{ ardientes}<elif:FP>{ ardientes}","Fiery","火熱","","","","","","","","","",""
36,1,"Blazing","[1057,68,63,67,65,0]","[1000,1000,1000,1000,1000,0]",1470148853,"Blazing","<if:NS>{NONEXISTENT}<elif:NP>{NONEXISTENT}","<if:MS>{Lodernder }<elif:FS>{Lodernde }<elif:NS>{Loderndes }<elif:MP>{Lodernde }<elif:FP>{Lodernde }<elif:NP>{Lodernde }","焼き付く","맹렬한","<if:MS>{Resplandecente}<elif:NS>{Resplandecente}<elif:MP>{Resplandecentes}<elif:NP>{Resplandecentes}","<if:MS>{Полыхающий}<elif:FS>{Полыхающая}<elif:NS>{Полыхающее}<elif:MP>{Полыхающие}<elif:FP>{Полыхающие}<elif:NP>{Полыхающие}","<if:MS>{ llameante}<elif:FS>{ llameante}<elif:MP>{ llameantes}<elif:FP>{ llameantes}","Blazing","熾烈","","","","","","","","","",""
37,1,"Searing","[1057,0]","[1000,0]",2357676243,"Searing","<if:NS>{NONEXISTENT}<elif:NP>{NONEXISTENT}","<if:MS>{Glühender }<elif:FS>{Glühende }<elif:NS>{Glühendes }<elif:MP>{Glühende }<elif:FP>{Glühende }<elif:NP>{Glühende }","焦がす","이글거리는","<if:MS>{Cauterizador}<elif:FS>{Cauterizadora}<elif:NS>{Cauterizador}<elif:MP>{Cauterizadores}<elif:FP>{Cauterizadoras}<elif:NP>{Cauterizadores}","<if:MS>{Обжигающий}<elif:FS>{Обжигающая}<elif:NS>{Обжигающее}<elif:MP>{Обжигающие}<elif:FP>{Обжигающие}<elif:NP>{Обжигающие}","<if:MS>{ abrasador}<elif:FS>{ abrasadora}<elif:MP>{ abrasadores}<elif:FP>{ abrasadoras}","Searing","灼烙","","","","","","","","","",""
38,1,"Scorching","[1057,0]","[1000,0]",4268876918,"Scorching","<if:NS>{NONEXISTENT}<elif:NP>{NONEXISTENT}","<if:MS>{Brennender }<elif:FS>{Brennende }<elif:NS>{Brennendes }<elif:MP>{Brennende }<elif:FP>{Brennende }<elif:NP>{Brennende }","焼き焦がす","작열하는","<if:MS>{Escaldante}<elif:NS>{Escaldante}<elif:MP>{Escaldantes}<elif:NP>{Escaldantes}","<if:MS>{Опаляющий}<elif:FS>{Опаляющая}<elif:NS>{Опаляющее}<elif:MP>{Опаляющие}<elif:FP>{Опаляющие}<elif:NP>{Опаляющие}","<if:MS>{ calcinante}<elif:FS>{ calcinante}<elif:MP>{ calcinantes}<elif:FP>{ calcinantes}","Scorching","焦灼","","","","","","","","","",""
39,1,"Tectonic","[1057,0]","[1000,0]",3136880733,"Tectonic","<if:NS>{NONEXISTENT}<elif:NP>{NONEXISTENT}","<if:MS>{Tektonischer }<elif:FS>{Tektonische }<elif:NS>{Tektonisches }<elif:MP>{Tektonische }<elif:FP>{Tektonische }<elif:NP>{Tektonische }","テクトニック","지층의","<if:MS>{Tectônico}<elif:FS>{Tectônica}<elif:NS>{Tectônico}<elif:MP>{Tectônicos}<elif:FP>{Tectônicas}<elif:NP>{Tectônicos}","<if:MS>{Тектонический}<elif:FS>{Тектоническая}<elif:NS>{Тектоническое}<elif:MP>{Тектонические}<elif:FP>{Тектонические}<elif:NP>{Тектонические}","<if:MS>{ tectónico}<elif:FS>{ tectónica}<elif:MP>{ tectónicos}<elif:FP>{ tectónicas}","Tectonic","地殼","","","","","","","","","",""
40,1,"Titanian","[1057,0]","[1000,0]",1977314395,"Titanian","<if:NS>{NONEXISTENT}<elif:NP>{NONEXISTENT}","<if:MS>{Titanischer }<elif:FS>{Titanische }<elif:NS>{Titanisches }<elif:MP>{Titanische }<elif:FP>{Titanische }<elif:NP>{Titanische }","タイタンの","거신의","<if:MS>{Titânico}<elif:FS>{Titânica}<elif:NS>{Titânico}<elif:MP>{Titânicos}<elif:FP>{Titânicas}<elif:NP>{Titânicos}","<if:MS>{Титанический}<elif:FS>{Титаническая}<elif:NS>{Титаническое}<elif:MP>{Титанические}<elif:FP>{Титанические}<elif:NP>{Титанические}","<if:MS>{ titánico}<elif:FS>{ titánica}<elif:MP>{ titánicos}<elif:FP>{ titánicas}","Titanian","泰坦族","","","","","","","","","",""
41,6,"Kaom's Primacy",[0],[0],1707415642,"Kaom's Primacy","Primauté de Kaom","Kaoms Vorherrschaft","カオムの優越","카옴의 탁월함","Primazia de Kaom","Первенство Каома","Primacía de Kaom","Kaom's Primacy","岡姆的霸業","","F","F","","","F","NS","F","",""
42,6,"Redbeak",[0],[0],3322398169,"Redbeak","Rougebec","Rotspitze","レッドビーク","붉은 부리","Bico Vermelho","Красный клюв","Pico rojo","Redbeak","赤紅短刃","","M","F","","","M","MS","M","",""
43,6,"Stone of Lazhwar",[0],[0],866855851,"Stone of Lazhwar","Pierre de Lazhwar","Stein von Lazhwar","ラズワールの石","라즈워의 보석","Pedra de Lazhwar","Камень Лазвара","Piedra de Lazhwar","Stone of Lazhwar","拉茲瓦的靈石","","F","M","","","F","MS","F","",""
44,6,"Blackheart",[0],[0],3380671063,"Blackheart","Cœur noir","Schwarzherz","ブラックハート","검은 심장","Coração Negro","Чёрное сердце","Corazón negro","Blackheart","幽暗之語","","M","N","","","M","NS","M","",""
45,6,"Kaom's Sign",[0],[0],2229690760,"Kaom's Sign","Signe de Kaom","Kaoms Zeichen","カオムの印","카옴의 표식","Sinete de Kaom","Знак Каома","Símbolo de Kaom","Kaom's Sign","岡姆的遠見","","M","N","","","M","MS","M","",""
46,6,"Ungil's Coil",[0],[0],1694697461,"Ungil's Coil","Bobine d'Ungil","Ungils Spule","アンギルのコイル","웅힐의 고리","Bobina de Ungil","Колечко Ангила","Sortija de Ungil","Ungil's Coil","恩吉爾的指環","","F","F","","","F","NS","F","",""
47,6,"Andvarius",[0],[0],3485919823,"Andvarius","Andvarius","Andvarius","アンドヴァリアス","앤드바리우스","Andvarius","Андвариус","Andvarius","Andvarius","貪慾之記","","M","N","","","M","MS","M","",""
48,6,"Lioneye's Glare",[0],[0],1935152745,"Lioneye's Glare","Regard d'Œil de Lion","Löwenauges Glanz","ライオンアイの睥睨","라이온아이의 섬광","Deslumbre de Lioneye","Взор Львиного глаза","La mirada de Lioneye","Lioneye's Glare","獅眼的戰弓","","M","M","","","M","MS","F","",""
49,6,"Demigod's Presence",[0],[0],3258165340,"Demigod's Presence","Présence de Demi-dieu","Präsenz des Halbgottes","半神の存在","반신의 존재","Presença do Semideus","Явление полубога","Presencia del semidiós","Demigod's Presence","昇華之印","","F","F","","","F","NS","F","",""
50,6,"Voll's Protector",[0],[0],477269331,"Voll's Protector","Protecteur de Voll","Volls Protektor","ヴォールの保護具","볼의 보호자","Protetor de Voll","Защитник Волла","Protector de Voll","Voll's Protector","福爾的戰鎧","","M","M","","","M","MS","M","",""
51,6,"Divinarius",[0],[0],2294968029,"Divinarius","Divinarius","Divinarius","ディヴィナリアス","디비나리우스","Divinarius","Дивинариус","Divinarius","Divinarius","戒律之影","","F","N","","","M","MS","F","",""
52,6,"Silverbranch",[0],[0],2162037710,"Silverbranch","Branchargent","Silberzweig","シルバーブランチ","은빛 가지","Ramo Argênteo","Серебряная ветвь","Rama plateada","Silverbranch","幻銀之弦","","M","M","","","M","FS","F","",""
53,6,"Ephemeral Edge",[0],[0],2273124501,"Ephemeral Edge","Lame éphémère","Vergängliche Schneide","儚い刃","덧없는 칼날","Fio Efêmero","Эфемерное острие","Filo efímero","Ephemeral Edge","影殞","","F","F","","","M","NS","M","",""
54,6,"Malachai's Simula",[0],[0],1134373418,"Malachai's Simula","Simulacre de Malachai","Malachais Simula","マラカイのシミュラ","말라카이의 위장막","Simula de Malachai","Личина Малахая","Máscara de Malachai","Malachai's Simula","瑪拉凱的祭具","","M","N","","","F","FS","F","",""
55,6,"Ezomyte Peak",[0],[0],1866842050,"Ezomyte Peak","Pointe ézomyte","Höhepunkt der Ezomyten","エゾマイトピーク","에조미어의 면갑","Pico Ezomita","Триумф эзомита","Cresta ezomita","Ezomyte Peak","艾茲麥的榮光","","F","M","","","M","MS","F","",""
56,6,"Death's Harp",[0],[0],113895131,"Death's Harp","Harpe de la Mort","Harfe des Todes","死の竪琴","죽음의 하프","Arpa da Morte","Арфа смерти","Arpa de la muerte","Death's Harp","冥使之琴","","F","F","","","F","FS","F","",""
57,6,"The Searing Touch",[0],[0],3861076777,"The Searing Touch","Le Toucher incandescent","Sengende Berührung","焼けるような手触り","이글거리는 손길","O Toque Lancinante","Опаляющее касание","El toque abrasador","The Searing Touch","熾炎之使","","M","F","","","M","NS","M","",""
58,6,"Hrimnor's Hymn",[0],[0],2737268398,"Hrimnor's Hymn","Hymne de Hrimnor","Hrimnors Hymne","フリムノーの聖歌","흐림노르의 찬가","Hino de Hrimnor","Гимн Гримнора","Himno de Hrimnor","Hrimnor's Hymn","雷姆諾的奪命樂具","","F","F","","","M","MS","M","",""
59,6,"Geofri's Baptism",[0],[0],1020254405,"Geofri's Baptism","Baptême de Geofri","Geofris Taufe","ジェフリの洗礼","조프리의 세례","Batismo de Geofri","Благословение Джофри","Bautismo de Geofri","Geofri's Baptism","吉爾菲的淨罪之錘","","M","F","","","M","NS","M","",""
60,6,"Rigvald's Charge",[0],[0],1583283093,"Rigwald's Charge","Charge de Rigwald","Rigwalds Ansturm","リグワルドの突撃","리그월드의 돌진","Investida de Rigvald","Клич Ригвальда","Carga de Rigwald","Rigwald's Charge","瑞佛的奮戰長劍","","F","M","","","F","MS","F","",""
61,6,"Shiversting",[0],[0],4053890752,"Shiversting","Piqûre frissonnante","Stechender Frost","シヴァースティング","오한의 검","Ferroada Arrepiante","Дрожащее жало","Aguja escalofriante","Shiversting","寒光劍","","F","M","","","F","NS","F","",""
62,6,"Doedre's Damning",[0],[0],3611315106,"Doedre's Damning","Damnation de Doedre","Doedres Verdammung","ドードリの非難","도이드리의 파멸","Danação de Doedre","Проклятие Доэдре","La condena de Doedre","Doedre's Damning","德瑞的魔具","","F","F","","","F","NS","F","",""
63,6,"Replica Doedre's Damning",[0],[0],4199389246,"Replica Doedre's Damning","Réplique de Damnation de Doedre","Replik: Doedres Verdammung","ドードリの非難（レプリカ）","도이드리의 파멸 모조품","Réplica: Danação de Doedre","Копия Проклятия Доэдре","La condena de Doedre (réplica)","Replica Doedre's Damning","贗品．德瑞的魔具","","F","F","","","F","FS","F","",""
64,6,"Dream Fragments",[0],[0],1065961156,"Dream Fragments","Fragments de rêve","Traumfragmente","夢の断片","꿈의 조각","Fragmentos dos Sonhos","Осколки снов","Fragmentos de sueño","Dream Fragments","夢語之痕","","MP","NP","","","MP","MP","MP","",""
65,6,"Blackgleam",[0],[0],132023272,"Blackgleam","Noirtraits","Schwarzglut","ブラックグリーム","검은 섬광","Brilho-Negro","Отсвет мрака","Brillo negro","Blackgleam","黑炎之芒","","MP","F","","","M","MS","M","",""
66,6,"Broadstroke",[0],[0],1328294980,"Broadstroke","Vastechoc","Schicksalsschlag","ブロードストローク","파괴의 살","Golpe-Largo","Тугой натяг","Impacto amplio","Broadstroke","疾襲之鋒","","M","M","","","M","MS","M","",""
67,6,"Sidhebreath",[0],[0],1443126894,"Sidhebreath","Souffle du Sidhe","Sidhe-Hauch","シブレス","요정의 숨결","Sopro dos Sidhe","Дыхание Ши","Aliento de hada","Sidhebreath","魔靈之符","","M","M","","","M","NS","M","",""
68,6,"Karui Ward",[0],[0],4031149806,"Karui Ward","Tuteur karui","Karui-Wacht","カルイの守り","카루이의 수호","Proteção Karui","Оберег каруи","Guarda karui","Karui Ward","卡魯的戰徽","","M","F","","","F","MS","F","",""
69,6,"Replica Karui Ward",[0],[0],2338566584,"Replica Karui Ward","Réplique de Tuteur karui","Replik: Karui-Wacht","カルイの守り（レプリカ）","카루이의 수호 모조품","Réplica: Proteção Karui","Копия Оберега каруи","Guarda karui (réplica)","Replica Karui Ward","贗品．卡魯的戰徽","","F","F","","","F","FS","F","",""
70,6,"Eye of Chayula",[0],[0],1984321206,"Eye of Chayula","Œil de Chayula","Auge des Chayula","チャユラの目","차율라의 눈","Olho de Chayula","Глаз Чаюлы","Ojo de Chayula","Eye of Chayula","夏烏拉之眼","","M","N","","","M","MS","M","",""
71,6,"Hyrri's Ire",[0],[0],1338436945,"Hyrri's Ire","Ire d'Hyrri","Hyrris Wut","ハイリの怒り","하이리의 노여움","Ira de Hyrri","Ярость Хайрри","Ira de Hyrri","Hyrri's Ire","西里的戰衣","","F","F","","","F","FS","F","",""
72,6,"Kaom's Heart",[0],[0],4182888539,"Kaom's Heart","Cœur de Kaom","Kaoms Herz","カオムの心臓","카옴의 심장","Coração de Kaom","Сердце Каома","El corazón de Kaom","Kaom's Heart","岡姆的壯志","","M","N","","","M","NS","M","",""
73,6,"Replica Kaom's Heart",[0],[0],2922856786,"Replica Kaom's Heart","Réplique du Cœur de Kaom","Replik: Kaoms Herz","カオムの心臓（レプリカ）","카옴의 심장 모조품","Réplica: Coração de Kaom","Копия Сердца Каома","El corazón de Kaom (réplica)","Replica Kaom's Heart","贗品．岡姆的壯志","","F","F","","","F","FS","M","",""
74,6,"Fairgraves' Tricorne",[0],[0],2397254978,"Fairgraves' Tricorne","Tricorne de Fairgraves","Fairgraves' Dreispitz","フェアグレーヴズの三角帽子","페어그레이브즈의 삼각모","Tricorne de Fairgraves","Треуголка Фейргрейвса","Tricornio de Fairgraves","Fairgraves' Tricorne","費爾之帽","","M","M","","","M","FS","M","",""
75,6,"Heatshiver",[0],[0],77045609,"Heatshiver","Frisson d'ardeur","Heißkalt","ヒートシヴァー","열기와 오한","Calafrio Quente","Лёд и пламень","Temblores de calor","Heatshiver","寒焰","","M","N","","","M","MS","MP","",""
76,6,"Crown of Thorns",[0],[0],169340127,"Crown of Thorns","Couronne d'épines","Dornenkrone","茨の冠","가시 왕관","Coroa de Espinhos","Терновый венец","Corona de espinas","Crown of Thorns","刺棘之冠","","F","F","","","F","MS","F","",""
77,6,"Asenath's Mark",[0],[0],1934001531,"Asenath's Mark","Emblème d'Asenath","Asenaths Zeichen","アセナスの標的","아세나스의 징표","Marca de Asenath","Отметина Азенат","Marca de Asenath","Asenath's Mark","安賽娜絲的迅敏之冠","","M","N","","","F","FS","F","",""
78,6,"Chitus' Apex",[0],[0],2308089247,"Chitus' Apex","Sommet de Chitus","Chitus' Spitze","チタスの頂","치투스의 정점","Ápice de Chitus","Венец Титуса","El ápice de Chitus","Chitus' Apex","切特斯的威權","","M","F","","","M","MS","M","",""
79,6,"Hrimnor's Resolve",[0],[0],3506737728,"Hrimnor's Resolve","Résolution de Hrimnor","Hrimnors Entschlossenheit","フリムノーの決意","흐림노르의 결의","Determinação de Hrimnor","Решимость Гримнора","Resolución de Hrimnor","Hrimnor's Resolve","雷姆諾的豪情","","F","F","","","F","FS","F","",""
80,6,"The Peregrine",[0],[0],1983336735,"The Peregrine","Le Pèlerin","Wanderfalke","放浪者","송골매","O Peregrino","Чужестранец","El peregrino","The Peregrine","疾風的沉思","","M","M","","","M","MS","M","",""
81,6,"Honourhome",[0],[0],1943057363,"Honourhome","Bourg-Honneur","Ehrenheim","オナーホーム","명예의 총본산","Honralar","Чертог чести","Hogar del honor","Honourhome","私慾的光輝","","M","N","","","M","MS","M","",""
82,6,"Geofri's Crest",[0],[0],1787645014,"Geofri's Crest","Emblème de Geofri","Geofris Wappen","ジェフリの紋章","조프리의 문양","Elmo de Geofri","Шлем Джофри","Cimera de Geofri","Geofri's Crest","吉爾菲的榮光","","M","N","","","M","MS","F","",""
83,6,"Araku Tiki",[0],[0],2629030106,"Araku Tiki","Tiki d'Araku","Araku Tiki","アラク・ティキ","아라쿠 티키","Araku Tiki","Араку Тики","Araku Tiki","Araku Tiki","隱靈之符","","M","N","","","M","MS","M","",""
84,6,"Wondertrap",[0],[0],2576178829,"Wondertrap","Merveilles insidieuses","Wunderschreiter","ワンダートラップ","기적의 발판","Armadilha Maravilhosa","Ведущие к чудесам","Trampa milagrosa","Wondertrap","迴光之跡","","FP","M","","","F","MP","F","",""
85,6,"Mightflay",[0],[0],2959362376,"Mightflay","Écorche-titan","Machthäuter","マイトフレイ","강력한 가죽칼","Esfola Poderosa","Свежеватель","Desolladora poderosa","Mightflay","力量獵刃","","M","M","","","F","MS","F","",""
86,6,"Lioneye's Paws",[0],[0],2795482792,"Lioneye's Paws","Pattes d'Œil de Lion","Löwenauges Pranken","ライオンアイの足","라이온아이의 발","Patas de Lioneye","Лапы Львиного глаза","Las garras de Lioneye","Lioneye's Paws","獅眼的鬥志","","FP","FP","","","FP","FP","FP","",""
87,6,"Replica Lioneye's Paws",[0],[0],1979565054,"Replica Lioneye's Paws","Réplique des Pattes d'Œil de Lion","Replik: Löwenauges Pranken","ライオンアイの足（レプリカ）","라이온아이의 발 모조품","Réplica: Patas de Lioneye","Копия Лап Львиного глаза","Las garras de Lioneye (réplica)","Replica Lioneye's Paws","贗品．獅眼的鬥志","","F","F","","","F","FS","FP","",""
88,6,"Wake of Destruction",[0],[0],2219676609,"Wake of Destruction","Sillage de destruction","Pfad der Zerstörung","破滅の軌跡","파괴의 경야","Despertar da Destruição","Зачинщики разрушений","Despertar de la destrucción","Wake of Destruction","覆滅之兆","","M","M","","","M","MP","M","",""
89,6,"Wanderlust",[0],[0],2813641692,"Wanderlust","Pérambulations","Wanderlust","ワンダーラスト","방랑벽","Sede de Viajar","Странники","Deseos del viajero","Wanderlust","苦行之履","","FP","F","","","F","MP","MP","",""
90,6,"Shavronne's Pace",[0],[0],4216552662,"Shavronne's Pace","Erre de Shavronne","Shavronnes Hast","シャヴロンの歩調","샤브론의 보폭","Passada de Shavronne","Бег Шавронн","Los pasos de Shavronne","Shavronne's Pace","薛朗的秘術長靴","","F","F","","","F","MS","MP","",""
