"rownum","Id","Description","Invisible","Removable","Name","Stats","CancelOnDeath","MergeMode","ShowCount","Maximum_Stat","Current_Stat","bool","i32","BuffVisual","bool","bool","BuffCategory","bool","bool","bool","bool","BuffLimit","bool","Implementation","IsRecovery","bool","MinStat","bool","UIStackMode","bool","IsSkillBuff","i32","[i32]","bool","bool","[rid]","bool","Stats2","GrantedFlags","GrantedStats","ConditionStats","bool","bool","bool","bool","rid","[i32]","string","[rid]","[i32]","i32","[rid]"
103,"monster_aura_physical_damage","Allies Deal Extra Physical Damage","","","Physical Damage Aura",[26],1,3,"","","","",29,94,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[26],[],"","","","","",[],"",[],[],1,[]
104,"monster_aura_speed","Allies Move and Attack Faster","","","Speed Aura","[70,210,171]",1,3,"","","","",29,95,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[70,210,171]",[],"","","","","",[],"",[],[],1,[]
105,"monster_mod_speed","Allies Move and Attack Faster","","","Speed Aura","[1895,171]",1,3,"","","","",29,95,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1895,171]",[],"","","","","",[],"",[],[],1,[]
106,"monster_aura_life_regen","Allies Regenerate Life","","","Life Regen Aura",[439],1,3,"","","","",29,96,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[439],[],"","","","","",[],"",[],[],1,[]
107,"monster_aura_resists","Allies Resist Elemental Damage","","","Resists Aura",[135],1,3,"","","","",29,97,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[135],[],"","","","","",[],"",[],[],1,[]
108,"monster_aura_energy_shield","Allies have Energy Shield","","","Energy Shield Aura",[21392],1,3,"","","","",29,98,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[21392],[],"","","","","",[],"",[],[],1,[]
109,"monster_aura_energy_shield_bubble","Allies have Energy Shield","","","Energy Shield Aura",[552],1,3,"","","","",29,99,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[552],[],"","","","","",[],"",[],[],1,[]
110,"monster_aura_accuracy_and_crits","Allies have increased [Accuracy] and [Critical|Critical Hit] Chance","","","Accuracy and Crits Aura","[84,543]",1,3,"","","","",29,102,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[84,543]",[],"","","","","",[],"",[],[],1,[]
111,"monster_aura_executioner","Life and Energy Shield cannot recover above 50%","","","Executioner's Presence",[14770],1,3,"","","","",29,101,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[14770],[],"","","","","",[],"",[],[],1,[]
112,"monster_aura_pus_puke_degen","Enemies take Chaos Damage over time","","","Degeneration Aura",[440],1,3,"","","","",29,103,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[440],[],"","","","","",[],"",[],[],1,[]
113,"monster_aura_chaos_degen","Enemies take Chaos Damage over time","","","Degeneration Aura",[442],1,3,"","","","",29,103,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[442],[],"","","","","",[],"",[],[],1,[]
114,"monster_aura_physical_degen","Enemies take Physical Damage over time","","","Degeneration Aura",[2521],1,3,"","","","",29,381,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[2521],[],"","","","","",[],"",[],[],1,[]
115,"monster_aura_lightning_degen","Enemies take Lightning Damage over time","","","Degeneration Aura",[1970],1,3,"","","","",29,297,"","",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1970],[],"","","","","",[],"",[],[],1,[]
116,"monster_aura_elemental_damage","Allies deal increased Elemental Damage","","","Elemental Damage Aura",[475],1,3,"","","","",29,104,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[475],[],"","","","","",[],"",[],[],1,[]
117,"monster_aura_essence_daemon_degen","Enemies take Chaos Damage over time","","","Degeneration Aura",[440],1,3,"","","","",29,105,"","",2,1,1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[440],[],"","","","","",[],"",[],[],1,[]
118,"monster_thorns_physical","Reflects Physical Damage",1,"","Reflection",[553],1,3,"","","","",29,106,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[553],[],"","","","","",[],"",[],[],1,[]
119,"monster_thorns_elemental","Reflects Elemental Damage",1,"","Reflection",[554],1,3,"","","","",29,107,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[554],[],"","","","","",[],"",[],[],1,[]
120,"monster_thorns_physical_large","Reflects Physical Damage",1,"","Reflection",[553],1,3,"","","","",29,108,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[553],[],"","","","","",[],"",[],[],1,[]
121,"monster_thorns_elemental_large","Reflects Elemental Damage",1,"","Reflection",[554],1,3,"","","","",29,109,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[554],[],"","","","","",[],"",[],[],1,[]
122,"monster_thorns_bloodline","",1,"","Reflection","[553,554]",1,3,"","","","",29,110,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[553,554]",[],"","","","","",[],"",[],[],1,[]
123,"monster_thorns_bloodline_large_model","",1,"","Reflection","[553,554]",1,3,"","","","",29,111,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[553,554]",[],"","","","","",[],"",[],[],1,[]
124,"dominating_blow_hit_buff","",1,"","",[],1,2,"","","",1,29,113,1,"",2,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
125,"immortal_call","You are invulnerable to Physical Damage.","",1,"Immortal Call",[727],1,2,"","","","",29,114,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[727],[],"","","","","",[],"",[],[],1,[]
126,"vaal_immortal_call","You cannot die. You cannot gain Vaal souls.","",1,"Vaal Immortal Call","[388,7374]",1,2,"","","","",29,114,1,"",1,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[388,7374]",[],"","","","","",[],"",[],[],1,[]
127,"mortal_call","You take less Physical and Elemental Damage.","",1,"Immortal Call","[8866,8867,11959,8868,8869]",1,2,"","",9313,"",29,114,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[8866,8867,11959,8868,8869]",[],"","","","","",[],"",[],[],1,[]
128,"monty_haul","Drop testing","",1,"Treasure!","[145,147]",1,2,"","","",1,29,115,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[145,147]",[],"","","","","",[],"",[],[],1,[]
129,"lightning_shield","You have additional chance to block spell damage, and are immune to shock.","",1,"Tempest Shield",[2317],1,2,"","","",1,29,116,1,"",1,"",1,1,"",0,"","TempestShieldBuff","","","","",7,"",1,0,[],"","",[],"",[],[4759],[2317],[],"","","","","",[],"",[],[],1,[]
130,"fire_shield","","",1,"Molten Shell","[110,11593]",1,2,"","","","",29,117,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[110,11593]",[],"","","","","",[],"",[],[],1,[]
131,"molten_shell_damage_absorption","You have additional Armour, and a percentage of damage from hits will be taken from this buff before your Life or Energy Shield.","",1,"Molten Shell",[],1,2,1,"",9313,"",29,117,1,"",1,"",1,1,"",0,"","DamageAbsorptionBuff","","","","",7,"","",0,[],"","",[],"",[9010],[],[9010],[9013],"","","","","",[],"",[],[],1,[]
132,"molten_shell_shield","",1,1,"","[110,11593]",1,2,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[110,11593]",[],"","","","","",[],"",[],[],1,[]
133,"flask_utility_critical_strike_chance","You have increased [Critical|Critical Hit] Chance","","","Diamond Flask",[543],1,3,"","","","",29,118,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[543],[],"","","","","",[],"",[],[],1,[]
134,"flask_utility_resist_fire","You have additional Fire Resistance and less Fire Damage taken","","","Ruby Flask","[138,8210]",1,3,"","","","",29,119,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[138,8210]",[],"","","","","",[],"",[],[],1,[]
135,"flask_utility_resist_cold","You have additional Cold Resistance and less Cold Damage taken","","","Sapphire Flask","[140,8211]",1,3,"","","","",29,120,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[140,8211]",[],"","","","","",[],"",[],[],1,[]
136,"flask_utility_resist_lightning","You have additional Lightning Resistance and less Lightning Damage taken","","","Topaz Flask","[142,8212]",1,3,"","","","",29,121,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[142,8212]",[],"","","","","",[],"",[],[],1,[]
137,"flask_utility_ironskin","You have additional Armour","","","Granite Flask",[110],1,3,"","","","",29,122,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[110],[],"","","","","",[],"",[],[],1,[]
138,"flask_utility_sprint","You have increased Movement Speed","","","Quicksilver Flask",[171],1,3,"","","","",29,123,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[171],[],"","","","","",[],"",[],[],1,[]
139,"flask_utility_resist_chaos","You have additional Chaos Resistance","","","Amethyst Flask",[144],1,3,"","","","",29,124,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[144],[],"","","","","",[],"",[],[],1,[]
140,"flask_utility_phase","You have additional chance to Suppress Spell Damage and Phasing, allowing you to move through enemies","","","Quartz Flask","[1847,14105]",1,3,"","","","",29,125,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1847,14105]",[],"","","","","",[],"",[],[],1,[]
141,"flask_utility_evasion","You have additional Evasion Rating","","","Jade Flask",[113],1,3,"","","","",29,126,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[113],[],"","","","","",[],"",[],[],1,[]
142,"flask_utility_stone","You have more Armour","","","Basalt Flask",[13734],1,3,"","","","",29,134,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[13734],[],"","","","","",[],"",[],[],1,[]
143,"flask_utility_aquamarine","The effect of being Frozen on you is reduced.","","","Aquamarine Flask",[13737],1,3,"","","","",29,129,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[13737],[],"","","","","",[],"",[],[],1,[]
144,"flask_utility_prismatic","You have additional Elemental Resistances","","","Bismuth Flask",[135],1,3,"","","","",29,130,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[135],[],"","","","","",[],"",[],[],1,[]
145,"flask_utility_smoke","You have more Evasion Rating","","","Stibnite Flask",[13733],1,3,"","","","",29,131,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[13733],[],"","","","","",[],"",[],[],1,[]
146,"flask_utility_consecrate","You deal increased Damage","","","Sulphur Flask",[24],1,3,"","","","",29,132,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
147,"flask_utility_haste","",1,"","Silver Flask",[],1,3,"","","","",29,133,1,"",4,"",1,1,1,0,"","","","","","",7,"","",0,[],"","",[],"",[],[16561],[],[],"","","","","",[],"",[],[],1,[]
148,"flask_utility_rarity","You find items of increased Rarity","","","Gold Flask",[147],1,3,"","","","",29,135,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[147],[],"","","","","",[],"",[],[],1,[]
149,"flask_utility_ward","You have additional Ward","","","Iron Flask",[13680],1,3,"","","","",29,136,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[13680],[],"","","","","",[],"",[],[],1,[]
150,"flask_utility_adaptation","You have additional Adaptation Rating","","","Steel Flask",[13688],1,3,"","","","",29,137,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[13688],[],"","","","","",[],"",[],[],1,[]
151,"monster_aura_cannot_die","Other Allies Cannot Die","","","Cannot Die Aura",[388],1,3,"","","","",29,139,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[388],[],"","","","","",[],"",[],[],1,[]
152,"monster_aura_slow","Enemies are Slowed","","","Slow Aura",[171],1,3,"","","","",29,140,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[171],[],"","","","","",[],"",[],[],1,[]
153,"monster_aura_damage_reduction","Allies take less Damage","","","Damage Reduction Aura",[466],1,3,"","","","",29,141,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
154,"hidden_monster","",1,"","","[134,712,865,1848]","",2,"","","","",29,0,1,"",18,1,1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[134,712,865,1848]",[],"","","","","",[],"",[],[],1,[]
155,"block_test","Testing only!!!!","",1,"Block Test","[19,210]",1,2,"","","","",29,142,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[19,210]",[],"","","","","",[],"",[],[],1,[]
156,"bleeding","Debuff inflicts [Physical] damage over time, and extra damage while moving. This Damage bypasses [EnergyShield|Energy Shield].","","","Bleeding","[7398,451]",1,3,"","","",1,29,143,1,"",2,"",1,1,"",0,"","Bleeding","","","","",7,"","",0,[],"","",[],"",[],[],"[7398,451]",[13892],"","","",1,"",[],"",[],[],2,[]
157,"bleeding_moving","",1,"","",[7398],1,3,"","","",1,29,144,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[21501],[7398],[],"","","",1,"",[],"",[],[],1,[]
158,"player_aura_armour","Grants more Armour","",1,"Determination Aura","[6766,110,1129,5769,12260,1039,24,1895,439]",1,3,"","","","",29,147,"","",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6766,110,1129,5769,12260,1039,24,1895,439]",[],"","","","","",[],"",[],[],1,[]
159,"player_aura_evasion","Grants additional Evasion","",1,"Grace Aura","[6767,113,1670,607,3512,1039,24,1895,439]",1,3,"","","","",29,148,"","",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6767,113,1670,607,3512,1039,24,1895,439]",[],"","","","","",[],"",[],[],1,[]
160,"player_aura_resists","Grants additional Elemental Resistances and Immunity to Elemental Ailments","",1,"Purity of Elements Aura",[135],1,3,"","","","",29,149,"","",1,"",1,1,"",0,"","GenericPlayerAura","",1,"","",7,"",1,0,[],"","",[],"",[],"[6076,6778]",[135],[],"","","","","",[],"",[],[],1,[]
161,"player_aura_fire_resist","Grants additional Fire Resistance","",1,"Purity of Fire Aura",[138],1,3,"","","","",29,150,"","",1,"",1,1,"",0,"","GenericPlayerAura","",1,"","",7,"",1,0,[],"","",[],"",[],[6775],[138],[],"","","","","",[],"",[],[],1,[]
162,"player_aura_cold_resist","Grants additional Cold Resistance","",1,"Purity of Ice Aura",[140],1,3,"","","","",29,151,"","",1,"",1,1,"",0,"","GenericPlayerAura","",1,"","",7,"",1,0,[],"","",[],"",[],[6776],[140],[],"","","","","",[],"",[],[],1,[]
163,"player_aura_lightning_resist","Grants additional Lightning Resistance","",1,"Purity of Lightning Aura",[142],1,3,"","","","",29,152,"","",1,"",1,1,"",0,"","GenericPlayerAura","",1,"","",7,"",1,0,[],"","",[],"",[],[6777],[142],[],"","","","","",[],"",[],[],1,[]
164,"player_aura_energy_shield","You have additional Total Energy Shield.","",1,"Discipline","[20235,132]",1,3,"","","","",29,153,"","",1,"",1,1,"",0,"","GenericPlayerAura","",1,"","",7,"",1,0,[],"","",[],"",[],[6768],"[20235,132]",[],"","","","","",[],"",[],[],1,[]
165,"player_aura_fire_damage","Grants additional Fire Damage","",1,"Anger Aura","[6770,45,46,1586,1587,171,203,1039,24,1895,439]",1,3,"","","","",29,155,1,"",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6770,45,46,1586,1587,171,203,1039,24,1895,439]",[],"","","","","",[],"",[],[],1,[]
166,"player_aura_cold_damage","Grants some of Physical damage as extra Cold Damage, and more Cold Damage","",1,"Hatred Aura","[6771,436,8403,6121,12340,1039,24,1895,439]",1,3,"","","","",29,159,1,"",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6771,436,8403,6121,12340,1039,24,1895,439]",[],"","","","","",[],"",[],[],1,[]
167,"player_aura_lightning_damage","Grants additional Lightning Damage","",1,"Wrath Aura","[6769,59,60,2890,1039,24,1895,439]",1,3,"","","","",29,163,1,"",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6769,59,60,2890,1039,24,1895,439]",[],"","","","","",[],"",[],[],1,[]
168,"player_aura_speed","Grants increased Attack, Cast and Movement Speed","",1,"Haste Aura","[6774,70,210,171,1339,169,12339,1039,24,1895,439]",1,3,"","","","",29,168,1,"",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6774,70,210,171,1339,169,12339,1039,24,1895,439]",[],"","","","","",[],"",[],[],1,[]
169,"player_aura_life_regen","Grants Life regeneration","",1,"Vitality Aura","[6772,119,3018,573,1039,24,1895,439]",1,3,"","","","",29,170,"","",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6772,119,3018,573,1039,24,1895,439]",[],"","","","","",[],"",[],[],1,[]
170,"power_shot_hit","If you die under the effect of this buff, you will grant a power charge",1,"","Hit by Power Siphon",[],"",1,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
171,"player_aura_mana_regen","Grants Mana regeneration","",1,"Clarity Aura","[6773,125,390,12241,1039,24,1895,439]",1,3,"","","","",29,171,"","",1,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[6773,125,390,12241,1039,24,1895,439]",[],"","","","","",[],"",[],[],1,[]
172,"vaal_aura_armour","Grants additional Armour and Resistances","",1,"Vaal Determination Aura","[6766,1039,135,1039,24,1895,439]",1,3,"","","","",29,176,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[6766,1039,135,1039,24,1895,439]",[],"","","","","",[],"",[],[],1,[]
173,"vaal_aura_life_regen","Grants Life regeneration","",1,"Vaal Vitality Aura","[6772,439,1039,24,1895,439]",1,3,"","","","",29,175,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[6772,439,1039,24,1895,439]",[],"","","","","",[],"",[],[],1,[]
174,"vaal_aura_no_mana_cost","Skills cost no Mana","",1,"Vaal Clarity Aura","[6773,1885,1039,24,1895,439]",1,3,"","","","",29,328,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[6773,1885,1039,24,1895,439]",[],"","","","","",[],"",[],[],1,[]
175,"vaal_aura_dodge","Grants additional chance to Evade Attack Hits, and makes Suppressed Spell Damage unlucky against you.","",1,"Vaal Grace Aura","[6767,6670,14416,1039,24,1895,120]",1,3,"","","","",29,329,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[6767,6670,14416,1039,24,1895,120]",[],"","","","","",[],"",[],[],1,[]
176,"vaal_aura_energy_shield","Prevents Energy Shield Recharge from being delayed by Damage","",1,"Vaal Discipline Aura","[6768,127,2247,1039,24,1895,439]",1,3,"","","","",29,330,"","",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[6768,127,2247,1039,24,1895,439]",[],"","","","","",[],"",[],[],1,[]
177,"vaal_aura_speed","Grants increased Attack, Cast and Movement Speed","",1,"Vaal Haste Aura","[6774,70,210,171,1039,24,1895,439]",1,3,"","","","",29,331,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[6774,70,210,171,1039,24,1895,439]",[],"","","","","",[],"",[],[],1,[]
178,"beartrap_debuff","You are held in place by a Bear Trap and will take increased damage from Traps and Mines.","","","Bear Trap",[6547],1,3,"","","",1,29,177,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[6547],[],"","","","","",[],"",[],[],1,[]
179,"beartrap_debuff_slow","Your Movement Speed is lowered and you will take increased damage from Traps and Mines.","","","Bear Trap","[7350,3239]",1,3,"","","",1,29,177,1,"",2,"",1,1,"",0,"","BearTrapSlowDebuff","","","","",7,"","",0,[],"","",[],"",[],[],"[7350,3239]",[],"","","","","",[],"",[],[],1,[]
180,"beartrap_debuff_damage_taken","",1,"","",[3380],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[3380],[],"","","","","",[],"",[],[],1,[]
