"rownum","BaseItemTypesKey","Variation_AOFiles","IsNonMasterDoodad","InheritsFrom","bool","IsCraftingBench","Tags","bool","rid","Category","i32","bool","rid","bool","rid"
31,7413,"[""Metadata/Terrain/Doodads/Encampment/palisade_v01_01.ao"",""Metadata/Terrain/Doodads/Encampment/palisade_v01_02.ao"",""Metadata/Terrain/Doodads/Encampment/palisade_v01_03.ao"",""Metadata/Terrain/Doodads/Encampment/palisade_v01_04.ao"",""Metadata/Terrain/Doodads/Encampment/palisade_v01_05.ao"",""Metadata/Terrain/Doodads/Encampment/palisade_v01_06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[21],1,"",45,0,"","",1,""
32,7414,"[""Metadata/Terrain/Doodads/Encampment/pot_02.ao"",""Metadata/Terrain/Doodads/Encampment/pot_03.ao"",""Metadata/Terrain/Doodads/Encampment/pot_04.ao"",""Metadata/Terrain/Doodads/Encampment/pot_05.ao"",""Metadata/Terrain/Doodads/Encampment/pot_06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,"",45,0,"","",1,""
33,7415,"[""Metadata/Terrain/Doodads/Encampment/cooking_tools_v01_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,"",45,0,"","",1,""
34,7416,"[""Metadata/Terrain/Doodads/Encampment/rhoahunted.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,"",45,0,"","",1,""
35,7417,"[""Metadata/Terrain/Doodads/Encampment/scrappile.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,"",45,0,"","",1,""
36,7418,"[""Metadata/Terrain/Doodads/Encampment/sittinglog_v01_01.ao"",""Metadata/Terrain/Doodads/Encampment/sittinglog_v01_02.ao"",""Metadata/Terrain/Doodads/Encampment/sittinglog_v01_03.ao"",""Metadata/Terrain/Doodads/Encampment/sittinglog_v01_04.ao"",""Metadata/Terrain/Doodads/Encampment/sittinglog_v01_05.ao"",""Metadata/Terrain/Doodads/Encampment/sittinglog_v01_06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,"",45,0,"","",1,""
37,7419,"[""Metadata/Terrain/Doodads/Encampment/torch_01.ao"",""Metadata/Terrain/Doodads/Encampment/torch_02.ao"",""Metadata/Terrain/Doodads/Encampment/torch_03.ao"",""Metadata/Terrain/Doodads/Encampment/torch_nofire_01.ao"",""Metadata/Terrain/Doodads/Encampment/torch_nofire_02.ao"",""Metadata/Terrain/Doodads/Encampment/torch_nofire_03.ao"",""Metadata/Terrain/Doodads/Encampment/encampment_torch_fire_01.ao"",""Metadata/Terrain/Doodads/Encampment/encampment_torch_fire_02.ao"",""Metadata/Terrain/Doodads/Encampment/encampment_torch_fire_red_01.ao"",""Metadata/Terrain/Doodads/Encampment/encampment_torch_fire_red_02.ao"",""Metadata/Terrain/Doodads/Encampment/encampment_torch_01.ao"",""Metadata/Terrain/Doodads/Encampment/encampment_torch_02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[17],1,"",45,0,"","",1,""
38,7420,"[""Metadata/Terrain/Doodads/Encampment/pot_01.ao"",""Metadata/Terrain/Doodads/Encampment/pot_07.ao"",""Metadata/Terrain/Doodads/Encampment/pot_08.ao"",""Metadata/Terrain/Doodads/Encampment/pot_09.ao"",""Metadata/Terrain/Doodads/Encampment/pot_closed_01.ao"",""Metadata/Terrain/Doodads/Encampment/pot_closed_02.ao"",""Metadata/Chests/Pots/Urn1.ao"",""Metadata/Chests/Pots/Urn2v1.ao"",""Metadata/Chests/Pots/Urn3.ao"",""Metadata/Chests/Pots/Urn4v1.ao"",""Metadata/Chests/Pots/Urn4v2.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[11],1,"",45,0,"","",1,""
39,7421,"[""Metadata/Terrain/Doodads/Encampment/wagon_v01_01.ao"",""Metadata/Terrain/Doodads/Encampment/wagon_v01_broken_01.ao"",""Metadata/Terrain/Doodads/Encampment/wagon_v02_01.ao"",""Metadata/Terrain/Doodads/Encampment/wagon_v02_broken_01.ao"",""Metadata/Terrain/Doodads/Encampment/wagon_v03_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[30],1,"",45,0,"","",1,""
40,7422,"[""Metadata/Terrain/Doodads/CTF/bannerbase_blue.ao"",""Metadata/Terrain/Doodads/CTF/bannerbase_indoor_blue.ao"",""Metadata/Terrain/Doodads/CTF/bannerbase_red.ao"",""Metadata/Terrain/Doodads/CTF/bannerbase_indoor_red.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,31]",1,"",45,0,"","",1,""
41,7423,"[""Metadata/Terrain/Doodads/Forest/bush_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/bush_v01_02.ao"",""Metadata/Terrain/Doodads/Forest/bush_v01_03.ao"",""Metadata/Terrain/Doodads/Forest/bush_v01_04.ao"",""Metadata/Terrain/Doodads/Forest/bush_v01_05.ao"",""Metadata/Terrain/Doodads/Forest/bush_v01_06.ao"",""Metadata/Terrain/Doodads/Forest/bush_v01_07.ao"",""Metadata/Terrain/Doodads/Forest/bush_v01_08.ao"",""Metadata/Terrain/Doodads/Forest/bush_v02_01.ao"",""Metadata/Terrain/Doodads/Forest/bush_v02_02.ao"",""Metadata/Terrain/Doodads/Forest/bush_v02_03.ao"",""Metadata/Terrain/Doodads/Forest/bush_v02_04.ao"",""Metadata/Terrain/Doodads/Forest/bush_v02_05.ao"",""Metadata/Terrain/Doodads/Forest/bush_v02_06.ao"",""Metadata/Terrain/Doodads/Forest/bush_v02_07.ao"",""Metadata/Terrain/Doodads/Forest/bush_v02_08.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[3],1,"",54,0,"","",1,""
42,7424,"[""Metadata/Terrain/Doodads/Forest/banditcamp/cauldronfire_hideout.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,0]","","",45,0,"","",1,""
43,7425,"[""Metadata/Terrain/Doodads/ForestCave/forestcave_column_v01_01.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_column_v01_02.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_column_v01_03.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_column_v01_04.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_column_v01_05.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_column_v01_06.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_column_v01_07.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_column_v01_08.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_05.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[26],1,"",21,0,"","",1,""
44,7426,"[""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_04.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_07.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_08.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_09.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_10.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,"",21,0,"","",1,""
45,7427,"[""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_01.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_02.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_rocks_v01_03.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones1.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones2.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones3.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones4.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones5.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones6.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones7.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones8.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones9.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stones10.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,"",21,0,"","",1,""
46,7428,"[""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmite_v01_01.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmite_v01_02.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmite_v01_03.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmite_v01_04.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmite_v01_05.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmite_v01_06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,"",21,0,"","",1,""
47,7429,"[""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmites_pile_01_01.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmites_pile_01_02.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmites_pile_01_03.ao"",""Metadata/Terrain/Doodads/ForestCave/forestcave_stalagmites_pile_01_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,"",21,0,"","",1,""
48,7430,"[""Metadata/Terrain/Doodads/Forest/forest_inca_marker_01.ao"",""Metadata/Terrain/Doodads/Forest/forest_inca_marker_02.ao"",""Metadata/Terrain/Doodads/Forest/forest_inca_marker_03.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[26],1,"",116,0,"","",1,""
49,7431,"[""Metadata/Effects/Environment/act2/vfx/leaves/leavesfalling_01.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",42,0,"","",1,""
50,7432,"[""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_01.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_02.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_03.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_04.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_05.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_06.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_07.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_08.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_09.ao"",""Metadata/Effects/Environment/act2/vfx/lightbeams/lightbeamforest_10.ao""]",1,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,0]","","",42,0,"","",1,""
51,7433,"[""Metadata/Terrain/Doodads/Forest/mossmonster_dry_v01_02.ao"",""Metadata/Terrain/Doodads/Forest/mossmonster_green_v01_03.ao"",""Metadata/Terrain/Doodads/Forest/mossmonster_normal_v01_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,"",54,0,"","",1,""
52,7435,"[""Metadata/Terrain/Doodads/Forest/musa_basjoo_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/musa_basjoo_v01_02.ao"",""Metadata/Terrain/Doodads/Forest/musa_basjoo_v01_03.ao"",""Metadata/Terrain/Doodads/Forest/musa_basjoo_v01_04.ao"",""Metadata/Terrain/Doodads/Forest/musa_basjoo_v01_05.ao"",""Metadata/Terrain/Doodads/Forest/musa_basjoo_v01_06.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,"",54,0,"","",1,""
53,7436,"[""Metadata/Terrain/Doodads/Forest/forestnochest_v1_01.ao"",""Metadata/Terrain/Doodads/Forest/forestnochest_v2_01.ao"",""Metadata/Terrain/Doodads/Forest/forestnochest_v3_01.ao"",""Metadata/Terrain/Doodads/Forest/forestnochest_v4_01.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,"",54,0,"","",1,""
54,7437,"[""Metadata/Terrain/Doodads/Forest/boulder_big_01.ao"",""Metadata/Terrain/Doodads/Forest/boulder_big_02.ao"",""Metadata/Terrain/Doodads/Forest/boulder_big_04.ao"",""Metadata/Terrain/Doodads/Forest/boulder_medium_02.ao"",""Metadata/Terrain/Doodads/Forest/boulder_medium_01.ao"",""Metadata/Terrain/Doodads/Forest/boulder_medium_04.ao"",""Metadata/Terrain/Doodads/Forest/boulder_cluster_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/boulder_cluster_v01_04.ao"",""Metadata/Terrain/Doodads/Forest/boulder_cluster_v01_08.ao"",""Metadata/Terrain/Doodads/Forest/boulder_cluster_v01_06.ao"",""Metadata/Terrain/Doodads/Forest/boulder_cluster_v01_09.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,"",54,0,"","",1,""
55,7438,"[""Metadata/Terrain/Doodads/Forest/banditcamp/treewitch_stickskull_v01_07.ao"",""Metadata/Terrain/Doodads/Forest/banditcamp/treewitch_stickskull_v01_08.ao"",""Metadata/Terrain/Doodads/Forest/banditcamp/treewitch_stickskull_v01_09.ao"",""Metadata/Terrain/Doodads/Forest/banditcamp/treewitch_stickskull_v01_010.ao"",""Metadata/Terrain/Doodads/Forest/banditcamp/treewitch_stickskull_v01_011.ao"",""Metadata/Terrain/Doodads/Forest/banditcamp/treewitch_stickskull_v01_012.ao"",""Metadata/Terrain/Doodads/Encampment/sticks_v01_01.ao"",""Metadata/Terrain/Doodads/Beach/seagullonstick_v01_14.ao"",""Metadata/Terrain/Doodads/Beach/seagullonstick_v01_10.ao"",""Metadata/Terrain/Doodads/Beach/seagullonstick_v01_13.ao"",""Metadata/Terrain/Doodads/Beach/seagullonstick_v01_05.ao"",""Metadata/Terrain/Doodads/Beach/seagullonstick_v01_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[29],1,"",18,0,"","",1,""
56,7439,"[""Metadata/Terrain/Doodads/Forest/stones_pile_01.ao"",""Metadata/Terrain/Doodads/Forest/stones_pile_02.ao"",""Metadata/Terrain/Doodads/Forest/stones_pile_03.ao"",""Metadata/Terrain/Doodads/Forest/stones_pile_green_01.ao"",""Metadata/Terrain/Doodads/Forest/stones_pile_green_02.ao"",""Metadata/Terrain/Doodads/Forest/stones_pile_green_03.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[8],1,"",54,0,"","",1,""
57,7440,"[""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v05_01_doodad.ao"",""Metadata/Terrain/Doodads/Forest/Tents/forest_outhouse_v01_01_doodad.ao"",""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v01_02_doodad.ao"",""Metadata/Terrain/Doodads/Forest/Tents/forest_tent_v02_01_doodad.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[22],1,"",45,0,"","",1,""
58,7441,"[""Metadata/Terrain/Doodads/Forest/Trees/Tree01.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree03.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree04.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree05.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree06.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree07.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree08.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree09.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,"",54,0,"","",1,""
59,7442,"[""Metadata/Terrain/Doodads/Forest/Trees/Tree01_v02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree02_v02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree03_v02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree04_v02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree05_v02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree06_v02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree07_v02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree08_v02.ao"",""Metadata/Terrain/Doodads/Forest/Trees/Tree09_v02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,"",54,0,"","",1,""
60,7443,"[""Metadata/Terrain/Doodads/Forest/waystone.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,"",54,0,"","",1,""
61,7444,"[""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_01.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_02.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_03.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_04.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_05.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_06.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_07.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_08.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodgibs_v01_09.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_arm_v01_06.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_01.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_02.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_03.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_04.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_05.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_06.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_07.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_08.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_09.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_10.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_11.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_12.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_13.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_14.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_15.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_body_v01_16.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_foot_v01_07.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_hand_v01_08.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_head_v01_02.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_leg_v01_05.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_torso_v01_01.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_whole_arm_v01_04.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/bloodmutilated_whole_leg_v01_03.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,"",63,0,"","",1,""
62,7445,"[""Metadata/Terrain/Doodads/GibsBodyParts/deadgibs_v01_02.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/deadgibs_v01_03.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/deadgibs_v01_04.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/deadgibs_v01_05.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/deadgibs_v01_06.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/deadgibs_v01_07.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/deadgibs_v01_08.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/deadgibs_v01_09.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/gibsarmour_v01_01.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/gibsarmour_v01_02.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/gibsarmour_v01_03.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/gibsarmour_v01_04.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/gibsarmour_v01_05.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/gibsarmour_v01_06.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/gibsarmour_v01_07.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/gibsarmour_v01_08.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_arm_v01_06.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_01.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_02.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_03.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_04.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_05.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_06.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_07.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_08.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_09.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_10.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_11.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_12.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_13.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_body_v01_14.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_foot_v01_07.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_hand_v01_08.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_head_v01_02.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_leg_v01_05.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_torso_v01_01.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_whole_arm_v01_04.ao"",""Metadata/Terrain/Doodads/GibsBodyParts/mutilated_whole_leg_v01_03.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,"",63,0,"","",1,""
63,7446,"[""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_wall_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_corner_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_corner_v01_02.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_door_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_pillar_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_wall_broken_v01_03.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_wall_broken_v01_05.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_wall_broken_v01_06.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/graveyard_fence_wall_v01_02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[21],1,"",26,0,"","",1,""
64,7447,"[""Metadata/Terrain/Doodads/Forest/Gravestones/statue_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/statue_v01_02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,"",26,0,"","",1,""
65,7448,"[""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v01_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v01_02.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v02_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v02_02.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v03_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v03_02.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v03_03.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v04_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v04_02.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v05_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v05_02.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v06_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v06_02.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v11_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v11_02.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v11_03.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v11_04.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,"",26,0,"","",1,""
66,7449,"[""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v10_01.ao"",""Metadata/Terrain/Doodads/Forest/Gravestones/gravestone_v10_02.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,"",26,0,"","",1,""
67,7450,"[""Metadata/Terrain/Doodads/Grove/grove_doodads_tree_v01_01.ao"",""Metadata/Terrain/Doodads/Grove/grove_doodads_tree_v01_02.ao"",""Metadata/Terrain/Doodads/Grove/grove_doodads_tree_v01_03.ao"",""Metadata/Terrain/Doodads/Grove/grove_doodads_tree_v01_04.ao"",""Metadata/Terrain/Doodads/Grove/grove_doodads_tree_v01_05.ao"",""Metadata/Terrain/Doodads/Grove/grove_doodads_treestump_v01_01.ao"",""Metadata/Terrain/Doodads/Grove/grove_doodads_treestump_v01_02.ao"",""Metadata/Terrain/Doodads/Grove/grove_doodads_treestump_v01_03.ao""]","","Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,"",54,0,"","",1,""
