"rownum","QuestKey","i32","QuestStates","[i32]","Text (English)","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","bool","Message (English)","Message (French)","Message (German)","Message (Japanese)","Message (Korean)","Message (Portuguese)","Message (Russian)","Message (Spanish)","Message (Thai)","Message (Traditional Chinese)","MapPinsKeys1","i32","MapPinsTexts (English)","MapPinsTexts (French)","MapPinsTexts (German)","MapPinsTexts (Japanese)","MapPinsTexts (Korean)","MapPinsTexts (Portuguese)","MapPinsTexts (Russian)","MapPinsTexts (Spanish)","MapPinsTexts (Thai)","MapPinsTexts (Traditional Chinese)","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)"
622,60,12,[992],[993],"You have gained access to the Merciless Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","Vous avez désormais accès au Labyrinthe Impitoyable, depuis le Campement de Sarn. Terminez-le afin d'obtenir des points d'Ascendance supplémentaires.","Ihr habt Zugang zum gnadenlosen Labyrinth im Lager von Sarn erhalten. Schließt es ab, um zusätzliche Aszendenzpunkte zu erhalten.","サーンの野営地から無慈悲なラビリンスに入れるようになった。クリアして追加アセンダンシーポイントを得よう。","사안 야영지에서 무자비한 미궁에 진입했습니다. 추가 전직 포인트를 획득하기 위해 미궁을 완료하십시오.","Você ganhou acesso ao Labirinto Impiedoso no Acampamento de Sarn. Complete-o para conseguir Pontos de Ascensão adicionais.","Вы открыли доступ в Безжалостный Лабиринт из Лагеря Сарна. Пройдите Лабиринт, чтобы получить дополнительные очки Восхождения.","Has ganado acceso al Laberinto Despiadado desde el Campamento de Sarn. Complétalo para ganar Puntos de Ascendencia adicionales.","คุณ​ได้​เปิด​ทาง​ไป​ยังเขา​วงกต​ไร้​ปรานี​จาก​ค่าย​ซาร์น​แล้ว ผ่าน​เขา​วงกต​นี้​เพื่อ​รับ​แต้ม​คลาส​เสริม​เพิ่ม​เติม","你可以從薩恩營地前往無情帝王迷宮。完成它可以獲得昇華天賦。","","Complete the Labyrinth","Terminez le Labyrinthe","Schließt das Labyrinth ab","ラビリンスをクリアしろ","미궁을 완료하십시오","Complete o Labirinto","Пройдите Лабиринт","Completa el Laberinto","ผ่าน​เขาวงกต​ให้​เสร็จสิ้น","完成帝王迷宮",[],0,"[""Complete the Labyrinth""]","[""Terminez le Labyrinthe.""]","[""Schließt das Labyrinth ab.""]","[""ラビリンスをクリアしろ""]","[""미궁 완료하기""]","[""Complete o Labirinto""]","[""Пройдите Лабиринт""]","[""Completa el Laberinto""]","[""ผ่าน​เขาวงกต​​ให้​เสร็จสิ้น""]","[""完成帝王迷宮""]",[],[156],"","[268,266,265,267,263,264,269,270,271,272,273,274]",[],10,"",216,236,246,106,114,212,196,218,214,100
623,60,13,[992],[993],"You have gained access to the Merciless Labyrinth from the Sarn Encampment. Complete it to earn additional Ascendancy Points.","Vous avez désormais accès au Labyrinthe Impitoyable, depuis le Campement de Sarn. Terminez-le afin d'obtenir des points d'Ascendance supplémentaires.","Ihr habt Zugang zum gnadenlosen Labyrinth im Lager von Sarn erhalten. Schließt es ab, um zusätzliche Aszendenzpunkte zu erhalten.","サーンの野営地から無慈悲なラビリンスに入れるようになった。クリアして追加アセンダンシーポイントを得よう。","사안 야영지에서 무자비한 미궁에 진입했습니다. 추가 전직 포인트를 획득하기 위해 미궁을 완료하십시오.","Você ganhou acesso ao Labirinto Impiedoso no Acampamento de Sarn. Complete-o para conseguir Pontos de Ascensão adicionais.","Вы открыли доступ в Безжалостный Лабиринт из Лагеря Сарна. Пройдите Лабиринт, чтобы получить дополнительные очки Восхождения.","Has ganado acceso al Laberinto Despiadado desde el Campamento de Sarn. Complétalo para ganar Puntos de Ascendencia adicionales.","คุณ​ได้​เปิด​ทาง​ไป​ยัง​เขา​วงกต​ไร้​ปรานี​จาก​ค่าย​ซาร์น​แล้ว ผ่าน​เขา​วงกต​นี้​เพื่อ​รับ​แต้ม​คลาส​เสริม​เพิ่ม​เติม","你可以從薩恩營地前往無情帝王迷宮。完成它可以獲得昇華天賦。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"","[268,266,265,267,263,264,269,270,271,272,273,274]",[],10,"",216,236,246,106,114,212,196,218,214,100
624,60,14,[992],[993],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe Impitoyable.","Besteht alle Aszendenzprüfungen, damit Ihr Zugang zum gnadenlosen Labyrinth erhaltet.","このエリア内にあるアセンダンシーの試練全てに挑み、無慈悲なラビリンスに入ろう。","무자비한 미궁에 진입하기 위하여 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto Impiedoso.","Завершите все испытания Восхождения, чтобы войти в Безжалостный Лабиринт.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto Despiadado.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทางไป​ยัง​เขา​วงกต​ไร้ปรานี","完成所有的昇華試煉以進入無情帝王迷宮。","","Solve the Trials of Ascendancy","Accomplissez les Épreuves d'Ascendance","Besteht die Aszendenzprüfungen","アセンダンシーの試練に挑め","전직 시험을 통과하십시오","Complete as Provaçãos de Ascensão","Завершите испытания Восхождения","Resuelve las Pruebas de Ascendencia","ผ่าน​บททดสอบ​ครองอำนาจ​ให้ครบ","完成昇華試煉",[],0,"[""Solve the Trials of Ascendancy""]","[""Accomplissez les Épreuves d'Ascendance.""]","[""Besteht die Aszendenzprüfungen.""]","[""アセンダンシーの試練に挑め""]","[""전직 시험 통과하기""]","[""Complete as Provaçãos de Ascensão""]","[""Завершите испытания Восхождения""]","[""Resuelve las Pruebas de Ascendencia""]","[""ผ่าน​บททดสอบ​ครองอำนาจ​ให้ครบ""]","[""完成昇華試煉""]",[],[156],"","[268,266,265,267,263,264,269,270,271]",[],10,"",216,236,246,106,114,212,196,218,214,100
625,60,15,[992],[993],"Solve all the Trials of Ascendancy to access the Merciless Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe Impitoyable.","Besteht alle Aszendenzprüfungen, damit Ihr Zugang zum gnadenlosen Labyrinth erhaltet.","このエリア内にあるアセンダンシーの試練全てに挑み、無慈悲なラビリンスに入ろう。","무자비한 미궁에 진입하기 위하여 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto Impiedoso.","Завершите все испытания Восхождения, чтобы войти в Безжалостный Лабиринт.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto Despiadado.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทางไป​ยัง​เขา​วงกต​ไร้ปรานี","完成所有的昇華試煉以進入無情帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"","[268,266,265,267,263,264,269,270,271]",[],10,"",216,236,246,106,114,212,196,218,214,100
626,60,16,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe du Seigneur.","Besteht alle Aszendenzprüfungen, damit Euch der Zugang zum Labyrinth des Herrschers gewährt wird.","このエリア内にあるアセンダンシーの試練全てに挑み、皇帝のラビリンスに入ろう。","군주의 미궁에 진입하려면 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto do Lorde.","Завершите все испытания Восхождения, чтобы войти в Лабиринт правителя.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto del Señor.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทาง​ไป​ยัง​เขา​วงกต​นาย​เหนือ​หัว","完成所有的昇華試煉以進入帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[268],10,"",216,236,246,106,114,212,196,218,214,100
627,60,17,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe du Seigneur.","Besteht alle Aszendenzprüfungen, damit Euch der Zugang zum Labyrinth des Herrschers gewährt wird.","このエリア内にあるアセンダンシーの試練全てに挑み、皇帝のラビリンスに入ろう。","군주의 미궁에 진입하려면 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto do Lorde.","Завершите все испытания Восхождения, чтобы войти в Лабиринт правителя.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto del Señor.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทาง​ไป​ยัง​เขา​วงกต​นาย​เหนือ​หัว","完成所有的昇華試煉以進入帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[266],10,"",216,236,246,106,114,212,196,218,214,100
628,60,18,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe du Seigneur.","Besteht alle Aszendenzprüfungen, damit Euch der Zugang zum Labyrinth des Herrschers gewährt wird.","このエリア内にあるアセンダンシーの試練全てに挑み、皇帝のラビリンスに入ろう。","군주의 미궁에 진입하려면 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto do Lorde.","Завершите все испытания Восхождения, чтобы войти в Лабиринт правителя.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto del Señor.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทาง​ไป​ยัง​เขา​วงกต​นาย​เหนือ​หัว","完成所有的昇華試煉以進入帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[265],10,"",216,236,246,106,114,212,196,218,214,100
629,60,19,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe du Seigneur.","Besteht alle Aszendenzprüfungen, damit Euch der Zugang zum Labyrinth des Herrschers gewährt wird.","このエリア内にあるアセンダンシーの試練全てに挑み、皇帝のラビリンスに入ろう。","군주의 미궁에 진입하려면 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto do Lorde.","Завершите все испытания Восхождения, чтобы войти в Лабиринт правителя.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto del Señor.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทาง​ไป​ยัง​เขา​วงกต​นาย​เหนือ​หัว","完成所有的昇華試煉以進入帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[267],10,"",216,236,246,106,114,212,196,218,214,100
630,60,20,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe du Seigneur.","Besteht alle Aszendenzprüfungen, damit Euch der Zugang zum Labyrinth des Herrschers gewährt wird.","このエリア内にあるアセンダンシーの試練全てに挑み、皇帝のラビリンスに入ろう。","군주의 미궁에 진입하려면 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto do Lorde.","Завершите все испытания Восхождения, чтобы войти в Лабиринт правителя.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto del Señor.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทาง​ไป​ยัง​เขา​วงกต​นาย​เหนือ​หัว","完成所有的昇華試煉以進入帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[263],10,"",216,236,246,106,114,212,196,218,214,100
631,60,21,[937],[],"Solve all the Trials of Ascendancy to access the Lord's Labyrinth.","Accomplissez toutes les Épreuves d'Ascendance afin d'obtenir l'accès au Labyrinthe du Seigneur.","Besteht alle Aszendenzprüfungen, damit Euch der Zugang zum Labyrinth des Herrschers gewährt wird.","このエリア内にあるアセンダンシーの試練全てに挑み、皇帝のラビリンスに入ろう。","군주의 미궁에 진입하려면 모든 전직 시험을 통과하십시오.","Complete todas as Provações de Ascensão para acessar o Labirinto do Lorde.","Завершите все испытания Восхождения, чтобы войти в Лабиринт правителя.","Resuelve todas las Pruebas de Ascendencia para acceder al Laberinto del Señor.","ผ่าน​บท​ทดสอบ​ครอง​อำนาจ​ทั้งหมด​เพื่อ​เปิด​ทาง​ไป​ยัง​เขา​วงกต​นาย​เหนือ​หัว","完成所有的昇華試煉以進入帝王迷宮。","","","","","","","","","","","",[],0,[],[],[],[],[],[],[],[],[],[],[],[],"",[],[264],10,"",216,236,246,106,114,212,196,218,214,100
