"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags","[rid]","bool"
232,"combined_base_block_%","","","",1,"Block Chance","",1,"","","",-1550187436,[],"","","",1,[0],[],""
233,"physical_damage_reduction_rating",1,"","",1,"Armour",1,1,"","",1,1340387908,[],"","","",1,[0],[],""
234,"spell_block_%",1,"","",1,"Chance to Block Spells","",1,"","",1,-2069395702,[],9,"","",1,[0],[],""
235,"movement_velocity_+permyriad",1,"","",7,"Movement Velocity +%",1,1,"","",1,-1983197938,[],"","","",1,[37],[],""
236,"is_dual_wielding",1,"","",4,"",1,1,"","",1,1159671063,[],"","","","",[0],[],""
237,"maximum_life",1,"","",3,"Life",1,1,"","",1,-1753056199,[],"","","",1,[0],[],""
238,"maximum_mana",1,"","",3,"Mana",1,1,"","",1,2093351468,[],"","","",1,[0],[],""
239,"maximum_energy_shield",1,"","",3,"Energy Shield",1,1,"","",1,-1602394125,[],"","","",1,[0],[],""
240,"total_life_recovery_per_minute_from_regeneration",1,"","",3,"",1,1,"","",1,-814531953,[],"","","",1,[0],[],""
241,"total_mana_recovery_per_minute_from_regeneration",1,"","",3,"",1,1,"","",1,1580874553,[],"","","",1,[0],[],""
242,"energy_shield_recharge_rate_per_minute",1,"","",3,"",1,1,"","",1,2134312733,[],"","","",1,[0],[],""
243,"spell_minimum_cold_damage",1,"","",3,"","",1,"","",1,568816901,[],"","","",1,[3],[],""
244,"spell_maximum_cold_damage",1,"","",3,"","",1,"","",1,1304101156,[],"","","",1,[3],[],""
245,"spell_minimum_fire_damage",1,"","",3,"","",1,"","",1,-162140933,[],"","","",1,[3],[],""
246,"spell_maximum_fire_damage",1,"","",3,"","",1,"","",1,55684540,[],"","","",1,[3],[],""
247,"spell_minimum_lightning_damage",1,"","",3,"","",1,"","",1,501171089,[],"","","",1,[3],[],""
248,"spell_minimum_chaos_damage",1,"","",3,"","",1,"","",1,-1952325629,[],"","","",1,[3],[],""
249,"spell_maximum_lightning_damage",1,"","",3,"","",1,"","",1,1054086238,[],"","","",1,[3],[],""
250,"spell_maximum_chaos_damage",1,"","",3,"","",1,"","",1,-1262581297,[],"","","",1,[3],[],""
251,"spell_minimum_physical_damage",1,"","",3,"","",1,"","",1,141410287,[],"","","",1,[3],[],""
252,"spell_maximum_physical_damage",1,"","",3,"","",1,"","",1,-107685721,[],"","","",1,[3],[],""
253,"main_hand_minimum_cold_damage",1,"","",3,"","",1,"","",1,-1062430861,[],"","","",1,[2],[],""
254,"main_hand_maximum_cold_damage",1,"","",3,"","",1,"","",1,-2055450762,[],"","","",1,[2],[],""
255,"off_hand_minimum_cold_damage",1,"","",3,"","",1,"","",1,-1966768147,[],"","","",1,[2],[],""
256,"off_hand_maximum_cold_damage",1,"","",3,"","",1,"","",1,-1779626436,[],"","","",1,[2],[],""
257,"main_hand_minimum_fire_damage",1,"","",3,"","",1,"","",1,53125529,[],"","","",1,[2],[],""
258,"main_hand_maximum_fire_damage",1,"","",3,"","",1,"","",1,1001674155,[],"","","",1,[2],[],""
259,"off_hand_minimum_fire_damage",1,"","",3,"","",1,"","",1,1304763413,[],"","","",1,[2],[],""
260,"off_hand_maximum_fire_damage",1,"","",3,"","",1,"","",1,-735014439,[],"","","",1,[2],[],""
261,"main_hand_minimum_lightning_damage",1,"","",3,"","",1,"","",1,-1940363726,[],"","","",1,[2],[],""
262,"main_hand_maximum_lightning_damage",1,"","",3,"","",1,"","",1,2142296930,[],"","","",1,[2],[],""
263,"off_hand_minimum_lightning_damage",1,"","",3,"","",1,"","",1,-861287725,[],"","","",1,[2],[],""
264,"off_hand_maximum_lightning_damage",1,"","",3,"","",1,"","",1,765669314,[],"","","",1,[2],[],""
265,"main_hand_minimum_chaos_damage",1,"","",3,"","",1,"","",1,496430767,[],"","","",1,[2],[],""
266,"main_hand_maximum_chaos_damage",1,"","",3,"","",1,"","",1,-1947274215,[],"","","",1,[2],[],""
267,"off_hand_minimum_chaos_damage",1,"","",3,"","",1,"","",1,-1852498237,[],"","","",1,[2],[],""
268,"off_hand_maximum_chaos_damage",1,"","",3,"","",1,"","",1,915878039,[],"","","",1,[2],[],""
269,"main_hand_minimum_physical_damage",1,"","",3,"","",1,"","",1,-706448396,[],"","","",1,[2],[],""
270,"main_hand_maximum_physical_damage",1,"","",3,"","",1,"","",1,943921195,[],"","","",1,[2],[],""
271,"off_hand_minimum_physical_damage",1,"","",3,"","",1,"","",1,-1275609429,[],"","","",1,[2],[],""
272,"off_hand_maximum_physical_damage",1,"","",3,"","",1,"","",1,1939023650,[],"","","",1,[2],[],""
273,"stun_recovery_+%",1,"","",1,"Block and Stun Recovery +%","",1,"","",1,2103675702,[],"","","",1,[0],[],""
274,"evasion_rating",1,"","",3,"Evasion Rating",1,1,"","",1,535210313,[],"","","",1,[0],[],""
275,"main_hand_reduce_enemy_block_%",1,"","",1,"Main Hand Enemy Block Reduction","",1,"","",1,1683480834,[],"","","",1,[2],[],""
276,"off_hand_reduce_enemy_block_%",1,"","",1,"Off Hand Enemy Block Reduction","",1,"","",1,-1667875332,[],"","","",1,[2],[],""
277,"main_hand_critical_strike_multiplier_+",1,"","",3,"","",1,"","","",956142053,[],"","","",1,[2],[],""
278,"off_hand_critical_strike_multiplier_+",1,"","",3,"","",1,"","","",1715461753,[],"","","",1,[2],[],""
279,"self_critical_strike_multiplier_+%",1,"","",3,"","",1,"","",1,-1580882397,[],"","","",1,[0],[],""
280,"main_hand_knockback",1,"","",4,"","",1,"","",1,-1451264667,[],"","","","",[2],[],""
281,"off_hand_knockback",1,"","",4,"","",1,"","",1,-1724505415,[],"","","","",[2],[],""
282,"main_hand_accuracy_rating",1,"","",3,"Main Hand Accuracy Rating",1,1,"","",1,-327856878,[],"","","",1,[35],[],""
283,"off_hand_accuracy_rating",1,"","",3,"Off Hand Accuracy Rating",1,1,"","",1,23321753,[],"","","",1,[35],[],""
284,"main_hand_attack_speed_+%",1,"","",1,"Main Hand Attack Speed Increase",1,1,"","",1,-386864366,[],"","","",1,[21],[],""
285,"off_hand_attack_speed_+%",1,"","",1,"Off Hand Attack Speed Increase",1,1,"","",1,2080422905,[],"","","",1,[21],[],""
286,"cast_speed_+%",1,"","",1,"Cast Speed Increase",1,1,"","",1,544976478,[],"","","",1,[23],[],""
287,"spectre_maximum_life_+%",1,"","",1,"","",1,"","","",-1870919430,[],"","","",1,[33],[],""
288,"zombie_maximum_life_+%",1,"","",1,"","",1,"","","",1700566105,[],"","","",1,[33],[],""
289,"fire_elemental_maximum_life_+%","","","",1,"","",1,"","","",1818487076,[],"","","",1,[33],[],""
290,"raven_maximum_life_+%","","","",1,"","",1,"","","",206006679,[],"","","",1,[33],[],""
291,"arrow_speed_+%","","","",1,"",1,1,"","",1,-1542997757,[],"","","",1,[32],[],""
292,"main_hand_stun_threshold_reduction_+%",1,"","",1,"Main Hand Stun Threshold Reduction","",1,"","",1,1795450793,[],"","","",1,[2],[],""
293,"off_hand_stun_threshold_reduction_+%",1,"","",1,"Off Hand Stun Threshold Reduction","",1,"","",1,587983988,[],"","","",1,[2],[],""
294,"main_hand_life_leech_from_physical_attack_damage_permyriad",1,"","",1,"Main Hand Life Leech from Physical Attacks","",1,"","",1,-1169330903,[],"","","",1,[2],[],""
295,"off_hand_life_leech_from_physical_attack_damage_permyriad",1,"","",1,"Off Hand Life Leech from Physical Attacks","",1,"","",1,536958852,[],"","","",1,[2],[],""
296,"main_hand_mana_leech_from_physical_attack_damage_permyriad",1,"","",1,"Main Hand Mana Leech from Physical Attacks","",1,"","",1,-1168975148,[],"","","",1,[2],[],""
297,"off_hand_mana_leech_from_physical_attack_damage_permyriad",1,"","",1,"Off Hand Mana Leech from Physical Attacks","",1,"","",1,1868263240,[],"","","",1,[2],[],""
298,"cold_damage_resistance_%",1,"","",1,"Cold Resistance",1,1,"","",1,-1922804855,[],"","","",1,[0],[],""
299,"fire_damage_resistance_%",1,"","",1,"Fire Resistance",1,1,"","",1,-649471663,[],"","","",1,[0],[],""
300,"lightning_damage_resistance_%",1,"","",1,"Lightning Resistance",1,1,"","",1,-1246239143,[],"","","",1,[0],[],""
301,"chaos_damage_resistance_%",1,"","",1,"Chaos Resistance",1,1,"","",1,204000834,[],"","","",1,[0],[],""
302,"resist_all_elements_%","","","",1,"","",1,"","","",-1090121397,[],"","","",1,[0],[],""
303,"trap_duration_+%",1,"","",1,"Trap Duration increase","","","","",1,1253436669,[],14,"","",1,[],[],""
304,"trap_trigger_radius_+%","","","",1,"Trap Trigger Radius increase","","","","",1,-694834799,[],14,"","",1,[],[],""
305,"trap_throwing_speed_+%",1,"","",1,"Trap Throwing Speed increase",1,"","","",1,-527291494,[],14,"","",1,[],[],""
306,"monster_response_time_ms",1,"","",1,"","","","","",1,315145786,[],"","","",1,[],[],""
307,"skill_internal_monster_responsiveness_+%",1,"","",1,"","","","","",1,46758112,[],"","","",1,[],[],""
308,"endurance_charge_granted_per_X_monster_power_during_endurance_warcry",1,"","",3,"","","","","",1,-898898830,[],"","","",1,[],[],""
309,"skill_range_+%",1,"","",1,"",1,"","","",1,-1638598061,[],"","","",1,[],[],""
310,"skill_visual_scale_+%",1,"","",1,"",1,"","","",1,1421230256,[],"","","",1,[],[],""
311,"imp_variation",1,"","",3,"",1,"","","",1,376018858,[],"","","","",[],[],""
312,"main_hand_base_weapon_attack_duration_ms",1,"","",3,"","","","","",1,665085975,[],"",1,"",1,[],[],""
313,"off_hand_base_weapon_attack_duration_ms",1,"","",3,"","","","","",1,117725417,[],"",1,"",1,[],[],""
314,"main_hand_minimum_attack_distance","","","",3,"",1,1,"","",1,38658113,[],"",1,"",1,[1],[],""
315,"off_hand_minimum_attack_distance","","","",3,"",1,1,"","",1,1490890102,[],"",1,"",1,[1],[],""
316,"main_hand_base_maximum_attack_distance",1,"","",3,"",1,"","","",1,1424223654,[],"",1,"",1,[],[],""
317,"off_hand_base_maximum_attack_distance",1,"","",3,"",1,"","","",1,1638647292,[],"","","",1,[],[],""
318,"main_hand_quality","","","",1,"","","","","",1,-583994466,[],"","","",1,[],[],""
319,"off_hand_quality","","","",1,"","","","","",1,-975992928,[],"","","",1,[],[],""
320,"base_spell_critical_strike_multiplier_+","","","",3,"","","","","",1,1749887114,[],4,"","",1,[],[],""
321,"spell_critical_strike_multiplier_+",1,"","",3,"","",1,"","","",-1355370542,[],"","","",1,[3],[],""
322,"is_trap",1,"","",4,"Skill Placed as Trap",1,"","","",1,-746390931,[],"",1,"","",[],[],""
323,"weapon_elemental_damage_+%",1,"","",1,"Weapon Elemental Damage +%","","","","",1,-1960906336,[],"","","",1,[],[],""
324,"staff_stun_duration_+%","","","",1,"","","","","",1,-500676963,[],18,"","",1,[],[],""
325,"two_handed_melee_physical_damage_+%",1,"","",1,"","","","","",1,-1347475209,[],1,"","",1,[],[],""
326,"two_handed_melee_stun_duration_+%",1,"","",1,"","","","","",1,-1300054585,[],6,"","",1,[],[],""
327,"two_handed_melee_attack_speed_+%",1,"","",1,"","","","","",1,1092730748,[],3,"","",1,[],[],""
328,"two_handed_melee_accuracy_rating_+%",1,"","",1,"","","","","",1,-2131023680,[],5,"","",1,[],[],""
329,"physical_damage_while_dual_wielding_+%",1,"","",1,"","","","","",1,1758582977,[],1,"","",1,[],[],""
330,"one_handed_melee_physical_damage_+%",1,"","",1,"","","","","",1,-710561894,[],1,"","",1,[],[],""
331,"one_handed_melee_attack_speed_+%",1,"","",1,"","","","","",1,2080132379,[],3,"","",1,[],[],""
332,"one_handed_melee_accuracy_rating_+%",1,"","",1,"","","","","",1,-1067221168,[],5,"","",1,[],[],""
333,"base_stun_duration_+%",1,"","",1,"Base Stun Duration +%","","","","",1,-254046980,[],6,"","",1,[],[],""
334,"bow_stun_duration_+%",1,"","",1,"","","","","",1,-776448823,[],6,"","",1,[],[],""
335,"base_life_gain_per_target","","","",3,"Life Gained On Hit","","","","",1,1079790274,[],6,"","",1,[],[],""
336,"corpse_explosion_monster_life_%",1,"","",1,"","","","","",1,-320603216,[],"","","",1,[],[],""
337,"skill_level",1,"","",3,"","","","","",1,1027427812,[],"","","",1,[],[],""
338,"action_speed_-%",1,"","",1,"",1,"","","",1,1631261654,[],3,"","",1,[],[],""
339,"skill_art_variation",1,"","",3,"",1,"","","",1,-640676931,[],"",1,"","",[],[],""
340,"always_crit",1,"","",4,"","","","","",1,1101922,[],"","","","",[],[],""
341,"damage_infusion_%",1,"","",1,"","","","","",1,-1096484859,[],"","","",1,[],[],""
342,"chaos_damage_taken_per_minute",1,"","",3,"",1,1,"","",1,1701278811,[],"",1,"",1,[0],[],""
343,"base_fire_damage_to_deal_per_minute",1,"","",3,"",1,"","","",1,-660199871,[],"",1,"",1,[],[6],""
344,"add_frenzy_charge_on_kill",1,"","",4,"","","","","",1,1645150511,[],"","","","",[],[],""
345,"base_fire_damage_to_deal_to_nearby_per_minute",1,"","",3,"","","","","",1,1887141931,[],"",1,"",1,[],[],""
346,"base_physical_damage_taken_per_minute","","","",3,"","","","","",1,1089972948,[],"",1,"",1,[],[],""
347,"spell_minimum_base_lightning_damage_per_removable_power_charge",1,"","",3,"","","","","",1,2044354549,[],"",1,"",1,[],[],""
348,"spell_maximum_base_lightning_damage_per_removable_power_charge",1,"","",3,"","","","","",1,-1343171407,[],"",1,"",1,[],[],""
349,"base_skill_effect_duration",1,"","",3,"",1,"","","",1,-497271793,[],"",1,"",1,[],[],""
350,"skill_effect_duration",1,"","",3,"",1,1,"","",1,-930606366,[],"","","",1,[34],[],""
351,"buff_effect_duration",1,"","",3,"",1,1,"","",1,411997686,[],"","","",1,[34],[],""
352,"buff_effect_duration_+%_per_removable_endurance_charge",1,"","",3,"Buff/Debuff Duration increase per Endurance Charge","","","","",1,1452391054,[],"","","",1,[],[],""
353,"buff_effect_duration_+%_per_removable_endurance_charge_limited_to_5",1,"","",3,"Buff/Debuff Duration increase per Endurance Charge","","","","",1,1061856661,[],"","","",1,[],[],""
354,"local_base_evasion_rating","",1,"",3,"Local Base Evasion Rating","","","","",1,-1977380338,[],"","","",1,[],[],""
355,"local_base_physical_damage_reduction_rating","",1,"",3,"Local Base Physical Damage Reduction Rating","","","","",1,-150739763,[],"","","",1,[],[],""
356,"base_attack_speed_+%_per_frenzy_charge","","","",1,"Attack Speed increase per Frenzy Charge","","","","",1,27707373,[],18,"","",1,[],[],""
357,"physical_damage_+%_per_frenzy_charge",1,"","",1,"Physical Damage increase per Frenzy Charge","","","","",1,-956940234,[],"","","",1,[],[],""
358,"is_player",1,"","",4,"","","","","",1,-1774025507,[],"",1,"","",[],[],""
359,"life_per_level","","","",3,"","","","","",1,505068196,[],"","","",1,[],[],""
360,"mana_per_level","","","",3,"","","","","",1,-456094171,[],"","","",1,[],[],""
361,"backstab_damage_+%",1,"","",1,"","","","","",1,1891485115,[],"","","",1,[],[],""
362,"maximum_life_+%_final_per_additional_player",1,"","",1,"",1,"","","",1,-2057634094,[],"","","",1,[],[],""
363,"intermediary_maximum_life","","","",3,"","",1,"","","",1094587006,[],"","","",1,[0],[],""
364,"local_flask_armour_+%_while_healing",1,1,"",1,"Local Flask Armour +% While Healing","","","","",1,39806384,[],"","","",1,[],[],""
365,"local_flask_evasion_+%_while_healing",1,1,"",1,"Local Flask Evasion +% While Healing","","","","",1,961208996,[],"","","",1,[],[],""
366,"local_flask_energy_shield_+%_while_healing",1,1,"",1,"Local Flask Energy Shield +% While Healing","","","","",1,-893751922,[],"","","",1,[],[],""
367,"local_flask_movement_speed_+%_while_healing",1,1,"",1,"Local Flask Movement Speed +% While Healing","","","","",1,805174023,[],"","","",1,[],[],""
368,"local_flask_stun_recovery_+%_while_healing",1,1,"",1,"Local Flask Stun Recovery +% While Healing","","","","",1,1604829150,[],"","","",1,[],[],""
369,"local_flask_resistances_+%_while_healing",1,1,"",1,"Local Flask Resistances +% While Healing","","","","",1,-2000369087,[],"","","",1,[],[],""
370,"local_flask_adds_knockback_while_healing",1,1,"",4,"Local Flask Adds Knockback While Healing","","","","",1,836079805,[],"","","","",[],[],""
371,"local_flask_removes_%_of_mana_recovery_from_life_on_use",1,1,"",1,"","","","","",1,1776438094,[],"","","",1,[],[],""
372,"local_flask_removes_%_of_life_recovery_from_mana_on_use",1,1,"",1,"","","","","",1,-460325105,[],"","","",1,[],[],""
373,"local_flask_removes_%_of_life_recovery_from_life_on_use",1,1,"",1,"","","","","",1,1860908158,[],"","","",1,[],[],""
374,"local_flask_amount_to_recover_+%_when_on_low_life",1,1,"",4,"Local Flask Amount To Recover +% When On Low Life","","","","",1,-835339227,[],"","","","",[],[],""
375,"local_flask_recover_instantly_when_on_low_life",1,1,"",4,"Local Flask Recover Instantly When On Low Life","","","","",1,98024418,[],"","","","",[],[],""
376,"local_flask_recovery_amount_%_to_recover_instantly",1,1,"",1,"Local Flask Recovery Amount % To Recover Instantly","","","","",1,-1022687859,[],"","","",1,[],[],""
377,"local_flask_dispels_burning_and_ignite_immunity_during_effect",1,1,"",4,"","","","","",1,-3407038,[],"","","","",[],[],""
378,"local_flask_dispels_freeze_and_chill",1,1,"",4,"","","","","",1,533296648,[],"","","","",[],[],""
379,"local_max_charges_+%",1,1,"",1,"","","","","",1,-1799779898,[],"","","",1,[],[],""
380,"local_charges_added_+%",1,1,"",1,"Local Charges Added +%","","","","",1,-570419656,[],"","","",1,[],[],""
381,"local_flask_amount_to_recover_+%",1,1,"",1,"Local Flask Amount To Recover +%","","","","",1,978608437,[],"","","",1,[],[],""
382,"local_flask_recovers_instantly",1,1,"",4,"Local Flask Recovers Instantly","","","","",1,764623902,[],"","","","",[],[],""
383,"local_flask_minion_heal_%",1,1,"",1,"Local Flask Minion Heal %","","","","",1,722168523,[],"","","",1,[],[],""
384,"local_recharge_on_crit",1,1,"",3,"Local Recharge On Crit","","","","",1,-534391840,[],"","","",1,[],[],""
385,"local_recharge_on_take_crit",1,1,"",3,"Local Recharge On Take Crit","","","","",1,646075130,[],"","","",1,[],[],""
386,"local_critical_strike_multiplier_+","",1,1,3,"","","",781,798,1,1162331526,[],"","","",1,[],[],""
387,"local_flask_prevents_death_while_healing",1,1,"",4,"","","","","",1,613345628,[],"","","","",[],[],""
388,"cannot_die",1,"","",4,"Cannot Die",1,"","","",1,1295195673,[],"","","","",[],[],""
389,"flask_life_to_recover_+%",1,"","",1,"Flask Life Amount +%","","","","",1,2114039945,[],17,"","",1,[],[],""
390,"flask_mana_to_recover_+%",1,"","",1,"Flask Mana Amount +%","","","","",1,808532262,[],17,"","",1,[],[],""
391,"flask_recovery_speed_+%",1,"","",1,"Flask Recovery Speed +%","","","","",1,-2042207825,[],17,"","",1,[],[],""
392,"knockback_distance_+%","","","",1,"Knockback Distance +%","","","","",1,1722946251,[],6,"","",1,[],[],""
393,"weapon_fire_damage_+%","","","",1,"","","","","",1,-1960686359,[],1,"","",1,[],[],""
394,"weapon_cold_damage_+%","","","",1,"","","","","",1,-426992732,[],"","","",1,[],[],""
395,"weapon_lightning_damage_+%","","","",1,"","","","","",1,992851982,[],"","","",1,[],[],""
396,"weapon_chaos_damage_+%","","","",1,"","","","","",1,-1203508790,[],"","","",1,[],[],""
397,"spell_elemental_damage_+%","","","",1,"","","","","",1,-12890013,[],1,"","",1,[],[],""
398,"resist_all_elements_+%_while_holding_shield","","","",1,"","","","","",1,-1215353253,[],10,"","",1,[],[],""
399,"staff_block_%","","","",1,"Staff Block %","","","","",1,-1362113977,[],11,"","",1,[],[],""
400,"attack_minimum_added_lightning_damage_with_wand","","","",3,"","","","","",1,-1599983978,[],"","","",1,[],[],""
