"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","i32","[rid]","i32","i32","i32","i32","i32","[rid]","string","[rid]","string","rid","string","i32","i32","i32","[rid]","[rid]","rid","rid","rid","rid","i32","[rid]","[rid]","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","rid","i32","i32","i32","bool","bool","bool","i32","i32","f32","string","i32","rid","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","[string]","i32","i32","bool","rid","i32","bool","i32","i32","i32","i32","bool","i32","rid","f32","f32","bool","[string]","rid","i32","i32","i32","rid","bool","i32","bool"
25,"Metadata/Monsters/MudBurrower/BrambleBurrower",17,32,5,7,30,"[""Metadata/Monsters/MudBurrower/BrambleBurrower.act""]","[""Metadata/Monsters/MudBurrower/BrambleHead.ao""]","Metadata/Monsters/MudBurrower/BrambleBurrower",[],1,"","",70,3,6,14,0,0,0,3,0,"[723,1034,175,127,126,163,754,713,30,31,714,32,118,76]",250,[],105,105,700,500,0,"[578,954,956,1255,2388]","Metadata/Monsters/MudBurrower/BrambleBurrower.ais",[],"",0,"Bramble Burrower",250,250,1500,[],[],"","","","",0,[],"[6173,12412]",[],"",1,6,135,0,0,135,1342214285,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,469762048,469762048,469762048,70,-33554432,-16843010,-16843010,-16843010,754908926,469762048,469762048,70,167772160,1342177280,0,17948,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",6,175,1028443341,0,1,0,""
26,"Metadata/Monsters/MudBurrower/TropicalBurrowerTEMP",17,32,5,7,30,"[""Metadata/Monsters/MudBurrower/BrambleBurrower.act""]","[""Metadata/Monsters/MudBurrower/BrambleHead.ao""]","Metadata/Monsters/MudBurrower/BrambleBurrower",[],1,"","",70,3,6,14,0,0,0,3,0,"[1034,175,770,127,759,126,163,742,754,30,31,714,32,118,76]",250,[],105,105,700,500,0,"[578,954,956,1255,2388]","Metadata/Monsters/MudBurrower/BrambleBurrower.ais",[],"",0,"Bramble Burrower",250,250,1500,[],[],"","","","",0,[],"[6173,12412]",[],"",1,6,135,0,0,135,1342223823,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,4093640704,4093640704,-201326592,71,-33554432,-16843010,-16843010,-16843010,754908926,4093640704,-201326592,71,167772160,1342177280,0,18420,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],"",6,175,1028443341,0,1,0,""
27,"Metadata/Monsters/MudBurrower/SpiresBurrower",19,43,18,5,45,"[""Metadata/Monsters/MudBurrower/SpiresBurrower/SpiresBurrower.act""]","[""Metadata/Monsters/MudBurrower/SpiresBurrower/DevourerBonePile.ao""]","Metadata/Monsters/MudBurrower/SpiresBurrower/SpiresBurrower",[],1,"","",95,3,6,14,0,0,0,3,0,"[723,724,1034,175,770,127,755,759,126,163,742,713,30,31,714,32,118,76]",325,[],58,60,700,500,0,"[578,954,956,1257,2390]","Metadata/Monsters/MudBurrower/SpiresBurrower/SpiresBurrower.ais",[],"stance2",0,"Spire Burrower",293,325,1500,[],[],"","","","",0,[],"[6173,12412]",[],"",1,6,135,0,0,135,1342187728,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,603979776,603979776,603979776,76,-33554432,-16843010,-16843010,-16843010,754908926,603979776,603979776,76,167772160,1342177280,0,19492,0,"",1,1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",6,213,1028443341,0,1,0,""
28,"Metadata/Monsters/MudBurrower/SpiresBurrowerSanctumTrial",20,43,10,5,45,"[""Metadata/Monsters/MudBurrower/SpiresBurrower/SpiresBurrowerSanctum.act""]","[""Metadata/Monsters/MudBurrower/SpiresBurrower/DevourerBonePile.ao""]","Metadata/Monsters/MudBurrower/SpiresBurrower/SpiresBurrower",[],1,"","",95,3,6,14,0,0,0,3,0,"[723,724,1034,175,127,755,126,163,713,30,31,714,32,118,1015,76]",325,[],58,60,700,500,0,"[578,954,956,1385,1644]","Metadata/Monsters/MudBurrower/SpiresBurrower/SpiresBurrower.ais",[],"stance2",0,"Spire Burrower",293,325,1500,[],[],"","","","",0,[],"[6173,12412]",[],"",1,6,135,0,0,135,1342240068,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2818572288,2818572288,-1476395008,78,-33554432,-16843010,-16843010,-16843010,754908926,2818572288,-1476395008,78,167772160,1342177280,0,20136,0,"",1,1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/MarakethSanctumTrial/SanctumMonsterBase""]",0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",6,213,1028443341,0,1,0,""
29,"Metadata/Monsters/StonebackRhoa/BrambleRhoa",21,32,3,10,13,"[""Metadata/Monsters/StonebackRhoa/BrambleRhoa.act""]","[""Metadata/Monsters/StonebackRhoa/BrambleRhoa.ao""]","Metadata/Monsters/StonebackRhoa/BrambleRhoa",[],1,"","",100,5,6,18,0,0,0,1,0,"[72,754,713,1040,31,29,714,118]",130,[],105,105,700,500,0,"[578,565,739]","Metadata/Monsters/StonebackRhoa/BrambleRhoa.ais",[],"",0,"Bramble Rhoa",130,130,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342192282,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,167772160,167772160,167772160,81,-33554432,-16843010,-16843010,-16843010,3372154622,167772160,167772160,81,167772160,1342177280,0,20746,0,"",1,"",-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,0,-5,5,"",0,"",1,1,"",[],280,4,115,1028443341,0,1,0,""
30,"Metadata/Monsters/Daemon/PetrificationStatueDaemon",36,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Statue/PetrificationStatueDaemon",[],1,"","",100,1,6,5,0,0,0,9,0,"[34,716,743,765,769,742,1025,752]",100,[],105,105,700,500,0,[3650],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342230947,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,469762048,469762048,469762048,83,-33554432,-16843010,-16843010,-16843010,3372154622,469762048,469762048,83,167772160,1342177280,0,21276,0,"","",1,0,0,0,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
31,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummoned",38,45,1,6,12,"[""Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit.act""]","[""Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpiritAshen.ao""]","Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit",[],1,"","",100,1,6,5,0,0,0,8,0,"[764,74,743,755,742,713,714,51,1025,73]",100,[],80,100,700,500,0,[763],"Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit.ais",[],"",3,"Raging Spirit",70,25,1000,[],[],"","","","",0,[],[3690],[],"",1,6,135,0,0,135,1342180275,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2013265920,2013265920,2013265920,86,-33554432,-16843010,-16843010,-16843010,3372154622,2013265920,2013265920,86,167772160,1342177280,0,22136,0,"",1,1,-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",2,25,1028443341,0,1,0,""
32,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummonedGhostly",38,45,1,6,12,"[""Metadata/Monsters/SummonedSkull/SummonedSkull.act""]","[""Metadata/Monsters/SummonedSkull/FairgravesSkullMinion.ao""]","Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit",[],1,"","",100,1,6,5,0,0,0,8,0,"[764,74,743,755,742,713,714,51,1025,73]",100,[],80,100,700,500,0,[763],"Metadata/Monsters/SummonedSkull/SummonedSkull.ais",[],"",3,"Raging Spirit",70,25,1000,[],[],"","","","",0,[],[3690],[],"",1,6,135,0,0,135,1342211159,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,201326592,201326592,201326592,89,-33554432,-16843010,-16843010,-16843010,3372154622,201326592,201326592,89,167772160,1342177280,0,22796,0,"",1,1,-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",2,25,1028443341,0,1,0,""
33,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummonedRaven",38,45,1,6,12,"[""Metadata/Monsters/SummonedSkull/SummonedRaven.act""]","[""Metadata/Monsters/SummonedSkull/SummonedRaven.ao""]","Metadata/Monsters/SummonedSkull/SummonedRaven",[],1,"","",100,1,6,5,0,0,0,8,0,"[764,74,743,755,742,713,714,51,1025,73]",100,[],80,100,700,500,0,[763],"Metadata/Monsters/SummonedSkull/SummonedSkull.ais",[],"",3,"Raging Spirit",70,25,1000,[],[],"","","","",0,[],[3690],[],"",1,6,135,0,0,135,1342216852,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2214592512,2214592512,-2080374784,91,-33554432,-16843010,-16843010,-16843010,3372154622,2214592512,-2080374784,91,167772160,1342177280,0,23428,0,"",1,1,-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",2,25,1028443341,0,1,0,""
34,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummonedBloodRaven",38,45,1,6,12,"[""Metadata/Monsters/SummonedSkull/SummonedRaven.act""]","[""Metadata/Monsters/SummonedSkull/SummonedBloodRaven.ao""]","Metadata/Monsters/SummonedSkull/SummonedRaven",[],1,"","",100,1,6,5,0,0,0,8,0,"[764,74,743,755,742,713,714,51,1025,73]",100,[],80,100,700,500,0,[763],"Metadata/Monsters/SummonedSkull/SummonedSkull.ais",[],"",3,"Raging Spirit",70,25,1000,[],[],"","","","",0,[],[3690],[],"",1,6,135,0,0,135,1342202783,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1275068416,1275068416,1275068416,93,-33554432,-16843010,-16843010,-16843010,3372154622,1275068416,1275068416,93,167772160,1342177280,0,23884,0,"",1,1,-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",2,25,1028443341,0,1,0,""
35,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummonedBee",38,45,1,6,12,"[""Metadata/Monsters/SummonedSkull/SummonedBees.act""]","[""Metadata/Monsters/SummonedSkull/SummonedBees.ao""]","Metadata/Monsters/SummonedSkull/SummonedBees",[],1,"","",130,1,6,5,0,0,0,8,0,"[764,74,755,742,747,713,714,51,1025,73]",100,[],80,100,700,500,0,[763],"Metadata/Monsters/SummonedSkull/SummonedSkull.ais",[],"",3,"Raging Spirit",70,25,1000,[],[],"","","","",0,[],[3690],[],"",1,6,135,0,0,135,1342181135,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3120562176,3120562176,-1174405120,95,-33554432,-16843010,-16843010,-16843010,3372154622,3120562176,-1174405120,95,167772160,1342177280,0,24506,0,"",1,1,-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",2,25,1028443341,0,1,0,""
36,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummonedEye",38,45,1,6,12,"[""Metadata/Monsters/SummonedSkull/SummonedEye.act""]","[""Metadata/Monsters/SummonedSkull/SummonedEye.ao""]","Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit",[],1,"","",100,1,6,5,0,0,0,8,0,"[764,74,755,742,713,714,51,1025,73]",100,[],80,100,700,500,0,[763],"Metadata/Monsters/SummonedSkull/SummonedSkull.ais",[],"",3,"Raging Spirit",70,25,1000,[],[],"","","","",0,[],[3690],[],"",1,6,135,0,0,135,1342200793,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3087007744,3087007744,-1207959552,97,-33554432,-16843010,-16843010,-16843010,3372154622,3087007744,-1207959552,97,167772160,1342177280,0,25016,0,"",1,1,-5,5,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",2,25,1028443341,0,1,0,""
37,"Metadata/Monsters/Daemon/ChestDaemonBarrelExplodeBurningGround",37,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,1,9,5,0,0,0,9,0,"[1025,752]",100,[],105,105,700,500,0,[1526],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342228696,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3288334336,3288334336,-1006632960,98,-33554432,-16843010,-16843010,-16843010,3372154622,3288334336,-1006632960,98,167772160,1342177280,0,25284,0,"","",1,0,0,0,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
38,"Metadata/Monsters/Double/DoubleMarauder",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Str/StrFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,0,0,0,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342211813,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2449473536,2449473536,-1845493760,100,-33554432,-16843010,-16843010,-16843010,3372154622,2449473536,-1845493760,100,167772160,1342177280,0,25746,0,"","",1,0,0,0,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,3,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
39,"Metadata/Monsters/Double/DoubleRanger",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Dex/DexFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,0,0,0,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342186438,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3087007744,3087007744,-1207959552,101,-33554432,-16843010,-16843010,-16843010,3372154622,3087007744,-1207959552,101,167772160,1342177280,0,26040,0,"","",1,0,0,0,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,3,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
40,"Metadata/Monsters/Double/DoubleWitch",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Int/IntFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,0,0,0,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342234971,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3690987520,3690987520,-603979776,102,-33554432,-16843010,-16843010,-16843010,3372154622,3690987520,-603979776,102,167772160,1342177280,0,26332,0,"","",1,0,0,0,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,3,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
41,"Metadata/Monsters/Double/DoubleDuelist",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrDex/StrDexFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,0,0,0,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342226423,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,268435456,268435456,268435456,104,-33554432,-16843010,-16843010,-16843010,3372154622,268435456,268435456,104,167772160,1342177280,0,26640,0,"","",1,0,0,0,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,3,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
42,"Metadata/Monsters/Double/DoubleTemplar",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrInt/StrIntFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,0,0,0,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342223977,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1140850688,1140850688,1140850688,105,-33554432,-16843010,-16843010,-16843010,3372154622,1140850688,1140850688,105,167772160,1342177280,0,26948,0,"","",1,0,0,0,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,3,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
43,"Metadata/Monsters/Double/DoubleShadow",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/DexInt/DexIntFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,0,0,0,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342231719,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1979711488,1979711488,1979711488,106,-33554432,-16843010,-16843010,-16843010,3372154622,1979711488,1979711488,106,167772160,1342177280,0,27254,0,"","",1,0,0,0,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,3,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
44,"Metadata/Monsters/Double/DoubleMarauderTwo",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Str/StrFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,0,0,0,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342179864,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,4026531840,4026531840,-268435456,107,-33554432,-16843010,-16843010,-16843010,3372154622,4026531840,-268435456,107,167772160,1342177280,0,27632,0,"","",1,0,0,0,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,3,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
45,"Metadata/Monsters/Double/DoubleRangerTwo",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Dex/DexFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,0,0,0,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342197601,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,503316480,503316480,503316480,109,-33554432,-16843010,-16843010,-16843010,3372154622,503316480,503316480,109,167772160,1342177280,0,27934,0,"","",1,0,0,0,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,3,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
46,"Metadata/Monsters/Double/DoubleWitchTwo_",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Int/IntFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,0,0,0,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342193249,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1275068416,1275068416,1275068416,110,-33554432,-16843010,-16843010,-16843010,3372154622,1275068416,1275068416,110,167772160,1342177280,0,28236,0,"","",1,0,0,0,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,3,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
47,"Metadata/Monsters/Double/DoubleDuelistTwo",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrDex/StrDexFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,0,0,0,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342202658,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2281701376,2281701376,-2013265920,111,-33554432,-16843010,-16843010,-16843010,3372154622,2281701376,-2013265920,111,167772160,1342177280,0,28552,0,"","",1,0,0,0,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,3,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
48,"Metadata/Monsters/Double/DoubleTemplarTwo",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrInt/StrIntFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,0,0,0,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342221228,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,3288334336,3288334336,-1006632960,112,-33554432,-16843010,-16843010,-16843010,3372154622,3288334336,-1006632960,112,167772160,1342177280,0,28868,0,"","",1,0,0,0,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,3,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
49,"Metadata/Monsters/Double/DoubleShadowTwo",44,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/DexInt/DexIntFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,0,0,0,1,0,"[1021,757,742,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,1342217473,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,4261412864,4261412864,-33554432,113,-33554432,-16843010,-16843010,-16843010,3372154622,4261412864,-33554432,113,167772160,1342177280,0,29182,0,"","",1,0,0,0,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,3,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
50,"Metadata/Monsters/WeaponDouble/DoubleOneHandSwordShield",44,55,1,6,10,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrDex/StrDexFour.ao""]","Metadata/Monsters/Double/Double",[10406],1,"","",100,3,1,1,0,0,0,1,0,"[1021,757,728,725,747,781,118,771,756]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"OneHandSwordShield",37,"Double",100,100,830,[13764],[14226],"",9,26,"",0,[],[],[],"",1,6,135,0,0,135,1342178109,0,-33554432,-16843010,-16843010,"",-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1744830464,1744830464,1744830464,115,-33554432,-16843010,-16843010,-16843010,3372154622,1744830464,1744830464,115,167772160,1342177280,0,29544,0,"","",1,0,0,0,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,3,0,0,"",0,"",1,1,"",[],"",0,100,1028443341,0,1,0,""
