"rownum","Id","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","string","i32","[rid]","i32","i32","rid","rid","i32","i32","i32","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","[string]","bool","i32","i32","i32","i32","i32","i16","bool"
34,"AllAttributes8",28521380,4915200,38666240,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,200671232,0,131072,65536,0,203161600,0,1376256,1441792,0,0,0,0,0,0,0,0,204210176,4849664,0,0,0,204210176,0,0,0,204210176,204210176,0,4849664,0,0,0,204210176,0,0,0,204210176,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,204210176,204210176,204210176,4849664,0,0,0,204210176,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[581],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-995887353,[],"",0,0,1006632960,12,50331648,0,""
35,"AllAttributes9_",28524579,5373952,38666240,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,207486976,0,131072,65536,0,209715200,0,1507328,1572864,0,0,0,0,0,0,0,0,210763776,4849664,0,0,0,210763776,0,0,0,210763776,210763776,0,4849664,0,0,0,210763776,0,0,0,210763776,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,210763776,210763776,210763776,4849664,0,0,0,210763776,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,[581],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1869229897,[],"",0,0,-1610612736,12,50331648,0,""
36,"FireResist1",8799624,65536,9043968,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,213516288,0,131072,65536,0,215875584,0,393216,655360,0,0,0,0,0,0,0,0,216924160,4849664,0,0,0,216924160,0,0,0,216924160,216924160,0,4849664,0,0,0,216924160,0,0,0,216924160,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,216924160,216924160,216924160,4849664,0,0,0,216924160,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,647783188,[],"",0,0,503316480,13,50331648,0,""
37,"FireResist2",8808224,786432,9043968,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,221773824,0,131072,65536,0,224264192,0,720896,983040,0,0,0,0,0,0,0,0,225312768,4849664,0,0,0,225312768,0,0,0,225312768,225312768,0,4849664,0,0,0,225312768,0,0,0,225312768,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,225312768,225312768,225312768,4849664,0,0,0,225312768,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2013470499,[],"",0,0,-1644167168,13,50331648,0,""
38,"FireResist3",8840406,1572864,9043968,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,230162432,0,131072,65536,0,231997440,0,1048576,1310720,0,0,0,0,0,0,0,0,233046016,4849664,0,0,0,233046016,0,0,0,233046016,233046016,0,4849664,0,0,0,233046016,0,0,0,233046016,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,233046016,233046016,233046016,4849664,0,0,0,233046016,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-507050735,[],"",0,0,335544320,14,50331648,0,""
39,"FireResist4",8814446,2359296,9043968,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,237895680,0,131072,65536,0,239599616,0,1376256,1638400,0,0,0,0,0,0,0,0,240648192,4849664,0,0,0,240648192,0,0,0,240648192,240648192,0,4849664,0,0,0,240648192,0,0,0,240648192,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,240648192,240648192,240648192,4849664,0,0,0,240648192,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1114193159,[],"",0,0,-2013265920,14,50331648,0,""
40,"FireResist5",8832357,3145728,9043968,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,245497856,0,131072,65536,0,247595008,0,1703936,1966080,0,0,0,0,0,0,0,0,248643584,4849664,0,0,0,248643584,0,0,0,248643584,248643584,0,4849664,0,0,0,248643584,0,0,0,248643584,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,248643584,248643584,248643584,4849664,0,0,0,248643584,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-953810365,[],"",0,0,33554432,15,50331648,0,""
41,"FireResist6",8840498,3932160,9043968,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,253493248,0,131072,65536,0,255590400,0,2031616,2293760,0,0,0,0,0,0,0,0,256638976,4849664,0,0,0,256638976,0,0,0,256638976,256638976,0,4849664,0,0,0,256638976,0,0,0,256638976,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,256638976,256638976,256638976,4849664,0,0,0,256638976,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2106759328,[],"",0,0,2080374784,15,50331648,0,""
42,"FireResist7",8838136,4653056,9043968,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,261488640,0,131072,65536,0,262799360,0,2359296,2621440,0,0,0,0,0,0,0,0,263847936,4849664,0,0,0,263847936,0,0,0,263847936,263847936,0,4849664,0,0,0,263847936,0,0,0,263847936,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,263847936,263847936,263847936,4849664,0,0,0,263847936,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1434226308,[],"",0,0,-369098752,15,50331648,0,""
43,"FireResist8",8801299,5373952,9043968,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,268697600,0,131072,65536,0,270270464,0,2686976,2949120,0,0,0,0,0,0,0,0,271319040,4849664,0,0,0,271319040,0,0,0,271319040,271319040,0,4849664,0,0,0,271319040,0,0,0,271319040,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,271319040,271319040,271319040,4849664,0,0,0,271319040,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,309,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1105399281,[],"",0,0,1543503872,16,50331648,0,""
44,"ColdResist1",8871077,65536,9175040,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,276168704,0,131072,65536,0,277872640,0,393216,655360,0,0,0,0,0,0,0,0,278921216,4849664,0,0,0,278921216,0,0,0,278921216,278921216,0,4849664,0,0,0,278921216,0,0,0,278921216,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,278921216,278921216,278921216,4849664,0,0,0,278921216,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1561395636,[],"",0,0,-805306368,16,50331648,0,""
45,"ColdResist2",8886548,917504,9175040,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,283770880,0,131072,65536,0,285868032,0,720896,983040,0,0,0,0,0,0,0,0,286916608,4849664,0,0,0,286916608,0,0,0,286916608,286916608,0,4849664,0,0,0,286916608,0,0,0,286916608,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,286916608,286916608,286916608,4849664,0,0,0,286916608,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2010771149,[],"",0,0,1241513984,17,50331648,0,""
46,"ColdResist3",8870726,1703936,9175040,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,291766272,0,131072,65536,0,293863424,0,1048576,1310720,0,0,0,0,0,0,0,0,294912000,4849664,0,0,0,294912000,0,0,0,294912000,294912000,0,4849664,0,0,0,294912000,0,0,0,294912000,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,294912000,294912000,294912000,4849664,0,0,0,294912000,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1161895432,[],"",0,0,-1006632960,17,50331648,0,""
47,"ColdResist4",8888894,2490368,9175040,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,299761664,0,131072,65536,0,301465600,0,1376256,1638400,0,0,0,0,0,0,0,0,302514176,4849664,0,0,0,302514176,0,0,0,302514176,302514176,0,4849664,0,0,0,302514176,0,0,0,302514176,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,302514176,302514176,302514176,4849664,0,0,0,302514176,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1804519857,[],"",0,0,939524096,18,50331648,0,""
48,"ColdResist5",8867068,3276800,9175040,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,307363840,0,131072,65536,0,309329920,0,1703936,1966080,0,0,0,0,0,0,0,0,310378496,4849664,0,0,0,310378496,0,0,0,310378496,310378496,0,4849664,0,0,0,310378496,0,0,0,310378496,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,310378496,310378496,310378496,4849664,0,0,0,310378496,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1229325754,[],"",0,0,-1342177280,18,50331648,0,""
49,"ColdResist6",8905144,3932160,9175040,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,315228160,0,131072,65536,0,317718528,0,2031616,2293760,0,0,0,0,0,0,0,0,318767104,4849664,0,0,0,318767104,0,0,0,318767104,318767104,0,4849664,0,0,0,318767104,0,0,0,318767104,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,318767104,318767104,318767104,4849664,0,0,0,318767104,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-233040988,[],"",0,0,805306368,19,50331648,0,""
50,"ColdResist7",8887098,4653056,9175040,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,323616768,0,131072,65536,0,325189632,0,2359296,2621440,0,0,0,0,0,0,0,0,326238208,4849664,0,0,0,326238208,0,0,0,326238208,326238208,0,4849664,0,0,0,326238208,0,0,0,326238208,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,326238208,326238208,326238208,4849664,0,0,0,326238208,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1493877297,[],"",0,0,-1577058304,19,50331648,0,""
51,"ColdResist8",8850881,5373952,9175040,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,331087872,0,131072,65536,0,332398592,0,2686976,2949120,0,0,0,0,0,0,0,0,333447168,4849664,0,0,0,333447168,0,0,0,333447168,333447168,0,4849664,0,0,0,333447168,0,0,0,333447168,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,333447168,333447168,333447168,4849664,0,0,0,333447168,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,310,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1384406854,[],"",0,0,268435456,20,50331648,0,""
52,"LightningResist1",8928630,65536,9306112,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,338952192,0,131072,65536,0,340787200,0,393216,655360,0,0,0,0,0,0,0,0,341835776,4849664,0,0,0,341835776,0,0,0,341835776,341835776,0,4849664,0,0,0,341835776,0,0,0,341835776,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,341835776,341835776,341835776,4849664,0,0,0,341835776,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1063125544,[],"",0,0,-1879048192,20,50331648,0,""
53,"LightningResist2",8947197,851968,9306112,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,347340800,0,131072,65536,0,349306880,0,720896,983040,0,0,0,0,0,0,0,0,350355456,4849664,0,0,0,350355456,0,0,0,350355456,350355456,0,4849664,0,0,0,350355456,0,0,0,350355456,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,350355456,350355456,350355456,4849664,0,0,0,350355456,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,27493470,[],"",0,0,301989888,21,50331648,0,""
54,"LightningResist3",8937398,1638400,9306112,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,355860480,0,131072,65536,0,357695488,0,1048576,1310720,0,0,0,0,0,0,0,0,358744064,4849664,0,0,0,358744064,0,0,0,358744064,358744064,0,4849664,0,0,0,358744064,0,0,0,358744064,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,358744064,358744064,358744064,4849664,0,0,0,358744064,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1521550599,[],"",0,0,-1845493760,21,50331648,0,""
55,"LightningResist4",8913955,2424832,9306112,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,364249088,0,131072,65536,0,366870528,0,1376256,1638400,0,0,0,0,0,0,0,0,367919104,4849664,0,0,0,367919104,0,0,0,367919104,367919104,0,4849664,0,0,0,367919104,0,0,0,367919104,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,367919104,367919104,367919104,4849664,0,0,0,367919104,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1755868300,[],"",0,0,503316480,22,50331648,0,""
56,"LightningResist5",8916897,3211264,9306112,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,373424128,0,131072,65536,0,375521280,0,1703936,1966080,0,0,0,0,0,0,0,0,376569856,4849664,0,0,0,376569856,0,0,0,376569856,376569856,0,4849664,0,0,0,376569856,0,0,0,376569856,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,376569856,376569856,376569856,4849664,0,0,0,376569856,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2031515320,[],"",0,0,-1577058304,22,50331648,0,""
57,"LightningResist6",8919850,3932160,9306112,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,382074880,0,131072,65536,0,384434176,0,2031616,2293760,0,0,0,0,0,0,0,0,385482752,4849664,0,0,0,385482752,0,0,0,385482752,385482752,0,4849664,0,0,0,385482752,0,0,0,385482752,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,385482752,385482752,385482752,4849664,0,0,0,385482752,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-633356011,[],"",0,0,704643072,23,50331648,0,""
58,"LightningResist7",8970653,4653056,9306112,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,390987776,0,131072,65536,0,393347072,0,2359296,2621440,0,0,0,0,0,0,0,0,394395648,4849664,0,0,0,394395648,0,0,0,394395648,394395648,0,4849664,0,0,0,394395648,0,0,0,394395648,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,394395648,394395648,394395648,4849664,0,0,0,394395648,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-939120229,[],"",0,0,-1308622848,23,50331648,0,""
59,"LightningResist8",8963776,5373952,9306112,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,399900672,0,131072,65536,0,401211392,0,2686976,2949120,0,0,0,0,0,0,0,0,402259968,4849664,0,0,0,402259968,0,0,0,402259968,402259968,0,4849664,0,0,0,402259968,0,0,0,402259968,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,402259968,402259968,402259968,4849664,0,0,0,402259968,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-204655347,[],"",0,0,704643072,24,50331648,0,""
60,"AllResistances1",8984560,786432,8847360,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,407633920,0,131072,65536,0,409731072,0,196608,327680,0,0,0,0,0,0,0,0,410779648,4849664,0,0,0,410779648,0,0,0,410779648,410779648,0,4849664,0,0,0,410779648,0,0,0,410779648,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,410779648,410779648,410779648,4849664,0,0,0,410779648,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,309,310,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1808825376,[],"",0,0,-872415232,24,50331648,0,""
61,"AllResistances2",9041289,1703936,8847360,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,418250752,0,131072,65536,0,420085760,0,393216,524288,0,0,0,0,0,0,0,0,421134336,4849664,0,0,0,421134336,0,0,0,421134336,421134336,0,4849664,0,0,0,421134336,0,0,0,421134336,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,421134336,421134336,421134336,4849664,0,0,0,421134336,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,309,310,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,751819078,[],"",0,0,1778384896,25,50331648,0,""
62,"AllResistances3",8998878,2621440,8847360,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,428605440,0,131072,65536,0,431357952,0,589824,720896,0,0,0,0,0,0,0,0,432406528,4849664,0,0,0,432406528,0,0,0,432406528,432406528,0,4849664,0,0,0,432406528,0,0,0,432406528,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,432406528,432406528,432406528,4849664,0,0,0,432406528,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,309,310,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1387994470,[],"",0,0,369098752,26,50331648,0,""
63,"AllResistances4",9041650,3538944,8847360,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,439877632,0,131072,65536,0,441974784,0,786432,917504,0,0,0,0,0,0,0,0,443023360,4849664,0,0,0,443023360,0,0,0,443023360,443023360,0,4849664,0,0,0,443023360,0,0,0,443023360,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,443023360,443023360,443023360,4849664,0,0,0,443023360,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,309,310,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-427290502,[],"",0,0,-1207959552,26,50331648,0,""
64,"AllResistances5",8986801,4456448,8847360,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,450494464,0,131072,65536,0,452591616,0,983040,1048576,0,0,0,0,0,0,0,0,453640192,4849664,0,0,0,453640192,0,0,0,453640192,453640192,0,4849664,0,0,0,453640192,0,0,0,453640192,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,453640192,453640192,453640192,4849664,0,0,0,453640192,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,309,310,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-686884929,[],"",0,0,1509949440,27,50331648,0,""
65,"AllResistances6",9019068,5242880,8847360,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,461111296,0,131072,65536,0,462815232,0,1114112,1179648,0,0,0,0,0,0,0,0,463863808,4849664,0,0,0,463863808,0,0,0,463863808,463863808,0,4849664,0,0,0,463863808,0,0,0,463863808,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,463863808,463863808,463863808,4849664,0,0,0,463863808,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,309,310,311,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1606599039,[],"",0,0,-167772160,27,50331648,0,""
66,"NearbyAlliesAllResistances1",705170012,786432,1196294144,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,472907776,0,131072,65536,0,474873856,0,196608,327680,0,0,0,0,0,0,0,0,475922432,4849664,0,0,0,475922432,0,0,0,475922432,475922432,0,4849664,0,0,0,475922432,0,0,0,475922432,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,475922432,475922432,475922432,4849664,0,0,0,475922432,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1362141433,[],"",0,0,2113929216,28,50331648,0,""
67,"NearbyAlliesAllResistances2",705184124,1703936,1196294144,0,0,0,-16908288,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,130814,481820672,0,131072,65536,0,484442112,0,393216,524288,0,0,0,0,0,0,0,0,485490688,4849664,0,0,0,485490688,0,0,0,485490688,485490688,0,4849664,0,0,0,485490688,0,0,0,485490688,0,0,0,-16908288,-16843010,-16843010,-16843010,65278,0,485490688,485490688,485490688,4849664,0,0,0,485490688,0,0,0,-33554432,-16843010,-16843010,-16843010,1694433022,0,[],"",2,[],0,0,"","",0,0,6,"[318,580]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1763746915,[],"",0,0,268435456,29,50331648,0,""
