"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","i32","CastTime","ActiveSkill","IgnoreMinionTypes","bool","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool","SupportWeaponRestrictions","RegularVariant","bool","i32","i32","i32","bool","StatSet","AdditionalStatSets","string","CostTypes","bool","[i32]","i32"
161,"SuperchargedSlamPlayer","",[],"",[],[],"",-529432523,"",2,1000,561,"","",[],508,"",1,[],"","",0,0,0,"",185,[186],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[7],1,[],-1
162,"EvasiveStrikePlayer","",[],"",[],[],"",-658724107,"",2,1000,563,"","",[],187,"","",[],"","",0,0,0,"",187,[],"",[0],1,[],-1
163,"GaleStrikePlayer","",[],"",[],[],"",-1889987110,"",2,1000,562,"","",[],198,"","",[],"","",0,0,0,"",188,[],"",[0],1,[],-1
164,"BladeDancePlayer","",[],"",[],[],"",-1487492308,"",2,1000,564,"","",[],199,"","",[],"","",0,0,0,"",189,[],"",[0],1,[],-1
165,"ClawRakePlayer","",[],"",[],[],"",-1425915874,"",2,1000,565,"","",[],200,"","",[],"","",0,0,0,"",190,[],"",[0],1,[],-1
166,"SpinningFlailPlayer","",[],"",[],[],"",-1894253427,"",2,1000,566,"","",[],185,"","",[],"","",0,0,0,"",191,[],"",[0],1,[],-1
167,"VolcanicFissurePlayer","",[],"",[],[],"",-1249374707,"",2,1000,567,"","",[],475,"","",[],"","",0,0,0,"",192,[193],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1
168,"AxeExecutePlayer","",[],"",[],[],"",-1143300325,"",2,1000,570,"","",[],210,"","",[],"","",0,0,0,"",194,[193],"",[],1,[],-1
169,"AxeLeapingChopPlayer","",[],"",[],[],"",1039624097,"",2,1000,577,"","",[],211,"","",[],"","",0,0,0,"",195,[],"",[],1,[],-1
170,"AxeWhirlingSlashPlayer","",[],"",[],[],"",-1778426309,"",2,1000,578,"","",[],212,"","",[],"","",0,0,0,"",196,[],"",[],1,[],-1
171,"AxeRaisedChopPlayer","",[],"",[],[],"",-1496315284,"",2,1000,579,"","",[],213,"","",[],"","",0,0,0,"",197,[],"",[],1,[],-1
172,"AxeHeavyCleavePlayer","",[],"",[],[],"",-1170230208,"",2,1000,580,"","",[],214,"","",[],"","",0,0,0,"",198,[],"",[],1,[],-1
173,"GlacialCascadePlayer","",[],"",[],[],"",-790735007,"",2,1000,586,"","",[],393,"","",[],"","",0,0,0,"",199,[200],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/GlacialCascade/OnHit_GlacialCascadeSG",[0],1,[],-1
174,"StaffConsecratePlayer","",[],"",[],[],"",-2105006600,"",2,1250,179,"","",[],553,"","",[],"","",0,0,0,"",201,[],"",[],1,[],-1
175,"WandArcaneSurgePlayer","",[],"",[],[],"",641642942,"",2,750,588,"","",[],232,"","",[],"","",1,0,0,"",202,[],"",[],1,[],-1
176,"StaffUnleashNextSpellPlayer","",[],"",[],[],"",-1103884083,"",2,750,652,"","",[],298,"","",[],"","",0,0,0,"",203,[],"",[],1,[],-1
177,"WaveOfFrostPlayer","",[],"",[],[],"",-1933471362,"",2,1000,589,"","",[],392,"","",[],"","",0,0,0,"",204,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/FreezingBackflip/OnHit_FreezingBackflipSG",[0],1,[],-1
178,"SwordLungePlayer","",[],"",[],[],"",-1103472855,"",2,1000,590,"","",[],227,"","",[],"","",0,0,0,"",205,[],"",[],1,[],-1
179,"RapidShotPlayer","",[],"",[],[],"",1073754812,"",2,1000,592,"","",[],346,"","",[],"","",1,0,0,"",206,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/IncendiaryRapidShot/OnHit_IncendiaryRapidShotSG",[],"",[],-1
180,"RapidShotAmmoPlayer","",[],"",[],[],"",-1278166651,"",2,1200,593,"","",[],355,"","",[],"","",0,1,0,"",207,[],"",[0],1,[],-1
181,"ArmourPiercingBoltsPlayer","",[],"",[],[],"",-861271983,"",2,1000,594,"","",[],345,"","",[],"","",2,0,0,"",208,[],"",[],"",[],-1
182,"ArmourPiercingBoltsAmmoPlayer","",[],"",[],[],"",-1656388099,"",2,600,595,"","",[],354,"","",[],"","",0,2,0,"",209,[],"",[0],1,[],-1
183,"IceShardsPlayer","",[],"",[],[],"",-1725222667,"",2,1000,596,"","",[],348,"","",[],"","",3,0,0,"",210,[211],"",[],"",[],-1
184,"IceShardsAmmoPlayer","",[],"",[],[],"",-1387173385,"",2,600,597,"","",[],357,"","",[],"","",0,3,0,"",212,[],"",[0],1,[],-1
185,"ShockburstRoundsPlayer","",[],"",[],[],"",1497312551,"",2,1000,598,"","",[],347,"","",[],"","",4,0,0,"",213,[214],"",[],"",[],-1
186,"ShockburstRoundsAmmoPlayer","",[],"",[],[],"",-1677738070,"",2,800,599,"","",[],356,"","",[],"","",0,4,0,"",215,[],"",[0],1,[],-1
187,"SwordLeapSlashPlayer","",[],"",[],[],"",-430281811,"",2,1000,590,"","",[],14,"","",[],"","",0,0,0,"",205,[],"",[],1,[],-1
188,"IceStrikePlayer","",[],"",[],[],"",1283065732,"",2,1000,610,"","",[],293,"","",[],"","",0,0,0,"",216,[217],"",[0],1,[],-1
189,"CometPlayer","",[],"",[],[],"",-1420191805,"",2,1000,611,"","",[],324,"","",[],"","",0,0,0,"",218,[],"",[0],1,[],-1
190,"BladeNovaPlayer","",[],"",[],[],"",1979056385,"",2,750,116,"","",[],37,"","",[],"","",0,2,0,"",219,[],"",[],1,[],-1
191,"FlameSlicePlayer","",[],"",[],[],"",1435597068,"",2,1000,612,"","",[],198,"","",[],"","",0,0,0,"",220,[],"",[],1,[],-1
192,"RingOfBladesPlayer","",[],"",[],[],"",913731225,"",2,1000,613,"","",[],37,"","",[],"","",0,0,0,"",221,[],"",[],1,[],-1
193,"ComboKnifeThrowPlayer","",[],"",[],[],"",453074250,"",2,600,616,"","",[],234,"","",[],"","",0,2,0,"",222,"[223,224]","",[],1,[],-1
194,"TripleSlashPlayer","",[],"",[],[],"",-233249488,"",2,1000,615,"","",[],214,"","",[],"","",0,0,0,"",225,[226],"",[0],1,[],-1
195,"HyperSlashPlayer","",[],"",[],[],"",388097298,"",2,1000,617,"","",[],210,"","",[],"","",0,0,0,"",227,[228],"",[0],1,[],-1
196,"ShadowDashPlayer","",[],"",[],[],"",-1330049334,"",2,1000,618,"","",[],261,"","",[],"","",0,0,0,"",229,[],"",[0],1,[],-1
197,"ShadowAmbushPlayer","",[],"",[],[],"",148018705,"",2,1000,619,"","",[],212,"","",[],"","",0,0,0,"",230,[],"",[0],1,[],-1
198,"RipwireBallistaPlayer","",[],"",[],[],"",1450905612,"",2,1000,621,"","",[],50,"","",[],"","",0,0,0,"",231,[],"",[0],1,[],-1
199,"ManaTempestPlayer","",[],"",[],[],"",-1984985210,"",2,600,623,"","",[],325,"","",[],"","",0,0,0,"",232,[],"",[9],1,[],-1
200,"KillingPalmPlayer","",[],"",[],[],"",863186801,"",2,1000,627,"","",[],210,"","",[],"","",0,0,0,"",233,[],"Audio/Sound Effects/Combat/OnHit/OnHit_UnarmedSG",[0],1,[],-1
201,"ShatteringPalmPlayer","",[],"",[],[],"",-827205728,"",2,1000,633,"","",[],229,"","",[],"","",0,0,0,"",234,[],"Audio/Sound Effects/Combat/OnHit/OnHit_UnarmedSG",[0],1,[],-1
202,"VolcanoPlayer","",[],"",[],[],"",1836541140,"",2,500,629,"","",[],267,"","",[],"","",1,0,0,"",235,"[236,237]","",[7],1,[],-1
203,"SummonWolfCompanionPlayer","",[],"",[],[],"",-34423303,"",2,650,630,"","",[],312,"","",[],"","",0,0,0,"",238,[],"",[0],1,[],-1
204,"SpinningThrowPlayer","",[],"",[],[],"",-934558824,"",2,1000,632,"","",[],109,"","",[],"","",0,0,0,"",239,[],"",[0],1,[],-1
205,"SpiralVolleyPlayer","",[],"",[],[],"",-1135147032,"",2,1000,634,"","",[],269,"","",[],"","",0,0,0,"",240,[],"",[0],1,[],-1
206,"BearMaulPlayer","",[],"",[],[],"",-959949804,"",2,1000,636,"","",[],"","","",[],"","",0,0,0,"",241,[242],"",[0],1,[],-1
207,"ShadowThiefSlashPlayer","",[],"",[],[],"",-196106710,"",2,1000,639,"","",[],"","","",[],"","",0,0,0,"",243,[],"",[0],1,[],-1
208,"LeapingAxeCatchPlayer","",[],"",[],[],"",-1163026685,"",2,1000,640,"","",[],"","","",[],"","",0,0,0,"",244,[],"",[0],1,[],-1
209,"StormBladePlayer","",[],"",[],[],"",172757297,"",2,1000,587,"","",[],213,"","",[],"","",1,0,0,"",245,[246],"",[0],1,[],-1
210,"PlungingBladePlayer","",[],"",[],[],"",-29090347,"",2,1000,641,"","",[],"","","",[],"","",0,0,0,"",247,[248],"",[0],1,[],-1
211,"WolfHowlPlayer","",[],"",[],[],"",198878269,"",2,1300,642,"","",[],"","","",[],"","",0,0,0,"",249,[],"",[0],1,[],-1
212,"SpiralThrowPlayer","",[],"",[],[],"",322488147,"",2,1000,643,"","",[],109,"","",[],"","",0,0,0,"",250,[],"",[],1,[],-1
213,"WolfLeapAttackPlayer","",[],"",[],[],"",502783231,"",2,1600,645,"","",[],"","","",[],"","",0,0,0,"",251,[],"",[0],1,[],-1
214,"LightningBoltPlayer","",[],"",[],[],"",675785053,"",2,850,646,"","",[],314,"","",[],"","",0,0,0,"",252,[],"",[],1,[],-1
215,"UniqueBreachLightningBoltPlayer","",[],"",[],[],"",1547187329,"",2,850,647,"","",[],314,"","",[],"","",0,0,0,"",253,[],"",[],1,[],-1
216,"BearRampagePlayer","",[],"",[],[],"",-789494832,"",2,1000,650,"","",[],"","","",[],"","",0,0,0,"",254,[],"",[0],1,[],-1
217,"LightningStormPlayer","",[],"",[],[],"",-223250124,"",2,900,653,"","",[],295,"","",[],"","",0,0,0,"",259,[],"",[0],1,[],-1
218,"BearSlamPlayer","",[],"",[],[],"",-1532428223,"",2,1000,656,"","",[],"","","",[],"","",0,0,0,"",260,[261],"",[0],1,[],-1
219,"BearWarcryMetaPlayer","",[],"",[],[],"",772006798,"",2,1333,657,"","",[],"","","",[],"","",0,0,0,"",262,[],"",[0],1,[],-1
220,"SupportBearWarcryPlayer",1,[62],"","[36,89,120]","[121,132]","",1983134327,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",263,[],"",[],1,[],-1
221,"MetaCastOnShockPlayer","",[],"",[],[],"",-259580373,"",2,0,658,"","",[],"","","",[],"","",0,0,0,"",264,[],"",[],1,[],-1
222,"MetaCastOnFreezePlayer","",[],"",[],[],"",-1641904648,"",2,0,659,"","",[],"","","",[],"","",0,0,0,"",265,[],"",[],1,[],-1
223,"MetaCastOnIgnitePlayer","",[],"",[],[],"",720019528,"",2,0,660,"","",[],"","","",[],"","",0,0,0,"",266,[],"",[],1,[],-1
224,"MetaCastOnMeleeKillPlayer","",[],"",[],[],"",1446605351,"",2,0,661,"","",[],"","","",[],"","",0,0,0,"",267,[],"",[],1,[],-1
225,"MetaCastOnDeathPlayer","",[],"",[],[],"",-1578567822,"",2,0,662,"","",[],"","","",[],"","",0,0,0,"",268,[],"",[],1,[],-1
226,"MetaCastOnCritPlayer","",[],"",[],[],"",519356213,"",2,0,665,"","",[],"","","",[],"","",0,0,0,"",269,[],"",[],1,[],-1
227,"MetaCastWhenDamageTakenPlayer","",[],"",[],[],"",1943348959,"",2,0,664,"","",[],"","","",[],"","",0,0,0,"",270,[],"",[],1,[],-1
228,"MetaCastWhenStunnedPlayer","",[],"",[],[],"",2016413060,"",2,0,663,"","",[],"","","",[],"","",0,0,0,"",271,[],"",[],1,[],-1
229,"SupportExploitWeaknessPlayer",1,"[6,0,116]","",[],[133],"",1878763788,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",272,[],"",[],1,[],-1
230,"SupportDevastatePlayer",1,"[6,0,116]","",[],[],"",519585385,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",273,[],"",[],1,[],-1
231,"SupportMetaCastOnShockPlayer",1,"[1,31,73]","","[36,89]",[132],"",1903272524,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",274,[],"",[],1,[],-1
232,"SupportMetaCastOnFreezePlayer",1,"[1,31,73]","","[36,89]",[132],"",1672583805,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",275,[],"",[],1,[],-1
233,"SupportMetaCastOnIgnitePlayer",1,"[1,31,73]","","[36,89]",[132],"",852296128,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",276,[],"",[],1,[],-1
234,"SupportMetaCastOnMeleeKillPlayer",1,"[1,31,73]","","[36,89]",[132],"",-1971267832,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",277,[],"",[],1,[],-1
235,"SupportMetaCastOnDeathPlayer",1,"[1,31,73]","","[36,89]",[132],"",1316374231,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",278,[],"",[],1,[],-1
236,"SupportMetaCastOnCritPlayer",1,"[1,31,73]","","[36,89]",[132],"",210897676,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",279,[],"",[],1,[],-1
237,"SupportMetaCastWhenDamageTakenPlayer",1,"[1,31,73]","","[36,89]",[132],"",727964974,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",280,[],"",[],1,[],-1
238,"SupportMetaCastWhenStunnedPlayer",1,"[1,31,73]","","[36,89]",[132],"",-510218678,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",281,[],"",[],1,[],-1
239,"MetaBarrierInvocationPlayer","",[],"",[],[],"",1192701175,"",2,0,666,"","",[],"","","",[],"","",0,0,0,"",282,[],"",[],1,[],-1
240,"SupportBarrierInvocationPlayer",1,"[1,31,73]","","[36,89]",[132],"",-531848095,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",283,[],"",[],1,[],-1
241,"MetaElementalInvocationPlayer","",[],"",[],[],"",1538189112,"",2,0,846,"","",[],"","","",[],"","",0,0,0,"",284,[],"",[],1,[],-1
242,"SupportElementalInvocationPlayer",1,"[1,31,73]","","[36,89]",[132],"",-1512529296,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",285,[],"",[],1,[],-1
243,"MetaCastOnDodgePlayer","",[],"",[],[],"",-1467086234,"",2,0,667,"","",[],"","","",[],"","",0,0,0,"",286,[],"",[],1,[],-1
244,"SupportMetaCastOnDodgePlayer",1,"[1,31,73]","","[36,89]",[132],"",92197799,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",287,[],"",[],1,[],-1
245,"MetaCastWhileChannellingPlayer","",[],"",[],[],"",1527590390,"",2,0,668,"","",[],"","","",[],"","",0,0,0,"",288,[],"",[],1,[],-1
246,"SupportMetaCastWhileChannellingPlayer",1,"[1,31,73]","","[36,89]",[132],"",609274979,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",289,[],"",[],1,[],-1
247,"MetaCastOnMeleeStunPlayer","",[],"",[],[],"",-970834387,"",2,0,669,"","",[],"","","",[],"","",0,0,0,"",290,[],"",[],1,[],-1
248,"SupportMetaCastOnMeleeStunPlayer",1,"[1,31,73]","","[36,89]",[132],"",725167064,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",291,[],"",[],1,[],-1
249,"MtxCoinFlipInnocencePlayer","",[],"",[],[],"",1286695761,"",2,500,573,"","",[],22,"",1,[],"","",0,0,0,"",292,[],"",[],1,[],-1
250,"MtxCoinFlipPerandusPlayer","",[],"",[],[],"",1302740254,"",2,500,573,"","",[],22,"",1,[],"","",0,1,0,"",293,[],"",[],1,[],-1
251,"MtxCoinFlipSinPlayer","",[],"",[],[],"",-1668881375,"",2,500,573,"","",[],22,"",1,[],"","",0,2,0,"",294,[],"",[],1,[],-1
252,"MtxCoinFlipSilverPlayer","",[],"",[],[],"",-279730766,"",2,500,573,"","",[],22,"",1,[],"","",0,3,0,"",295,[],"",[],1,[],-1
253,"MtxRaccoonTrashPlayer","",[],"",[],[],"",2037835129,"",2,1000,575,"","",[],"","","",[],"","",0,0,0,"",296,[],"",[],1,[],-1
254,"MtxPolymorphLunarHare1Player","",[],"",[],[],"",-1183219280,1,2,700,522,"","",[],21,"",1,[],"","",0,16,0,"",137,[],"",[],1,[],-1
255,"MtxPolymorphLunarHare2Player","",[],"",[],[],"",79829429,1,2,700,522,"","",[],21,"",1,[],"","",0,17,0,"",137,[],"",[],1,[],-1
256,"LingeringIllusionPlayer","",[],"",[],[],"",-1529877323,"",2,0,670,"","",[],"","","",[],"","",0,0,0,"",297,[],"",[],1,[],-1
257,"LingeringIllusionSpawnPlayer","",[],"",[],[],"",2119817155,"",2,1000,671,"","",[],"","","",[],"","",0,0,0,"",298,[],"",[0],1,[],-1
258,"GhostDancePlayer","",[],"",[],[],"",-1282187458,"",2,0,672,"","",[],"","","",[],"","",0,0,0,"",299,[],"",[],1,[],-1
259,"BindSpectrePlayer","",[],"",[],[],"",1724788234,"",2,3000,673,"","",[],364,"",1,[],"","",0,0,0,"",300,[],"",[],1,[],-1
260,"DominatingAuraPlayer","",[],"",[],[],"",-519132822,"",2,0,676,"","",[],192,"","",[],"","",0,0,0,"",301,[302],"",[],1,[],-1
261,"ShroudPlayer","",[],"",[],[],"",-2045621162,"",2,0,677,"","",[],"","","",[],"","",0,0,0,"",303,[],"",[],1,[],-1
262,"UnloadAmmoPlayer","",[],"",[],[],"",-1962949902,"",2,500,678,"","",[],168,"","",[],"","",0,0,0,"",304,[],"",[],1,[],-1
263,"ExplosiveGrenadePlayer","",[],"",[],[],"",-440982654,"",2,1000,680,"","",[],367,"","",[],"","",0,0,0,"",305,[],"",[0],1,[],-1
264,"FlashGrenadePlayer","",[],"",[],[],"",1364429679,"",2,1000,682,"","",[],368,"","",[],"","",1,0,0,"",306,[],"",[0],1,[],-1
265,"ToxicGrenadePlayer","",[],"",[],[],"",-422006745,"",2,1000,683,"","",[],369,"","",[],"","",2,0,0,"",307,"[308,309]","",[0],1,[],-1
266,"OilGrenadePlayer","",[],"",[],[],"",-483953637,"",2,1000,684,"","",[],370,"","",[],"","",3,0,0,"",310,[],"",[0],1,[],-1
267,"ShockGrenadePlayer","",[],"",[],[],"",1094854599,"",2,1000,687,"","",[],371,"","",[],"","",5,0,0,"",311,[],"",[0],1,[],-1
268,"PainOfferingPlayer","",[],"",[],[],"",447656117,"",2,600,689,"","",[],379,"","",[],"","",1,0,0,"",312,[],"",[0],1,[],-1
269,"CommandSkeletalReaversPlayer","",[],"",[],[],"",747455347,"",2,1000,693,"","",[],522,"","",[],"","",1,1,0,"",313,[],"",[0],1,[],-1
270,"CommandSkeletalSniperPlayer","",[],"",[],[],"",-667147815,"",2,1250,693,"","",[],523,"","",[],"","",0,1,0,"",314,[],"",[0],1,[],-1
271,"CommandSkeletalFrostMagePlayer","",[],"",[],[],"",1919823174,"",2,1250,693,"","",[],524,"","",[],"","",0,1,0,"",315,[],"",[0],1,[],-1
272,"CommandSkeletalStormMagePlayer","",[],"",[],[],"",1524859017,"",2,2000,693,"","",[],525,"","",[],"","",0,1,0,"",316,[],"",[0],1,[],-1
273,"CommandSkeletalArsonistPlayer","",[],"",[],[],"",-1212876830,"",2,600,693,"","",[],526,"","",[],"","",0,1,0,"",317,[],"",[0],1,[],-1
274,"TempestFlurryPlayer","",[],"",[],[],"",-2009002585,"",2,1000,700,"","",[],380,"","",[],"","",0,0,0,"",318,"[319,320]","",[0],1,[],-1
275,"StaggeringPalmPlayer","",[],"",[],[],"",123211435,"",2,1000,701,"","",[],406,"","",[],"","",0,0,0,"",321,[],"Audio/Sound Effects/Combat/OnHit/OnHit_UnarmedSG",[0],1,[],-1
276,"StaggeringPalmProjectilePlayer","",[],"",[],[],"",2085546303,"",2,1000,702,"","",[],"","","",[],"","",0,0,0,"",322,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,[],-1
277,"StaggeringPalmUnarmedProjectilePlayer","",[],"",[],[],"",-58604420,"",2,1000,703,"","",[],"","","",[],"","",0,0,0,"",323,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,[],-1
278,"ChargedStaffPlayer","",[],"",[],[],"",-314797523,"",2,750,704,"","",[],394,"","",[],"","",0,0,0,"",324,[],"",[0],1,[],-1
279,"ChargedStaffShockwavePlayer","",[],"",[],[],"",-1765817162,"",2,750,705,"","",[],394,"","",[],"","",0,0,0,"",325,[],"",[],1,[],-1
280,"SiphoningStrikePlayer","",[],"",[],[],"",-1113197490,"",2,1000,707,"","",[],384,"","",[],"","",0,0,0,"",326,[327],"",[0],1,[],-1
281,"TempestBellPlayer","",[],"",[],[],"",-56945649,"",2,1000,708,"","",[],387,"","",[],"","",0,0,0,"",328,"[329,330]","Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],"",[],-1
282,"GenericMinionCommandPlayer","",[],"",[],[],"",1173546920,"",2,0,709,"","",[],489,"","",[],"","",0,3,0,"",331,[],"",[],1,[],-1
283,"FrozenLocusPlayer","",[],"",[],[],"",1559394945,"",2,1000,710,"","",[],401,"","",[],"","",0,0,0,"",332,[333],"",[0],1,[],-1
284,"FrozenLocusExplodePlayer","",[],"",[],[],"",125777466,"",2,1000,711,"","",[],"","","",[],"","",0,0,0,"",334,[],"",[],1,[],-1
285,"BonestormPlayer","",[],"",[],[],"",-1084740015,"",2,750,712,"","",[],397,"","",[],"","",0,0,0,"",335,[336],"Audio/Sound Effects/Combat/OnHit/OnHit_ArrowSG",[7],1,[],-1
286,"BoneCagePlayer","",[],"",[],[],"",-204712512,"",2,1000,713,"","",[],478,"","",[],"","",0,0,0,"",337,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/BoneRing/OnHit_BoneRingSG",[0],1,[],-1
287,"UnearthPlayer","",[],"",[],[],"",928848927,"",2,950,715,"","",[],407,"","",[],"","",0,0,0,"",338,[],"Audio/Sound Effects/Combat/OnHit/OnHit_SpearWoodSG",[0],1,[],-1
288,"PoisonBurstArrowPlayer","",[],"",[],[],"",-1258621118,"",2,1000,717,"","",[],419,"","",[],"","",0,0,0,"",339,[340],"",[0],1,[],-1
289,"StormcallerArrowPlayer","",[],"",[],[],"",1809984871,"",2,1000,719,"","",[],417,"","",[],"","",0,0,0,"",341,[342],"",[0],1,[],-1
290,"RipwireBallistaProjectilePlayer","",[],"",[],[],"",825570807,"",2,1000,720,"","",[],1,"","",[],"","",0,0,0,"",344,[],"",[],1,[],-1
291,"LightningRodPlayer","",[],"",[],[],"",2039845033,"",2,1000,721,"","",[],420,"","",[],"","",0,0,0,"",345,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1
292,"GasArrowPlayer","",[],"",[],[],"",1416329774,"",2,1000,722,"","",[],419,"","",[],"","",2,0,0,"",346,"[347,348]","",[0],1,[],-1
293,"PlagueBearerNovaPlayer","",[],"",[],[],"",1543352848,"",2,1000,727,"","",[],450,"","",[],"","",0,0,0,"",349,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,[],-1
294,"ElectrocutingArrowPlayer","",[],"",[],[],"",1703868540,"",2,1000,728,"","",[],428,"","",[],"","",0,0,0,"",350,[],"",[0],1,[],-1
295,"PerfectStrikePlayer","",[],"",[],[],"",-436301214,"",2,1000,730,"","",[],429,"","",[],"","",0,0,0,"",351,[352],"",[7],1,[],-1
296,"ShieldBlockPlayer","",[],"",[],[],"",475738795,"",2,1000,731,"","",[],445,"","",[],"","",0,0,0,"",353,[],"",[],1,[],-1
297,"ResonatingShieldPlayer","",[],"",[],[],"",1450695128,"",2,1000,732,"","",[],451,"","",[],"","",1,0,0,"",354,[],"",[7],1,[],-1
298,"MagmaBarrierPlayer","",[],"",[],[],"",-389404705,"",2,0,734,"","",[],"","","",[],"","",0,0,0,"",355,[],"",[],1,[],-1
299,"MagmaSprayPlayer","",[],"",[],[],"",-465638238,"",2,1000,735,"","",[],"","","",[],"","",0,0,0,"",356,[],"",[],1,[],-1
300,"VineArrowPlayer","",[],"",[],[],"",1402500610,"",2,1000,761,"","",[],463,"","",[],"","",0,0,0,"",357,[4936],"",[0],1,[],-1
301,"SummonRhoaMountPlayer","",[],"",[],[],"",444764044,"",2,1000,762,"","",[],"","","",[],"","",0,0,0,"",358,[],"",[],1,[],-1
302,"RagingSpiritsPlayer","",[],"",[],[],"",-1916215650,"",2,1000,765,"","",[],"","","",[],"","",0,0,0,"",364,[],"",[],1,[],-1
303,"EnforcedWalkingPlayer","",[],"",[],[],"",401433756,"",2,1000,769,"","",[],"","","",[],"","",0,0,0,"",365,[],"",[],1,[],-1
304,"SandstormSwipePlayer","",[],"",[],[],"",1626831132,"",2,1000,770,"","",[],495,"","",[],"","",0,0,0,"",366,[367],"",[0],1,[],-1
305,"RemoteSpearMinePlayer","",[],"",[],[],"",1485430255,"",2,1000,771,"","",[],498,"","",[],"","",0,0,0,"",368,[369],"",[0],1,[],-1
306,"SpearWindVortexPlayer","",[],"",[],[],"",1655361146,"",2,1000,773,"","",[],514,"","",[],"","",0,0,0,"",370,[],"",[0],1,[],-1
307,"SpearInfusingStrikePlayer","",[],"",[],[],"",513778842,"",2,1000,774,"","",[],515,"","",[],"","",0,0,0,"",371,[],"",[0],1,[],-1
308,"SpearLightningWarpPlayer","",[],"",[],[],"",1617657988,"",2,1000,775,"","",[],513,"","",[],"","",0,0,0,"",372,[],"",[0],1,[],-1
309,"InfusedSpearMinePlayer","",[],"",[],[],"",1073550606,"",2,0,776,"","",[],"","","",[],"","",0,0,0,"",373,[],"",[],1,[],-1
310,"WindDancerPlayer","",[],"",[],[],"",-1228784638,"",2,1000,777,"","",[],"","","",[],"","",0,0,0,"",374,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,[],-1
311,"TriggeredWindDancerPlayer","",[],"",[],[],"",1529931108,"",2,1000,778,"","",[],"","","",[],"","",0,0,0,"",375,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,[],-1
312,"ProfaneRitualPlayer","",[],"",[],[],"",-1165245403,"",2,1000,780,"","",[],517,"","",[],"","",0,0,0,"",376,[],"",[0],1,[],-1
313,"SoulOfferingPlayer","",[],"",[],[],"",-506530244,"",2,1000,781,"","",[],379,"","",[],"","",5,0,0,"",377,[],"",[0],1,[],-1
314,"DarkEffigyPlayer","",[],"",[],[],"",-2065475697,"",2,1000,782,"","",[],527,"","",[],"","",0,0,0,"",378,[],"",[0],1,[],-1
315,"DarkEffigyProjectilePlayer","",[],"",[],[],"",1448451104,"",2,1000,783,"","",[],21,"","",[],"","",0,0,0,"",379,[],"",[],1,[],-1
316,"WeaponGrantedSummonSkeletalWarriorsPlayer","",[],"",[],[],"",-935421614,"",2,0,280,"","",[],"","","",[],"","",0,0,0,"",380,[],"",[],1,[],-1
317,"SupportMinionInstabilityPlayer",1,[76],"",[],[],"",955257822,"",2,1000,"","","",[7],"","","",[],"","",0,0,0,"",381,[],"",[],1,[],-1
318,"SupportFocusedCursePlayer",1,[68],"",[],[],"",-1975546555,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",382,[],"",[],1,[],-1
319,"SupportRitualisticCursePlayer",1,[68],"",[],[],"",-848802495,"",2,1000,"","","",[],"","","",[],"","",0,0,0,"",383,[],"",[],1,[],-1
320,"SpinningInfernoPlayer","",[],"",[],[],"",-380726388,"",2,1000,791,"","",[],556,"","",[],"","",0,0,0,"",384,[],"",[0],1,[],-1
321,"ShockchainArrowPlayer","",[],"",[],[],"",-1776515204,"",2,1000,813,"","",[],587,"","",[],"","",0,0,0,"",385,"[386,387]","",[0],1,[],-1
