"rownum","EffectBaseType","VisualEffect","VisualIdentity","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","rid","bool","rid"
275,666,28,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
276,667,"","",[318],[4],[],"",[2],[14],"",[],"",[],[],[],[],"","",""
277,668,29,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
278,669,"","",[318],[4],[],"",[3],[14],"",[],"",[],[],[],[],"","",""
279,670,30,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
280,675,"",4609,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
281,676,"","",[346],[],"[6171,6369]","",[3],[37],"",[],"",[],[],[],[],"","",0
282,677,"","",[],[],[],"",[],[15],"",[],"",[],[],[],[],"","",""
283,678,"","",[],[],[],"",[],[15],"",[],"",[],[],[],[],"","",""
284,679,"","",[],[],[],"",[],[15],"",[],"",[],[],[],[],"","",""
285,680,"","",[],[],[],"",[],[15],"",[],"",[],[],[],[],"","",""
286,681,"",4610,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
287,682,"","","[346,1220,2673]",[],[6275],"","[5,-1,-5]",[37],"",[],"",[],[],[],[],"","",1
288,683,"","",[346],[],[6190],"",[1],[37],"",[],"",[],[],[],[],"","",0
289,684,"","",[1220],[],"[6260,6277,6262,6263,6269,6275,6270,6295,6416,6558,6554,6853]","",[4],[37],"",[],"",[],[],[],[],"","",1
290,685,"","","[346,1300]",[],[6377],"","[1,1]",[37],"",[],"",[],[],[],[],"","",0
291,686,"","",[346],[],[6409],"",[1],[37],"",[],"",[],[],[],[],"","",0
292,687,"","",[1220],[],"[6260,6277,6262,6263,6269,6275,6270,6295,6416,6558,6554,6853]","",[5],[37],"",[],"",[],[],[],[],"","",1
293,688,"",4611,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
294,689,"",4612,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
295,690,"",4613,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
296,691,"",4614,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
297,692,"",4615,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
298,693,"",4616,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
299,694,"",4617,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
300,695,"",4618,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
301,708,"",4619,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
302,709,"",4620,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
303,710,"",4621,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
304,711,"",4622,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
305,712,"",4623,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
306,713,"",4624,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
307,714,"",4625,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
308,715,"",4626,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
309,704,32,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
310,705,33,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
311,706,34,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
312,707,35,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
313,716,"","","[346,1300]",[],[6430],"","[2,1]",[37],"",[],"",[],[],[],[],"","",0
314,717,"","",[346],[],[6428],"",[1],[37],"",[],"",[],[],[],[],"","",0
315,718,"",4627,[],"[7,8,56]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
316,720,"","",[346],[],"[6418,6420]","",[1],[37],"",[],"",[],[],[],[],"","",0
317,721,"","","[346,1300]",[],[6427],"","[1,1]",[37],"",[],"",[],[],[],[],"","",0
318,722,"","",[346],[],[6415],"",[1],[37],"",[],"",[],[],[],[],"","",0
319,723,"",4628,[],[25],[],"",[],"[7,8,21]","",[],"",[],[],[],[],"","",""
320,725,36,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
321,724,"","",[1366],[23],[],"",[21],[13],"",[],"",[],[],[],[],"","",""
322,727,"",4630,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
323,728,"",4631,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
324,729,"",4632,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
325,730,"",4633,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
326,731,"",4634,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
327,732,"",4635,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
328,733,"",4636,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","",""
329,734,"","",[346],[],[6436],"",[-4],[37],"",[],"",[],[],[],[],"","",0
330,735,"","",[346],[],"[6426,6484]","",[2],[37],"",[],"",[],[],[],[],"","",0
331,736,"","",[346],[],[6156],"",[3],[37],"",[],"",[],[],[],[],"","",0
332,737,"","",[346],[],[6156],"",[1],[37],"",[],"",[],[],[],[],"","",0
333,738,"","",[346],[],[6411],"",[1],[37],"",[],"",[],[],[],[],"","",0
334,739,"","","[346,9182]",[],"[6239,6848]","","[1,118]",[37],"",[],"",[],[],[],[],"","",0
335,740,"","","[346,1300]",[],[6414],"","[1,1]",[37],"",[],"",[],[],[],[],"","",0
336,741,"",4637,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","",""
337,742,"",4638,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
338,743,"",4639,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
339,744,"",4640,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
340,745,"",4641,[],"[7,8,6,56]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
341,746,"",4642,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
342,748,37,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
343,747,"","",[1366],[23],[],"",[22],[13],"",[],"",[],[],[],[],"","",""
344,750,"",4643,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
345,752,"",4644,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
346,753,"","","[346,1300]",[],[6329],"","[2,2]",[37],"",[],"",[],[],[],[],"","",0
347,760,"","",[346],[],"[6377,6378,6379]","",[2],[37],"",[],"",[],[],[],[],"","",0
348,755,"",4645,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
349,756,"",4646,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
350,757,"",4647,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
351,758,"",4648,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
352,759,"",4649,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
353,761,"",4655,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
354,762,"",4656,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
355,763,"",4657,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
356,764,"",4658,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
357,765,"",4650,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
358,766,"",4651,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
359,767,"",4652,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
360,768,"",4653,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
361,769,"",4654,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
362,770,"",4659,[],"[16,17,15,14,57]",[],"",[],[1],"",[],"",[],[],[],[],"","",""
363,771,"",4660,[],"[16,17,15,14,57]",[],"",[],[1],"",[],"",[],[],[],[],"","",""
364,772,"",4661,[],"[9,11,12,32,10,7,8,56]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
365,773,"",4662,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","",""
366,774,"",4663,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
367,775,"",4664,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
368,776,"",4665,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
369,777,"",4666,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
370,778,"",4667,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
371,779,"",4668,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
372,780,"",4669,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
373,781,"",4670,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
374,782,"","","[346,4585,12416,17506]",[],"[6152,6842]","","[1,1,-1,1]",[37],"",[],"",[],[],[],[],"","",0
375,783,"",4671,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
376,784,"","",[346],[],"[6308,6353]","",[9],[37],"",[],"",[],[],[],[],"","",0
377,789,"",4672,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
378,790,"",4673,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
379,791,"",4674,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
380,792,"",4675,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
381,793,"",4676,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
382,794,"",4677,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
383,795,"",4678,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
384,796,"",4679,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
385,797,"",4680,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
386,798,"",4681,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
387,799,"",4682,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
388,800,"",4683,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
389,801,"",4684,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
390,802,"",4685,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
391,803,"",4686,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
392,804,"",4687,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
393,805,"",4688,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
394,806,"",4689,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
395,807,"",4690,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
396,808,"",4691,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
397,809,39,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
398,810,40,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
399,811,41,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
400,812,42,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
401,813,"",4692,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
402,815,"","",[1366],[23],[],"",[23],[13],"",[],"",[],[],[],[],"","",""
403,816,"",4693,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
404,817,"",4694,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
405,818,"",4695,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
406,819,"",4696,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
407,820,"",4697,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
408,821,"",4698,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
409,822,"",4699,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
410,823,"",4700,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
411,824,"",4701,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
412,825,"",4702,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
413,826,"",4703,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
414,828,"","","[346,1300]",[],[6195],"","[1,1]",[37],"",[],"",[],[],[],[],"","",0
415,829,"",4704,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
416,830,"","",[346],[],[6437],"",[1],[37],"",[],"",[],[],[],[],"","",0
417,831,"","","[346,4827]",[],[6438],"","[1,1]",[37],"",[],"",[],[],[],[],"","",0
418,832,"","",[1220],[],"[6260,6277,6262,6263,6269,6275,6270,6295,6416,6558,6554,6853]","",[7],[37],"",[],"",[],[],[],[],"","",1
419,833,"","",[346],[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","",[-2],[37],"",[],"",[],[],[],[],"","",0
420,834,"","",[346],[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","",[-3],[37],"",[],"",[],[],[],[],"","",0
421,835,"","",[346],[],"[6241,6366,6242,6243,6244,6365,6245,6364,6246,6247,6248,6249,6253,6363,6316,6318,6320,6396,6582,6317,6319,6321,6501,6500,6513,6515,6536,6532,6631,6632,6633,6634,6642]","",[-4],[37],"",[],"",[],[],[],[],"","",0
422,836,"","",[1366],[23],[],"",[24],[13],"",[],"",[],[],[],[],"","",""
423,837,"",4705,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
424,838,"","","[346,1300]",[],[6329],"","[3,3]",[37],"",[],"",[],[],[],[],"","",0
425,839,"",4707,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
426,840,"",4706,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
427,841,"","",[318],[4],[],"",[5],[14],"",[],"",[],[],[],[],"","",""
428,842,"",4709,[],"[11,9,10,12,32]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
429,843,"",4708,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
430,844,"","",[346],[],[6374],"",[1],[37],"",[],"",[],[],[],[],"","",0
431,845,44,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
432,846,"",4710,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
433,847,"",4711,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
434,848,"",4712,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
435,849,"",4713,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
436,850,"",4714,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
437,854,"","",[1220],[],"[6260,6277,6262,6263,6269,6275,6270,6295,6416,6558,6554,6853]","",[8],[37],"",[],"",[],[],[],[],"","",1
438,855,"",4715,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
439,856,"",4716,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
440,857,"",4717,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
441,858,"",4718,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
442,859,"",4719,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
443,860,"",4720,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
444,861,"",4721,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
445,862,"",4722,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
446,863,"",4723,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
447,864,"",4724,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
448,865,"",4725,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
449,866,"",4726,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
450,867,"",4727,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
451,868,"",4728,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
452,869,"",4729,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
453,870,"",4730,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
454,872,"","",[1366],[23],[],"",[26],[13],"",[],"",[],[],[],[],"","",""
455,873,"",4731,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
456,874,"",4732,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
457,875,"",4733,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
458,876,"",4734,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
459,877,"",4735,[],[6],[],"",[],"[1,4]","",[],"",[],[],[],[],"","",""
460,878,"",4736,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
461,881,"",4737,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
462,882,45,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
463,883,"",4738,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
464,884,"",4739,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
465,886,"",4740,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
466,887,"",4741,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
467,888,"",4742,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
468,889,"",4743,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
469,891,"",4744,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
470,892,"",4745,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
471,893,"",4746,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
472,894,"",4747,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
473,895,"",4748,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
474,896,"",4749,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
475,897,46,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","",""
476,898,"",4750,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
477,899,"",4751,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","",""
478,900,"",4752,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
479,901,"",4753,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
480,902,"",4754,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
481,903,"",4755,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
482,904,"",4756,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
483,905,"",4757,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
484,906,"",4758,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
485,907,"",4759,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
486,908,"",4760,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
487,909,"",4761,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
488,910,"",4762,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
489,911,"",4763,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
490,914,47,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
491,915,"",4764,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
492,916,"",4765,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
493,917,"",4766,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
494,918,"",4767,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
495,919,"",4768,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
496,920,"",4769,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
497,921,"",4770,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
498,922,"",4771,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
499,923,"",4772,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
500,924,"",4773,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
501,925,"",4774,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
502,926,"",4775,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
503,927,"",4776,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
504,928,"",4777,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
505,929,"",4778,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
506,930,"","",[1366],[23],[],"",[27],[13],"",[],"",[],[],[],[],"","",""
507,931,"",4779,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
508,932,"",4780,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
509,933,"",4781,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
510,934,"",4782,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
511,935,"","","[346,1300,1723,9313]",[],"[6240,6339]","","[-6,1,1,-1]",[37],"",[],"",[],[],[],[],"","",0
512,936,48,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
513,937,"",4783,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","",""
514,938,"","",[346],[],"[6377,6378,6379]","",[3],[37],"",[],"",[],[],[],[],"","",0
515,939,"","",[346],[],"[6377,6378,6379]","",[4],[37],"",[],"",[],[],[],[],"","",0
516,940,49,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
517,941,50,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
518,942,51,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
519,943,52,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
520,944,53,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
521,945,54,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
522,953,"",4786,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
523,954,"",4787,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
524,955,"",4788,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
525,956,"",4789,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
526,957,"",4790,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
527,958,"",4791,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
528,959,"",4792,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
529,960,"",4793,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
530,961,"",4794,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
531,962,"",4795,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
532,963,"",4796,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
533,964,"",4797,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
534,965,"",4798,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
535,966,"",4799,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
536,967,"",4800,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
537,968,"",4801,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
538,969,"",4802,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
539,970,"",4803,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
540,971,"",4804,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
541,972,"",4805,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
542,973,"",4806,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
543,974,"",4807,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
544,975,"",4808,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
545,976,"",4809,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
546,977,"",4810,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
547,946,"",4784,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
548,978,"",4785,[],[13],[],"",[],[1],"",[],"",[],[],[],[],"","",""
549,980,"","",[1366],[23],[],"",[28],[13],"",[],"",[],[],[],[],"","",""
550,981,55,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","",""
551,982,"",4811,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
552,983,"",4812,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
553,984,"",4813,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
554,985,"",4814,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
555,986,"",4815,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","",""
556,987,"",4816,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
557,988,"",4817,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","",""
558,989,"",4818,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","",""
559,990,"",4819,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","",""
560,991,"",4820,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
561,992,"",4821,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","",""
562,993,"",4821,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","",""
