"rownum","Id","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Metadata","rid","NPCMasterKey","ShortName (English)","ShortName (French)","ShortName (German)","ShortName (Japanese)","ShortName (Korean)","ShortName (Portuguese)","ShortName (Russian)","ShortName (Spanish)","ShortName (Thai)","ShortName (Traditional Chinese)","i32","NPCAudios1","NPCAudios2","i32","row","Portrait","DialogueStyle","bool","rid","Gender","bool"
82,"Metadata/NPC/Info/GeofriPlaque","Plaque","Stèle","Tafel","銘板","명판","Placa","Табличка","Placa","แผ่นสลัก","石碑","Metadata/NPC/Info/GeofriPlaque","","","","","","","","","","","","",2,[],[],39324,"","","",1,"","",""
83,"Metadata/NPC/Info/TallStones","Proclamation","Proclamation","Proklamation","宣言","선언문","Proclamação","Обращение","Proclama","คำแถลง","福爾的石碑","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",2,[],[],54017,"","","",1,"","",""
84,"Metadata/NPC/Info/DaressoStatue1","Plaque","Plaque","Tafel","銘板","명판","Placa","Табличка","Placa","แผ่นสลัก","石碑","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",4,[],[],45610,"","","",1,"","",""
85,"Metadata/NPC/Info/DaressoStatue2","Plaque","Plaque","Tafel","銘板","명판","Placa","Табличка","Placa","แผ่นสลัก","石碑","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",4,[],[],16596,"","","",1,"","",""
86,"Metadata/NPC/Info/DaressoStatue3","Plaque","Plaque","Tafel","銘板","명판","Placa","Табличка","Placa","แผ่นสลัก","石碑","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",4,[],[],3593,"","","",1,"","",""
87,"Metadata/NPC/Info/KaomCarving1","Weathered Carving","Gravures érodées","Verwitterte Schnitzarbeit","風化した彫刻","풍화된 조각","Escultura Castigada","Полустёртое послание","Tallado erosionado","หินสลักเก่าแก่","風化的石雕","Metadata/NPC/Info/StoryGlyphBase",845,"","","","","","","","","","","",4,[],[],564,"","","",1,"","",""
88,"Metadata/NPC/Info/KaomCarving2","Weathered Carving","Gravures érodées","Verwitterte Schnitzarbeit","風化した彫刻","풍화된 조각","Escultura Castigada","Полустёртое послание","Tallado erosionado","หินสลักเก่าแก่","風化的石雕","Metadata/NPC/Info/StoryGlyphBase",846,"","","","","","","","","","","",4,[],[],40337,"","","",1,"","",""
89,"Metadata/NPC/Info/KaomCarving3","Weathered Carving","Gravures érodées","Verwitterte Schnitzarbeit","風化した彫刻","풍화된 조각","Escultura Castigada","Полустёртое послание","Tallado erosionado","หินสลักเก่าแก่","風化的石雕","Metadata/NPC/Info/StoryGlyphBase",847,"","","","","","","","","","","",4,[],[],6484,"","","",1,"","",""
90,"Metadata/NPC/Info/KaomCarving4","Weathered Carving","Gravures érodées","Verwitterte Schnitzarbeit","風化した彫刻","풍화된 조각","Escultura Castigada","Полустёртое послание","Tallado erosionado","หินสลักเก่าแก่","風化的石雕","Metadata/NPC/Info/StoryGlyphBase",848,"","","","","","","","","","","",4,[],[],539,"","","",1,"","",""
91,"Metadata/Chests/DescentChests/DescentChestNPC1","Chest 1","Coffre 1","Truhe 1","宝箱 1","상자 1","Baú 1","Сундук 1","Cofre 1","หีบ 1","風化的石雕","Metadata/Chests/DescentChests/DescentChestNPC1","","","","","","","","","","","","",0,[],[],4938,"","","",1,"","",""
92,"Metadata/Chests/DescentChests/DescentChestNPC2","Chest 2","Coffre 2","Truhe 2","宝箱 2","상자 2","Baú 2","Сундук 2","Cofre 2","หีบ 2","二號箱","Metadata/Chests/DescentChests/DescentChestNPC2","","","","","","","","","","","","",0,[],[],3654,"","","",1,"","",""
93,"Metadata/NPC/Info/LioneyesStandard","Lioneye's Standard","Étendard d'Œil de Lion","Löwenauges Standarte","ライオンアイの軍旗","라이온아이의 깃발","Estandarte de Lioneye","Знамя Львиного глаза","Estandarte de Lioneye","ธงไลออนอาย","獅眼戰旗","Metadata/NPC/Info/LioneyesStandard","","","","","","","","","","","","",1,[],[],14171,"","","",1,"","",""
94,"Metadata/NPC/Info/ResonatorInstructions","Resonator Instructions","Instructions du Résonateur","Resonator-Instruktionen","レゾネーターの説明書","공명기 사용법","Instruções do Ressonador","Инструкции к резонатору","Instrucciones del Resonador","คำชี้แนะการใช้เครื่องสั่นพ้อง","共振傳送裝置說明","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",4,[],[],39319,"","","",1,"","",""
95,"Metadata/NPC/Info/VollBookStand","Voll's Confession","Confession de Voll","Volls Geständnis","ヴォールの告解","볼의 고백","Confissão de Voll","Исповедь Волла","Confesión de Voll","คำสารภาพของโวลล์","福爾的自白","Metadata/NPC/Info/VollBookStand","","","","","","","","","","","","",4,[],[],44510,"","","",1,"","",""
96,"Metadata/NPC/Info/MalachaiNotebook","Malachai's Notebook","Carnet de Malachai","Malachais Notizbuch","マラカイの手帳","말라카이의 공책","Caderno de Malachai","Записная книжка Малахая","Cuaderno de Malachai","สมุดของมาลาไค","瑪拉凱的筆記本","Metadata/NPC/Info/MalachaiNotebook","","","","","","","","","","","","",4,[],[],34396,"","","",1,"","",""
97,"Metadata/NPC/Info/MalachaiSkinscrawl","Malachai's Dedication","Dédicace de Malachai","Malachais Widmung","マラカイの献辞","말라카이의 헌신","Dedicação de Malachai","Завет Малахая","Dedicación de Malachai","คำอุทิศของมาลาไค","瑪拉凱的奉獻","Metadata/NPC/Info/StoryGlyphBase","","","","","","","","","","","","",4,[],[],37261,"","","",1,"","",""
98,"Metadata/NPC/Act4/Kira","Kira","Kira","Kira","キラ","키라","Kira","Кира","Kira","คิระ","奇菈","Metadata/NPC/NPC","","","","","","","","","","","","",4,[29],[30],15766,"","","",1,3,"F",""
99,"Metadata/NPC/Act4/Oyun","Oyun","Oyun","Oyun","オユン","오연","Oyun","Оюн","Oyun","โอยุน","歐優恩","Metadata/NPC/NPC","","","","","","","","","","","","",4,[31],[32],28124,"","","",1,"","F",""
100,"Metadata/NPC/Act4/PetarusVanja","Petarus and Vanja","Pétarus et Vanja","Petarus und Vanja","ペタルスとヴァーニャ","페타루스와 반야","Petarus e Vanja","Петарус и Ваня","Pétarus y Vanja","เพทารัสและวานยา","佩塔盧斯和芙安珈","Metadata/NPC/NPC","","","","","","","","","","","","",4,[33],[34],4042,"","","",1,14,"MP",""
101,"Metadata/NPC/Act4/DiallaAqueduct","Lady Dialla","Dame Dialla","Lady Dialla","レディーディアーラ","디알라 부인","Senhora Dialla","Госпожа Диалла","Lady Dialla","ท่านหญิงดิอัลล่า","達拉夫人","Metadata/NPC/NPC","","","Dialla","Dialla","Dialla","ディアーラ","디알라","Dialla","Диалла","Dialla","ดิอัลล่า","達拉夫人",4,[35],[36],57953,"","","",1,"","F",""
102,"Metadata/NPC/Act4/DiallaTown","Lady Dialla","Dame Dialla","Lady Dialla","レディーディアーラ","디알라 부인","Senhora Dialla","Госпожа Диалла","Lady Dialla","ท่านหญิงดิอัลล่า","達拉夫人","Metadata/NPC/NPC","","","Dialla","Dialla","Dialla","ディアーラ","디알라","Dialla","Диалла","Dialla","ดิอัลล่า","達拉夫人",4,[35],[36],56106,"","","",1,"","F",""
103,"Metadata/NPC/Act4/DiallaRapture","Lady Dialla","Dame Dialla","Lady Dialla","レディーディアーラ","디알라 부인","Senhora Dialla","Госпожа Диалла","Lady Dialla","ท่านหญิงดิอัลล่า","達拉夫人","Metadata/NPC/NPC","","","Dialla","Dialla","Dialla","ディアーラ","디알라","Dialla","Диалла","Dialla","ดิอัลล่า","達拉夫人",4,[37],[38],24452,"","","",1,"","F",""
104,"Metadata/NPC/Act4/DiallaTownWithered","Dialla","Dialla","Dialla","ディアーラ","디알라","Dialla","Диалла","Dialla","ดิอัลล่า","達拉夫人","Metadata/NPC/NPC","","","Dialla","Dialla","Dialla","ディアーラ","디알라","Dialla","Диалла","Dialla","ดิอัลล่า","達拉夫人",4,[39],[40],1187,"","","",1,"","F",""
105,"Metadata/NPC/Act4/PietyHarvest","Piety","Piété","Piety","パイエティ","파이어티","Piety","Вера","Piedad","พายตี้","派蒂","Metadata/NPC/NPC","","","Piety","Piété","Piety","パイエティ","파이어티","Piety","Вера","Piedad","พายตี้","派蒂",4,[],[],59741,"","","",1,"","F",""
106,"Metadata/NPC/Act4/PietyBelly","Piety","Piété","Piety","パイエティ","파이어티","Piety","Вера","Piedad","พายตี้","派蒂","Metadata/NPC/NPC",914,"","Piety","Piété","Piety","パイエティ","파이어티","Piety","Вера","Piedad","พายตี้","派蒂",4,[],[],3299,"","","",1,"","F",""
107,"Metadata/NPC/Act4/Tasuni","Tasuni","Tasuni","Tasuni","タスニ","타수니","Tasuni","Тасуни","Tasuni","ทาซูนี","達蘇尼","Metadata/NPC/NPC","","","","","","","","","","","","",4,[41],[42],59327,"","","",1,36,"M",""
108,"Metadata/NPC/Missions/Dex","Tora, Master of the Hunt","Tora, Maîtresse de la Chasse","Tora, Meisterin der Jagd","狩猟マスター、トーラ","사냥의 대가 토라","Tora, Mestre da Caça","Терона, мастер охоты","Tora, Maestra de la Caza","ทอร่า มาสเตอร์แห่งการออกล่า","狩獵大師托菈","Metadata/NPC/NPC","","","Tora","Tora","Tora","トーラ","토라","Tora","Терона","Tora","ทอร่า","托菈",0,[43],[],46300,"","","",1,"","F",""
109,"Metadata/NPC/Missions/Int","Catarina, Master of the Dead","Catarina, Maîtresse des morts","Catarina, Meisterin der Toten","不死のマスター、カタリナ","망자의 대가 카타리나","Catarina, Mestre dos Mortos","Катерина, мастер мёртвых","Catarina, Maestra de los Muertos","คาทาริน่า มาสเตอร์แห่งศพ","亡靈大師卡塔莉娜","Metadata/NPC/NPC","","","Catarina","Catarina","Catarina","カタリナ","카타리나","Catarina","Катерина","Catarina","คาทาริน่า","卡塔莉娜",0,[44],[],21665,"","","",1,"","F",""
110,"Metadata/NPC/Missions/Str","Haku, Armourmaster","Haku, Maître-armurier","Haku, Rüstungsmeister","アーマーマスター、ハク","갑옷의 대가 하쿠","Haku, Mestre das Armaduras","Хаку, мастер бронник","Haku, Maestro de Armaduras","ฮาคู มาสเตอร์แห่งชุดเกราะ","護甲大師哈庫","Metadata/NPC/NPC","","","Haku","Haku","Haku","ハク","하쿠","Haku","Хаку","Haku","ฮาคู","哈庫",0,[45],[],26690,"","","",1,"","M",""
111,"Metadata/NPC/Missions/DexInt","Vorici, Master Assassin","Vorici, Maître-assassin","Vorici, Meister-Assassine","マスターアサシン、ヴォリーチ","암살의 대가 보리치","Vorici, Mestre Assassino","Фотис, мастер убийств","Vorici, Maestro Asesino","วอรีชี มาสเตอร์แห่งมือสังหาร","刺殺大師瓦里西","Metadata/NPC/NPC","","","Vorici","Vorici","Vorici","ヴォリーチ","보리치","Vorici","Фотис","Vorici","วอรีชี","瓦里西",0,[46],[],53311,"","","",1,"","M",""
112,"Metadata/NPC/Missions/StrDex","Vagan, Weaponmaster","Vagan, Maître d'armes","Vagan, Waffenmeister","ウェポンマスター、ヴェイガン","무기의 대가 베이건","Vagan, Mestre das Armas","Вилмар, мастер боя","Vagan, Maestro de Armas","เวแกน มาสเตอร์แห่งสรรพาวุธ","武器大師瓦甘","Metadata/NPC/NPC","","","Vagan","Vagan","Vagan","ヴェイガン","베이건","Vagan","Вилмар","Vagan","เวแกน","瓦甘",0,[47],[],58169,"","","",1,"","M",""
113,"Metadata/NPC/Missions/StrInt","Elreon, Loremaster","Elréon, Maître du Savoir","Elreon, Meister der Überlieferung","ロアマスター、エルレオン","전승의 대가 엘레온","Elreon, Mestre do Conhecimento","Эльпидон, мастер преданий","Elreon, Maestro del Conocimiento","เอล์เรออน มาสเตอร์แห่งปัญญา","博學大師艾爾雷恩","Metadata/NPC/NPC","","","Elreon","Elréon","Elreon","エルレオン","엘레온","Elreon","Эльпидон","Elreon","เอล์เรออน","艾爾雷恩",0,[48],[],64231,"","","",1,"","M",""
114,"Metadata/NPC/Missions/StrDexInt","Zana, Master Cartographer","Zana, Maître-cartographe","Zana, Meisterkartographin","マスターカートグラファー、ザナ","지도의 대가 자나","Zana, Mestre da Cartografia","Зана, мастер странствий","Zana, Maestra Cartógrafa","ซานะ มาสเตอร์แห่งแผนที่","製圖大師札娜","Metadata/NPC/NPC","",6,"Zana","Zana","Zana","ザナ","자나","Zana","Зана","Zana","ซานะ","札娜",0,[49],[50],31791,"","","",1,"","F",""
115,"Metadata/NPC/Missions/PvP","Leo, Master of the Arena","Léo, Maître de l'Arène","Leo, Meister der Arena","アリーナマスター、リオ","투기장의 대가 레오","Leo, Mestre da Arena","Лео, мастер арены","Leo, Maestro de la Arena","ลีโอ มาสเตอร์แห่งลานประลอง","競技大師里歐","Metadata/NPC/NPC","","","Leo","Léo","Leo","リオ","레오","Leo","Лео","Leo","ลีโอ","里歐",0,[53],[54],25352,"","","",1,"","M",""
116,"Metadata/NPC/Missions/Wild/Dex","Tora, Master of the Hunt","Tora, Maîtresse de la Chasse","Tora, Meisterin der Jagd","狩猟マスター、トーラ","사냥의 대가 토라","Tora, Mestre da Caça","Терона, мастер охоты","Tora, Maestra de la Caza","ทอร่า มาสเตอร์แห่งการออกล่า","狩獵大師托菈","Metadata/NPC/NPC","","","Tora","Tora","Tora","トーラ","토라","Tora","Терона","Tora","ทอร่า","托菈",0,[],[],8156,"","","",1,"","F",""
117,"Metadata/NPC/Missions/Wild/Int","Catarina, Master of the Dead","Catarina, Maîtresse des morts","Catarina, Meisterin der Toten","不死のマスター、カタリナ","망자의 대가 카타리나","Catarina, Mestre dos Mortos","Катерина, мастер мёртвых","Catarina, Maestra de los Muertos","คาทาริน่า มาสเตอร์แห่งศพ","亡靈大師卡塔莉娜","Metadata/NPC/NPC","","","Catarina","Catarina","Catarina","カタリナ","카타리나","Catarina","Катерина","Catarina","คาทาริน่า","卡塔莉娜",0,[],[],55505,"","","",1,"","F",""
118,"Metadata/NPC/Missions/Wild/Str","Haku, Armourmaster","Haku, Maître-armurier","Haku, Rüstungsmeister","アーマーマスター、ハク","갑옷의 대가 하쿠","Haku, Mestre das Armaduras","Хаку, мастер бронник","Haku, Maestro de Armaduras","ฮาคู มาสเตอร์แห่งชุดเกราะ","護甲大師哈庫","Metadata/NPC/NPC","","","Haku","Haku","Haku","ハク","하쿠","Haku","Хаку","Haku","ฮาคู","哈庫",0,[],[],40721,"","","",1,"","M",""
119,"Metadata/NPC/Missions/Wild/DexInt","Vorici, Master Assassin","Vorici, Maître-assassin","Vorici, Meister-Assassine","マスターアサシン、ヴォリーチ","암살의 대가 보리치","Vorici, Mestre Assassino","Фотис, мастер убийств","Vorici, Maestro Asesino","วอรีชี มาสเตอร์แห่งมือสังหาร","刺殺大師瓦里西","Metadata/NPC/NPC","","","Vorici","Vorici","Vorici","ヴォリーチ","보리치","Vorici","Фотис","Vorici","วอรีชี","瓦里西",0,[],[],18377,"","","",1,"","M",""
