"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement"
118,"Metadata/Items/Currency/CurrencyEssenceTorment5",30,1,1,"Shrieking Essence of Torment","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11741,-826006652,[],"","","",[],[],"","","","","",41,"",[]
119,"Metadata/Items/Currency/CurrencyEssenceTorment6",30,1,1,"Deafening Essence of Torment","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],34,1,11742,-1551618851,[],"","","",[],[],"","","","","",41,"",[]
120,"Metadata/Items/Currency/CurrencyEssenceFear1",30,1,1,"Muttering Essence of Fear","Metadata/Items/Currency/StackableCurrency",10,"",[],1,34,[302],34,1,11743,697488794,[],"","","",[],[],"","","","","",41,"",[]
121,"Metadata/Items/Currency/CurrencyEssenceFear2",30,1,1,"Weeping Essence of Fear","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],34,1,11744,-185991819,[],"","","",[],[],"","","","","",41,"",[]
122,"Metadata/Items/Currency/CurrencyEssenceFear3",30,1,1,"Wailing Essence of Fear","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],34,1,11745,2034631909,[],"","","",[],[],"","","","","",41,"",[]
123,"Metadata/Items/Currency/CurrencyEssenceFear4",30,1,1,"Screaming Essence of Fear","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],34,1,11746,-575837846,[],"","","",[],[],"","","","","",41,"",[]
124,"Metadata/Items/Currency/CurrencyEssenceFear5",30,1,1,"Shrieking Essence of Fear","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11747,117284401,[],"","","",[],[],"","","","","",41,"",[]
125,"Metadata/Items/Currency/CurrencyEssenceFear6",30,1,1,"Deafening Essence of Fear","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],34,1,11748,-779044208,[],"","","",[],[],"","","","","",41,"",[]
126,"Metadata/Items/Currency/CurrencyEssenceSuffering1",30,1,1,"Weeping Essence of Suffering","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],34,1,11749,836789809,[],"","","",[],[],"","","","","",41,"",[]
127,"Metadata/Items/Currency/CurrencyEssenceSuffering2",30,1,1,"Wailing Essence of Suffering","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],34,1,11750,-1267169214,[],"","","",[],[],"","","","","",41,"",[]
128,"Metadata/Items/Currency/CurrencyEssenceSuffering3",30,1,1,"Screaming Essence of Suffering","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],34,1,11751,-1833058895,[],"","","",[],[],"","","","","",41,"",[]
129,"Metadata/Items/Currency/CurrencyEssenceSuffering4",30,1,1,"Shrieking Essence of Suffering","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11752,864068417,[],"","","",[],[],"","","","","",41,"",[]
130,"Metadata/Items/Currency/CurrencyEssenceSuffering5",30,1,1,"Deafening Essence of Suffering","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],34,1,11753,222024053,[],"","","",[],[],"","","","","",41,"",[]
131,"Metadata/Items/Currency/CurrencyEssenceRage1",30,1,1,"Weeping Essence of Rage","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],34,1,11754,-1583709973,[],"","","",[],[],"","","","","",41,"",[]
132,"Metadata/Items/Currency/CurrencyEssenceRage2",30,1,1,"Wailing Essence of Rage","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],34,1,11755,292711936,[],"","","",[],[],"","","","","",41,"",[]
133,"Metadata/Items/Currency/CurrencyEssenceRage3",30,1,1,"Screaming Essence of Rage","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],34,1,11756,-645724387,[],"","","",[],[],"","","","","",41,"",[]
134,"Metadata/Items/Currency/CurrencyEssenceRage4",30,1,1,"Shrieking Essence of Rage","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11757,-193173256,[],"","","",[],[],"","","","","",41,"",[]
135,"Metadata/Items/Currency/CurrencyEssenceRage5",30,1,1,"Deafening Essence of Rage","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],34,1,11758,-954409300,[],"","","",[],[],"","","","","",41,"",[]
136,"Metadata/Items/Currency/CurrencyEssenceWrath1",30,1,1,"Weeping Essence of Wrath","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],34,1,11759,1046769873,[],"","","",[],[],"","","","","",41,"",[]
137,"Metadata/Items/Currency/CurrencyEssenceWrath2",30,1,1,"Wailing Essence of Wrath","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],34,1,11760,-383181272,[],"","","",[],[],"","","","","",41,"",[]
138,"Metadata/Items/Currency/CurrencyEssenceWrath3",30,1,1,"Screaming Essence of Wrath","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],34,1,11761,491155825,[],"","","",[],[],"","","","","",41,"",[]
139,"Metadata/Items/Currency/CurrencyEssenceWrath4",30,1,1,"Shrieking Essence of Wrath","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11762,-150361862,[],"","","",[],[],"","","","","",41,"",[]
140,"Metadata/Items/Currency/CurrencyEssenceWrath5",30,1,1,"Deafening Essence of Wrath","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],34,1,11763,1926779813,[],"","","",[],[],"","","","","",41,"",[]
141,"Metadata/Items/Currency/CurrencyEssenceDoubt1",30,1,1,"Weeping Essence of Doubt","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],34,1,11764,-557327777,[],"","","",[],[],"","","","","",41,"",[]
142,"Metadata/Items/Currency/CurrencyEssenceDoubt2",30,1,1,"Wailing Essence of Doubt","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],34,1,11765,-1074439089,[],"","","",[],[],"","","","","",41,"",[]
143,"Metadata/Items/Currency/CurrencyEssenceDoubt3",30,1,1,"Screaming Essence of Doubt","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],34,1,11766,1419643846,[],"","","",[],[],"","","","","",41,"",[]
144,"Metadata/Items/Currency/CurrencyEssenceDoubt4",30,1,1,"Shrieking Essence of Doubt","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11767,2044538361,[],"","","",[],[],"","","","","",41,"",[]
145,"Metadata/Items/Currency/CurrencyEssenceDoubt5",30,1,1,"Deafening Essence of Doubt","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],34,1,11768,-444339820,[],"","","",[],[],"","","","","",41,"",[]
146,"Metadata/Items/Currency/CurrencyEssenceAnguish1",30,1,1,"Wailing Essence of Anguish","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],34,1,11769,-964777382,[],"","","",[],[],"","","","","",41,"",[]
147,"Metadata/Items/Currency/CurrencyEssenceAnguish2",30,1,1,"Screaming Essence of Anguish","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],34,1,11770,1027011185,[],"","","",[],[],"","","","","",41,"",[]
148,"Metadata/Items/Currency/CurrencyEssenceAnguish3",30,1,1,"Shrieking Essence of Anguish","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11771,-1839053998,[],"","","",[],[],"","","","","",41,"",[]
149,"Metadata/Items/Currency/CurrencyEssenceAnguish4",30,1,1,"Deafening Essence of Anguish","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],34,1,11772,1845632009,[],"","","",[],[],"","","","","",41,"",[]
150,"Metadata/Items/Currency/CurrencyEssenceLoathing1",30,1,1,"Wailing Essence of Loathing","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],34,1,11773,-1618168670,[],"","","",[],[],"","","","","",41,"",[]
151,"Metadata/Items/Currency/CurrencyEssenceLoathing2",30,1,1,"Screaming Essence of Loathing","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],34,1,11774,-2058874949,[],"","","",[],[],"","","","","",41,"",[]
152,"Metadata/Items/Currency/CurrencyEssenceLoathing3",30,1,1,"Shrieking Essence of Loathing","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11775,-697952158,[],"","","",[],[],"","","","","",41,"",[]
153,"Metadata/Items/Currency/CurrencyEssenceLoathing4",30,1,1,"Deafening Essence of Loathing","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],34,1,11776,-417900903,[],"","","",[],[],"","","","","",41,"",[]
154,"Metadata/Items/Currency/CurrencyEssenceSpite1",30,1,1,"Wailing Essence of Spite","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],34,1,11777,-2072698540,[],"","","",[],[],"","","","","",41,"",[]
155,"Metadata/Items/Currency/CurrencyEssenceSpite2",30,1,1,"Screaming Essence of Spite","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],34,1,11778,-19953861,[],"","","",[],[],"","","","","",41,"",[]
156,"Metadata/Items/Currency/CurrencyEssenceSpite3",30,1,1,"Shrieking Essence of Spite","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11779,-1542366365,[],"","","",[],[],"","","","","",41,"",[]
157,"Metadata/Items/Currency/CurrencyEssenceSpite4",30,1,1,"Deafening Essence of Spite","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],34,1,11780,473094408,[],"","","",[],[],"","","","","",41,"",[]
158,"Metadata/Items/Currency/CurrencyEssenceZeal1",30,1,1,"Wailing Essence of Zeal","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],34,1,11781,-355385139,[],"","","",[],[],"","","","","",41,"",[]
159,"Metadata/Items/Currency/CurrencyEssenceZeal2",30,1,1,"Screaming Essence of Zeal","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],34,1,11782,839378797,[],"","","",[],[],"","","","","",41,"",[]
160,"Metadata/Items/Currency/CurrencyEssenceZeal3",30,1,1,"Shrieking Essence of Zeal","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11783,-1822562206,[],"","","",[],[],"","","","","",41,"",[]
161,"Metadata/Items/Currency/CurrencyEssenceZeal4",30,1,1,"Deafening Essence of Zeal","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],34,1,11784,1492393166,[],"","","",[],[],"","","","","",41,"",[]
162,"Metadata/Items/Currency/CurrencyEssenceMisery1",30,1,1,"Screaming Essence of Misery","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],34,1,11785,-760080401,[],"","","",[],[],"","","","","",41,"",[]
163,"Metadata/Items/Currency/CurrencyEssenceMisery2",30,1,1,"Shrieking Essence of Misery","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11786,557934500,[],"","","",[],[],"","","","","",41,"",[]
164,"Metadata/Items/Currency/CurrencyEssenceMisery3",30,1,1,"Deafening Essence of Misery","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],34,1,11787,-1973061961,[],"","","",[],[],"","","","","",41,"",[]
165,"Metadata/Items/Currency/CurrencyEssenceDread1",30,1,1,"Screaming Essence of Dread","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],34,1,11788,2086905859,[],"","","",[],[],"","","","","",41,"",[]
166,"Metadata/Items/Currency/CurrencyEssenceDread2",30,1,1,"Shrieking Essence of Dread","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11789,330229883,[],"","","",[],[],"","","","","",41,"",[]
167,"Metadata/Items/Currency/CurrencyEssenceDread3",30,1,1,"Deafening Essence of Dread","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],34,1,11790,1669260288,[],"","","",[],[],"","","","","",41,"",[]
168,"Metadata/Items/Currency/CurrencyEssenceScorn1",30,1,1,"Screaming Essence of Scorn","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],34,1,11791,122642368,[],"","","",[],[],"","","","","",41,"",[]
169,"Metadata/Items/Currency/CurrencyEssenceScorn2",30,1,1,"Shrieking Essence of Scorn","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11792,-1016206409,[],"","","",[],[],"","","","","",41,"",[]
170,"Metadata/Items/Currency/CurrencyEssenceScorn3",30,1,1,"Deafening Essence of Scorn","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],34,1,11793,1247641969,[],"","","",[],[],"","","","","",41,"",[]
171,"Metadata/Items/Currency/CurrencyEssenceEnvy1",30,1,1,"Screaming Essence of Envy","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],34,1,11794,-1691201624,[],"","","",[],[],"","","","","",41,"",[]
172,"Metadata/Items/Currency/CurrencyEssenceEnvy2",30,1,1,"Shrieking Essence of Envy","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11795,-718463325,[],"","","",[],[],"","","","","",41,"",[]
173,"Metadata/Items/Currency/CurrencyEssenceEnvy3",30,1,1,"Deafening Essence of Envy","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],34,1,11796,692127728,[],"","","",[],[],"","","","","",41,"",[]
174,"Metadata/Items/Currency/CurrencyEssenceHysteria1",30,1,1,"Essence of Hysteria","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11797,-306989797,[],"","","",[],[],"","","","","",41,"",[]
175,"Metadata/Items/Currency/CurrencyEssenceInsanity1",30,1,1,"Essence of Insanity","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11798,-1454947071,[],"","","",[],[],"","","","","",41,"",[]
176,"Metadata/Items/Currency/CurrencyEssenceHorror1",30,1,1,"Essence of Horror","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11799,-2010504687,[],"","","",[],[],"","","","","",41,"",[]
177,"Metadata/Items/Currency/CurrencyEssenceDelirium1",30,1,1,"Essence of Delirium","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],34,1,11800,-1499847665,[],"","","",[],[],"","","","","",41,"",[]
178,"Metadata/Items/Currency/CurrencyCorruptMonolith",30,1,1,"Remnant of Corruption","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],34,1,11801,411361590,[],"","","",[],[],"","","","","",41,"",[]
179,"Metadata/Items/Currency/CurrencyAddAtlasMod",30,1,1,"Simple Sextant","Metadata/Items/Currency/StackableCurrency",68,"",[],1,34,"[70,669]",34,0,11804,-1612288497,[],"","","",[],[],181,"","","","","","",[]
180,"Metadata/Items/Currency/CurrencyAddAtlasModMid",30,1,1,"Prime Sextant","Metadata/Items/Currency/StackableCurrency",73,"",[],1,34,"[70,669]",34,0,11805,1119070842,[7487],"","","",[],[],181,"","","","","","",[]
181,"Metadata/Items/Currency/CurrencyAddAtlasModHigh",30,1,1,"Awakened Sextant","Metadata/Items/Currency/StackableCurrency",81,"",[],1,34,"[70,669]",34,1,11806,2064612145,[7487],"","","",[],[],"","","","","","","",[]
182,"Metadata/Items/Currency/CurrencyAddAtlasModMaven",30,1,1,"Elevated Sextant","Metadata/Items/Currency/StackableCurrency",83,"",[],1,34,"[70,669]",34,1,11807,-379771748,[],"","","",[],[],"",1,"","","","","",[]
183,"Metadata/Items/Currency/CurrencySealMapLow",30,1,1,"Apprentice Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],34,0,11828,-1985734643,[],"","","",[],[],"","","","","","","",[]
184,"Metadata/Items/Currency/CurrencySealMapMid",30,1,1,"Journeyman Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],34,0,11829,385790233,[],"","","",[],[],"","","","","","","",[]
185,"Metadata/Items/Currency/CurrencySealMapHigh",30,1,1,"Master Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],34,0,11830,702360988,[],"","","",[],[],"","","","","","","",[]
186,"Metadata/Items/Currency/CurrencyRespecShapersOrb",30,1,1,"Unshaping Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],34,1,112,-1248033172,[],"","","",[],[],"","","","","","","",[]
187,"Metadata/Items/Currency/CurrencyBreachFireShard",30,1,1,"Splinter of Xoph","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],34,1,113,1990798296,[],"","","",[],[],"","","","","","","",[]
188,"Metadata/Items/Currency/CurrencyBreachColdShard",30,1,1,"Splinter of Tul","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],34,1,114,82596217,[],"","","",[],[],"","","","","","","",[]
189,"Metadata/Items/Currency/CurrencyBreachLightningShard",30,1,1,"Splinter of Esh","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],34,1,115,-1467398811,[],"","","",[],[],"","","","","","","",[]
190,"Metadata/Items/Currency/CurrencyBreachPhysicalShard",30,1,1,"Splinter of Uul-Netol","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],34,1,116,-1485214970,[],"","","",[],[],"","","","","","","",[]
191,"Metadata/Items/Currency/CurrencyBreachChaosShard",30,1,1,"Splinter of Chayula","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],34,1,117,1862256734,[],"","","",[],[],"","","","","","","",[]
192,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueFire",30,1,1,"Blessing of Xoph","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[440],34,1,118,-1497360724,[],"","","",[],[],"",1,"","","","","",[]
193,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueCold",30,1,1,"Blessing of Tul","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[440],34,1,119,-473126873,[],"","","",[],[],"",1,"","","","","",[]
194,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueLightning",30,1,1,"Blessing of Esh","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[440],34,1,120,-796395637,[],"","","",[],[],"",1,"","","","","",[]
195,"Metadata/Items/Currency/CurrencyBreachUpgradeUniquePhysical",30,1,1,"Blessing of Uul-Netol","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[440],34,1,121,1922475844,[],"","","",[],[],"",1,"","","","","",[]
196,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueChaos",30,1,1,"Blessing of Chayula","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[440],34,1,122,-1297711803,[],"","","",[],[],"",1,"","","","","",[]
197,"Metadata/Items/Currency/CurrencyLegionKaruiShard",30,1,1,"Timeless Karui Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[455],34,1,123,-930594287,[],"","","",[],[],"","","","","","","",[]
198,"Metadata/Items/Currency/CurrencyLegionMarakethShard",30,1,1,"Timeless Maraketh Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[455],34,1,124,-979183247,[],"","","",[],[],"","","","","","","",[]
199,"Metadata/Items/Currency/CurrencyLegionEternalEmpireShard",30,1,1,"Timeless Eternal Empire Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[455],34,1,125,-1085009195,[],"","","",[],[],"","","","","","","",[]
200,"Metadata/Items/Currency/CurrencyLegionTemplarShard",30,1,1,"Timeless Templar Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[455],34,1,126,-290236543,[],"","","",[],[],"","","","","","","",[]
201,"Metadata/Items/Currency/CurrencyLegionVaalShard",30,1,1,"Timeless Vaal Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[455],34,1,127,-390923639,[],"","","",[],[],"","","","","","","",[]
202,"Metadata/Items/Currency/CurrencyAfflictionShard",30,1,1,"Simulacrum Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[666],34,1,128,755297388,[],"","","",[],[],"","","","","","","",[]
203,"Metadata/Items/Currency/CurrencyRemoveMod",30,1,1,"Orb of Annulment","Metadata/Items/Currency/StackableCurrency",35,"",[],1,34,[],34,1,129,-1213636056,[],"","","",[],[],"","","","","","","",[]
204,"Metadata/Items/Currency/CurrencyUpgradeToRareAndSetSockets",30,1,1,"Orb of Binding","Metadata/Items/Currency/StackableCurrency",25,"",[],1,34,[],34,1,130,-83247260,[],"","","",[],[],"","","","","","","",[]
205,"Metadata/Items/Currency/CurrencyRerollMapType",30,1,1,"Orb of Horizons","Metadata/Items/Currency/StackableCurrency",68,"",[],1,34,[],34,1,131,-874118445,[],"","","",[],[],"","","","","","","",[]
206,"Metadata/Items/Currency/CurrencyUpgradeMapTier",30,1,1,"Harbinger's Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],34,1,132,-82741359,[],"","","",[],[],"","","","","","","",[]
207,"Metadata/Items/Currency/CurrencyStrongboxQuality",30,1,1,"Engineer's Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],34,1,133,838636496,[],"","","",[],[],"","","","","","","",[]
208,"Metadata/Items/Currency/CurrencyStrongboxQualityInfused",30,1,1,"Infused Engineer's Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],34,2,134,-1843119296,[],"","","",[],[],"","","","","","","",[]
209,"Metadata/Items/Currency/CurrencyRerollUnique",30,1,1,"Ancient Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],34,1,135,-1064739039,[],"","","",[],[],"","","","","","","",[]
210,"Metadata/Items/Currency/CurrencyFractureRare",30,1,1,"Fracturing Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],34,1,136,-1207746870,[],"","","",[],[],"","","","","","","",[]
