"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText (English)","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool"
44,"hatchet_master104","Art/2DArt/SkillIcons/passives/AxesandAttackSpeed.dds","[11577,74,3656]",24,10,20,0,26096,"Hatchet Master","Maître de la hache","Kriegsbeilmeister","手斧使い","손도끼의 대가","Mestre da Machadinha","Мастер топориков","Maestro de las hachas","Hatchet Master","斧刃宗師",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
45,"timberwolf105","Art/2DArt/SkillIcons/passives/fellingtheweak.dds","[34,11561,74,7453]",25,25,8,5,23038,"Slaughter","Massacre","Gemetzel","虐殺","살육","Matança","Резня","Matanza","Slaughter","屠殺 ",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
46,"axe_damage_and_accuracy106","Art/2DArt/SkillIcons/passives/attackspeedaxe.dds","[34,11561]",14,14,0,0,25682,"Axe Damage","Dégâts avec les haches","Schaden mit Äxten","斧ダメージ","도끼 피해","Dano do Machado","Урон топором","Daño con hachas","ขวาน - ความเสียหาย","斧的傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
47,"axe_damage109","Art/2DArt/SkillIcons/passives/damageaxe.dds","[34,11561]",18,18,0,0,20018,"Axe Damage","Dégâts avec les haches","Schaden mit Äxten","斧ダメージ","도끼 피해","Dano de Machado","Урон топором","Daño con hachas","ขวาน - ความเสียหาย","斧的傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
48,"axe_damage110","Art/2DArt/SkillIcons/passives/damageaxe.dds","[34,11561]",18,18,0,0,6113,"Axe Damage","Dégâts avec les haches","Schaden mit Äxten","斧ダメージ","도끼 피해","Dano de Machado","Урон топором","Daño con hachas","ขวาน - ความเสียหาย","斧的傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
49,"axe_damage111","Art/2DArt/SkillIcons/passives/Blood2.dds",[3626],15,0,0,0,44624,"Bleed Chance","Chances de Saignement","Chance auf Bluten","出血確率","출혈 확률","Chance de Sangramento","Шанс наложить кровотечение","Probabilidad de sangrado","โอกาสเลือดไหล","流血機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
50,"strong_arm118","Art/2DArt/SkillIcons/passives/borntofight.dds","[573,26,70]",20,26,4,0,58449,"Born to Fight","Né pour combattre","Für den Kampf geboren","生粋の戦士","타고난 싸움꾼","Nascido para Lutar","Рождённый для битвы","Nacido para luchar","Born to Fight","為戰而生",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
51,"one_handed_attack_speed120","Art/2DArt/SkillIcons/passives/attackspeed1h.dds",[339],3,0,0,0,24691,"One Handed Attack Speed","Vitesse d'attaque avec les armes à une main","Angriffsgeschwindigkeit mit Einhandwaffen","片手武器アタックスピード","한손 공격 속도","Velocidade de Ataque com Uma Mão","Скорость атаки одноручным оружием","Velocidad de ataque a una mano","อาวุธมือเดียว - ความเร็วในการโจมตี","單手武器攻擊速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
52,"one_handed_accuracy122","Art/2DArt/SkillIcons/passives/onehandaccuracy.dds",[340],12,0,0,0,5262,"One Handed Accuracy","Précision avec les armes à une main","Genauigkeit mit Einhandwaffen","片手武器命中","한손 정확도","Precisão de Uma Mão","Меткость одноручного оружия","Precisión a una mano","อาวุธมือเดียว - ความแม่นยำ","單手武器命中",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
53,"melee_damage124","Art/2DArt/SkillIcons/passives/damage.dds",[2503],16,0,0,0,39211,"Physical Attack Damage","Dégâts physiques des attaques","Physischer Angriffsschaden","物理アタックダメージ","물리 공격 피해","Dano de Ataque Físico","Физический урон от атак","Daño de ataques físicos","ความเสียหายโจมตีกายภาพ","物理攻擊傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
54,"melee_damage125","Art/2DArt/SkillIcons/passives/damage.dds",[2503],12,0,0,0,51856,"Physical Attack Damage","Dégâts physiques des attaques","Physischer Angriffsschaden","物理アタックダメージ","물리 공격 피해","Dano de Ataque Físico","Физический урон от атак","Daño de ataques físicos","ความเสียหายโจมตีกายภาพ","物理攻擊傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
55,"life127","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,18302,"Life","Vie","Leben","ライフ","생명력","Vida","Здоровье","Vida","พลังชีวิต","生命",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
56,"life129","Art/2DArt/SkillIcons/passives/life1.dds",[124],5,0,0,0,25933,"Life","Vie","Leben","ライフ","생명력","Vida","Здоровье","Vida","พลังชีวิต","生命",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
57,"maximum_endurance_charges131","Art/2DArt/SkillIcons/passives/chargestr.dds",[179],1,0,0,0,37326,"Stamina","Robustesse","Kondition","スタミナ","지구력","Saúde","Стойкость","Resistencia","Stamina","充沛精力",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
58,"maximum_endurance_charges132","Art/2DArt/SkillIcons/passives/chargestr.dds",[179],1,0,0,0,11730,"Endurance","Endurance","Widerstandsfähigkeit","エンデュランス","인내","Tolerância","Выносливость","Aguante","Endurance","耐力",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
59,"maximum_endurance_charges133","Art/2DArt/SkillIcons/passives/chargestr.dds",[179],1,0,0,0,4833,"Vigour","Vigueur","Lebenskraft","活力","활력","Vigor","Напор","Vigor","Vigour","活力之源",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
60,"reduced_mana_cost135","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,34906,"Mana","Mana","Mana","マナ","마나","Mana","Мана","Maná","มานา","魔力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
61,"reduced_mana_cost137","Art/2DArt/SkillIcons/passives/mana.dds","[128,9829]",10,20,0,0,41026,"Mana and Guard Skill Cooldown Recovery","Mana et Vitesse de recharge des Aptitudes de protection","Mana und Abklingzeit von Wächter-Fertigkeiten","マナおよびガードスキルクールダウン短縮","마나 및 수호 스킬 재사용 대기시간 회복","Mana e Recuperação da Recarga de Habilidades de Guarda","Мана и время перезарядки умений обороны","Maná y recuperación del tiempo de recarga de habilidades de protección","มานา และ ความเร็วในการฟื้นฟูคูลดาวน์สกิลตั้งรับ","魔力和守護技能冷卻時間恢復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
62,"reduced_mana_cost139","Art/2DArt/SkillIcons/passives/manastr.dds","[213,128]",3,5,0,0,31819,"Mana and Reduced Mana Cost","Mana et Réduction des coûts en Mana","Mana und verringerte Manakosten","マナおよびマナコスト低下","마나 및 마나 소모 감소","Mana e Custo de Mana Reduzido","Мана и снижение затрат маны","Maná y reducción del costo de maná","มานา และ ลดค่าใช้งานมานา","魔力與減少魔力消耗",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
63,"life_regeneration_per_endurance_charge141","Art/2DArt/SkillIcons/passives/chargestr.dds",[126],12,0,0,0,48109,"Life Regeneration per Endurance Charge","Régénération de Vie par Charge d'endurance","Lebensregeneration pro Widerstands-Ladung","エンデュランスチャージごとにライフ自動回復","인내 충전 하나당 생명력 재생","Regeneração de Vida por Carga de Tolerância","Регенерация здоровья за заряд выносливости","Regeneración de vida por cada carga de aguante","การฟื้นฟูพลังชีวิตต่อจำนวน Endurance Charge","耐力球生命回復",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
64,"life_leech142","Art/2DArt/SkillIcons/passives/lifeleech.dds","[3089,70]",40,3,0,0,62108,"Life Leech and Attack Speed","Drain de Vie et Vitesse d'attaque","Lebensraub und Angriffsgeschwindigkeit","ライフリーチおよびアタックスピード","생명력 흡수 및 공격 속도","Drenagem de Vida e Velocidade de Ataque","Похищение здоровья и скорость атаки","Absorción de vida y velocidad de ataque","การดูดพลังชีวิต และ ความเร็วในการโจมตี","生命偷取和攻擊速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
65,"blood_drinker143","Art/2DArt/SkillIcons/passives/LustforCarnage.dds","[3089,603,70,3404]",120,60,12,0,63422,"Lust for Carnage","Soif de chair","Gier nach Gemetzel","殺戮欲","학살의 욕망","Lascívia por Carnificina","Жажда расправы","Ansias por masacrar","Lust for Carnage","汲血者",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
66,"life_gain_on_hit146","Art/2DArt/SkillIcons/passives/lifeleech.dds","[603,70]",40,3,0,0,28311,"Life Leech Speed and Attack Speed","Vitesse de Drain de Vie et Vitesse d'attaque","Lebensraubgeschwindigkeit und Angriffsgeschwindigkeit","ライフリーチスピードおよびアタックスピード","생명력 흡수 속도 및 공격 속도","Velocidade da Drenagem de Vida e Velocidade de Ataque","Скорость похищения здоровья и скорость атаки","Velocidad de absorción de vida y velocidad de ataque","ความเร็วในการดูดพลังชีวิต และ ความเร็วในการโจมตี","生命偷取速度和攻擊速度",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
67,"hammer_blows147","Art/2DArt/SkillIcons/passives/hammerblows.dds","[467,2413,2793]",1,40,20,0,64395,"Blunt Trauma","Traumatisme contondant","Stumpfes Trauma","鈍的外傷","둔탁한 외상","Contusão","Травма","Contusión","Blunt Trauma","麻痺創傷",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
68,"knockback_distance148","Art/2DArt/SkillIcons/passives/knockback.dds",[479],10,0,0,0,1252,"Knockback Chance","Chances de Repoussement","Chance auf Zurückstoßen","ノックバック確率","밀어내기 확률","Chance de Empurrar","Шанс отбросить","Probabilidad de empujar","โอกาสผลักออกไป","擊退機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
69,"knockback_distance149","Art/2DArt/SkillIcons/passives/knockback.dds",[402],25,0,0,0,65456,"Knockback Distance","Distance de Repoussement","Rückstoßdistanz","ノックバック距離","밀어내기 거리","Distância do Empurrão","Дальность отбрасывания","Distancia de empuje","ระยะผลักออกไป","擊退距離",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
70,"fending150","Art/2DArt/SkillIcons/passives/fending.dds","[402,479]",25,15,0,0,30160,"Fending","Rebutement","Abwehren","フェンディング","밀쳐내기","Defender-se","Парирование","Repeler","Fending","自衛術",[],"",1,"","","","","","","","","","","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
71,"endurance_charge_duration153","Art/2DArt/SkillIcons/passives/chargestr.dds",[418],20,0,0,0,40766,"Endurance Charge Duration","Durée des Charges d'endurance","Dauer von Widerstands-Ladungen","エンデュランスチャージ持続時間","인내 충전 지속시간","Duração da Carga de Tolerância","Длительность заряда выносливости","Duración de las cargas de aguante","ระยะเวลา Endurance Charge","耐力球持續",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
72,"endurance_charge_duration154","Art/2DArt/SkillIcons/passives/chargestr.dds",[418],20,0,0,0,41706,"Endurance Charge Duration","Durée des Charges d'endurance","Dauer von Widerstands-Ladungen","エンデュランスチャージ持続時間","인내 충전 지속시간","Duração da Carga de Tolerância","Длительность заряда выносливости","Duración de las cargas de aguante","ระยะเวลา Endurance Charge","耐力球持續",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","","","","","","","","","","",0,0,0,0,0,"",[],0,[],""
