"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName (English)","SupportSkillName (French)","SupportSkillName (German)","SupportSkillName (Japanese)","SupportSkillName (Korean)","SupportSkillName (Portuguese)","SupportSkillName (Russian)","SupportSkillName (Spanish)","SupportSkillName (Thai)","SupportSkillName (Traditional Chinese)","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","GrantedEffectHardMode","rid","i32","ItemExperienceType","[rid]"
92,6087,4557,60,0,40,"[9,25,4,14,15,17,42]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,7,[0]
93,6088,1023,0,0,100,"[11,25,4,14,15,17,42]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,7,[0]
94,6089,1036,0,40,60,"[47,11,25,4,17,43]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,5,[0]
95,6090,1044,0,100,0,"[10,25,4,17,43]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,1,[0]
96,6091,8120,0,40,60,"[11,25,4,14,15,3,17,42]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,7,[0]
97,6092,1079,0,0,100,"[11,25,4,14,15,22,2,35]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","",1080,"",3,3,[0]
98,6221,1082,0,0,100,"[11,25,4,14,15,24,2,22,35]","",1,"","","","","","","","","","","",1079,"","","","","","","","","","","","","","","",1,1,"","","","",3,3,[0]
99,6093,1112,0,0,100,"[11,25,4,8,15]",6236,"","","","","","","","","","","","","",10240,"","","","","","","","","","","","","","",1,1,"","","","",3,3,[0]
100,6236,1114,0,0,100,"[11,25,4,8,15,24]","",1,"","","","","","","","","","","",1112,10240,"","","","","","","","","","","","","","",1,1,"","","","",3,3,[0]
101,6098,1144,100,0,0,"[9,25,13,7,36]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,0,[0]
102,6233,1146,100,0,0,"[9,25,13,7,36,24]","",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,0,[0]
103,6099,1157,60,0,40,"[9,25,13,8,15,7,36]",6729,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,8,[0]
104,6100,8271,0,100,0,"[10,25,13,14,5,6]",6229,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,4,[0]
105,6229,8274,0,100,0,"[10,25,13,14,5,24,6]","",1,"","","","","","","","","","","",8271,"","","","","","","","","","","","","","","",1,1,"","","","",2,4,[0]
106,6101,1169,0,0,100,"[11,16,14]","","","Supports any skill with an area of effect, regardless of whether that skill deals damage.","Modifie toutes les aptitudes avec une zone d'effet, qu'elles infligent ou non des dégâts.","Unterstützt Fertigkeiten mit Wirkungsbereich, unabhängig davon, ob diese Fertigkeiten Schaden verursachen.","ダメージを与えるかどうかに関わらず、効果範囲を持つスキルをサポートする。","피해를 주는 여부와 관련 없이 범위 효과를 주는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade com uma Área de Efeito, independente se a habilidade causa dano.","Усиливает любое умение с областью действия, даже если умение не наносит урон.","Asiste cualquier habilidad con un efecto de área, sin tener en cuenta si esa habilidad inflige daño o no.","ใช้เสริมสกิลที่มีพื้นที่ส่งผล ไม่ว่ามันจะสร้างความเสียหายได้หรือไม่ก็ตาม","輔助任何範圍效果的技能，不管技能是否造成傷害。",13811,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,6,[0]
107,6102,1171,0,0,100,"[11,16,8]","","","Supports skills which create Minions.","Modifie les aptitudes qui génèrent des créatures.","Unterstützt Fertigkeiten, die Kreaturen erzeugen.","ミニオンを作り出すスキルをサポートする。","소환수 생성 스킬에 적용됩니다.","Suporta habilidades que criam Lacaios.","Усиливает умения, создающие приспешников.","Asiste habilidades que crean esbirros.","ใช้เสริมสกิลที่สร้าง มิเนียน","輔助製造召喚物的技能。",13738,"","","","","","","","","","","","",1,"","","",1,1,465,"","","",3,2,[0]
108,6103,1172,100,0,0,"[9,16,15]","","","Supports any skill with a duration.","Modifie toutes les aptitudes ayant une durée.","Unterstützt Fertigkeiten mit Wirkungsdauer.","持続時間を持つスキルをサポートする。","지속시간이 있는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade com uma duração.","Усиливает любое умение с временем действия.","Asiste cualquier habilidad con una duración.","ใช้เสริมสกิลที่มีระยะเวลา","輔助任何有期間的技能。",13753,"","","","","","","","","","","","",1,"","","",1,1,"","","","",1,9,[0]
109,6104,1174,60,0,40,"[1,0,9,16]","","","Supports any skill that hits enemies.","Modifie toutes les aptitudes qui touchent les ennemis.","Unterstützt Fertigkeiten, die Treffer bei Gegnern verursachen.","敵にヒットを与えるスキルをサポートする。","적을 명중하는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade que acerte inimigos.","Усиливает любое умение, наносящее удары по врагам.","Asiste cualquier habilidad que golpee enemigos.","ใช้เสริมสกิลที่ปะทะศัตรู","輔助任何可擊中敵人的技能。",13747,"","","","","","","","","","","","",1,"","","",1,1,"","","","",1,6,[0]
110,6105,1175,40,0,60,"[0,11,16]","","","Supports any skill that hits enemies.","Modifie toutes les aptitudes qui touchent les ennemis.","Unterstützt Fertigkeiten, die Treffer bei Gegnern verursachen.","敵にヒットを与えるスキルをサポートする。","적을 명중하는 모든 스킬에 적용됩니다.","Suporta qualquer habilidade que acerte inimigos.","Усиливает любое умение, наносящее удары по врагам.","Asiste cualquier habilidad que golpee enemigos.","ใช้เสริมสกิลที่ปะทะศัตรู","輔助任何可擊中敵人的技能。",13754,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,2,[0]
111,6106,1177,0,0,100,"[22,11,16,8]","","","Supports skills which create Minions.","Modifie les aptitudes qui génèrent des créatures.","Unterstützt Fertigkeiten, die Kreaturen erzeugen.","ミニオンを作り出すスキルをサポートする。","소환수 생성 스킬에 적용됩니다.","Suporta habilidades que criam Lacaios.","Усиливает умения, создающие приспешников.","Asiste habilidades que crean esbirros.","ใช้เสริมสกิลที่สร้าง มิเนียน","輔助製造召喚物的技能。",13736,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,6,[0]
112,6107,1178,0,0,100,"[11,16,8]","","","Supports skills which create Minions.","Modifie les aptitudes qui génèrent des créatures.","Unterstützt Fertigkeiten, die Kreaturen erzeugen.","ミニオンを作り出すスキルをサポートする。","소환수 생성 스킬에 적용됩니다.","Suporta habilidades que criam Lacaios.","Усиливает умения, создающие приспешников.","Asiste habilidades que crean esbirros.","ใช้เสริมสกิลที่สร้าง มิเนียน","輔助製造召喚物的技能。",13735,"","","","","","","","","","","","",1,"","","",1,1,"","","","",3,6,[0]
113,6108,1179,60,0,40,"[13,9,16]","","","Supports attack skills.","Modifie les aptitudes d'attaque.","Unterstützt Angriffsfertigkeiten.","アタックスキルをサポートする。","공격 스킬에 적용됩니다.","Suporta habilidades de ataque.","Усиливает умения атак.","Asiste habilidades de ataque.","ใช้เสริม สกิลโจมตี","輔助攻擊技能。",13732,"","","","","","","","","","","","",1,"","","",1,1,439,"","","",1,6,[0]
114,6109,4260,100,0,0,"[13,33,9,16,7]","","","Supports melee attack skills, causing them to deal more damage against bleeding enemies, but preventing those skills from inflicting bleeding on enemies in any way.","Modifie les aptitudes d'attaque de mêlée, leur permettant d'infliger davantage de dégâts contre les ennemis qui saignent, mais en les empêchant d'infliger le saignement aux ennemis de quelque façon que ce soit.","Unterstützt Nahkampf-Angriffsfertigkeiten, die dann mehr Schaden an blutenden Gegnern verursachen, verhindert jedoch, dass diese Fertigkeiten bei Gegnern Bluten verursachen.","近接アタックスキルをサポートする。敵を出血状態にすることはできないが、すでに出血状態の敵にはより大きなダメージを与えることができる。","근접 공격 스킬에 적용됩니다. 출혈 상태의 적에게 주는 피해를 증폭하지만, 보조 대상 스킬이 출혈을 유발하지는 않습니다.","Suporta habilidades de ataque corpo a corpo, fazendo com que causem mais dano contra inimigos sangrando, mas impossibilitando que essas habilidades inflijam sangramento em inimigos.","Усиливает умения атак ближнего боя. Атаки наносят больше урона по истекающим кровью врагам, при этом умения не могут накладывать кровотечение.","Asiste habilidades de ataque cuerpo a cuerpo, lo que causa que inflijan más daño contra enemigos con sangrado pero al mismo tiempo previene que esas habilidades inflijan sangrado de cualquier forma en los enemigos.","ใช้เสริม สกิลโจมตีประชิด เพื่อให้สร้างความเสียหายเพิ่มขึ้น อีก ต่อศัตรูที่ติดสถานะ เลือดไหล แต่จะทำให้ไม่สามารถสร้างสถานะ เลือดไหล ต่อศัตรูได้เป็นอันขาด","輔助近戰攻擊技能，對流血的敵人造成更多傷害，但技能不再對敵人造成流血。",13755,"","","","","","","","","","","","",1,"","","",1,1,"","","","",1,6,[0]
115,6110,1180,100,0,0,"[13,9,16]","","","Supports attack skills.","Modifie les aptitudes d'attaque.","Unterstützt Angriffsfertigkeiten.","アタックスキルをサポートする。","공격 스킬에 적용됩니다.","Suporta habilidades de ataque.","Усиливает умения атак.","Asiste habilidades de ataque.","ใช้เสริม สกิลโจมตี","輔助攻擊技能。",13756,"","","","","","","","","","","","",1,"","","",1,1,"","","","",1,2,[0]
116,6111,1181,0,0,100,"[11,25,4,14,15,0]",6731,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,8,[0]
117,6112,1323,0,60,40,"[10,25,13,5,7,36,2]",6232,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,4,[0]
118,6232,8260,0,60,40,"[10,25,13,7,36,15,24,2,5]","",1,"","","","","","","","","","","",1323,"","","","","","","","","","","","","","","",1,1,"","","","",2,4,[0]
119,6113,1380,40,0,60,"[11,25,4,2,18]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,5,[0]
120,6114,1384,100,0,0,"[9,25,4,14,15,0,33,34]",6220,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,1,[0]
121,6220,1385,100,0,0,"[9,25,4,14,15,0,33,24,34]","",1,"","","","","","","","","","","",1384,"","","","","","","","","","","","","","","",1,1,"","","","",1,1,[0]
122,6115,1397,0,0,100,"[47,11,25,13,5]",6223,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,4,[0]
123,6223,1398,0,0,100,"[47,11,25,13,5,24]","",1,"","","","","","","","","","","",1397,"","","","","","","","","","","","","","","",1,1,"","","","",3,4,[0]
124,6116,1710,0,60,40,"[10,25,13,5,15,7,36,33,6]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,1,[0]
125,6117,1726,0,100,0,"[10,25,13,14,5,2,6]",6727,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,4,[0]
126,6119,1735,0,100,0,"[12,10,25,4,14]",6244,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",2,7,[0]
127,6244,1740,0,100,0,"[12,10,25,4,14,15,24]","",1,"","","","","","","","","","","",1735,"","","","","","","","","","","","","","","",1,1,"","","","",2,7,[0]
128,6120,1744,40,0,60,"[12,11,25,4,14]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,7,[0]
129,6121,1746,75,0,0,"[12,9,25,4,14]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",1,3,[0]
130,6122,1752,0,0,100,"[12,11,25,4,14]",6243,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,"","","","",3,7,[0]
131,6243,1753,0,0,100,"[12,11,25,4,14,15,24]","",1,"","","","","","","","","","","",1752,"","","","","","","","","","","","","","","",1,1,"","","","",3,7,[0]
