"rownum","rid","i32","i32","[i32]","BetrayalTargetsKey","i32","rid","[rid]","BetrayalUpgradesKey","bool","[i32]","[rid]","bool","[i32]","NPCTextAudioKey","[i32]"
1466,6,0,4,[],"",100,3,[],"","",[],[],"",[],3884,[]
1467,6,0,5,[1],"",300,"",[],"","",[],[],"",[],3885,[]
1468,6,0,6,[3],"",300,"",[],"","",[],[],"",[],3886,[]
1469,6,0,7,[5],"",300,"",[],"","",[],[],"",[],3887,[]
1470,6,0,8,[6],"",300,"",[],"","",[],[],"",[],3888,[]
1471,6,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],3889,[]
1472,6,0,10,[],"",100,"",[],24,"",[],[],"",[],3890,[]
1473,6,0,11,[],"",100,"",[],14,"",[],[],"",[],3891,[]
1474,6,0,12,[],"",100,"",[],3,"",[],[],"",[],3892,[]
1475,6,0,13,[],"",100,"",[],1,"",[],[],"",[],3893,[]
1476,6,0,14,[],"",100,"",[],21,"",[],[],"",[],3894,[]
1477,6,13,0,[],"",100,"",[],"","",[],[],1,[],3895,[]
1478,6,1,0,[],"",100,1,[],"","",[],[],"",[],3896,[]
1479,6,1,1,[],"",100,2,[],"","",[],[],"",[],3897,[]
1480,6,1,2,[],"",100,4,[],"","",[],[],"",[],3898,[]
1481,6,1,3,[],"",100,3,[],"","",[],[],"",[],3899,[]
1482,6,1,4,[],"",100,"",[],"","",[],[],"",[],3900,[]
1483,6,1,5,[],"",100,"",[],"","",[7],[],"",[],3901,[]
1484,6,1,6,[],2,1000,"","[1,2]","","",[],[],1,[],3902,[]
1485,6,1,7,[],3,1000,"","[1,2]","","",[],[],1,[],3903,[]
1486,6,1,8,[],5,1000,"","[1,2]","","",[],[],1,[],3904,[]
1487,6,1,9,[],15,1000,"","[1,2]","","",[],[],1,[],3905,[]
1488,6,1,10,[],16,1000,"","[1,2]","","",[],[],1,[],3906,[]
1489,6,1,11,[],"",100,"","[1,2]","","",[],[],"",[],3907,[]
1490,6,1,12,[],"",100,1,[0],"","",[],[],"",[],3908,[]
1491,6,1,13,[],"",100,2,[0],"","",[],[],"",[],3909,[]
1492,6,1,14,[],"",100,4,[0],"","",[],[],"",[],3910,[]
1493,6,1,15,[],"",100,3,[0],"","",[],[],"",[],3911,[]
1494,6,1,16,[],3,1000,"",[0],"","",[],[],1,[],3912,[]
1495,6,1,17,[],4,1000,"",[0],"","",[],[],1,[],3913,[]
1496,6,1,18,[],14,1000,"",[0],"","",[],[],1,[],3914,[]
1497,6,1,19,[],15,1000,"",[0],"","",[],[],1,[],3915,[]
1498,6,1,20,[],16,1000,"",[0],"","",[],[],1,[],3916,[]
1499,6,1,21,[],"",100,"",[0],"","",[],[],"",[],3917,[]
1500,6,2,0,[],"",100,1,[0],"","",[],[],"",[],3918,[]
1501,6,2,1,[],"",100,2,[0],"","",[],[],"",[],3919,[]
1502,6,2,2,[],"",100,4,[0],"","",[],[],"",[],3920,[]
1503,6,2,3,[],"",100,3,[0],"","",[],[],"",[],3921,[]
1504,6,2,4,[],7,1000,"",[0],"","",[],[],1,[],3922,[]
1505,6,2,5,[],8,1000,"",[0],"","",[],[],1,[],3923,[]
1506,6,2,6,[],9,1000,"",[0],"","",[],[],1,[],3924,[]
1507,6,2,7,[],12,1000,"",[0],"","",[],[],1,[],3925,[]
1508,6,2,8,[],16,1000,"",[0],"","",[],[],1,[],3926,[]
1509,6,2,9,[],"",100,"",[0],"","",[],[],"",[],3927,[]
1510,6,1,22,[7],"",100,1,[],"","",[],[],"",[],3928,[]
1511,6,1,23,[7],"",100,2,[],"","",[],[],"",[],3929,[]
1512,6,1,24,[7],"",100,4,[],"","",[],[],"",[],3930,[]
1513,6,1,25,[7],"",100,3,[],"","",[],[],"",[],3931,[]
1514,6,1,26,[7],7,1000,"",[],"","",[],[],1,[],3932,[]
1515,6,1,27,[7],3,1000,"",[],"","",[],[],1,[],3933,[]
1516,6,1,28,[7],5,1000,"",[],"","",[],[],1,[],3934,[]
1517,6,1,29,[7],12,1000,"",[],"","",[],[],1,[],3935,[]
1518,6,1,30,[7],15,1000,"",[],"","",[],[],1,[],3936,[]
1519,6,1,31,[7],"",100,"",[],"","",[],[],"",[],3937,[]
1520,6,3,0,[],"",100,1,[],"","",[],[],"",[],3938,[]
1521,6,3,1,[],"",100,2,[],"","",[],[],"",[],3939,[]
1522,6,3,2,[],"",100,4,[],"","",[],[],"",[],3940,[]
1523,6,3,3,[],"",100,3,[],"","",[],[],"",[],3941,[]
1524,6,4,0,[],"",100,"",[0],"","",[],[],"",[],3942,[]
1525,6,4,1,[],"",100,2,[],"","",[],[],"",[],3943,[]
1526,6,4,2,[],"",100,4,[],"","",[],[],"",[],3944,[]
1527,6,5,0,[],"",100,1,[],"","",[],[],"",[],3945,[]
1528,6,5,1,[],"",100,2,[],"","",[],[],"",[],3946,[]
1529,6,5,2,[],"",100,4,[],"","",[],[],"",[],3947,[]
1530,6,5,3,[],"",100,3,[],"","",[],[],"",[],3948,[]
1531,6,5,4,[1],"",300,"",[],"","",[],[],"",[],3949,[]
1532,6,5,5,[3],"",300,"",[],"","",[],[],"",[],3950,[]
1533,6,5,6,[5],"",300,"",[],"","",[],[],"",[],3951,[]
1534,6,5,7,[6],"",300,"",[],"","",[],[],"",[],3952,[]
1535,6,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],3953,[]
1536,6,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3954,[]
1537,6,5,10,[],"",100,"",[0],"","",[],[],"",[],3955,[]
1538,6,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3956,[]
1539,6,8,1,[],"",300,"",[],"","",[],"[3,13,15]","",[],3957,[]
1540,6,8,2,[],"",300,"",[],"","",[],[7],"",[],3958,[]
1541,6,8,3,[],"",300,"",[],"","",[],"[4,14]","",[],3959,[]
1542,6,8,4,[],"",300,"",[],"","",[],[10],"",[],3960,[]
1543,6,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],3961,[]
1544,6,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],3962,[]
1545,6,9,0,[],"",100,"",[],"","",[],"[3,13,14,15]","",[],3963,[]
1546,6,9,1,[],"",100,"",[],"","",[],[7],"",[],3964,[]
1547,6,9,2,[],"",100,"",[],"","",[],[4],"",[],3965,[]
1548,6,9,3,[],"",100,"",[],"","",[],[10],"",[],3966,[]
1549,6,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],3967,[]
1550,6,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3968,[]
1551,6,6,0,[],"",300,"",[],"","",[],[5],"",[],3969,[]
1552,6,6,1,[],"",300,"",[],"","",[],[11],"",[],3970,[]
1553,6,6,2,[],"",300,"",[],"","",[],[6],"",[],3971,[]
1554,6,6,3,[],"",300,"",[],"","",[],[12],"",[],3972,[]
1555,6,6,4,[],4,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3973,[]
1556,6,6,5,[],8,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3974,[]
1557,6,6,6,[],13,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3975,[]
1558,6,6,7,[],17,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3976,[]
1559,6,6,8,[],"",1000,"",[],"","",[],"[5,11,6,12,16,17]","",[],3977,[]
1560,6,10,0,[],"",100,"",[],"","",[],[2],"",[],3978,[]
1561,6,10,1,[],"",100,"",[],"","",[7],[2],"",[],3979,[]
1562,6,10,2,[],"",100,"",[2],"","",[],[2],"",[],3980,[]
1563,6,10,3,[1],"",300,"",[],"","",[],[2],"",[],3981,[]
1564,6,7,0,[],"",100,"",[],"","",[],[],"",[],3982,[]
1565,6,7,1,[],7,1000,"",[],"","",[],[],1,[],3983,[]
1566,6,7,2,[],3,1000,"",[],"","",[],[],1,[],3984,[]
1567,6,7,3,[],14,1000,"",[],"","",[],[],1,[],3985,[]
1568,6,7,4,[],16,1000,"",[],"","",[],[],1,[],3986,[]
1569,6,7,5,[],17,1000,"",[],"","",[],[],1,[],3987,[]
1570,6,7,6,[],"",100,"",[],"","",[],[],"",[],3988,[]
1571,6,11,0,[],"",100,"",[],"","",[],[],"",[],3989,[]
1572,6,11,1,[1],"",300,"",[],"","",[],[],"",[],3990,[]
1573,6,11,2,[3],"",300,"",[],"","",[],[],"",[],3991,[]
1574,6,12,0,[],"",100,"",[1],"","",[],[],"",[],3992,[]
1575,6,12,1,[],"",100,"",[2],"","",[],[],"",[],3993,[]
1576,6,12,2,[],"",100,"",[0],"","",[],[],"",[],3994,[]
1577,6,14,0,[],"",100,"",[],"","",[],[],"",[],3995,[]
1578,6,0,15,[9],"",100,"",[],"",1,[],[],"",[],3996,[]
1579,6,4,3,[],"",100,"",[],"",1,[],[],"",[],3997,[]
1580,6,5,12,[],"",100,"",[],"",1,[],[],"",[],3998,[]
1581,6,9,6,[],"",100,"",[],"",1,[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3999,[]
1582,6,11,3,[],"",100,"",[],"",1,[],[],"",[],4000,[]
1583,11,0,0,[],"",100,"",[],"","",[],[],1,[9],4006,[]
1584,11,0,1,[],"",100,1,[],"","",[],[],"",[],4007,[]
1585,11,0,2,[],"",100,1,[],"","",[],[],"",[],4008,[]
1586,11,0,3,[],"",100,2,[],"","",[],[],"",[],4009,[]
1587,11,0,4,[],"",100,4,[],"","",[],[],"",[],4010,[]
1588,11,0,5,[],"",100,3,[],"","",[],[],"",[],4011,[]
1589,11,0,6,[1],"",300,"",[],"","",[],[],"",[],4012,[]
1590,11,0,7,[3],"",300,"",[],"","",[],[],"",[],4013,[]
1591,11,0,8,[5],"",300,"",[],"","",[],[],"",[],4014,[]
1592,11,0,9,[6],"",300,"",[],"","",[],[],"",[],4015,[]
1593,11,0,10,[2],"",300,"",[],"","",[],[],"",[],4016,[]
1594,11,0,11,[],"",100,"",[],24,"",[],[],"",[],4017,[]
1595,11,0,12,[],"",100,"",[],14,"",[],[],"",[],4018,[]
1596,11,0,13,[],"",100,"",[],3,"",[],[],"",[],4019,[]
1597,11,0,14,[],"",100,"",[],1,"",[],[],"",[],4020,[]
1598,11,0,15,[],"",100,"",[],21,"",[],[],"",[],4021,[]
1599,11,13,0,[],"",100,"",[],"","",[],[],1,[],4022,[]
1600,11,1,0,[],"",100,1,[],"","",[],[],"",[],4023,[]
1601,11,1,1,[],"",100,2,[],"","",[],[],"",[],4024,[]
1602,11,1,2,[],"",100,4,[],"","",[],[],"",[],4025,[]
1603,11,1,3,[],"",100,3,[],"","",[],[],"",[],4026,[]
1604,11,1,4,[],"",100,"",[],"","",[],[],"",[],4027,[]
1605,11,1,5,[],1,100,"","[1,2]","","",[],[],1,[],4028,[]
1606,11,1,6,[],2,1000,"","[1,2]","","",[],[],1,[],4029,[]
1607,11,1,7,[],9,1000,"","[1,2]","","",[],[],1,[],4030,[]
1608,11,1,8,[],15,1000,"","[1,2]","","",[],[],1,[],4031,[]
1609,11,1,9,[],16,1000,"","[1,2]","","",[],[],1,[],4032,[]
1610,11,1,10,[],"",1000,"","[1,2]","","",[],[],"",[],4033,[]
1611,11,1,11,[],"",100,"","[1,2]","","",[7],[],"",[],4034,[]
1612,11,1,12,[],"",100,1,[0],"","",[],[],"",[],4035,[]
1613,11,1,13,[],"",100,2,[0],"","",[],[],"",[],4036,[]
1614,11,1,14,[],"",100,4,[0],"","",[],[],"",[],4037,[]
1615,11,1,15,[],"",100,3,[0],"","",[],[],"",[],4038,[]
1616,11,1,16,[],1,1000,"",[0],"","",[],[],1,[],4039,[]
1617,11,1,17,[],2,1000,"",[0],"","",[],[],1,[],4040,[]
1618,11,1,18,[],3,1000,"",[0],"","",[],[],1,[],4041,[]
1619,11,1,19,[],5,1000,"",[0],"","",[],[],1,[],4042,[]
1620,11,1,20,[],15,1000,"",[0],"","",[],[],1,[],4043,[]
1621,11,1,21,[],"",100,"",[0],"","",[],[],"",[],4044,[]
1622,11,2,0,[],"",100,1,[0],"","",[],[],"",[],4045,[]
1623,11,2,1,[],"",100,2,[0],"","",[],[],"",[],4046,[]
1624,11,2,2,[],"",100,4,[0],"","",[],[],"",[],4047,[]
1625,11,2,3,[],"",100,3,[0],"","",[],[],"",[],4048,[]
1626,11,2,4,[],1,1000,"",[0],"","",[],[],1,[],4049,[]
1627,11,2,5,[],2,1000,"",[0],"","",[],[],1,[],4050,[]
1628,11,2,6,[],5,1000,"",[0],"","",[],[],1,[],4051,[]
1629,11,2,7,[],9,1000,"",[0],"","",[],[],1,[],4052,[]
1630,11,2,8,[],12,1000,"",[0],"","",[],[],1,[],4053,[]
1631,11,2,9,[],15,1000,"",[0],"","",[],[],1,[],4054,[]
1632,11,2,10,[],"",100,"",[0],"","",[],[],"",[],4055,[]
1633,11,1,22,[7],"",100,1,[],"","",[],[],"",[],4056,[]
1634,11,1,23,[7],"",100,2,[],"","",[],[],"",[],4057,[]
1635,11,1,24,[7],"",100,4,[],"","",[],[],"",[],4058,[]
1636,11,1,25,[7],"",100,3,[],"","",[],[],"",[],4059,[]
1637,11,1,26,[7],1,1000,"",[],"","",[],[],1,[],4060,[]
1638,11,1,27,[7],2,1000,"",[],"","",[],[],1,[],4061,[]
1639,11,1,28,[7],6,1000,"",[],"","",[],[],1,[],4062,[]
1640,11,1,29,[7],12,1000,"",[],"","",[],[],1,[],4063,[]
1641,11,1,30,[7],16,1000,"",[],"","",[],[],1,[],4064,[]
1642,11,1,31,[7],"",100,"",[],"","",[],[],"",[],4065,[]
1643,11,3,0,[],"",100,1,[],"","",[],[],"",[],4066,[]
1644,11,3,1,[],"",100,2,[],"","",[],[],"",[],4067,[]
1645,11,3,2,[],"",100,4,[],"","",[],[],"",[],4068,[]
1646,11,3,3,[],"",100,3,[],"","",[],[],"",[],4069,[]
1647,11,4,0,[],"",100,"",[0],"","",[],[],"",[],4070,[]
1648,11,4,1,[],"",100,2,[],"","",[],[],"",[],4071,[]
1649,11,4,2,[],"",100,4,[],"","",[],[],"",[],4072,[]
1650,11,5,0,[],"",100,1,[],"","",[],[],"",[],4073,[]
1651,11,5,1,[],"",100,2,[],"","",[],[],"",[],4074,[]
1652,11,5,2,[],"",100,4,[],"","",[],[],"",[],4075,[]
1653,11,5,3,[],"",100,3,[],"","",[],[],"",[],4076,[]
1654,11,5,4,[1],"",300,"",[],"","",[],[],"",[],4077,[]
1655,11,5,5,[3],"",300,"",[],"","",[],[],"",[],4078,[]
1656,11,5,6,[5],"",300,"",[],"","",[],[],"",[],4079,[]
1657,11,5,7,[6],"",300,"",[],"","",[],[],"",[],4080,[]
1658,11,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],4081,[]
1659,11,5,9,[],"",100,"","[1,2]","","",[],[],"",[],4082,[]
1660,11,5,10,[],"",100,"",[0],"","",[],[],"",[],4083,[]
1661,11,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],4084,[]
1662,11,8,1,[],"",300,"",[],"","",[],[3],"",[],4085,[]
1663,11,8,2,[],"",300,"",[],"","",[],[7],"",[],4086,[]
1664,11,8,3,[],"",300,"",[],"","",[],"[4,13,14,15]","",[],4087,[]
1665,11,8,4,[],"",300,"",[],"","",[],[10],"",[],4088,[]
1666,11,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],4089,[]
1667,11,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],4090,[]
1668,11,9,0,[],"",100,"",[],"","",[],"[3,13,14,15]","",[],4091,[]
1669,11,9,1,[],"",100,"",[],"","",[],[7],"",[],4092,[]
1670,11,9,2,[],"",100,"",[],"","",[],[4],"",[],4093,[]
1671,11,9,3,[],"",100,"",[],"","",[],[10],"",[],4094,[]
1672,11,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],4095,[]
1673,11,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],4096,[]
1674,11,6,0,[],"",300,"",[],"","",[],[5],"",[],4097,[]
1675,11,6,1,[],"",300,"",[],"","",[],"[11,17,16]","",[],4098,[]
1676,11,6,2,[],"",300,"",[],"","",[],[6],"",[],4099,[]
1677,11,6,3,[],"",300,"",[],"","",[],[12],"",[],4100,[]
1678,11,6,4,[],1,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4101,[]
1679,11,6,5,[],2,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4102,[]
1680,11,6,6,[],9,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4103,[]
1681,11,6,7,[],10,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4104,[]
1682,11,6,8,[],15,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4105,[]
1683,11,10,0,[],"",100,"",[],"","",[],[2],"",[],4106,[]
1684,11,10,1,[],"",100,"",[],"","",[7],[2],"",[],4107,[]
1685,11,10,2,[],"",100,"",[2],"","",[],[2],"",[],4108,[]
1686,11,10,3,[1],"",300,"",[],"","",[],[2],"",[],4109,[]
1687,11,7,0,[],"",100,"",[],"","",[],[],"",[],4110,[]
1688,11,7,1,[],1,1000,"",[],"","",[],[],1,[],4111,[]
1689,11,7,2,[],2,1000,"",[],"","",[],[],1,[],4112,[]
1690,11,7,3,[],9,1000,"",[],"","",[],[],1,[],4113,[]
1691,11,7,4,[],12,1000,"",[],"","",[],[],1,[],4114,[]
1692,11,7,5,[],15,1000,"",[],"","",[],[],1,[],4115,[]
1693,11,7,6,[],"",100,"",[],"","",[],[],"",[],4116,[]
1694,11,11,0,[],"",100,"",[],"","",[],[],"",[],4117,[]
1695,11,11,1,[1],"",300,"",[],"","",[],[],"",[],4118,[]
1696,11,11,2,[3],"",300,"",[],"","",[],[],"",[],4119,[]
1697,11,12,0,[],"",100,"",[1],"","",[],[],"",[],4120,[]
1698,11,12,1,[],"",100,"",[2],"","",[],[],"",[],4121,[]
1699,11,12,2,[],"",100,"",[0],"","",[],[],"",[],4122,[]
1700,11,14,0,[],"",100,"",[],"","",[],[],"",[],4123,[]
1701,11,0,16,[9],"",100,"",[],"",1,[],[],"",[],4124,[]
1702,11,4,3,[],"",100,"",[],"",1,[],[],"",[],4125,[]
1703,11,5,12,[],"",100,"",[],"",1,[],[],"",[],4126,[]
1704,11,9,6,[],"",100,"",[],"",1,[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],4127,[]
1705,11,11,3,[],"",100,"",[],"",1,[],[],"",[],4128,[]
1706,17,0,0,[],"",100,"",[],"","",[],[],1,[9],4134,[]
1707,17,0,1,[],"",100,1,[],"","",[],[],"",[],4135,[]
1708,17,0,2,[],"",100,2,[],"","",[],[],"",[],4136,[]
1709,17,0,3,[],"",100,4,[],"","",[],[],"",[],4137,[]
1710,17,0,4,[],"",100,3,[],"","",[],[],"",[],4138,[]
1711,17,0,5,[1],"",300,"",[],"","",[],[],"",[],4139,[]
1712,17,0,6,[3],"",300,"",[],"","",[],[],"",[],4140,[]
1713,17,0,7,[5],"",300,"",[],"","",[],[],"",[],4141,[]
1714,17,0,8,[6],"",300,"",[],"","",[],[],"",[],4142,[]
1715,17,0,9,[2],"",300,"",[],"","",[],[],"",[],4143,[]
1716,17,0,10,[2],"",300,"",[],"","",[],[],"",[],4144,[]
1717,17,0,11,[],"",100,"",[],24,"",[],[],"",[],4145,[]
1718,17,0,12,[],"",100,"",[],14,"",[],[],"",[],4146,[]
1719,17,0,13,[],"",100,"",[],3,"",[],[],"",[],4147,[]
1720,17,0,14,[],"",100,"",[],1,"",[],[],"",[],4148,[]
1721,17,0,15,[],"",100,"",[],1,"",[],[],"",[],4149,[]
1722,17,0,16,[],"",100,"",[],11,"",[],[],"",[],4150,[]
1723,17,13,0,[],"",100,"",[],"","",[],[],1,[],4151,[]
1724,17,1,0,[],"",100,1,[],"","",[],[],"",[],4152,[]
1725,17,1,1,[],"",100,2,[],"","",[],[],"",[],4153,[]
1726,17,1,2,[],"",100,4,[],"","",[],[],"",[],4154,[]
1727,17,1,3,[],"",100,3,[],"","",[],[],"",[],4155,[]
1728,17,1,4,[],"",100,"",[],"","",[],[],"",[],4156,[]
1729,17,1,5,[],"",100,"","[1,2]","","",[],[],"",[],4157,[]
1730,17,1,6,[],7,1000,"","[1,2]","","",[],[],1,[],4158,[]
1731,17,1,7,[],9,1000,"","[1,2]","","",[],[],1,[],4159,[]
1732,17,1,8,[],6,1000,"","[1,2]","","",[],[],1,[],4160,[]
1733,17,1,9,[],12,1000,"","[1,2]","","",[],[],1,[],4161,[]
1734,17,1,10,[],13,1000,"","[1,2]","","",[],[],1,[],4162,[]
1735,17,1,11,[],"",100,"","[1,2]","","",[7],[],"",[],4163,[]
1736,17,1,12,[],"",100,1,[0],"","",[],[],"",[],4164,[]
1737,17,1,13,[],"",100,2,[0],"","",[],[],"",[],4165,[]
1738,17,1,14,[],"",100,4,[0],"","",[],[],"",[],4166,[]
1739,17,1,15,[],"",100,3,[0],"","",[],[],"",[],4167,[]
1740,17,1,16,[],2,1000,"",[0],"","",[],[],1,[],4168,[]
1741,17,1,17,[],3,1000,"",[0],"","",[],[],1,[],4169,[]
1742,17,1,18,[],4,1000,"",[0],"","",[],[],1,[],4170,[]
1743,17,1,19,[],9,1000,"",[0],"","",[],[],1,[],4171,[]
1744,17,1,20,[],13,1000,"",[0],"","",[],[],1,[],4172,[]
1745,17,1,21,[],"",100,"",[0],"","",[],[],"",[],4173,[]
1746,17,2,0,[],"",100,1,[0],"","",[],[],"",[],4174,[]
1747,17,2,1,[],"",100,2,[0],"","",[],[],"",[],4175,[]
1748,17,2,2,[],"",100,4,[0],"","",[],[],"",[],4176,[]
1749,17,2,3,[],"",100,3,[0],"","",[],[],"",[],4177,[]
1750,17,2,4,[],2,1000,"",[0],"","",[],[],1,[],4178,[]
1751,17,2,5,[],3,1000,"",[0],"","",[],[],1,[],4179,[]
1752,17,2,6,[],13,1000,"",[0],"","",[],[],1,[],4180,[]
1753,17,2,7,[],0,1000,"",[0],"","",[],[],1,[],4181,[]
1754,17,2,8,[],15,1000,"",[0],"","",[],[],1,[],4182,[]
1755,17,2,9,[],"",100,"",[0],"","",[],[],"",[],4183,[]
1756,17,1,22,[7],"",100,1,[],"","",[],[],"",[],4184,[]
1757,17,1,23,[7],"",100,2,[],"","",[],[],"",[],4185,[]
1758,17,1,24,[7],"",100,4,[],"","",[],[],"",[],4186,[]
1759,17,1,25,[7],"",100,3,[],"","",[],[],"",[],4187,[]
1760,17,1,26,[7],7,1000,"",[],"","",[],[],1,[],4188,[]
1761,17,1,27,[7],4,1000,"",[],"","",[],[],1,[],4189,[]
1762,17,1,28,[7],9,1000,"",[],"","",[],[],1,[],4190,[]
1763,17,1,29,[7],6,1000,"",[],"","",[],[],1,[],4191,[]
1764,17,1,30,[7],15,1000,"",[],"","",[],[],1,[],4192,[]
1765,17,1,31,[7],"",100,"",[],"","",[],[],"",[],4193,[]
1766,17,3,0,[],"",100,1,[],"","",[],[],"",[],4194,[]
1767,17,3,1,[],"",100,2,[],"","",[],[],"",[],4195,[]
1768,17,3,2,[],"",100,4,[],"","",[],[],"",[],4196,[]
1769,17,3,3,[],"",100,3,[],"","",[],[],"",[],4197,[]
1770,17,4,0,[],"",100,"",[0],"","",[],[],"",[],4198,[]
1771,17,4,1,[],"",100,2,[],"","",[],[],"",[],4199,[]
1772,17,4,2,[],"",100,4,[],"","",[],[],"",[],4200,[]
1773,17,5,0,[],"",100,1,[],"","",[],[],"",[],4201,[]
1774,17,5,1,[],"",100,2,[],"","",[],[],"",[],4202,[]
1775,17,5,2,[],"",100,4,[],"","",[],[],"",[],4203,[]
1776,17,5,3,[],"",100,3,[],"","",[],[],"",[],4204,[]
1777,17,5,4,[1],"",300,"",[],"","",[],[],"",[],4205,[]
1778,17,5,5,[3],"",300,"",[],"","",[],[],"",[],4206,[]
1779,17,5,6,[5],"",300,"",[],"","",[],[],"",[],4207,[]
1780,17,5,7,[6],"",300,"",[],"","",[],[],"",[],4208,[]
1781,17,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],4209,[]
1782,17,5,9,[],"",100,"","[1,2]","","",[],[],"",[],4210,[]
1783,17,5,10,[],"",100,"",[0],"","",[],[],"",[],4211,[]
1784,17,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],4212,[]
1785,17,8,1,[],"",300,"",[],"","",[],"[3,13,14,15]","",[],4213,[]
1786,17,8,2,[],"",300,"",[],"","",[],[7],"",[],4214,[]
1787,17,8,3,[],"",300,"",[],"","",[],[4],"",[],4215,[]
1788,17,8,4,[],"",300,"",[],"","",[],[10],"",[],4216,[]
1789,17,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],4217,[]
1790,17,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],4218,[]
1791,17,9,0,[],"",100,"",[],"","",[],"[3,13,14,15]","",[],4219,[]
1792,17,9,1,[],"",100,"",[],"","",[],[7],"",[],4220,[]
1793,17,9,2,[],"",100,"",[],"","",[],[4],"",[],4221,[]
1794,17,9,3,[],"",100,"",[],"","",[],[10],"",[],4222,[]
1795,17,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],4223,[]
1796,17,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],4224,[]
1797,17,6,0,[],"",300,"",[],"","",[],[5],"",[],4225,[]
1798,17,6,1,[],"",300,"",[],"","",[],[11],"",[],4226,[]
1799,17,6,2,[],"",300,"",[],"","",[],[6],"",[],4227,[]
1800,17,6,3,[],"",300,"",[],"","",[],[12],"",[],4228,[]
1801,17,6,4,[],4,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4229,[]
1802,17,6,5,[],6,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4230,[]
1803,17,6,6,[],13,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4231,[]
1804,17,6,7,[],15,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4232,[]
1805,17,6,8,[],16,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],4233,[]
1806,17,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],4234,[]
1807,17,10,0,[],"",100,"",[],"","",[],[2],"",[],4235,[]
1808,17,10,1,[],"",100,"",[],"","",[7],[2],"",[],4236,[]
1809,17,10,2,[],"",100,"",[2],"","",[],[2],"",[],4237,[]
1810,17,10,3,[1],"",300,"",[],"","",[],[2],"",[],4238,[]
1811,17,7,0,[],"",100,"",[],"","",[],[],"",[],4239,[]
1812,17,7,1,[],2,1000,"",[],"","",[],[],1,[],4240,[]
1813,17,7,2,[],8,1000,"",[],"","",[],[],1,[],4241,[]
1814,17,7,3,[],6,1000,"",[],"","",[],[],1,[],4242,[]
1815,17,7,4,[],14,1000,"",[],"","",[],[],1,[],4243,[]
1816,17,7,5,[],"",100,"",[],"","",[],[],"",[],4244,[]
1817,17,11,0,[],"",100,"",[],"","",[],[],"",[],4245,[]
1818,17,11,1,[1],"",300,"",[],"","",[],[],"",[],4246,[]
1819,17,11,2,[3],"",300,"",[],"","",[],[],"",[],4247,[]
1820,17,12,0,[],"",100,"",[1],"","",[],[],"",[],4248,[]
1821,17,12,1,[],"",100,"",[2],"","",[],[],"",[],4249,[]
1822,17,12,2,[],"",100,"",[0],"","",[],[],"",[],4250,[]
1823,17,14,0,[],"",100,"",[],"","",[],[],"",[],4251,[]
1824,17,0,17,[9],"",100,"",[],"",1,[],[],"",[],4252,[]
1825,17,4,3,[],"",100,"",[],"",1,[],[],"",[],4253,[]
1826,17,5,11,[],"",100,"",[],"",1,[],[],"",[],4254,[]
