"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","CastTime","ActiveSkill","bool","bool","[i32]","rid","MultiPartAchievement","bool","SupportWeaponRestrictions","GrantedEffect","i32","i32","i32","bool"
196,"BestiaryRhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",0,0,0,""
197,"SpectralSkullShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",0,0,0,""
198,"RhoaMapBossShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",0,0,0,""
199,"AxisShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,9,"","",[],"","","",[],"",0,0,0,""
200,"DominatingBlowMinionCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,9,"","",[],"","","",[],"",0,0,0,""
201,"BetrayalElreonMinionCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,9,"","",[],"","","",[],"",0,0,0,""
202,"RhoaShieldChargeInvasion","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",0,0,0,""
203,"RhoaShieldChargeUntainted","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",0,0,0,""
204,"GuardianShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",0,0,0,""
205,"AnimatedBustShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,9,"","",[],"","","",[],"",0,1,0,""
206,"ExileShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,9,"","",[],"","","",[],"",0,0,0,""
207,"ExileShieldChargeWeak","",[],0,0,"",4,[],[],"",0,[],"",2,1000,9,"","",[],"","","",[],"",0,0,0,""
208,"ExileShieldChargeKitava","",[],0,0,"",4,[],[],"",0,[],"",2,1000,9,"","",[],"","","",[],"",0,2,0,""
209,"VaganShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,9,"","",[],"","","",[],"",0,0,0,""
210,"ProphecyRhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,9,"","",[],"","","",[],"",0,0,0,""
211,"SummonedRhoaShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,9,"","",[],"","","",[],"",0,0,0,""
212,"BoarBanditShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,9,"","",[],"","","",[],"",0,0,0,""
213,"AnimalPackShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,9,"","",[],"","","",[],"",0,0,0,""
214,"TemplarShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,9,"","",[],"","","",[],"",0,0,0,""
215,"TemplarCultistShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,9,"","",[],"","","",[],"",0,2,0,""
216,"AnimatedShieldShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,9,"","",[],"","","",[],"",0,0,0,""
217,"InvisibleDaemonShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",0,0,0,""
218,"HeistMilitaryEliteShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",1,0,0,""
219,"HeistMilitaryMinibossShieldCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",1,0,0,""
220,"HeistRoboDogCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",2,0,0,""
221,"SpikerBullCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",1,0,0,""
222,"SpikerBullChargePast","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",1,0,0,""
223,"ReaperWraithCharge","",[],0,0,"",4,[],[],"",0,[],"",2,1000,8,"","",[],"","","",[],"",2,0,0,""
224,"EnduringCry","",[],0,0,"",1,[],[],"",1255519432,[],"",2,800,11,"","",[],"","","",[],"",0,0,0,""
225,"EnduringCryRoyale","",[],0,0,"",1,[],[],"",1838011800,[],"",2,800,11,"","",[],"","","",[],"",0,0,0,""
226,"ExileEnduringCry","",[],0,0,"",1,[],[],"",0,[],"",2,800,11,"","",[],"","","",[],"",1,0,0,""
227,"MonsterEnduringCry","",[],0,0,"",1,[],[],"",0,[],"",2,800,11,"","",[],"","","",[],"",1,0,0,""
228,"EnduringCryBanditMapBoss","",[],0,0,"",1,[],[],"",0,[],"",2,800,12,"","",[],"","","",[],"",1,0,0,""
229,"MonsterEnduringCryInvasion","",[],0,0,"",1,[],[],"",0,[],"",2,800,11,"","",[],"","","",[],"",1,0,0,""
230,"WbEnduringCry","",[],0,0,"",1,[],[],"",0,[],"",2,800,11,"","",[],"","","",[],"",1,0,0,""
231,"ProphecyEnduringCry","",[],0,0,"",1,[],[],"",0,[],"",2,800,11,"","",[],"","","",[],"",1,0,0,""
232,"BeastEnduringCry","",[],0,0,"",1,[],[],"",0,[],"",2,1000,11,"","",[],"","","",[],"",1,0,0,""
233,"WestEnduringCry","",[],0,0,"",1,[],[],"",0,[],"",2,1500,11,"","",[],"","","",[],"",1,0,0,""
234,"DoubleStrike","",[],1,0.0233,"",2,[],[],"",1275924143,[],"",2,1000,17,"","",[],"","","",[],"",0,0,0,""
235,"MonsterDoubleStrike","",[],0,0,"",2,[],[],"",0,[],"",2,1000,17,"","",[],"","","",[],"",0,0,0,""
236,"AxisDoubleStrike","",[],0,0,"",2,[],[],"",0,[],"",2,1000,17,"","",[],"","","",[],"",0,0,0,""
237,"AxisDoubleStrikeTrigger","",[],0,0,"",2,[],[],"",0,[],"",2,1000,17,"","",[],"","","",[],"",0,0,0,""
238,"MonsterDoubleStrikeKitavaCleric","",[],0,0,"",2,[],[],"",0,[],"",2,1000,17,"","",[],"","","",[],"",0,0,0,""
239,"WbDoubleStrike","",[],0,0,"",2,[],[],"",0,[],"",2,1000,17,"","",[],"","","",[],"",0,0,0,""
240,"AbyssLich2DoubleStrike","",[],0,0,"",2,[],[],"",0,[],"",2,1000,17,"","",[],"","","",[],"",0,0,0,""
241,"BestiaryTigerSpiritBossDoubleStrike","",[],1,0,"",2,[],[],"",0,[],"",2,1000,17,"","",[],"","","",[],"",0,0,0,""
242,"ElementalHit","",[],2.8242,0.0314,"",2,[],[],"",-437847928,[],"",2,1000,20,"","",[],"","","",[],"",0,0,0,""
243,"ElementalHitRoyale","",[],3.5624,0.0314,"",2,[],[],"",-372651047,[],"",2,1000,20,"","",[],"","","",[],"",0,0,0,""
244,"ElementalHitSkeletonKnight","",[],1.1667,0.0428,"",2,[],[],"",0,[],"",2,1000,20,"","",[],"","","",[],"",1,0,0,""
245,"ElementalHitSkeletonKnightIncursion","",[],1,0,"",2,[],[],"",0,[],"",2,1000,20,"","",[],"","","",[],"",1,0,0,""
246,"ElementalHitSkeletonKnightInvasion","",[],1.1667,0.0428,"",2,[],[],"",0,[],"",2,1000,20,"","",[],"","","",[],"",1,0,0,""
247,"ExileElementalHit","",[],0.9333,0.0428,"",2,[],[],"",0,[],"",2,1000,20,"","",[],"","","",[],"",0,0,0,""
248,"ExileElementalHitLightning","",[],0.9333,0.0428,"",2,[],[],"",0,[],"",2,1000,20,"","",[],"","","",[],"",0,0,0,""
249,"CitystalkerElementalHit","",[],0.9333,0.0428,"",2,[],[],"",0,[],"",2,1000,20,"","",[],"","","",[],"",1,0,0,""
250,"MachinariumElementalHitFire","",[],1,0,"",2,[],[],"",0,[],"",2,1000,20,"","",[],"","","",[],"",1,0,0,""
251,"MachinariumElementalHitCold","",[],1,0,"",2,[],[],"",0,[],"",2,1000,20,"","",[],"","","",[],"",1,0,0,""
252,"MachinariumElementalHitLightning","",[],1,0,"",2,[],[],"",0,[],"",2,1000,20,"","",[],"","","",[],"",1,0,0,""
253,"ExileElementalHitBarrage","",[],0.723,0.0316,"",2,[],[],"",0,[],"",2,1000,20,"","",[],"","","",[],"",0,0,0,""
254,"ImmortalCall","",[],0,0,"",1,[],[],"",-1428241934,[],"",2,0,22,"","",[],"","","",[],"",1,0,0,""
255,"ExileImmortalCallOnDamageTaken","",[],0,0,"",1,[],[],"",0,[],"",2,850,21,"","",[],"","","",[],"",0,0,0,""
256,"VaalImmortalCall","",[],0,0,"",1,[],[],"",1173714351,[],"",2,0,23,"","",[],"","","",[],"",0,0,0,""
257,"ImmortalCallOak","",[],0,0,"",4,[],[],"",0,[],"",2,850,21,"","",[],"","","",[],"",0,0,0,""
258,"ExileImmortalCall","",[],0,0,"",4,[],[],"",0,[],"",2,850,21,"","",[],"","","",[],"",0,0,0,""
259,"WbImmortalCall","",[],0,0,"",4,[],[],"",0,[],"",2,850,21,"","",[],"","","",[],"",0,0,0,""
260,"DualStrike","",[],0,0,"",2,[],[],"",458702818,[],"",2,1000,24,"","",[],"","","",[],"",0,0,0,""
261,"DualStrikeRoyale","",[],0,0,"",2,[],[],"",635790571,[],"",2,1000,24,"","",[],"","","",[],"",0,0,0,""
262,"BanditDualStrike","",[],0,0,"",4,[],[],"",0,[],"",2,1000,24,"","",[],"","","",[],"",0,0,0,""
263,"ExileDualStrike","",[],0,0,"",4,[],[],"",0,[],"",2,1000,24,"","",[],"","","",[],"",0,0,0,""
264,"WbDualStrike","",[],0,0,"",4,[],[],"",0,[],"",2,1000,24,"","",[],"","","",[],"",0,0,0,""
265,"PerandusDualStrike","",[],0,0,"",4,[],[],"",0,[],"",2,1000,24,"","",[],"","","",[],"",0,0,0,""
266,"MonsterDemonDualStrike","",[],0,0,"",4,[],[],"",0,[],"",2,1000,24,"","",[],"","","",[],"",0,0,0,""
267,"DemonDualStrikeSideAreaBoss","",[],0,0,"",4,[],[],"",0,[],"",2,1000,24,"","",[],"","","",[],"",0,0,0,""
268,"MonsterDualStrikePitbull","",[],0,0,"",4,[],[],"",0,[],"",2,1000,24,"","",[],"","","",[],"",0,0,0,""
269,"MonsterDualStrikePitbullBleed","",[],0,0,"",4,[],[],"",0,[],"",2,1000,24,"","",[],"","","",[],"",0,0,0,""
270,"HarvestSpiderDualStrike","",[],0,0,"",4,[],[],"",0,[],"",2,1870,24,"","",[],"","","",[],"",0,1,0,""
271,"WhirlingBlades","",[],0,0,"",2,[],[],"",1140119579,[],"",2,2600,25,"","",[],"","","",[],"",0,0,0,""
272,"WhirlingBladesRoyale","",[],0,0,"",2,[],[],"",-1704745826,[],"",2,2600,25,"","",[],"","","",[],"",0,0,0,""
273,"ExileWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,25,"","",[],"","","",[],"",0,0,0,""
274,"WbWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,25,"","",[],"","","",[],"",0,0,0,""
275,"PerandusWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,25,"","",[],"","","",[],"",0,0,0,""
276,"VaganWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,25,"","",[],"","","",[],"",0,0,0,""
277,"PurgeHoundWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,2600,817,"","",[],"","","",[],"",0,0,0,""
278,"DarkExileWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,25,"","",[],"","","",[],"",0,0,0,""
279,"UndyingWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,25,"","",[],"","","",[],"",0,0,0,""
280,"UndyingWhirlingBladesInvasion","",[],0,0,"",4,[],[],"",0,[],"",2,1430,25,"","",[],"","","",[],"",0,0,0,""
281,"FireMonsterWhirlingBlades","",[],1.0889,0.0646,"",4,[],[],"",0,[],"",2,1430,25,"","",[],"","","",[],"",1,0,0,""
282,"FireMonsterWhirlingBladesInvasion","",[],1.0889,0.0646,"",4,[],[],"",0,[],"",2,1430,25,"","",[],"","","",[],"",1,0,0,""
283,"MossMonsterWhirlingBlades","",[],2.14,0.0475,"",4,[],[],"",0,[],"",2,1430,25,"","",[],"","","",[],"",1,0,0,""
284,"MossMonsterWhirlingBladesUnique","",[],2.14,0.0475,"",4,[],[],"",0,[],"",2,1430,25,"","",[],"","","",[],"",1,0,0,""
285,"MossMonsterWhirlingBladesInvasion","",[],2.14,0.0475,"",4,[],[],"",0,[],"",2,1430,25,"","",[],"","","",[],"",1,0,0,""
286,"RockGolemWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,25,"","",[],"","","",[],"",1,0,0,""
287,"RockGolemMinionWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,25,"","",[],"","","",[],"",1,0,0,""
288,"CorpseWheelWhirlingBlades","",[],0,0,"",4,[],[],"",0,[],"",2,1430,25,"","",[],"","","",[],"",0,0,0,""
289,"KitavaDemonWhirlingBlades","",[],2.6667,0.0625,"",4,[],[],"",0,[],"",2,1859,25,"","",[],"","","",[],"",1,0,0,""
290,"PlaguewingWhirlingBlades","",[],1.7333,0.04,"",4,[],[],"",0,[],"",2,1962,25,"","",[],"","","",[],"",1,0,0,""
291,"AbyssMineBatWhirlingBlades","",[],1.7333,0.04,"",4,[],[],"",0,[],"",2,1859,25,"","",[],"","","",[],"",1,0,0,""
292,"NessaCrabWhirlingBlades","",[],1,0,"",4,[],[],"",0,[],"",2,4950,25,"","",[],"","","",[],"",0,0,0,""
293,"ElderGuardianWhirlingBlades","",[],0.98,0.0646,"",4,[],[],"",0,[],"",2,1100,25,"","",[],2,"","",[],"",0,0,0,""
294,"ExpeditionWhirlingBlades","",[],1,0,"",4,[],[],"",0,[],"",2,866,25,"","",[],"","","",[],"",1,0,35,""
295,"VilentaDash","",[],0.98,0.0646,"",4,[],[],"",0,[],"",2,1100,25,"","",[],"","","",[],"",0,0,0,""
296,"VilentaDashMap","",[],0.98,0.0646,"",4,[],[],"",0,[],"",2,1100,25,"","",[],"","","",[],"",0,0,0,""
297,"DelveProtoVaalDash","",[],0.98,0.0646,"",4,[],[],"",0,[],"",2,644,25,"","",[],"","","",[],"",0,0,0,""
298,"ElderGuardianWhirlingBladesBarrage","",[],0.98,0.0646,"",4,[],[],"",0,[],"",2,1430,25,"","",[],"","","",[],"",0,0,0,""
299,"BetrayalVoriciCloneDash","",[],1,0,"",4,[],[],"",0,[],"",2,1500,25,"","",[],"","","",[],"",0,0,0,""
300,"BoneGolemWhirl","",[],1,0,"",4,[],[],"",0,[],"",2,2700,25,"","",[],"","","",[],"",0,1,0,""
301,"HeistRobotClockworkRoll","",[],1,0,"",4,[],[],"",0,[],"",2,1900,25,"","",[],35,"","",[],"",0,0,0,""
302,"HeistCultistUnarmedLeap","",[],1,0,"",4,[],[],"",0,[],"",2,1130,25,"","",[],14,"","",[],"",1,0,0,""
303,"DrakelingWhirlingBlades","",[],1,0,"",4,[],[],"",0,[],"",2,1830,25,"","",[],"","","",[],"",1,0,0,""
304,"Frenzy","",[],0,0,"",2,[],[],"",1911070900,[],"",2,1000,26,"","",[],"","","",[],"",0,0,0,""
305,"MonsterFrenzy","",[],0,0,"",2,[],[],"",0,[],"",2,1000,26,"","",[],"","","",[],"",0,0,0,""
306,"BanditLeaderFrenzyMapBoss","",[],0,0,"",2,[],[],"",0,[],"",2,1000,26,"","",[],"","","",[],"",0,0,0,""
307,"ExileFrenzy","",[],0,0,"",2,[],[],"",0,[],"",2,1000,26,"","",[],"","","",[],"",0,0,0,""
308,"WbFrenzy","",[],0,0,"",2,[],[],"",0,[],"",2,1000,26,"","",[],"","","",[],"",0,0,0,""
309,"WbFrenzyFortify","",[],0,0,"",2,[],[],"",0,[],"",2,1000,26,"","",[],"","","",[],"",0,0,0,""
310,"DetonateDead","",[],4.03,0.0317,"",2,[],[],"",-1171997431,[],"",2,600,30,"","",[],"","","",[],"",0,0,0,""
311,"DetonateDeadRoyale","",[],2.67,0.0317,"",2,[],[],"",1473389154,[],"",2,600,30,"","",[],"","","",[],"",0,0,0,""
312,"TormentSpiritVaalDetonateDead","",[],1.5111,0.0143,"",2,[],[],"",0,[],"",2,800,32,"","",[],"","","",[],"",0,0,0,""
313,"BeyondDemonVaalDetonateDead","",[],0.8889,0.037,"",2,[],[],"",0,[],"",2,1750,665,"","",[],32,"","",[],"",0,0,0,""
314,"MonsterVaalDetonateDeadInvasion","",[],1.1111,0.025,"",2,[],[],"",0,[],"",2,2250,665,"","",[],"","","",[],"",0,0,0,""
315,"BanditDetonateDead","",[],1.5111,0.019,"",4,[],[],"",0,[],"",2,800,29,"","",[],"","","",[],"",0,0,0,""
316,"BellyTotemDetonateDead","",[],1.9444,0.019,"",4,[],[],"",0,[],"",2,800,29,"","",[],"","","",[],"",0,0,0,""
317,"BanditBossDetonateDeadDescent","",[],1.5111,0.019,"",4,[],[],"",0,[],"",2,800,29,"","",[],"","","",[],"",0,0,0,""
318,"MonsterTotemDetonateDead","",[],1.5111,0.019,"",4,[],[],"",0,[],"",2,800,29,"","",[],"","","",[],"",0,0,0,""
319,"DetonateDeadDaemon","",[],2.2222,0.0143,"",2,[],[],"",0,[],"",2,800,29,"","",[],"","","",[],"",0,0,0,""
320,"DetonateDeadDaemonRepeat","",[],2.2222,0.0143,"",2,[],[],"",0,[],"",2,800,29,"","",[],"","","",[],"",0,0,0,""
321,"ExperimenterDetonateDead","",[],1.5111,0.0143,"",4,[],[],"",0,[],"",2,800,29,"","",[],"","","",[],"",0,0,0,""
322,"TormentDaemonDetonateDead","",[],1.5111,0.0143,"",4,[],[],"",0,[],"",2,800,29,"","",[],"","","",[],"",0,0,0,""
323,"DetonateDeadSideAreaBoss","",[],1.5111,0.0143,"",4,[],[],"",0,[],"",2,800,29,"","",[],"","","",[],"",0,0,0,""
324,"MaligaroDetonateDead","",[],1.5111,0.019,"",4,[],[],"",0,[],"",2,800,29,"","",[],"","","",[],"",0,0,0,""
325,"WbDetonateDead","",[],2.1156,0.03,"",4,[],[],"",0,[],"",2,800,29,"","",[],"","","",[],"",0,0,0,""
326,"DroolmawDetonateDead","",[],2.1156,0.03,"",4,[],[],"",0,[],"",2,800,29,"","",[],"","","",[],"",0,0,0,""
327,"DroolmawDetonateDeadNoTotem","",[],2.1156,0.03,"",4,[],[],"",0,[],"",2,800,29,"","",[],"","","",[],"",0,0,0,""
328,"Snipe","",[],0,0,"",2,[],[],"",-414369612,[],"",2,5000,33,"","",[],"","","",[],"",0,0,0,""
329,"SplitArrow","",[],0.5,0.0233,"",2,[],[],"",809798376,[],"",2,1000,37,"","",[],"","","",[],"",0,0,0,""
330,"MonsterSplitArrow","",[],0.5,0.0233,"",2,[],[],"",0,[],"",2,1000,37,"","",[],"","","",[],"",0,0,0,""
331,"MonsterSplitArrow2","",[],0.5,0.0233,"",2,[],[],"",0,[],"",2,1000,37,"","",[],"","","",[],"",0,0,0,""
332,"ExileSplitArrow","",[],0,0,"",2,[],[],"",0,[],"",2,1000,37,"","",[],"","","",[],"",0,0,0,""
333,"ExileRangerSplitArrow","",[],0,0,"",2,[],[],"",0,[],"",2,1000,37,"","",[],"","","",[],"",0,1,0,""
334,"BeyondDemonSplitArrow","",[],0,0,"",2,[],[],"",0,[],"",2,1000,37,"","",[],"","","",[],"",0,0,0,""
335,"BanditStagSplitArrow","",[],0,0,"",2,[],[],"",0,[],"",2,1000,37,"","",[],"","","",[],"",0,0,0,""
336,"BanditStagSplitArrowMetamorph","",[],0,0,"",2,[],[],"",0,[],"",2,1000,37,"","",[],53,"","",[],"",0,1,0,""
337,"Melee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
338,"MeleeAtAnimationSpeed","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
339,"MeleeAtAnimationSpeedDeferDamagePrediction","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
340,"MeleeAtAnimationSpeedFire","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
341,"MeleeAtAnimationSpeedCold","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
342,"MeleeAtAnimationSpeedLightning","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
343,"MeleeAtAnimationSpeedChaos","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
344,"MeleeAtAnimationSpeed2","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],3,"","",[],"",0,0,0,""
345,"MeleeAtAnimationSpeedUnique","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
346,"MeleeAtAnimationSpeedUniqueNonStickArrows","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
347,"MeleeAtAnimationSpeedFireUnique","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
348,"MeleeAtAnimationSpeedColdUnique","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
349,"MeleeAtAnimationSpeedUniqueWithDirectionalKnockback","",[],1,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
350,"MeleeAtAnimationSpeedWithDirectionalKnockback","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
351,"MeleeAtAnimationSpeedWithDirectionalKnockbackOlroth","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,39,""
352,"MeleeAtAnimationSpeedUniqueMaim","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
353,"AxisGeneralMeleeAtAnimationSpeedUnique","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
354,"DoubleStrikeMeleeAtAnimationSpeed","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],15,"","",[],"",0,0,0,""
355,"DoubleStrikeMeleeAtAnimationSpeedUnique","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],15,"","",[],"",0,0,0,""
356,"HellscapeDemonBossMeleeAtAnimationSpeedFireKnockback","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
357,"PlayerMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,1,0,""
358,"MonsterMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,1,0,""
359,"MonsterMeleeUnarmed","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,4,0,""
360,"MonsterMeleeUnarmedGreen","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,5,0,""
361,"MeleeUseContactPoint","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
362,"MeleeElderGuardianGold","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
363,"MeleeKitavaMinion","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
364,"MeleeDusk","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
365,"MeleeProtoVaal","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
366,"DelveMeleeCold","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
367,"DelveMeleeFire","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
368,"DelveMeleeLightning","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
369,"ShaperMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
370,"IzaroMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
371,"MinotaurMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
372,"VilentaEnrageMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
373,"VilentaEnrageMeleeMap","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
374,"BlackguardJaegerMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
375,"SpikerBossMultistrikeMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
376,"RagingSpiritMeleeAttack","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
377,"ProphecyRagingSpiritMeleeAttack","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
378,"BrutusMeleeAttack","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
379,"BruteTowerMeleeAttack","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
380,"BruteTowerMeleeAttackEmpowered","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
381,"MalachaiMeleeAttack","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
382,"MeleeSpiralStrMissionTotem","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
383,"MonsterMeleeSplash","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
384,"VaalSideAreaBoss1Melee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
385,"DelveLavaGargoyleBossMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"",49,"",[],"",0,0,0,""
386,"MeleeEinhar","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
387,"MeleeTora","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
388,"BetrayalSkeletonMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
389,"BetrayalLabMelee","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
390,"MeleeJun","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
391,"MeleeBetrayalGravicius","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
392,"MeleeBetrayalThane","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
393,"MeleeBetrayalVagan","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
394,"MeleeBetrayalRiker","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
395,"MeleeBetrayalRin","",[],0,0,"",4,[],[],"",0,[],"",2,1000,58,"","",[],"","","",[],"",0,0,0,""
