"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","rid"
123,"Metadata/Items/Currency/CurrencyEssenceFear5",30,1,1,"Shrieking Essence of Fear","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10650,117284401,[],"","","",[],[],"","","","","",41
124,"Metadata/Items/Currency/CurrencyEssenceFear6",30,1,1,"Deafening Essence of Fear","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],31,1,10651,-779044208,[],"","","",[],[],"","","","","",41
125,"Metadata/Items/Currency/CurrencyEssenceSuffering1",30,1,1,"Weeping Essence of Suffering","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],31,1,10652,836789809,[],"","","",[],[],"","","","","",41
126,"Metadata/Items/Currency/CurrencyEssenceSuffering2",30,1,1,"Wailing Essence of Suffering","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],31,1,10653,-1267169214,[],"","","",[],[],"","","","","",41
127,"Metadata/Items/Currency/CurrencyEssenceSuffering3",30,1,1,"Screaming Essence of Suffering","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],31,1,10654,-1833058895,[],"","","",[],[],"","","","","",41
128,"Metadata/Items/Currency/CurrencyEssenceSuffering4",30,1,1,"Shrieking Essence of Suffering","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10655,864068417,[],"","","",[],[],"","","","","",41
129,"Metadata/Items/Currency/CurrencyEssenceSuffering5",30,1,1,"Deafening Essence of Suffering","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],31,1,10656,222024053,[],"","","",[],[],"","","","","",41
130,"Metadata/Items/Currency/CurrencyEssenceRage1",30,1,1,"Weeping Essence of Rage","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],31,1,10657,-1583709973,[],"","","",[],[],"","","","","",41
131,"Metadata/Items/Currency/CurrencyEssenceRage2",30,1,1,"Wailing Essence of Rage","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],31,1,10658,292711936,[],"","","",[],[],"","","","","",41
132,"Metadata/Items/Currency/CurrencyEssenceRage3",30,1,1,"Screaming Essence of Rage","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],31,1,10659,-645724387,[],"","","",[],[],"","","","","",41
133,"Metadata/Items/Currency/CurrencyEssenceRage4",30,1,1,"Shrieking Essence of Rage","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10660,-193173256,[],"","","",[],[],"","","","","",41
134,"Metadata/Items/Currency/CurrencyEssenceRage5",30,1,1,"Deafening Essence of Rage","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],31,1,10661,-954409300,[],"","","",[],[],"","","","","",41
135,"Metadata/Items/Currency/CurrencyEssenceWrath1",30,1,1,"Weeping Essence of Wrath","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],31,1,10662,1046769873,[],"","","",[],[],"","","","","",41
136,"Metadata/Items/Currency/CurrencyEssenceWrath2",30,1,1,"Wailing Essence of Wrath","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],31,1,10663,-383181272,[],"","","",[],[],"","","","","",41
137,"Metadata/Items/Currency/CurrencyEssenceWrath3",30,1,1,"Screaming Essence of Wrath","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],31,1,10664,491155825,[],"","","",[],[],"","","","","",41
138,"Metadata/Items/Currency/CurrencyEssenceWrath4",30,1,1,"Shrieking Essence of Wrath","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10665,-150361862,[],"","","",[],[],"","","","","",41
139,"Metadata/Items/Currency/CurrencyEssenceWrath5",30,1,1,"Deafening Essence of Wrath","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],31,1,10666,1926779813,[],"","","",[],[],"","","","","",41
140,"Metadata/Items/Currency/CurrencyEssenceDoubt1",30,1,1,"Weeping Essence of Doubt","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[302],31,1,10667,-557327777,[],"","","",[],[],"","","","","",41
141,"Metadata/Items/Currency/CurrencyEssenceDoubt2",30,1,1,"Wailing Essence of Doubt","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],31,1,10668,-1074439089,[],"","","",[],[],"","","","","",41
142,"Metadata/Items/Currency/CurrencyEssenceDoubt3",30,1,1,"Screaming Essence of Doubt","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],31,1,10669,1419643846,[],"","","",[],[],"","","","","",41
143,"Metadata/Items/Currency/CurrencyEssenceDoubt4",30,1,1,"Shrieking Essence of Doubt","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10670,2044538361,[],"","","",[],[],"","","","","",41
144,"Metadata/Items/Currency/CurrencyEssenceDoubt5",30,1,1,"Deafening Essence of Doubt","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],31,1,10671,-444339820,[],"","","",[],[],"","","","","",41
145,"Metadata/Items/Currency/CurrencyEssenceAnguish1",30,1,1,"Wailing Essence of Anguish","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],31,1,10672,-964777382,[],"","","",[],[],"","","","","",41
146,"Metadata/Items/Currency/CurrencyEssenceAnguish2",30,1,1,"Screaming Essence of Anguish","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],31,1,10673,1027011185,[],"","","",[],[],"","","","","",41
147,"Metadata/Items/Currency/CurrencyEssenceAnguish3",30,1,1,"Shrieking Essence of Anguish","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10674,-1839053998,[],"","","",[],[],"","","","","",41
148,"Metadata/Items/Currency/CurrencyEssenceAnguish4",30,1,1,"Deafening Essence of Anguish","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],31,1,10675,1845632009,[],"","","",[],[],"","","","","",41
149,"Metadata/Items/Currency/CurrencyEssenceLoathing1",30,1,1,"Wailing Essence of Loathing","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],31,1,10676,-1618168670,[],"","","",[],[],"","","","","",41
150,"Metadata/Items/Currency/CurrencyEssenceLoathing2",30,1,1,"Screaming Essence of Loathing","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],31,1,10677,-2058874949,[],"","","",[],[],"","","","","",41
151,"Metadata/Items/Currency/CurrencyEssenceLoathing3",30,1,1,"Shrieking Essence of Loathing","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10678,-697952158,[],"","","",[],[],"","","","","",41
152,"Metadata/Items/Currency/CurrencyEssenceLoathing4",30,1,1,"Deafening Essence of Loathing","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],31,1,10679,-417900903,[],"","","",[],[],"","","","","",41
153,"Metadata/Items/Currency/CurrencyEssenceSpite1",30,1,1,"Wailing Essence of Spite","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],31,1,10680,-2072698540,[],"","","",[],[],"","","","","",41
154,"Metadata/Items/Currency/CurrencyEssenceSpite2",30,1,1,"Screaming Essence of Spite","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],31,1,10681,-19953861,[],"","","",[],[],"","","","","",41
155,"Metadata/Items/Currency/CurrencyEssenceSpite3",30,1,1,"Shrieking Essence of Spite","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10682,-1542366365,[],"","","",[],[],"","","","","",41
156,"Metadata/Items/Currency/CurrencyEssenceSpite4",30,1,1,"Deafening Essence of Spite","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],31,1,10683,473094408,[],"","","",[],[],"","","","","",41
157,"Metadata/Items/Currency/CurrencyEssenceZeal1",30,1,1,"Wailing Essence of Zeal","Metadata/Items/Currency/StackableCurrency",42,"",[],1,34,[302],31,1,10684,-355385139,[],"","","",[],[],"","","","","",41
158,"Metadata/Items/Currency/CurrencyEssenceZeal2",30,1,1,"Screaming Essence of Zeal","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],31,1,10685,839378797,[],"","","",[],[],"","","","","",41
159,"Metadata/Items/Currency/CurrencyEssenceZeal3",30,1,1,"Shrieking Essence of Zeal","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10686,-1822562206,[],"","","",[],[],"","","","","",41
160,"Metadata/Items/Currency/CurrencyEssenceZeal4",30,1,1,"Deafening Essence of Zeal","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],31,1,10687,1492393166,[],"","","",[],[],"","","","","",41
161,"Metadata/Items/Currency/CurrencyEssenceMisery1",30,1,1,"Screaming Essence of Misery","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],31,1,10688,-760080401,[],"","","",[],[],"","","","","",41
162,"Metadata/Items/Currency/CurrencyEssenceMisery2",30,1,1,"Shrieking Essence of Misery","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10689,557934500,[],"","","",[],[],"","","","","",41
163,"Metadata/Items/Currency/CurrencyEssenceMisery3",30,1,1,"Deafening Essence of Misery","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],31,1,10690,-1973061961,[],"","","",[],[],"","","","","",41
164,"Metadata/Items/Currency/CurrencyEssenceDread1",30,1,1,"Screaming Essence of Dread","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],31,1,10691,2086905859,[],"","","",[],[],"","","","","",41
165,"Metadata/Items/Currency/CurrencyEssenceDread2",30,1,1,"Shrieking Essence of Dread","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10692,330229883,[],"","","",[],[],"","","","","",41
166,"Metadata/Items/Currency/CurrencyEssenceDread3",30,1,1,"Deafening Essence of Dread","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],31,1,10693,1669260288,[],"","","",[],[],"","","","","",41
167,"Metadata/Items/Currency/CurrencyEssenceScorn1",30,1,1,"Screaming Essence of Scorn","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],31,1,10694,122642368,[],"","","",[],[],"","","","","",41
168,"Metadata/Items/Currency/CurrencyEssenceScorn2",30,1,1,"Shrieking Essence of Scorn","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10695,-1016206409,[],"","","",[],[],"","","","","",41
169,"Metadata/Items/Currency/CurrencyEssenceScorn3",30,1,1,"Deafening Essence of Scorn","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],31,1,10696,1247641969,[],"","","",[],[],"","","","","",41
170,"Metadata/Items/Currency/CurrencyEssenceEnvy1",30,1,1,"Screaming Essence of Envy","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[302],31,1,10697,-1691201624,[],"","","",[],[],"","","","","",41
171,"Metadata/Items/Currency/CurrencyEssenceEnvy2",30,1,1,"Shrieking Essence of Envy","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10698,-718463325,[],"","","",[],[],"","","","","",41
172,"Metadata/Items/Currency/CurrencyEssenceEnvy3",30,1,1,"Deafening Essence of Envy","Metadata/Items/Currency/StackableCurrency",82,"",[],1,34,[302],31,1,10699,692127728,[],"","","",[],[],"","","","","",41
173,"Metadata/Items/Currency/CurrencyEssenceHysteria1",30,1,1,"Essence of Hysteria","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10700,-306989797,[],"","","",[],[],"","","","","",41
174,"Metadata/Items/Currency/CurrencyEssenceInsanity1",30,1,1,"Essence of Insanity","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10701,-1454947071,[],"","","",[],[],"","","","","",41
175,"Metadata/Items/Currency/CurrencyEssenceHorror1",30,1,1,"Essence of Horror","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10702,-2010504687,[],"","","",[],[],"","","","","",41
176,"Metadata/Items/Currency/CurrencyEssenceDelirium1",30,1,1,"Essence of Delirium","Metadata/Items/Currency/StackableCurrency",74,"",[],1,34,[302],31,1,10703,-1499847665,[],"","","",[],[],"","","","","",41
177,"Metadata/Items/Currency/CurrencyCorruptMonolith",30,1,1,"Remnant of Corruption","Metadata/Items/Currency/StackableCurrency",26,"",[],1,34,[],31,1,10704,411361590,[],"","","",[],[],"","","","","",""
178,"Metadata/Items/Currency/CurrencyAddAtlasMod",30,1,1,"Simple Sextant","Metadata/Items/Currency/StackableCurrency",68,"",[],1,34,"[70,674]",31,0,10707,-1612288497,[],"","","",[],[],180,"","","","",""
179,"Metadata/Items/Currency/CurrencyAddAtlasModMid",30,1,1,"Prime Sextant","Metadata/Items/Currency/StackableCurrency",73,"",[],1,34,"[70,674]",31,0,10708,1119070842,[7487],"","","",[],[],180,"","","","",""
180,"Metadata/Items/Currency/CurrencyAddAtlasModHigh",30,1,1,"Awakened Sextant","Metadata/Items/Currency/StackableCurrency",81,"",[],1,34,"[70,674]",31,1,10709,2064612145,[7487],"","","",[],[],"","","","","",""
181,"Metadata/Items/Currency/CurrencyAddAtlasModMaven",30,1,1,"Elevated Sextant","Metadata/Items/Currency/StackableCurrency",83,"",[],1,34,"[70,674]",31,1,10710,-379771748,[],"","","",[],[],"",1,"","","",""
182,"Metadata/Items/Currency/CurrencySealMapLow",30,1,1,"Apprentice Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],31,0,10731,-1985734643,[],"","","",[],[],"","","","","",""
183,"Metadata/Items/Currency/CurrencySealMapMid",30,1,1,"Journeyman Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],31,0,10732,385790233,[],"","","",[],[],"","","","","",""
184,"Metadata/Items/Currency/CurrencySealMapHigh",30,1,1,"Master Cartographer's Seal","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],31,0,10733,702360988,[],"","","",[],[],"","","","","",""
185,"Metadata/Items/Currency/CurrencyRespecShapersOrb",30,1,1,"Unshaping Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],31,1,79,-1248033172,[],"","","",[],[],"","","","","",""
186,"Metadata/Items/Currency/CurrencyBreachFireShard",30,1,1,"Splinter of Xoph","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],31,1,80,1990798296,[],"","","",[],[],"","","","","",""
187,"Metadata/Items/Currency/CurrencyBreachColdShard",30,1,1,"Splinter of Tul","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],31,1,81,82596217,[],"","","",[],[],"","","","","",""
188,"Metadata/Items/Currency/CurrencyBreachLightningShard",30,1,1,"Splinter of Esh","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],31,1,82,-1467398811,[],"","","",[],[],"","","","","",""
189,"Metadata/Items/Currency/CurrencyBreachPhysicalShard",30,1,1,"Splinter of Uul-Netol","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],31,1,83,-1485214970,[],"","","",[],[],"","","","","",""
190,"Metadata/Items/Currency/CurrencyBreachChaosShard",30,1,1,"Splinter of Chayula","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[202],31,1,84,1862256734,[],"","","",[],[],"","","","","",""
191,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueFire",30,1,1,"Blessing of Xoph","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[443],31,1,85,-1497360724,[],"","","",[],[],"",1,"","","",""
192,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueCold",30,1,1,"Blessing of Tul","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[443],31,1,86,-473126873,[],"","","",[],[],"",1,"","","",""
193,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueLightning",30,1,1,"Blessing of Esh","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[443],31,1,87,-796395637,[],"","","",[],[],"",1,"","","",""
194,"Metadata/Items/Currency/CurrencyBreachUpgradeUniquePhysical",30,1,1,"Blessing of Uul-Netol","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[443],31,1,88,1922475844,[],"","","",[],[],"",1,"","","",""
195,"Metadata/Items/Currency/CurrencyBreachUpgradeUniqueChaos",30,1,1,"Blessing of Chayula","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[443],31,1,89,-1297711803,[],"","","",[],[],"",1,"","","",""
196,"Metadata/Items/Currency/CurrencyLegionKaruiShard",30,1,1,"Timeless Karui Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[459],31,1,90,-930594287,[],"","","",[],[],"","","","","",""
197,"Metadata/Items/Currency/CurrencyLegionMarakethShard",30,1,1,"Timeless Maraketh Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[459],31,1,91,-979183247,[],"","","",[],[],"","","","","",""
198,"Metadata/Items/Currency/CurrencyLegionEternalEmpireShard",30,1,1,"Timeless Eternal Empire Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[459],31,1,92,-1085009195,[],"","","",[],[],"","","","","",""
199,"Metadata/Items/Currency/CurrencyLegionTemplarShard",30,1,1,"Timeless Templar Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[459],31,1,93,-290236543,[],"","","",[],[],"","","","","",""
200,"Metadata/Items/Currency/CurrencyLegionVaalShard",30,1,1,"Timeless Vaal Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[459],31,1,94,-390923639,[],"","","",[],[],"","","","","",""
201,"Metadata/Items/Currency/CurrencyAfflictionShard",30,1,1,"Simulacrum Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[671],31,1,95,755297388,[],"","","",[],[],"","","","","",""
202,"Metadata/Items/Currency/CurrencyRemoveMod",30,1,1,"Orb of Annulment","Metadata/Items/Currency/StackableCurrency",35,"",[],1,34,[],31,1,96,-1213636056,[],"","","",[],[],"","","","","",""
203,"Metadata/Items/Currency/CurrencyUpgradeToRareAndSetSockets",30,1,1,"Orb of Binding","Metadata/Items/Currency/StackableCurrency",25,"",[],1,34,[],31,1,97,-83247260,[],"","","",[],[],"","","","","",""
204,"Metadata/Items/Currency/CurrencyRerollMapType",30,1,1,"Orb of Horizons","Metadata/Items/Currency/StackableCurrency",68,"",[],1,34,[],31,1,98,-874118445,[],"","","",[],[],"","","","","",""
205,"Metadata/Items/Currency/CurrencyUpgradeMapTier",30,1,1,"Harbinger's Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],31,1,99,-82741359,[],"","","",[],[],"","","","","",""
206,"Metadata/Items/Currency/CurrencyStrongboxQuality",30,1,1,"Engineer's Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],31,1,100,838636496,[],"","","",[],[],"","","","","",""
207,"Metadata/Items/Currency/CurrencyStrongboxQualityInfused",30,1,1,"Infused Engineer's Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],31,1,101,-1843119296,[],"","","",[],[],"","","","","",""
208,"Metadata/Items/Currency/CurrencyRerollUnique",30,1,1,"Ancient Orb","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],31,1,102,-1064739039,[],"","","",[],[],"","","","","",""
209,"Metadata/Items/Currency/CurrencyRemoveModShard",30,1,1,"Annulment Shard","Metadata/Items/Currency/StackableCurrency",35,"",[],1,34,[231],31,1,103,-258985152,[],"","","",[],[],"","","","","",""
210,"Metadata/Items/Currency/CurrencyUpgradeToRareAndSetSocketsShard",30,1,1,"Binding Shard","Metadata/Items/Currency/StackableCurrency",25,"",[],1,34,[231],31,1,104,-1360627955,[],"","","",[],[],"","","","","",""
211,"Metadata/Items/Currency/CurrencyRerollMapTypeShard",30,1,1,"Horizon Shard","Metadata/Items/Currency/StackableCurrency",52,"",[],1,34,[231],31,1,105,522826314,[],"","","",[],[],"","","","","",""
212,"Metadata/Items/Currency/CurrencyUpgradeMapTierShard",30,1,1,"Harbinger's Shard","Metadata/Items/Currency/StackableCurrency",52,"",[],1,34,"[231,232]",31,1,106,-558699116,[],"","","",[],[],"","","","","",""
213,"Metadata/Items/Currency/CurrencyStrongboxQualityShard",30,1,1,"Engineer's Shard","Metadata/Items/Currency/StackableCurrency",8,"",[],1,34,[231],31,1,107,-545554861,[],"","","",[],[],"","","","","",""
214,"Metadata/Items/Currency/CurrencyRerollUniqueShard",30,1,1,"Ancient Shard","Metadata/Items/Currency/StackableCurrency",35,"",[],1,34,[231],31,1,108,-1817950033,[],"","","",[],[],"","","","","",""
215,"Metadata/Items/Currency/CurrencyRerollRareShard",30,1,1,"Chaos Shard","Metadata/Items/Currency/StackableCurrency",8,"",[],1,34,[231],31,1,109,-703442496,[],"","","",[],[],"","","","","",""
216,"Metadata/Items/Currency/CurrencyDuplicateShard",30,1,1,"Mirror Shard","Metadata/Items/Currency/StackableCurrency",35,"",[],1,34,[231],31,1,110,447012987,[],"","","",[],[],"","","","","",""
217,"Metadata/Items/Currency/CurrencyAddModToRareShard",30,1,1,"Exalted Shard","Metadata/Items/Currency/StackableCurrency",35,"",[],1,34,[231],31,1,111,419137181,"[7986,8505]","","","",[],[],"","","","","",""
