"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool","i32","bool","bool","InheritsFrom","i32","rid","i32","bool","bool","Stuck_AOFile","Bounce_AOFile","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","[string]","bool","[i32]","row"
85,"Metadata/Projectiles/FlamethrowerBlue2","[""Metadata/Effects/Microtransactions/Spells/incinerate/blue/mid/mid.ao""]","[""flamingwrath_shoot""]","[""flamingwrath_end""]",700,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
86,"Metadata/Projectiles/FlamethrowerBlue3","[""Metadata/Effects/Microtransactions/Spells/incinerate/blue/big/big.ao""]","[""flamingwrath_shoot""]","[""flamingwrath_end""]",700,"",2,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
87,"Metadata/Projectiles/FlamethrowerBlue4","[""Metadata/Effects/Microtransactions/Spells/incinerate/blue/biggest/biggest.ao""]","[""flamingwrath_shoot""]","[""flamingwrath_end""]",700,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
88,"Metadata/Projectiles/LightningSoul","[""Metadata/Effects/Spells/monsters_effects/act3/dominus/lightning_souls/screaming_soul_main.ao""]","[""souls""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
89,"Metadata/Projectiles/BirdmanBloodBall","[""Metadata/Effects/Spells/monsters_effects/act1/birdman/bloodballattach.ao""]","[""animate""]",[],750,1,0,1,"","Metadata/Projectiles/Projectile",5,"",0,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
90,"Metadata/Projectiles/DominusDemonChargeProjectile","[""Metadata/Effects/Spells/monsters_effects/act3/dominus/freezepulse_shockwaves/rig.ao""]","[""freezing_tide""]","[""freezing_tide_end""]",1500,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
91,"Metadata/Projectiles/DominusDemonChargeEndProjectile","[""Metadata/Effects/Spells/monsters_effects/act3/dominus/freezepulse_shockwaves/rig.ao""]","[""freezing_tide""]","[""freezing_tide_end""]",2250,"",4,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
92,"Metadata/Projectiles/LightningTrap","[""Metadata/Effects/Spells/traps/lightning_trap/projectile.ao""]","[""lightningtrap_projectile_loop""]","[""lightningtrap_projectile_end""]",960,"",2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
93,"Metadata/Projectiles/ThrownWeapon","[""Metadata/Effects/Spells/spectral_weapon_throw/rig.ao""]","[""1h_axe_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
94,"Metadata/Projectiles/SpikerSpike","[""Metadata/Effects/Spells/monsters_effects/act3/spiker_spine/spine.ao""]","[""spine_shoot""]","[""spine_shatter""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
95,"Metadata/Projectiles/BookTornado","[""Metadata/Effects/Spells/monsters_effects/act3/book_tornado/book_tornado_base.ao""]","[""start""]","[""end""]",700,"",2,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
96,"Metadata/Projectiles/FireTornado","[""Metadata/Effects/Spells/monsters_effects/Phoenix/Guardian_Of_Phoenix/vortex/firevortex.ao""]","[""start""]","[""end""]",700,"",4,1,"","Metadata/Projectiles/ProjectileGround",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
97,"Metadata/Projectiles/BookThrow","[""Metadata/Effects/Spells/monsters_effects/act3/book_tornado/book_throw.ao""]","[""throw""]","[""end""]",750,"",2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
98,"Metadata/Projectiles/SpectralThrowEbonyMTXNew","[""Metadata/Effects/Microtransactions/Spells/spectral_throw/ebony_new/boomerang.ao""]","[""animate""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
99,"Metadata/Projectiles/SpectralThrowGold","[""Metadata/Effects/Microtransactions/Spells/spectral_throw/gold/rig.ao""]","[""1h_axe_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
100,"Metadata/Projectiles/SpectralThrowEbony","[""Metadata/Effects/Microtransactions/Spells/spectral_throw/ebony/rig_standalone.ao""]","[""animate""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
101,"Metadata/Projectiles/SpectralThrowBoomerang","[""Metadata/Effects/Microtransactions/Spells/spectral_throw/boomerang/boomerange.ao""]","[""animate""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
102,"Metadata/Projectiles/SpectralThrowFairgraves","[""Metadata/Effects/Spells/fairgraves_spectral_throw/rig.ao""]","[""1h_axe_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
103,"Metadata/Projectiles/BallLightningPlayer","[""Metadata/Effects/Spells/lightning_orb/lightning_orb_orb.ao""]","[""lightning_orb_once""]","[""lightning_orb_end""]",400,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
104,"Metadata/Projectiles/AtziriSpear","[""Metadata/Effects/Spells/monsters_effects/vaal_sacrifice/spear_throw/rig.ao""]","[""spearthrow_loop""]","[""spearthrow_impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
105,"Metadata/Projectiles/AtziriSpearRitual","[""Metadata/Effects/Spells/monsters_effects/vaal_sacrifice/spear_throw/rig.ao""]","[""spearthrow_loop""]","[""spearthrow_impact""]",1500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
106,"Metadata/Projectiles/MoltenStrikeChunk","[""Metadata/Effects/Spells/molten_strike/chunks.ao""]","[""projectile""]",[],750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
107,"Metadata/Projectiles/TornadoShotArrow","[""Metadata/Effects/Spells/tornado_shot_02/tornado_main_proj.ao""]",[],[],2173,1,1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","[""Metadata/Effects/Spells/tornado_shot_02/tornado_proj_stuck.ao""]","",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
108,"Metadata/Projectiles/TornadoShotWandProjectile","[""Metadata/Effects/misc/wand/norm/rig.ao""]","[""wand_projectile""]","[""wand_collide""]",2173,1,1,"","","Metadata/Projectiles/Projectile",5,"",1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
109,"Metadata/Projectiles/HeiTiki","[""Metadata/Effects/Spells/monsters_effects/act4/HeiTiki/projectile.ao""]","[""projectile""]","[""projectileexplode""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
110,"Metadata/Projectiles/FishIceSpear","[""Metadata/Effects/Microtransactions/Spells/icespear/fish/rig.ao""]","[""frozenspear_idle""]","[""frozenspear_impact""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
111,"Metadata/Projectiles/RampageProjectile","[""Metadata/Effects/Spells/rampage/projectile/rig.ao""]","[""fireball""]","[""fireball_explode""]",960,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
112,"Metadata/Projectiles/LightningTrapNoOrb","[""Metadata/Effects/Spells/traps/lightning_trap/projectile_no_orb.ao""]","[""lightningtrap_projectile_loop""]","[""lightningtrap_projectile_end""]",960,"",2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
113,"Metadata/Projectiles/TornadoShotSecondaryArrow","[""Metadata/Effects/Spells/tornado_shot_02/tornado_proj.ao""]","[""projectile""]","[""impact""]",2173,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","[""Metadata/Effects/Spells/tornado_shot_02/tornado_proj_stuck.ao""]","Metadata/Effects/Spells/tornado_shot_02/tornado_proj_bounce.ao",50,80,0,20,"","",0,100,100,100,0,[],"",[],318
114,"Metadata/Projectiles/TornadoShotSecondaryWandProjectile","[""Metadata/Effects/misc/wand/norm/rig.ao""]","[""wand_projectile""]","[""wand_collide""]",2173,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
115,"Metadata/Projectiles/MinerLanternFire","[""Metadata/Effects/Spells/monsters_effects/act4/miner/lanter_fireball/miner_fireball_once.ao""]","[""animate""]",[],500,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
116,"Metadata/Projectiles/TaniwhaSpike","[""Metadata/Effects/Spells/monsters_effects/act4/taniwha/spike.ao""]","[""spine_travel""]","[""spine_impact""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
117,"Metadata/Projectiles/WaterVortex","[""Metadata/Effects/Spells/monsters_effects/act4/water_elemental/whirlpool/whirlpool_attack.ao""]","[""whirlpool_loop""]","[""whirlpool_end""]",300,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
118,"Metadata/Projectiles/MortarMolten","[""Metadata/Effects/Spells/monsters_effects/molten_projectile/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
119,"Metadata/Projectiles/TormentSpectralThrow","[""Metadata/Effects/Spells/fairgraves_spectral_throw/torment_spectral_throw.ao""]","[""1h_sword_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
120,"Metadata/Projectiles/RampageProjectilePoison","[""Metadata/Effects/Spells/rampage/poison_projectile/poison_projectile.ao""]","[""fireball""]","[""fireball_explode""]",960,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
121,"Metadata/Projectiles/GladiatorSword","[""Metadata/Effects/Spells/monsters_effects/act4/gladiator/sword_throw/rig.ao""]","[""sword_throwloop""]","[""sword_end""]",1125,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
122,"Metadata/Projectiles/HandfingerHammer","[""Metadata/Effects/Spells/monsters_effects/act4/weapon_throws/default.ao""]","[""1h_mace_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
123,"Metadata/Projectiles/NoEffectsSpectralThrow","[""Metadata/Effects/Spells/monsters_effects/act4/weapon_throws/default.ao""]","[""1h_sword_throw""]",[],750,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
124,"Metadata/Projectiles/KaomWarriorElectricArrow","[""Metadata/Effects/Spells/monsters_effects/act4/arrow_projectile/kaom_warrior_archer/electrical_arrow/rig.ao""]","[""electricalarrow""]","[""electricalarrowimpact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
125,"Metadata/Projectiles/HalfSkeletonSpike","[""Metadata/Effects/Spells/monsters_effects/act4/half_skeleton/spiral_projectile.ao""]","[""projectile_loop""]","[""projectile_impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
126,"Metadata/Projectiles/HalfSkeletonSpikeChaosBreach","[""Metadata/Effects/Spells/monsters_effects/Breach/Chaos/HalfSkeleton/spiral_projectile.ao""]","[""projectile_loop""]","[""projectile_impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
127,"Metadata/Projectiles/MinerThrowSpawn","[""Metadata/Effects/Spells/monsters_effects/act4/miner/throw_spawn/throwspawn.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
128,"Metadata/Projectiles/MortarMoltenSmall","[""Metadata/Effects/Spells/monsters_effects/molten_projectile_small/projectile.ao""]","[""projectile_projectilesmall""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
129,"Metadata/Projectiles/MortarDoedreBlood","[""Metadata/Effects/Spells/monsters_effects/Doedre_blood_projectile/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
130,"Metadata/Projectiles/MortarDoedreBloodTriggerBubbles","[""Metadata/Effects/Spells/monsters_effects/Doedre_blood_projectile/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
131,"Metadata/Projectiles/CorruptedBallLightning","[""Metadata/Effects/Spells/monsters_effects/act4/piety/sticky_orb/travel/orb_travel.ao""]","[""orbsticky_loop""]","[""orbtravel_enlarge""]",400,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
132,"Metadata/Projectiles/ShavronneProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/Shavronne/projectile.ao""]","[""projectile_loop""]","[""projectile_end""]",750,"",2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
133,"Metadata/Projectiles/ShavronneLevitatingProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/Shavronne/projectile.ao""]","[""projectile_loop""]","[""projectile_end""]",750,1,2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
134,"Metadata/Projectiles/IceElementalProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/arrow_projectile/ice_elemental/ice_projectile.ao""]","[""icearrow""]","[""icearrowimpact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
135,"Metadata/Projectiles/PuiTotemProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/PuiTotem/projectile/ice_elemental_spear_projectile.ao""]","[""projectile""]","[""projectileexplode""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
136,"Metadata/Projectiles/FireElementalSpray","[""Metadata/Effects/Spells/monsters_effects/fire_elemental/firespray/firespray.ao""]","[""firespray_shoot""]","[""firespray_end""]",750,1,2,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
137,"Metadata/Projectiles/FireElementalMortar","[""Metadata/Effects/Spells/monsters_effects/fire_elemental/mortar/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
138,"Metadata/Projectiles/DaressoCloneProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/daresso/clone/charge/rig.ao""]","[""charge_travel""]","[""charge_end""]",1100,"",4,"","","Metadata/Projectiles/ProjectileGround",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
139,"Metadata/Projectiles/MassSkeletonArrowProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/arrow_projectile/skeletonmass/arrow.ao""]","[""skeletonmass_loop""]","[""skeletonmass_impact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
140,"Metadata/Projectiles/KaomMortarMolten","[""Metadata/Effects/Spells/monsters_effects/act4/Kaom/Volcano/chunks.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
141,"Metadata/Projectiles/StaticTetherProjectile","[""Metadata/Effects/Spells/static_tether/projectile/rig.ao""]","[""projectile_loop""]",[],2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
142,"Metadata/Projectiles/WandTeleportProjectile","[""Metadata/Effects/Spells/fireball/golden/rig.ao""]","[""fireball""]","[""fireball_explode""]",1040,"",2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
143,"Metadata/Projectiles/MaligaroEtherealKnives","[""Metadata/Effects/Spells/monsters_effects/act4/arrow_projectile/maligaro_projectile/maligaro_projectile.ao""]","[""loop""]","[""impact""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
144,"Metadata/Projectiles/MalachaiMortar","[""Metadata/Effects/Spells/monsters_effects/act4/Malachai/projectile/MalachaiProjectile.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
145,"Metadata/Projectiles/ChurchStatueMoltenChunk","[""Metadata/Effects/Spells/monsters_effects/act3/statue_boss/divine_strike/chunks.ao""]","[""projectile""]",[],750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
146,"Metadata/Projectiles/IceStrikeProjectile","[""Metadata/Effects/Spells/ice_strike/iceprojectile.ao""]","[""icearrow""]",[],2250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
147,"Metadata/Projectiles/FrostBladesProjectileStygian","[""Metadata/Effects/Microtransactions/Spells/ice_strike/stygian/iceprojectile.ao""]","[""icearrow""]",[],2250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
148,"Metadata/Projectiles/NightwaneSnipeArrow","[""Metadata/Effects/Spells/monsters_effects/act4/arrow_projectile/power_shot/power_shot.ao""]","[""loop""]","[""impact""]",4400,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
149,"Metadata/Projectiles/HydraSnipeArrow","[""Metadata/Effects/Spells/monsters_effects/Hydra/piercing_arrow/piercing_arrow.ao""]","[""loop""]","[""impact""]",2200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
150,"Metadata/Projectiles/FireMortar","[""Metadata/Effects/Spells/fire_mortar/mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
151,"Metadata/Projectiles/ElementalStrikeColdProjectile","[""Metadata/Effects/Spells/elemental_strike/ice/rig.ao""]","[""ice_projectile""]","[""ice_projectile_end""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
152,"Metadata/Projectiles/MalachaiShadowBarrage","[""Metadata/Effects/Spells/ninja_shotgun/rig.ao""]","[""knife_loop""]",[],1300,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
153,"Metadata/Projectiles/RevenantLightningProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/revenant/projectile/rig.ao""]","[""projectile_loop""]","[""projectile_end""]",2000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
154,"Metadata/Projectiles/TarMortar","[""Metadata/Effects/Spells/monsters_effects/act4/taster/mortar/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],318
155,"Metadata/Projectiles/EyeBallLightning","[""Metadata/Effects/Spells/static_tether/ball/rig.ao""]","[""lightning_orb_once""]","[""lightning_orb_end""]",400,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
156,"Metadata/Projectiles/MalachaiTriBomb","[""Metadata/Effects/Spells/monsters_effects/act4/Malachai/tribomb/projectile.ao""]","[""projectile_loop""]","[""projectile_end""]",370,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
157,"Metadata/Projectiles/IceElementalSwordProjectile","[""Metadata/Effects/Spells/monsters_effects/act4/ice_elemental/ice_sword_projectile/rig.ao""]","[""icesword""]","[""iceswordimpact""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
158,"Metadata/Projectiles/HandfingerFireThrownWeapon","[""Metadata/Effects/Spells/monsters_effects/act4/Handfinger/hammer_throw/rig.ao""]","[""1h_mace_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
159,"Metadata/Projectiles/TaniwhaBlue","[""Metadata/Effects/Spells/monsters_effects/act4/taniwha/spike_BLUE.ao""]","[""spine_travel""]","[""spine_impact""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],318
