"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","rid","rid","QuestKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2","rid","rid","i32","[i32]","i32","rid"
189,15,2,"Hand in Amulets","[55,0,0]",[89],"[83,0]","triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/gold.ao ); SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/gold.ao );",89,5,"",89,[172],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
190,15,3,"Oak's Rivals",[55],"[77,0,0]","[21,0]","triggerer.SetSessionQuestFlag( BanditAfterFightTalk );",58,5,"",21,[173],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
191,15,4,"Oak's Rivals",[18],[55],[],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",21,[174],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
192,15,5,"Oak's Rivals",[89],[55],[57],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",57,[175],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
193,15,6,"I've changed my mind",[55],[89],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
194,15,7,"Oak's Rivals",[],"[81,0,0,0,79,0,0,0]","[366,0]","triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[176],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
195,15,8,"Oak's Rivals",[79],"[18,0,0,0,55,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[177],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
196,15,9,"Oak's Rivals",[77],"[18,0,0,0,55,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[178],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
197,15,10,"Oak's Rivals","[79,0]","[18,0,0,0,55,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[179],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
198,15,11,"Oak's Rivals",[81],"[18,0,0,0,55]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[180],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
199,15,12,"Oak's Rivals","[81,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[181],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
200,15,13,"Oak's Rivals",[80],"[18,0,0,0,55]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[182],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
201,15,14,"Oak's Rivals","[80,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[183],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
202,15,15,"Oak's Rivals","[79,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[184],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
203,15,16,"Oak's Rivals","[77,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[185],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
204,15,17,"Oak's Rivals","[79,0,0]","[18,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[186],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
205,15,18,"Oak's Rivals",[82],"[79,0,0,0,77]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[187],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
206,15,19,"Get the Apex",[89],"[76,0]",[],"triggerer.SetQuestFlag(\""a2b-SeenApexReward\"");",69,6,17,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
207,14,0,"Hand in Amulets","[77,0,0]",[54],"[54,0]","triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/purple.ao ); SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/purple.ao );",54,5,"",54,[190],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
208,14,1,"Kraityn's Rivals",[55],"[79,0,0,0]","[19,0]","triggerer.SetSessionQuestFlag( BanditAfterFightTalk );",58,5,"",19,[191],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
209,14,2,"Kraityn's Rivals",[16],[55],[],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",19,[192],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
210,14,3,"Kraityn's Rivals",[54],[55],[57],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",57,[193],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
211,14,4,"I've changed my mind",[55],[54],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
212,14,5,"Kraityn's Rivals",[],"[81,0,0,0,77,0,0,0]","[373,0]","triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[194],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
213,14,6,"Kraityn's Rivals",[78],"[81,0,0,0,77,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[195],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
214,14,7,"Kraityn's Rivals",[77],"[81,0,0,0,78,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[196],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
215,14,8,"Kraityn's Rivals","[77,0]","[81,0,0,0,80,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[197],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
216,14,9,"Kraityn's Rivals",[82],"[77,0,0,0,78]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[198],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
217,14,10,"Kraityn's Rivals","[77,0]","[78,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[199],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
218,14,11,"Kraityn's Rivals",[80],"[77,0,0,0,78]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[200],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
219,14,12,"Kraityn's Rivals","[78,0]","[77,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[201],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
220,14,13,"Kraityn's Rivals","[81,0]","[77,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[202],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
221,14,14,"Kraityn's Rivals","[81,0]","[78,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[203],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
222,14,15,"Kraityn's Rivals","[81,0,0]","[16,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[204],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
223,14,16,"Kraityn's Rivals",[81],"[77,0,0,0,78]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[205],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
224,14,17,"Get the Apex",[54],"[76,0]",[],"triggerer.SetQuestFlag(\""a2b-SeenApexReward\"");",69,6,17,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
225,13,0,"The Darkness",[88],[85],[240],"",240,3,"",240,[206],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
226,13,1,"The Darkness",[85],[],[364],"","",3,"",364,[207],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
227,13,2,"Hand in Amulets","[55,0,0]",[56],"[56,0]","triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/blue.ao ); SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/blue.ao );",56,5,"",56,[208],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
228,13,3,"Alira's Rivals",[55],"[79,0,0,0]","[20,0]","triggerer.SetSessionQuestFlag( BanditAfterFightTalk );",58,5,"",20,[209],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
229,13,4,"Alira's Rivals",[17],[55],[],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",20,[210],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
230,13,5,"Alira's Rivals",[56],[55],[57],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",57,[211],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
231,13,6,"I've changed my mind",[55],[56],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
232,13,7,"Alira's Rivals",[],"[81,0,0,0,79,0,0,0]","[380,0]","triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[212],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
233,13,8,"Alira's Rivals",[78],"[81,0,0,0,79,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[213],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
234,13,9,"Alira's Rivals",[79],"[81,0,0,0,78,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[214],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
235,13,10,"Alira's Rivals","[79,0]","[81,0,0,0,80,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[215],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
236,13,11,"Alira's Rivals",[81],"[79,0,0,0,78]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[216],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
237,13,12,"Alira's Rivals","[81,0]","[79,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[217],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
238,13,13,"Alira's Rivals",[82],"[79,0,0,0,78]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[218],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
239,13,14,"Alira's Rivals","[79,0]","[78,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[219],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
240,13,15,"Alira's Rivals","[79,0]","[78,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[220],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
241,13,16,"Alira's Rivals","[78,0]","[79,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[221],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
242,13,17,"Alira's Rivals","[79,0,0]","[17,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[222],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
243,13,18,"Alira's Rivals",[80],"[79,0,0,0,78]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[223],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
244,13,19,"Get the Apex",[56],"[76,0]",[],"triggerer.SetQuestFlag(\""a2b-SeenApexReward\"");",69,6,17,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
245,16,0,"Introduction","[170,0]",[],[269],"",269,3,"",269,[224],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
246,16,1,"Clarissa",[],"[170,0]",[264],"",264,5,"",264,"[225,226,227,228]","","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
247,16,2,"Tolman",[174],[170],[385],"","",5,"",385,[229],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
248,16,3,"Tolman",[170],[174],[386],"",386,3,"",386,"[230,231,232,233]","",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
249,16,4,"Grigor",[71],"[181,0,0]",[274],"",274,5,"",274,[234],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
250,16,5,"Grigor",[71],"[181,0,0,0]",[274],"",274,5,"",274,[235],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
251,16,6,"Clarissa",[269],[],[455],"","",3,"",455,[236],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
252,16,7,"Maramoa",[269],[],[454],"","",3,"",454,[237],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
253,16,8,"Grigor","[180,0]",[],[456],"","",3,"",456,[238],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
254,16,9,"The Slums",[170],[],[265],"","",3,"",265,[239],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
255,16,10,"The Undying","[269,0]",[],[387],"","",3,"",387,[240],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
256,16,11,"General Gravicius","[207,0]",[209],[388],"","",3,"",388,[241],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
257,16,12,"General Gravicius","[207,0]",[209],[388],"","",3,"",388,[241],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
258,16,13,"General Gravicius",[207],"[209,0,0]",[388],"","",3,"",388,[242],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
259,16,14,"General Gravicius",[209],[],[389],"","",3,"",389,[243],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
260,16,15,"Piety",[216],[],[276],"",276,3,"",276,[244],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
261,16,16,"Victario","[269,0]",[459],[422],"",422,5,"",422,[245],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
262,16,17,"Victario","[269,0]",[459],[422],"",422,5,"",422,[245],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
263,16,18,"The Purity Rebellion",[269],[],[457],"","",3,"",457,[246],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
264,16,19,"Victario's Holdfasts",[428],"[429,0,0,0]",[],"","",5,"",460,[247],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
265,16,20,"Victario's Holdfasts",[429],"[428,0,0,0]",[],"","",5,"",460,[247],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
266,16,21,"Victario's Holdfasts",[430],"[428,0,0,0]",[],"","",5,"",460,[247],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
267,16,22,"Victario's Holdfasts","[428,0]","[427,0]",[],"","",5,"",461,[248],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
268,16,23,"Victario's Holdfasts","[428,0]","[426,0]",[],"","",5,"",461,[248],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
269,16,24,"Victario's Holdfasts","[429,0]","[425,0]",[],"","",5,"",461,[248],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
270,16,25,"Victario's Holdfasts","[428,0,0]","[495,0]",[],"","",5,"",458,[249],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
271,16,26,"Victario's Holdfasts",[425],"[426,0,0,0]","[460,0]","",71,5,"",460,[247],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
272,16,27,"Victario's Holdfasts",[426],"[425,0,0,0]","[460,0]","",71,5,"",460,[247],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
273,16,28,"Victario's Holdfasts",[427],"[425,0,0,0]","[460,0]","",71,5,"",460,[247],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
274,16,29,"Victario's Holdfasts","[425,0]","[427,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
275,16,30,"Victario's Holdfasts","[425,0]","[426,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
276,16,31,"Victario's Holdfasts","[426,0]","[427,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
277,16,32,"Victario's Holdfasts","[426,0]","[425,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
278,16,33,"Victario's Holdfasts","[427,0]","[426,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
279,16,34,"Victario's Holdfasts","[427,0]","[425,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
280,16,35,"Victario's Holdfasts","[425,0,0]",[],"[458,0]","",458,5,"",458,[249],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
281,16,36,"Victario's Holdfasts","[426,0,0]",[],"[458,0]","",458,5,"",458,[249],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
282,16,37,"Victario's Holdfasts","[427,0,0]",[],"[458,0]","",458,5,"",458,[249],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
283,16,38,"Victario's Holdfasts","[426,0]","[425,0]","[461,0,0]","",71,5,"",461,[248],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
284,16,39,"Victario's Holdfasts","[425,0]","[426,0]","[461,0,0]","",71,5,"",461,[248],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
285,16,40,"Victario's Holdfasts","[425,0]","[427,0]","[461,0,0]","",71,5,"",461,[248],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
286,16,41,"Victario's Holdfasts","[426,0,0]",[],"[458,0,0]","",458,5,"",458,[249],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
287,16,42,"Victario's Holdfasts","[425,0,0]",[],"[458,0,0]","",458,5,"",458,[249],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
288,16,43,"Victario's Holdfasts","[425,0,0]",[],"[458,0,0]","",458,5,"",458,[249],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
289,16,44,"Victario's Holdfasts","[425,0,0]",[],"[458,0,0,0]","",458,5,"",458,[249],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
290,16,45,"Platinum Bust Reward",[458],"[495,0]",[505],"",505,6,20,71,[],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
291,16,46,"Purchase Items",[],[],[],"","",23,"",71,[],"","","",[],[],1276,[],1276,"","","","","",1,"",47,[],47,""
292,16,47,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1276,[],1276,"","","","","",0,"",47,[],47,""
293,20,0,"Clarissa",[],[170],[273],"",273,5,"",273,"[250,251]","","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
294,20,1,"Clarissa",[170],[174],[273],"",273,5,"",273,"[252,253]","","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
295,20,2,"Tolman","[170,0]",[],"[270,0]","",270,3,"",270,"[254,255]","",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
296,20,3,"Maramoa",[171],[],[445],"","",3,"",445,[256],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
297,20,4,"Hargan",[269],[],[446],"","",3,"",446,[257],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
298,20,5,"The Gemling Queen",[176],[181],[180],"",180,5,"",180,[258],"","","",[],[],1276,[],1276,"","","","","","","",47,[],47,""
299,20,6,"The Ezomytes",[],[],[447],"","",3,"",447,[259],"",1,"",[],[],1276,[],1276,"","","","","","","",47,[],47,""
