"rownum","Id","Name","Act","IsTown","HasWaypoint","Connections_WorldAreasKeys","AreaLevel","HASH16","i32","i32","LoadingScreen_DDSFile","rid","[rid]","i32","TopologiesKeys","ParentTown_WorldAreasKey","i32","rid","rid","Bosses_MonsterVarietiesKeys","Monsters_MonsterVarietiesKeys","SpawnWeight_TagsKeys","SpawnWeight_Values","IsMapArea","FullClear_AchievementItemsKeys","rid","AchievementItemsKey","ModsKeys","i32","VaalArea","bool","MaxLevel","AreaTypeTags","i32","IsHideout","Inflection","i32","i32","Tags","IsVaalArea","IsLabyrinthAirlock","IsLabyrinthArea","TwinnedFullClear_AchievementItemsKey","Enter_AchievementItemsKey","TSIFile","rid","WaypointActivation_AchievementItemsKeys","IsUniqueMapArea","IsLabyrinthBossArea","FirstEntry_NPCTextAudioKey","FirstEntry_SoundEffectsKey","FirstEntry_NPCsKey","i32","EnvironmentsKey","i32","rid","i32","i32","i32","i32","i32","bool","bool","i32","i32","i32","[rid]","rid","i32","rid","rid"
64,"1_4_4_1","Kaom's Dream",4,"","","[63,65]",37,56136,8,6,"Art/Textures/Interface/LoadingImages/Act4.dds",678,[667],6,"[692,693,694,695]",58,480,"","","[3992,4005]",[],[],[],"",[],"","",[],0,[],"",100,[92],8,"","",7000,3500,"[169,340,355,406]","","","","","","","",[],"","","","","",2,128,41200,"",20,0,0,0,0,"",1,47,0,0,[],37,5,121,3
65,"1_4_4_3","Kaom's Stronghold",4,"",1,[64],38,42997,8,6,"Art/Textures/Interface/LoadingImages/Act4.dds",680,[667],6,"[696,697,698,699]",58,480,"","",[4013],[],[],[],"",[],"","",[],0,[],"",100,[92],8,"","",7000,3500,"[158,162,169,340,355,406,913]","","","","","","","",[],"","","","","",2,130,37000,"",20,0,0,0,0,"",1,47,0,0,[],37,5,121,3
66,"1_4_5_1","Daresso's Dream",4,"","","[63,67]",37,26176,8,6,"Art/Textures/Interface/LoadingImages/Act4.dds",681,[667],6,"[700,701,702,703,704]",58,480,"","","[4047,4036,4023]",[],[],[],"",[],"","",[],0,[],"",100,[111],8,"","",7000,3500,"[341,356,378,406,879]","","","","","","","",[],"","","",123,"",2,134,22200,"",20,0,0,0,0,"",1,47,0,0,[],37,5,121,3
67,"1_4_5_2","The Grand Arena",4,"",1,[66],38,60808,8,6,"Art/Textures/Interface/LoadingImages/Act4.dds",682,[667],6,"[705,706,707]",58,480,"","","[4076,4410,4412,4414]",[],[],[],"",[],"","",[],0,[],"",100,[111],8,"","",7000,3500,"[158,162,341,356,406,399,913]","","","","","","","",[],"","","","","",2,135,29500,"",20,0,0,0,0,"",1,47,0,0,[],37,5,121,3
68,"1_4_6_1","The Belly of the Beast Level 1",4,"","","[63,69]",38,61800,8,6,"Art/Textures/Interface/LoadingImages/Act4.dds",683,[697],6,"[708,709,710,711,712,713]",58,480,"","",[4403],[],[],[],"",[],"","",[],0,[],"",100,[110],0,"","",6000,3500,"[61,152,159,359,406,468]","","","","","","","",[],"","","","","",2,142,25000,"",0,0,0,0,0,"",1,47,0,0,[],38,5,121,3
69,"1_4_6_2","The Belly of the Beast Level 2",4,"","","[68,70]",39,35697,8,6,"Art/Textures/Interface/LoadingImages/Act4.dds",684,[697],6,"[714,715,716,717,718]",58,480,"","",[1339],[],[],[],"",[],"","",[],0,[],"",100,[110],0,"","",6000,3500,"[61,152,159,359,406,468]","","","","","","","",[],"","","","","",2,143,23200,"",0,0,0,0,0,"",1,47,0,0,[],38,5,121,3
70,"1_4_6_3","The Harvest",4,"",1,"[69,58]",40,56397,8,6,"Art/Textures/Interface/LoadingImages/Act4.dds",685,[704],6,"[719,720,721]",58,480,"","","[4141,4142,4127,4120,4135]","[1346,4224,4251,4253]",[],[],"",[2501],"","",[],0,[],"",100,[110],0,"","",6000,3500,"[61,152,158,159,169,359,406,407,468,863,864,865,866]","","","","","","","",[],"","","","","",2,144,20200,"",0,0,0,0,0,"",1,47,0,0,[],38,5,121,3
71,"1_4_7","The Ascent",4,"","","[58,72]",40,26662,8,6,"Art/Textures/Interface/LoadingImages/Act4.dds",313,[664],6,"[722,723]",58,480,"","",[5164],[],[],[],"",[],"","",[],0,[195],"",100,[92],16,"","",6000,3500,"[402,413,842]","","","","","","","",[],"","","","","",2,149,40200,"",20,0,20,0,0,"",1,47,0,0,[],36,5,121,3
72,"1_5_1","The Slave Pens",5,"",1,"[71,73]",41,38062,8,6,"Art/Textures/Interface/LoadingImages/Act5.dds",317,[316],6,"[725,726,727,728]",58,480,"","",[4889],[],[],[],"",[],"","",[],0,[],"",100,[111],8,"","",6000,3500,"[61,343,361]","","","","","","","",[],"","","","","",2,153,34500,"",0,0,20,0,0,"",1,47,0,0,[],39,5,121,4
73,"1_5_town","Overseer's Tower",5,1,1,"[72,74]",45,48811,0,0,"Art/Textures/Interface/LoadingImages/Act5.dds",1040,[1051],32,[724],"",480,"","",[],[],[],[],"",[],"","",[],200,[],1,100,[],0,"","",10000,5000,[],"","","","","","","",[],"","","",124,"",1,152,0,"",0,0,0,0,0,"",1,47,0,0,[],0,5,0,0
74,"1_5_2","The Control Blocks",5,"","","[73,73,75]",41,62730,8,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1041,[1051],6,"[729,730,731,732]",73,480,"","",[4902],[],[],[],"",[],"","",[],0,[196],"",100,[111],8,"","",6000,3500,"[61,361]","","","","","","","",[],"","","","","",2,154,39000,"",0,0,20,0,0,"",1,47,0,0,[],40,5,121,4
75,"1_5_3","Oriath Square",5,"",1,"[74,77]",42,17974,8,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1042,[1057],6,[733],73,480,"","",[4992],[],[],[],"",[],"","",[],0,"[197,198]","",100,[103],8,"","",6000,3500,"[169,842]","","","","","","","",[],"","","","","",2,155,65500,"",0,0,20,0,0,"",1,47,0,0,[],40,5,121,4
76,"1_5_3b","The Ruined Square",5,"",1,"[78,80,82,81]",44,51718,8,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1043,[1071],6,[746],73,480,"","","[5410,4996]",[],[],[],"",[],"","",[],0,"[197,198]","",100,[103],8,"","",6000,3500,"[169,403,890]","","","","","","","",[],"","",1435,"","Metadata/NPC/Act5/Utula",2,162,44200,"",0,0,20,0,0,"",1,47,0,0,[],40,5,121,4
77,"1_5_4","The Templar Courts",5,"",1,"[75,79]",42,41357,8,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1044,[1059],6,"[734,735,736,737]",73,480,"","",[],[],[],[],"",[],"","",[],0,[199],"",100,[111],8,"","",6000,3500,"[61,307]","","","","","","","",[],"","","","","",2,156,33000,"",0,0,20,0,0,"",1,47,0,0,[],40,5,121,4
78,"1_5_4b","The Torched Courts",5,"","","[79,76]",44,9877,8,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1045,[1071],6,"[738,739,740,741]",73,480,"","",[1358],[],[],[],"",[],"","",[],0,[200],"",100,[111],8,"","",6000,3500,"[61,307,403,890]","","","","","","","",[],"","","","","",2,157,30500,"",0,0,20,0,0,"",1,47,0,0,[],41,5,121,5
79,"1_5_5","The Chamber of Innocence",5,"",1,"[77,78]",43,43038,8,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1046,[1059],6,"[742,743,744,745]",73,480,"","",[5129],[],[],[],"",[],"","",[],0,[201],"",100,[111],8,"","",6000,3500,"[61,162,152,159,158,307]","","","","","","","",[],"","","","","",2,159,61400,"",0,0,20,0,0,"",1,47,0,0,[],41,5,121,5
80,"1_5_6","The Ossuary",5,"","",[76],44,57402,8,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1047,[1071],6,"[747,748,749,750]",73,480,"","",[],[],[],[],"",[],"","",[],0,[202],"",100,[103],8,"","",6000,3500,"[61,307,369,404]","","","","","","","",[],"","","","","",2,163,24500,"",0,0,20,0,0,"",1,47,0,0,[],41,5,121,5
81,"1_5_7","The Reliquary",5,"",1,[76],44,7086,8,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1048,[1071],6,"[751,752,753,754]",73,480,"","",[],[],[],[],"",[],"","",[],0,[203],"",100,[103],8,"","",6000,3500,"[61,307,394,404]","","","","","","","",[],"","","","","",2,164,50000,"",0,0,20,0,0,"",1,47,0,0,[],41,5,121,5
82,"1_5_8","The Cathedral Rooftop",5,"",1,"[76,83]",45,53304,8,6,"Art/Textures/Interface/LoadingImages/Act5.dds",1049,"[1071,1410]",6,[755],73,480,"","",[5391],[],[],[],"",[],"","",[],0,[204],"",100,[103],8,"","",6000,3500,"[158,162,152,159,307,867,890]","","","","","","","",[],"","","","","",2,165,46000,"",0,0,20,0,0,"",1,47,0,0,[],41,5,121,5
83,"2_6_town","Lioneye's Watch",6,1,1,"[85,84,82]",50,45307,0,0,"Art/Textures/Interface/LoadingImages/Act1.dds",1138,[1085],32,[125],"",480,"","",[],[],[],[],"",[],"","",[],200,[],1,100,[],0,"","",7000,3000,[],"","","","","","","",[],"","","",125,"",1,170,0,"",0,0,0,0,0,"",1,47,0,0,[],0,5,0,0
84,"2_6_1","The Twilight Strand",6,"","",[83],45,26280,9,7,"Art/Textures/Interface/LoadingImages/Act1.dds",1139,[1085],6,"[126,127,128,129]",83,480,1187,1188,[5211],[],[],[],"",[],"","",[],0,[165],"",100,[90],16,"","",7000,4000,"[169,344,400,839]","","","","","","","",[],"","","","","",2,172,10500,"",20,0,20,0,0,"",1,47,0,0,[],42,5,121,6
85,"2_6_2","The Coast",6,"",1,"[83,87,86]",45,18028,9,7,"Art/Textures/Interface/LoadingImages/Act1.dds",1140,[1085],6,"[130,131,132,133,134,135,136,137,138]",83,480,"","",[3985],[],[],[],"",[],"","",[],0,"[166,165,170]","",100,[90],16,"","",7000,4000,"[169,344,340,354,839]","","","","","","","",[],"","","","","",2,173,24200,"",20,0,20,0,0,"",1,47,0,0,[],43,5,121,6
86,"2_6_3","The Tidal Island",6,"","",[85],45,37491,9,7,"Art/Textures/Interface/LoadingImages/Act1.dds",1141,[1085],6,"[139,140,141,142,143,144,145,146,147,148,149,150,151,152,153]",83,480,"","",[1074],[],[],[],"",[],"","",[],0,"[165,166]","",100,[90],16,"","",7000,4000,"[169,344,839]","","","","","","","",[],"","","","","",2,174,20000,"",20,0,20,0,0,"",1,47,0,0,[],43,5,121,6
87,"2_6_4","The Mud Flats",6,"","","[85,88]",46,20059,9,7,"Art/Textures/Interface/LoadingImages/Act1.dds",1142,[1085],6,"[154,155,156,157,158,159,160]",83,480,"","","[5564,5568,5570,5572]",[],[],[],"",[],"","",[],0,"[205,167]","",100,[90],16,"","",7000,4000,"[169,344,340,354,839]","","","","","","","",[],"","","","","",2,175,26400,"",20,0,20,0,0,"",1,47,0,0,[],44,5,121,6
88,"2_6_5","The Karui Fortress",6,"","","[87,89]",46,3453,9,7,"Art/Textures/Interface/LoadingImages/Act1.dds",1143,[1178],6,"[161,162]",83,480,"","",[5421],[],[],[],"",[],"","",[],0,"[165,205]","",100,[90],16,"","",7000,4000,"[169,158,344,340,354,386]","","","","","","","",[],"","","","","",2,177,32000,"",20,0,20,0,0,"",1,47,0,0,[],44,5,121,6
89,"2_6_6","The Ridge",6,"",1,"[88,90]",46,60113,9,7,"Art/Textures/Interface/LoadingImages/Act1.dds",1144,[1175],6,"[163,164,165,166]",83,480,"","",[5253],[],[],[],"",[],"","",[],0,[206],"",100,[67],16,"","",7000,2000,[],"","","","","","","",[],"","","","","",2,180,47750,"",20,0,20,0,0,"",1,47,0,0,[],44,5,121,6
90,"2_6_7_1","The Lower Prison",6,"",1,"[89,91]",47,28415,9,7,"Art/Textures/Interface/LoadingImages/Act1.dds",1145,[1175],6,"[183,184,185,186,187]",83,480,"","",[],[],[],[],"",[],"","",[],0,[169],"",100,[93],8,"","",6000,4000,"[61,158,159,361,845]","","","","","","","",[],"","","","","",2,181,29500,"",0,0,20,0,0,"",1,47,0,0,[],44,5,121,6
91,"2_6_7_2","Shavronne's Tower",6,"","","[90,92]",47,46634,9,7,"Art/Textures/Interface/LoadingImages/Act1.dds",1146,[1175],6,"[188,189,190]",83,480,"","","[5150,5144]",[],[],[],"",[],"","",[],0,[169],"",100,[93],8,"","",6000,4000,"[61,158,159,307,361,393,400,845,864,866]","","","","","","","",[],"","","","","",2,182,46900,"",0,0,20,0,0,"",1,47,0,0,[],44,5,121,6
92,"2_6_8","Prisoner's Gate",6,"",1,"[91,93]",47,22655,9,7,"Art/Textures/Interface/LoadingImages/Act1.dds",1147,[1168],6,"[167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182]",83,480,"","","[5628,5631]",[],[],[],"",[],"","",[],0,[170],"",100,"[92,94]",16,"","",7000,4000,"[158,342,364,888]","","","","","","","",[],"","","","","",2,185,27000,"",20,0,20,0,0,"",1,47,0,0,[],44,5,121,6
93,"2_6_9","The Western Forest",6,"",1,"[92,94]",48,59173,9,7,"Art/Textures/Interface/LoadingImages/Act2.dds",1148,[1168],6,"[191,192,193,194]",83,480,"","",[4475],[],[],[],"",[],"","",[],0,[171],"",100,[100],16,"","",7000,4000,"[328,328,327,346,384,364]","","","","","","","",[],"","","","","",2,188,42000,"",20,0,20,0,0,"",1,47,0,0,[],44,5,121,6
94,"2_6_10","The Riverways",6,"",1,"[93,95,96]",48,3877,9,7,"Art/Textures/Interface/LoadingImages/Act2.dds",1149,[1168],6,"[195,196,197,198,199,200,201,202,203,204,205]",83,480,"","",[101],[],[],[],"",[],"","",[],0,[177],"",100,[97],16,"","",10000,5000,"[169,329,327,346,384,364,391,879]","","","","","","","",[],"","","","","",2,189,63000,"",20,0,20,0,0,"",1,47,0,0,[],44,5,121,6
95,"2_6_11","The Wetlands",6,"","",[94],48,39412,9,7,"Art/Textures/Interface/LoadingImages/Act2.dds",1150,[1168],6,"[206,207,208,209,210,211,212,213]",83,480,"","",[1513],[],[],[],"",[],"","",[],0,[171],"",100,[97],16,"","",7000,4000,"[169,158,326,332,346,384]","","","","","","","",[],"","","","","",2,190,36500,"",20,0,20,0,0,"",1,47,0,0,[],44,5,121,6
96,"2_6_12","The Southern Forest",6,"",1,"[94,97]",49,54720,9,7,"Art/Textures/Interface/LoadingImages/Act2.dds",1151,[1168],6,"[214,215,216]",83,480,"","",[363],[],[],[],"",[],"","",[],0,[177],"",100,[96],16,"","",10000,5000,"[169,327,344,346,391,424]","","","","","","","",[],"","","","","",2,193,45000,"",20,0,20,0,0,"",1,47,0,0,[],44,5,121,6
97,"2_6_13","The Cavern of Anger",6,"","","[96,98]",49,21977,9,7,"Art/Textures/Interface/LoadingImages/Act1.dds",1152,[1168],6,"[217,218,219,220]",83,480,"","",[5626],[],[],[],"",[],"","",[],0,[165],"",100,[95],16,"","",6000,4000,"[61,169,344,345,385,397]","","","","","","","",[],"","","","","",2,194,14100,"",20,0,20,0,0,"",1,47,0,0,[],44,5,121,6
98,"2_6_14","The Beacon",6,"",1,"[97,99]",49,6299,9,7,"Art/Textures/Interface/LoadingImages/Act1.dds",1153,[1168],6,"[221,222,223,224]",83,480,"","",[],[],[],[],"",[],"","",[],0,"[170,177,167]","",100,[90],16,"","",7000,4000,"[169,344,345,409,839]","","","","","","","",[],"","","","","",2,195,66750,"",20,0,20,0,0,"",1,47,0,0,[],44,5,121,6
99,"2_6_15","The Brine King's Reef",6,"",1,"[98,100]",50,49540,9,7,"Art/Textures/Interface/LoadingImages/Act1.dds",1154,[1160],6,"[225,226,227,228]",83,480,"","",[5154],[],[],[],"",[],"","",[],0,[167],"",100,[90],16,"","",7000,4000,"[169,158,345,382,392,839,913]","","","","","","","",[],"","","","","",2,196,53500,"",20,0,20,0,0,"",1,47,0,0,[],44,5,121,6
100,"2_7_town","The Bridge Encampment",7,1,1,"[99,101]",55,10861,0,0,"Art/Textures/Interface/LoadingImages/Act2.dds",1254,[1164],32,[229],"",480,"","",[],[],[],[],"",[],"","",[],0,[],1,100,[],0,"","",7000,4000,[],"","","","","","","",[],"","","",126,"",1,200,0,"",0,0,0,0,0,"",1,47,0,0,[],0,5,0,0
101,"2_7_1","The Broken Bridge",7,"","","[100,102]",50,18896,10,8,"Art/Textures/Interface/LoadingImages/Act2.dds",1255,[1164],6,"[230,231,232,233,234,235]",100,480,"","",[],[],[],[],"",[],"","",[],0,[174],"",100,[96],24,"","",7000,4000,"[169,326,346,384,364]","","","","","","","",[],"","","","","",2,201,57500,"",10,20,10,0,0,"",1,47,0,0,[],45,5,121,7
102,"2_7_2","The Crossroads",7,"",1,"[101,103,105]",51,36599,10,8,"Art/Textures/Interface/LoadingImages/Act2.dds",1256,[1164],6,[236],100,480,"","",[],[],[],[],"",[],"","",[],0,[174],"",100,"[96,94]",24,"","",7000,4000,"[169,326,368,384,364]","","","","","","","",[],"","","","","",2,202,59000,"",10,20,10,0,0,"",1,47,0,0,[],45,5,121,7
103,"2_7_3","The Fellshrine Ruins",7,"","","[102,104]",51,61881,10,8,"Art/Textures/Interface/LoadingImages/Act2.dds",1257,[1164],6,"[237,238,239]",100,480,"","",[3878],[],[],[],"",[],"","",[],0,[173],"",100,[96],24,"","",7000,4000,"[169,333,384,364,389]","","","","","","","",[],"","","","","",2,203,73750,"",10,20,10,0,0,"",1,47,0,0,[],47,5,121,7
104,"2_7_4","The Crypt",7,"",1,[103],51,8225,10,8,"Art/Textures/Interface/LoadingImages/Act2.dds",1258,[1164],6,"[240,241,242,243]",100,480,"","",[],[],[],[],"",[],"","",[],0,[207],"",100,[98],24,"","",6000,4000,"[61,328,371]","","","","","","","",[],"","","","","",2,204,38000,"",20,20,20,0,0,"",1,47,0,0,[],45,5,121,7
105,"2_7_5_1","The Chamber of Sins Level 1",7,"",1,"[102,106,107]",52,14014,10,8,"Art/Textures/Interface/LoadingImages/Act2.dds",1259,[1164],6,"[244,245,246]",100,480,"","",[],[],[],[],"",[],"","",[],0,[176],"",100,[99],24,"","",6000,4000,"[61,328,363,845]","","","","","","","",[],"","","","","",2,205,20000,"",20,20,20,0,0,"",1,47,0,0,[],45,5,121,7
106,"2_7_5_2","The Chamber of Sins Level 2",7,"","","[105,108]",52,63498,10,8,"Art/Textures/Interface/LoadingImages/Act2.dds",1260,[1860],6,"[247,248,249,250]",100,480,"","",[1094],[],[],[],"",[],"","",[],0,[176],"",100,[99],24,"","",6000,4000,"[61,328,363]","","","","","","","",[],"","","","","",2,206,24750,"",20,20,20,0,0,"",1,47,0,0,[],45,5,121,7
107,"2_7_5_map","Maligaro's Sanctum",7,"","",[105],52,2979,10,8,"Art/Textures/Interface/LoadingImages/Act2.dds",1261,[1164],6,"[251,252,253,254]",100,480,"","","[5343,5348,5350]",[],[],[],"",[],"","",[],0,[176],"",100,[99],0,"","",6000,4000,"[169,158,406]","","","","","","","",[],"","","","","",2,207,38000,"",0,0,0,0,0,"",1,47,0,0,[],46,5,121,7
108,"2_7_6","The Den",7,"",1,"[106,109]",53,61295,10,8,"Art/Textures/Interface/LoadingImages/Act2.dds",1262,[1287],6,"[255,256,257,258,259,260,261,262]",100,480,"","","[112,414]",[],[],[],"",[],"","",[],0,[173],"",100,[96],24,"","",6000,4000,"[61,326,390,397,876]","","","","","","","",[],"","","","","",2,210,18500,"",20,20,20,0,0,"",1,47,0,0,[],45,5,121,7
109,"2_7_7","The Ashen Fields",7,"",1,"[108,110]",53,31950,10,8,"Art/Textures/Interface/LoadingImages/Act2.dds",1263,[1287],6,"[263,264,265,266,267]",100,480,"","","[5369,5376,5379,5382]",[],[],[],"",[],"","",[],0,[174],"",100,[96],24,"","",7000,4000,"[169,158,326,362,364,377]","","","","","","","",[],"","","","","",2,211,33000,"",20,20,20,0,0,"",1,47,0,0,[],45,5,121,7
110,"2_7_8","The Northern Forest",7,"",1,"[109,111,112]",53,20052,10,8,"Art/Textures/Interface/LoadingImages/Act2.dds",1264,[1273],6,"[268,269,270,271,272,273,274,275,276,277,278,279]",100,480,"","",[2624],[],[],[],"",[],"","",[],0,[177],"",100,[97],24,"","",7000,4000,"[169,326,330,384,395,425]","","","","","","","",[],"","","","","",2,214,48000,"",20,20,20,0,0,"",1,47,0,0,[],45,5,121,7
111,"2_7_9","The Dread Thicket",7,"","",[110],53,9666,10,8,"Art/Textures/Interface/LoadingImages/Act2.dds",1265,[1273],6,"[280,281]",100,480,"","","[5665,3971]",[],[],[],"",[1370],"","",[],0,[177],"",100,[97],24,"","",6000,4000,"[61,158,327,376]","","","","","","","",[],"","","","","",2,215,36000,"",20,20,20,0,0,"",1,47,0,0,[],45,5,121,7
112,"2_7_10","The Causeway",7,"",1,"[110,113]",54,6589,10,8,"Art/Textures/Interface/LoadingImages/Act2.dds",1266,[1273],6,"[282,283,284,285]",100,480,"","",[],[],[],[],"",[],"","",[],0,[208],"",100,[97],24,"","",7000,4000,"[169,331,381,384]","","","","","","","",[],"","","","","",2,218,46500,"",20,20,20,0,0,"",1,47,0,0,[],45,5,121,7
113,"2_7_11","The Vaal City",7,"",1,"[112,114]",54,27253,10,8,"Art/Textures/Interface/LoadingImages/Act2.dds",1267,[1273],6,"[286,287,288,289]",100,480,"","",[],[],[],[],"",[],"","",[],0,[178],"",100,[97],24,"","",7000,4000,"[169,331,381,384]","","","","","","","",[],"","","","","",2,220,72250,"",20,20,20,0,0,"",1,47,0,0,[],45,5,121,7
114,"2_7_12_1","The Temple of Decay Level 1",7,"","","[113,115]",54,19631,10,8,"Art/Textures/Interface/LoadingImages/Act2.dds",1268,[1298],6,"[290,291,292,293]",100,480,"","",[803],[],[],[],"",[],"","",[],0,[209],"",100,[97],24,"","",7000,4000,"[61,158,159,331,372,431,468]","","","","","","","",[],"","","","","",2,221,51750,"",20,20,20,0,0,"",1,47,0,0,[],45,5,121,7
115,"2_7_12_2","The Temple of Decay Level 2",7,"","","[114,116]",55,22103,10,8,"Art/Textures/Interface/LoadingImages/Act2.dds",2397,[1298],6,"[294,295,296,297]",100,480,"","",[5385],[],[],[],"",[],"","",[],0,[209],"",100,[97],24,"","",7000,4000,"[61,169,159,158,331,372,431,468,1036]","","","","","","","",[],"","","","","",2,223,75250,"",20,20,20,0,0,"",1,47,0,0,[],45,5,121,7
116,"2_8_1","The Sarn Ramparts",8,"",1,"[115,117]",55,38868,10,8,"Art/Textures/Interface/LoadingImages/Act3.dds",1373,[1294],6,"[298,299,300,301]",100,480,"","",[],[],[],[],"",[],"","",[],0,[173],"",100,[103],24,"","",7000,3500,"[169,334,374,379,396,391]","","","","","","","",[],"","","","","",2,228,31000,"",20,20,20,0,0,"",1,47,0,0,[],45,5,121,8
117,"2_8_town","The Sarn Encampment",8,1,1,"[116,118,456,1304]",60,820,0,0,"Art/Textures/Interface/LoadingImages/Act3.dds",1374,[1294],32,[302],"",480,"","",[],[],[],[],"",[],"","",[],0,[],1,100,[],0,"","",7000,4000,[],"","","","","","","",[],"","","",127,"",1,229,0,"",0,0,0,0,0,"",1,47,0,0,[],0,5,0,0
118,"2_8_2_1","The Toxic Conduits",8,"","","[117,119]",56,25987,10,9,"Art/Textures/Interface/LoadingImages/Act3.dds",1330,[1294],6,"[303,304,305,306]",117,480,"","","[1100,1100,1100,1100,1100]",[],[],[],"",[],"","",[13129],0,[185],"",100,[110],24,"","",6000,3500,"[61,169,158,328,367,468]","","","","","","","",[],"","","","","",2,230,39500,"",20,20,20,0,0,"",1,47,0,0,[],48,5,121,8
119,"2_8_2_2","Doedre's Cesspool",8,"",1,"[118,120,126]",56,62307,10,9,"Art/Textures/Interface/LoadingImages/Act3.dds",1330,[1294],6,"[307,308,309,310]",117,480,"","",[5192],[],[],[],"",[],"","",[],0,[185],"",100,[110],24,"","",6000,3500,"[61,169,158,328,367,468,863,866]","","","","","","","",[],"","","","","",2,230,44000,"",20,20,20,0,0,"",1,47,0,0,[],48,5,121,8
120,"2_8_3","The Grand Promenade",8,"","","[119,122]",56,57160,10,9,"Art/Textures/Interface/LoadingImages/Act3.dds",1331,[1423],6,"[311,312,313,314,315]",117,480,"","",[5620],"[1645,1646,1649,1726,1728,1732,1733]",[],[],"",[],"","",[],0,[210],"",100,[105],16,"","",7000,3000,"[169,374,842]","","","","","","","",[],"","","","","",2,234,37500,"",0,20,20,0,0,"",1,47,0,0,[],48,5,121,8
121,"2_8_4","The High Gardens",8,"","",[122],58,16832,10,9,"Art/Textures/Interface/LoadingImages/Act3.dds",1411,[1423],6,"[316,317,318,319]",117,480,"","",[5678],[],[],[],"",[],"","",[],0,[190],"",100,[113],24,"","",7000,3000,"[158,335,365,417]","","","","","","","",[],"","","","","",2,235,46000,"",20,20,20,0,0,"",1,47,0,0,[],48,5,121,8
122,"2_8_5","The Bath House",8,"",1,"[120,123,121]",57,25726,10,9,"Art/Textures/Interface/LoadingImages/Act3.dds",1412,[1423],6,"[320,321,322,323]",117,480,"","",[5705],[],[],[],"",[],"","",[],0,[211],"",100,[107],16,"","",6000,3000,"[61,169,307]","","","","","","","",[],"","","","","",2,238,43500,"",0,20,20,0,0,"",1,47,0,0,[],48,5,121,8
123,"2_8_6","The Lunaris Concourse",8,"",1,"[122,124,132]",58,43391,10,9,"Art/Textures/Interface/LoadingImages/Act3.dds",1413,[1423],6,[324],117,480,"","",[1327],[],[],[],"",[],"","",[],0,[186],"",100,[111],16,"","",7000,3500,"[169,370,374]","","","","","","","",[],"","","","","",2,239,56500,"",0,20,20,0,0,"",1,47,0,0,[],48,5,121,8
124,"2_8_7_1_","The Lunaris Temple Level 1",8,"",1,"[123,125]",59,4381,10,9,"Art/Textures/Interface/LoadingImages/Act3.dds",1414,[1423],6,"[325,326,327,328]",117,480,"","",[],[],[],[],"",[],"","",[],0,[212],"",100,[112],16,"","",6000,3500,"[61,159,169,307,380]","","","","","","","",[],"","","","","",2,240,41500,"",0,20,20,0,0,"",1,47,0,0,[],48,5,121,8
125,"2_8_7_2","The Lunaris Temple Level 2",8,"","",[124],59,3983,10,9,"Art/Textures/Interface/LoadingImages/Act3.dds",1414,[1423],6,"[329,330,331,332,333,334,335,336,337,338,339,340]",117,480,"","",[5308],[],[],[],"",[],"","",[],0,[212],"",100,[112],16,"","",6000,3500,"[61,159,169,307,380,410]","","","","","","","",[],"","","","","",2,241,68500,"",0,20,20,0,0,"",1,47,0,0,[],48,5,121,8
126,"2_8_8","The Quay",8,"","","[119,127]",57,36496,10,9,"Art/Textures/Interface/LoadingImages/Act3.dds",1415,[1423],6,"[341,342]",117,480,"","",[1150],"[1645,1646,1649,1726,1728,1732,1733,1788,1790,1705,1707]",[],[],"",[],"","",[],0,[181],"",100,[105],24,"","",7000,3500,"[169,339,358,366,374,434]","","","","","","","",[],"","","","","",2,242,83000,"",20,20,20,0,0,"",1,47,0,0,[],48,5,121,8
127,"2_8_9","The Grain Gate",8,"",1,"[126,128]",57,21356,10,9,"Art/Textures/Interface/LoadingImages/Act3.dds",1416,[1423],6,"[343,344,345]",117,480,"","","[4377,4377,4381,4381,4385,4385,4389]",[],[],[],"",[],"","",[],0,"[186,181]","",100,[104],24,"","",7000,3500,"[169,339,353,374,379]","","","","","","","",[],"","","","","",2,243,65500,"",20,20,20,0,0,"",1,47,0,0,[],48,5,121,8
128,"2_8_10","The Imperial Fields",8,"",1,"[127,130]",58,34965,10,9,"Art/Textures/Interface/LoadingImages/Act3.dds",1417,[1423],6,"[346,347,348,349]",117,480,"","",[858],[],[],[],"",[],"","",[],0,"[186,174]","",100,[104],24,"","",7000,3500,"[169,339,368,362,364]","","","","","","","",[],"","","","","",2,244,78000,"",20,20,20,0,0,"",1,47,0,0,[],48,5,121,8
