"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","IsHardmode","DescriptionHardmode"
96,95,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
97,96,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
98,97,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
99,98,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
100,99,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
101,100,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
102,101,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
103,102,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
104,103,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
105,104,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
106,105,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
107,106,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
108,107,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
109,108,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
110,109,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
111,110,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
112,111,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
113,112,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
114,113,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
115,114,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
116,115,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
117,116,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
118,117,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
119,118,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
120,119,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
121,120,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
122,121,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
123,122,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
124,123,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
125,124,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
126,125,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
127,126,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
128,127,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
129,128,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
130,129,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
131,130,9,2,"use_high_essence","Right click this item then left click a normal or rare item to apply it.","","Upgrades a normal item to rare or reforges a rare item, guaranteeing one property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal or rare item to apply it.",0,"","",[],[],[],19,[],"",1,"Upgrades a normal item to rare with one guaranteed property"
132,131,9,2,"use_essence","Right click this item then left click a normal item to apply it.","","Upgrades a normal item to rare with one guaranteed property",[7719],"","","",[],[],5000,"<<xbox_button_a>> to select, then <<xbox_button_a>> on a normal item to apply it.",0,"","",[],[],[],19,[],"","",""
