"rownum","Id","Base_ENVFile","[string]","[string]","[rid]","[i32]","rid","rid","bool"
1009,"HideoutLakeEvil","Metadata/EnvironmentSettings/HideoutLakeEvil.env",[],[],[],[],"","",""
1010,"MissionCave1","Metadata/EnvironmentSettings/MissionCave1.env",[],[],[],[],"","",""
1011,"MissionCave2","Metadata/EnvironmentSettings/MissionCave2.env",[],[],[],[],"","",""
1012,"MissionCave3","Metadata/EnvironmentSettings/MissionCave3.env",[],[],[],[],"","",""
1013,"MissionPrison1","Metadata/EnvironmentSettings/MissionPrison1.env",[],[],[],[],"","",""
1014,"MissionChamber1","Metadata/EnvironmentSettings/MissionChamber1.env",[],[],[],[],"","",""
1015,"MissionChurch1","Metadata/EnvironmentSettings/MissionChurch1.env",[],[],[],[],"","",""
1016,"MissionDen1","Metadata/EnvironmentSettings/MissionDen1.env",[],[],[],[],"","",""
1017,"MissionInca1","Metadata/EnvironmentSettings/MissionInca1.env",[],[],[],[],"","",""
1018,"MissionSpider1","Metadata/EnvironmentSettings/MissionSpider1.env",[],[],[],[],"","",""
1019,"MissionChurch2","Metadata/EnvironmentSettings/MissionChurch2.env",[],[],[],[],"","",""
1020,"MissionJail1","Metadata/EnvironmentSettings/MissionJail1.env",[],[],[],[],"","",""
1021,"MissionLibrary1","Metadata/EnvironmentSettings/MissionLibrary1.env",[],[],[],[],"","",""
1022,"MissionScepter1","Metadata/EnvironmentSettings/MissionScepter1.env",[],[],[],[],"","",""
1023,"MissionSewers1","Metadata/EnvironmentSettings/MissionSewers1.env",[],[],[],[],"","",""
1024,"MissionTemple1","Metadata/EnvironmentSettings/MissionSolaris1.env",[],[],[],[],"","",""
1025,"MissionTemple2","Metadata/EnvironmentSettings/MissionLunaris1.env",[],[],[],[],"","",""
1026,"MissionWarehouse1","Metadata/EnvironmentSettings/MissionWarehouse1.env",[],[],[],[],"","",""
1027,"MissionBasement1","Metadata/EnvironmentSettings/MissionBasement1.env",[],[],[],[],"","",""
1028,"MissionSlavePens1","Metadata/EnvironmentSettings/MissionSlavePens1.env",[],[],[],[],"","",""
1029,"DenCave1","Metadata/EnvironmentSettings/DenWetCave.env",[],[],[],[],"","",""
1030,"DenPrison1","Metadata/EnvironmentSettings/DenPrison1.env",[],[],[],[],"","",""
1031,"DenChamber1","Metadata/EnvironmentSettings/DenChamber1.env",[],[],[],[],"","",""
1032,"DenChurch1","Metadata/EnvironmentSettings/DenChurch1.env",[],[],[],[],"","",""
1033,"DenDen1","Metadata/EnvironmentSettings/DenDen1.env",[],[],[],[],"","",""
1034,"DenInca1","Metadata/EnvironmentSettings/DenInca1.env",[],[],[],[],"","",""
1035,"DenSpider1","Metadata/EnvironmentSettings/DenSpider1.env",[],[],[],[],"","",""
1036,"DenChurch2","Metadata/EnvironmentSettings/DenChurch2.env",[],[],[],[],"","",""
1037,"DenJail1","Metadata/EnvironmentSettings/DenJail1.env",[],[],[],[],"","",""
1038,"DenLibrary1","Metadata/EnvironmentSettings/DenLibrary1.env",[],[],[],[],"","",""
1039,"DenScepter1","Metadata/EnvironmentSettings/DenScepter1.env",[],[],[],[],"","",""
1040,"DenSewers1","Metadata/EnvironmentSettings/DenSewers1.env",[],[],[],[],"","",""
1041,"DenTemple1","Metadata/EnvironmentSettings/DenSolaris1.env",[],[],[],[],"","",""
1042,"DenTemple2","Metadata/EnvironmentSettings/DenLunaris1.env",[],[],[],[],"","",""
1043,"DenWarehouse1","Metadata/EnvironmentSettings/DenWarehouse1.env",[],[],[],[],"","",""
1044,"DenBasement1","Metadata/EnvironmentSettings/DenBasement1.env",[],[],[],[],"","",""
1045,"DenSlavePens1","Metadata/EnvironmentSettings/DenSlavePens1.env",[],[],[],[],"","",""
1046,"ArenaCave1","Metadata/EnvironmentSettings/ArenaWetCave.env",[],[],[],[],"","",""
1047,"ArenaPrison1","Metadata/EnvironmentSettings/ArenaPrison1.env",[],[],[],[],"","",""
1048,"ArenaChamber1","Metadata/EnvironmentSettings/ArenaChamber1.env",[],[],[],[],"","",""
1049,"ArenaChurch1","Metadata/EnvironmentSettings/ArenaChurch1.env",[],[],[],[],"","",""
1050,"ArenaDen1","Metadata/EnvironmentSettings/ArenaDen1.env",[],[],[],[],"","",""
1051,"ArenaInca1","Metadata/EnvironmentSettings/ArenaInca1.env",[],[],[],[],"","",""
1052,"ArenaSpider1","Metadata/EnvironmentSettings/ArenaSpider1.env",[],[],[],[],"","",""
1053,"ArenaChurch2","Metadata/EnvironmentSettings/ArenaChurch2.env",[],[],[],[],"","",""
1054,"ArenaJail1","Metadata/EnvironmentSettings/ArenaJail1.env",[],[],[],[],"","",""
1055,"ArenaLibrary1","Metadata/EnvironmentSettings/ArenaLibrary1.env",[],[],[],[],"","",""
1056,"ArenaScepter1","Metadata/EnvironmentSettings/ArenaScepter1.env",[],[],[],[],"","",""
1057,"ArenaSewers1","Metadata/EnvironmentSettings/ArenaSewers1.env",[],[],[],[],"","",""
1058,"ArenaTemple1","Metadata/EnvironmentSettings/ArenaSolaris1.env",[],[],[],[],"","",""
1059,"ArenaTemple2","Metadata/EnvironmentSettings/ArenaLunaris1.env",[],[],[],[],"","",""
1060,"ArenaWarehouse1","Metadata/EnvironmentSettings/ArenaWarehouse1.env",[],[],[],[],"","",""
1061,"ArenaBasement1","Metadata/EnvironmentSettings/ArenaBasement1.env",[],[],[],[],"","",""
1062,"ArenaSlavePens1","Metadata/EnvironmentSettings/ArenaSlavePens1.env",[],[],[],[],"","",""
1063,"DailyCaveRiver","Metadata/EnvironmentSettings/DailyCaveRiver.env",[],[],[],[],"","",""
1064,"DailyCaveTunnels","Metadata/EnvironmentSettings/DailyCaveTunnels.env",[],[],[],[],"","",""
1065,"DailyChurch2","Metadata/EnvironmentSettings/DailyChurch2.env",[],[],[],[],"","",""
1066,"DailyChurchNecropolis","Metadata/EnvironmentSettings/DailyChurchNecropolis.env",[],[],[],[],"","",""
1067,"DailyDarkForest","Metadata/EnvironmentSettings/DailyDarkForest.env",[],[],[],[],"","",""
1068,"DailyDryForest2","Metadata/EnvironmentSettings/DailyDryForest2.env",[],[],[],[],"","",""
1069,"DailyDryForest","Metadata/EnvironmentSettings/DailyDryForest.env",[],[],[],[],"","",""
1070,"DailyForest2","Metadata/EnvironmentSettings/DailyForest2.env",[],[],[],[],"","",""
1071,"DailyGardens3","Metadata/EnvironmentSettings/DailyGardens3.env",[],[],[],[],"","",""
1072,"DailyGraveyard","Metadata/EnvironmentSettings/DailyGraveyard.env",[],[],[],[],"","",""
1073,"DailyIncaMaze","Metadata/EnvironmentSettings/DailyIncaMaze.env",[],[],[],[],"","",""
1074,"DailyIndustrialDocks2","Metadata/EnvironmentSettings/DailyIndustrialDocks2.env",[],[],[],[],"","",""
1075,"DailyJail2","Metadata/EnvironmentSettings/DailyJail2.env",[],[],[],[],"","",""
1076,"DailyLedge","Metadata/EnvironmentSettings/DailyLedge.env",[],[],[],[],"","",""
1077,"DailyLibrary2","Metadata/EnvironmentSettings/DailyLibrary2.env",[],[],[],[],"","",""
1078,"DailyLibrary","Metadata/EnvironmentSettings/DailyLibrary.env",[],[],[],[],"","",""
1079,"DailyLunaris","Metadata/EnvironmentSettings/DailyLunrais.env",[],[],[],[],"","",""
1080,"DailyMarketArcade","Metadata/EnvironmentSettings/DailyMarket.env",[],[],[],[],"","",""
1081,"DailyPoolsStreams","Metadata/EnvironmentSettings/DailyPoolsStreams.env",[],[],[],[],"","",""
1082,"DailyPortal","Metadata/EnvironmentSettings/DailyPortal.env",[],[],[],[],"","",""
1083,"DailyPrison2","Metadata/EnvironmentSettings/DailyPrison2.env",[],[],[],[],"","",""
1084,"DailyRuinedTempleForest2","Metadata/EnvironmentSettings/DailyRuinedTempleForest2.env",[],[],[],[],"","",""
1085,"DailyScepter3","Metadata/EnvironmentSettings/DailyScepter3.env",[],[],[],[],"","",""
1086,"DailySewers","Metadata/EnvironmentSettings/DailySewers.env",[],[],[],[],"","",""
1087,"DailyShipGraveyard","Metadata/EnvironmentSettings/DailyShipgraveyard.env",[],[],[],[],"","",""
1088,"DailySlumGhetto","Metadata/EnvironmentSettings/DailySlumGhetto.env",[],[],[],[],"","",""
1089,"DailySolaris","Metadata/EnvironmentSettings/DailySolaris.env",[],[],[],[],"","",""
1090,"DailySpiderForest","Metadata/EnvironmentSettings/DailySpiderForest.env",[],[],[],[],"","",""
1091,"DailySpiderGrove","Metadata/EnvironmentSettings/DailySpiderGrove.env",[],[],[],[],"","",""
1092,"DailySwampBog","Metadata/EnvironmentSettings/DailySwampBog.env",[],[],[],[],"","",""
1093,"DailyTerraces","Metadata/EnvironmentSettings/DailyTerraces.env",[],[],[],[],"","",""
1094,"DailyThicket","Metadata/EnvironmentSettings/DailyThicket.env",[],[],[],[],"","",""
1095,"DailyWarehouses","Metadata/EnvironmentSettings/DailyWarehouse.env",[],[],[],[],"","",""
1096,"DailyWaterfallCave","Metadata/EnvironmentSettings/DailyWaterfallCave.env",[],[],[],[],"","",""
1097,"DailyBeachSmall","Metadata/EnvironmentSettings/DailyBeachSmall.env",[],[],[],[],"","",""
1098,"DailyForestSmall","Metadata/EnvironmentSettings/DailyForestSmall.env",[],[],[],[],"","",""
1099,"DailySlumsSmall","Metadata/EnvironmentSettings/DailySlumsSmall.env",[],[],[],[],"","",""
1100,"DailyDriedLake","Metadata/EnvironmentSettings/DailyDriedLake.env",[],[],[],[],"","",""
1101,"Master_TH_shipgraveyard","Metadata/EnvironmentSettings/Master_TH_shipgraveyard.env",[],[],[],[],"","",""
1102,"Master_TH_shipgraveyard_cave","Metadata/EnvironmentSettings/Master_TH_shipgraveyard_cave.env",[],[],[],[],"","",""
1103,"Master_SP_volcano","Metadata/EnvironmentSettings/Master_SP_volcano.env",[],[],[],[],"","",""
1104,"MissionTemplarInca1","Metadata/EnvironmentSettings/MissionTemplarInca1.env",[],[],[],[],"","",""
1105,"MissionTemplarChamber1","Metadata/EnvironmentSettings/MissionTemplarChamber1.env",[],[],[],[],"","",""
1106,"MissionTemplarChurch1","Metadata/EnvironmentSettings/MissionTemplarChurch1.env",[],[],[],[],"","",""
1107,"MissionTemplarTemple1","Metadata/EnvironmentSettings/MissionTemplarTemple1.env",[],[],[],[],"","",""
1108,"MissionTemplarTemple2","Metadata/EnvironmentSettings/MissionTemplarTemple2.env",[],[],[],[],"","",""
1109,"MissionTemplarChurch2","Metadata/EnvironmentSettings/MissionTemplarChurch2.env",[],[],[],[],"","",""
1110,"MissionTemplarLibrary1","Metadata/EnvironmentSettings/MissionTemplarLibrary1.env",[],[],[],[],"","",""
1111,"MissionTemplarScepter1","Metadata/EnvironmentSettings/MissionTemplarScepter1.env",[],[],[],[],"","",""
1112,"MissionTemplarPrison1","Metadata/EnvironmentSettings/MissionTemplarPrison1.env",[],[],[],[],"","",""
1113,"testtown","Metadata/EnvironmentSettings/testtown.env",[],[],[],[],"","",""
1114,"pvpTown","Metadata/EnvironmentSettings/pvptown.env",[],[],[],[],"","",""
1115,"DarkshrineCorrupted","Metadata/EnvironmentSettings/1_3_14_1_prophecy.env",[],[],[],[],"","",""
1116,"EndGameSwampFetid_prophecy","Metadata/EnvironmentSettings/EndGameSwampFetid_prophecy.env",[],[],[],[],"","",""
1117,"anim_test","Metadata/EnvironmentSettings/anim_test.env",[],[],[],[],"","",""
1118,"allblack_test","Metadata/EnvironmentSettings/allblack_test.env",[],[],[],[],"","",""
1119,"physics_test","Metadata/EnvironmentSettings/physics_test.env",[],[],[],[],"","",""
1120,"new_login_test","Metadata/EnvironmentSettings/CharacterSelectOriath.env",[],[],[],[],"","",""
1121,"cinematic_kitava","Metadata/EnvironmentSettings/CharacterSelectOriath_Filming.env",[],[],[],[],"","",""
1122,"cinematic_cargohold","Metadata/EnvironmentSettings/cinematic_cargohold.env",[],[],[],[],"","",""
1123,"cinematic_cargohold2","Metadata/EnvironmentSettings/cinematic_cargohold2.env",[],[],[],[],"","",""
1124,"TimeStop","Metadata/EnvironmentSettings/TimeStop.env",[],[],[],[],"","",""
1125,"LunarisCelestial","Metadata/EnvironmentSettings/2_3_13_moon_celestial.env",[],[],[],[],"","",""
1126,"SolarisCelestial","Metadata/EnvironmentSettings/2_3_13_sun_celestial.env",[],[],[],[],"","",""
1127,"LegionLeague","Metadata/EnvironmentSettings/LegionLeague.env",[],[],[],[],"",48,""
1128,"LegionLeagueWorld","Metadata/EnvironmentSettings/LegionLeagueWorld.env",[],[],[],[],"",48,""
1129,"LegionLeagueWorldExposure","Metadata/EnvironmentSettings/LegionLeagueWorldExposure.env",[],[],[],[],"",48,""
1130,"LegionLeagueWorldBattle","Metadata/EnvironmentSettings/LegionLeagueWorldBattle.env",[],[],[],[],"",48,""
1131,"LegionLeagueWorldPostBattle","Metadata/EnvironmentSettings/LegionLeagueWorldPostBattle.env",[],[],[],[],"",48,""
1132,"LeagueBreachPhysical","Metadata/EnvironmentSettings/LeagueBreachPhysical.env",[],[],[],[],"","",""
1133,"LeagueBreachCold","Metadata/EnvironmentSettings/LeagueBreachCold.env",[],[],[],[],"","",""
1134,"LeagueBreachFire","Metadata/EnvironmentSettings/LeagueBreachFire.env",[],[],[],[],"","",""
1135,"LeagueBreachLightning","Metadata/EnvironmentSettings/LeagueBreachLightning.env",[],[],[],[],"","",""
1136,"LeagueBreachChaos","Metadata/EnvironmentSettings/LeagueBreachChaos.env",[],[],[],[],"","",""
1137,"InfectedMap","Metadata/EnvironmentSettings/BlightLeagueInfected.env",[],[],[],[],"",50,""
1138,"InfectedMapEncounter","Metadata/EnvironmentSettings/BlightLeagueInfectedEncounter.env",[],[],[],[],"",50,""
1139,"BlightEncounter","Metadata/EnvironmentSettings/BlightLeagueEncounter.env",[],[],[],[],"",50,""
1140,"MetamorphBattle","Metadata/EnvironmentSettings/MetamorphosisBattle.env",[],[],[],[],"",51,""
1141,"LeagueAfflictionBossArena","Metadata/EnvironmentSettings/LeagueAffliction_BossArena.env",[],[],[],[],"","",""
1142,"LeagueAfflictionEncounter","Metadata/EnvironmentSettings/LeagueAfflictionEncounter.env",[],[],[],[],"","",""
1143,"LeagueAfflictionEncounterMap","Metadata/EnvironmentSettings/LeagueAfflictionEncounter.env",[],[],[],[],"","",""
1144,"LeagueAfflictionAct6","Metadata/EnvironmentSettings/LeagueAffliction_Act6.env",[],[],[],[],"","",""
1145,"LeagueAfflictionAct4","Metadata/EnvironmentSettings/LeagueAffliction_Act4.env",[],[],[],[],"","",""
1146,"LeagueAfflictionAct7","Metadata/EnvironmentSettings/LeagueAffliction_Act7.env",[],[],[],[],"","",""
1147,"LeagueAfflictionAct8","Metadata/EnvironmentSettings/LeagueAffliction_Act8.env",[],[],[],[],"","",""
1148,"LeagueAfflictionAct10","Metadata/EnvironmentSettings/LeagueAffliction_Act10.env",[],[],[],[],"","",""
1149,"LeagueAfflictionTownActive","Metadata/EnvironmentSettings/LeagueAffliction_TownActive.env",[],[],[],[],"","",""
1150,"LeagueAfflictionAct6MusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Act6_MusicOnly.env",[],[],[],[],"","",""
1151,"LeagueAfflictionAct4MusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Act4_MusicOnly.env",[],[],[],[],"","",""
1152,"LeagueAfflictionAct7MusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Act7_MusicOnly.env",[],[],[],[],"","",""
1153,"LeagueAfflictionAct8MusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Act8_MusicOnly.env",[],[],[],[],"","",""
1154,"LeagueAfflictionAct10MusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Act10_MusicOnly.env",[],[],[],[],"","",""
1155,"LeagueAfflictionTownActiveBoss","Metadata/EnvironmentSettings/LeagueAffliction_TownActiveBoss.env",[],[],[],[],"","",""
1156,"LeagueAfflictionWildBossMusicOnly","Metadata/EnvironmentSettings/LeagueAffliction_Boss_MusicOnly.env",[],[],[],[],"",52,""
1157,"HeistCinematicEnv1","Metadata/EnvironmentSettings/HeistCinematic1.env",[],[],[],[],"","",""
1158,"HeistCinematicEnv2","Metadata/EnvironmentSettings/HeistCinematic2.env",[],[],[],[],"","",""
1159,"HeistHub1","Metadata/EnvironmentSettings/Heist_Hub1.env",[],[],[],[],"","",""
1160,"HeistOps1","Metadata/EnvironmentSettings/Heist_Ops1.env",[],[],[],[],"","",""
1161,"HeistControlBlocks1","Metadata/EnvironmentSettings/Heist_ControlBlocks1.env",[],[],[],[],"","",""
1162,"HeistControlBlocks2","Metadata/EnvironmentSettings/Heist_ControlBlocks2.env",[],[],[],[],"","",""
1163,"HeistControlBlocks3","Metadata/EnvironmentSettings/Heist_ControlBlocks3.env",[],[],[],[],"","",""
1164,"HeistDungeon1","Metadata/EnvironmentSettings/Heist_Dungeon1.env",[],[],[],[],"","",""
1165,"HeistDungeon2","Metadata/EnvironmentSettings/Heist_Dungeon2.env",[],[],[],[],"","",""
1166,"HeistDungeon3","Metadata/EnvironmentSettings/Heist_Dungeon3.env",[],[],[],[],"","",""
1167,"HeistMines1","Metadata/EnvironmentSettings/Heist_Mines1.env",[],[],[],[],"","",""
1168,"HeistMines2","Metadata/EnvironmentSettings/Heist_Mines2.env",[],[],[],[],"","",""
1169,"HeistMines3","Metadata/EnvironmentSettings/Heist_Mines3.env",[],[],[],[],"","",""
1170,"HeistReliquary1","Metadata/EnvironmentSettings/HeistReliquary1.env",[],[],[],[],"","",""
1171,"HeistReliquary2","Metadata/EnvironmentSettings/HeistReliquary2.env",[],[],[],[],"","",""
1172,"HeistReliquary3","Metadata/EnvironmentSettings/HeistReliquary3.env",[],[],[],[],"","",""
1173,"HeistLibrary1","Metadata/EnvironmentSettings/HeistLibrary1.env",[],[],[],[],"","",""
1174,"HeistLibrary2","Metadata/EnvironmentSettings/HeistLibrary2.env",[],[],[],[],"","",""
1175,"HeistLibrary3","Metadata/EnvironmentSettings/HeistLibrary3.env",[],[],[],[],"","",""
1176,"HeistLibraryGarden","Metadata/EnvironmentSettings/HeistLibraryEntranceGarden.env",[],[],[],[],"","",""
1177,"HeistRobotTunnels1","Metadata/EnvironmentSettings/HeistRobotTunnels1.env",[],[],[],[],"","",""
1178,"HeistRobotTunnels2","Metadata/EnvironmentSettings/HeistRobotTunnels2.env",[],[],[],[],"","",""
1179,"HeistRobotTunnels3","Metadata/EnvironmentSettings/HeistRobotTunnels3.env",[],[],[],[],"","",""
1180,"HeistRobotTunnelsCanals","Metadata/EnvironmentSettings/HeistRobotTunnelsCanals.env",[],[],[],[],"","",""
1181,"HeistSewers1","Metadata/EnvironmentSettings/HeistSewers1.env",[],[],[],[],"","",""
1182,"HeistSewers2","Metadata/EnvironmentSettings/HeistSewers2.env",[],[],[],[],"","",""
1183,"HeistSewers3","Metadata/EnvironmentSettings/HeistSewers3.env",[],[],[],[],"","",""
1184,"HeistSewersArcade","Metadata/EnvironmentSettings/HeistSewersArcade.env",[],[],[],[],"","",""
1185,"HeistSewersLeadIn","Metadata/EnvironmentSettings/HeistLeadin_Sewers1.env",[],[],[],[],"","",""
1186,"HeistCourts1","Metadata/EnvironmentSettings/HeistCourts1.env",[],[],[],[],"","",""
1187,"HeistCourts2","Metadata/EnvironmentSettings/HeistCourts2.env",[],[],[],[],"","",""
1188,"HeistCourts3","Metadata/EnvironmentSettings/HeistCourts3.env",[],[],[],[],"","",""
1189,"HeistCourtsSanctum","Metadata/EnvironmentSettings/HeistCourtsSanctum.env",[],[],[],[],"","",""
1190,"HeistMansion1","Metadata/EnvironmentSettings/Heist_Mansion1.env",[],[],[],[],"","",""
1191,"HeistMansion2","Metadata/EnvironmentSettings/Heist_Mansion2.env",[],[],[],[],"","",""
1192,"HeistMansion3","Metadata/EnvironmentSettings/Heist_Mansion3.env",[],[],[],[],"","",""
1193,"HeistLeadin_Cellar1","Metadata/EnvironmentSettings/HeistLeadin_Cellar1.env",[],[],[],[],"","",""
1194,"HeistLeadin_Chimney1","Metadata/EnvironmentSettings/HeistLeadin_Chimney1.env",[],[],[],[],"","",""
1195,"HeistLeadin_CaveToMine1","Metadata/EnvironmentSettings/HeistLeadin_CaveToMine1.env",[],[],[],[],"","",""
1196,"HeistLeadin_FoothillsToMine1","Metadata/EnvironmentSettings/HeistLeadin_FoothillsToMine1.env",[],[],[],[],"","",""
1197,"HeistLeadin_Garden1","Metadata/EnvironmentSettings/HeistLeadin_Garden1.env",[],[],[],[],"","",""
1198,"HeistLeadin_Ossuary1","Metadata/EnvironmentSettings/HeistLeadin_Ossuary1.env",[],[],[],[],"","",""
1199,"HeistBoss_AdmiralDarnaw","Metadata/EnvironmentSettings/HeistBoss_AdmiralDarnaw1.env",[],[],[],[],"","",""
1200,"HeistBoss_FreidrichTarollo","Metadata/EnvironmentSettings/HeistBoss_FreidrichTarollo1.env",[],[],[],[],"","",""
1201,"HeistBoss_Jamanra","Metadata/EnvironmentSettings/HeistBoss_Jamanra.env",[],[],[],[],"","",""
1202,"HeistBoss_Nashta","Metadata/EnvironmentSettings/HeistBoss_Nashta.env",[],[],[],[],"","",""
1203,"HeistBoss_Twins","Metadata/EnvironmentSettings/HeistBoss_Twins.env",[],[],[],[],"","",""
1204,"HeistBoss_Unbreakable","Metadata/EnvironmentSettings/HeistBoss_Unbreakable1.env",[],[],[],[],"","",""
1205,"HeistBoss_FightMusic","Metadata/EnvironmentSettings/HeistBossFight.env",[],[],[],[],"","",""
1206,"LeagueHarvest","Metadata/EnvironmentSettings/LeagueHarvest.env",[],[],[],[],"",53,""
1207,"LeagueHarvestCombat","Metadata/EnvironmentSettings/LeagueHarvestCombat.env",[],[],[],[],"",53,""
1208,"LeagueHarvestFinalBoss","Metadata/EnvironmentSettings/LeagueHarvestFinalBoss.env",[],[],[],[],"",53,""
1209,"LeagueHarvestFinalBossOrange","Metadata/EnvironmentSettings/LeagueHarvest_FinalBoss_Anger.env",[],[],[],[],"",53,""
1210,"LeagueHarvestFinalBossBlue","Metadata/EnvironmentSettings/LeagueHarvest_FinalBoss_Bulb.env",[],[],[],[],"",53,""
1211,"LeagueHarvestFinalBossGreen","Metadata/EnvironmentSettings/LeagueHarvest_FinalBoss_Scale.env",[],[],[],[],"",53,""
1212,"LeagueHarvestFinalBossRed","Metadata/EnvironmentSettings/LeagueHarvest_FinalBoss_Thorn.env",[],[],[],[],"",53,""
1213,"LeagueHarvestFinalBossEmerge","Metadata/EnvironmentSettings/LeagueHarvest_EmergeTransition.env",[],[],[],[],"",53,""
1214,"SilenceOverride","Metadata/EnvironmentSettings/SilentOverride.env",[],[],[],[],"",54,""
1215,"HeistSuccess","Metadata/EnvironmentSettings/HeistResolveSuccess.env",[],[],[],[],"",54,""
1216,"HeistFailure","Metadata/EnvironmentSettings/HeistResolveFailure.env",[],[],[],[],"",54,""
1217,"MavenHub","Metadata/EnvironmentSettings/EndGameAtlasMaven.env",[],[],[],[],"","",""
1218,"MavenBossDefault","Metadata/EnvironmentSettings/EndGameAtlasMavenBoss.env",[],[],[],[],"","",""
1219,"MavenBossFight","Metadata/EnvironmentSettings/EndGameAtlasMavenBossFight.env",[],[],[],[],"","",""
1220,"MavenBossRush","Metadata/EnvironmentSettings/EndGameAtlasMavenBossRush.env",[],[],[],[],"","",""
1221,"LeagueRitualFire","Metadata/EnvironmentSettings/LeagueRitualFire.env",[],[],[],[],"",55,""
1222,"LeagueRitualCold","Metadata/EnvironmentSettings/LeagueRitualCold.env",[],[],[],[],"",55,""
1223,"LeagueRitualChaos","Metadata/EnvironmentSettings/LeagueRitualChaos.env",[],[],[],[],"",55,""
1224,"LeagueRitualChaos2","Metadata/EnvironmentSettings/LeagueRitualChaos2.env",[],[],[],[],"",55,""
1225,"LeagueRitualCold2","Metadata/EnvironmentSettings/LeagueRitualCold2.env",[],[],[],[],"",55,""
1226,"LeagueRitualFire2","Metadata/EnvironmentSettings/LeagueRitualFire2.env",[],[],[],[],"",55,""
1227,"LeagueRitualGeneric","Metadata/EnvironmentSettings/LeagueRitualGeneric.env",[],[],[],[],"",55,""
1228,"LeagueRitualGolden","Metadata/EnvironmentSettings/LeagueRitualGolden.env",[],[],[],[],"",55,""
1229,"LeagueRitualGreenChaos","Metadata/EnvironmentSettings/LeagueRitualGreenChaos.env",[],[],[],[],"",55,""
1230,"LeagueRitualLightning","Metadata/EnvironmentSettings/LeagueRitualLightning.env",[],[],[],[],"",55,""
1231,"LeagueRitualLightning2","Metadata/EnvironmentSettings/LeagueRitualLightning2.env",[],[],[],[],"",55,""
1232,"LeagueRitualNecromantic","Metadata/EnvironmentSettings/LeagueRitualNecromantic.env",[],[],[],[],"",55,""
1233,"LeagueRitualPhysicalBlood","Metadata/EnvironmentSettings/LeagueRitualPhysicalBlood.env",[],[],[],[],"",55,""
1234,"LeagueRitualPhysicalBlood2","Metadata/EnvironmentSettings/LeagueRitualPhysicalBlood2.env",[],[],[],[],"",55,""
1235,"LeagueRitualVaal","Metadata/EnvironmentSettings/LeagueRitualVaal.env",[],[],[],[],"",55,""
1236,"LeagueUltimatum_Arena","Metadata/EnvironmentSettings/LeagueUltimatum_Arena.env",[],[],[],[],"","",""
1237,"LeagueUltimatum_Boss_Arena","Metadata/EnvironmentSettings/LeagueUltimatum_Boss_Arena.env",[],[],[],[],"","",""
1238,"LeagueUltimatum_TimeNeutral","Metadata/EnvironmentSettings/LeagueUltimatum_TimeNeutral.env",[],[],[],[],"",57,""
1239,"LeagueUltimatum_Challenge","Metadata/EnvironmentSettings/LeagueUltimatum_Challenge.env",[],[],[],[],"",57,""
1240,"LeagueUltimatum_Completed","Metadata/EnvironmentSettings/LeagueUltimatum_Completed.env",[],[],[],[],"",57,""
1241,"ExpeditionBattlegroundGraves","Metadata/EnvironmentSettings/Expedition_BattlegroundGraves.env",[],[],[],[],"","",""
1242,"ExpeditionKaruiWargraves","Metadata/EnvironmentSettings/Expedition_KaruiWargraves.env",[],[],[],[],"","",""
1243,"ExpeditionBluffs","Metadata/EnvironmentSettings/Expedition_Bluffs.env",[],[],[],[],"","",""
1244,"ExpeditionRottingTemple","Metadata/EnvironmentSettings/Expedition_RottingTemple.env",[],[],[],[],"","",""
1245,"ExpeditionShipwreckReef","Metadata/EnvironmentSettings/Expedition_ShipwreckReef.env",[],[],[],[],"","",""
1246,"ExpeditionCemetery","Metadata/EnvironmentSettings/Expedition_Cemetery.env",[],[],[],[],"","",""
1247,"ExpeditionSarnSlums","Metadata/EnvironmentSettings/Expedition_SarnSlums.env",[],[],[],[],"","",""
1248,"ExpeditionDriedRiverbed","Metadata/EnvironmentSettings/Expedition_DriedRiverbed.env",[],[],[],[],"","",""
1249,"ExpeditionMountainside","Metadata/EnvironmentSettings/Expedition_Mountainside.env",[],[],[],[],"","",""
1250,"ExpeditionForestRuins","Metadata/EnvironmentSettings/Expedition_ForestRuins.env",[],[],[],[],"","",""
1251,"ExpeditionVaalTemple","Metadata/EnvironmentSettings/Expedition_VaalTemple.env",[],[],[],[],"","",""
1252,"ExpeditionUtzaalOutskirts","Metadata/EnvironmentSettings/Expedition_UtzaalOutskirts.env",[],[],[],[],"","",""
1253,"ExpeditionDesertRuins","Metadata/EnvironmentSettings/Expedition_DesertRuins.env",[],[],[],[],"","",""
1254,"ExpeditionScrublands","Metadata/EnvironmentSettings/Expedition_Scrublands.env",[],[],[],[],"","",""
1255,"ExpeditionVolcano","Metadata/EnvironmentSettings/Expedition_Volcano.env",[],[],[],[],"","",""
1256,"ExpeditionArenaMedvedOverride","Metadata/EnvironmentSettings/Expedition_ArenaMedvedOverride.env",[],[],[],[],"","",""
1257,"ExpeditionArenaVorana","Metadata/EnvironmentSettings/Expedition_ArenaVorana.env",[],[],[],[],"","",""
