"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","DialogueOption2","rid","rid","i32","[i32]","i32","rid"
189,12,15,"Gamble for Items",[],[],[],"","",23,"",71,[],"","","",[],[],1308,[],1308,"","","","","",1,"",48,[],49,""
190,12,16,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1308,[],1308,"","","","","",0,"",48,[],49,""
191,15,0,"The Darkness",[88],[85],[239],"",239,3,"",239,[170],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
192,15,1,"The Darkness",[85],[],[364],"","",3,"",364,[171],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
193,15,2,"Hand in Amulets","[55,0,0]",[89],"[83,0]","triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/gold.ao ); SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/gold.ao );",89,5,"",89,[172],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
194,15,3,"Oak's Rivals",[55],"[77,0,0]","[21,0]","triggerer.SetSessionQuestFlag( BanditAfterFightTalk );",58,5,"",21,[173],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
195,15,4,"Oak's Rivals",[18],[55],[],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",21,[174],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
196,15,5,"Oak's Rivals",[89],[55],[57],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",57,[175],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
197,15,6,"I've changed my mind",[55],[89],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",71,[],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
198,15,7,"Oak's Rivals",[],"[81,0,0,0,79,0,0,0]","[366,0]","triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[176],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
199,15,8,"Oak's Rivals",[79],"[18,0,0,0,55,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[177],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
200,15,9,"Oak's Rivals",[77],"[18,0,0,0,55,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[178],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
201,15,10,"Oak's Rivals","[79,0]","[18,0,0,0,55,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[179],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
202,15,11,"Oak's Rivals",[81],"[18,0,0,0,55]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[180],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
203,15,12,"Oak's Rivals","[81,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[181],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
204,15,13,"Oak's Rivals",[80],"[18,0,0,0,55]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[182],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
205,15,14,"Oak's Rivals","[80,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[183],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
206,15,15,"Oak's Rivals","[79,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[184],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
207,15,16,"Oak's Rivals","[77,0]","[18,0,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[185],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
208,15,17,"Oak's Rivals","[79,0,0]","[18,0,0]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[186],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
209,15,18,"Oak's Rivals",[82],"[79,0,0,0,77]",[366],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",366,[187],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
210,15,19,"Get the Apex",[89],"[76,0]",[],"triggerer.SetQuestFlag(\""a2b-SeenApexReward\"");",69,6,17,71,[],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
211,14,0,"Hand in Amulets","[77,0,0]",[54],"[54,0]","triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/purple.ao ); SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/purple.ao );",54,5,"",54,[190],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
212,14,1,"Kraityn's Rivals",[55],"[79,0,0,0]","[19,0]","triggerer.SetSessionQuestFlag( BanditAfterFightTalk );",58,5,"",19,[191],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
213,14,2,"Kraityn's Rivals",[16],[55],[],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",19,[192],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
214,14,3,"Kraityn's Rivals",[54],[55],[57],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",57,[193],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
215,14,4,"I've changed my mind",[55],[54],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",71,[],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
216,14,5,"Kraityn's Rivals",[],"[81,0,0,0,77,0,0,0]","[373,0]","triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[194],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
217,14,6,"Kraityn's Rivals",[78],"[81,0,0,0,77,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[195],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
218,14,7,"Kraityn's Rivals",[77],"[81,0,0,0,78,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[196],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
219,14,8,"Kraityn's Rivals","[77,0]","[81,0,0,0,80,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[197],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
220,14,9,"Kraityn's Rivals",[82],"[77,0,0,0,78]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[198],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
221,14,10,"Kraityn's Rivals","[77,0]","[78,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[199],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
222,14,11,"Kraityn's Rivals",[80],"[77,0,0,0,78]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[200],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
223,14,12,"Kraityn's Rivals","[78,0]","[77,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[201],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
224,14,13,"Kraityn's Rivals","[81,0]","[77,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[202],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
225,14,14,"Kraityn's Rivals","[81,0]","[78,0,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[203],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
226,14,15,"Kraityn's Rivals","[81,0,0]","[16,0,0]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[204],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
227,14,16,"Kraityn's Rivals",[81],"[77,0,0,0,78]",[373],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",373,[205],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
228,14,17,"Get the Apex",[54],"[76,0]",[],"triggerer.SetQuestFlag(\""a2b-SeenApexReward\"");",69,6,17,71,[],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
229,13,0,"The Darkness",[88],[85],[240],"",240,3,"",240,[206],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
230,13,1,"The Darkness",[85],[],[364],"","",3,"",364,[207],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
231,13,2,"Hand in Amulets","[55,0,0]",[56],"[56,0]","triggerer.SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/blue.ao ); SpawnServerEffect( Metadata/Effects/misc/quest_hand_in/blue.ao );",56,5,"",56,[208],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
232,13,3,"Alira's Rivals",[55],"[79,0,0,0]","[20,0]","triggerer.SetSessionQuestFlag( BanditAfterFightTalk );",58,5,"",20,[209],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
233,13,4,"Alira's Rivals",[17],[55],[],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",20,[210],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
234,13,5,"Alira's Rivals",[56],[55],[57],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",57,[211],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
235,13,6,"I've changed my mind",[55],[56],[],"triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );","",5,"",71,[],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
236,13,7,"Alira's Rivals",[],"[81,0,0,0,79,0,0,0]","[380,0]","triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[212],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
237,13,8,"Alira's Rivals",[78],"[81,0,0,0,79,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[213],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
238,13,9,"Alira's Rivals",[79],"[81,0,0,0,78,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[214],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
239,13,10,"Alira's Rivals","[79,0]","[81,0,0,0,80,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[215],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
240,13,11,"Alira's Rivals",[81],"[79,0,0,0,78]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[216],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
241,13,12,"Alira's Rivals","[81,0]","[79,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[217],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
242,13,13,"Alira's Rivals",[82],"[79,0,0,0,78]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[218],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
243,13,14,"Alira's Rivals","[79,0]","[78,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[219],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
244,13,15,"Alira's Rivals","[79,0]","[78,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[220],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
245,13,16,"Alira's Rivals","[78,0]","[79,0,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[221],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
246,13,17,"Alira's Rivals","[79,0,0]","[17,0,0]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[222],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
247,13,18,"Alira's Rivals",[80],"[79,0,0,0,78]",[380],"triggerer.SetSessionQuestFlag( BanditVoteCalled ); triggerer.FinishNPCChat(); triggerer.DispatchRulesetEvent( BanditCallVote );",120,5,"",380,[223],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
248,13,19,"Get the Apex",[56],"[76,0]",[],"triggerer.SetQuestFlag(\""a2b-SeenApexReward\"");",69,6,17,71,[],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
249,16,0,"Introduction","[170,0]",[],[269],"",269,3,"",269,[224],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
250,16,1,"Clarissa",[],"[170,0]",[264],"",264,5,"",264,"[225,226,227,228]","","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
251,16,2,"Tolman",[174],[170],[385],"","",5,"",385,[229],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
252,16,3,"Tolman",[170],[174],[386],"",386,3,"",386,"[230,231,232,233]","",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
253,16,4,"Grigor",[71],"[181,0,0]",[274],"",274,5,"",274,[234],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
254,16,5,"Grigor",[71],"[181,0,0,0]",[274],"",274,5,"",274,[235],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
255,16,6,"Clarissa",[269],[],[455],"","",3,"",455,[236],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
256,16,7,"Maramoa",[269],[],[454],"","",3,"",454,[237],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
257,16,8,"Grigor","[180,0]",[],[456],"","",3,"",456,[238],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
258,16,9,"The Slums",[170],[],[265],"","",3,"",265,[239],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
259,16,10,"The Undying","[269,0]",[],[387],"","",3,"",387,[240],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
260,16,11,"General Gravicius","[207,0]",[209],[388],"","",3,"",388,[241],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
261,16,12,"General Gravicius","[207,0]",[209],[388],"","",3,"",388,[241],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
262,16,13,"General Gravicius",[207],"[209,0,0]",[388],"","",3,"",388,[242],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
263,16,14,"General Gravicius",[209],[],[389],"","",3,"",389,[243],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
264,16,15,"Piety",[216],[],[276],"",276,3,"",276,[244],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
265,16,16,"Victario","[269,0]",[459],[422],"",422,5,"",422,[245],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
266,16,17,"Victario","[269,0]",[459],[422],"",422,5,"",422,[245],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
267,16,18,"The Purity Rebellion",[269],[],[457],"","",3,"",457,[246],"",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
268,16,19,"Victario's Holdfasts",[428],"[429,0,0,0]",[],"","",5,"",460,[247],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
269,16,20,"Victario's Holdfasts",[429],"[428,0,0,0]",[],"","",5,"",460,[247],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
270,16,21,"Victario's Holdfasts",[430],"[428,0,0,0]",[],"","",5,"",460,[247],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
271,16,22,"Victario's Holdfasts","[428,0]","[427,0]",[],"","",5,"",461,[248],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
272,16,23,"Victario's Holdfasts","[428,0]","[426,0]",[],"","",5,"",461,[248],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
273,16,24,"Victario's Holdfasts","[429,0]","[425,0]",[],"","",5,"",461,[248],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
274,16,25,"Victario's Holdfasts","[428,0,0]","[495,0]",[],"","",5,"",458,[249],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
275,16,26,"Victario's Holdfasts",[425],"[426,0,0,0]","[460,0]","",71,5,"",460,[247],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
276,16,27,"Victario's Holdfasts",[426],"[425,0,0,0]","[460,0]","",71,5,"",460,[247],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
277,16,28,"Victario's Holdfasts",[427],"[425,0,0,0]","[460,0]","",71,5,"",460,[247],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
278,16,29,"Victario's Holdfasts","[425,0]","[427,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
279,16,30,"Victario's Holdfasts","[425,0]","[426,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
280,16,31,"Victario's Holdfasts","[426,0]","[427,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
281,16,32,"Victario's Holdfasts","[426,0]","[425,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
282,16,33,"Victario's Holdfasts","[427,0]","[426,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
283,16,34,"Victario's Holdfasts","[427,0]","[425,0]","[461,0]","",461,5,"",461,[248],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
284,16,35,"Victario's Holdfasts","[425,0,0]",[],"[458,0]","",458,5,"",458,[249],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
285,16,36,"Victario's Holdfasts","[426,0,0]",[],"[458,0]","",458,5,"",458,[249],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
286,16,37,"Victario's Holdfasts","[427,0,0]",[],"[458,0]","",458,5,"",458,[249],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
287,16,38,"Victario's Holdfasts","[426,0]","[425,0]","[461,0,0]","",71,5,"",461,[248],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
288,16,39,"Victario's Holdfasts","[425,0]","[426,0]","[461,0,0]","",71,5,"",461,[248],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
289,16,40,"Victario's Holdfasts","[425,0]","[427,0]","[461,0,0]","",71,5,"",461,[248],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
290,16,41,"Victario's Holdfasts","[426,0,0]",[],"[458,0,0]","",458,5,"",458,[249],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
291,16,42,"Victario's Holdfasts","[425,0,0]",[],"[458,0,0]","",458,5,"",458,[249],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
292,16,43,"Victario's Holdfasts","[425,0,0]",[],"[458,0,0]","",458,5,"",458,[249],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
293,16,44,"Victario's Holdfasts","[425,0,0]",[],"[458,0,0,0]","",458,5,"",458,[249],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
294,16,45,"Platinum Bust Reward",[458],"[495,0]",[505],"",505,6,20,71,[],"","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
295,16,46,"Purchase Items",[],[],[],"","",23,"",71,[],"","","",[],[],1308,[],1308,"","","","","",1,"",49,[],49,""
296,16,47,"Sell Items",[],[],[],"","",24,"",71,[],"","","",[],[],1308,[],1308,"","","","","",0,"",49,[],49,""
297,20,0,"Clarissa",[],[170],[273],"",273,5,"",273,"[250,251]","","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
298,20,1,"Clarissa",[170],[174],[273],"",273,5,"",273,"[252,253]","","","",[],[],1308,[],1308,"","","","","","","",49,[],49,""
299,20,2,"Tolman","[170,0]",[],"[270,0]","",270,3,"",270,"[254,255]","",1,"",[],[],1308,[],1308,"","","","","","","",49,[],49,""
