"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]","string","[rid]"
106,"immortal_call","You are invulnerable to Physical Damage.","",1,"Immortal Call",[716],1,2,"","","","",28,108,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[716],[],"","","","","","",[],"",[]
107,"vaal_immortal_call","You cannot die. You cannot gain Vaal souls.","",1,"Vaal Immortal Call","[398,7788]",1,2,"","","","",28,108,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],"[398,7788]",[],"","","","","","",[],"",[]
108,"mortal_call","You take less Physical and Elemental Damage.","",1,"Immortal Call","[9374,9375,12632,9376,9377]",1,2,"","",9843,"",28,108,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[9374,9375,12632,9376,9377]",[],"","","","","","",[],"",[]
109,"monty_haul","Drop testing","",1,"Treasure!","[151,153]",1,2,"","","",1,28,109,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[151,153]",[],"","","","","","",[],"",[]
110,"lightning_shield","You have additional chance to block spell damage, and are immune to shock.","",1,"Tempest Shield",[2356],1,2,"","","",1,28,110,1,"",1,"",1,1,"",0,"","TempestShieldBuff","","","","",4,"",1,0,[],"","",[],"",[],[4920],[2356],[],"","","","","","",[],"",[]
111,"fire_shield","","",1,"Molten Shell","[116,12247]",1,2,"","","","",28,111,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[116,12247]",[],"","","","","","",[],"",[]
112,"molten_shell_damage_absorption","You have additional Armour, and a percentage of damage from hits will be taken from this buff before your Life or Energy Shield.","",1,"Molten Shell",[],1,2,1,"",9843,"",28,111,1,"",1,"",1,1,"",0,"","DamageAbsorptionBuff","","","","",4,"","",0,[],"","",[],"",[9520],[],[9520],[9523],"","","","","","",[],"",[]
113,"molten_shell_shield","",1,1,"","[116,12247]",1,2,"","","","",28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[116,12247]",[],"","","","","","",[],"",[]
114,"flask_utility_critical_strike_chance","You have increased Critical Strike Chance","","","Diamond Flask",[554],1,3,"","","","",28,112,1,"",4,"",1,1,1,0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[554],[],"","","","","","",[],"",[]
115,"flask_utility_resist_fire","You have additional Fire Resistance and less Fire Damage taken","","","Ruby Flask","[144,8645]",1,3,"","","","",28,113,1,"",4,"",1,1,1,0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[144,8645]",[],"","","","","","",[],"",[]
116,"flask_utility_resist_cold","You have additional Cold Resistance and less Cold Damage taken","","","Sapphire Flask","[146,8646]",1,3,"","","","",28,114,1,"",4,"",1,1,1,0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[146,8646]",[],"","","","","","",[],"",[]
117,"flask_utility_resist_lightning","You have additional Lightning Resistance and less Lightning Damage taken","","","Topaz Flask","[148,8647]",1,3,"","","","",28,115,1,"",4,"",1,1,1,0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[148,8647]",[],"","","","","","",[],"",[]
118,"flask_utility_ironskin","You have additional Armour","","","Granite Flask",[116],1,3,"","","","",28,116,1,"",4,"",1,1,1,0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[116],[],"","","","","","",[],"",[]
119,"flask_utility_sprint","You have increased Movement Speed","","","Quicksilver Flask",[177],1,3,"","","","",28,117,1,"",4,"",1,1,1,0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[177],[],"","","","","","",[],"",[]
120,"flask_utility_resist_chaos","You have additional Chaos Resistance","","","Amethyst Flask",[150],1,3,"","","","",28,118,1,"",4,"",1,1,1,0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[150],[],"","","","","","",[],"",[]
121,"flask_utility_phase","You have additional chance to Suppress Spell Damage and Phasing, allowing you to move through enemies","","","Quartz Flask","[1852,14757]",1,3,"","","","",28,119,1,"",4,"",1,1,1,0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1852,14757]",[],"","","","","","",[],"",[]
122,"flask_utility_evasion","You have additional Evasion Rating","","","Jade Flask",[119],1,3,"","","","",28,120,1,"",4,"",1,1,1,0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[119],[],"","","","","","",[],"",[]
123,"flask_utility_stone","You have more Armour","","","Basalt Flask",[14380],1,3,"","","","",28,128,1,"",4,"",1,1,1,0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[14380],[],"","","","","","",[],"",[]
124,"flask_utility_aquamarine","The effect of being Frozen on you is reduced.","","","Aquamarine Flask",[14383],1,3,"","","","",28,123,1,"",4,"",1,1,1,0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[14383],[],"","","","","","",[],"",[]
125,"flask_utility_prismatic","You have additional Elemental Resistances","","","Bismuth Flask",[141],1,3,"","","","",28,124,1,"",4,"",1,1,1,0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[141],[],"","","","","","",[],"",[]
126,"flask_utility_smoke","You have more Evasion Rating","","","Stibnite Flask",[14379],1,3,"","","","",28,125,1,"",4,"",1,1,1,0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[14379],[],"","","","","","",[],"",[]
127,"flask_utility_consecrate","You deal increased Damage","","","Sulphur Flask",[24],1,3,"","","","",28,126,1,"",4,"",1,1,1,0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[],"",[]
128,"flask_utility_haste","",1,"","Silver Flask",[],1,3,"","","","",28,127,1,"",4,"",1,1,1,0,"","","","","","",4,"","",0,[],"","",[],"",[],[17229],[],[],"","","","","","",[],"",[]
129,"flask_utility_rarity","You find items of increased Rarity","","","Gold Flask",[153],1,3,"","","","",28,129,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[153],[],"","","","","","",[],"",[]
130,"flask_utility_ward","You have additional Ward","","","Iron Flask",[14326],1,3,"","","","",28,130,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[14326],[],"","","","","","",[],"",[]
131,"flask_utility_adaptation","You have additional Adaptation Rating","","","Steel Flask",[14334],1,3,"","","","",28,131,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[14334],[],"","","","","","",[],"",[]
132,"monster_aura_cannot_die","Other Allies Cannot Die","","","Cannot Die Aura",[398],1,3,"","","","",28,133,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[398],[],"","","","","","",[],"",[]
133,"monster_aura_slow","Enemies are Slowed","","","Slow Aura",[177],1,3,"","","","",28,134,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[177],[],"","","","","","",[],"",[]
134,"monster_aura_damage_reduction","Allies take less Damage","","","Damage Reduction Aura",[477],1,3,"","","","",28,135,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[],"",[]
135,"hidden_monster","",1,"","","[140,701,860,1853]","",2,"","","","",28,0,1,"",17,1,1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[140,701,860,1853]",[],"","","","","","",[],"",[]
136,"block_test","Testing only!!!!","",1,"Block Test","[19,216]",1,2,"","","","",28,136,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[19,216]",[],"","","","","","",[],"",[]
137,"bleeding","You are Bleeding, causing you to take Physical Damage over time. The Damage will be higher while you are moving.","","","Bleeding","[7813,462]",1,3,"","","",1,28,137,1,"",2,"",1,1,"",0,"","Bleeding","","","","",4,"","",0,[],"","",[],"",[],[],"[7813,462]",[14542],"","","","","","",[],"",[]
138,"bleeding_moving","",1,"","",[7813],1,3,"","","",1,28,138,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[7813],[],"","","","","","",[],"",[]
139,"player_aura_armour","Grants more Armour","",1,"Determination Aura","[7138,116,1129,6077,12950,1034,24,1903,451]",1,3,"","","","",28,141,"","",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[],"[7138,116,1129,6077,12950,1034,24,1903,451]",[],"","","","","","",[],"",[]
140,"player_aura_evasion","Grants additional Evasion","",1,"Grace Aura","[7139,119,1672,620,3635,1034,24,1903,451]",1,3,"","","","",28,142,"","",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[],"[7139,119,1672,620,3635,1034,24,1903,451]",[],"","","","","","",[],"",[]
141,"player_aura_resists","Grants additional Elemental Resistances and Immunity to Elemental Ailments","",1,"Purity of Elements Aura","[7150,141,942,943,944,596,1034,24,1903,451]",1,3,"","","","",28,143,"","",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[6420],"[7150,141,942,943,944,596,1034,24,1903,451]",[],"","","","","","",[],"",[]
142,"player_aura_fire_resist","Grants additional Fire Resistance","",1,"Purity of Fire Aura","[7147,942,144,593,192,1034,24,1903,451]",1,3,"","","","",28,144,"","",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[],"[7147,942,144,593,192,1034,24,1903,451]",[],"","","","","","",[],"",[]
143,"player_aura_cold_resist","Grants additional Cold Resistance","",1,"Purity of Ice Aura","[7148,943,146,594,191,1034,24,1903,451]",1,3,"","","","",28,145,"","",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[],"[7148,943,146,594,191,1034,24,1903,451]",[],"","","","","","",[],"",[]
144,"player_aura_lightning_resist","Grants additional Lightning Resistance","",1,"Purity of Lightning Aura","[7149,944,148,595,193,1034,24,1903,451]",1,3,"","","","",28,146,"","",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[],"[7149,944,148,595,193,1034,24,1903,451]",[],"","","","","","",[],"",[]
145,"player_aura_energy_shield","Grants additional Energy Shield, and increased Energy Shield Recharge Rate","",1,"Discipline Aura","[7140,133,138,8859,139,1034,24,1903,451]",1,3,"","","","",28,147,"","",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[],"[7140,133,138,8859,139,1034,24,1903,451]",[],"","","","","","",[],"",[]
146,"player_aura_fire_damage","Grants additional Fire Damage","",1,"Anger Aura","[7142,45,46,1587,1588,177,209,1034,24,1903,451]",1,3,"","","","",28,149,1,"",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[],"[7142,45,46,1587,1588,177,209,1034,24,1903,451]",[],"","","","","","",[],"",[]
147,"player_aura_cold_damage","Grants some of Physical damage as extra Cold Damage, and more Cold Damage","",1,"Hatred Aura","[7143,448,8870,6466,13033,1034,24,1903,451]",1,3,"","","","",28,153,1,"",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[],"[7143,448,8870,6466,13033,1034,24,1903,451]",[],"","","","","","",[],"",[]
148,"player_aura_lightning_damage","Grants additional Lightning Damage","",1,"Wrath Aura","[7141,59,60,2961,1034,24,1903,451]",1,3,"","","","",28,157,1,"",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[],"[7141,59,60,2961,1034,24,1903,451]",[],"","","","","","",[],"",[]
149,"player_aura_speed","Grants increased Attack, Cast and Movement Speed","",1,"Haste Aura","[7146,70,216,177,1341,175,13032,1034,24,1903,451]",1,3,"","","","",28,162,1,"",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[],"[7146,70,216,177,1341,175,13032,1034,24,1903,451]",[],"","","","","","",[],"",[]
150,"player_aura_life_regen","Grants Life regeneration","",1,"Vitality Aura","[7144,125,3089,584,1034,24,1903,451]",1,3,"","","","",28,164,"","",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[],"[7144,125,3089,584,1034,24,1903,451]",[],"","","","","","",[],"",[]
151,"power_shot_hit","If you die under the effect of this buff, you will grant a power charge",1,"","Hit by Power Siphon",[],"",1,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[]
152,"player_aura_mana_regen","Grants Mana regeneration","",1,"Clarity Aura","[7145,131,400,12932,1034,24,1903,451]",1,3,"","","","",28,165,"","",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[],"[7145,131,400,12932,1034,24,1903,451]",[],"","","","","","",[],"",[]
153,"vaal_aura_armour","Grants additional Armour and Resistances","",1,"Vaal Determination Aura","[7138,1034,141,1034,24,1903,451]",1,3,"","","","",28,170,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[7138,1034,141,1034,24,1903,451]",[],"","","","","","",[],"",[]
154,"vaal_aura_life_regen","Grants Life regeneration","",1,"Vaal Vitality Aura","[7144,451,1034,24,1903,451]",1,3,"","","","",28,169,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[7144,451,1034,24,1903,451]",[],"","","","","","",[],"",[]
155,"vaal_aura_no_mana_cost","Skills cost no Mana","",1,"Vaal Clarity Aura","[7145,1892,1034,24,1903,451]",1,3,"","","","",28,308,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[7145,1892,1034,24,1903,451]",[],"","","","","","",[],"",[]
156,"vaal_aura_dodge","Grants additional chance to Evade Attack Hits, and makes Suppressed Spell Damage unlucky against you.","",1,"Vaal Grace Aura","[7139,7035,15076,1034,24,1903,126]",1,3,"","","","",28,309,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[7139,7035,15076,1034,24,1903,126]",[],"","","","","","",[],"",[]
157,"vaal_aura_energy_shield","Prevents Energy Shield Recharge from being delayed by Damage","",1,"Vaal Discipline Aura","[7140,133,2285,1034,24,1903,451]",1,3,"","","","",28,310,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[7140,133,2285,1034,24,1903,451]",[],"","","","","","",[],"",[]
158,"vaal_aura_speed","Grants increased Attack, Cast and Movement Speed","",1,"Vaal Haste Aura","[7146,70,216,177,1034,24,1903,451]",1,3,"","","","",28,311,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[7146,70,216,177,1034,24,1903,451]",[],"","","","","","",[],"",[]
159,"beartrap_debuff","You are held in place by a Bear Trap and will take increased damage from Traps and Mines.","","","Bear Trap",[6908],1,3,"","","",1,28,171,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[6908],[],"","","","","","",[],"",[]
160,"beartrap_debuff_slow","Your Movement Speed is lowered and you will take increased damage from Traps and Mines.","","","Bear Trap","[7762,3336]",1,3,"","","",1,28,171,1,"",2,"",1,1,"",0,"","BearTrapSlowDebuff","","","","",4,"","",0,[],"","",[],"",[],[],"[7762,3336]",[],"","","","","","",[],"",[]
161,"beartrap_debuff_damage_taken","",1,"","",[3490],1,3,"","","",1,28,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[3490],[],"","","","","","",[],"",[]
162,"trap_convert_buff","You have been temporarily converted to another team","","","Converted","[24,3408]",1,3,"","","",1,28,172,1,"",2,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[1651],[4718],"[24,3408,1651]",[],"","","","","","",[],"",[]
163,"ground_fire_burn","You are taking burning damage while standing on burning ground","","","Burning Ground","[1975,3233]",1,3,"","","","",28,173,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[1975,3233]",[],"","","","","","",[],"",[]
164,"ground_ice_chill","Your actions are slowed while standing on chilled ground","","","Chilled Ground",[8405],1,3,"","","","",1,174,"","",2,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],[8405],[],"","",1,1,"","",[],"","[3234,14544]"
165,"ground_tar_slow","Your movement speed is reduced while standing in tar","","","Tarred Ground",[177],1,3,"","","","",28,175,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[177],[],"","","","","","",[],"",[]
166,"monster_no_drops_buff","",1,"","",[887],"",2,"","","","",28,0,1,"",17,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[887],[],"","","","","","",[],"",[]
167,"totem_aura_life_regen","Grants Life regeneration","",1,"Rejuvenation Totem Aura","[125,1034,24,1903,451]",1,3,"","","","",26,176,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[125,1034,24,1903,451]",[],"","","","","","",[],"",[]
168,"totem_aura_life_mana_regen","Grants Life and Mana regeneration","",1,"Rejuvenation Totem Aura","[125,131,1034,24,1903,451]",1,3,"","","","",26,176,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[125,131,1034,24,1903,451]",[],"","","","","","",[],"",[]
169,"monster_aura_cold_damage","Allies deal additional cold damage","","","Cold Damage Aura",[448],1,3,"","","","",28,177,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[448],[],"","","","","","",[],"",[]
170,"monster_aura_fire_damage","Allies deal additional fire damage","","","Fire Damage Aura",[447],1,3,"","","","",28,178,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[447],[],"","","","","","",[],"",[]
171,"monster_aura_lightning_damage","Allies deal additional lightning damage","","","Lightning Damage Aura",[449],1,3,"","","","",28,179,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[449],[],"","","","","","",[],"",[]
172,"ambrosia_aura_fire_damage","Allies deal additional fire damage","","","Fire Damage Aura",[447],1,3,"","","","",28,180,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[447],[],"","","","","","",[],"",[]
173,"amarissa_aura_lightning_damage","Allies deal additional lightning damage","","","Lightning Damage Aura",[449],1,3,"","","","",28,181,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[449],[],"","","","","","",[],"",[]
174,"blinded","You are less accurate and less evasive","","","Blinded","[14818,14817]",1,3,"","","",1,28,182,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[14818,14817]",[969],"","","","","","",[],"",[]
175,"monster_aura_always_crit","Allies always get Critical Strikes","","","Always Crit Aura",[348],1,3,"","","","",28,184,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[348],[],"","","","","","",[],"",[]
176,"monster_aura_evasion","Allies have additional Evasion","","","Evasion Aura",[119],1,3,"","","","",28,185,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[119],[],"","","","","","",[],"",[]
177,"ice_shield","Some Physical and Fire damage to you is prevented, Consumes Mana","",1,"Arctic Armour","[1076,1175,1176,177]",1,3,"","","",1,28,186,1,"",1,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[],"[1076,1175,1176,177]",[],"","","","","","",[],"",[]
178,"ice_shield_moving","",1,"","",[1076],1,3,"","","","",28,0,1,"",1,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1076],[],"","","","","","",[],"",[]
179,"frozen_damage_increase","You take increased damage","","","Frozen Damage Increase",[477],1,3,"","","",1,28,187,"","",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[],"",[]
