"rownum","string","[rid]","[i32]","string","string","rid","i32","bool","i32","i32","string","string","string","rid","rid","i32","i32","i32","bool","[rid]","[string]","i32","i32","i32","i32"
296,"DeferredRewardBossCurrencyInstillingOrb4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",9636,16,4,5,0,"",[],[],-16843010,-16843010,5,0
297,"DeferredRewardBossCurrencyInstillingOrb5",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",9636,16,5,5,0,"",[],[],-16843010,-16843010,5,0
298,"DeferredRewardBossCurrencyInstillingOrb6",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",9636,16,6,5,0,"",[],[],-16843010,-16843010,5,0
299,"DeferredRewardBossCurrencyInstillingOrb12",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",9636,16,12,5,0,"",[],[],-16843010,-16843010,5,0
300,"DeferredRewardBossCurrencyRegalOrb4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",14,17,4,5,0,"",[],[],-16843010,-16843010,5,0
301,"DeferredRewardBossCurrencyRegalOrb5",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",14,17,5,5,0,"",[],[],-16843010,-16843010,5,0
302,"DeferredRewardBossCurrencyRegalOrb6",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",14,17,6,5,0,"",[],[],-16843010,-16843010,5,0
303,"DeferredRewardBossCurrencyRegalOrb12",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",14,17,12,5,0,"",[],[],-16843010,-16843010,5,0
304,"DeferredRewardBossCurrencyEnkindlingOrb4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",9635,18,4,5,0,"",[],[],-16843010,-16843010,5,0
305,"DeferredRewardBossCurrencyEnkindlingOrb5",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",9635,18,5,5,0,"",[],[],-16843010,-16843010,5,0
306,"DeferredRewardBossCurrencyEnkindlingOrb6",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",9635,18,6,5,0,"",[],[],-16843010,-16843010,5,0
307,"DeferredRewardBossCurrencyEnkindlingOrb12",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",9635,18,12,5,0,"",[],[],-16843010,-16843010,5,0
308,"DeferredRewardBossCurrencyOrbofUnmaking5",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",9,19,5,5,0,"",[],[],-16843010,-16843010,5,0
309,"DeferredRewardBossCurrencyOrbofUnmaking6",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",9,19,6,5,0,"",[],[],-16843010,-16843010,5,0
310,"DeferredRewardBossCurrencyOrbofUnmaking12",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",9,19,12,5,0,"",[],[],-16843010,-16843010,5,0
311,"DeferredRewardBossCurrencyAwakenedSextant16",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",181,20,16,5,0,"",[],[],-16843010,-16843010,5,0
312,"DeferredRewardBossCurrencyStackedDeck4",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",8704,21,4,5,0,"",[],[],-16843010,-16843010,5,0
313,"DeferredRewardBossCurrencyStackedDeck5",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",8704,21,5,5,0,"",[],[],-16843010,-16843010,5,0
314,"DeferredRewardBossCurrencyStackedDeck6",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",8704,21,6,5,0,"",[],[],-16843010,-16843010,5,0
315,"DeferredRewardBossCurrencyStackedDeck12",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",8704,21,12,5,0,"",[],[],-16843010,-16843010,5,0
316,"DeferredRewardBossCurrencyVeiledChaosOrb2",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",3,22,2,5,0,"",[],[],-16843010,-16843010,5,0
317,"DeferredRewardBossCurrencyOrbofAnnulment2",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",203,23,2,5,0,"",[],[],-16843010,-16843010,5,0
318,"DeferredRewardBossCurrencyDivineOrb2",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",22,24,2,5,0,"",[],[],-16843010,-16843010,5,0
319,"DeferredRewardBossCurrencyExaltedOrb2",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",13,25,2,5,0,"",[],[],-16843010,-16843010,5,0
320,"DeferredRewardBossCurrencyDivineVessel3",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",7156,26,3,5,0,"",[],[],-16843010,-16843010,5,0
321,"DeferredRewardBossCurrencySacredOrb2",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",24,27,2,5,0,"",[],[],-16843010,-16843010,5,0
322,"DeferredRewardBossCurrencyMirrorofKalandra1",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",5,28,1,5,0,"",[],[],-16843010,-16843010,5,0
323,"HardModeDeferredRewardFloorCurrencyTransmutation",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",10,31,1,5,0,"",[],[],-16843010,-16843010,5,0
324,"HardModeDeferredRewardFloorCurrencyAugmentation",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",15,32,1,5,0,"",[],[],-16843010,-16843010,5,0
325,"HardModeDeferredRewardFloorCurrencyChance",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",7,1,1,5,0,"",[],[],-16843010,-16843010,5,0
326,"HardModeDeferredRewardFloorCurrencyAlteration",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",11,0,1,5,0,"",[],[],-16843010,-16843010,5,0
327,"HardModeDeferredRewardFloorCurrencyChromatic",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",19,3,1,5,0,"",[],[],-16843010,-16843010,5,0
328,"HardModeDeferredRewardFloorCurrencyJeweller",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",21,4,1,5,0,"",[],[],-16843010,-16843010,5,0
329,"HardModeDeferredRewardFloorCurrencyFusing",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",20,6,1,5,0,"",[],[],-16843010,-16843010,5,0
330,"HardModeDeferredRewardFloorCurrencyAlchemy",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfFloorMapIcon",11,0,"",-16843010,-16843010,"","","",6,5,1,5,0,"",[],[],-16843010,-16843010,5,0
331,"HardModeDeferredRewardBossCurrencyTransmutation",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",10,31,2,5,0,"",[],[],-16843010,-16843010,5,0
332,"HardModeDeferredRewardBossCurrencyAugmentation",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",15,32,2,5,0,"",[],[],-16843010,-16843010,5,0
333,"HardModeDeferredRewardBossCurrencyChance",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",7,1,2,5,0,"",[],[],-16843010,-16843010,5,0
334,"HardModeDeferredRewardBossCurrencyAlteration",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",11,0,2,5,0,"",[],[],-16843010,-16843010,5,0
335,"HardModeDeferredRewardBossCurrencyChromatic",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",19,3,2,5,0,"",[],[],-16843010,-16843010,5,0
336,"HardModeDeferredRewardBossCurrencyJeweller",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",21,4,2,5,0,"",[],[],-16843010,-16843010,5,0
337,"HardModeDeferredRewardBossCurrencyFusing",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",20,6,2,5,0,"",[],[],-16843010,-16843010,5,0
338,"HardModeDeferredRewardBossCurrencyAlchemy",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",6,5,2,5,0,"",[],[],-16843010,-16843010,5,0
339,"HardModeDeferredRewardBossCurrencyChaos",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",2,9,1,5,0,"",[],[],-16843010,-16843010,5,0
340,"HardModeDeferredRewardBossCurrencyScouring",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",12,7,1,5,0,"",[],[],-16843010,-16843010,5,0
341,"HardModeDeferredRewardBossCurrencyRegret",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",8,11,1,5,0,"",[],[],-16843010,-16843010,5,0
342,"HardModeDeferredRewardBossCurrencyVaal",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",33,14,1,5,0,"",[],[],-16843010,-16843010,5,0
343,"HardModeDeferredRewardBossCurrencyBlessed",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",23,13,1,5,0,"",[],[],-16843010,-16843010,5,0
344,"HardModeDeferredRewardBossCurrencyRegal",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",14,17,1,5,0,"",[],[],-16843010,-16843010,5,0
345,"HardModeDeferredRewardBossCurrencyExalted",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",13,25,1,5,0,"",[],[],-16843010,-16843010,5,0
346,"HardModeDeferredRewardBossCurrencyDivine",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",22,24,1,5,0,"",[],[],-16843010,-16843010,5,0
347,"HardModeDeferredRewardBossCurrencyAnnulment",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",203,23,1,5,0,"",[],[],-16843010,-16843010,5,0
348,"HardModeDeferredRewardBossCurrencySacred",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",24,27,1,5,0,"",[],[],-16843010,-16843010,5,0
349,"HardModeDeferredRewardBossCurrencyMirror",[],[],"","Art/2DArt/UIImages/InGame/Sanctum/BoonCurseIcons/DeferralEndOfSanctumMapIcon",11,0,"",-16843010,-16843010,"","","",5,28,1,5,0,"",[],[],-16843010,-16843010,5,0
